Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Sphenolithus radians,Sphenolithus pseudoradians,Sphenolithus moriformis,Sphenolithus furcatolithoides,Reticulofenestra umbilica,Reticulofenestra samodurovii,Pedinocyclus larvalis,Lanternithus minutus,Holococcolith type A,Helicosphaera reticulata,Helicosphaera compacta,Hayella situliformis,Ericsonia subdisticha,Ericsonia formosa,Discoaster tanii,Discoaster saipanensis,Discoaster nodifer,Discoaster barbadiensis,Dictyococcites scrippsae,Dictyococcites bisectus,Cyclicargolithus floridanus,Cribrocentrum reticulatum,Coronocyclus nitescens,Coccolithus sp.1,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus titus,Calcidiscus protoannulus,Calcidiscus kingii,Bramletteius serraculoides,Braarudosphaera bigelowii,Pontosphaera segmenta,Isthmolithus recurvus,Hayaster perplexus,Discoaster deflandrei,Ericsonia obruta,Micrantholithus flos,Sphenolithus predistentus,Peritrachelina joidesa,Helicosphaera euphratis,Sphenolithus aff. distentus,Discoaster adamanteus,Micrantholithus altus,Cyclicargolithus abisectus,Sphenolithus distentus,Coccolithus miopelagicus,Triquetrorhabdulus carinatus,Sphenolithus ciperoensis,Sphenolithus aff. ciperoensis,Cruciplacolithus tarquinius,Triquetrorhabdulus milowii,Helicosphaera intermedia,Catinaster umbrellus,Sphenolithus dissimilis,Crassidiscus backmanii,Sphenolithus conicus,Reticulofenestra daviesii,Discoaster asymmetricus,Cyclicargolithus abisectus (> 10 microns),Cyclicargolithus abisectus (< 10 microns),Clausicoccus fenestratus,Pontosphaera spp.,Sphenolithus delphix,Discoaster undefined 6-ray m.,Sphenolithus calyculus,Helicosphaera spp.,Sphenolithus capricornutus,Reticulofenestrid taxa,Geminilithella rotula,Sphenolithus heteromorphus,Dictyococcites spp.,Coccolithus radiatus,Thoracosphaera spp.,Sphenolithus belemnos,Discoaster druggii,Calcidiscus leptoporus,Triquetrorhabdulus backmanii,Sphenolithus dissimilis/belemnos,Syracosphaera spp.,Helicosphaera ampliaperta,Discoaster undefined 6-ray b.,Discoaster undefined 6-ray,Sphenolithus milanettii,Discoaster moorei,Discoaster signus-tuberi,Scyphosphaera spp.,Calcidiscus premacintyrei,Sphenolith (unspecified taxon or taxa),Triquetrorhabdulus rugosus/rioensis,Helicosphaera sellii,Catinaster spp.,Discoaster kugleri,Discoaster undefined 5-ray,Discoaster neohamatus,Discoaster hamatus,Discoaster prepentaradiatus,Minylitha convallis,Discoaster tamalis,Calcidiscus macintyrei,Umbilicosphaera spp.,Discoaster triradiatus,Discoaster bellus,Discoaster quinqueramus/berggrenii,Discoaster pentaradiatus,Discoaster sp. 2,Rhabdosphaera spp.,Amaurolithus primus,Ceratolithus rugosus,Discoaster variabilis,Discoaster brouweri,Amaurolithus amplificus,Discoaster sp. 1,Discoaster intercalaris,Ceratolithus acutus,Amaurolithus tricorniculatus,Reticulofenestra pseudoumbilicus,Gephyrocapsa oceanica s.l.,Discoaster tristellifer,Pseudoemiliania lacunosa,Discoaster decorus,Ceratolithus armatus,Discoaster surculus,Ceratolithus cristatus,Gephyrocapsa (small),Gephyrocapsa sp. 3,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H, 3, 130.00,    116.7000,Rio      ,Nannofossils                                 ,C              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,                           ,                         ,                      ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,                 ,                    ,F                            ,                      ,F                 ,                          ,F                     ,F                    ,                          ,C                  ,R                   ,                   ,                     ,                  ,C                     ,                            ,                                ,                  ,                         ,F                            ,F                         ,                       ,                 ,                        ,                  ,                         ,C                                     ,R                                  ,F                   ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H, 4,  40.00,    117.3000,Rio      ,Nannofossils                                 ,C              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,R                          ,                         ,                      ,                ,F                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,                 ,                    ,C                            ,                      ,                  ,                          ,F                     ,                     ,R                         ,A                  ,                    ,                   ,                     ,                  ,F                     ,                            ,                                ,                  ,                         ,R                            ,R                         ,                       ,                 ,                        ,                  ,                         ,C                                     ,F                                  ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H, 4, 130.00,    118.2000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,                           ,                         ,                      ,                ,F                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,                 ,                    ,C                            ,                      ,F                 ,                          ,C                     ,F                    ,cf                        ,C                  ,                    ,R                  ,                     ,                  ,C                     ,                            ,                                ,                  ,                         ,F                            ,F                         ,                       ,                 ,                        ,                  ,                         ,A                                     ,                                   ,F                   ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H, 5,  40.00,    118.8000,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,C                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,A                      ,                                         ,                                         ,                        ,                 ,                    ,C                            ,                      ,                  ,                          ,A                     ,                     ,C                         ,A                  ,                    ,                   ,                     ,                  ,F                     ,                            ,                                ,                  ,                         ,C                            ,C                         ,                       ,R                ,                        ,                  ,                         ,C                                     ,                                   ,R                   ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H, 5, 129.00,    119.6900,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,                           ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,C                       ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,F                ,                    ,C                            ,                      ,C                 ,                          ,C                     ,                     ,                          ,A                  ,                    ,                   ,                     ,                  ,C                     ,                            ,                                ,                  ,                         ,C                            ,C                         ,                       ,                 ,                        ,                  ,                         ,A                                     ,F                                  ,F                   ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN5               ,              ,115, 707,A, 13,H,CC,  11.00,    119.8100,Rio      ,Nannofossils                                 ,A              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,R                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,C                     ,                     ,                          ,A                  ,                    ,                   ,                     ,                  ,C                     ,                            ,                                ,                  ,                         ,C                            ,C                         ,                       ,                 ,                        ,                  ,R                        ,C                                     ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 707,A, 14,H, 1, 130.00,    123.3000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,C                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,R                      ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,F                         ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,C                                        ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,A                     ,F                    ,C                         ,A                  ,C                   ,                   ,                     ,                  ,F                     ,                            ,                                ,F                 ,cf                       ,C                            ,C                         ,                       ,R                ,                        ,                  ,                         ,R                                     ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 707,A, 14,H, 2, 130.00,    124.8000,Rio      ,Nannofossils                                 ,A              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,C                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,                            ,                        ,                             ,                           ,F                         ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,                                         ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,C                     ,F                    ,A                         ,F                  ,C                   ,R                  ,                     ,                  ,R                     ,                            ,                                ,F                 ,                         ,C                            ,C                         ,F                      ,cf               ,                        ,R                 ,F                        ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN4               ,              ,115, 707,A, 14,H, 3, 130.00,    126.3000,Rio      ,Nannofossils                                 ,C              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,A                          ,                         ,F                     ,                ,F                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,                            ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,F                                        ,                        ,F                ,                    ,C                            ,                      ,C                 ,                          ,F                     ,                     ,A                         ,F                  ,F                   ,F                  ,                     ,                  ,F                     ,                            ,                                ,                  ,                         ,C                            ,C                         ,                       ,                 ,R                       ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 707,A, 14,H, 4, 130.00,    127.8000,Rio      ,Nannofossils                                 ,C              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,A                          ,                         ,F                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,F                           ,                        ,                             ,                           ,F                         ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,F                                        ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,F                     ,                     ,A                         ,C                  ,                    ,F                  ,                     ,                  ,                      ,                            ,                                ,F                 ,                         ,C                            ,C                         ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 707,A, 14,H, 5,  40.00,    128.4000,Rio      ,Nannofossils                                 ,C              ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,A                          ,                         ,F                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,F                      ,                           ,                     ,                     ,                          ,                      ,F                       ,R                           ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,                         ,C                      ,                                         ,F                                        ,                        ,F                ,                    ,C                            ,                      ,C                 ,                          ,C                     ,cf                   ,A                         ,C                  ,                    ,C                  ,                     ,                  ,                      ,                            ,                                ,F                 ,                         ,C                            ,C                         ,R                      ,cf               ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN3               ,              ,115, 707,A, 15,H, 1, 130.00,    132.9000,Rio      ,Nannofossils                                 ,               ,M                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,A                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,F                       ,cf                          ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,                    ,F                        ,C                      ,                                         ,F                                        ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,C                     ,                     ,A                         ,C                  ,F                   ,C                  ,                     ,                  ,C                     ,                            ,                                ,C                 ,R                        ,C                            ,C                         ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN2               ,              ,115, 707,A, 15,H, 2, 130.00,    134.4000,Rio      ,Nannofossils                                 ,               ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,F                      ,A                          ,                         ,C                     ,                ,C                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,                       ,                           ,                     ,                     ,                          ,                      ,                        ,C                           ,                        ,                             ,                           ,C                         ,                        ,                    ,                       ,                      ,                    ,F                        ,C                      ,                                         ,C                                        ,                        ,                 ,                    ,                             ,                      ,C                 ,                          ,                      ,cf                   ,cf                        ,C                  ,                    ,C                  ,A                    ,                  ,                      ,                            ,                                ,R                 ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CN2               ,              ,115, 707,A, 15,H, 3, 117.00,    135.7700,Rio      ,Nannofossils                                 ,C              ,P                 ,                       ,                    ,                          ,                       ,                             ,                         ,                            ,                     ,                    ,                    ,                        ,                      ,                    ,                     ,                 ,                ,                      ,                  ,                       ,                        ,                       ,C                          ,                         ,F                     ,                ,F                    ,                       ,                   ,                        ,                  ,                          ,                         ,                     ,                     ,                  ,C                    ,                ,                    ,                         ,                      ,R                      ,                           ,                     ,                     ,                          ,                      ,F                       ,R                           ,                        ,                             ,                           ,                          ,                        ,                    ,                       ,                      ,F                   ,                         ,C                      ,                                         ,C                                        ,                        ,                 ,                    ,C                            ,                      ,C                 ,                          ,                      ,                     ,                          ,F                  ,                    ,                   ,                     ,                  ,                      ,R                           ,F                               ,                  ,                         ,                             ,                          ,                       ,                 ,                        ,                  ,                         ,                                      ,                                   ,                    ,               ,                  ,                          ,                     ,                  ,                           ,                   ,                  ,                      ,                    ,                      ,                 ,                                  ,                        ,                ,                  ,                   ,                    ,                     ,                   ,                       ,                ,                       ,                   ,                            ,                                ,                          ,                       ,                        ,                  ,                    ,                   ,                      ,                    ,                  ,from 115 SR. Chapter 15. Table 5. microfiche in back pocket.
