Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina spp.,Unilocular species,Tosaia hanzawai,Siphotextularia catenata,Pullenia zaandamae,Pullenia sp.,Pullenia quinqueloba,Pullenia osloensis,Pleurostomella sp.,Oridorsalis umbonatus,Oridorsalis tenera,Nuttallides umbonifera,Nonionella sp.,Miliolid taxa,Melonis barleeanus,Ioanella tumidula,Gyroidinoides lamarckianus,Gyroidina umbonata,Gyroidina spp.,Gyroidina regularis,Globocassidulina subglobosa,Epistominella sp. A,Epistominella exigua,Cibicidoides mundulus,Cassidulina spp.,Bolivina spp.,Alabaminella weddellensis,Abditodentrix pseudothalmanni,Schackoinella sp.,Gyroidinoides neosoldanii,Gyroidina orbicularis,Cibicidoides wuellerstorfi,Cibicidoides kullenbergi,Cibicides  bradyi,Astrononion echolsi,Anomalinoides globulosus,Pyrgo sp.,Pyrgo murrhina,Cibicidoides robertsonianus,Laticarinina pauperata,Discorbinella bertheloti,Sphaeroidina bulloides,Melonis pompilioides,Uvigerina peregrina,Bulimina alazanensis,Stainforthia fusiformis,Bulimina sp. A,Pullenia bulloides,Uvigerina hispida,Bolivina pacifica,Uvigerina proboscidea,Miliolid taxa (thin-walled),Pseudoparrella sp.,Ehrenbergina sp.,Oridorsalis sp.,Comment
  IR,                 ,                 ,                  ,              ,154, 926,A, 15,H, 7,  50.00,    136.5000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,10                ,2              ,                        ,2                 ,3           ,2                   ,11                ,7                 ,9                    ,3                 ,46                    ,1             ,5            ,                  ,1                ,6                         ,4                 ,1             ,2                  ,40                         ,6                  ,16                  ,7                    ,16              ,5            ,11                       ,1                            ,                 ,1                        ,                     ,                          ,1                       ,                 ,                   ,1                       ,1        ,              ,                           ,                      ,                        ,                      ,                    ,1                  ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 290; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 1,  80.00,    137.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,15                ,3              ,3                       ,2                 ,1           ,1                   ,7                 ,5                 ,9                    ,3                 ,23                    ,              ,1            ,1                 ,3                ,5                         ,3                 ,              ,3                  ,34                         ,6                  ,31                  ,2                    ,5               ,4            ,21                       ,2                            ,                 ,1                        ,                     ,3                         ,                        ,1                ,                   ,                        ,1        ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 210; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 2,  90.00,    139.4000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,11                ,4              ,                        ,3                 ,10          ,2                   ,4                 ,8                 ,9                    ,3                 ,23                    ,              ,             ,1                 ,5                ,3                         ,8                 ,1             ,4                  ,114                        ,7                  ,10                  ,8                    ,14              ,19           ,31                       ,5                            ,                 ,                         ,2                    ,5                         ,                        ,                 ,                   ,                        ,         ,              ,                           ,                      ,1                       ,1                     ,                    ,1                  ,1                   ,                       ,              ,1                 ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 368; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 3,  80.00,    140.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,17                ,1              ,1                       ,1                 ,10          ,3                   ,                  ,6                 ,5                    ,                  ,20                    ,              ,2            ,                  ,5                ,7                         ,4                 ,              ,                   ,55                         ,2                  ,24                  ,4                    ,14              ,9            ,15                       ,2                            ,                 ,1                        ,                     ,                          ,                        ,2                ,                   ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,3             ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count = 729; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 4,  75.00,    142.2500,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,11                ,5              ,                        ,1                 ,4           ,2                   ,3                 ,12                ,7                    ,4                 ,16                    ,1             ,1            ,                  ,2                ,6                         ,6                 ,              ,4                  ,113                        ,2                  ,13                  ,12                   ,14              ,8            ,14                       ,                             ,                 ,1                        ,3                    ,                          ,                        ,                 ,                   ,                        ,         ,              ,                           ,1                     ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 5; total count = 534; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 5,  80.00,    143.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,5              ,4                       ,1                 ,8           ,2                   ,13                ,13                ,8                    ,6                 ,19                    ,              ,2            ,1                 ,9                ,13                        ,11                ,              ,2                  ,108                        ,3                  ,15                  ,15                   ,17              ,28           ,10                       ,                             ,                 ,1                        ,                     ,2                         ,                        ,                 ,                   ,1                       ,         ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 8; total count =464; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 6,  80.00,    145.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,12                ,7              ,6                       ,                  ,4           ,2                   ,9                 ,7                 ,3                    ,9                 ,10                    ,              ,2            ,                  ,11               ,5                         ,5                 ,1             ,                   ,82                         ,                   ,12                  ,                     ,15              ,27           ,6                        ,1                            ,                 ,3                        ,                     ,                          ,2                       ,1                ,                   ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,1                      ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 413; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 16,H, 7,  50.00,    146.5000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,15                ,8              ,4                       ,2                 ,6           ,2                   ,1                 ,10                ,6                    ,16                ,17                    ,              ,             ,                  ,7                ,7                         ,2                 ,              ,1                  ,80                         ,1                  ,8                   ,4                    ,1               ,1            ,5                        ,1                            ,                 ,1                        ,                     ,                          ,                        ,1                ,                   ,                        ,         ,              ,                           ,1                     ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa =6; total count = 215; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 1,  80.00,    147.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,11                ,7              ,2                       ,1                 ,4           ,4                   ,2                 ,9                 ,1                    ,2                 ,20                    ,1             ,1            ,1                 ,7                ,12                        ,2                 ,3             ,4                  ,56                         ,4                  ,55                  ,7                    ,3               ,             ,18                       ,                             ,                 ,4                        ,                     ,                          ,                        ,                 ,                   ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 15; total count = 258; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 2,  80.00,    148.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,13                ,3              ,4                       ,                  ,7           ,1                   ,6                 ,6                 ,20                   ,9                 ,18                    ,              ,5            ,                  ,7                ,7                         ,2                 ,3             ,1                  ,44                         ,3                  ,53                  ,10                   ,5               ,1            ,27                       ,1                            ,                 ,                         ,2                    ,1                         ,4                       ,                 ,1                  ,                        ,         ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 6; total count = 274; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 3,  80.00,    150.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,12                ,3              ,6                       ,                  ,4           ,2                   ,6                 ,9                 ,20                   ,12                ,17                    ,2             ,4            ,2                 ,10               ,1                         ,1                 ,              ,2                  ,65                         ,3                  ,14                  ,1                    ,9               ,3            ,20                       ,1                            ,                 ,1                        ,2                    ,                          ,2                       ,                 ,2                  ,                        ,         ,1             ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 2; total count = 240; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 4,  80.00,    151.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,1             ,8                 ,3              ,2                       ,2                 ,2           ,2                   ,2                 ,8                 ,17                   ,4                 ,16                    ,              ,3            ,                  ,11               ,2                         ,1                 ,2             ,1                  ,70                         ,5                  ,23                  ,7                    ,13              ,4            ,8                        ,2                            ,1                ,                         ,1                    ,                          ,1                       ,1                ,                   ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,1                  ,1                   ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 4; total count = 229; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 5,  80.00,    153.3000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,3             ,20                ,15             ,6                       ,1                 ,6           ,3                   ,2                 ,8                 ,16                   ,14                ,29                    ,2             ,2            ,1                 ,10               ,5                         ,8                 ,              ,                   ,75                         ,4                  ,61                  ,4                    ,2               ,11           ,30                       ,4                            ,                 ,3                        ,1                    ,1                         ,                        ,                 ,1                  ,1                       ,2        ,1             ,                           ,                      ,                        ,1                     ,1                   ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 12; total count = 366; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 17,H, 6,  80.00,    154.8000,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,18                ,5              ,5                       ,2                 ,6           ,2                   ,7                 ,10                ,7                    ,7                 ,7                     ,1             ,7            ,                  ,3                ,6                         ,3                 ,              ,                   ,47                         ,5                  ,28                  ,12                   ,3               ,11           ,23                       ,10                           ,                 ,                         ,                     ,                          ,                        ,                 ,1                  ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 245; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 1,  81.00,    156.8100,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,              ,11                ,6              ,2                       ,                  ,4           ,5                   ,10                ,11                ,11                   ,7                 ,44                    ,1             ,1            ,                  ,17               ,13                        ,13                ,              ,                   ,44                         ,2                  ,27                  ,                     ,2               ,8            ,5                        ,5                            ,                 ,5                        ,                     ,                          ,                        ,                 ,1                  ,                        ,1        ,              ,                           ,                      ,1                       ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 14; total count = 277; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 2,  81.00,    158.3100,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,6             ,12                ,               ,1                       ,1                 ,2           ,4                   ,9                 ,6                 ,12                   ,14                ,19                    ,              ,             ,2                 ,10               ,13                        ,6                 ,              ,                   ,61                         ,3                  ,15                  ,10                   ,                ,1            ,25                       ,1                            ,                 ,2                        ,                     ,                          ,                        ,2                ,2                  ,                        ,         ,              ,                           ,1                     ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 7; total count = 250; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 3,  81.00,    159.8100,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,5             ,11                ,6              ,1                       ,1                 ,5           ,                    ,4                 ,1                 ,12                   ,13                ,34                    ,              ,             ,                  ,14               ,7                         ,8                 ,              ,                   ,62                         ,6                  ,99                  ,8                    ,7               ,             ,31                       ,1                            ,                 ,2                        ,                     ,1                         ,                        ,                 ,                   ,                        ,         ,              ,1                          ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 19; total count = 359; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 4,  81.00,    161.3100,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,3             ,12                ,3              ,3                       ,1                 ,3           ,                    ,5                 ,3                 ,7                    ,5                 ,10                    ,1             ,2            ,                  ,10               ,7                         ,3                 ,              ,                   ,51                         ,4                  ,38                  ,12                   ,1               ,3            ,17                       ,                             ,                 ,2                        ,                     ,1                         ,                        ,1                ,                   ,                        ,1        ,1             ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 3; total count = 213; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 5,  81.00,    162.8100,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,6             ,12                ,4              ,1                       ,                  ,4           ,                    ,8                 ,4                 ,10                   ,6                 ,19                    ,2             ,3            ,                  ,6                ,6                         ,6                 ,              ,3                  ,58                         ,3                  ,62                  ,1                    ,1               ,1            ,22                       ,                             ,1                ,3                        ,2                    ,1                         ,2                       ,1                ,1                  ,1                       ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 13; total count = 273; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,154, 926,A, 18,H, 6,  77.00,    164.2700,Yasuda   ,Benthic Foraminifers                         ,               ,                  ,3             ,8                 ,7              ,1                       ,1                 ,3           ,3                   ,3                 ,2                 ,6                    ,8                 ,12                    ,1             ,3            ,2                 ,3                ,8                         ,4                 ,1             ,3                  ,36                         ,9                  ,64                  ,22                   ,4               ,1            ,45                       ,3                            ,                 ,                         ,                     ,                          ,                        ,                 ,                   ,                        ,         ,              ,                           ,                      ,                        ,                      ,                    ,                   ,                    ,                       ,              ,                  ,                 ,                 ,                     ,                           ,                  ,                ,               ,other taxa = 11; total count = 277; from Leg 154SR Ch 27 Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
