Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina woodi,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis seminulina,Paragloborotalia siakensis,Paragloborotalia mayeri,Orbulina universa,Globorotaloides hexagonus,Globorotalia scitula,Globorotalia praescitula,Globorotalia praemenardii,Globorotalia birnageae,Globorotalia archeomenardii,Globoquadrina dehiscens,Globigerinoides trilobus,Globigerinoides ruber,Globigerinoides obliquus,Globigerinella obesa,Globigerina venezuelana,Globigerina falconensis,Fohsella praefohsi,Fohsella peripheroacuta,Fohsella fohsi,Dentoglobigerina larmeui,Dentoglobigerina baroemoenensis,Dentoglobigerina altispira,Globigerinoides sacculifer,Globorotalia lenguaensis,G. bulbosa,Fohsella fohsi lobata,Globigerina bulloides,Fohsella fohsi robusta,Sphaeroidinellopsis kochi,Cassigerinella chipolensis,Neogloboquadrina pachyderma,Zeaglobigerina nepenthes,Zeaglobigerina decoraperta,Streptochilus spp.,Globorotalia menardii,Pulleniatina primalis,Polyperibola  christiani,Globorotalia sphericomiozea,Neogloboquadrina acostaensis (sinistral),Globigerinella siphonifera,Neogloboquadrina humerosa,Neogloboquadrina acostaensis (dextral),Globorotalia merotumida,Triserial heterohelicids,Globorotalia plesiotumida,Globigerinoides extremus,Globorotalia mediterranea,Globorotalia suterae,Candeina nitida,Globorotalia cibaoensis,Globorotalia juanai,Globorotalia conomiozea,Globorotalia margaritae,Zeaglobigerina microstoma,Globigerinoides conglobatus,Neogloboquadrina humerosa/N. dutertrei,Globigerinoides seigliei,Sphaeroidinellopsis subdehiscens/S. dehiscens,Globorotalia plesiotumida/G. tumida,Globorotalia tumida,Globorotalia aemiliana,Globorotalia pseudopima,Globigerina sp. A,Globorotalia crassaformis,Neogloboquadrina dutertrei,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 1,  85.00,    564.0500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,+                    ,+                       ,+                   ,+                      ,+                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,R                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 2,  85.00,    565.5500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,+                       ,+                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 3,  85.00,    567.0500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,R                      ,+                       ,-                    ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,+                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 4,  85.00,    568.5500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,VR                   ,+                       ,-                   ,-                      ,VR                     ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,-                       ,+                         ,VR                ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 5,  85.00,    570.0500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,VR                   ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,+                    ,-                     ,+                        ,-                         ,-                          ,+                       ,+                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Rare B. tenuis. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 62,X, 6,  85.00,    571.5500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,-                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,+                      ,-                       ,+                    ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,R                 ,+                    ,?                    ,-                       ,-                          ,+                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Very Rare sponge spicules. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 1,  85.00,    573.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,VR                   ,+                       ,+                   ,+                      ,+                      ,-                 ,-                      ,-             ,+                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,VR                   ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 2,  85.00,    575.1500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,VR                   ,+                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,+                         ,R                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 3,  85.00,    576.6500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,VR                   ,+                       ,+                   ,-                      ,-                      ,-                 ,-                      ,-             ,+                       ,+                              ,+                         ,+                         ,+                       ,VR        ,-                    ,+                    ,-                     ,-                        ,-                         ,-                          ,C                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 4,  85.00,    578.1500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,+                       ,+                   ,+                      ,VR                     ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,R         ,-                    ,VR                   ,-                     ,+                        ,-                         ,-                          ,R                       ,+                         ,-                 ,+                    ,?                    ,-                       ,-                          ,-                                       ,+                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 5,  85.00,    579.6500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,-                   ,-                               ,-                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,+                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,+                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,+                         ,-                 ,+                    ,?                    ,-                       ,-                          ,+                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 63,X, 6,  85.00,    581.1500,Wright   ,Planktonic Foraminifers                      ,               ,M                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,-                       ,-                    ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,-                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,R                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 64,X, 1,  85.00,    583.2500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,-                       ,+                   ,+                      ,VR                     ,-                 ,-                      ,-             ,-                       ,+                              ,-                         ,+                         ,+                       ,-         ,-                    ,VR                   ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,+                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N15               ,              ,166,1006,A, 64,X, 2,  85.00,    584.7500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,+                      ,-                       ,-                    ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,+                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,VR                   ,-                     ,-                        ,-                         ,-                          ,-                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Contaminants present. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 64,X, 3,  85.00,    586.2500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,+                               ,+                             ,VR                        ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,-                       ,-                    ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,+                       ,+                              ,R                         ,+                         ,VR                      ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,VR                                      ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,Age = 11.4 Ma. LO P. siakensis. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 64,X, 4,  85.00,    587.7500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,R                       ,+                   ,+                      ,VR                     ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,VR                      ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,+                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 65,X, 1,  85.00,    592.9500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,+                               ,+                             ,-                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,-                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,+                       ,-                              ,-                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 65,X, 2,  85.00,    594.4500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,+                         ,-                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,+                      ,-                       ,-                    ,R                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,+                       ,-                              ,+                         ,+                         ,+                       ,VR        ,-                    ,VR                   ,-                     ,-                        ,-                         ,-                          ,-                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,-                                       ,-                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 65,X, 3,  85.00,    595.9500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,-                               ,+                             ,+                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,R                       ,-                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,R                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,+                         ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 65,X, 4,  85.00,    597.4500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,+                         ,+                      ,+                ,+                        ,-                   ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,-                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,-         ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,                          ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 65,X, 5,  85.00,    598.9500,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,-                               ,-                             ,+                         ,-                      ,+                ,-                        ,+                   ,-                       ,-                        ,-                     ,-                          ,-                      ,+                       ,-                    ,-                       ,-                   ,-                      ,-                      ,-                 ,-                      ,-             ,-                       ,-                              ,-                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,-                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,-                          ,+                                       ,                          ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,FO N. acostaensis. from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 66,X, 1,  80.00,    602.5000,Wright   ,Planktonic Foraminifers                      ,               ,P                 ,-                   ,+                               ,+                             ,+                         ,-                      ,+                ,-                        ,VR                  ,-                       ,-                        ,-                     ,-                          ,+                      ,+                       ,-                    ,+                       ,+                   ,+                      ,-                      ,-                 ,-                      ,-             ,-                       ,+                              ,+                         ,+                         ,+                       ,VR        ,-                    ,-                    ,-                     ,+                        ,-                         ,-                          ,+                       ,-                         ,-                 ,+                    ,-                    ,-                       ,?                          ,                                        ,                          ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,N14               ,              ,166,1006,A, 67,X, 1,  85.00,    612.2500,Wright   ,Planktonic Foraminifers                      ,               ,G                 ,+                   ,-                               ,+                             ,+                         ,+                      ,+                ,+                        ,+                   ,-                       ,-                        ,-                     ,-                          ,R                      ,+                       ,-                    ,R                       ,+                   ,-                      ,+                      ,-                 ,-                      ,-             ,-                       ,+                              ,R                         ,+                         ,-                       ,-         ,-                    ,-                    ,-                     ,+                        ,+                         ,-                          ,+                       ,+                         ,VR                ,+                    ,?                    ,cf                      ,                           ,                                        ,                          ,                         ,                                      ,                       ,                        ,                         ,                        ,                         ,                    ,               ,                       ,                   ,                       ,                       ,                         ,                           ,                                      ,                        ,                                             ,                                   ,                   ,                      ,                       ,                 ,                         ,                          ,from 166SR.Ch 15.Table 1
