Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix planata	Heterohelix globulosa	Hedbergella monmouthensis	Globigerinelloides multispinus	Archaeoglobigerina australis	Hedbergella sliteri	Heterohelix dentata	Globotruncanella? sp.	Archaeoglobigerina mateola	Abathomphalus mayaroensis	Rugotruncana circumnodifer	Rugoglobigerina rugosa	Globigerinelloides subcarinatus	Globigerinelloides impensus	Zeauvigerina teuria	Pseudotextularia elegans	Hedbergella sp.	Guembelitria cretacea	Gublerina robusta	Globotruncanella petaloidea	Globotruncanella citae	Abathomphalus intermedius	Chiloguembelina sp.	Schackoina multispinata	Eoglobigerina fringa	Eoglobigerina eobulloides	Chiloguembelina crinita	Eoglobigerina? sp.	Bifarina alabamensis	Chiloguembelina waiparensis	Globoconusa daubjergensis	Eoglobigerina simplicissima	Subbotina pseudobulloides	Subbotina trivialis	Subbotina triloculinoides	Chiloguembelina morsei	Planorotalites compressus	Eoglobigerina quadrilocula	Morozovella inconstans	Subbotina triangularis	Guembelitrioides sp.	Planorotalites cf. P. appressus	Subbotina varianta	Planorotalites imitatus	Chiloguembelina wilcoxensis	Igorina spiralis	Acarinina? sp.	Acarinina praeangulata	Acarinina mckannai	Acarinina esnaensis	Acarinina praepentacamerata	Acarinina praecursoria	Acarinina apanthesma	Acarinina soldadoensis	Acarinina acarinata	Acarinina chascanona	Planorotalites reissi	Igorina pusilla	Acarinina cf. A. mckannai	Planorotalites planoconicus	Subbotina velascoensis	Planorotalites australiformis	Acarinina pseudotopilensis	Acarinina intermedia	Planorotalites chapmani	Acarinina triplex	Pseudohastigerina wilcoxensis	Morozovella subbotinae	Morozovella gracilis	Subbotina cf. S. hornibrooki	Planorotalites sp. 2	Acarinina wilcoxensis	Acarinina strabocella	Acarinina coalingensis	Acarinina nitida	Subbotina patagonica	Muricoglobigerina senni	Acarinina pentacamerata	Subbotina hardingae	Acarinina interposita	Subbotina pseudoeocaena	Acarinina primitiva	Acarinina broedermanni	Acarinina cuneicamerata	Cassigerinelloita amekiensis	Acarinina cf. A. collactea	Comment

  SR	Danian           	                 	AP1 (Huber 1991)  	              	119	 738	C	 20	R	 5	  95.00	    377.1500	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	13                   	                         	13                            	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	?                    	                 	                           	                      	                         	                   	                       	1                   	6                        	18                     	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	  96.00	    377.1600	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	+                             	                            	                   	                   	                     	                          	                         	                          	                      	+                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	?                      	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	  97.00	    377.1700	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	+                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	  98.00	    377.1800	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	                              	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	  99.00	    377.1900	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	+                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	 100.00	    377.2000	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	+                             	                            	                   	+                  	                     	                          	                         	                          	                      	+                              	                           	?                  	                        	               	                     	                 	+                          	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	 5	 101.00	    377.2100	Huber    	Planktonic Foraminifers                      	R              	P                 	+                  	+                    	                         	+                             	                            	                   	                   	                     	                          	                         	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	+                  	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 20	R	CC	   0.00	    377.3700	Huber    	Planktonic Foraminifers                      	R              	P                 	                   	+                    	                         	+                             	                            	+                  	+                  	                     	                          	+                        	                          	                      	+                              	                           	                   	                        	               	                     	                 	+                          	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 21	R	 1	   2.00	    379.9200	Huber    	Planktonic Foraminifers                      	C              	M                 	2                  	38                   	1                        	21                            	?                           	1                  	22                 	                     	                          	+                        	                          	                      	3                              	                           	                   	                        	1              	                     	+                	+                          	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 21	R	 1	  34.00	    380.2400	Huber    	Planktonic Foraminifers                      	A              	M                 	5                  	35                   	3                        	15                            	                            	2                  	13                 	                     	                          	+                        	                          	                      	3                              	                           	                   	                        	               	                     	                 	+                          	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 21	R	 1	  48.00	    380.3800	Huber    	Planktonic Foraminifers                      	A              	M                 	4                  	44                   	1                        	23                            	2                           	1                  	11                 	                     	                          	+                        	                          	                      	6                              	                           	                   	                        	               	                     	+                	1                          	1                     	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 21	R	CC	   9.00	    380.6800	Huber    	Planktonic Foraminifers                      	A              	G                 	12                 	41                   	                         	20                            	8                           	3                  	2                  	+                    	                          	+                        	+                         	                      	4                              	+                          	+                  	+                       	+              	+                    	+                	+                          	+                     	+                        	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 22	R	 1	  96.00	    390.5600	Huber    	Planktonic Foraminifers                      	C              	M                 	1                  	53                   	7                        	13                            	1                           	2                  	2                  	                     	                          	                         	                          	                      	3                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 22	R	 2	 106.00	    392.1600	Huber    	Planktonic Foraminifers                      	A              	M                 	3                  	35                   	1                        	30                            	4                           	3                  	2                  	                     	                          	1                        	                          	                      	8                              	+                          	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 22	R	 3	  23.00	    392.8300	Huber    	Planktonic Foraminifers                      	C              	M                 	                   	41                   	4                        	24                            	2                           	1                  	4                  	                     	                          	                         	                          	                      	3                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 22	R	 5	 100.00	    396.6000	Huber    	Planktonic Foraminifers                      	C              	M                 	1                  	34                   	2                        	16                            	4                           	1                  	4                  	                     	                          	+                        	                          	                      	3                              	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 22	R	CC	  11.00	    397.6000	Huber    	Planktonic Foraminifers                      	C              	M                 	8                  	34                   	?                        	17                            	9                           	3                  	+                  	                     	2                         	+                        	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 23	R	 3	 130.00	    403.5000	Huber    	Planktonic Foraminifers                      	C              	G                 	10                 	33                   	3                        	14                            	13                          	6                  	4                  	                     	+                         	+                        	+                         	+                     	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 23	R	CC	  18.00	    403.8800	Huber    	Planktonic Foraminifers                      	F              	M                 	7                  	35                   	+                        	25                            	3                           	4                  	2                  	                     	+                         	+                        	+                         	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.

  SR	Maestrichtian    	                 	A. mayaroensis    	              	119	 738	C	 24	R	 1	  76.00	    409.6600	Huber    	Planktonic Foraminifers                      	C              	M                 	                   	21                   	                         	29                            	7                           	4                  	1                  	+                    	+                         	+                        	                          	                      	                               	                           	                   	                        	               	                     	                 	                           	                      	                         	                   	                       	                    	                         	                       	                  	                    	                           	                         	                           	                         	                   	                         	                      	                         	                          	                      	                      	                    	                               	                  	                       	                           	                	              	                      	                  	                   	                           	                      	                    	                      	                   	                    	                     	               	                         	                           	                      	                             	                          	                    	                       	                 	                             	                      	                    	                            	                    	                     	                     	                      	                	                    	                       	                       	                   	                     	                       	                   	                      	                       	                            	                          	from 119 SR.Chapter 25.Table 1.page 453.
