verbatim_name,name,"name to use (if different from ""name"")",name comment field,taxon_group,Comment,notes,Any taxon above genus,genus modifier,genus name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus,,,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus
Reticulofenestra pseudoumbilicus (5-7 microns),Reticulofenestra pseudoumbilicus (5-7 microns),,,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,5-7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (5-7 microns)
Reticulofenestra pseudoumbilicus (5-7 um),Reticulofenestra pseudoumbilicus (5-7 um),Reticulofenestra pseudoumbilicus (5-7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,5-7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (5-7 microns)
Reticulofenestra pseudoumbilicus (5-7 ¬µm),Reticulofenestra pseudoumbilicus (5-7 ¬µm),Reticulofenestra pseudoumbilicus (5-7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,5-7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (5-7 microns)
Reticulofenestra pseudoumbilicus (5-7¬µm),Reticulofenestra pseudoumbilicus (5-7¬µm),Reticulofenestra pseudoumbilicus (5-7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,5-7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (5-7 microns)
Reticulofenestra pseudoumbilicus (> 7 Œºm),Reticulofenestra pseudoumbilicus (> 7 Œºm),Reticulofenestra pseudoumbilicus (>7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,>7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (>7 microns)
Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (>7 microns),,,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,>7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (>7 microns)
Reticulofenestra pseudoumbilicus (>7 um),Reticulofenestra pseudoumbilicus (>7 um),Reticulofenestra pseudoumbilicus (>7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,>7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (>7 microns)
Reticulofenestra pseudoumbilicus (>7¬µm),Reticulofenestra pseudoumbilicus (>7¬µm),Reticulofenestra pseudoumbilicus (>7 microns),,nannofossils,,,,,Reticulofenestra,,pseudoumbilicus,,,>7 microns,,255398.0,Reticulofenestra pseudoumbilicus,species,Reticulofenestra pseudoumbilicus (>7 microns)
Reticulofenestra reticulata,Reticulofenestra reticulata,,,nannofossils,,,,,Reticulofenestra,,reticulata,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra reticulata
Reticulofenestra rotaria,Reticulofenestra rotaria,,,nannofossils,,,,,Reticulofenestra,,rotaria,,,,,388324.0,Reticulofenestra rotaria,species,Reticulofenestra rotaria
Reticulofenestra samodurovii,Reticulofenestra samodurovii,,,nannofossils,,,,,Reticulofenestra,,samodurovii,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra samodurovii
Reticulofenestra scrippsae,Reticulofenestra scrippsae,,,nannofossils,,,,,Reticulofenestra,,scrippsae,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra scrippsae
Reticulofenestra small,Reticulofenestra small,Reticulofenestra sp. small,,nannofossils,,,,,Reticulofenestra,,sp.,,,small,,255392.0,Reticulofenestra,genus,Reticulofenestra sp. small
Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (3-5 microns),,,nannofossils,,,,,Reticulofenestra,,sp.,,,3-5 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra sp. (3-5 microns)
Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (5-7 microns),,,nannofossils,,,,,Reticulofenestra,,sp.,,,5-7 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra sp. (5-7 microns)
Reticulofenestra sp. (<3 microns),Reticulofenestra sp. (<3 microns),,,nannofossils,,,,,Reticulofenestra,,sp.,,,<3 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra sp. (<3 microns)
Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (>7 microns),,,nannofossils,,,,,Reticulofenestra,,sp.,,,>7 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra sp. (>7 microns)
Reticulofenestra sp. 1,Reticulofenestra sp. 1,Reticulofenestra <sp. 1>,,nannofossils,,,,,Reticulofenestra,,sp.,,,,Reticulofenestra sp. 1,255392.0,Reticulofenestra,genus,Reticulofenestra <sp. 1>
Reticulofenestra spp.,Reticulofenestra spp.,,,nannofossils,,,,,Reticulofenestra,,spp.,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra spp.
Reticulofenestra spp. small,Reticulofenestra spp. small,,,nannofossils,,,,,Reticulofenestra,,spp.,,,small,,255392.0,Reticulofenestra,genus,Reticulofenestra spp. small
Reticulofenestra stavensis,Reticulofenestra stavensis,,,nannofossils,,,,,Reticulofenestra,,stavensis,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra stavensis
Reticulofenestra umbilica,Reticulofenestra umbilica,Reticulofenestra umbilicus,,nannofossils,,,,,Reticulofenestra,,umbilicus,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra umbilicus
Reticulofenestra umbilicus,Reticulofenestra umbilicus,,,nannofossils,,,,,Reticulofenestra,,umbilicus,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra umbilicus
Reticulofenestra umbilicus (>14 microns),Reticulofenestra umbilicus (>14 microns),,,nannofossils,,,,,Reticulofenestra,,umbilicus,,,>14 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra umbilicus (>14 microns)
Reticulofenestra umbilicus (>14um),Reticulofenestra umbilicus (>14um),Reticulofenestra umbilicus (>14 microns),,nannofossils,,,,,Reticulofenestra,,umbilicus,,,>14 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra umbilicus (>14 microns)
Reticulofenestra umbilicus (>14¬µm),Reticulofenestra umbilicus (>14¬µm),Reticulofenestra umbilicus (>14 microns),,nannofossils,,,,,Reticulofenestra,,umbilicus,,,>14 microns,,255392.0,Reticulofenestra,genus,Reticulofenestra umbilicus (>14 microns)
Reticulofenestra¬†erbae,Reticulofenestra¬†erbae,Reticulofenestra erbae,,nannofossils,,,,,Reticulofenestra,,erbae,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra erbae
Reticulofenestra¬†isabellae,Reticulofenestra¬†isabellae,Reticulofenestra isabellae,,nannofossils,,,,,Reticulofenestra,,isabellae,,,,,255392.0,Reticulofenestra,genus,Reticulofenestra isabellae
Rhabdospaera claviger,Rhabdospaera claviger,Rhabdosphaera clavigera,,nannofossils,,,,,Rhabdosphaera,,clavigera,,,,,424334.0,Rhabdosphaera,genus,Rhabdosphaera clavigera
Rhabdosphaera clavigera,Rhabdosphaera clavigera,,,nannofossils,,,,,Rhabdosphaera,,clavigera,,,,,424334.0,Rhabdosphaera,genus,Rhabdosphaera clavigera
Rhabdosphaera sicca,Rhabdosphaera sicca,,,nannofossils,,,,,Rhabdosphaera,,sicca,,,,,424334.0,Rhabdosphaera,genus,Rhabdosphaera sicca
Rhabdosphaera spp.,Rhabdosphaera spp.,,,nannofossils,,,,,Rhabdosphaera,,spp.,,,,,424334.0,Rhabdosphaera,genus,Rhabdosphaera spp.
Rhabdosphaera tenuis,Rhabdosphaera tenuis,,,nannofossils,,,,,Rhabdosphaera,,tenuis,,,,,424334.0,Rhabdosphaera,genus,Rhabdosphaera tenuis
Rhagodiscus achylostaurion,Rhagodiscus achylostaurion,,,nannofossils,,,,,Rhagodiscus,,achylostaurion,,,,,87857.0,Rhagodiscus,genus,Rhagodiscus achylostaurion
Rhagodiscus angustus,Rhagodiscus angustus,,,nannofossils,,,,,Rhagodiscus,,angustus,,,,,88531.0,Rhagodiscus angustus,species,Rhagodiscus angustus
Rhagodiscus asper,Rhagodiscus asper,,,nannofossils,,,,,Rhagodiscus,,asper,,,,,88529.0,Rhagodiscus asper,species,Rhagodiscus asper
Rhagodiscus indistinctus,Rhagodiscus indistinctus,,,nannofossils,,,,,Rhagodiscus,,indistinctus,,,,,88523.0,Rhagodiscus indistinctus,species,Rhagodiscus indistinctus
Rhagodiscus robustus,Rhagodiscus robustus,,,nannofossils,,,,,Rhagodiscus,,robustus,,,,,88516.0,Rhagodiscus robustus,species,Rhagodiscus robustus
Rhomboaster bramlettei,Rhomboaster bramlettei,,,nannofossils,,,,,Rhomboaster,,bramlettei,,,,,424462.0,Rhomboaster,genus,Rhomboaster bramlettei
Rhomboaster calcitrapa,Rhomboaster calcitrapa,,,nannofossils,,,,,Rhomboaster,,calcitrapa,,,,,424462.0,Rhomboaster,genus,Rhomboaster calcitrapa
Rhomboaster cuspis,Rhomboaster cuspis,,,nannofossils,,,,,Rhomboaster,,cuspis,,,,,424462.0,Rhomboaster,genus,Rhomboaster cuspis
Rhomboaster spp.,Rhomboaster spp.,,,nannofossils,,,,,Rhomboaster,,spp.,,,,,424462.0,Rhomboaster,genus,Rhomboaster spp.
Rhomboaster svabenickiae,Rhomboaster svabenickiae,,,nannofossils,,,,,Rhomboaster,,svabenickiae,,,,,424462.0,Rhomboaster,genus,Rhomboaster svabenickiae
Rotelapillus,Rotelapillus,Rotelapillus sp.,,nannofossils,,,,,Rotelapillus,,sp.,,,,,87847.0,Rotelapillus,genus,Rotelapillus sp.
Rotelapillus biarcus,Rotelapillus biarcus,,,nannofossils,,,,,Rotelapillus,,biarcus,,,,,88487.0,Rotelapillus biarcus,species,Rotelapillus biarcus
Rotelapillus crenulatus,Rotelapillus crenulatus,,,nannofossils,,,,,Rotelapillus,,crenulatus,,,,,88485.0,Rotelapillus crenulatus,species,Rotelapillus crenulatus
Rotelapillus laffittei,Rotelapillus laffittei,,,nannofossils,,,,,Rotelapillus,,laffittei,,,,,88483.0,Rotelapillus laffittei,species,Rotelapillus laffittei
Rucinolithus magnus,Rucinolithus magnus,,,nannofossils,,,,,Rucinolithus,,magnus,,,,,87933.0,Rucinolithus magnus,species,Rucinolithus magnus
Rucinolithus wisei,Rucinolithus wisei,,,nannofossils,,,,,Rucinolithus,,wisei,,,,,87931.0,Rucinolithus wisei,species,Rucinolithus wisei
Schyphosphaera spp.,Scyphosphaera spp.,,,nannofossils,,,,,Scyphosphaera,,spp.,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera spp.
Scrippsiella sp.,Scrippsiella sp.,,,nannofossils,,"Scrippsiella Balech ex Loeblich 1965.  (this is a dinophyte, not a nanno)   Balech, E. (1959). Two new genera of dinoflagellates from California. The Biological Bulletin. 116: 195-203.
Loeblich, A. R. (1965). Dinoflagellate nomenclature. Taxon. 14: 15-18.  https://www.jstor.org/stable/1216704?seq=1  Usage of the term ""ex"": https://en.wikipedia.org/wiki/Author_citation_(botany)#Usage_of_the_term_""ex"" ",,,Scrippsiella,,sp.,,,,,432564.0,Scrippsiella,genus,Scrippsiella sp.
Scyphosphaera apsteinii,Scyphosphaera apsteinii,,,nannofossils,,,,,Scyphosphaera,,apsteinii,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera apsteinii
Scyphosphaera apsteinii forma dilatata,Scyphosphaera apsteinii forma dilatata,,,nannofossils,,"should we use f. rather than forma? Question for the Taxonomy team, how will the PBDB want to format this?  MY guess is ""forma"" since modifiers like ""sensu lato"" are written out.  But TBD",,,Scyphosphaera,,apsteinii,forma,dilatata,,,424338.0,Scyphosphaera,genus,Scyphosphaera apsteinii forma dilatata
Scyphosphaera canescens,Scyphosphaera canescens,,,nannofossils,,,,,Scyphosphaera,,canescens,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera canescens
Scyphosphaera cylindrica,Scyphosphaera cylindrica,,,nannofossils,,,,,Scyphosphaera,,cylindrica,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera cylindrica
Scyphosphaera globulata,Scyphosphaera globulata,,,nannofossils,,,,,Scyphosphaera,,globulata,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera globulata
Scyphosphaera intermedia,Scyphosphaera intermedia,,,nannofossils,,,,,Scyphosphaera,,intermedia,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera intermedia
Scyphosphaera lagena,Scyphosphaera lagena,,,nannofossils,,,,,Scyphosphaera,,lagena,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera lagena
Scyphosphaera pulcherrima,Scyphosphaera pulcherrima,,,nannofossils,,,,,Scyphosphaera,,pulcherrima,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera pulcherrima
Scyphosphaera spp.,Scyphosphaera spp.,,,nannofossils,,,,,Scyphosphaera,,spp.,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera spp.
Scyphosphaera ventriosa,Scyphosphaera ventriosa,,,nannofossils,,,,,Scyphosphaera,,ventriosa,,,,,424338.0,Scyphosphaera,genus,Scyphosphaera ventriosa
Seribiscutum primitivum,Seribiscutum primitivum,,,nannofossils,,,,,Seribiscutum,,primitivum,,,,,88344.0,Seribiscutum primitivum,species,Seribiscutum primitivum
Small Gephyrocapsa spp.,Small Gephyrocapsa spp.,Gephyrocapsa <spp. (small)>,,nannofossils,,,,,Gephyrocapsa,,spp.,,,small,Small Gephyrocapsa spp.,421973.0,Gephyrocapsa,genus,Gephyrocapsa <spp. (small)>
Solidopons petrae,Solidopons petrae,,,nannofossils,,,,,Solidopons,,petrae,,,,,424282.0,Solidopons,genus,Solidopons petrae
Speetonia colligata,Speetonia colligata,,,nannofossils,,,,,Speetonia,,colligata,,,,,88259.0,Speetonia colligata,species,Speetonia colligata
Speetonia sp.,Speetonia sp.,,,nannofossils,,,,,Speetonia,,sp.,,,,,87807.0,Speetonia,genus,Speetonia sp.
Sphenolithus abies,Sphenolithus abies,,,nannofossils,,,,,Sphenolithus,,abies,,,,,255391.0,Sphenolithus abies,species,Sphenolithus abies
Sphenolithus akropodus,Sphenolithus akropodus,,,nannofossils,,,,,Sphenolithus,,akropodus,,,,,255390.0,Sphenolithus,genus,Sphenolithus akropodus
Sphenolithus anarrhopus,Sphenolithus anarrhopus,,,nannofossils,,,,,Sphenolithus,,anarrhopus,,,,,255390.0,Sphenolithus,genus,Sphenolithus anarrhopus
Sphenolithus arthurii,Sphenolithus arthurii,,,nannofossils,,,,,Sphenolithus,,arthurii,,,,,255390.0,Sphenolithus,genus,Sphenolithus arthurii
Sphenolithus belemnos,Sphenolithus belemnos,,,nannofossils,,,,,Sphenolithus,,belemnos,,,,,255390.0,Sphenolithus,genus,Sphenolithus belemnos
Sphenolithus calyculus,Sphenolithus calyculus,,,nannofossils,,,,,Sphenolithus,,calyculus,,,,,255390.0,Sphenolithus,genus,Sphenolithus calyculus
Sphenolithus capricornutus,Sphenolithus capricornutus,,,nannofossils,,,,,Sphenolithus,,capricornutus,,,,,255390.0,Sphenolithus,genus,Sphenolithus capricornutus
Sphenolithus celsus,Sphenolithus celsus,,,nannofossils,,,,,Sphenolithus,,celsus,,,,,255390.0,Sphenolithus,genus,Sphenolithus celsus
Sphenolithus ciperoensis,Sphenolithus ciperoensis,,,nannofossils,,,,,Sphenolithus,,ciperoensis,,,,,255390.0,Sphenolithus,genus,Sphenolithus ciperoensis
Sphenolithus conicus,Sphenolithus conicus,,,nannofossils,,,,,Sphenolithus,,conicus,,,,,255390.0,Sphenolithus,genus,Sphenolithus conicus
Sphenolithus conspicuus,Sphenolithus conspicuus,,,nannofossils,,,,,Sphenolithus,,conspicuus,,,,,255390.0,Sphenolithus,genus,Sphenolithus conspicuus
Sphenolithus cuniculus,Sphenolithus cuniculus,,,nannofossils,,,,,Sphenolithus,,cuniculus,,,,,255390.0,Sphenolithus,genus,Sphenolithus cuniculus
Sphenolithus delphix,Sphenolithus delphix,,,nannofossils,,,,,Sphenolithus,,delphix,,,,,255390.0,Sphenolithus,genus,Sphenolithus delphix
Sphenolithus disbelemnos,Sphenolithus disbelemnos,,,nannofossils,,,,,Sphenolithus,,disbelemnos,,,,,255390.0,Sphenolithus,genus,Sphenolithus disbelemnos
Sphenolithus dissimilis,Sphenolithus dissimilis,,,nannofossils,,,,,Sphenolithus,,dissimilis,,,,,255390.0,Sphenolithus,genus,Sphenolithus dissimilis
Sphenolithus distentus,Sphenolithus distentus,,,nannofossils,,,,,Sphenolithus,,distentus,,,,,255390.0,Sphenolithus,genus,Sphenolithus distentus
Sphenolithus editus,Sphenolithus editus,,,nannofossils,,,,,Sphenolithus,,editus,,,,,255390.0,Sphenolithus,genus,Sphenolithus editus
Sphenolithus furcatolithoides,Sphenolithus furcatolithoides,,,nannofossils,,,,,Sphenolithus,,furcatolithoides,,,,,255390.0,Sphenolithus,genus,Sphenolithus furcatolithoides
Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph A,,,nannofossils,,,,,Sphenolithus,,furcatolithoides,morph,"""A""",,,255390.0,Sphenolithus,genus,Sphenolithus furcatolithoides morph A
Sphenolithus furcatolithoides morph B,Sphenolithus furcatolithoides morph B,,,nannofossils,,,,,Sphenolithus,,furcatolithoides,morph,"""B""",,,255390.0,Sphenolithus,genus,Sphenolithus furcatolithoides morph B
Sphenolithus grandis,Sphenolithus grandis,,,nannofossils,,,,,Sphenolithus,,grandis,,,,,255390.0,Sphenolithus,genus,Sphenolithus grandis
Sphenolithus heteromorpha,Sphenolithus heteromorpha,Sphenolithus heteromorphus,,nannofossils,,,,,Sphenolithus,,heteromorphus,,,,,366229.0,Sphenolithus heteromorphus,species,Sphenolithus heteromorphus
Sphenolithus heteromorphus,Sphenolithus heteromorphus,,,nannofossils,,,,,Sphenolithus,,heteromorphus,,,,,366229.0,Sphenolithus heteromorphus,species,Sphenolithus heteromorphus
Sphenolithus moriformis,Sphenolithus moriformis,,,nannofossils,,,,,Sphenolithus,,moriformis,,,,,366228.0,Sphenolithus moriformis,species,Sphenolithus moriformis
Sphenolithus moriformis gr.,Sphenolithus moriformis gr.,,,nannofossils,,"same comment as above on grouping - good point that the taxonomy team will need to decide on whether ""group"" is written out or an abbreviation will be used",,,Sphenolithus,,moriformis,,group,,,366228.0,Sphenolithus moriformis,species,Sphenolithus moriformis gr.
Sphenolithus neoabies,Sphenolithus neoabies,,,nannofossils,,,,,Sphenolithus,,neoabies,,,,,255390.0,Sphenolithus,genus,Sphenolithus neoabies
Sphenolithus obtusus,Sphenolithus obtusus,,,nannofossils,,,,,Sphenolithus,,obtusus,,,,,255390.0,Sphenolithus,genus,Sphenolithus obtusus
Sphenolithus orphanknollensis,Sphenolithus orphanknollensis,,,nannofossils,,,,,Sphenolithus,,orphanknollensis,,,,,255390.0,Sphenolithus,genus,Sphenolithus orphanknollensis
Sphenolithus pospichalii,Sphenolithus pospichalii,,,nannofossils,,,,,Sphenolithus,,pospichalii,,,,,255390.0,Sphenolithus,genus,Sphenolithus pospichalii
Sphenolithus predistentus,Sphenolithus predistentus,,,nannofossils,,,,,Sphenolithus,,predistentus,,,,,255390.0,Sphenolithus,genus,Sphenolithus predistentus
Sphenolithus primus,Sphenolithus primus,,,nannofossils,,,,,Sphenolithus,,primus,,,,,255390.0,Sphenolithus,genus,Sphenolithus primus
Sphenolithus pseudoheteromorphus,Sphenolithus pseudoheteromorphus,,,nannofossils,,,,,Sphenolithus,,pseudoheteromorphus,,,,,255390.0,Sphenolithus,genus,Sphenolithus pseudoheteromorphus
Sphenolithus pseudoradians,Sphenolithus pseudoradians,,,nannofossils,,,,,Sphenolithus,,pseudoradians,,,,,255390.0,Sphenolithus,genus,Sphenolithus pseudoradians
Sphenolithus radians,Sphenolithus radians,,,nannofossils,,,,,Sphenolithus,,radians,,,,,414956.0,Sphenolithus radians,species,Sphenolithus radians
Sphenolithus runus,Sphenolithus runus,,,nannofossils,,,,,Sphenolithus,,runus,,,,,255390.0,Sphenolithus,genus,Sphenolithus runus
Sphenolithus spiniger,Sphenolithus spiniger,,,nannofossils,,,,,Sphenolithus,,spiniger,,,,,255390.0,Sphenolithus,genus,Sphenolithus spiniger
Sphenolithus spp.,Sphenolithus spp.,,,nannofossils,,,,,Sphenolithus,,spp.,,,,,255390.0,Sphenolithus,genus,Sphenolithus spp.
Sphenolithus strigosus,Sphenolithus strigosus,,,nannofossils,,,,,Sphenolithus,,strigosus,,,,,255390.0,Sphenolithus,genus,Sphenolithus strigosus
Sphenolithus tribulosus,Sphenolithus tribulosus,,,nannofossils,,,,,Sphenolithus,,tribulosus,,,,,255390.0,Sphenolithus,genus,Sphenolithus tribulosus
Sphenolithus villae,Sphenolithus villae,,,nannofossils,,,,,Sphenolithus,,villae,,,,,255390.0,Sphenolithus,genus,Sphenolithus villae
Staurolithites,Staurolithites,Staurolithites sp.,,nannofossils,,,,,Staurolithites,,sp.,,,,,87876.0,Staurolithites,genus,Staurolithites sp.
Staurolithites angustus,Staurolithites angustus,,,nannofossils,,,,,Staurolithites,,angustus,,,,,88716.0,Staurolithites angustus,species,Staurolithites angustus
Staurolithites flavus,Staurolithites flavus,,,nannofossils,,,,,Staurolithites,,flavus,,,,,88705.0,Staurolithites flavus,species,Staurolithites flavus
Staurolithites gausorhethium,Staurolithites gausorhethium,,,nannofossils,,,,,Staurolithites,,gausorhethium,,,,,88703.0,Staurolithites gausorhethium,species,Staurolithites gausorhethium
Staurolithites mutterlosei,Staurolithites mutterlosei,,,nannofossils,,,,,Staurolithites,,mutterlosei,,,,,88687.0,Staurolithites mutterlosei,species,Staurolithites mutterlosei
Staurolithites siesseri,Staurolithites siesseri,,,nannofossils,,,,,Staurolithites,,siesseri,,,,,88681.0,Staurolithites siesseri,species,Staurolithites siesseri
Staurolithites spp.,Staurolithites spp.,,,nannofossils,,,,,Staurolithites,,spp.,,,,,87876.0,Staurolithites,genus,Staurolithites spp.
Stoverius achylosus,Stoverius achylosus,,,nannofossils,,,,,Stoverius,,achylosus,,,,,88473.0,Stoverius achylosus,species,Stoverius achylosus
Stoverius coronatus,Stoverius coronatus,,,nannofossils,,,,,Stoverius,,coronatus,,,,,87845.0,Stoverius,genus,Stoverius coronatus
Syracosphaera histrica,Syracosphaera histrica,,,nannofossils,,,,,Syracosphaera,,histrica,,,,,270678.0,Syracosphaera,genus,Syracosphaera histrica
Syracosphaera lamina,Syracosphaera lamina,,,nannofossils,,,,,Syracosphaera,,lamina,,,,,270678.0,Syracosphaera,genus,Syracosphaera lamina
Syracosphaera pulchra,Syracosphaera pulchra,,,nannofossils,,,,,Syracosphaera,,pulchra,,,,,270678.0,Syracosphaera,genus,Syracosphaera pulchra
Syracosphaera spp.,Syracosphaera spp.,,,nannofossils,,,,,Syracosphaera,,spp.,,,,,270678.0,Syracosphaera,genus,Syracosphaera spp.
Syracosphaera spp. (Neogene),Syracosphaera spp. (Neogene),Syracosphaera <spp. (Neogene)>,,nannofossils,,,,,Syracosphaera,,spp.,,,,Syracosphaera spp. (Neogene),270678.0,Syracosphaera,genus,Syracosphaera <spp. (Neogene)>
Syracosphaera spp. (Paleogene),Syracosphaera spp. (Paleogene),Syracosphaera <spp. (Paleogene)>,,nannofossils,,,,,Syracosphaera,,spp.,,,,Syracosphaera spp. (Paleogene),270678.0,Syracosphaera,genus,Syracosphaera <spp. (Paleogene)>
Tegumentum,Tegumentum,Tegumentum sp.,,nannofossils,,,,,Tegumentum,,sp.,,,,,87860.0,Tegumentum,genus,Tegumentum sp.
Tegumentum stradneri,Tegumentum stradneri,,,nannofossils,,,,,Tegumentum,,stradneri,,,,,88549.0,Tegumentum stradneri,species,Tegumentum stradneri
Tetralithoides quadrilaminata,Tetralithoides quadrilaminata,,,nannofossils,extant genus,"family inc sed; Tetralithoides Theodoridis, 1984 emend. Jordan et al., 1993 Jordan, R. W., Kleijne, A. & Heimdal, B. R. (1993). Proposed changes to the classification system of coccolithophorids. III. INA Newsletter. 15(1): 18-22.
Theodoridis, S. (1984). Calcareous nannofossil biostratigraphy of the Miocene and revision of the helicoliths and discoasters. Utrecht Micropaleontological Bulletin. 32: 1-271.",,,Tetralithoides,,quadrilaminata,,,,,,,,Tetralithoides quadrilaminata
Tetralithoides symeonidesii,Tetralithoides symeonidesii,,,nannofossils,,"family inc sed; Tetralithoides Theodoridis, 1984 emend. Jordan et al., 1993 Jordan, R. W., Kleijne, A. & Heimdal, B. R. (1993). Proposed changes to the classification system of coccolithophorids. III. INA Newsletter. 15(1): 18-22.
Theodoridis, S. (1984). Calcareous nannofossil biostratigraphy of the Miocene and revision of the helicoliths and discoasters. Utrecht Micropaleontological Bulletin. 32: 1-271.",,,Tetralithoides,,symeonidesii,,,,,,,,Tetralithoides symeonidesii
Tetrapodorhabdus decorus,Tetrapodorhabdus decorus,,,nannofossils,,,,,Tetrapodorhabdus,,decorus,,,,,88402.0,Tetrapodorhabdus decorus,species,Tetrapodorhabdus decorus
Thiersteinia ecclesiastica,Thiersteinia ecclesiastica,,,nannofossils,,,,,Thiersteinia,,ecclesiastica,,,,,88164.0,Thiersteinia ecclesiastica,species,Thiersteinia ecclesiastica
Thoracosphaera heimii,Thoracosphaera heimii,,,nannofossils,,"Thoracosphaera Kamptner 1927.    (these are dinophytes, not nannos) Kamptner, E. (1927). Beitrag zur Kenntnis adriatischer Coccolithophoriden. Archiv für Protistenkunde. 58: 173-184.",,,Thoracosphaera,,heimii,,,,,,,,Thoracosphaera heimii
Thoracosphaera sp.,Thoracosphaera sp.,,,nannofossils,,Thoracosphaera are dinophytes,,,Thoracosphaera,,sp.,,,,,,,,Thoracosphaera sp.
Thoracosphaera spp.,Thoracosphaera spp.,,,nannofossils,,Thoracosphaera are dinophytes,,,Thoracosphaera,,spp.,,,,,,,,Thoracosphaera spp.
Toweius callosus,Toweius callosus,,,nannofossils,,,,,Toweius,,callosus,,,,,208762.0,Toweius,genus,Toweius callosus
Toweius crassus,Toweius crassus,,,nannofossils,,,,,Toweius,,crassus,,,,,208762.0,Toweius,genus,Toweius crassus
Toweius eminens,Toweius eminens,,,nannofossils,,,,,Toweius,,eminens,,,,,208762.0,Toweius,genus,Toweius eminens
Toweius gammation,Toweius gammation,,,nannofossils,,,,,Toweius,,gammation,,,,,208762.0,Toweius,genus,Toweius gammation
Toweius magnicrassus,Toweius magnicrassus,,,nannofossils,,,,,Toweius,,magnicrassus,,,,,208762.0,Toweius,genus,Toweius magnicrassus
Toweius occultatus,Toweius occultatus,,,nannofossils,,,,,Toweius,,occultatus,,,,,208762.0,Toweius,genus,Toweius occultatus
Toweius pertusus,Toweius pertusus,,,nannofossils,,,,,Toweius,,pertusus,,,,,208762.0,Toweius,genus,Toweius pertusus
Toweius rotundus,Toweius rotundus,,,nannofossils,,,,,Toweius,,rotundus,,,,,208762.0,Toweius,genus,Toweius rotundus
Toweius serontinus,Toweius serontinus,,,nannofossils,,,,,Toweius,,serontinus,,,,,208762.0,Toweius,genus,Toweius serontinus
Toweius spp.,Toweius spp.,,,nannofossils,,,,,Toweius,,spp.,,,,,208762.0,Toweius,genus,Toweius spp.
Toweius tovae,Toweius tovae,,,nannofossils,,,,,Toweius,,tovae,,,,,208762.0,Toweius,genus,Toweius tovae
Tranolithus orionatus,Tranolithus orionatus,,,nannofossils,,,,,Tranolithus,,orionatus,,,,,88657.0,Tranolithus orionatus,species,Tranolithus orionatus
