verbatim_name,name,taxon_group,genera
Larcopyle buetschlii,Larcopyle buetschlii,radiolarians,Larcopyle
Larcopyle hayesi,Larcopyle hayesi,radiolarians,Larcopyle
Larcopyle nebulum,Larcopyle nebulum,radiolarians,Larcopyle
Larcopyle polyacantha,Larcopyle polyacantha,radiolarians,Larcopyle
Larcopyle polyacantha group,Larcopyle polyacantha group,radiolarians,Larcopyle
Larcopyle pylomaticus,Larcopyle pylomaticus,radiolarians,Larcopyle
Larcopyle quadrangula,Larcopyle quadrangula,radiolarians,Larcopyle
Larcopyle weddellium,Larcopyle weddellium,radiolarians,Larcopyle
Larcospira minor,Larcospira minor,radiolarians,Larcospira
Larcospira quadrangula,Larcospira quadrangula,radiolarians,Larcospira
Latibolivina reticulata,Latibolivina reticulata,benthic_forams,Latibolivina
Laticarinina pauperata,Laticarinina pauperata,benthic_forams,Laticarinina
Laticarinina sp.,Laticarinina sp.,benthic_forams,Laticarinina
Leiosphaeridia sp.,Leiosphaeridia sp.,palynology,Leiosphaeridia
Lejeunecysta acuminata,Lejeunecysta acuminata,palynology,Lejeunecysta
Lejeunecysta big,Lejeunecysta big,dinoflagellates,Lejeunecysta
Lejeunecysta cowiei,Lejeunecysta cowiei,palynology,Lejeunecysta
Lejeunecysta fallax,Lejeunecysta fallax,palynology,Lejeunecysta
Lejeunecysta rotunda,Lejeunecysta rotunda,palynology,Lejeunecysta
Lejeunecysta sp.,Lejeunecysta sp.,palynology,Lejeunecysta
Lejeunecysta spp.,Lejeunecysta spp.,dinoflagellates,Lejeunecysta
Lenticulina,Lenticulina,benthic_forams,
Lenticulina cf. adenalensis,Lenticulina cf. adenalensis,benthic_forams,Lenticulina
Lenticulina gibba,Lenticulina gibba,benthic_forams,Lenticulina
Lenticulina iota,Lenticulina iota,benthic_forams,Lenticulina
Lenticulina mamilligera,Lenticulina mamilligera,benthic_forams,Lenticulina
Lenticulina orbicularis,Lenticulina orbicularis,benthic_forams,Lenticulina
Lenticulina peregrina,Lenticulina peregrina,benthic_forams,Lenticulina
Lenticulina rotulata,Lenticulina rotulata,benthic_forams,Lenticulina
Lenticulina sp.,Lenticulina sp.,benthic_forams,Lenticulina
Lenticulina spp.,Lenticulina spp.,benthic_forams,Lenticulina
Lenticulinella sp.,Lenticulinella sp.,benthic_forams,Lenticulinella
Lepidocyclina sp.,Lepidocyclina sp.,benthic_forams,Lepidocyclina
Leptocylindrus spp.,Leptocylindrus spp.,diatoms,Leptocylindrus
Liebusella soldanii,Liebusella soldanii,benthic_forams,Liebusella
Liliaceae,Liliaceae,palynology,
Liliasterites angularis,Liliasterites angularis,nannofossils,Liliasterites
Liliasterites atlanticus,Liliasterites atlanticus,nannofossils,Liliasterites
Lingulina seminuda,Lingulina seminuda,benthic_forams,Lingulina
Lingulina spp.,Lingulina spp.,benthic_forams,Lingulina
Lioloma spp.,Lioloma spp.,diatoms,Lioloma
Lioloma spp. or Thalassiothrix spp.,Lioloma spp. or Thalassiothrix spp.,diatoms,Lioloma
Lipmanella dictyoceras,Lipmanella dictyoceras,radiolarians,Lipmanella
Liradiscus ovalis,Liradiscus ovalis,diatoms,Liradiscus
Liriospyris longicornuta,Liriospyris longicornuta,radiolarians,Liriospyris
Liriospyris parkerae,Liriospyris parkerae,radiolarians,Liriospyris
Liriospyris reticulata,Liriospyris reticulata,radiolarians,Liriospyris
Liriospyris sp.,Liriospyris sp.,radiolarians,Liriospyris
Liriospyris stauropora,Liriospyris stauropora,radiolarians,Liriospyris
Lisitzinia ornata,Lisitzinia ornata,diatoms,Lisitzinia
Lithastrinus grillii,Lithastrinus grillii,nannofossils,Lithastrinus
Lithastrinus septenarius,Lithastrinus septenarius,nannofossils,Lithastrinus
Lithelius barbatus,Lithelius barbatus,radiolarians,Lithelius
Lithelius barbatus Motoyama,Lithelius barbatus Motoyama,radiolarians,Lithelius
Lithelius minor,Lithelius minor,radiolarians,Lithelius
Lithelius minor gr.,Lithelius minor gr.,radiolarians,Lithelius
Lithelius nautiloides,Lithelius nautiloides,radiolarians,Lithelius
Lithelius sp.,Lithelius sp.,radiolarians,Lithelius
Lithelius sp. A,Lithelius sp. A,radiolarians,Lithelius
Lithochytris archaea,Lithochytris archaea,radiolarians,Lithochytris
Lithochytris vespertilio,Lithochytris vespertilio,radiolarians,Lithochytris
Lithocyclia angusta,Lithocyclia angusta,radiolarians,Lithocyclia
Lithocyclia aristotelis gr.,Lithocyclia aristotelis gr.,radiolarians,Lithocyclia
Lithocyclia crux,Lithocyclia crux,radiolarians,Lithocyclia
Lithocyclia ocellus,Lithocyclia ocellus,radiolarians,Lithocyclia
Lithocyclia ocellus gr.,Lithocyclia ocellus gr.,radiolarians,Lithocyclia
Lithomelissa ehrenbergi,Lithomelissa ehrenbergi,radiolarians,Lithomelissa
Lithomelissa sakaii,Lithomelissa sakaii,radiolarians,Lithomelissa
Lithomelissa setosa,Lithomelissa setosa,radiolarians,Lithomelissa
Lithomelissa sp.,Lithomelissa sp.,radiolarians,Lithomelissa
Lithomelissa sphaerocephalis,Lithomelissa sphaerocephalis,radiolarians,Lithomelissa
Lithomelissa stigi,Lithomelissa stigi,radiolarians,Lithomelissa
Lithomelissa tricornis,Lithomelissa tricornis,radiolarians,Lithomelissa
Lithopera bacca,Lithopera bacca,radiolarians,Lithopera
Lithopera neotera,Lithopera neotera,radiolarians,Lithopera
Lithopera renzae,Lithopera renzae,radiolarians,Lithopera
Lithoptychius ulii,Lithoptychius ulii,nannofossils,Lithoptychius
Lithoptychius vertebratoides,Lithoptychius vertebratoides,nannofossils,Lithoptychius
Lithostrobus hexagonalis,Lithostrobus hexagonalis,radiolarians,Lithostrobus
Lithraphidites acutus,Lithraphidites acutus,nannofossils,Lithraphidites
Lithraphidites alatus,Lithraphidites alatus,nannofossils,Lithraphidites
Lithraphidites carniolensis,Lithraphidites carniolensis,nannofossils,Lithraphidites
Lithraphidites quadratus,Lithraphidites quadratus,nannofossils,Lithraphidites
Lobatula Lobatula,Lobatula Lobatula,benthic_forams,
Lophocyrtis aspera,Lophocyrtis aspera,radiolarians,Lophocyrtis
Lophocyrtis biaurita,Lophocyrtis biaurita,radiolarians,Lophocyrtis
Lophocyrtis dumitricai,Lophocyrtis dumitricai,radiolarians,Lophocyrtis
Lophocyrtis exitelus,Lophocyrtis exitelus,radiolarians,Lophocyrtis
Lophocyrtis hadra,Lophocyrtis hadra,radiolarians,Lophocyrtis
Lophocyrtis jacchia,Lophocyrtis jacchia,radiolarians,Lophocyrtis
Lophocyrtis jacchia hapsis,Lophocyrtis jacchia hapsis,radiolarians,Lophocyrtis
Lophocyrtis keraspera,Lophocyrtis keraspera,radiolarians,Lophocyrtis
Lophocyrtis leptetrum,Lophocyrtis leptetrum,radiolarians,Lophocyrtis
Lophocyrtis longiventer,Lophocyrtis longiventer,radiolarians,Lophocyrtis
Lophocyrtis milowi,Lophocyrtis milowi,radiolarians,Lophocyrtis
Lophocyrtis oberhaensliae,Lophocyrtis oberhaensliae,radiolarians,Lophocyrtis
Lophocyrtis pegetrum,Lophocyrtis pegetrum,radiolarians,Lophocyrtis
Lophocyrtis semipolita,Lophocyrtis semipolita,radiolarians,Lophocyrtis
Lophodolithus acutus,Lophodolithus acutus,nannofossils,Lophodolithus
Lophodolithus mochlophorus,Lophodolithus mochlophorus,nannofossils,Lophodolithus
Lophodolithus nascens,Lophodolithus nascens,nannofossils,Lophodolithus
Lophodolithus rotundus,Lophodolithus rotundus,nannofossils,Lophodolithus
Lophophaena sp.,Lophophaena sp.,radiolarians,Lophophaena
Lophophaenoma witjazzi,Lophophaenoma witjazzi,radiolarians,Lophophaenoma
Lophospyris pentagona hyperborea,Lophospyris pentagona hyperborea,radiolarians,Lophospyris
Lophospyris pentagona pentagona,Lophospyris pentagona pentagona,radiolarians,Lophospyris
Lophospyris pentagona pentagona?,Lophospyris pentagona pentagona?,radiolarians,Lophospyris
Loxolithus armilla,Loxolithus armilla,nannofossils,Loxolithus
Loxostomina cf. major,Loxostomina cf. major,benthic_forams,Loxostomina
Loxostomina major,Loxostomina major,benthic_forams,Loxostomina
Loxostomum karrerianum,Loxostomum karrerianum,benthic_forams,Loxostomum
Loxostomum limonense,Loxostomum limonense,benthic_forams,Loxostomum
Loxostomum pseudobeyrichi,Loxostomum pseudobeyrichi,benthic_forams,Loxostomum
Loxostomum sp.,Loxostomum sp.,benthic_forams,Loxostomum
Loxostomum truncatum,Loxostomum truncatum,benthic_forams,Loxostomum
Lucianorhabdus cayeuxii,Lucianorhabdus cayeuxii,nannofossils,Lucianorhabdus
Lucianorhabdus maleformis,Lucianorhabdus maleformis,nannofossils,Lucianorhabdus
Lucianorhabdus spp.,Lucianorhabdus spp.,nannofossils,Lucianorhabdus
Lychnocanium amphitrite,Lychnocanium amphitrite,radiolarians,Lychnocanium
Lychnocanium babylonis,Lychnocanium babylonis,radiolarians,Lychnocanium
Lychnocanium bajunensis,Lychnocanium bajunensis,radiolarians,Lychnocanium
Lychnocanium bellum,Lychnocanium bellum,radiolarians,Lychnocanium
Lychnocanium carinatum,Lychnocanium carinatum,radiolarians,Lychnocanium
Lychnocanium elongata,Lychnocanium elongata,radiolarians,Lychnocanium
Lychnocanium grande,Lychnocanium grande,radiolarians,Lychnocanium
Lychnocanium satelles,Lychnocanium satelles,radiolarians,Lychnocanium
Lychnocanium turgidum,Lychnocanium turgidum,radiolarians,Lychnocanium
Lychnocanium waiareka,Lychnocanium waiareka,radiolarians,Lychnocanium
Lychnocanoma amphitrite,Lychnocanoma amphitrite,radiolarians,Lychnocanoma
Lychnocanoma apodora,Lychnocanoma apodora,radiolarians,Lychnocanoma
Lychnocanoma auxilla,Lychnocanoma auxilla,radiolarians,Lychnocanoma
Lychnocanoma babylonis,Lychnocanoma babylonis,radiolarians,Lychnocanoma
Lychnocanoma bellum,Lychnocanoma bellum,radiolarians,Lychnocanoma
Lychnocanoma elongata,Lychnocanoma elongata,radiolarians,Lychnocanoma
Lychnocanoma magnacornuta,Lychnocanoma magnacornuta,radiolarians,Lychnocanoma
Lychnocanoma parallelipes,Lychnocanoma parallelipes,radiolarians,Lychnocanoma
Lychnocanoma pileus,Lychnocanoma pileus,radiolarians,Lychnocanoma
Lychnocanoma sakaii,Lychnocanoma sakaii,radiolarians,Lychnocanoma
Lychnocanoma sakaii Morley and Nigrini,Lychnocanoma sakaii Morley and Nigrini,radiolarians,Lychnocanoma
Lychnocanoma turgidum,Lychnocanoma turgidum,radiolarians,Lychnocanoma
Lychnocanomma nipponica sakaii,Lychnocanomma nipponica sakaii,radiolarians,Lychnocanomma
Lychnodictyum audax,Lychnodictyum audax,radiolarians,Lychnodictyum
Lygeum spartum,Lygeum spartum,palynology,Lygeum
Manivitella pemmatoidea,Manivitella pemmatoidea,nannofossils,Manivitella
Marginotruncana angusticarenata,Marginotruncana angusticarenata,planktic_forams,Marginotruncana
Marginotruncana coldreriensis,Marginotruncana coldreriensis,planktic_forams,Marginotruncana
Marginotruncana coronata,Marginotruncana coronata,planktic_forams,Marginotruncana
Marginotruncana marginata,Marginotruncana marginata,planktic_forams,Marginotruncana
Marginotruncana pseudolinneiana,Marginotruncana pseudolinneiana,planktic_forams,Marginotruncana
Marginotruncana renzi,Marginotruncana renzi,planktic_forams,Marginotruncana
Marginotruncana schneegansi,Marginotruncana schneegansi,planktic_forams,Marginotruncana
Marginotruncana sigali,Marginotruncana sigali,planktic_forams,Marginotruncana
Marginotruncana sinuosa,Marginotruncana sinuosa,planktic_forams,Marginotruncana
Marginotruncana spp.,Marginotruncana spp.,planktic_forams,Marginotruncana
Marginulina obesa,Marginulina obesa,benthic_forams,Marginulina
Marginulina sp.,Marginulina sp.,benthic_forams,Marginulina
Marginulina spp.,Marginulina spp.,benthic_forams,Marginulina
Marginulinopsis stephensoni,Marginulinopsis stephensoni,benthic_forams,Marginulinopsis
Marinittiella sp.,Marinittiella sp.,benthic_forams,Marinittiella
Markalius apertus,Markalius apertus,nannofossils,Markalius
Markalius astroporus,Markalius astroporus,nannofossils,Markalius
Markalius inversus,Markalius inversus,nannofossils,Markalius
Marssonella,Marssonella,benthic_forams,
Marssonella trochoides,Marssonella trochoides,benthic_forams,Marssonella
Marthasterites furcatus,Marthasterites furcatus,nannofossils,Marthasterites
Martinotiella communis,Martinotiella communis,benthic_forams,Martinotiella
Martinotiella nodulosa,Martinotiella nodulosa,benthic_forams,Martinotiella
Martinotiella sp.,Martinotiella sp.,benthic_forams,Martinotiella
Martinotiella spp.,Martinotiella spp.,benthic_forams,Martinotiella
Martinottiella communis,Martinottiella communis,benthic_forams,Martinottiella
Martinottiella hosoyaensis,Martinottiella hosoyaensis,benthic_forams,Martinottiella
Martinottiella sp. N/A,Martinottiella sp. N/A,benthic_forams,Martinottiella
Martinottiella spp.,Martinottiella spp.,benthic_forams,Martinottiella
Martinottiella  sp.,Martinottiella  sp.,benthic_forams,
Matanzia varians,Matanzia varians,benthic_forams,Matanzia
Melonis affine,Melonis affine,benthic_forams,Melonis
Melonis affinis,Melonis affinis,benthic_forams,Melonis
Melonis barleeanum,Melonis barleeanum,benthic_forams,Melonis
Melonis barleeanus,Melonis barleeanus,benthic_forams,Melonis
Melonis maorica,Melonis maorica,benthic_forams,Melonis
Melonis nicobarense,Melonis nicobarense,benthic_forams,Melonis
Melonis pacificus,Melonis pacificus,benthic_forams,Melonis
Melonis pompilioides,Melonis pompilioides,benthic_forams,Melonis
Melonis soldanii,Melonis soldanii,benthic_forams,Melonis
Melonis sp.,Melonis sp.,benthic_forams,Melonis
Melonis sphaeroides,Melonis sphaeroides,benthic_forams,Melonis
Melonis spharoides,Melonis spharoides,benthic_forams,Melonis
Melonis spp.,Melonis spp.,benthic_forams,Melonis
Melosira albicans,Melosira albicans,diatoms,Melosira
Menardella limbata,Menardella limbata,planktic_forams,Menardella
Menardella menardii,Menardella menardii,planktic_forams,Menardella
Menardella miocenica,Menardella miocenica,planktic_forams,Menardella
Menardella multicamerata,Menardella multicamerata,planktic_forams,Menardella
Menardella praemenardii,Menardella praemenardii,planktic_forams,Menardella
Mesocena diadon diadon,Mesocena diadon diadon,silicoflagellates,Mesocena
Mesocena elliptica,Mesocena elliptica,diatoms,Mesocena
Mesocena quadrangula,Mesocena quadrangula,diatoms,Mesocena
Micrantholithus flos,Micrantholithus flos,nannofossils,Micrantholithus
Micrantholithus spp.,Micrantholithus spp.,nannofossils,Micrantholithus
Microhedbergella praeplanispira,Microhedbergella praeplanispira,planktic_forams,Microhedbergella
Microhedbergella pseudodelrioensis,Microhedbergella pseudodelrioensis,planktic_forams,Microhedbergella
Microhedbergella pseudoplanispira,Microhedbergella pseudoplanispira,planktic_forams,Microhedbergella
Microhedbergella renilaevis,Microhedbergella renilaevis,planktic_forams,Microhedbergella
Microhedbergella rischi,Microhedbergella rischi,planktic_forams,Microhedbergella
Microhedbergella sp.,Microhedbergella sp.,planktic_forams,Microhedbergella
Microrhabdulus belgicus,Microrhabdulus belgicus,nannofossils,Microrhabdulus
Microrhabdulus decoratus,Microrhabdulus decoratus,nannofossils,Microrhabdulus
Microrhabdulus spp.,Microrhabdulus spp.,nannofossils,Microrhabdulus
Micula,Micula,nannofossils,
Micula concava,Micula concava,nannofossils,Micula
Micula cubiformis,Micula cubiformis,nannofossils,Micula
Micula decussata,Micula decussata,nannofossils,Micula
Micula murus,Micula murus,nannofossils,Micula
Micula prinsii,Micula prinsii,nannofossils,Micula
Micula staurophora,Micula staurophora,nannofossils,Micula
Migros flintii,Migros flintii,benthic_forams,Migros
Miliammina arenacea,Miliammina arenacea,benthic_forams,Miliammina
Miliammina echigoensis,Miliammina echigoensis,benthic_forams,Miliammina
Miliammina sp.,Miliammina sp.,benthic_forams,Miliammina
Miliolid taxa,Miliolid taxa,benthic_forams,Miliolid
Miliolids,Miliolids,benthic_forams,
Miliolina sp.,Miliolina sp.,benthic_forams,Miliolina
Miliolina spp.,Miliolina spp.,benthic_forams,Miliolina
Miliolinella oceanica,Miliolinella oceanica,benthic_forams,Miliolinella
Miliolinella sp. 1,Miliolinella sp. 1,benthic_forams,Miliolinella
Miliolinella subrotunda,Miliolinella subrotunda,benthic_forams,Miliolinella
Minylitha convallis,Minylitha convallis,nannofossils,Minylitha
Misceomarginatus pleniporus,Misceomarginatus pleniporus,nannofossils,Misceomarginatus
Mitrocalpis araneafera,Mitrocalpis araneafera,radiolarians,Mitrocalpis
Monalysidium spp.,Monalysidium spp.,benthic_forams,Monalysidium
Monolete ornamented,Monolete ornamented,palynology,Monolete
Monolete psilate,Monolete psilate,palynology,Monolete
Monomarginatus quaternarius,Monomarginatus quaternarius,nannofossils,Monomarginatus
Morozovella acuta,Morozovella acuta,planktic_forams,Morozovella
Morozovella acutispira,Morozovella acutispira,planktic_forams,Morozovella
Morozovella aequa,Morozovella aequa,planktic_forams,Morozovella
Morozovella angulata,Morozovella angulata,planktic_forams,Morozovella
Morozovella aragonensis,Morozovella aragonensis,planktic_forams,Morozovella
Morozovella caucasica,Morozovella caucasica,planktic_forams,Morozovella
Morozovella conicotruncata,Morozovella conicotruncata,planktic_forams,Morozovella
Morozovella crassata,Morozovella crassata,planktic_forams,Morozovella
Morozovella crater,Morozovella crater,planktic_forams,Morozovella
Morozovella edgari,Morozovella edgari,planktic_forams,Morozovella
Morozovella formosa,Morozovella formosa,planktic_forams,Morozovella
Morozovella gracilis,Morozovella gracilis,planktic_forams,Morozovella
Morozovella lehneri,Morozovella lehneri,planktic_forams,Morozovella
Morozovella lensiformis,Morozovella lensiformis,planktic_forams,Morozovella
Morozovella marginodentata,Morozovella marginodentata,planktic_forams,Morozovella
Morozovella occlusa,Morozovella occlusa,planktic_forams,Morozovella
Morozovella pasionensis,Morozovella pasionensis,planktic_forams,Morozovella
Morozovella praeangulata,Morozovella praeangulata,planktic_forams,Morozovella
Morozovella quetra,Morozovella quetra,planktic_forams,Morozovella
Morozovella sp.,Morozovella sp.,planktic_forams,Morozovella
Morozovella spinulosa,Morozovella spinulosa,planktic_forams,Morozovella
Morozovella subbotinae,Morozovella subbotinae,planktic_forams,Morozovella
Morozovella velascoensis,Morozovella velascoensis,planktic_forams,Morozovella
Morozovelloides bandyi,Morozovelloides bandyi,planktic_forams,Morozovelloides
Morozovelloides crassatus,Morozovelloides crassatus,planktic_forams,Morozovelloides
Morozovelloides lehneri,Morozovelloides lehneri,planktic_forams,Morozovelloides
Mucronina acuta,Mucronina acuta,benthic_forams,Mucronina
Mucronina compressa,Mucronina compressa,benthic_forams,Mucronina
Muircohedbergella delrioensis,Muircohedbergella delrioensis,planktic_forams,Muircohedbergella
Muricoglobigerina senni,Muricoglobigerina senni,planktic_forams,Muricoglobigerina
Muricohedbergella crassa,Muricohedbergella crassa,planktic_forams,Muricohedbergella
Muricohedbergella delrioensis,Muricohedbergella delrioensis,planktic_forams,Muricohedbergella
Muricohedbergella flandrini,Muricohedbergella flandrini,planktic_forams,Muricohedbergella
Muricohedbergella hoelzli,Muricohedbergella hoelzli,planktic_forams,Muricohedbergella
Muricohedbergella holmdelensis,Muricohedbergella holmdelensis,planktic_forams,Muricohedbergella
Muricohedbergella planispira,Muricohedbergella planispira,planktic_forams,Muricohedbergella
Muricohedbergella praelibyca,Muricohedbergella praelibyca,planktic_forams,Muricohedbergella
Muricohedbergella sp.,Muricohedbergella sp.,planktic_forams,Muricohedbergella
Mutabella mirabilis,Mutabella mirabilis,planktic_forams,Mutabella
Myllostomella costai,Myllostomella costai,benthic_forams,Myllostomella
Myllostomella fijiensis,Myllostomella fijiensis,benthic_forams,Myllostomella
Myllostomella huygaensis,Myllostomella huygaensis,benthic_forams,Myllostomella
Myllostomella spp.?,Myllostomella spp.?,benthic_forams,Myllostomella
Nannoconus,Nannoconus,nannofossils,
Nannoconus sp.,Nannoconus sp.,nannofossils,Nannoconus
Nannofossil fragments,Nannofossil fragments,nannofossils,Nannofossil
Nannotetrina alata,Nannotetrina alata,nannofossils,Nannotetrina
Nannotetrina  alata gr.,Nannotetrina alata gr.,nannofossils,Nannotetrina
Nannotetrina cristata,Nannotetrina cristata,nannofossils,Nannotetrina
Nannotetrina fulgens,Nannotetrina fulgens,nannofossils,Nannotetrina
Nannotetrina  fulgens,Nannotetrina fulgens,nannofossils,Nannotetrina
Nannotetrina spp.,Nannotetrina spp.,nannofossils,Nannotetrina
Navicula hennedyi,Navicula hennedyi,diatoms,Navicula
Navicula lyra,Navicula lyra,diatoms,Navicula
Navicula mutica,Navicula mutica,diatoms,Navicula
Navicula salinarum,Navicula salinarum,diatoms,Navicula
Navicula spectabilis,Navicula spectabilis,diatoms,Navicula
Navicula spp.,Navicula spp.,diatoms,Navicula
Navicula wisei,Navicula wisei,diatoms,Navicula
Naviculopsis eobiapiculata,Naviculopsis eobiapiculata,diatoms,Naviculopsis
Naviculopsis foliacea,Naviculopsis foliacea,silicoflagellates,Naviculopsis
Nematosphaeropsis labyrinthea,Nematosphaeropsis labyrinthea,palynology,Nematosphaeropsis
Neobiscutum spp.,Neobiscutum spp.,nannofossils,Neobiscutum
Neobrunia mirabilis,Neobrunia mirabilis,diatoms,Neobrunia
Neobulimina canadaensis,Neobulimina canadaensis,benthic_forams,Neobulimina
Neochiastozygus chiastus,Neochiastozygus chiastus,nannofossils,Neochiastozygus
Neochiastozygus junctus,Neochiastozygus junctus,nannofossils,Neochiastozygus
Neochiastozygus modestus,Neochiastozygus modestus,nannofossils,Neochiastozygus
Neochiastozygus perfectus,Neochiastozygus perfectus,nannofossils,Neochiastozygus
Neochiastozygus rosenkrantzii,Neochiastozygus rosenkrantzii,nannofossils,Neochiastozygus
Neochiastozygus spp.,Neochiastozygus spp.,nannofossils,Neochiastozygus
Neococcolithes dubius,Neococcolithes dubius,nannofossils,Neococcolithes
Neococcolithes protenus,Neococcolithes protenus,nannofossils,Neococcolithes
Neococcolithes spp.,Neococcolithes spp.,nannofossils,Neococcolithes
Neoconorbina spp.,Neoconorbina spp.,benthic_forams,Neoconorbina
Neocrepidolithus cruciatus,Neocrepidolithus cruciatus,nannofossils,Neocrepidolithus
Neocrepidolithus dirimosus,Neocrepidolithus dirimosus,nannofossils,Neocrepidolithus
Neocrepidolithus fossus,Neocrepidolithus fossus,nannofossils,Neocrepidolithus
Neocrepidolithus neocrassus,Neocrepidolithus neocrassus,nannofossils,Neocrepidolithus
Neocrepidolithus watkinsii,Neocrepidolithus watkinsii,nannofossils,Neocrepidolithus
Neodenticula kamtschatica,Neodenticula kamtschatica,diatoms,Neodenticula
Neodenticula koizumii,Neodenticula koizumii,diatoms,Neodenticula
Neodenticula seminae,Neodenticula seminae,diatoms,Neodenticula
Neodenticula spp.,Neodenticula spp.,diatoms,Neodenticula
Neoeponides campester,Neoeponides campester,benthic_forams,Neoeponides
Neoeponides hillebrandti,Neoeponides hillebrandti,benthic_forams,Neoeponides
Neoeponides margaritifer,Neoeponides margaritifer,benthic_forams,Neoeponides
Neoeponides procerus,Neoeponides procerus,benthic_forams,Neoeponides
Neoeponides sp.,Neoeponides sp.,benthic_forams,Neoeponides
Neoeponides spp.,Neoeponides spp.,benthic_forams,Neoeponides
Neoeponides spp.?,Neoeponides spp.?,benthic_forams,Neoeponides
Neoflabellina semireticulata,Neoflabellina semireticulata,benthic_forams,Neoflabellina
Neoflabellina sp.,Neoflabellina sp.,benthic_forams,Neoflabellina
Neogloboquadrina acostaensis,Neogloboquadrina acostaensis,planktic_forams,Neogloboquadrina
Neogloboquadrina acostaensis,Neogloboquadrina acostaensis,benthic_forams,Neogloboquadrina
Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (D),planktic_forams,Neogloboquadrina
Neogloboquadrina acostaensis (S),Neogloboquadrina acostaensis (S),planktic_forams,Neogloboquadrina
Neogloboquadrina acostaensis (dextral),Neogloboquadrina acostaensis (dextral),planktic_forams,Neogloboquadrina
Neogloboquadrina acostaensis _B_ _M13a,Neogloboquadrina acostaensis _B_ _M13a,planktic_forams,Neogloboquadrina
Neogloboquadrina acostaensis _B_ _M13a_,Neogloboquadrina acostaensis _B_ _M13a_,planktic_forams,Neogloboquadrina
Neogloboquadrina asanoi,Neogloboquadrina asanoi,planktic_forams,Neogloboquadrina
Neogloboquadrina atlantica (dex),Neogloboquadrina atlantica (dex),planktic_forams,Neogloboquadrina
Neogloboquadrina atlantica (sin),Neogloboquadrina atlantica (sin),planktic_forams,Neogloboquadrina
Neogloboquadrina atlantica atlantica,Neogloboquadrina atlantica atlantica,planktic_forams,Neogloboquadrina
Neogloboquadrina cf. pachyderma,Neogloboquadrina cf. pachyderma,planktic_forams,Neogloboquadrina
Neogloboquadrina continuosa,Neogloboquadrina continuosa,planktic_forams,Neogloboquadrina
Neogloboquadrina dutertrei,Neogloboquadrina dutertrei,benthic_forams,Neogloboquadrina
Neogloboquadrina dutertrei,Neogloboquadrina dutertrei,planktic_forams,Neogloboquadrina
Neogloboquadrina humerosa,Neogloboquadrina humerosa,planktic_forams,Neogloboquadrina
Neogloboquadrina humerosa,Neogloboquadrina humerosa,benthic_forams,Neogloboquadrina
Neogloboquadrina humerosa _B,Neogloboquadrina humerosa _B,planktic_forams,Neogloboquadrina
Neogloboquadrina humerosa _B_,Neogloboquadrina humerosa _B_,planktic_forams,Neogloboquadrina
Neogloboquadrina incompta,Neogloboquadrina incompta,planktic_forams,Neogloboquadrina
Neogloboquadrina incompta,Neogloboquadrina incompta,benthic_forams,Neogloboquadrina
Neogloboquadrina incompta (dextral),Neogloboquadrina incompta (dextral),planktic_forams,Neogloboquadrina
Neogloboquadrina incompta (sinsitral),Neogloboquadrina incompta (sinsitral),planktic_forams,Neogloboquadrina
Neogloboquadrina inglei,Neogloboquadrina inglei,planktic_forams,Neogloboquadrina
Neogloboquadrina kagaensis,Neogloboquadrina kagaensis,planktic_forams,Neogloboquadrina
Neogloboquadrina nympha,Neogloboquadrina nympha,planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma,Neogloboquadrina pachyderma,benthic_forams,Neogloboquadrina
Neogloboquadrina pachyderma,Neogloboquadrina pachyderma,planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma (dex),Neogloboquadrina pachyderma (dex),planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (dextral),planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma (sin),Neogloboquadrina pachyderma (sin),planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma (sin.),Neogloboquadrina pachyderma (sin.),planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pachyderma (sinistral),planktic_forams,Neogloboquadrina
"Neogloboquadrina pachyderma A (dextral, inflated form)","Neogloboquadrina pachyderma A (dextral, inflated form)",planktic_forams,Neogloboquadrina
"Neogloboquadrina pachyderma B (sinistral, inflated form)","Neogloboquadrina pachyderma B (sinistral, inflated form)",planktic_forams,Neogloboquadrina
Neogloboquadrina pachyderma(dex),Neogloboquadrina pachyderma(dex),planktic_forams,Neogloboquadrina
Neogloboquadrina praeatlantica,Neogloboquadrina praeatlantica,planktic_forams,Neogloboquadrina
Neogloboquadrina pseudopima,Neogloboquadrina pseudopima,planktic_forams,Neogloboquadrina
Neogloboquadrina sp.,Neogloboquadrina sp.,planktic_forams,Neogloboquadrina
Neolenticulina variabilis,Neolenticulina variabilis,benthic_forams,Neolenticulina
Neorotalia spp.,Neorotalia spp.,benthic_forams,Neorotalia
Neosphaera coccolithomorpha,Neosphaera coccolithomorpha,nannofossils,Neosphaera
Nephrolithus frequens,Nephrolithus frequens,nannofossils,Nephrolithus
Nephrospyris renilla,Nephrospyris renilla,radiolarians,Nephrospyris
Nicklithus amplificus,Nicklithus amplificus,diatoms,Nicklithus
