taxon,taxon_group,name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,normalized_name
Sphenolithus sp.,nannofossils,,255390.0,Sphenolithus,genus,
Isthmolithus unipons,nannofossils,,,,,
Neonaviculopsis neonautica praenautica,silicoflagellates,,,,,
Denticulopsis miocenica,diatoms,,,,,
Hastigerina sp.,planktic foraminfera,,1587.0,Hastigerina,genus,
Discoaster trinidadensis,nannofossils,,,,,
Asterolampra transmarginata,diatoms,,,,,
Pseudopodosira marginata,diatoms,,,,,
Clathrocyclas coscinodiscus,radiolarians,,,,,
Eucyrtidium boodes,radiolarians,,,,,
Monobrachia simplex,diatoms,,,,,
Multispinula minuta,dinoflagellates,,207720.0,Multispinula minuta,species,
Bythoceratina sp.,ostracod,,23956.0,Bythoceratina,genus,
Stylotracta universa,radiolarians,,,,,
Carposphaera subbotinae,radiolarians,,,,,
Hemiaulus kondai,diatoms,,,,,
Pleurostomella narajoensis,benthic foraminifera,,,,,
Cannopilus antarcticus,silicoflagellates,,,,,
Fissurina subformosa,benthic foraminifera,,,,,
Turborotalia dutertrei,planktic foraminfera,,,,,
Acarinina mathewsae,planktic foraminfera,,,,,
Bathysiphon eocenicus,benthic foraminifera,,412553.0,Bathysiphon eocenicus,species,
Micrantholithus obscurus,nannofossils,,,,,
Globigerina bulloides apertura,planktic foraminfera,,,,,
Nodosaria stiliformis,benthic foraminifera,,,,,
Denticulopsis seminae,diatoms,,,,,
Biddulphia sp.,diatoms,,71290.0,Biddulphia,genus,
Globorotalia cerroazulensis,planktic foraminfera,,379426.0,Globorotalia cerroazulensis,species,
Hemiaulus undulatus,diatoms,,,,,
Scyphosphaera tubifera,nannofossils,,,,,
Stephanogonia pretiosa,diatoms,,,,,
Lagenodosaria hirsuta,benthic foraminifera,,,,,
Textularia candeina,benthic foraminifera,,,,,
Pseudopodosira corolla,diatoms,,,,,
Globorotalia humerosa praehumerosa,planktic foraminfera,,,,,
Stylochlamidium venustum,radiolarians,,,,,
Uvigerina longistriata,benthic foraminifera,,,,,
Mesocena circulus biapiculata,silicoflagellates,,,,,
Globorotalia imitata,planktic foraminfera,,,,,
Centrocubus octostylus,radiolarians,,,,,
Elphidium subincertum,benthic foraminifera,,,,,
Globorotalia crassaformis crassula,planktic foraminfera,,,,,
Bulimina uvigerinaformis,benthic foraminifera,,,,,
Bolivina crenulata,benthic foraminifera,,,,,
Sapium sp.,pollen,,,,,
Cinclopyramis sp.,radiolarians,,462.0,Cinclopyramis,genus,
Leptocythere sp.,ostracod,,24226.0,Leptocythere,genus,
Discoaster tanii tanii,nannofossils,,,,,
Deflandrea sp.,dinoflagellates,,277062.0,Deflandrea,genus,
Cannopilus heptacanthus,silicoflagellates,,,,,
Theocapsomma sp.,radiolarians,,66251.0,Theocapsomma,genus,
Eucyrtidium punctatum,radiolarians,,,,,
Turrilina robertsi,benthic foraminifera,,,,,
Vaginulinopsis saundersi,benthic foraminifera,,,,,
Pontosphaera jonesii,nannofossils,,,,,
Zygocircus butschlii,radiolarians,,,,,
Liriospyris clathrata,radiolarians,,,,,
Myrtaceae,pollen,,54713.0,Myrtaceae,family,
Ascostomocystis sp.,dinoflagellates,,,,,
Lagena becki,benthic foraminifera,,352105.0,Lagena becki,species,
Macrocyris sp.,ostracod,,,,,
Rhaphoneis gemmifera,diatoms,,,,,
Chrysalogonium ciperense,benthic foraminifera,,,,,
Distephanus floridus,silicoflagellates,,,,,
Globigerina nana,planktic foraminfera,,,,,
Coscinodiscus plicatoides,diatoms,,,,,
Chiasmolithus subrotundus,nannofossils,,,,,
Surirella fastuosa,diatoms,,,,,
Nodogenerina sp.,benthic foraminifera,,1945.0,Nodogenerina,genus,
Distephanus speculum pseudocrux,silicoflagellates,,,,,
Pullenia sphaeroides,benthic foraminifera,,,,,
Gyroidinoides peramplus,benthic foraminifera,,,,,
Asterolampra marginata,diatoms,,,,,
Proteacidites minimus,pollen,,,,,
Pullenia riveroi,benthic foraminifera,,,,,
Stylodictya orbiculata,radiolarians,,,,,
Corbisema inermis ballantina,silicoflagellates,,387251.0,Corbisema inermis ballantina,subspecies,
Thalassiosira gravida fossilis,diatoms,,,,,
Globorotalia miotumida miotumida,planktic foraminfera,,,,,
Cibicides perlucidus,benthic foraminifera,,,,,
Kozloviella subrotunda,diatoms,,,,,
Laurus sp.,pollen,,56017.0,Laurus,genus,
Dictyococcites minutus,nannofossils,,,,,
Pyxilla johnsoniana,diatoms,,,,,
Parafissurina groenlandica,benthic foraminifera,,,,,
Cyclococcolithina macintyrei,nannofossils,,,,,
Asteromphalus wyvillii,diatoms,,,,,
Quercus sp.,pollen,,54594.0,Quercus,genus,
Coscinodiscus atlanticus,diatoms,,,,,
Heterolepa kullenbergi,benthic foraminifera,,,,,
Theoconus gamphonycha,radiolarians,,,,,
Coscinodiscus nodulifer cyclopus,diatoms,,,,,
Navicula humerosa,diatoms,,,,,
Globorotalia varianta,planktic foraminfera,,,,,
Gavelinella dayi,benthic foraminifera,,,,,
Acarinina mattseensis mattseensis,planktic foraminfera,,,,,
Gavelinella capitata,benthic foraminifera,,,,,
Pteris sp.,pollen,,264413.0,Pteris,genus,
Triceratium cinnamomeum quadrangulata,diatoms,,,,,
Lithopera thornburgi,radiolarians,,,,,
Globotruncana leupoldi,planktic foraminfera,,,,,
Phthanoperidinium comatum,dinoflagellates,,,,,
Thalassiosira nidulus nidulus,diatoms,,,,,
Areoligera senonensis,dinoflagellates,,323963.0,Areoligera senonensis,species,
Distephanus speculum triommata,silicoflagellates,,,,,
Vallacerta siderea,silicoflagellates,,,,,
Homotryblium sp.,dinoflagellates,,,,,
Globigerina atlantica,planktic foraminfera,,422464.0,Globigerina atlantica,species,
Podocyrtis dorus,radiolarians,,,,,
Agrenocythere sp.,ostracod,,23863.0,Agrenocythere,genus,
Uvigerina vadresensis,benthic foraminifera,,,,,
Triceratium reticulum,diatoms,,,,,
Coscinodiscus sellatus,diatoms,,,,,
Tetracorethra tetracorethra,radiolarians,,,,,
Rylandsia sp.,diatoms,,,,,
Actinoptychus marylandicus,diatoms,,387048.0,Actinoptychus marylandicus,species,
Globigerina oscitans,planktic foraminfera,,,,,
Heliosestilla spicata,radiolarians,,,,,
Turborotalia humerosa praepulleniatina,planktic foraminfera,,,,,
Dictyocha perfecta,silicoflagellates,,,,,
Thalassiothrix monospina,diatoms,,,,,
Cyperaceae,pollen,,53543.0,Cyperaceae,family,
Bithochytris vespertilio,radiolarians,,,,,
Tricolpites reticulatus,pollen,,252678.0,Tricolpites reticulatus,species,
Botryostrobus lithobotrys,radiolarians,,,,,
Mesocena hexalithus,silicoflagellates,,,,,
Marginulina subrecta,benthic foraminifera,,,,,
Ebriopsis antiqua cornuta,ebridians,,,,,
Nodosaria elegantissima,benthic foraminifera,,,,,
Gyroidina multilocula,benthic foraminifera,,,,,
Globorotalia aspensis,planktic foraminfera,,,,,
Pseudotextularia deformis,planktic foraminfera,,,,,
Discoaster phyllodus,nannofossils,,,,,
Gleicheniidites trijugatus,pollen,,308640.0,Gleicheniidites trijugatus,species,
Coscinodiscus temperei aspinosa,diatoms,,,,,
Dictyocha fibula stapedia longispina,silicoflagellates,,,,,
Globoquadrina planispira,planktic foraminfera,,,,,
Melonis parkerae,benthic foraminifera,,,,,
Rhodospyris sp.(q),radiolarians,,,,,
Dictyocha fibula aculeata,silicoflagellates,,,,,
Globotruncana mariei,planktic foraminfera,,,,,
Meliaceae,pollen,,54672.0,Meliaceae,family,
Nephrospyris renilla lana,radiolarians,,,,,
Triceratium inelegans,diatoms,,,,,
Dendrospyris enthocyrtoides,radiolarians,,,,,
Globorotalia planispira,planktic foraminfera,,,,,
Distephanus speculum speculum pseudofibula,silicoflagellates,,,,,
Cibicidoides sulzensis,benthic foraminifera,,,,,
Halorhagacidites harrisii,pollen,,,,,
Rhoipites striatoreticulatus,pollen,,,,,
Diploneis sp.,diatoms,,82159.0,Diploneis,genus,
Anthocyrtella sp.,radiolarians,,85907.0,Anthocyrtella,genus,
Theocyrtium trachelium,radiolarians,,,,,
Dictyocha deflandrei deflandrei,silicoflagellates,,,,,
Anthocyrtidium michdinae,radiolarians,,,,,
Dictyocha acuta,silicoflagellates,,,,,
Rhaphoneis ossiformis,diatoms,,,,,
Bacteriosira fragilis,diatoms,,,,,
Theoconus sp.,radiolarians,,677.0,Theoconus,genus,
Beella praedigitata,planktic foraminfera,,422282.0,Beella praedigitata,species,
Globorotalia nana nana,planktic foraminfera,,,,,
Prunopyle antarctica,radiolarians,,,,,
Uvigerina jacksonensis,benthic foraminifera,,,,,
Cretarhabdus surirellus,nannofossils,,,,,
Surirella ovata,diatoms,,,,,
Cocoolithus streckeri,nannofossils,,,,,
Bolivinopsis parvissima,benthic foraminifera,,,,,
Gomphonema lanceolatum,diatoms,,,,,
Globigerina linaperta group,planktic foraminfera,,,,,
Staurophora sp.,diatoms,,,,,
Histiastrum quaternarium,radiolarians,,,,,
Coscinodiscus oligocenicus nodulus,diatoms,,,,,
Staurodictya fresnoensis,radiolarians,,,,,
Discoaster incomptus,nannofossils,,,,,
Phormostichoartus marylandicus,radiolarians,,,,,
Heterocycprideis sorbyana,ostracod,,,,,
Robulus sp.,benthic foraminifera,,153334.0,Robulus,genus,
Transversopontis ponticulus,nannofossils,,,,,
Umbilicosphaera mirabilis,nannofossils,,,,,
Cannartus tubarius,radiolarians,,,,,
Fursenkoina davisi-complanata,benthic foraminifera,,,,,
Cyclococcolithus rotula,nannofossils,,,,,
Lapideacassis multispinata,nannofossils,,,,,
Pyrgo rotularia,benthic foraminifera,,,,,
Fissurina ventricosa,benthic foraminifera,,,,,
Hantkenina primitiva,planktic foraminfera,,,,,
Triceratium groningensis quadrata,diatoms,,,,,
Actiniscus tetrasterias,dinoflagellates,,,,,
Distephanus crux pauli,silicoflagellates,,,,,
Globorotalia partimlabiata,planktic foraminfera,,,,,
Coscinodiscus tuberculatus atlantica,diatoms,,,,,
Thalospyris scaphipes,radiolarians,,,,,
Oridorsalis subtenera,benthic foraminifera,,,,,
Polysphaeridium zohari,dinoflagellates,,,,,
Sigmoilina edwardsi,benthic foraminifera,,,,,
Pseudononion basispinatum,benthic foraminifera,,,,,
Scyphosphaera halldali,nannofossils,,,,,
Buliminella grata spinosa,benthic foraminifera,,,,,
Distephanus stradneri,silicoflagellates,,,,,
Cibicides novozealandica,benthic foraminifera,,,,,
Liquidambar sp.,pollen,,54637.0,Liquidambar,genus,
Ericsonia formosa,nannofossils,,,,,
Lithomelissa monoceras,radiolarians,,,,,
Neochiastozygus cearae,nannofossils,,,,,
Umbellosphaera sp.,nannofossils,,432535.0,Umbellosphaera,genus,
Riedelia claviger,diatoms,,,,,
Trinacria simulacrum,diatoms,,,,,
Lithomitra nodosaria,radiolarians,,,,,
Thurammina papillata,benthic foraminifera,,,,,
Biscutum supracretaceum,nannofossils,,,,,
Globorotalia crassula crassula,planktic foraminfera,,,,,
Turborotalia opima,planktic foraminfera,,,,,
Corbisema sp.,silicoflagellates,,71282.0,Corbisema,genus,
Thalassionema nitzschioides incurvata,diatoms,,,,,
Polymorphina charlotensis,benthic foraminifera,,,,,
Globorotalia miotumida explicationis,planktic foraminfera,,422394.0,Globorotalia miotumida explicationis,subspecies,
Odontella hastata,diatoms,,,,,
Eunotogramma fueloepi,diatoms,,,,,
Ulmaceae sp.,pollen,,54598.0,Ulmaceae,family,
Cibicides laurisae,benthic foraminifera,,,,,
Zygolithus achylosus,nannofossils,,,,,
Turborotalia primitiva,planktic foraminfera,,,,,
Lithomitrella elizabethae,radiolarians,,,,,
Elphidium translucens,benthic foraminifera,,,,,
Pterotheca crucifera,diatoms,,,,,
Dictyocha medusa,silicoflagellates,,,,,
Euuvigerina notohispida,benthic foraminifera,,,,,
Stichopodium martellii,radiolarians,,,,,
Chrysalogonium longicostatum,benthic foraminifera,,,,,
Microsciadiocapsa sp.,radiolarians,,574.0,Microsciadiocapsa,genus,
Globorotalia nana semivera,planktic foraminfera,,,,,
Globorotalia ehrenbergi,planktic foraminfera,,,,,
Cyclampterium milowi,radiolarians,,,,,
Stichopilidium sp.,radiolarians,,,,,
Pterycorys ob,radiolarians,,,,,
Cestodiscus muhinae,diatoms,,,,,
Trinacria aries,diatoms,,,,,
Pyrgo bulloides,benthic foraminifera,,,,,
Botryopyle dionisi,radiolarians,,,,,
Bulimina trigonalis,benthic foraminifera,,,,,
Scampanella sp.,nannofossils,,87695.0,Scampanella,genus,
Ditripodium latum,ebridians,,,,,
Psidium sp.,pollen,,,,,
Carpocaniidae,radiolarians,,86212.0,Carpocaniidae,family,
Sethoconus sp.,radiolarians,,,,,
Nitzschia vitrea,diatoms,,,,,
Nodosaria limbata,benthic foraminifera,,,,,
Discoaster ciperoensis,nannofossils,,,,,
Catapsydrax riveroae,planktic foraminfera,,,,,
Vitreisporites sp.,pollen,,276594.0,Vitreisporites,genus,
Dictyocha anguinea,silicoflagellates,,,,,
Cymbella tumidula,diatoms,,,,,
Incisoria inordinata,diatoms,,,,,
Oolina hexagona,benthic foraminifera,,,,,
Uvigerina breviata,benthic foraminifera,,,,,
Pterolanium prismatium,radiolarians,,,,,
Dictyopodium oxylophus,radiolarians,,,,,
Actiniscus elongatus,ebridians,,,,,
Textularia torquata,benthic foraminifera,,,,,
Dictyocha byronalis,silicoflagellates,,387253.0,Dictyocha byronalis,species,
Homozygosphaera schilleri,nannofossils,,,,,
Discoaster tanii ornatus,nannofossils,,,,,
Sphaeroidinellopsis seminulina kochi,planktic foraminfera,,,,,
Tricolospyris variabilis,radiolarians,,,,,
Thalassionema antiqua,diatoms,,,,,
Achilleodinium biformoides,dinoflagellates,,,,,
Theoconus carinatus,radiolarians,,,,,
Odontochitina operculata,dinoflagellates,,277093.0,Odontochitina operculata,species,
Discoasteroides megastypus,nannofossils,,,,,
Scampanella asymmetrica,nannofossils,,88043.0,Scampanella asymmetrica,species,
Cassidulina limbata,benthic foraminifera,,,,,
Coscinodiscus plicatus,diatoms,,,,,
Frondicularia nacheolensis,benthic foraminifera,,,,,
Melosira sol,diatoms,,,,,
Meiourogonyaulax sp.,dinoflagellates,,81762.0,Meiourogonyaulax,genus,
Liriogramma hustedtii,diatoms,,,,,
Thalassionema symbolophora,diatoms,,,,,
Opephora sp.,diatoms,,,,,
Frondicularia midwayensis,benthic foraminifera,,,,,
Thoracosphaera operculata,nannofossils,,,,,
Carrudinium harlandi,dinoflagellates,,,,,
Globorotalia spinuloinflata,planktic foraminfera,,,,,
Neochiastozygus imbrei,nannofossils,,,,,
Discopulvinulina bertheloti,benthic foraminifera,,,,,
Globigerina simplicissima,planktic foraminfera,,,,,
Pseudopyxilla danica,diatoms,,,,,
Stilostomella insecta,benthic foraminifera,,,,,
Rhizosolenia hebetata hiemalis,diatoms,,,,,
Globorotalia pseudoampliapertura,planktic foraminfera,,,,,
Cladococcus sp.,radiolarians,,84470.0,Cladococcus,genus,
Cyclotella chaetoceras,diatoms,,,,,
Hataina ovata,radiolarians,,,,,
Islandiella californica,benthic foraminifera,,,,,
Globorotalia acostaensis acostaensis,planktic foraminfera,,,,,
Dictyocha constricta,silicoflagellates,,,,,
Hoeglundia elegans,benthic foraminifera,,,,,
Turborotalia munda,planktic foraminfera,,,,,
Lejeunecysta hyalina,dinoflagellates,,,,,
Pterotheca aculeifera,diatoms,,,,,
Campylosphaera sp.,nannofossils,,424050.0,Campylosphaera,genus,
Florilus labradoricum,benthic foraminifera,,,,,
Globorotalia increbescens,planktic foraminfera,,,,,
Verrucatosporites transdanubicus,pollen,,,,,
Kisselovia clathrata,dinoflagellates,,,,,
Carpocanopsis favosa,radiolarians,,,,,
Theocampe vanderhoofi,radiolarians,,,,,
Distephanus frugalis,silicoflagellates,,,,,
Remanellina sp.,benthic foraminifera,,,,,
Naviculopsis ponticula,silicoflagellates,,,,,
Cyclococcolithus formosus,nannofossils,,,,,
Rhabdammina discreta,benthic foraminifera,,,,,
Turborotalia opima nana,planktic foraminfera,,,,,
Lenticulina submamillagera,benthic foraminifera,,,,,
Paraglobobulimina spinifera,benthic foraminifera,,,,,
Anacolosidites luteoides,pollen,,280360.0,Anacolosidites luteoides,species,
Acarinina sp.,planktic foraminfera,,763.0,Acarinina,genus,
Coronocyclas prionion,nannofossils,,,,,
Brightwellia pulchra,diatoms,,,,,
Rhizosolenia hebetata group,diatoms,,,,,
Distephanus boliviensis,silicoflagellates,,435386.0,Distephanus boliviensis,species,
Theocotyle fimbria,radiolarians,,,,,
Globorotalia rotundimarginata,planktic foraminfera,,,,,
Ceratophyllum,pollen,,5268.0,Ceratophyllum,genus,
Theocorys spongoconum,radiolarians,,,,,
Lophocorys norvegiensis,radiolarians,,,,,
Alabamina wilcoxensis,benthic foraminifera,,,,,
Corbisema angularis,silicoflagellates,,387246.0,Corbisema angularis,species,
Octopyle sp.,radiolarians,,84806.0,Octopyle,genus,
Spiroplectammina excolata,benthic foraminifera,,,,,
Melonis zeobesus,benthic foraminifera,,,,,
Mastogloia elliptica dansei,diatoms,,,,,
Chiloguembelina gradata,planktic foraminfera,,,,,
Spongodiscus quartus bosoculus,radiolarians,,,,,
Distephanus hannai,silicoflagellates,,,,,
Bolivina placentina,benthic foraminifera,,,,,
Corbisema parallela,silicoflagellates,,,,,
Distephanus sp.,silicoflagellates,,82180.0,Distephanus,genus,
Theocampe gemmata,radiolarians,,,,,
Ceratospyris echinus,radiolarians,,,,,
Cordosphaeridium fibrospinosum,dinoflagellates,,329437.0,Cordosphaeridium fibrospinosum,species,
Nodosaria callosa,benthic foraminifera,,,,,
Campylodiscus echeneis,diatoms,,,,,
Mediaria splendida tenera,diatoms,,,,,
Globigerinita dissimilis,planktic foraminfera,,,,,
Hastigerinella digitata praedigitata,planktic foraminfera,,,,,
Discoaster pseudovariabilis,nannofossils,,,,,
Striatococcolithus pacificanus,nannofossils,,,,,
Globigerina angustiumbilicata-turborotalia quinqueloba group,planktic foraminfera,,,,,
Saccorhiza ramosa,benthic foraminifera,,,,,
Dictyocha octagona,silicoflagellates,,,,,
Stylodictya inaequalispina,radiolarians,,,,,
Coccolithus pseudogammation,nannofossils,,,,,
Dorcadospyris pentagona,radiolarians,,,,,
Stichophormis sp.,radiolarians,,665.0,Stichophormis,genus,
Morozovella ansulata,planktic foraminfera,,,,,
Rectuvigerina multicostata opima,benthic foraminifera,,,,,
Systematophora areolata,dinoflagellates,,322371.0,Systematophora areolata,species,
Cassidulina obtusa,benthic foraminifera,,,,,
Anomalina affinis,benthic foraminifera,,,,,
Areosphaeridium diktyoplokus,dinoflagellates,,,,,
Araucariacites sp.,pollen,,264499.0,Araucariacites,genus,
Rhabdonema arcuatum,diatoms,,,,,
Acer sp.,pollen,,54688.0,Acer,genus,
Corbisema inermis,silicoflagellates,,387250.0,Corbisema inermis,species,
Globoquadrina larmeui,planktic foraminfera,,422290.0,Globoquadrina larmeui,species,
Fasciculithus mitreus,nannofossils,,,,,
Coccolithus stavensis,nannofossils,,,,,
Dimerogramma dubium,diatoms,,,,,
Monosulcites waitakiensis,pollen,,,,,
Spiniferites bentorii truncatus,dinoflagellates,,,,,
Globorotalia pomeroli,planktic foraminfera,,,,,
Coscinodiscus elegans,diatoms,,,,,
Reussella pacifica,benthic foraminifera,,,,,
Pseudonodosaria laevigata,benthic foraminifera,,,,,
Eiffellithus turriseiffeli,nannofossils,,,,,
Actiniscus sp.,ebridians,,434218.0,Actiniscus,genus,
Bathysiphon nodosariaformis,benthic foraminifera,,,,,
Diploneis lineata,diatoms,,,,,
Thymeleaceae,pollen,,,,,
Carpocanium coronatum,radiolarians,,,,,
Globorotalia pachyderma borealis,planktic foraminfera,,,,,
Cancris panamensis,benthic foraminifera,,,,,
Dapsilidinium pseudocolligerum,dinoflagellates,,,,,
Actinoptychus sp.,diatoms,,71244.0,Actinoptychus,genus,
Cibicides pseudoungerianus,benthic foraminifera,,355122.0,Cibicides pseudoungerianus,species,
Trema sp.,pollen,,319876.0,Trema,genus,
Astromma hughesi,radiolarians,,,,,
Lychnocanoma bipes,radiolarians,,,,,
Dicladia pylea,diatoms,,,,,
Scapholithus apertus,nannofossils,,,,,
Psilatricolporites sp.,pollen,,250626.0,Psilatricolporites,genus,
Dictyocha brevispina brevispina,silicoflagellates,,,,,
Chiphragmalithus quadratus,nannofossils,,,,,
Turborotalia pachyderma,planktic foraminfera,,,,,
Uvigerina peregrina dirupta,benthic foraminifera,,,,,
Globorotalia pusilla pusilla,planktic foraminfera,,,,,
Asterolampra praeacutiloba,diatoms,,,,,
Dictyocryphalus papillosus,radiolarians,,,,,
Gyroidina lamarckiana,benthic foraminifera,,,,,
Morozovella aragonensis caucasica,planktic foraminfera,,,,,
Globorotalia acostaensis pseudopima,planktic foraminfera,,,,,
Globigerina minutula,planktic foraminfera,,,,,
Goniothecium loricatum,diatoms,,,,,
Cassidulinella renulinoformis,benthic foraminifera,,,,,
Distephanus speculum bispicatus,silicoflagellates,,,,,
Pyxilla prolongata,diatoms,,,,,
Cyclococcolithina luminis,nannofossils,,,,,
Wetzeliella homomorpha,dinoflagellates,,,,,
Triceratium condecorum,diatoms,,387086.0,Triceratium condecorum,species,
Botryocella appenninica,radiolarians,,,,,
Botryocella multicellaris,radiolarians,,,,,
Nitzschia kerguelensis,diatoms,,,,,
