Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thalassiothrix miocenica	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira torokina	Thalassiosira sp. cf. T.vulnifica	Thalassiosira lentiginosa var. ovalis	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira insigna	Thalassiosira elliptipora	Thalassionema nitzschioides  var. parva	Thalassionema nitzschioides	Stephanopyxis turris	Simonseniella praebarboi	Simonseniella barboi	Rouxia spp.	Rocella vigilans (large)	Rocella gelida	Rhizosolenia styliformis	Pyxilla fragments	Nitzschia weaveri	Nitzschia sp. 19	Nitzschia reinholdii	Nitzschia pusilla	Nitzschia praeinterfrigidaria	Nitzschia marina	Nitzschia kerguelenis	Nitzschia interfrigidaria	Nitzschia efferans	Nitzschia denticuloides	Nitzschia angulata	Neobrunia mirabilis	Lithodesmium sp.	Lisitzinia ornata	Hemidiscus karstenii f.1	Hemidiscus karstenii	Hemidiscus cuneiformis	Eucampia antarctica	Denticulopsis sp. (copulae)	Denticulopsis lauta	Denticulopsis hustedtii	Denticulopsis dimorpha	Craspedodiscus coscinodiscus	Coscinodiscus rhombicus	Coscinodiscus marginatus	Coscinodiscus endoi	Charcotia actinochilus	Actinocyclus ingens	Actinocyclus ingens var. planus	Coscinodiscus insignis	Comment

  SR	                 	                 	                  	              	114	 699	A	  5	H	 1	  84.00	     37.9400	Fenner   	Diatoms                                      	               	                  	                        	                         	1.2%                   	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	1.2%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.9%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 1	 140.00	     38.5000	Fenner   	Diatoms                                      	               	                  	                        	                         	1.1%                   	                      	                                 	                                     	                         	.4%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	5.3%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.4%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 1	 147.00	     38.5700	Fenner   	Diatoms                                      	               	                  	                        	                         	2.2%                   	                      	                                 	                                     	                         	1.8%                	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	1.8%             	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.5%                            	1.3%                  	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N.praeinterfrigidar.	N.interfrigidaria	114	 699	A	  5	H	 2	  41.00	     39.0100	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	S                      	rVR                   	S                                	R                                    	S                        	S                   	F                    	S                        	-                                      	S                          	C                   	-                       	-                   	C          	-                       	-             	R                       	-                	F                	-               	-                   	-                	-                            	-               	-                    	C                        	-                 	-                      	C                 	-                  	-               	-                	-                       	-                   	-                     	C                  	-                          	-                  	rR                     	-                     	-                           	-                      	R                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  5	H	 2	  75.00	     39.3500	Fenner   	Diatoms                                      	               	                  	                        	                         	.3%                    	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	.6%              	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.3%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 2	 102.00	     39.6200	Fenner   	Diatoms                                      	               	                  	                        	                         	.6%                    	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.3%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 2	 130.00	     39.9000	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.4%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	.2%              	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 3	  26.00	     40.3600	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.6%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N.praeinterfrigidar.	N.interfrigidaria	114	 699	A	  5	H	 3	  41.00	     40.5100	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	-                      	-                     	-                                	-                                    	F                        	VR                  	VR                   	S                        	-                                      	R                          	C                   	-                       	VR                  	A          	-                       	-             	VR                      	-                	R                	-               	-                   	-                	S                            	-               	-                    	A                        	-                 	-                      	C                 	-                  	-               	-                	-                       	R                   	-                     	S                  	-                          	-                  	rVR                    	-                     	-                           	-                      	R                       	R                  	-                     	R                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  5	H	 3	  74.00	     40.8400	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.6%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	.6%                 	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 3	  77.00	     40.8700	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	1.0%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 3	 130.00	     41.4000	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.7%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.2%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 4	  26.00	     41.8600	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	2.8%                           	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N.praeinterfrigidar.	N.interfrigidaria	114	 699	A	  5	H	 4	  41.00	     42.0100	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	-                      	-                     	-                                	-                                    	F                        	-                   	-                    	-                        	R                                      	C                          	C                   	-                       	-                   	A          	-                       	-             	R                       	-                	-                	-               	S                   	-                	F                            	S               	-                    	C                        	-                 	-                      	A                 	-                  	-               	-                	-                       	S                   	R                     	F                  	-                          	-                  	-                      	-                     	-                           	-                      	S                       	F                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  5	H	 4	 130.00	     42.9000	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	                    	                     	                         	                                       	                           	                    	                        	.2%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.4%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N. angulata       	              	114	 699	A	  5	H	 5	  41.00	     43.5100	Ciesielski	Diatoms                                      	               	M                 	-                       	A                        	-                      	-                     	-                                	-                                    	R                        	R                   	-                    	-                        	-                                      	D                          	A                   	-                       	VR                  	A          	-                       	-             	S                       	-                	-                	-               	S                   	-                	F                            	VR              	-                    	-                        	-                 	-                      	A                 	-                  	-               	-                	-                       	-                   	-                     	S                  	-                          	-                  	rR                     	-                     	-                           	-                      	S                       	R                  	-                     	-                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	                  	              	114	 699	A	  5	H	 5	  50.00	     43.6000	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.2%                 	                     	                         	                                       	                           	                    	                        	.2%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.4%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  5	H	 5	 104.00	     44.1400	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	                    	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	                               	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	                  	              	114	 699	A	  6	H	 1	  34.00	     46.9400	Fenner   	Diatoms                                      	               	                  	                        	                         	                       	                      	                                 	                                     	                         	.3%                 	                     	                         	                                       	                           	                    	                        	.3%                 	           	                        	              	                        	                 	                 	                	                    	                 	                             	                	                     	                         	                  	                       	                  	                   	                	                 	                        	                    	                      	                   	                           	                   	                       	                      	                            	                       	                        	                   	                      	                   	.7%                            	                      	from ODP Leg 114 SR Chapter 5 Appendix p 110-118

  SR	                 	                 	N. reinholdii     	              	114	 699	A	  6	H	 1	  40.00	     47.0000	Ciesielski	Diatoms                                      	               	G                 	-                       	F                        	-                      	rS                    	-                                	-                                    	-                        	R                   	-                    	-                        	-                                      	D                          	C                   	-                       	-                   	F          	-                       	-             	S                       	-                	-                	-               	F                   	-                	S                            	S               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	-                       	-                   	-                     	S                  	-                          	-                  	rVR                    	rVR                   	-                           	-                      	S                       	S                  	-                     	-                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  6	H	 2	  40.00	     48.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	-                      	-                     	-                                	-                                    	-                        	-                   	R                    	-                        	-                                      	A                          	C                   	-                       	F                   	F          	-                       	-             	S                       	rVR              	rS               	-               	C                   	-                	R                            	R               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	-                       	R                   	-                     	F                  	-                          	-                  	S                      	rVR                   	-                           	-                      	S                       	-                  	-                     	F                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  6	H	 3	  40.00	     50.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	-                      	VR                    	-                                	-                                    	-                        	R                   	S                    	R                        	-                                      	A                          	C                   	-                       	S                   	F          	-                       	-             	S                       	-                	-                	-               	F                   	-                	S                            	F               	-                    	rVR                      	-                 	-                      	rS                	-                  	-               	-                	-                       	-                   	-                     	S                  	-                          	-                  	F                      	rVR                   	-                           	-                      	F                       	-                  	-                     	F                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  6	H	 4	  40.00	     51.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	-                      	VR                    	-                                	-                                    	R                        	-                   	R                    	-                        	-                                      	A                          	C                   	-                       	S                   	C          	-                       	-             	-                       	-                	-                	-               	S                   	-                	-                            	S               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	R                       	R                   	-                     	C                  	-                          	-                  	S                      	-                     	-                           	-                      	F                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  6	H	 5	  40.00	     53.0000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	-                      	R                     	-                                	-                                    	-                        	-                   	-                    	-                        	F                                      	C                          	C                   	-                       	R                   	C          	-                       	-             	-                       	-                	-                	-               	F                   	-                	-                            	-               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	R                       	-                   	-                     	F                  	-                          	-                  	F                      	-                     	-                           	-                      	F                       	-                  	-                     	-                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  6	H	 6	  41.00	     54.5100	Ciesielski	Diatoms                                      	               	M                 	-                       	F                        	-                      	S                     	-                                	-                                    	-                        	-                   	VR                   	-                        	F                                      	C                          	C                   	-                       	F                   	C          	-                       	-             	S                       	-                	-                	-               	F                   	-                	-                            	-               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	-                       	R                   	-                     	F                  	-                          	-                  	S                      	rVR                   	-                           	-                      	F                       	-                  	-                     	F                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  7	H	 1	  39.00	     56.4900	Ciesielski	Diatoms                                      	               	M                 	VR                      	F                        	-                      	R                     	-                                	-                                    	R                        	-                   	R                    	R                        	R                                      	F                          	C                   	-                       	S                   	C          	-                       	-             	-                       	-                	-                	-               	-                   	-                	rS                           	VR              	-                    	rS                       	-                 	-                      	rA                	-                  	-               	-                	VR                      	-                   	-                     	S                  	-                          	-                  	R                      	-                     	-                           	-                      	F                       	S                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  7	H	 2	  44.00	     58.0400	Ciesielski	Diatoms                                      	               	M                 	R                       	C                        	-                      	VR                    	-                                	-                                    	-                        	-                   	S                    	-                        	R                                      	R                          	-                   	-                       	S                   	F          	-                       	-             	C                       	rVR              	-                	-               	-                   	-                	-                            	-               	rR                   	-                        	-                 	-                      	rVR               	-                  	-               	-                	-                       	R                   	S                     	R                  	-                          	-                  	C                      	-                     	-                           	-                      	F                       	-                  	-                     	S                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D. hustedtii      	              	114	 699	A	  7	H	 4	  42.00	     61.0200	Ciesielski	Diatoms                                      	               	M                 	S                       	F                        	-                      	S                     	-                                	-                                    	-                        	-                   	R                    	-                        	S                                      	F                          	-                   	-                       	S                   	F          	-                       	-             	F                       	-                	-                	-               	S                   	-                	-                            	-               	-                    	-                        	-                 	-                      	-                 	-                  	-               	-                	-                       	R                   	-                     	R                  	-                          	-                  	C                      	-                     	-                           	-                      	C                       	-                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D.hustedtii/D.lauta	              	114	 699	A	  7	H	 5	  42.00	     62.5200	Ciesielski	Diatoms                                      	               	M                 	S                       	C                        	-                      	F                     	-                                	-                                    	-                        	-                   	F                    	-                        	S                                      	R                          	-                   	-                       	S                   	C          	-                       	-             	C                       	-                	-                	-               	VR                  	-                	-                            	-               	-                    	-                        	-                 	-                      	-                 	-                  	R               	-                	VR                      	S                   	F                     	S                  	-                          	rR                 	C                      	rVR                   	-                           	-                      	F                       	-                  	-                     	F                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	D.hustedtii/D.lauta	              	114	 699	A	  8	H	 1	  40.00	     66.0000	Ciesielski	Diatoms                                      	               	M                 	VR                      	F                        	-                      	-                     	-                                	-                                    	-                        	-                   	S                    	-                        	-                                      	R                          	-                   	R                       	F                   	-          	-                       	-             	C                       	rVR              	-                	-               	-                   	-                	-                            	-               	-                    	-                        	-                 	-                      	-                 	R                  	-               	-                	-                       	-                   	-                     	R                  	C                          	F                  	D                      	C                     	-                           	-                      	C                       	F                  	-                     	C                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

  SR	                 	                 	N.denticuloides   	              	114	 699	A	  8	H	 2	  40.00	     67.5000	Ciesielski	Diatoms                                      	               	M                 	-                       	C                        	-                      	-                     	-                                	-                                    	-                        	-                   	-                    	-                        	S                                      	S                          	S                   	-                       	-                   	C          	rR                      	rVR           	-                       	rR               	-                	S               	-                   	R                	-                            	-               	-                    	-                        	S                 	C                      	-                 	-                  	-               	rVR              	-                       	-                   	-                     	-                  	S                          	R                  	A                      	-                     	R                           	rVR                    	F                       	-                  	-                     	F                  	                               	                      	from ODP Leg 114 SR Chapter 41 Table 1 p.756-757

