Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Discoaster calculosus,Sphenolithus heteromorphus,Sphenolithus abies,Reticulofenestra pseudoumbilica,Discoaster deflandrei,Cyclicargolithus floridanus,Discoaster tristellifer,Sphenolithus moriformis,Coccolithus pelagicus,Coronocyclus nitescens,Coccolithus miopelagicus,Helicosphaera obliqua,Helicosphaera intermedia,Helicosphaera carteri,Discoaster variabilis,Reticulofenestra minutula,Sphenolithus distentus,Reticulofenestra minuta,Helicosphaera granulata,Helicosphaera ampliaperta,Discoaster exilis,Pontosphaera pachymorpha,Discoaster bollii,Calcidiscus leptoporus,Catinaster coalitus,Scyphosphaera pulcherrima,Discoaster adamanteus,Discolithina sp.,Discoaster druggii,Discoaster kugleri,Discoaster sp. cf. Discoaster bellus,Discoaster brouweri,Discoaster bellus,Sphenolithus predistentus,Discoaster hamatus,Discoaster quinqueramus,Discoaster prepentaradiatus,Discoaster surculus,Discoaster berggrenii,Amaurolithus primus,Discoaster neohamatus,Amaurolithus delicatus,Discoaster pentaradiatus,Ceratolithus cristatus,Discoaster asymmetricus (grainy),Pseudoemiliania lacunosa,Calcidiscus tropicus,Gephyrocapsa spp. (small),Gephyrocapsa oceanica s.l.,Umbilicosphaera sibogae,Comment
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,116, 718,C, 58,X,CC,  24.00,    551.6600,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,R                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,T                ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,T                  ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,116, 718,C, 58,X,CC,  28.00,    551.7000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,T                                   ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN6               ,CN7           ,116, 718,C, 59,X, 1, 100.00,    561.3000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,R                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,R                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,T                  ,                         ,                     ,                ,T                 ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 59,X,CC,  28.00,    565.8000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,T                    ,                      ,                        ,                     ,                        ,                     ,T                    ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 60,X, 1,  83.00,    570.6300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 61,X,CC,  31.00,    583.1300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 62,X, 3,   5.00,    591.8500,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,T                ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 63,X,CC,  35.00,    607.9000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 64,X, 2,  74.00,    610.0400,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 66,X,CC,  15.00,    630.5900,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,T                      ,                       ,                     ,                      ,T                       ,                     ,                        ,                     ,                     ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5a              ,              ,116, 718,C, 67,X, 1,  46.00,    636.7600,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 67,X,CC,  27.00,    640.7000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,T                    ,T                          ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,T                 ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 68,X,CC,  26.00,    648.2100,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,R                              ,                     ,T                          ,T                      ,                       ,R                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,T                ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 69,X, 1,  15.00,    655.4500,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 70,X, 1, 117.00,    665.9700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,T                        ,                      ,                       ,                       ,                         ,                 ,                        ,T                ,                      ,                   ,                         ,                     ,                ,T                 ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 70,X,CC,  29.00,    666.4000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,T                    ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN5b              ,              ,116, 718,C, 71,X, 1, 133.00,    675.6300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,F                          ,R                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 71,X, 3, 145.00,    678.7500,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,F                         ,C                 ,A                              ,T                    ,                           ,T                      ,C                      ,F                    ,                      ,                        ,                     ,                        ,C                    ,R                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,R                ,                      ,                   ,                         ,                     ,T               ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 71,X, 5,  77.00,    681.0700,Gartner  ,Nannofossils                                 ,               ,                  ,F                    ,                          ,                  ,                               ,F                    ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,F                ,                      ,                   ,                         ,F                    ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 72,X, 3, 110.00,    687.9000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,                  ,C                              ,                     ,T                          ,T                      ,R                      ,R                    ,                      ,                        ,                     ,                        ,R                    ,                     ,F                        ,                      ,F                      ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 72,X, 4,  95.00,    689.2500,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,A                 ,A                              ,                     ,                           ,F                      ,                       ,F                    ,                      ,                        ,                     ,                        ,C                    ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,R                       ,                 ,F                     ,                   ,T                        ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 73,X,CC,  56.00,    698.0300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,                           ,                       ,                       ,T                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 74,X, 1,  13.00,    702.9300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,T                      ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 76,X, 1,  30.00,    722.1000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,T                 ,F                              ,                     ,T                          ,R                      ,                       ,R                    ,                      ,                        ,                     ,                        ,                     ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,T                ,                      ,T                  ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 76,X,CC,  20.00,    722.3900,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,T                      ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 77,X,CC,  36.00,    732.0300,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 78,X, 1,   7.00,    740.8700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,F                         ,                  ,                               ,                     ,C                          ,F                      ,C                      ,F                    ,                      ,                        ,                     ,                        ,                     ,                     ,F                        ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 78,X, 4,  70.00,    746.0000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,C                         ,                  ,                               ,                     ,A                          ,C                      ,C                      ,R                    ,T                     ,                        ,                     ,                        ,F                    ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 78,X,CC,  19.00,    748.3700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,C                         ,                  ,                               ,                     ,A                          ,C                      ,C                      ,F                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,T                     ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 79,X, 2,  57.00,    752.3700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,F                         ,                  ,C                              ,F                    ,F                          ,                       ,F                      ,F                    ,T                     ,                        ,                     ,                        ,F                    ,C                    ,                         ,                      ,                       ,                       ,                         ,F                ,T                       ,F                ,F                     ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 81,X, 1,  30.00,    769.6000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,T                 ,                               ,                     ,                           ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,R                ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,CN4               ,              ,116, 718,C, 81,X, 2,  30.00,    771.1000,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,                  ,                               ,                     ,                           ,                       ,                       ,T                    ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,                       ,                         ,R                ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 81,X,CC,  34.00,    772.9700,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,T                         ,                  ,                               ,                     ,T                          ,R                      ,                       ,                     ,                      ,                        ,                     ,T                       ,R                    ,                     ,                         ,                      ,                       ,                       ,R                        ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 82,X, 1, 125.00,    780.0500,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,T                              ,                     ,T                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,T                    ,                         ,                      ,                       ,                       ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,CN3               ,              ,116, 718,C, 83,X,CC,  32.00,    790.1200,Gartner  ,Nannofossils                                 ,               ,                  ,                     ,                          ,                  ,                               ,                     ,T                          ,                       ,                       ,                     ,                      ,                        ,                     ,                        ,                     ,                     ,                         ,                      ,                       ,T                      ,                         ,                 ,                        ,                 ,                      ,                   ,                         ,                     ,                ,                  ,                  ,                                    ,                   ,                 ,                         ,                  ,                       ,                           ,                   ,                     ,                   ,                     ,                      ,                        ,                      ,                                ,                        ,                    ,                         ,                          ,                       ,from ODP Leg 116 SR Chapter 15 Figure 7 p 176-181
