Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Coccolith species E,Watznaueria barnesae,Vekshinella stradnerii,Tranolithus phacelosus,Stradneria crenulata,Repagalum parvidentatum,Reinhardtites levis,Prediscosphaera stoveri,Prediscosphaera spinosa,Prediscosphaera bukryi,Prediscosphaera arkhangelskyi,Placozygus sigmoides,Placozygus fibuliformis,Neocrepidolithus watkinsii,Monomarginatus spp.,Monomarginatus pectinatus,Misceomarginatus pleniporus,Micula decussata,Lucianorhabdus cayeuxii,Kamptnerius magnificus,Gartnerago obliquum,Eiffellithus turriseiffelii,Cribrosphaerella ehrenbergii,Cretarhabdus sp. cf. C. conicus,Chiastozygus litterarius,Biscutum magnum,Biscutum dissimilis,Biscutum coronum,Biscutum constans,Arkhangelskiella specillata,Arkhangelskiella cymbiformis,Ahmuellerella octoradiata,Zeugrhabdotus pseudanthophorus,Vekshinella sp. A,Prediscosphaera intercisa,Prediscosphaera cretacea,Lapideacassis mariae,Scampanella magnifica,Lucianorhabdus arcuatus,Cretarhabdus conicus,Biscutum notaculum,Aspidolithus parcus constrictus,Teichorhabdus ethmos,Sollasites lowei,Rhagodiscus angustus,Nephrolithus corystus,Glaukolithus compactus,Eiffellithus gorkae,Calculites obscurus,Markalius inversus,Octolithus multiplus,Monomarginatus quaternarius,Cribrosphaerella daniae,Vekshinella angusta,Acuturris scotus,Nephrolithus frequens miniporus,Nephrolithus frequens,Rhombolithion rhombicum,Lithraphidites carniolensis,Lapideacassis tricornus,Broinsonia dentata,Bidiscus rotatorius,Prediscosphaera grandis,Vekshinella parma,Lithraphidites quadratus,Lapideacassis glans,Thoracosphaera spp.,Scampanella spp.,Prinsius spp.,Neocrepidolithus cohenii,Microrhabdulus decoratus,Hornibrookina sp. cf. H. teuriensis,Goniolithus fluckigeri,Glaukolithus fessus,Ericsonia subpertusa,Ellipsagelosphaera sp.,Cyclagelosphaera margerelii,Cruciplacolithus spp.,Cretarhabdus spp.,Coccolithus pelagicus,Biscutum castrorum,Cretarhabdus crenulatus,Thoracosphaera operculata,Scampanella asymmetrica,Cruciplacolithus primus,Scampanella bispinosa,Biantholithus sparsus,Thoracosphaera sp. cf. T. imperforata,Lithastrinus floralis,Cruciplacolithus tenuis,Rhagodiscus spp.,Thoracosphaera (unspecified taxon or taxa),Reinhardtites anthophorus,Prinsius (unspecified taxon or taxa),Hornbrookina (unspecified taxon or taxa),Ericsonia cava,Cruciplacolithus unspecified taxon or taxa,Scampanella wisei,Biscutum kerguelensis,Prinsius martinii,Lapideacassis blackii,Chiasmolithus danicus,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 19,R, 2, 114.00,    387.3400,Watkins  ,Nannofossils                                 ,A              ,M-G               ,                   ,                    ,R                     ,                      ,                    ,                       ,                   ,F                      ,R                      ,                      ,F                            ,R                   ,                       ,                          ,                   ,F                        ,                           ,F               ,F                      ,C                     ,F                  ,F                          ,F                           ,R                              ,                        ,               ,                   ,                ,                 ,F                          ,                            ,                         ,                              ,                 ,F                        ,F                       ,                    ,                     ,                       ,                    ,                  ,                               ,R                   ,                ,                    ,F                    ,                      ,F                  ,                   ,                  ,                    ,                           ,F                      ,                   ,                ,A                              ,C                    ,                       ,R                          ,R                      ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 19,R, 3,  54.00,    388.2400,Watkins  ,Nannofossils                                 ,A              ,G                 ,                   ,                    ,                      ,                      ,F                   ,F                      ,                   ,F                      ,F                      ,F                     ,F                            ,R                   ,                       ,R                         ,F                  ,F                        ,                           ,F               ,C                      ,F                     ,                   ,F                          ,F                           ,                               ,                        ,F              ,                   ,                ,F                ,                           ,R                           ,                         ,                              ,                 ,                         ,F                       ,                    ,                     ,                       ,                    ,                  ,                               ,                    ,                ,R                   ,                     ,                      ,F                  ,                   ,                  ,                    ,                           ,F                      ,F                  ,                ,C                              ,C                    ,                       ,                           ,                       ,R                 ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 19,R, 3, 111.00,            ,Watkins  ,Nannofossils                                 ,A              ,G                 ,R                  ,                    ,                      ,                      ,F                   ,F                      ,                   ,F                      ,R                      ,                      ,F                            ,R                   ,                       ,F                         ,F                  ,C                        ,                           ,F               ,C                      ,C                     ,F                  ,F                          ,C                           ,F                              ,R                       ,R              ,                   ,                ,R                ,F                          ,                            ,                         ,                              ,                 ,                         ,                        ,R                   ,                     ,                       ,R                   ,F                 ,                               ,R                   ,                ,                    ,F                    ,                      ,R                  ,                   ,                  ,                    ,                           ,F                      ,R                  ,R               ,A                              ,F                    ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 1,  20.00,    394.6000,Watkins  ,Nannofossils                                 ,C              ,G                 ,                   ,                    ,                      ,                      ,F                   ,F                      ,R                  ,F                      ,R                      ,                      ,F                            ,R                   ,                       ,F                         ,F                  ,F                        ,R                          ,F               ,F                      ,F                     ,F                  ,F                          ,R                           ,R                              ,                        ,F              ,                   ,                ,                 ,F                          ,                            ,R                        ,                              ,                 ,F                        ,F                       ,R                   ,                     ,                       ,F                   ,F                 ,                               ,                    ,                ,                    ,C                    ,                      ,R                  ,                   ,                  ,                    ,                           ,                       ,                   ,                ,A                              ,F                    ,R                      ,R                          ,R                      ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 1, 114.00,    395.5400,Watkins  ,Nannofossils                                 ,A              ,G                 ,                   ,                    ,                      ,                      ,F                   ,R                      ,F                  ,C                      ,R                      ,                      ,F                            ,F                   ,                       ,F                         ,F                  ,F                        ,R                          ,R               ,F                      ,A                     ,R                  ,F                          ,F                           ,F                              ,                        ,C              ,R                  ,                ,R                ,F                          ,                            ,R                        ,                              ,                 ,F                        ,F                       ,                    ,                     ,                       ,F                   ,                  ,                               ,                    ,                ,R                   ,C                    ,R                     ,R                  ,                   ,                  ,                    ,                           ,                       ,                   ,                ,C                              ,F                    ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 4,  18.00,    399.0800,Watkins  ,Nannofossils                                 ,A              ,M-G               ,                   ,R                   ,R                     ,                      ,R                   ,F                      ,F                  ,F                      ,F                      ,                      ,F                            ,F                   ,                       ,                          ,F                  ,F                        ,R                          ,F               ,F                      ,F                     ,R                  ,F                          ,F                           ,F                              ,R                       ,F              ,F                  ,                ,R                ,F                          ,                            ,                         ,                              ,                 ,F                        ,F                       ,                    ,                     ,                       ,F                   ,C                 ,                               ,                    ,                ,                    ,C                    ,                      ,R                  ,                   ,                  ,                    ,                           ,                       ,R                  ,                ,C                              ,F                    ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 4, 114.00,    400.0400,Watkins  ,Nannofossils                                 ,A              ,G                 ,                   ,                    ,                      ,                      ,F                   ,F                      ,F                  ,F                      ,F                      ,                      ,F                            ,R                   ,                       ,R                         ,R                  ,R                        ,                           ,R               ,C                      ,C                     ,F                  ,F                          ,C                           ,F                              ,R                       ,C              ,R                  ,                ,F                ,F                          ,F                           ,F                        ,                              ,                 ,F                        ,F                       ,                    ,                     ,F                      ,F                   ,                  ,                               ,                    ,                ,                    ,C                    ,                      ,R                  ,                   ,                  ,                    ,                           ,                       ,                   ,                ,F                              ,F                    ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 5,  20.00,    400.6000,Watkins  ,Nannofossils                                 ,C              ,M                 ,                   ,F                   ,                      ,                      ,F                   ,C                      ,F                  ,F                      ,F                      ,                      ,F                            ,F                   ,                       ,F                         ,F                  ,R                        ,                           ,R               ,F                      ,F                     ,                   ,F                          ,F                           ,                               ,R                       ,F              ,F                  ,                ,R                ,F                          ,F                           ,F                        ,                              ,                 ,F                        ,R                       ,                    ,                     ,F                      ,F                   ,                  ,                               ,                    ,                ,                    ,F                    ,F                     ,R                  ,                   ,                  ,                    ,                           ,                       ,                   ,                ,R                              ,F                    ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 20,R, 5,  94.00,    401.3400,Watkins  ,Nannofossils                                 ,C              ,G                 ,                   ,F                   ,                      ,                      ,                    ,C                      ,F                  ,F                      ,                       ,F                     ,F                            ,F                   ,                       ,                          ,F                  ,F                        ,                           ,                ,C                      ,F                     ,F                  ,F                          ,                            ,                               ,R                       ,F              ,F                  ,                ,                 ,F                          ,R                           ,F                        ,                              ,                 ,                         ,F                       ,                    ,R                    ,                       ,F                   ,                  ,                               ,                    ,R               ,R                   ,F                    ,R                     ,R                  ,                   ,                  ,R                   ,                           ,F                      ,R                  ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 21,R, 1,  32.00,    404.3200,Watkins  ,Nannofossils                                 ,C              ,G                 ,                   ,                    ,                      ,                      ,F                   ,F                      ,F                  ,F                      ,R                      ,                      ,F                            ,R                   ,                       ,                          ,F                  ,R                        ,                           ,R               ,F                      ,F                     ,F                  ,F                          ,C                           ,F                              ,R                       ,F              ,R                  ,                ,                 ,F                          ,F                           ,F                        ,                              ,                 ,F                        ,F                       ,R                   ,                     ,F                      ,F                   ,R                 ,                               ,                    ,R               ,                    ,C                    ,F                     ,R                  ,R                  ,                  ,                    ,                           ,                       ,R                  ,R               ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 21,R, 1, 114.00,    405.1400,Watkins  ,Nannofossils                                 ,C              ,G                 ,                   ,                    ,                      ,R                     ,R                   ,F                      ,C                  ,                       ,R                      ,                      ,C                            ,R                   ,                       ,F                         ,F                  ,                         ,F                          ,F               ,C                      ,F                     ,F                  ,F                          ,F                           ,F                              ,R                       ,F              ,R                  ,                ,                 ,F                          ,                            ,F                        ,                              ,                 ,R                        ,F                       ,                    ,                     ,F                      ,R                   ,                  ,                               ,                    ,R               ,                    ,C                    ,                      ,F                  ,                   ,                  ,                    ,                           ,                       ,R                  ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 21,R, 1, 128.00,    405.2800,Watkins  ,Nannofossils                                 ,C              ,M-G               ,                   ,R                   ,                      ,                      ,R                   ,F                      ,F                  ,F                      ,F                      ,                      ,F                            ,R                   ,F                      ,                          ,F                  ,F                        ,F                          ,F               ,C                      ,C                     ,F                  ,F                          ,F                           ,R                              ,                        ,F              ,                   ,                ,F                ,F                          ,R                           ,F                        ,                              ,R                ,R                        ,F                       ,                    ,R                    ,                       ,F                   ,F                 ,                               ,                    ,                ,                    ,F                    ,R                     ,                   ,R                  ,                  ,R                   ,R                          ,F                      ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 22,R, 1,  20.00,    413.8000,Watkins  ,Nannofossils                                 ,C              ,M-G               ,                   ,                    ,                      ,R                     ,F                   ,C                      ,C                  ,                       ,F                      ,                      ,F                            ,F                   ,                       ,F                         ,F                  ,F                        ,F                          ,F               ,C                      ,F                     ,F                  ,F                          ,F                           ,F                              ,                        ,F              ,                   ,F               ,F                ,F                          ,                            ,F                        ,                              ,                 ,F                        ,F                       ,R                   ,                     ,F                      ,F                   ,                  ,                               ,                    ,                ,                    ,F                    ,R                     ,R                  ,                   ,R                 ,                    ,                           ,                       ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 22,R, 1,  82.00,    414.4200,Watkins  ,Nannofossils                                 ,C              ,M                 ,                   ,R                   ,R                     ,                      ,R                   ,F                      ,R                  ,F                      ,F                      ,                      ,F                            ,F                   ,                       ,R                         ,F                  ,F                        ,F                          ,F               ,C                      ,F                     ,F                  ,F                          ,F                           ,R                              ,F                       ,F              ,R                  ,?               ,R                ,                           ,                            ,F                        ,                              ,                 ,F                        ,F                       ,                    ,R                    ,                       ,R                   ,                  ,                               ,F                   ,                ,                    ,                     ,                      ,                   ,R                  ,                  ,                    ,                           ,                       ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 23,W, 1,  26.00,    423.5600,Watkins  ,Nannofossils                                 ,C              ,G                 ,                   ,                    ,R                     ,                      ,F                   ,F                      ,R                  ,                       ,R                      ,                      ,F                            ,F                   ,                       ,R                         ,F                  ,F                        ,F                          ,F               ,C                      ,F                     ,F                  ,F                          ,F                           ,F                              ,                        ,F              ,                   ,F               ,                 ,F                          ,                            ,F                        ,                              ,                 ,F                        ,F                       ,                    ,                     ,                       ,F                   ,F                 ,                               ,R                   ,R               ,R                   ,R                    ,F                     ,R                  ,                   ,                  ,                    ,                           ,                       ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 24,R, 1,  20.00,    442.8000,Watkins  ,Nannofossils                                 ,A              ,G                 ,                   ,                    ,F                     ,F                     ,F                   ,C                      ,R                  ,                       ,F                      ,                      ,F                            ,F                   ,                       ,F                         ,F                  ,F                        ,F                          ,F               ,A                      ,F                     ,F                  ,F                          ,F                           ,F                              ,                        ,F              ,R                  ,F               ,                 ,F                          ,R                           ,R                        ,                              ,R                ,F                        ,F                       ,R                   ,R                    ,F                      ,R                   ,F                 ,F                              ,                    ,                ,                    ,                     ,                      ,                   ,                   ,                  ,                    ,                           ,                       ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Maestrichtian    ,                 ,                  ,              ,120, 750,A, 25,R, 1,  17.00,    452.4700,Watkins  ,Nannofossils                                 ,C              ,M                 ,                   ,F                   ,R                     ,R                     ,R                   ,F                      ,F                  ,C                      ,F                      ,F                     ,F                            ,R                   ,R                      ,F                         ,                   ,F                        ,F                          ,R               ,C                      ,F                     ,F                  ,F                          ,F                           ,F                              ,R                       ,F              ,                   ,F               ,C                ,F                          ,R                           ,F                        ,R                             ,R                ,F                        ,F                       ,R                   ,                     ,                       ,                    ,                  ,                               ,                    ,                ,                    ,                     ,                      ,                   ,                   ,                  ,                    ,                           ,                       ,                   ,                ,                               ,                     ,                       ,                           ,                       ,                  ,                   ,                       ,                 ,                        ,                   ,                   ,                ,             ,                        ,                        ,                                   ,                      ,                   ,                    ,                      ,                           ,                     ,                 ,                     ,                  ,                       ,                         ,                       ,                       ,                     ,                     ,                                     ,                     ,                       ,                ,                                          ,                         ,                                    ,                                        ,              ,                                          ,                 ,                     ,                 ,                     ,                     ,from ODP Leg 120 Vol 1 Chapter 21 Table 3 p 354-356
