genus species name,pbdb_taxon_id,checked,pbdb_taxon_name,pbdb_taxon_rank,species_taxon_id,species_taxon_name,genus_taxon_id,genus_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
Cymbaloporella taballaeformis,,True,,,,,,,,,,,,,,,,,,
Cystammina pauciloculata,,True,,,,,,,,,,,,,,,,,,
Dentalina advena,,True,,,,,,,,,,,,,,,,,,
Dentalina ariena,,True,,,,,,,,,,,,,,,,,,
Dentalina bradyensis,,True,,,,,,,,,,,,,,,,,,
Dentalina filiformis,,True,,,,,,,,,,,,,,,,,,
Dentalina communis,,True,,,,,,,,,,,,,,,,,,
Dentalina flintii,,True,,,,,,,,,,,,,,,,,,
Dentalina inornata,,True,,,,,,,,,,,,,,,,,,
Dentalina intorta,,True,,,,,,,,,,,,,,,,,,
Dentalina subemaciata,,True,,,,,,,,,,,,,,,,,,
Dentalina subsoluta,,True,,,,,,,,,,,,,,,,,,
Discanomalina coronata,,True,,,,,,,,,,,,,,,,,,
Discanomalina semipunctata,,True,,,,,,,,,,,,,,,,,,
Discorbinella bertheloti,241475,True,Discorbinella bertheloti,species,241475,Discorbinella bertheloti,1284,Discorbinella,241473,Discorbinellidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Discorbis dimidiatus,,True,,,,,,,,,,,,,,,,,,
Dorothia bradyana,,True,,,,,,,,,,,,,,,,,,
Dorothia brevis,,True,,,,,,,,,,,,,,,,,,
Dorothia bulleta,,True,,,,,,,,,,,,,,,,,,
Dorothia elongata,,True,,,,,,,,,,,,,,,,,,
Dorothia exilis,,True,,,,,,,,,,,,,,,,,,
Dorothia goesi,,True,,,,,,,,,,,,,,,,,,
Dorothia oxycona,,True,,,,,,,,,,,,,,,,,,
Dorothia trochoides,,True,,,,,,,,,,,,,,,,,,
Dorothia biformis,,True,,,,,,,,,,,,,,,,,,
Echigoina hataii,,True,,,,,,,,,,,,,,,,,,
Eggerella advena,,True,,,,,,,,,,,,,,,,,,
Eggerella bradyi,,True,,,,,,,,,,,,,,,,,,
Eggerella columna,,True,,,,,,,,,,,,,,,,,,
Eggerella decepta,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina bicornis,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina carinata,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina glabra,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina histrix,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina marwicki,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina pacifica,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina pupa,,True,,,,,,,,,,,,,,,,,,
Ehrenbergina trigona,,True,,,,,,,,,,,,,,,,,,
Eilohedra rotunda,,True,,,,,,,,,,,,,,,,,,
Eilohedra vitrea,,True,,,,,,,,,,,,,,,,,,
Elphidium craticulatum,,True,,,,,,,,,,,,,,,,,,
Ellipsodimorphina macrocephala,,True,,,,,,,,,,,,,,,,,,
Elongobula parallela,,True,,,,,,,,,,,,,,,,,,
Elphidium aculeatum,,True,,,,,,,,,,,,,,,,,,
Elphidium advenum,241520,True,Elphidium advenum,species,241520,Elphidium advenum,1342,Elphidium,82206,Elphidiidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Elphidium jenseni,,True,,,,,,,,,,,,,,,,,,
Elphidium charlottensis,,True,,,,,,,,,,,,,,,,,,
Elphidium crispum,,True,,,,,,,,,,,,,,,,,,
Elphidium excavatum,,True,,,,,,,,,,,,,,,,,,
Elphidium hampdenense,,True,,,,,,,,,,,,,,,,,,
Elphidium macellum,,True,,,,,,,,,,,,,,,,,,
Elphidium magellanicum,,True,,,,,,,,,,,,,,,,,,
Elphidium novozealandicum,,True,,,,,,,,,,,,,,,,,,
Elphidium saginatum,,True,,,,,,,,,,,,,,,,,,
Epistominella exigua,,True,,,,,,,,,,,,,,,,,,
Epistominella pacifica,,True,,,,,,,,,,,,,,,,,,
Epistominella pulchella,,True,,,,,,,,,,,,,,,,,,
Epistominella smithi,,True,,,,,,,,,,,,,,,,,,
Epistominella umbonifera,,True,,,,,,,,,,,,,,,,,,
Epistominella vitrea,,True,,,,,,,,,,,,,,,,,,
Eponides concinnus,,True,,,,,,,,,,,,,,,,,,
Eponides regularis,,True,,,,,,,,,,,,,,,,,,
Eponides repandus,,True,,,,,,,,,,,,,,,,,,
Eubuliminella exilis,,True,,,,,,,,,,,,,,,,,,
Euloxostomum pseudobeyrichi,,True,,,,,,,,,,,,,,,,,,
Eusphaeroidina inflata,,True,,,,,,,,,,,,,,,,,,
Euuvigerina bortotara,,True,,,,,,,,,,,,,,,,,,
Euuvigerina peregrina,,True,,,,,,,,,,,,,,,,,,
Euuvigerina pliozea,,True,,,,,,,,,,,,,,,,,,
Euuvigerina wanzea,,True,,,,,,,,,,,,,,,,,,
Favocassidulina favus,,True,,,,,,,,,,,,,,,,,,
Favocassidulina spinifer,,True,,,,,,,,,,,,,,,,,,
Favocassidulina subfavus,,True,,,,,,,,,,,,,,,,,,
Fissurina alveolata,,True,,,,,,,,,,,,,,,,,,
Fissurina radiata,,True,,,,,,,,,,,,,,,,,,
Fissurina staphyllearia,,True,,,,,,,,,,,,,,,,,,
Fissurina cucullata,,True,,,,,,,,,,,,,,,,,,
Fissurina formosa,,True,,,,,,,,,,,,,,,,,,
Fissurina lucida,202142,True,Fissurina lucida,species,202142,Fissurina lucida,1439,Fissurina,155901,Ellipsolagenidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Fissurina marginata,,True,,,,,,,,,,,,,,,,,,
Fissurina orbignyana,,True,,,,,,,,,,,,,,,,,,
Fissurina semimarginata,,True,,,,,,,,,,,,,,,,,,
Fissurina wiesneri,,True,,,,,,,,,,,,,,,,,,
Frondicularia bulla,,True,,,,,,,,,,,,,,,,,,
Frondicularia sagittula,,True,,,,,,,,,,,,,,,,,,
Fursenkoina acuta,203686,True,Fursenkoina acuta,species,203686,Fursenkoina acuta,1460,Fursenkoina,241030,Fursenkoinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Fursenkoina bradyi,,True,,,,,,,,,,,,,,,,,,
Fursenkoina complanata,,True,,,,,,,,,,,,,,,,,,
Fursenkoina fusiformis,,True,,,,,,,,,,,,,,,,,,
Fursenkoina schreibersiana,,True,,,,,,,,,,,,,,,,,,
Fursenkoina seminuda,,True,,,,,,,,,,,,,,,,,,
Fursenkoina texturata,,True,,,,,,,,,,,,,,,,,,
Gaudryina convexa,,True,,,,,,,,,,,,,,,,,,
Gaudryina pyramidata,,True,,,,,,,,,,,,,,,,,,
Gaudryina retusa,,True,,,,,,,,,,,,,,,,,,
Gaudryina whangaia,,True,,,,,,,,,,,,,,,,,,
Gavelinella becarriformis,,True,,,,,,,,,,,,,,,,,,
Gavelinella ammonoides,,True,,,,,,,,,,,,,,,,,,
Gavelinella stellula,,True,,,,,,,,,,,,,,,,,,
Gavelinella complanata,,True,,,,,,,,,,,,,,,,,,
Gavelinella hyphalus,,True,,,,,,,,,,,,,,,,,,
Gavelinopsis lobatulus,,True,,,,,,,,,,,,,,,,,,
Gavelinopsis praegeri,,True,,,,,,,,,,,,,,,,,,
Glabratella patelliformis,,True,,,,,,,,,,,,,,,,,,
Glandulina laevigata,352102,True,Nodosaria (Glandulina) laevigata,species,352102,Nodosaria (Glandulina) laevigata,1492,Glandulina,86623,Glandulinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Glandulina ovula,,True,,,,,,,,,,,,,,,,,,
Globobulimina affinis,,True,,,,,,,,,,,,,,,,,,
Globobulimina auriculata,,True,,,,,,,,,,,,,,,,,,
Globobulimina ovata,,True,,,,,,,,,,,,,,,,,,
Globobulimina pacifica,354869,True,Globobulimina pacifica,species,354869,Globobulimina pacifica,1512,Globobulimina,103766,Buliminidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Globobulimina pupoides,,True,,,,,,,,,,,,,,,,,,
Globobulimina spinescens,,True,,,,,,,,,,,,,,,,,,
Globobulimina turgida,,True,,,,,,,,,,,,,,,,,,
Globocassidulina biora,,True,,,,,,,,,,,,,,,,,,
Globocassidulina crassa,,True,,,,,,,,,,,,,,,,,,
Globocassidulina globosa,,True,,,,,,,,,,,,,,,,,,
Globocassidulina moluccensis,,True,,,,,,,,,,,,,,,,,,
Globocassidulina oblonga,,True,,,,,,,,,,,,,,,,,,
Globocassidulina obtusa,,True,,,,,,,,,,,,,,,,,,
Globocassidulina pseudocrassa,,True,,,,,,,,,,,,,,,,,,
Globocassidulina punctata,,True,,,,,,,,,,,,,,,,,,
Globocassidulina subglobosa,,True,,,,,,,,,,,,,,,,,,
Globorotalites conicus,,True,,,,,,,,,,,,,,,,,,
Globulina gibba,,True,,,,,,,,,,,,,,,,,,
Glomospira charoides,,True,,,,,,,,,,,,,,,,,,
Glomospira gordialis,,True,,,,,,,,,,,,,,,,,,
Glomospira irregularis,,True,,,,,,,,,,,,,,,,,,
Guttulina communis,,True,,,,,,,,,,,,,,,,,,
Guttulina yabei,,True,,,,,,,,,,,,,,,,,,
Gyroidina broeckhiana,,True,,,,,,,,,,,,,,,,,,
Gyroidina gemma,,True,,,,,,,,,,,,,,,,,,
Gyroidina neosoldanii,,True,,,,,,,,,,,,,,,,,,
Gyroidina orbicularis,355077,True,Gyroidina orbicularis,species,355077,Gyroidina orbicularis,1566,Gyroidina,103768,Rotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Gyroidina zealandica,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides altiformis,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides allani,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides beisseli,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides depressus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides girardanus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides globosus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides lenticulus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides neosoldanii,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides nitidus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides orbicularis,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides planulatus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides primitivus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides soldanii,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides subangulatus,,True,,,,,,,,,,,,,,,,,,
Gyroidinoides zelandicus,,True,,,,,,,,,,,,,,,,,,
Hanzawaia ammophila,,True,,,,,,,,,,,,,,,,,,
Hanzawaia bertheloti,,True,,,,,,,,,,,,,,,,,,
Hanzawaia complanata,,True,,,,,,,,,,,,,,,,,,
Hanzawaia concentrica,,True,,,,,,,,,,,,,,,,,,
Hanzawaia mantaensis,,True,,,,,,,,,,,,,,,,,,
Hanzawaia rhodiensis,,True,,,,,,,,,,,,,,,,,,
Hanzawaia turgida,,True,,,,,,,,,,,,,,,,,,
Haplophragmoides chapmani,,True,,,,,,,,,,,,,,,,,,
Haplophragmoides suborbicularis,,True,,,,,,,,,,,,,,,,,,
Haplophragmoides walteri,154104,True,Haplophragmoides walteri,species,154104,Haplophragmoides walteri,1586,Haplophragmoides,103761,Haplophragmoiidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Hauerinella inconstans,,True,,,,,,,,,,,,,,,,,,
Haynesina depressula,,True,,,,,,,,,,,,,,,,,,
Heronallenia polita,,True,,,,,,,,,,,,,,,,,,
Heronallenia lingulata,,True,,,,,,,,,,,,,,,,,,
Heterolepa bradyi,,True,,,,,,,,,,,,,,,,,,
Hoeglundina elegans,,True,,,,,,,,,,,,,,,,,,
Hopkinsina mioindex,,True,,,,,,,,,,,,,,,,,,
Hormosina trinitatensis,,True,,,,,,,,,,,,,,,,,,
Hormosina velascoensis,,True,,,,,,,,,,,,,,,,,,
Hyalinea balthica,,True,,,,,,,,,,,,,,,,,,
Hyalinonetrion gracillimum,,True,,,,,,,,,,,,,,,,,,
Hyperammina friabilis,,True,,,,,,,,,,,,,,,,,,
Hyperammina laevigata,,True,,,,,,,,,,,,,,,,,,
Islandiella australis,,True,,,,,,,,,,,,,,,,,,
Islandiella norcrossi,,True,,,,,,,,,,,,,,,,,,
Kalamopsis grzybowskii,,True,,,,,,,,,,,,,,,,,,
Karreria fallax,,True,,,,,,,,,,,,,,,,,,
Karreriella baccata,,True,,,,,,,,,,,,,,,,,,
Karreriella bradyi,,True,,,,,,,,,,,,,,,,,,
Karreriella chapapotensis,,True,,,,,,,,,,,,,,,,,,
Karreriella chilostoma,,True,,,,,,,,,,,,,,,,,,
Karreriella cylindrica,,True,,,,,,,,,,,,,,,,,,
Karreriella novozealandica,153319,True,Karreriella novozealandica,species,153319,Karreriella novozealandica,1702,Karreriella,103762,Valvulinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Karreriella parkerae,,True,,,,,,,,,,,,,,,,,,
Karreriella subglabra,,True,,,,,,,,,,,,,,,,,,
Karrerulina aegra,,True,,,,,,,,,,,,,,,,,,
Karrerulina coniformis,,True,,,,,,,,,,,,,,,,,,
Laevidentalina advena,,True,,,,,,,,,,,,,,,,,,
Laevidentalina aphelis,,True,,,,,,,,,,,,,,,,,,
Laevidentalina communis,,True,,,,,,,,,,,,,,,,,,
Laevidentalina inflexa,,True,,,,,,,,,,,,,,,,,,
Lagena caudata,,True,,,,,,,,,,,,,,,,,,
Lagena elongata,,True,,,,,,,,,,,,,,,,,,
Lagena gracilis,,True,,,,,,,,,,,,,,,,,,
Lagena hispidula,,True,,,,,,,,,,,,,,,,,,
Lagena laevis,,True,,,,,,,,,,,,,,,,,,
Lagena meridionalis,,True,,,,,,,,,,,,,,,,,,
Lagena nebulosa,,True,,,,,,,,,,,,,,,,,,
Lagena semistriata,202017,True,Lagena semistriata,species,202017,Lagena semistriata,1739,Lagena,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,429322,Nodosariida,428875,Nodosariata,,
Lagena striata,202015,True,Lagena striata,species,202015,Lagena striata,1739,Lagena,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,429322,Nodosariida,428875,Nodosariata,,
Lagena sulcata,202337,True,Lagena sulcata,species,202337,Lagena sulcata,1739,Lagena,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,429322,Nodosariida,428875,Nodosariata,,
Lamarckina novozealandica,,True,,,,,,,,,,,,,,,,,,
Latibolivina reticulata,,True,,,,,,,,,,,,,,,,,,
Laticarinina pauperata,,True,,,,,,,,,,,,,,,,,,
Lenticulina adenalensis,,True,,,,,,,,,,,,,,,,,,
Lenticulina gibba,,True,,,,,,,,,,,,,,,,,,
Lenticulina iota,,True,,,,,,,,,,,,,,,,,,
Lenticulina mamilligera,,True,,,,,,,,,,,,,,,,,,
Lenticulina orbicularis,,True,,,,,,,,,,,,,,,,,,
Lenticulina peregrina,,True,,,,,,,,,,,,,,,,,,
Lenticulina rotulata,350324,True,Lenticulina rotulata,species,350324,Lenticulina rotulata,1763,Lenticulina,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,429322,Nodosariida,428875,Nodosariata,,
Liebusella soldanii,,True,,,,,,,,,,,,,,,,,,
Lingulina seminuda,,True,,,,,,,,,,,,,,,,,,
Lobatula lobatula,,True,,,,,,,,,,,,,,,,,,
Loxostomina major,,True,,,,,,,,,,,,,,,,,,
Loxostomum karrerianum,,True,,,,,,,,,,,,,,,,,,
Loxostomum limonense,,True,,,,,,,,,,,,,,,,,,
Loxostomum pseudobeyrichi,,True,,,,,,,,,,,,,,,,,,
Loxostomum truncatum,,True,,,,,,,,,,,,,,,,,,
Marginulina obesa,,True,,,,,,,,,,,,,,,,,,
Marginulinopsis stephensoni,,True,,,,,,,,,,,,,,,,,,
Marssonella trochoides,,True,,,,,,,,,,,,,,,,,,
Martinottiella communis,413802,True,Martinottiella communis,species,413802,Martinottiella communis,1817,Martinottiella,103762,Valvulinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Martinottiella nodulosa,,True,,,,,,,,,,,,,,,,,,
Martinottiella hosoyaensis,,True,,,,,,,,,,,,,,,,,,
Matanzia varians,,True,,,,,,,,,,,,,,,,,,
Melonis affine,,True,,,,,,,,,,,,,,,,,,
Melonis affinis,,True,,,,,,,,,,,,,,,,,,
Melonis barleeanum,241505,True,Melonis barleeanum,species,241505,Melonis barleeanum,1836,Melonis,82211,Nonionidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Melonis maorica,,True,,,,,,,,,,,,,,,,,,
Melonis nicobarense,,True,,,,,,,,,,,,,,,,,,
Melonis pacificus,,True,,,,,,,,,,,,,,,,,,
Melonis pompilioides,,True,,,,,,,,,,,,,,,,,,
Melonis soldanii,,True,,,,,,,,,,,,,,,,,,
Melonis sphaeroides,,True,,,,,,,,,,,,,,,,,,
Migros flintii,,True,,,,,,,,,,,,,,,,,,
Miliammina arenacea,,True,,,,,,,,,,,,,,,,,,
Miliammina echigoensis,,True,,,,,,,,,,,,,,,,,,
Miliolinella oceanica,,True,,,,,,,,,,,,,,,,,,
Miliolinella subrotunda,240855,True,Miliolinella subrotunda,species,240855,Miliolinella subrotunda,1852,Miliolinella,155936,Hauerinidae,288974,Foraminifera,212476,Rhizaria,256604,Miliolida,428719,Tubothalamea,,
Mucronina acuta,,True,,,,,,,,,,,,,,,,,,
Mucronina compressa,,True,,,,,,,,,,,,,,,,,,
Myllostomella costai,,True,,,,,,,,,,,,,,,,,,
Myllostomella fijiensis,,True,,,,,,,,,,,,,,,,,,
Myllostomella huygaensis,,True,,,,,,,,,,,,,,,,,,
Neobulimina canadaensis,,True,,,,,,,,,,,,,,,,,,
Neoeponides campester,,True,,,,,,,,,,,,,,,,,,
Neoeponides hillebrandti,,True,,,,,,,,,,,,,,,,,,
Neoeponides margaritifer,,True,,,,,,,,,,,,,,,,,,
Neoeponides procerus,,True,,,,,,,,,,,,,,,,,,
Neoflabellina semireticulata,,True,,,,,,,,,,,,,,,,,,
Neogloboquadrina humerosa,402488,True,Neogloboquadrina humerosa,species,402488,Neogloboquadrina humerosa,1917,Neogloboquadrina,82192,Globorotaliidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Neolenticulina variabilis,,True,,,,,,,,,,,,,,,,,,
Nodosarella robusta,,True,,,,,,,,,,,,,,,,,,
Nodosaria albatrossi,,True,,,,,,,,,,,,,,,,,,
Nodosaria aspera,,True,,,,,,,,,,,,,,,,,,
Nodosaria longiscata,153343,True,Nodosaria longiscata,species,153343,Nodosaria longiscata,1952,Nodosaria,82197,Nodosariidae,288974,Foraminifera,212476,Rhizaria,429322,Nodosariida,428875,Nodosariata,,
Nodosaria velascoensis,,True,,,,,,,,,,,,,,,,,,
Nonion commune,,True,,,,,,,,,,,,,,,,,,
Nonion germanicus,,True,,,,,,,,,,,,,,,,,,
Nonion havanense,,True,,,,,,,,,,,,,,,,,,
Nonion japonicum,,True,,,,,,,,,,,,,,,,,,
Nonionella basispinata,,True,,,,,,,,,,,,,,,,,,
Nonionella bradii,,True,,,,,,,,,,,,,,,,,,
Nonionella flemingi,,True,,,,,,,,,,,,,,,,,,
Nonionella globosa,,True,,,,,,,,,,,,,,,,,,
Nonionella iridea,,True,,,,,,,,,,,,,,,,,,
Nonionella labradorica,,True,,,,,,,,,,,,,,,,,,
Nonionella pulchella,,True,,,,,,,,,,,,,,,,,,
Nonionella stella,,True,,,,,,,,,,,,,,,,,,
Nonionella turgida,,True,,,,,,,,,,,,,,,,,,
Nonionellina labradorica,,True,,,,,,,,,,,,,,,,,,
Nonionoides grateloupi,,True,,,,,,,,,,,,,,,,,,
Nothia excelsa,,True,,,,,,,,,,,,,,,,,,
Notoplanulina rakauraoana,,True,,,,,,,,,,,,,,,,,,
Notorotalia briggsi,,True,,,,,,,,,,,,,,,,,,
Notorotalia finlayi,,True,,,,,,,,,,,,,,,,,,
Notorotalia kingmai,,True,,,,,,,,,,,,,,,,,,
Notorotalia uttleyi,,True,,,,,,,,,,,,,,,,,,
Notorotalia zelandica,,True,,,,,,,,,,,,,,,,,,
Nuttallides carinotruempyi,,True,,,,,,,,,,,,,,,,,,
Nuttallides florialis,,True,,,,,,,,,,,,,,,,,,
Nuttallides umbonifera,,True,,,,,,,,,,,,,,,,,,
Nuttallides truempyi,,True,,,,,,,,,,,,,,,,,,
Nuttallinella florealis,,True,,,,,,,,,,,,,,,,,,
Oolina globosa,,True,,,,,,,,,,,,,,,,,,
Oolina laevigata,,True,,,,,,,,,,,,,,,,,,
Oolina melo,,True,,,,,,,,,,,,,,,,,,
Operculina ammonoides,,True,,,,,,,,,,,,,,,,,,
Operculina complanata,,True,,,,,,,,,,,,,,,,,,
Operculinella venosa,,True,,,,,,,,,,,,,,,,,,
Ophthalmidium circularis,,True,,,,,,,,,,,,,,,,,,
Oridorsalis tener,,True,,,,,,,,,,,,,,,,,,
Oridorsalis umbonatus,,True,,,,,,,,,,,,,,,,,,
Orthomorphina jedlitschkai,,True,,,,,,,,,,,,,,,,,,
Orthomorphina challengeriana,,True,,,,,,,,,,,,,,,,,,
Orthomorphina perversa,,True,,,,,,,,,,,,,,,,,,
Osangularia bengalensis,,True,,,,,,,,,,,,,,,,,,
Osangularia schoenbachi,,True,,,,,,,,,,,,,,,,,,
Osangularia culter,,True,,,,,,,,,,,,,,,,,,
Osangularia plummerae,,True,,,,,,,,,,,,,,,,,,
Osangularia velascoensis,,True,,,,,,,,,,,,,,,,,,
Paragloborotalia incognita,,True,,,,,,,,,,,,,,,,,,
Paralabamina elevata,,True,,,,,,,,,,,,,,,,,,
Paralabamina hillebrandti,,True,,,,,,,,,,,,,,,,,,
Parasorites orbitolitoides,,True,,,,,,,,,,,,,,,,,,
Parvicarinina alticamerata,,True,,,,,,,,,,,,,,,,,,
Patellina antarctica,,True,,,,,,,,,,,,,,,,,,
Patellinella corrugata,,True,,,,,,,,,,,,,,,,,,
Pavonina flabelliformis,,True,,,,,,,,,,,,,,,,,,
Peneroplis pertusus,,True,,,,,,,,,,,,,,,,,,
Peneroplis planatus,,True,,,,,,,,,,,,,,,,,,
Planctostoma luculenta,,True,,,,,,,,,,,,,,,,,,
Planispirinoides bucculentus,,True,,,,,,,,,,,,,,,,,,
Planoglabratella opercularis,,True,,,,,,,,,,,,,,,,,,
Planorbulina mediterranensis,241486,True,Planorbulina mediterranensis,species,241486,Planorbulina mediterranensis,2144,Planorbulina,112322,Planorbulinidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Planorbulinella larvata,,True,,,,,,,,,,,,,,,,,,
Planorbulinella zelandica,,True,,,,,,,,,,,,,,,,,,
Planularia australis,,True,,,,,,,,,,,,,,,,,,
Planularia gemmata,,True,,,,,,,,,,,,,,,,,,
Planulina ariminensis,,True,,,,,,,,,,,,,,,,,,
Planulina dohertyi,,True,,,,,,,,,,,,,,,,,,
Planulina exorna,,True,,,,,,,,,,,,,,,,,,
Planulina ornata,,True,,,,,,,,,,,,,,,,,,
Planulina renzi,,True,,,,,,,,,,,,,,,,,,
Planulina subtenuissima,,True,,,,,,,,,,,,,,,,,,
Planulina wuellerstorfi,,True,,,,,,,,,,,,,,,,,,
Plectofrondicularia advena,,True,,,,,,,,,,,,,,,,,,
Plectofrondicularia kerni,354841,True,Plectofrondicularia kerni,species,354841,Plectofrondicularia kerni,2154,Plectofrondicularia,430617,Plectofrondiculariidae,288974,Foraminifera,212476,Rhizaria,429590,Polymorphinida,428875,Nodosariata,,
Plectofrondicularia lirata,,True,,,,,,,,,,,,,,,,,,
Plectofrondicularia proparri,,True,,,,,,,,,,,,,,,,,,
Plectofrondicularia vaughni,,True,,,,,,,,,,,,,,,,,,
Pleurostomella acuminata,,True,,,,,,,,,,,,,,,,,,
Pleurostomella acuta,,True,,,,,,,,,,,,,,,,,,
Pleurostomella alternans,113297,True,Pleurostomella alternans,species,113297,Pleurostomella alternans,2162,Pleurostomella,155922,Pleurostomellidae,288974,Foraminifera,212476,Rhizaria,,,,,,
Pleurostomella brevis,,True,,,,,,,,,,,,,,,,,,
Pleurostomella cylindrica,,True,,,,,,,,,,,,,,,,,,
Pleurostomella paleocenica,,True,,,,,,,,,,,,,,,,,,
Pleurostomella recens,,True,,,,,,,,,,,,,,,,,,
Pleurostomella subnodosa,,True,,,,,,,,,,,,,,,,,,
Pleurostomella tenuis,,True,,,,,,,,,,,,,,,,,,
Poroeponides lateralis,,True,,,,,,,,,,,,,,,,,,
Praebulimina ovulum,,True,,,,,,,,,,,,,,,,,,
Praeglobobulimina spinescens,,True,,,,,,,,,,,,,,,,,,
Praeglobobulimina ovata,,True,,,,,,,,,,,,,,,,,,
Praeglobobulimina pupoides,,True,,,,,,,,,,,,,,,,,,
Praesphaerammina gerochi,,True,,,,,,,,,,,,,,,,,,
Procerolagena gracilis,,True,,,,,,,,,,,,,,,,,,
Procerolagena gracillima,,True,,,,,,,,,,,,,,,,,,
Proxifrons inaequalis,,True,,,,,,,,,,,,,,,,,,
Psammosiphonella cylindrica,,True,,,,,,,,,,,,,,,,,,
Pseudoclavulina anglica,,True,,,,,,,,,,,,,,,,,,
Pseudoclavulina juncea,,True,,,,,,,,,,,,,,,,,,
Pseudoglandulina glanduliniformis,,True,,,,,,,,,,,,,,,,,,
Pseudonodosaria obesa,,True,,,,,,,,,,,,,,,,,,
Pseudononion auricula,,True,,,,,,,,,,,,,,,,,,
Pseudoparrella exigua,,True,,,,,,,,,,,,,,,,,,
Pseudorotalia globosa,,True,,,,,,,,,,,,,,,,,,
Pseudorotalia indopacifica,,True,,,,,,,,,,,,,,,,,,
Pseudorotalia schroetiana,,True,,,,,,,,,,,,,,,,,,
Pullenia bulloides,,True,,,,,,,,,,,,,,,,,,
Pullenia jarvisis,,True,,,,,,,,,,,,,,,,,,
Pullenia coryelli,,True,,,,,,,,,,,,,,,,,,
Pullenia elegans,,True,,,,,,,,,,,,,,,,,,
Pullenia jarvisi,,True,,,,,,,,,,,,,,,,,,
Pullenia marssoni,,True,,,,,,,,,,,,,,,,,,
Pullenia quinqueloba,355102,True,Pullenia quinqueloba,species,355102,Pullenia quinqueloba,2324,Pullenia,103796,Chilostomellidae,288974,Foraminifera,212476,Rhizaria,279579,Rotaliida,428504,Globothalamea,,
Pullenia salisburyi,,True,,,,,,,,,,,,,,,,,,
Pullenia simplex,,True,,,,,,,,,,,,,,,,,,
Pullenia subcarinata,,True,,,,,,,,,,,,,,,,,,
Pyramidulina glanduliniformis,,True,,,,,,,,,,,,,,,,,,
Pyrgo comata,,True,,,,,,,,,,,,,,,,,,
Pyrgo denticulata,240857,True,Pyrgo denticulata,species,240857,Pyrgo denticulata,2334,Pyrgo,81704,Miliolidae,288974,Foraminifera,212476,Rhizaria,256604,Miliolida,428719,Tubothalamea,,
Pyrgo depressa,,True,,,,,,,,,,,,,,,,,,
Pyrgo elongata,,True,,,,,,,,,,,,,,,,,,
Pyrgo laevis,,True,,,,,,,,,,,,,,,,,,
Pyrgo lucernula,,True,,,,,,,,,,,,,,,,,,
Pyrgo murrhina,,True,,,,,,,,,,,,,,,,,,
Pyrgo serrata,,True,,,,,,,,,,,,,,,,,,
Pyrgo simplex,,True,,,,,,,,,,,,,,,,,,
Pyrgo subsphaerica,,True,,,,,,,,,,,,,,,,,,
Pyrgoella irregularis,,True,,,,,,,,,,,,,,,,,,
Pyrgoella sphaera,,True,,,,,,,,,,,,,,,,,,
Pyrulina cylindroides,,True,,,,,,,,,,,,,,,,,,
Pyrulina angusta,,True,,,,,,,,,,,,,,,,,,
Quadrimorphina allomorphinoides,,True,,,,,,,,,,,,,,,,,,
