genus species name,species_taxon_id,species_taxon_name,tmp_genus_taxon_id,tmp_genus_taxon_name
Globorotalia archeomenardii,,,,
Globorotalia bermudezi,422425,Globorotalia (Hirsutella) bermudezi,1521,Globorotalia
Globorotalia birnageae,422349,Globorotalia birnageae,2065,Paragloborotalia
Globorotalia crassula,422431,Globorotalia (Truncorotalia) crassula,1521,Globorotalia
Globorotalia challengeri,,,,
Globorotalia cibaoensis,422427,Globorotalia (Hirsutella) cibaoensis,1521,Globorotalia
Globorotalia conica,422432,Globorotalia conica,1521,Globorotalia
Globorotalia conoidea,,,,
Globorotalia conomiozea,422391,Globorotalia conomiozea,103797,Globoconella
Globorotalia continuosa,422353,Globorotalia continuosa,2065,Paragloborotalia
Globorotalia continuousa,,,,
Globorotalia decoraperta,,,,
Globorotalia excelsa,,,,
Globorotalia exilis,,,,
Globorotalia fimbriata,,,,
Globorotalia fohsi,,,,
Globorotalia hessi,,,,
Globorotalia hirsuta,422434,Globorotalia (Hirsutella) hirsuta,1521,Globorotalia
Globorotalia ichinosekiensis,,,,
Globorotalia ikbei,,,,
Globorotalia inflata,422399,Globorotalia inflata,103797,Globoconella
Globorotalia iwaiensis,,,,
Globorotalia juanai,422436,Globorotalia (Hirsutella) juanai,1521,Globorotalia
Globorotalia lenguaensis,422388,Globorotalia lenguaensis,422385,Fohsella
Globorotalia mayeri,422356,Globorotalia mayeri,2065,Paragloborotalia
Globorotalia merotumida,82237,Globorotalia merotumida,1521,Globorotalia
Globorotalia miocenica,,,,
Globorotalia miotumida,422393,Globorotalia miotumida,103797,Globoconella
Globorotalia miozea,422402,Globorotalia miozea,103797,Globoconella
Globorotalia munda,,,,
Globorotalia peripheroacuta,,,,
Globorotalia pliozea,,,,
Globorotalia praehumerosa,,,,
Globorotalia praeinflata,,,,
Globorotalia praemenardii,422451,Globorotalia (Menardella) praemenardii,1521,Globorotalia
Globorotalia praescitula,,,,
Globorotalia pseudomiocenica,422453,Globorotalia (Menardella) pseudomiocenica,1521,Globorotalia
Globorotalia puncticulata,,,,
Globorotalia ronda,,,,
Globorotalia scitula,422454,Globorotalia (Hirsutella) scitula,1521,Globorotalia
Globorotalia semivera,,,,
Globorotalia sphericomiozea,,,,
Globorotalia theyeri,422456,Globorotalia (Hirsutella) theyeri,1521,Globorotalia
Globorotalia viola,,,,
Globorotalia zealandica,,,,
Globorotalia peripheroronda,82239,Globorotalia peripheroronda,422385,Fohsella
Globorotalia praefohsi,422386,Globorotalia praefohsi,422385,Fohsella
Globorotalia cibaoenisis,,,,
Globorotalia praemargaritae,,,,
Globorotalia cultrata,,,,
Globorotalia crossaformis,,,,
Globorotaloides eovariabilis,,,,
Globorotaloides hexagonus,422319,Globorotaloides hexagonus,1523,Globorotaloides
Globorotaloides quadrocameratus,,,,
Globorotaloides suteri,,,,
Globorotaloides testarugosa,,,,
Globorotaloides variabilis,422315,Globorotaloides variabilis,1523,Globorotaloides
Globotruncana aegyptiaca,381112,Globotruncana aegyptiaca,1526,Globotruncana
Globotruncana arca,,,,
Globotruncana bulloides,,,,
Globotruncana lapparenti,,,,
Globotruncana linneiana,,,,
Globotruncana morozovae,,,,
Globotruncana neotricarinata,,,,
Globotruncana orientalis,,,,
Globotruncana ventricosa,,,,
Globotruncanella havanensis,,,,
Globotruncanella petaloidea,381106,Globotruncanella petaloidea,1527,Globotruncanella
Globotruncanita calcarata,,,,
Globotruncanita elevata,,,,
Globotruncanita stuarti,381089,Globotruncanita stuarti,1528,Globotruncanita
Globotruncanita stuartiformis,,,,
Globoturborotalita brazieri,,,,
Globoturborotalita connecta,,,,
Globoturborotalita decoraperta,422327,Globoturborotalita decoraperta,1529,Globoturborotalita
Globoturborotalita druryi,422324,Globoturborotalita druryi,1529,Globoturborotalita
Globoturborotalita nepenthes,422343,Globoturborotalita nepenthes,1529,Globoturborotalita
Globoturborotalita obliquus,,,,
Globoturborotalita rubescens,422321,Globoturborotalita rubescens,1529,Globoturborotalita
Globoturborotalita tenella,,,,
Gublerina rajagopalani,,,,
Guembelitria cenomana,,,,
Guembelitria cretacea,,,,
Guembelitrioides nuttali,,,,
Hantkenina alabamensis,355109,Hantkenina alabamensis,1580,Hantkenina
Hantkenina compressa,,,,
Hantkenina dumblei,355110,Hantkenina dumblei,1580,Hantkenina
Hantkenina mexicana,,,,
Hastigerina pelagica,,,,
Hastigerinoides subdigitata,,,,
Hedbergella angolae,,,,
Hedbergella delrioensis,,,,
Hedbergella holmdelensis,377126,Hedbergella holmdelensis,1596,Hedbergella
Hedbergella implicata,,,,
Hedbergella monmouthensis,377125,Hedbergella monmouthensis,1596,Hedbergella
Hedbergella planispira,,,,
Hedbergella rischi,,,,
Hedbergella simplex,,,,
Hedbergella wondersi,,,,
Helvetoglobotruncana helvetica,,,,
Helvetoglobotruncana praehelvetica,,,,
Heterohelix globulosa,381091,Heterohelix globulosa,1620,Heterohelix
Heterohelix labellosa,,,,
Heterohelix navarroensis,377123,Heterohelix navarroensis,1620,Heterohelix
Heterohelix punctulata,,,,
Hirsutella bermudezi,422425,Globorotalia (Hirsutella) bermudezi,1521,Globorotalia
Hirsutella cibaoensis,422427,Globorotalia (Hirsutella) cibaoensis,1521,Globorotalia
Hirsutella hirsuta,237025,Hirsutella hirsuta,29328,Hirsutella
Hirsutella juanai,422436,Globorotalia (Hirsutella) juanai,1521,Globorotalia
Hirsutella margaritae,422441,Globorotalia (Hirsutella) margaritae,1521,Globorotalia
Hirsutella panda,,,,
Hirsutella scitula,422454,Globorotalia (Hirsutella) scitula,1521,Globorotalia
Igorina broedermanni,,,,
Igorina pusilla,,,,
Igorina tadjikistanensis,,,,
Laeviheterohelix dentata,,,,
Laeviheterohelix pulchra,,,,
Marginotruncana angusticarenata,,,,
Marginotruncana coldreriensis,,,,
Marginotruncana coronata,,,,
Marginotruncana marginata,,,,
Marginotruncana pseudolinneiana,,,,
Marginotruncana renzi,,,,
Marginotruncana schneegansi,,,,
Marginotruncana sigali,,,,
Marginotruncana sinuosa,,,,
Menardella limbata,422439,Globorotalia (Menardella) limbata,1521,Globorotalia
Menardella menardii,422442,Globorotalia (Menardella) menardii,1521,Globorotalia
Menardella miocenica,,,,
Menardella multicamerata,,,,
Menardella praemenardii,422451,Globorotalia (Menardella) praemenardii,1521,Globorotalia
Microhedbergella praeplanispira,,,,
Microhedbergella pseudodelrioensis,,,,
Microhedbergella pseudoplanispira,,,,
Microhedbergella renilaevis,,,,
Microhedbergella rischi,,,,
Morozovella acuta,,,,
Morozovella acutispira,,,,
Morozovella aequa,,,,
Morozovella angulata,,,,
Morozovella aragonensis,,,,
Morozovella caucasica,,,,
Morozovella conicotruncata,,,,
Morozovella crassata,,,,
Morozovella crater,,,,
Morozovella edgari,,,,
Morozovella formosa,,,,
Morozovella gracilis,,,,
Morozovella lehneri,,,,
Morozovella lensiformis,,,,
Morozovella marginodentata,,,,
Morozovella occlusa,,,,
Morozovella pasionensis,,,,
Morozovella praeangulata,,,,
Morozovella quetra,,,,
Morozovella spinulosa,,,,
Morozovella subbotinae,,,,
Morozovella velascoensis,,,,
Morozovelloides bandyi,,,,
Morozovelloides crassatus,,,,
Morozovelloides lehneri,,,,
Muricohedbergella delrioensis,,,,
Muricoglobigerina senni,,,,
Muricohedbergella crassa,,,,
Muricohedbergella flandrini,,,,
Muricohedbergella hoelzli,,,,
Muricohedbergella holmdelensis,,,,
Muricohedbergella planispira,,,,
Muricohedbergella praelibyca,,,,
Mutabella mirabilis,,,,
Neogloboquadrina asanoi,,,,
Neogloboquadrina atlantica,422465,Neogloboquadrina atlantica,1917,Neogloboquadrina
Neogloboquadrina continuosa,422354,Neogloboquadrina continuosa,2065,Paragloborotalia
Neogloboquadrina inglei,422470,Neogloboquadrina inglei,1917,Neogloboquadrina
Neogloboquadrina kagaensis,,,,
Neogloboquadrina nympha,,,,
Neogloboquadrina praeatlantica,,,,
Neogloboquadrina pseudopima,,,,
Orbulina suturalis,113299,Orbulina suturalis,2002,Orbulina
Orbulinoides beckmanni,,,,
Paragloborotalia acrostoma,,,,
Paragloborotalia bella,,,,
Paragloborotalia continuosa,422355,Paragloborotalia continuosa,2065,Paragloborotalia
Paragloborotalia griffinoides,,,,
Paragloborotalia kugleri,,,,
Paragloborotalia mayeri,422357,Paragloborotalia mayeri,2065,Paragloborotalia
Paragloborotalia nana,,,,
Paragloborotalia opima,,,,
Paragloborotalia partimlabiata,,,,
Paragloborotalia pseudocontinuosa,,,,
Paragloborotalia pseudokugleri,,,,
Paragloborotalia semivera,,,,
Paragloborotalia siakensis,,,,
Parasubbotina griffinae,,,,
Parasubbotina inaequispira,,,,
Parasubbotina inaquespira,,,,
Parasubbotina prebetica,,,,
Parasubbotina pseudobulloides,,,,
Parasubbotina pseudowilsoni,,,,
Parasubbotina varianta,,,,
Parasubbotina variospira,,,,
Parvularugoglobigerina alabamensis,,,,
Pearsonites broedermanni,,,,
Planoglobulina acervulinoides,,,,
Planoglobulina multicamerata,,,,
Planoheterohelix globulosa,,,,
Planoheterohelix moremani,,,,
Planoheterohelix papula,,,,
Planoheterohelix planata,,,,
Planoheterohelix postmoremani,,,,
Planoheterohelix reussi,,,,
Planomalina buxtorfi,,,,
Planorotalites compressa,,,,
Planorotalites pseudoscitula,,,,
Praeglobotruncana delrioensis,,,,
Praeglobotruncana gibba,,,,
Praeglobotruncana stephani,,,,
Praehedbergella aptiana,,,,
Praehedbergella gorbachikae,,,,
Praehedbergella roblesae,,,,
Praemurica inconstans,,,,
Praemurica pseudoinconstans,,,,
Praemurica taurica,,,,
Praemurica uncinata,,,,
Praeorbulina glomerosa,,,,
Praeorbulina circularis,,,,
Praeorbulina curva,,,,
Praeorbulina sicana,422363,Praeorbulina sicana,422361,Trilobatus
Praeorbulina transitoria,,,,
Pseudoguembelina costulata,402441,Pseudoguembelina costulata,2263,Pseudoguembelina
Pseudoguembelina hariaensis,402431,Pseudoguembelina hariaensis,2263,Pseudoguembelina
Pseudohastigerina naguewichiensis,,,,
Pseudohastigerina micra,,,,
Pseudohastigerina wilcoxensis,,,,
Pseudoschackoina saundersi,,,,
Pseudotextularia elegans,,,,
Pseudotextularia nuttalli,,,,
Racemiguembelina fructicosa,,,,
Rectoguembelina cretacea,,,,
Rotalipora appenninica,,,,
Rotalipora cushmani,,,,
Rotalipora globotruncanoides,,,,
Rotalipora greenhornensis,,,,
Rotalipora montsalvensis,,,,
Rotalipora reicheli,,,,
Rotalipora ticinensis,,,,
Rugoglobigerina pennyi,,,,
Rugoglobigerina rugosa,402597,Rugoglobigerina rugosa,2440,Rugoglobigerina
Schackoina cenomana,,,,
Schackoina multispinata,,,,
Sigalia deflaensis,,,,
Sphaeroidinella dahiscens,,,,
Sphaeroidinella disjuncta,422358,Sphaeroidinella disjuncta,2569,Sphaeroidinellopsis
Sphaeroidinella excavata,,,,
Sphaeroidinellopsis disjuncta,422359,Sphaeroidinellopsis disjuncta,2569,Sphaeroidinellopsis
Sphaeroidinellopsis hancocki,,,,
Sphaeroidinellopsis multiloba,,,,
Sphaeroidinellopsis paenedehiscens,402471,Sphaeroidinellopsis paenedehiscens,2569,Sphaeroidinellopsis
Sphaeroidinellopsis subdehiscens,,,,
Subbotina angiporoides,,,,
Subbotina brevis,,,,
Subbotina cancellata,,,,
Subbotina corpulenta,,,,
Subbotina crociapertura,,,,
Subbotina eocaena,,,,
Subbotina eocaenica,,,,
Subbotina euapertura,,,,
Subbotina gortanii,,,,
Subbotina hagni,,,,
Subbotina hornibrooki,,,,
Subbotina inaequispira,,,,
Subbotina jacksonensis,,,,
Subbotina linaperta,,,,
Subbotina lozanoi,,,,
Subbotina patagonica,,,,
Subbotina pseudoeocaena,,,,
Subbotina roesnaesensis,,,,
Subbotina senni,,,,
Subbotina triangularis,,,,
Subbotina triloculinoides,,,,
Subbotina trivialis,,,,
Subbotina utilisindex,,,,
Subbotina utilsindex,,,,
Subbotina velascoensis,,,,
Subbotina yeguaensis,,,,
Tenuitella anfracta,422382,Tenuitella anfracta,2652,Tenuitella
Tenuitella angustiumbilicata,,,,
Tenuitella clemenciae,,,,
Tenuitella gemma,422380,Tenuitella gemma,2652,Tenuitella
Tenuitella munda,,,,
Tenuitellinata praestainforthi,,,,
Thalmanninella gandolfii,,,,
Ticinella madecassiana,,,,
Ticinella praeticinensis,,,,
Ticinella primula,,,,
Ticinella raynaudi,,,,
Ticinella roberti,,,,
Trilobatus bisphericus,,,,
Trilobatus primordius,,,,
Trilobatus sacculifer,422362,Trilobatus sacculifer,422361,Trilobatus
Trilobatus trilobus,422366,Trilobatus trilobus,422361,Trilobatus
Truncorotalia cavernula,,,,
Truncorotalia crassacarina,,,,
Truncorotalia crassacarinina,,,,
Truncorotalia crassaconica,,,,
Truncorotalia crassaformis,422430,Globorotalia (Truncorotalia) crassaformis,1521,Globorotalia
Truncorotalia crassula,422431,Globorotalia (Truncorotalia) crassula,1521,Globorotalia
Truncorotalia juanai,,,,
Truncorotalia tosaensis,422459,Globorotalia (Truncorotalia) tosaensis,1521,Globorotalia
Truncorotalia truncatulinoides,422461,Globorotalia (Truncorotalia) truncatulinoides,1521,Globorotalia
Truncorotaloides rohri,,,,
Turborotalia continuosa,,,,
Turborotalia ampliapertura,379417,Turborotalia ampliapertura,2739,Turborotalia
Turborotalia cerroazulensis,379424,Turborotalia cerroazulensis,2739,Turborotalia
Turborotalia frontosa,,,,
Turborotalia increbescens,,,,
Turborotalia pomeroli,,,,
Turborotalia possagnoensis,,,,
Turborotalia pseudoampliapertura,,,,
Turborotalia quinqueloba,,,,
Turborotalita humilis,422368,Turborotalita humilis,2740,Turborotalita
Turborotalita iota,,,,
Whiteinella aprica,,,,
Whiteinella archaeocretacea,377129,Whiteinella archaeocretacea,2821,Whiteinella
Whiteinella aumalensis,,,,
Whiteinella baltica,377128,Whiteinella baltica,2821,Whiteinella
Whiteinella brittonensis,377127,Whiteinella brittonensis,2821,Whiteinella
Whiteinella paradubia,,,,
Woodringina hornerstownensis,,,,
Zeaglobigerina apertura,,,,
Zeaglobigerina brazieri,,,,
Zeaglobigerina connecta,,,,
Zeaglobigerina druryi,,,,
Zeaglobigerina nepenthes,,,,
Zeaglobigerina rubescens,,,,
Zeaglobigerina woodi,,,,
Zeauvigerina waiparaensis,,,,
Euchitonia elegans-furcata,,,,
Botryostrobus auritus-australis,,,,
Phorticium pylonium,,,,
Acrobotrys tritubus,,,,
Acrocubus octopylus,,,,
Acrosphaera australis,,,,
Acrosphaera collina,,,,
Acrosphaera cyrtodon,,,,
Acrosphaera inflata,,,,
Acrosphaera lappacea,,,,
Acrosphaera murrayana,,,,
Acrosphaera spinosa,,,,
Acrosphaera trepanata,,,,
Acrosphaera labrata,,,,
Acrosphaera mercurius,,,,
Actinomma antarcticum,,,,
Actinomma arcadophorum,,,,
Actinomma boreale,,,,
Actinomma delicatulum,,,,
Actinomma leptodermum,,,,
Actinomma medianum,,,,
Actinomma popofskii,,,,
Amphicraspedum murrayanum,152535,Amphicraspedum murrayanum,152534,Amphicraspedum
Amphicraspedum prolixum,,,,
Amphimelissa setosa,,,,
Amphipyndax stocki,165303,Amphipyndax stocki,414,Amphipyndax
Amphirhopalum ypsilon,,,,
Amphisphaera coronata,,,,
Amphisphaera goruna,,,,
Amphisphaera radiosa,,,,
Amphistylus angelinus,,,,
Amphymenium splendiarmatum,,,,
Anomalacantha dentata,,,,
Antarctissa cylindrica,,,,
Antarctissa deflandrei,,,,
Antarctissa denticulata,,,,
Antarctissa robusta,,,,
Antarctissa strelkovi,,,,
Anthocyrtella callopisma,,,,
Anthocyrtidium angulare,,,,
Anthocyrtidium jenghisi,,,,
Anthocyrtidium marieae,,,,
Anthocyrtidium ophirense,,,,
Anthocyrtidium pliocenica,,,,
Anthocyrtidium zanguebaricum,,,,
Anthocyrtis ehrenbergi,,,,
Aphetocyrtis bianulus,,,,
Aphetocyrtis gnomabax,,,,
Aphetocyrtis rossi,,,,
Artobotrys auriculaleporis,,,,
Artobotrys biaurita,,,,
Artophormis barbadensis,,,,
Artophormis gracilis,,,,
Axoprunum acquilonium,,,,
Axoprunum bispiculum,,,,
Axoprunum pierinae,,,,
Axoprunum stauraxonium,,,,
Bathropyramis woodringi,,,,
Bekoma bidartensis,152537,Bekoma bidartensis,432,Bekoma
Bekoma campechensis,152538,Bekoma campechensis,432,Bekoma
Bekoma divaricata,,,,
Botryocyrtis scutum,,,,
Botryostrobus aquilonaris,,,,
Botryostrobus auritus,,,,
Botryostrobus miralestensis,,,,
Buccinosphaera invaginata,,,,
Buryella clinata,152539,Buryella clinata,443,Buryella
Buryella foremanae,,,,
Buryella pentadica,,,,
Buryella tetradica,152540,Buryella tetradica,443,Buryella
Calocycletta costata,,,,
Calocyclas bandyca,,,,
Calocyclas hispida,152543,Calocyclas hispida,446,Calocyclas
Calocyclas turris,,,,
Calocycletta anekathen,,,,
Calocycletta caepa,,,,
Calocycletta robusta,,,,
Calocycletta serrata,,,,
Calocycletta virginis,,,,
Calocycloma ampulla,,,,
Calocycloma castum,,,,
Carpocanarium papillosum,,,,
Carpocanistrum acutidentatum,,,,
Carpocanistrum cephallum,,,,
Carpocanistrum favosum,,,,
Carpocanium rubyae,,,,
Carpocanopsis bramlettei,,,,
Carpocanopsis cingulata,,,,
Carpocanopsis cristata,,,,
Carposphaera annikae,,,,
Cenosphaera coronata,,,,
Cenosphaera cristata,,,,
Centrobotrys gravida,,,,
Centrobotrys petrushevskayae,,,,
Centrobotrys thermophila,,,,
Ceratocyrtis cucullaris,,,,
Ceratocyrtis histricosa,,,,
Ceratocyrtis mashae,,,,
Ceratospyris borealis,,,,
Circodiscus circularis,,,,
Circodiscus microporus,,,,
Cladococcus abietinus,,,,
Clathrocyclas australis,,,,
Clathrocyclas universa,,,,
Clinorhabdus anantomus,,,,
Collosphaera cyrtodon,,,,
Collosphaera huxleyi,,,,
Collosphaera murrayana,,,,
Collosphaera brattstroemi,,,,
Collosphaera macropora,,,,
Collosphaera orthoconus,,,,
Collosphaera spinosa,,,,
Collosphaera tuberosa,,,,
Cornutella clathrata,,,,
Cornutella profunda,,,,
Corocalyptra cervus,,,,
Cryptocarpium azyx,,,,
Cryptocarpium ornatum,,,,
Cubotholus octaceras,,,,
Cycladophora bicornis,,,,
Cycladophora conica,,,,
Cycladophora cornutoides,,,,
Cycladophora davisiana,,,,
Cycladophora funakawai,,,,
Cycladophora golli,,,,
Cycladophora humerus,,,,
Cycladophora nakasekoi,,,,
Cycladophora pliocenica,,,,
Cycladophora sakaii,,,,
Cycladophora spongothorax,,,,
Cyrtocapsella cornuta,,,,
Cyrtocapsella japonica,,,,
Cyrtocapsella tetrapera,,,,
Cyrtopera languncula,,,,
Cystophormis brevispina,,,,
Dendrospyris sakaii,,,,
Dendrospyris megalocephalis,,,,
Dendrospyris uruyaensis,,,,
Desmospyris rhodospyroides,,,,
Desmospyris spongiosa,,,,
Diartus hughesi,,,,
Diartus petterssoni,,,,
Dictyoprora mongolfieri,152572,Dictyoprora mongolfieri,501,Dictyoprora
Dictyocorine profunda,,,,
Dictyocorine truncatum,,,,
Dictyophimus bullatus,,,,
Dictyophimus craticula,152565,Dictyophimus craticula,499,Dictyophimus
Dictyophimus crisiae,,,,
Dictyophimus hirundo,,,,
Dictyophimus infabricatus,,,,
Dictyopodium oxylophus,,,,
Dictyoprora amphora,152569,Dictyoprora amphora,501,Dictyoprora
Dictyoprora armadillo,,,,
Dictyoprora pirum,,,,
Dictyoprora urceolus,,,,
Didymocyrtis antepenultima,,,,
Didymocyrtis avita,,,,
Didymocyrtis bassanii,,,,
Didymocyrtis laticonus,,,,
Didymocyrtis mammifera,,,,
Didymocyrtis penultima,,,,
Didymocyrtis prismatica,,,,
Didymocyrtis tetrathalamus,,,,
Didymocyrtis tetratharamus,,,,
Didymocyrtis tubaria,,,,
Didymocyrtis violina,,,,
Diploplegma somphum,,,,
Dorcadospyris alata,,,,
Dorcadospyris anastasis,,,,
Dorcadospyris ateuchus,,,,
Dorcadospyris circulus,,,,
Dorcadospyris copelata,,,,
Dorcadospyris cyclacantha,,,,
Dorcadospyris dentata,,,,
Dorcadospyris forcipata,,,,
Dorcadospyris ombros,,,,
Dorcadospyris papilio,,,,
Dorcadospyris praeforcipata,,,,
Dorcadospyris pseudopapilio,,,,
Dorcadospyris quadripes,,,,
Dorcadospyris riedeli,,,,
Dorcadospyris scambos,,,,
Dorcadospyris simplex,,,,
Dorcadospyris spinosa,,,,
Druppatractus hastatus,,,,
Dictyophimus buetschlii,,,,
Dictyocoryne profunda,,,,
Elatomma penicillus,,,,
Enneaphormis rotula,,,,
Euchitonia furcata,,,,
Eucyrtidium acuminatum,,,,
Eucyrtidium annulatum,,,,
Eucyrtidium antiquum,,,,
Eucyrtidium calvertense,,,,
Eucyrtidium cienkowskii,,,,
Eucyrtidium diaphanes,,,,
Eucyrtidium hexagonatum,,,,
Eucyrtidium inflatum,,,,
Eucyrtidium mariae,,,,
Eucyrtidium matuyamai,,,,
Eucyrtidium mitodes,,,,
Eucyrtidium montiparum,,,,
Eucyrtidium nishimurae,,,,
Eucyrtidium plesiodiaphanes,,,,
Eucyrtidium pseudoinflatum,,,,
Eucyrtidium spinosum,,,,
Eusyringium fistuligerum,,,,
Eusyringium lagena,,,,
Giraffospyris angulata,,,,
Gondwanaria deflandrei,,,,
Gondwanaria japonica,,,,
Haliommetta miocenica,,,,
Heliodiscus asteriscus,,,,
Helotholus vema,,,,
Helotholus haysi,,,,
Hexacontium akitaensis,,,,
Hexacontium dionysus,,,,
Hexacontium enthacanthus,,,,
Hexacontium laevigatum,,,,
Hexacontium melpomene,,,,
Hexacontium pachydermum,,,,
Hexacontium parviakitaensis,,,,
Hexalonche amphisiphon,,,,
Hexapyle dodecantha,,,,
Histiastrum quadribrachiatus,,,,
Hymeniastrum euclidis,,,,
Lamaprocyrtis heteroporos,,,,
Lamaprocyrtis neoheteroporos,,,,
Lamaprocyrtis nigriniae,,,,
Lamprocyclas heteroporus,,,,
Lamprocyclas hadros,,,,
Lamprocyclas junonis,,,,
Lamprocyclas maritalis,,,,
Lamprocyclas particollis,,,,
Lamprocyrtis heteroporos,,,,
Lamprocyrtis neoheteroporos,,,,
Lamprocyrtis nigriniae,,,,
Lampromitra coronata,,,,
Lamptonium fabaeforme,,,,
Lamptonium pennatum,152604,Lamptonium pennatum,547,Lamptonium
Lamptonium sanfilippoae,152605,Lamptonium sanfilippoae,547,Lamptonium
Larcopyle buetschlii,,,,
Larcopyle hayesi,,,,
Larcopyle nebulum,,,,
Larcopyle polycantha,,,,
Larcopyle pylomaticus,,,,
Larcopyle quadrangula,,,,
Larcopyle weddellium,,,,
Larcospira minor,,,,
Larcospira quadrangula,,,,
Lipmanella dictyoceras,,,,
Liriospyris longicornuta,,,,
Liriospyris parkerae,,,,
Liriospyris reticulata,,,,
Liriospyris stauropora,,,,
Lithelius barbatus,,,,
Lithelius minor,,,,
Lithelius nautiloides,,,,
Lithochytris archaea,152606,Lithochytris archaea,556,Lithochytris
Lithochytris vespertilio,152607,Lithochytris vespertilio,556,Lithochytris
Lithocyclia angusta,,,,
Lithocyclia aristotelis,,,,
Lithocyclia crux,,,,
Lithocyclia ocellus,152608,Lithocyclia ocellus,192,Lithocyclia
Lithomelissa ehrenbergi,,,,
Lithomelissa sakaii,,,,
Lithomelissa setosa,,,,
Lithomelissa sphaerocephalis,,,,
Lithomelissa stigi,,,,
Lithomelissa tricorns,,,,
Lithopera bacca,,,,
Lithopera neotera,,,,
Lithopera renzae,,,,
Lithostrobus hexagonalis,,,,
Lophocyrtis aspera,,,,
Lophocyrtis biaurita,152610,Lophocyrtis biaurita,565,Lophocyrtis
Lophocyrtis dumitricai,,,,
Lophocyrtis exitelus,,,,
Lophocyrtis hadra,,,,
Lophocyrtis jacchia,,,,
Lophocyrtis keraspera,,,,
Lophocyrtis leptetrum,,,,
Lophocyrtis longiventer,,,,
Lophocyrtis milowi,,,,
Lophocyrtis oberhaensliae,,,,
Lophocyrtis pegetrum,,,,
Lophocyrtis semipolita,,,,
Lophophaenoma witjazzi,,,,
Lophospyris pentagona,,,,
Lychnocanium amphitrite,,,,
Lychnocanium babylonis,,,,
Lychnocanium bajunensis,,,,
Lychnocanium bellum,152614,Lychnocanium bellum,570,Lychnocanoma
Lychnocanium carinatum,,,,
Lychnocanium elongata,,,,
Lychnocanium grande,,,,
Lychnocanium satelles,,,,
Lychnocanium turgidum,,,,
Lychnocanium waiareka,,,,
Lychnocanoma amphitrite,,,,
Lychnocanoma apodora,,,,
Lychnocanoma auxilla,152611,Lychnocanoma auxilla,570,Lychnocanoma
Lychnocanoma babylonis,152613,Lychnocanoma babylonis,570,Lychnocanoma
Lychnocanoma bellum,152615,Lychnocanoma bellum,570,Lychnocanoma
Lychnocanoma elongata,,,,
Lychnocanoma magnacornuta,,,,
Lychnocanoma parallelipes,,,,
Lychnocanoma pileus,,,,
Lychnocanoma sakaii,,,,
Lychnocanoma turgidum,,,,
Lychnocanoma nipponica,,,,
Lychnodictyum audex,,,,
Mitrocalpis araneafera,,,,
Nephrospyris renilla,,,,
Octopyle stenozona,,,,
Ommatartus tetrathalamus,,,,
Otosphaera auriculata,,,,
Otosphaera polymorpha,,,,
Perichlamydium praetextum,,,,
Periphaena decora,,,,
Periphaena delta,152616,Periphaena delta,238,Periphaena
Periphaena heliasteriscus,,,,
Periphaena tripyramis,,,,
Peripyramis circumtexta,,,,
Peripyramis woodringi,,,,
Peritiviator dumitricai,,,,
Phormostichoartus corbula,,,,
Phormocyrtis alexandrae,,,,
Phormocyrtis cubensis,,,,
Phormocyrtis ligulata,,,,
Phormocyrtis proxima,,,,
Phormocyrtis striata,152619,Phormocyrtis striata,603,Phormocyrtis
Phormocyrtis turgida,152621,Phormocyrtis turgida,603,Phormocyrtis
Phormospyris scaphipes,,,,
Phormospyris stabilis,,,,
Phormostichoartus doliolum,,,,
Phormostichoartus fistula,,,,
Phorticium polycladum,,,,
Plectacantha oikiskos,,,,
Podocyrtis ampla,,,,
Podocyrtis apeza,,,,
Podocyrtis aphorma,,,,
Podocyrtis chalara,,,,
Podocyrtis diamesa,152627,Podocyrtis (Podocyrtis) diamesa,613,Podocyrtis
Podocyrtis fasciolata,,,,
Podocyrtis goetheana,,,,
Podocyrtis mitra,,,,
Podocyrtis papalis,152629,Podocyrtis (Podocyrtis) papalis,613,Podocyrtis
Podocyrtis phyxis,,,,
Podocyrtis sinuosa,152628,Podocyrtis (Lampterium) sinuosa,613,Podocyrtis
Podocyrtis trachodes,,,,
Prunopyle hayesi,,,,
Prunopyle tetrapila,,,,
Prunopyle titan,,,,
Pseudodictyophimus gracilipes,,,,
Pterocanium korotnevi,,,,
Pterocanium praetextum,,,,
Pterocanium prismatium,,,,
Pterocanium trilobum,,,,
Pterocodon poculum,152636,Pterocodon poculum,624,Pterocodon
Pterocodon ampla,152634,Pterocodon ampla,624,Pterocodon
Pterocodon anteclina,,,,
Pterocorys campanula,,,,
Pterocorys hertwigii,,,,
Pterocorys minythorax,,,,
Pterocorys zancleus,,,,
Pteroscenium pinnatum,,,,
Pterosyringium hamata,,,,
Pylospira octopyle,,,,
Rhizoplegma boreale,,,,
Rhopalastrum profunda,,,,
Rhopalocanium ornatum,152638,Rhopalocanium ornatum,630,Rhopalocanium
Saccospyris antarctica,,,,
Saccospyris conithorax,,,,
Saccospyris praeantarctica,,,,
Saturnalis circularis,,,,
Sethochytris babylonis,,,,
Sethochytris triconiscus,,,,
Sethochytris chrysallis,,,,
Siphocampe amygdala,,,,
Siphocampe arachnea,,,,
Siphocampe corbula,,,,
Siphocampe lineata,,,,
Siphocampe quadrata,,,,
Siphocampe acephala,,,,
Siphonosphaera martensi,,,,
