Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thoracosphaera spp.,Sphenolithus verensis,Sphenolithus moriformis,Sphenolithus grandis,Sphenolithus abies,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilica,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster pansus,Discoaster neohamatus,Discoaster calcaris,Discoaster brouweri,Discoaster berggrenii,Dictyococcites productellus,Coccolithus pelagicus,Calcidiscus tropicus,Calcidiscus leptoporus,Amaurolithus tricorniculatus,Syracosphaera pulchra,Discolithina multipora,Scapholithus fossilis,Discosphaera tubifera,Discoaster intercalaris,Oolithotus antillarum,Discoaster blackstockae,Discoaster surculus,Triquetrorhabdulus rugosus,Triquetrorhabdulus striatus,Syracosphaera lamina,Discoaster challengeri,Holodiscolithus solidus,Discolithina discopora,Discoaster asymmetricus,Amaurolithus primus,Umbilicosphaera sibogae,Discolithina japonica,Amaurolithus delicatus,Ceratolithus armatus,Syracosphaera nodosa,Ceratolithus rugosus,Ceratolithus cristatus,Hayaster perplexus,Cricosphaera quadrilaminata,Ceratolithus telesmus,Holodiscolithus macroporus,Discolithina syracusana,Discoaster triradiatus,Discoaster quadramus,Pseudoemiliania lacunosa,Gephyrocapsa spp. (small),Gephyrocapsa margerelii,Discoaster tamalis,Helicosphaera sellii,Umbilicosphaera angustiforamen,Scyphosphaera pulcherrima,Amaurolithus amplificus,Helicosphaera wallichii,Scyphosphaera globulosa,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica (>6 microns),Cyclolithella annula,Umbellosphaera irregularis,Helicosphaera hyalina,Helicosphaera inversa,Emiliania huxleyi,Helicosphaera neogranulata,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,124, 768,B, 16,H, 3,  18.00,    140.1800,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,                           ,                     ,F                   ,R                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,VR                ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,124, 768,B, 16,H, 5,  62.00,    143.6200,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,                  ,                       ,                               ,C                        ,F                      ,F                    ,R                    ,                       ,C                       ,                 ,                     ,                   ,F                  ,                     ,                           ,                     ,R                   ,F                     ,                            ,VR                   ,                      ,                     ,                     ,                       ,VR                   ,                       ,R                  ,                          ,                           ,                    ,VR                    ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,F                        ,                       ,VR                ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,124, 768,B, 16,H, 6,  96.00,    145.4600,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,F                      ,                               ,C                        ,F                      ,F                    ,                     ,                       ,C                       ,                 ,                     ,                   ,F                  ,                     ,F                          ,VR                   ,R                   ,F                     ,                            ,F                    ,                      ,F                    ,                     ,                       ,F                    ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,                       ,R                    ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,C                       ,F                        ,VR                     ,R                 ,VR                  ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,NN16              ,              ,124, 768,B, 16,H,CC,  40.00,    146.7100,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,VR                       ,R                      ,VR                   ,                     ,                       ,R                       ,                 ,                     ,                   ,VR                 ,                     ,                           ,                     ,VR                  ,VR                    ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,R                       ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN16              ,              ,124, 768,B, 17,H, 2, 103.00,    149.0300,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,                  ,                       ,                               ,                         ,                       ,                     ,                     ,                       ,R                       ,                 ,                     ,                   ,R                  ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 17,H, 6, 116.00,    155.1600,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,                       ,R                              ,C                        ,                       ,F                    ,R                    ,                       ,C                       ,                 ,                     ,                   ,F                  ,                     ,F                          ,                     ,R                   ,F                     ,                            ,                     ,                      ,R                    ,                     ,                       ,VR                   ,                       ,F                  ,                          ,                           ,                    ,                      ,                       ,                      ,?                      ,                   ,R                      ,                     ,                      ,                    ,                    ,                    ,VR                    ,VR                ,                           ,                     ,                          ,                       ,                      ,                    ,F                       ,F                        ,VR                     ,VR                ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 17,H,CC,  49.00,    156.6000,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,VR                ,                       ,                               ,                         ,VR                     ,VR                   ,VR                   ,                       ,VR                      ,                 ,                     ,                   ,VR                 ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,VR                      ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 18,H, 2, 130.00,    158.8000,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,F                 ,                       ,F                              ,R                        ,                       ,VR                   ,R                    ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,                           ,                     ,VR                  ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,VR                    ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,VR                  ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,R                       ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 18,H, 5, 114.00,    163.1400,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,                       ,F                              ,C                        ,                       ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,C                          ,                     ,F                   ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,VR                 ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,VR                   ,                      ,                    ,                    ,VR                  ,VR                    ,R                 ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 18,H, 7,  58.00,    165.5800,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,C                 ,F                      ,F                              ,C                        ,                       ,F                    ,R                    ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,C                          ,                     ,R                   ,F                     ,                            ,R                    ,                      ,VR                   ,                     ,                       ,VR                   ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,F                      ,                     ,                      ,                    ,                    ,VR                  ,                      ,R                 ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 18,H,CC,  37.00,    166.0200,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,F                 ,                       ,                               ,VR                       ,F                      ,R                    ,                     ,                       ,R                       ,                 ,                     ,                   ,R                  ,                     ,R                          ,                     ,                    ,R                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,VR                 ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 19,H, 1,   8.00,    165.5800,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,C                 ,R                      ,F                              ,C                        ,F                      ,F                    ,R                    ,                       ,F                       ,VR               ,                     ,                   ,F                  ,                     ,F                          ,                     ,VR                  ,F                     ,                            ,R                    ,                      ,VR                   ,                     ,                       ,R                    ,                       ,F                  ,                          ,                           ,                    ,                      ,                       ,                      ,R                      ,                   ,F                      ,                     ,                      ,                    ,                    ,VR                  ,                      ,VR                ,                           ,                     ,                          ,                       ,VR                    ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 19,H, 2,  86.00,    167.8600,Shyu     ,Nannofossils                                 ,               ,                  ,R                  ,                     ,                       ,                    ,                  ,C                      ,F                              ,C                        ,F                      ,C                    ,R                    ,                       ,C                       ,                 ,                     ,                   ,F                  ,                     ,C                          ,VR                   ,R                   ,F                     ,                            ,F                    ,R                     ,R                    ,VR                   ,                       ,VR                   ,VR                     ,F                  ,                          ,                           ,                    ,                      ,                       ,VR                    ,VR                     ,                   ,                       ,R                    ,                      ,                    ,                    ,R                   ,VR                    ,R                 ,                           ,                     ,VR                        ,VR                     ,VR                    ,VR                  ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 19,H, 3, 128.00,    169.7800,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,F                 ,                       ,F                              ,                         ,                       ,F                    ,                     ,                       ,C                       ,VR               ,                     ,                   ,F                  ,                     ,                           ,                     ,F                   ,F                     ,VR                          ,                     ,                      ,                     ,                     ,                       ,                     ,VR                     ,F                  ,VR                        ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,R                      ,                     ,R                     ,                    ,                    ,F                   ,                      ,VR                ,R                          ,R                    ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 19,H, 5,  47.00,    171.9700,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,C                 ,F                      ,R                              ,F                        ,C                      ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,R                  ,                     ,F                          ,                     ,VR                  ,F                     ,                            ,R                    ,                      ,VR                   ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,VR                    ,                       ,                   ,VR                     ,VR                   ,                      ,                    ,                    ,VR                  ,VR                    ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN13              ,NN15          ,124, 768,B, 19,H,CC,  40.00,    173.8100,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,F                 ,R                      ,F                              ,F                        ,                       ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,R                  ,                     ,F                          ,VR                   ,VR                  ,R                     ,                            ,                     ,                      ,                     ,                     ,                       ,VR                   ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,R                      ,                     ,                      ,                    ,                    ,VR                  ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 20,H, 1, 111.00,    174.9100,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,VR                     ,F                              ,F                        ,                       ,F                    ,                     ,                       ,R                       ,                 ,                     ,                   ,R                  ,                     ,F                          ,                     ,R                   ,R                     ,                            ,VR                   ,VR                    ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,R                      ,                     ,                      ,                    ,VR                  ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 20,H, 5,  26.00,    180.0600,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,R                      ,F                              ,F                        ,                       ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,VR                 ,                     ,F                          ,                     ,                    ,F                     ,                            ,VR                   ,                      ,                     ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,VR                  ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 20,H, 6,  72.00,    182.0200,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,                  ,                       ,C                              ,C                        ,                       ,F                    ,R                    ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,F                          ,VR                   ,VR                  ,F                     ,                            ,                     ,                      ,VR                   ,                     ,                       ,                     ,                       ,R                  ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,R                      ,                     ,                      ,VR                  ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 21,H, 3,  45.00,    186.7500,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,                       ,R                              ,F                        ,                       ,F                    ,                     ,                       ,F                       ,                 ,                     ,                   ,F                  ,                     ,F                          ,VR                   ,                    ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 21,H, 6,  41.00,    191.2100,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,                       ,R                              ,C                        ,                       ,F                    ,VR                   ,                       ,F                       ,                 ,                     ,                   ,VR                 ,                     ,F                          ,VR                   ,VR                  ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,VR                     ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 21,H,CC,  44.00,    192.8900,Shyu     ,Nannofossils                                 ,               ,                  ,                   ,                     ,                       ,                    ,R                 ,                       ,                               ,                         ,VR                     ,                     ,                     ,                       ,VR                      ,                 ,                     ,                   ,                   ,                     ,                           ,                     ,                    ,                      ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,NN12              ,              ,124, 768,B, 22,H, 1,  38.00,    193.1800,Shyu     ,Nannofossils                                 ,               ,                  ,VR                 ,                     ,                       ,                    ,C                 ,                       ,R                              ,C                        ,                       ,F                    ,                     ,                       ,R                       ,                 ,                     ,                   ,                   ,                     ,F                          ,                     ,VR                  ,F                     ,                            ,                     ,                      ,                     ,                     ,                       ,                     ,                       ,                   ,                          ,                           ,                    ,                      ,                       ,                      ,                       ,                   ,                       ,                     ,                      ,                    ,                    ,                    ,                      ,                  ,                           ,                     ,                          ,                       ,                      ,                    ,                        ,                         ,                       ,                  ,                    ,                              ,                         ,                       ,                       ,                       ,                          ,                         ,                                  ,                    ,                          ,                     ,                     ,                 ,                          ,from ODP Leg 124 SR Chapter 10 Table 4 back-pocket
