Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra pseudoumbilicus,Reticulofenestra minutula,Reticulofenestra minuta,Helicosphaera carteri,Discoaster variabilis,Discoaster brouweri,Discoaster bollii,Dictyococcites productus,Dictyococcites antarcticus,Cryptococcolithus takayamae,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Ericsonia formosa,Discoaster neohamatus,Discoaster calcaris,Discoaster bellus,Discoaster barbadiensis,Triquetrorhabdulus rugosus,Discoaster quinqueramus,Calcidiscus leptoporus,Umbilicosphaera sibogae,Pyrocyclus hermosus,Pseudobiscutum biobturaculum,Discolithina multipora,Discolithina discopora,Discoaster loeblichii,Discoaster hamatus,Discoaster challengeri,Dictyococcites bisectus,Minylitha convallis,Discoaster surculus,Discoaster saipanensis,Discoaster pentaradiatus,Discoaster intercalaris,Discoaster icarus,Reticulofenestra umbilica,Sphenolithus moriformis,Rhabdosphaera clavigera,Discoaster asymmetricus,Discoaster berggrenii,Dictyococcites abisectus,Cyclicargolithus floridanus,Tranolithus exiguus,Amaurolithus primus,Amaurolithus delicatus,Gephyrocapsa spp. (small),Microrhabdulus decoratus,Helicosphaera euphratis,Discoaster moorei,Discoaster deflandrei,Chiasmolithus grandis,Calcidiscus tropicus,Braarudosphaera bigelowii,Aspidolithus parcus constrictus,Chiasmolithus modestus,Isthmolithus recurvus,Discoaster lodoensis,Helicosphaera vedderi,Discolithina japonica,Amaurolithus amplificus,Discoaster signus,Chiasmolithus solitus,Chiasmolithus eograndis,Lithostromation perdurum,Discolithina syracusana,Umbilicosphaera angustiforamen,Eiffellithus sp.,Micula decussata,Amaurolithus tricorniculatus,Ceratolithus acutus,Syracosphaera pulchra,Ceratolithus cristatus,Ceratolithus armatus,Syracosphaera nodosa,Scapholithus fossilis,Pseudoemiliania lacunosa,Sphenolithus radians,Coronocyclus nitescens,Helicosphaera sellii,Chiasmolithus oamaruensis,Prediscosphaera sp.,Discoaster tamalis,Discoaster petaliformis,Cribrocentrum reticulatum,Helicosphaera wallichii,Syracosphaera lamina,Comment
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 60,X, 1,  89.00,    530.3900,Gartner  ,Nannofossils                                 ,               ,                  ,C                 ,R                               ,R                        ,                       ,R                    ,R                    ,VR                 ,                 ,                        ,                          ,VR                         ,C                    ,                        ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,R                      ,F                     ,VR                     ,                   ,                            ,                      ,                      ,                     ,                  ,VR                    ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,VR                     ,VR                     ,VR                     ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 60,X, 2,  89.00,    531.8900,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,                                ,                         ,                       ,                     ,                     ,                   ,                 ,                        ,                          ,                           ,VR                   ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,VR                     ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,VR                 ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 60,X, 4,  89.00,    534.8900,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,                                ,                         ,                       ,                     ,VR                   ,                   ,                 ,                        ,                          ,                           ,                     ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,r                        ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 61,X, 1,  89.00,    539.9900,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,                                ,                         ,                       ,                     ,VR                   ,                   ,                 ,                        ,                          ,                           ,VR                   ,                        ,                      ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,VR                 ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 61,X, 3,  89.00,    542.9900,Gartner  ,Nannofossils                                 ,               ,                  ,R                 ,VR                              ,VR                       ,                       ,R                    ,R                    ,VR                 ,                 ,                        ,                          ,                           ,C                    ,                        ,R                     ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,F                     ,                       ,                   ,                            ,                      ,                      ,VR                   ,                  ,R                     ,                       ,VR                 ,VR                 ,r                     ,VR                      ,cf                     ,VR               ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 62,X, 3,  90.00,    552.7000,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,C                               ,C                        ,C                      ,F                    ,R                    ,                   ,cf               ,C                       ,F                         ,VR                         ,C                    ,VR                      ,                      ,                 ,VR                   ,R                  ,                 ,                       ,                          ,R                      ,F                     ,R                      ,R                  ,R                           ,VR                    ,VR                    ,F                    ,VR                ,VR                    ,r                      ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN9a              ,              ,150, 905,A, 63,X, 4,  89.00,    563.8900,Gartner  ,Nannofossils                                 ,               ,                  ,                  ,C                               ,F                        ,                       ,                     ,R                    ,                   ,                 ,                        ,F                         ,                           ,F                    ,R                       ,VR                    ,                 ,VR                   ,                   ,                 ,                       ,VR                        ,R                      ,R                     ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,150, 905,A, 64,X, 3,  89.00,    572.0900,Gartner  ,Nannofossils                                 ,               ,                  ,VR                ,C                               ,                         ,                       ,                     ,F                    ,R                  ,VR               ,                        ,R                         ,                           ,C                    ,                        ,R                     ,r                ,R                    ,VR                 ,VR               ,r                      ,                          ,                       ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,CN8               ,              ,150, 905,A, 65,X, 3,  88.00,    581.6800,Gartner  ,Nannofossils                                 ,               ,                  ,F                 ,C                               ,C                        ,F                      ,F                    ,R                    ,VR                 ,VR               ,C                       ,F                         ,R                          ,F                    ,R                       ,VR                    ,                 ,                     ,                   ,                 ,                       ,                          ,                       ,                      ,                       ,                   ,                            ,                      ,                      ,                     ,                  ,                      ,                       ,                   ,                   ,                      ,                        ,                       ,                 ,                         ,                       ,                       ,                       ,                     ,                        ,                           ,                   ,                   ,                      ,                         ,                        ,                       ,                 ,                     ,                     ,                    ,                         ,                               ,                      ,                     ,                    ,                     ,                     ,                       ,                 ,                     ,                       ,                        ,                       ,                              ,                ,                ,                            ,                   ,                     ,                      ,                    ,                    ,                     ,                        ,                    ,                      ,                    ,                         ,                   ,                  ,                       ,                         ,                       ,                    ,From Leg 150 SR; Ch 4; Figure 1; p 55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
