Exp,Hole,Core,Type,Section,Top Depth [m],Preservation,Group abundance,Bicolumnus ovatus,Blackites sp.,Braarudosphaera sp.,Calcidiscus leptoporus,Calcidiscus leptoporus (>10 μm),Calcidiscus macintyrei,Calcidiscus macintyrei (>11 μm),Calcidiscus premacintyrei,Calcidiscus tropicus,Calcidiscus tropicus (>10 µm),Catinaster coalitus,Ceratolithus acutus,Chiasmolithus altus,Chiasmolithus oamaruensis,Chiasmolithus sp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pelagicus f. braarudii,Coccolithus streckeri,Coronocyclus nitescens,Crenalithus doronicoides,Cricolithus jonesii,Cryptococcolithus cf. mediaperforatus,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus (10-11 μm),Cyclicargolithus abisectus (>11 μm),Cyclicargolithus floridanus,Dictyococcites antarcticus,Dictyococcites bisectus,Dictyococcites productellus (<3 μm),Dictyococcites productellus (3-5 μm),"Dictyococcites productellus (3-5 μm, circular)",Dictyococcites scrippsae,Dictyococcites stavensis (10-14 μm),Dictyococcites stavensis (>14 μm),Discoaster deflandrei,Discoaster sp.,Emiliania huxleyi,Emiliania pujosae,Gephyrocapsa aperta,Gephyrocapsa caribbeania (3-4 μm),Gephyrocapsa caribbeanica (4-5.5 μm),Gephyrocapsa caribbeanica (5.5-6.5 μm),Gephyrocapsa caribbeanica (>6.5 μm),Gephyrocapsa crassipons,Gephryocapsa ericsonii,Gephyrocapsa oceanica (3-4 μm),Gephyrocapsa oceanica (4-5.5 μm),Gephyrocapsa oceanica (5.5-6.5 μm),Gephyrocapsa omega,Helicosphaera carteri,Helicosphaera cf. euphratis,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera cf. intermedia,Helicosphaera intermedia,Helicosphaera omanica,Helicosphaera cf. sellii,Helicosphaera sellii,Helicosphaera sp.,Hughesius tasmaniae,Isthmolithus recurvus,Lanternithus minutus,Markalius inversus,Minyalitha convalis,Neococcolithus sp.,Pontosphaera discopora,Pontosphaera japonIca,Pontosphaera multipora,Pontosphaera sp.,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudoemiliania pacifica,Pseudoemiliania sp.,Pyrociclus orangensis,Pyrociclus sp.,Reticulofenestra amplus,Reticulofenestra asanoi (<6 um),Reticulofenestra asanoi (>6 um),Reticulofenestra daviesi,Reticulofenestra dictyoda,Reticulofenestra filewiczii,Reticulofenestra gelida (8-10 µm),Reticulofenestra gelida (>10 μm),Reticulofenestra haqii (<3 μm),Reticulofenestra haqii (3-5 μm),"Reticulofenestra haqii (3-5 μm, circular)",Reticulofenestra minuta (<3 μm),Reticulofenestra minutula,Reticulofenestra minutula (circular),Reticulofenestra pseudoumbilicus (8-10 μm),Reticulofenestra pseudoumbilicus (>10 μm),Reticulofenestra reticulata,Reticulofenestra rotaria (elliptical),Reticulofenestra umbilicus (10-14 µm),Reticulofenestra umbilicus (>14 µm),Rhabdosphaera procera,Scyphosphaera apsteinii,Scyphosphaera globulata,Scyphosphaera lagena,Scyphosphaera cf. pacifica,Scyphosphaera cf. queenslandensis,Scyphosphaera sp.,Schyphosphaera sp. 1,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus aubryae,Sphenolithus cf. abies,Sphenolithus cf. belemnos,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus conicus,Sphenolithus cf. delphix,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus hetermorphus,Sphenolithus moriformis,Sphenolithus cf. neoabies,Sphenolithus neoabies,Sphenolithus orphanknollensis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus villae,Sphenolithus sp.,Syracosphaera pulchra,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera sp.,Umbilicosphaera cricota,Umbilicosphaera jafari,Umbilicosphaera cf. rotula,Umbilicosphaera rotula,Umbilicosphaera sp.,Umbilicosphaera sibogae,Zygrhablithus bijugatus,Unnamed: 148,Site,Top [cm],Bottom [cm],Bottom Depth [m],A/W,Sample,eodp_id
317,C,2,R,CC,576.47,M,C,,,,F,,R,,,,,,,,,,,,C,F,R,,,,,,,,,R,,A,A,,,P,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,U1352,,,,,317-U1352C-2R-CC-nan,4ca763a745b97f8b1e4f065c88c1ce89
317,C,3,R,CC,588.04,M,F,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,U1352,,,,,317-U1352C-3R-CC-nan,01b37059a04ad0e1456256ab616517b2
317,C,4,R,CC,601.23,M,C,,,,F,,R,,,,,,,,,,,,C,,R,,,,,,,,,P,,A,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352C-4R-CC-nan,8d983b484c78fbdd9ca6e0ac81cb0079
317,C,6,R,CC,661.16,G,F,,,,P,,,,,P,,,,,,,,,C,,P,,,,,,,,,,,F,C,,,P,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,P,,,,C,C,P,C,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-6R-CC-nan,82db75913e03a498303798c37adafdec
317,C,7,R,CC,671.20,M,C,,,,P,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-7R-CC-nan,6faa34d984ad87280f334e3e82c534c3
317,C,8,R,CC,680.24,P,F,,,,,,,,,,,,,,,,,,C,,P,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,,,A,C,,F,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-8R-CC-nan,13fc8595a8827fd2bb509aff079b6885
317,C,9,R,CC,690.03,M,C,,,,P,F,,,,,,,,,,,,,F,,,,,,,,,,,,P,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,R,,,P,A,C,,F,P,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,C,,,,,,,U1352,,,,,317-U1352C-9R-CC-nan,bb8bfa670ca21483f419580a512f4213
317,C,10,R,CC,701.00,G,F,,,,,,,,,P,,,,P,,,,,C,,,,P,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,P,,,,,,,,,R,,,,F,,,,A,C,,C,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-10R-CC-nan,9e63aa6671862faec07e997c34352a76
317,C,11,R,CC,709.73,M,A,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,P,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,C,D,,C,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-11R-CC-nan,83622bbb15f4645d17993eaf40758110
317,C,12,R,CC,719.46,P,F,,,,P,,,,,,,,,,,,,,F,,,,,,,,,,,,,,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-12R-CC-nan,636381943d9d663f56a9055a8ecfce6a
317,C,13,R,CC,728.93,M,C,,,,F,,,,,R,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,C,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-13R-CC-nan,badc7578a248a985a7feda7e3286965e
317,C,14,R,CC,740.14,M,A,,,,R,,,,,,,,,,,,,,C,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-14R-CC-nan,e5cfb98963acac72c01ed7a46cb0e290
317,C,15,R,CC,749.77,M,C,,,,R,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,U1352,,,,,317-U1352C-15R-CC-nan,dcdbf51b43c3915b7fb71aa6b5b6ded2
317,C,16,R,CC,759.38,G,A,,,,R,,,,,,,,,,,,,,C,,P,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,P,,,,D,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,U1352,,,,,317-U1352C-16R-CC-nan,aef341766b169d6bdf742d9d0d714440
317,C,17,R,CC,769.70,M,C,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-17R-CC-nan,b48b4c072a293d1bd8a64773642887c3
317,C,18,R,CC,779.87,M,A,,,,F,,,,,,,,,,,,,,C,F,,,,,,,,,,R,,C,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,P,,,D,F,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,U1352,,,,,317-U1352C-18R-CC-nan,ff26e9c5cfe5ecbfcc47224511cb61e2
317,C,19,R,CC,788.94,M,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352C-19R-CC-nan,c89c4249d39efe90220a406d45ba64d6
317,C,20,R,CC,798.31,G,C,,,,F,,,,,R,,,,,,,,,C,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-20R-CC-nan,dd4e688e1cf2da5c88e5c91e4ba790c0
317,C,21,R,CC,807.35,M,A,,,,F,,,,,R,,,,P,,,,,C,R,,,,,,,,,,P,,C,A,,,P,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-21R-CC-nan,ef4e754a8ce9a91e26c650e579bcf612
317,C,22,R,CC,817.47,M,F,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,U1352,,,,,317-U1352C-22R-CC-nan,fb337b2bd75557eb02a0fdd4e5119773
317,C,23,R,CC,826.53,M,F,,,,,,,,,,,,,,,,,,C,F,P,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,,,,,,,,,U1352,,,,,317-U1352C-23R-CC-nan,b4c17c55505e6c3bcd258e344f8bdc96
317,C,24,R,CC,836.79,M,F,,,,F,,,,,,,,,,,,,,C,F,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,,,,,,,,C,,C,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-24R-CC-nan,cd048d0277295ed8e510c69753a9d6b7
317,C,25,R,CC,846.22,P,C,,,,P,,,,,,,,,,,,,,C,,,,P,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,A,,C,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-25R-CC-nan,79b1dd4b909947973183021920fba0c8
317,C,26,R,CC,855.29,P,F,,,,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,F,,,,,,,,,P,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,C,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,U1352,,,,,317-U1352C-26R-CC-nan,57fb5fc005c50f1bbee7a11d549e0813
317,C,27,R,CC,864.94,P,C,,,,P,,,,,,,,,,,,,,C,,,,,,,,P,,,,,A,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,C,,C,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-27R-CC-nan,f93c3d490a541b2e10c68067a36766b4
317,C,28,R,CC,875.41,M,F,,,,,,,,,,,,,,,,,,C,,P,,,,,,,,,,,D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,P,,,,,,,,,P,,,,A,C,,C,R,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,U1352,,,,,317-U1352C-28R-CC-nan,f9b9a61b5da0363e97d182ecfbd0f4b5
317,C,29,R,CC,884.91,M,C,,,,R,,,,,P,,,,,,,,,C,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,F,,C,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-29R-CC-nan,2eb85dc4acd95dacf2284488081bd7cb
317,C,30,R,CC,894.37,P,F,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,C,,C,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,U1352,,,,,317-U1352C-30R-CC-nan,22b56c97dbf8af05cdab486ca0d3f62d
317,C,31,R,CC,905.48,M,C,,,,,C,,,,C,,,,,,,,,C,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,P,,A,,R,A,R,,R,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,U1352,,,,,317-U1352C-31R-CC-nan,7638fd4bd9f8823961882509b1b6e9de
317,C,32,R,CC,913.03,M,R,,,,F,,,,,P,,,,,,,,,C,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,R,,,,,,,,,P,,,,P,,,,,F,,C,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-32R-CC-nan,2ad8e44d42aece3f5ea2a8dc82df18ae
317,C,33,R,CC,926.31,M,C,,,,R,,,,,P,,,,,,,,,C,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,C,,A,,,P,,,P,,,,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-33R-CC-nan,12a4a1399a1f3217a982d01e9c853ca0
317,C,34,R,CC,934.53,M,F,,,,F,,,,,R,,,,,,,,,C,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,,,,,,P,,,,,,,,,,F,,F,,,,,,,,,,,P,,P,,A,C,,A,,,,,,R,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,P,,,,,R,,,,,,,U1352,,,,,317-U1352C-34R-CC-nan,61877c0920557ae3240557d3fd467258
317,C,35,R,CC,944.45,P,F,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,R,,,,,,,,,P,,,,,,R,,A,,,D,C,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,U1352,,,,,317-U1352C-35R-CC-nan,106eff5c46919585a5208885a95459ee
317,C,36,R,CC,953.49,M,F,,,,R,,,,,P,,,,,,,,,C,R,,,,,,,,,,P,,,C,,,P,,,,,,,,,,,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,C,,,D,,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-36R-CC-nan,d408919c49bae4c267568df2ef2caa04
317,C,37,R,CC,964.39,M,F,,,,P,P,,,,R,,,,,,,,,C,,,,,,,,,,,P,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,D,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,U1352,,,,,317-U1352C-37R-CC-nan,ae968ce986acfb08b27c03d0fc3cf174
317,C,38,R,CC,978.49,M,F,,,,R,,,,,R,,,,,,,,,C,,,,,,,,,,,P,,C,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,P,,,R,,,F,,D,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,U1352,,,,,317-U1352C-38R-CC-nan,b2931c62685863eaa550b0893f81a938
317,C,39,R,CC,987.74,M,F,,,,R,,,,,R,,,,,,,,,C,,,,,,,,,,,P,P,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,P,,,F,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,U1352,,,,,317-U1352C-39R-CC-nan,65f203db60d61de7424861c9879c1f9a
317,C,40,R,CC,992.18,M,F,,,,F,,,,,,,,,,,,,,C,,P,,,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,,,,P,,,,P,P,,,,,,A,F,,P,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-40R-CC-nan,67fc60a9896016270d8642da95188134
317,C,41,R,CC,1004.95,P,F,,,,,,,,,P,,,,,,,,,C,R,,,,,,,,,,P,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,P,,,,,P,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-41R-CC-nan,f732777061f1e80476553adbc1143c98
317,C,42,R,CC,1011.69,M,F,,,,C,,,,,F,,,,,,,,,C,,,,,,,,,,,R,,,A,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,R,,R,C,,F,F,R,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,?P,,,,,U1352,,,,,317-U1352C-42R-CC-nan,db6ed58ae0e6a3cf7b755434c68a20f3
317,C,43,R,CC,1019.69,G,F,,,,F,,,,,P,,,,,,,,,C,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,F,,,,?P,?P,,,,R,,,,R,,F,P,,F,,R,C,R,P,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,P,,,,,U1352,,,,,317-U1352C-43R-CC-nan,a6c3036abf5e82f0b9679efadf41e18b
317,C,44,R,CC,1034.53,P,F,,,,P,,P,,,P,,,,,,,,,C,,,,,,,,P,,,R,,F,F,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,R,,P,R,F,C,,,F,,P,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,U1352,,,,,317-U1352C-44R-CC-nan,d130fba4edc1e1f47cb91ab695d998a0
317,C,45,R,CC,1040.60,M,F,,,,F,,,,,,,,,P,,,,,C,,,,,,,,,,,P,P,F,C,,,,,,,,,C,,,,,,,,,,,P,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,P,,P,P,F,C,,F,F,,P,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-45R-CC-nan,260d8dd4d2844f68964ac39fd77b2eee
317,C,46,R,CC,1049.72,M,C,,,,,,,,,P,,,,,,,,,C,,,,,,,,,,,F,,,C,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,F,,,P,F,R,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,R,,R,,,,,U1352,,,,,317-U1352C-46R-CC-nan,c898c493c1acb74c7d2d6a8a112844e3
317,C,47,R,CC,1058.49,M,F,,,,P,,,,,,,,,,,,,,C,,,,,,,,,,P,,,C,R,,,P,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,,,,F,R,,C,C,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,P,,,,,,,U1352,,,,,317-U1352C-47R-CC-nan,8396848ccd0867e74ec56a903b9d8de9
317,C,48,R,CC,1068.93,P,F,,,,,,,,,F,,,,,,,,,C,P,P,,,,,,,,,R,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,C,F,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,,,U1352,,,,,317-U1352C-48R-CC-nan,7d30eb58fea086375b6e4d38ac28b3c7
317,C,49,R,CC,1077.64,M,F,,,,F,,,,,F,,,,,,,,,C,,,,,,,,,,,,R,C,R,,,P,,,,,,F,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-49R-CC-nan,97a0f500123f427305db3b6374a9ceb2
317,C,50,R,CC,1093.16,F,M,,,,F,,,,,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,F,,,,,,,,,R,,,,,,,,F,,,A,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,F,,P,,,,,U1352,,,,,317-U1352C-50R-CC-nan,0345ce303443b1b3d9ab1933d6fef02f
317,C,51,R,CC,1098.87,M,C,,,,F,,,,,,,,,,,,,,C,,,,,,,,,,,R,,C,,,,,,,,,,C,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,,,,C,,,C,R,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,F,,,,,,,U1352,,,,,317-U1352C-51R-CC-nan,666c4ba7b3c4ea412cc03e798d18fa93
317,C,52,R,CC,1104.77,P,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,A,F,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,R,,,,,A,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,U1352,,,,,317-U1352C-52R-CC-nan,d7221b3f12b3737840b9b0334e8b77c2
317,C,53,R,CC,1115.07,P,F,,,,F,,,,,F,,,,,,,,,C,,,,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,,,,F,,,,R,,,,C,,,A,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,U1352,,,,,317-U1352C-53R-CC-nan,26940ff71a168f00fe0842b580846d35
317,C,54,R,CC,1127.57,P,F,,,,F,,,,,P,,,,,,,,,,R,,,,,,,,,,F,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,,R,,P,,C,,,C,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U1352,,,,,317-U1352C-54R-CC-nan,6d259a5dbeebe4bd7032cbd1ca28fe74
317,C,55,R,CC,1136.19,M,C,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,R,,C,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,A,C,,,P,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,U1352,,,,,317-U1352C-55R-CC-nan,9946d1eab17ddd2d1af9929bdd2530e1
317,C,56,R,CC,1147.41,G,C,,,,P,,,,,,,,,,,,,,C,,,,,,,,,,,C,,C,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,R,,F,P,C,R,,C,F,,R,,,,,,,,,?P,,,P,,R,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,R,,R,,,,,U1352,,,,,317-U1352C-56R-CC-nan,80ab21152283ab17dc48e34faa3b582e
