Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zeugrhabdotus elegans	Zeugrhabdotus acanthus	Watznaueria supracretacea	Watznaueria ovata	Watznaueria barnesae	Tranolithus gabalus	Tranolithus exiguus	Stoverius achylosus	Rotelapillus laffittei	Rhagodiscus angustus	Radiolithus planus	Radiolithus orbiculatus	Quadrum intermedium	Quadrum gartneri	Quadrum eneabrachium	Prediscosphaera spinosa	Prediscosphaera intercisa	Prediscosphaera columnata	Prediscosphaera cantabrigensis	Parhabdolithus melanoarachnion	Microrhabdulus decoratus	Manivitella pemmatoidea	Glaukolithus diplogrammus	Gephyrorhabdus coronadventis	Gartnerago obliquum (small)	Gartnerago obliquum	Eprolithus octopetalus	Eprolithus floralis	Eprolithus eptapetalus	Eiffellithus turriseiffelii (form 2)	Eiffellithus turriseiffelii	Cribrosphaerella ehrenbergii	Corollithion signum	Corollithion exiguum	Chiastozygus platyrhethus	Broinsonia dentata	Biscutum constans	Axopodorhabdus albianus	Amphizygus brooksii	Ahmuellerella octoradiata	Watznaueria biporta	Microstaurus ficula	Microrhabdulus belgicus	Laguncula sp.	Kamptnerius tabulatus	Discorhabdus ignotus	Aspidolithus bevieri	Zeugrhabdotus pseudanthophorus	Stradneria crenulata	Stoverius coronatus	Scampanella cornuta	Prediscosphaera ponticula	Marthasterites furcatus	Lithraphidites carniolensis	Lithastrinus septenarius	Liliasterites atlanticus	Glaukolithus bicrescenticus	Gartnerago diversum	Flabellites oblongus	Eiffellithus eximius	Helicolithus trabeculatus	Cretarhabdus conicus	Rhagodiscus splendens	Quadrum eptabrachium	Placozygus fibuliformis	Rotelapillus crenulatus	Prediscosphaera cretacea	Stoverius asymmetricus	Zeugrhabdotus sp. cf. Z. erectus	Tranolithus phacelosus	Stoverius biarcus	Micula decussata 1	Chiastozygus litterarius	Prediscosphaera honjoi	Micula decussata 2	Micula concava	Tranolithus minimus	Lithastrinus grillii	Vekshinella stradnerii	Reinhardtites anthophorus	Ahmuellerella regularis	Eiffellithus gorkae	Calculites obscurus	Toweius eminens	Sphenolithus primus	Rhomboaster bitrifida	Hornibrookina australis	Heliolithus riedelii	Heliolithus megastypus	Heliolithus kleinpellii	Fasciculithus tympaniformis	Fasciculithus lillianae	Discoaster multiradiatus	Chiasmolithus bidens	Toweius pertusus	Placozygus sigmoides	Ericsonia robusta	Ellipsolithus macellus	Discoaster mohleri	Cruciplacolithus frequens	Chiasmolithus consuetus	Chiasmolithus californicus	Fasciculithus richardii	Zygodiscus herlynii	Toweius tovae	Neochiastozygus junctus	Cruciplacolithus tenuis	Markalius inversus	Discoaster nobilis	Ellipsolithus lajollaensis	Discoaster delicatus	Coccolithus eopelagicus	Bomolithus conicus	Discoaster lenticularis	Reticulofenestra umbilica	Fasciculithus involutus	Coccolithus pelagicus	Campylosphaera dela	Tribrachiatus bramlettei	Lophodolithus mochlophorus	Ellipsolithus distichus	Discoaster salisburgensis	Discoaster diastypus	Tribrachiatus contortus	Discoaster binodosus	Discoaster barbadiensis	Chiasmolithus grandis	Chiasmolithus eograndis	Tribrachiatus orthostylus	Toweius magnicrassus	Sphenolithus radians	Discoaster tanii	Discoaster lodoensis	Discoaster kuepperi	Cyclicargolithus gammation	Coccolithus formosus	Chiasmolithus solitus	Neococcolithes dubius	Helicosphaera seminulum	Helicosphaera lophota	Discoaster nodifer	Discoaster sublodoensis	Discoaster elegans	Chiasmolithus expansus	Discoaster saipanensis	Coccolithus staurion	Chiasmolithus gigas	Reticulofenestra dictyoda	Pseudotriquetrorhabdulus inversus	Nannotetrina fulgens	Lophodolithus nascens	Sphenolithus spiniger	Nannotetrina pappii	Sphenolithus elongatus	Pontosphaera multipora	Sphenolithus moriformis	Sphenolithus furcatolithoides	Nannotetrina cristata	Discoaster deflandrei	Discoaster wemmelensis	Cyclicargolithus luminis	Discoaster strictus	Reticulofenestra samodurovii	Zygrhablithus bijugatus	Helicosphaera dinesenii	Helicosphaera papillata	Discoaster bifax	Helicosphaera obliqua	Dictyococcites scrippsae	Chiasmolithus nitidus	Cyclicargolithus reticulatus	Daktylethra punctulata	Dictyococcites bisectus	Sphenolithus pseudoradians	Reticulofenestra lockerii	Cyclicargolithus floridanus	Sphenolithus predistentus	Sphenolithus distentus	Helicosphaera truempyi	Comment

  SR	Santonian        	                 	CC16              	              	159	 959	D	 65	R	 3	 144.00	   1028.5400	Shafik   	Nannofossils                                 	R              	P                 	                     	                      	                         	R                	C                   	                   	R                  	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	F                      	                         	                            	                           	R                  	                      	                   	                      	                                    	                           	R                           	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	R                    	                    	R                   	                              	                    	                   	                   	                         	R                      	                           	                        	                        	R                          	R                  	                    	R                   	                         	R                   	                     	                    	                       	                       	                        	R                     	                                	                      	                 	C                 	                        	                      	                  	C             	                   	R                   	                      	                         	                       	                   	R                  	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 4	  77.00	   1029.3700	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	                         	R                	C                   	                   	F                  	                   	                      	                    	                  	                       	                   	R               	                    	                       	C                        	                         	                              	                              	                        	F                      	R                        	                            	                           	F                  	                      	                   	                      	                                    	F                          	                            	                   	                    	                         	R                 	                 	                       	                   	                         	                   	R                  	                       	             	                     	                    	F                   	                              	F                   	                   	                   	                         	F                      	R                          	                        	                        	F                          	                   	R                   	R                   	                         	R                   	                     	                    	F                      	                       	                        	R                     	                                	                      	                 	C                 	F                       	R                     	C                 	C             	                   	F                   	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 4	  89.00	   1029.4900	Shafik   	Nannofossils                                 	F              	P                 	                     	F                     	                         	R                	A                   	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	F                             	                        	F                      	R                        	                            	                           	R                  	                      	                   	                      	                                    	F                          	R                           	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	R                    	                    	R                   	                              	                    	                   	                   	                         	C                      	                           	                        	                        	F                          	                   	                    	F                   	                         	R                   	                     	                    	                       	                       	F                       	R                     	                                	                      	                 	C                 	R                       	                      	                  	C             	                   	F                   	                      	R                        	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 5	 100.00	   1031.1000	Shafik   	Nannofossils                                 	C              	M                 	                     	                      	R                        	                 	A                   	                   	F                  	                   	                      	R                   	                  	                       	                   	F               	                    	                       	                         	                         	                              	                              	                        	F                      	                         	                            	                           	                   	                      	                   	                      	                                    	F                          	R                           	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	R                   	                              	                    	                   	                   	                         	F                      	                           	                        	                        	                           	F                  	                    	                    	                         	                    	                     	                    	F                      	                       	                        	R                     	                                	                      	                 	C                 	R                       	                      	C                 	A             	                   	F                   	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 5	 110.00	   1031.2000	Shafik   	Nannofossils                                 	F              	P                 	                     	F                     	                         	                 	C                   	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	                       	                         	                         	                              	                              	                        	R                      	                         	                            	                           	                   	                      	                   	                      	                                    	                           	                            	                   	                    	                         	                  	                 	                       	                   	                         	R                  	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	F                      	                           	                        	                        	                           	                   	                    	                    	                         	R                   	                     	                    	                       	                       	                        	                      	                                	                      	                 	A                 	R                       	                      	                  	C             	                   	F                   	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 6	  29.00	   1031.8900	Shafik   	Nannofossils                                 	C              	M                 	                     	F                     	                         	R                	C                   	                   	C                  	                   	                      	                    	                  	                       	                   	                	                    	                       	F                        	                         	                              	                              	R                       	F                      	                         	                            	                           	F                  	                      	                   	                      	                                    	F                          	                            	                   	                    	                         	                  	                 	                       	                   	                         	R                  	                   	R                      	             	                     	                    	                    	                              	                    	                   	                   	                         	R                      	F                          	                        	                        	C                          	F                  	                    	F                   	                         	R                   	                     	                    	R                      	                       	C                       	F                     	F                               	C                     	                 	F                 	R                       	R                     	                  	C             	                   	F                   	                      	R                        	                       	R                  	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 6	 103.00	   1032.6300	Shafik   	Nannofossils                                 	R              	P                 	                     	                      	                         	                 	                    	                   	F                  	                   	                      	                    	                  	                       	                   	F               	                    	                       	                         	                         	                              	                              	                        	R                      	                         	                            	                           	                   	                      	                   	                      	                                    	R                          	R                           	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	F                      	                           	                        	                        	                           	                   	                    	                    	                         	                    	                     	                    	                       	                       	                        	                      	                                	                      	                 	F                 	                        	                      	C                 	C             	                   	                    	                      	                         	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	 7	  23.00	   1033.3300	Shafik   	Nannofossils                                 	C              	M                 	                     	F                     	                         	                 	A                   	                   	C                  	                   	                      	R                   	                  	                       	                   	R               	                    	                       	F                        	                         	                              	                              	R                       	F                      	F                        	                            	                           	                   	                      	                   	                      	                                    	F                          	                            	                   	                    	                         	                  	                 	                       	                   	                         	R                  	                   	                       	             	                     	                    	R                   	                              	                    	                   	                   	                         	C                      	R                          	                        	                        	F                          	F                  	                    	F                   	                         	                    	F                    	                    	R                      	                       	F                       	R                     	F                               	F                     	                 	C                 	F                       	                      	F                 	C             	F                  	F                   	                      	R                        	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	CC	   0.00	   1033.8400	Shafik   	Nannofossils                                 	A              	M                 	                     	F                     	                         	                 	A                   	                   	F                  	                   	                      	R                   	                  	                       	                   	S               	                    	                       	F                        	                         	                              	                              	R                       	F                      	F                        	                            	                           	                   	                      	?                  	                      	                                    	F                          	                            	F                  	                    	                         	R                 	                 	                       	                   	                         	                   	                   	F                      	             	R                    	                    	R                   	                              	                    	                   	                   	?                        	C                      	F                          	S                       	                        	F                          	F                  	R                   	F                   	R                        	R                   	R                    	                    	F                      	                       	F                       	F                     	F                               	                      	                 	C                 	                        	R                     	F                 	C             	R                  	C                   	                      	R                        	F                      	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 65	R	CC	   1.00	   1033.8500	Shafik   	Nannofossils                                 	A              	M                 	                     	                      	                         	                 	A                   	                   	F                  	                   	                      	R                   	                  	                       	                   	                	                    	F                      	C                        	                         	                              	                              	R                       	F                      	R                        	                            	                           	                   	                      	                   	                      	                                    	F                          	R                           	                   	                    	                         	R                 	                 	                       	                   	                         	R                  	                   	                       	             	R                    	                    	                    	                              	R                   	F                  	                   	                         	F                      	R                          	                        	                        	F                          	F                  	R                   	F                   	                         	                    	                     	                    	F                      	R                      	                        	R                     	F                               	                      	F                	F                 	R                       	F                     	C                 	C             	                   	F                   	                      	F                        	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.

  SR	Coniacian        	Santonian        	CC15b             	              	159	 959	D	 66	R	 1	   8.00	   1033.7800	Shafik   	Nannofossils                                 	F              	P                 	                     	                      	R                        	                 	A                   	                   	                   	                   	                      	                    	                  	                       	                   	                	                    	R                      	F                        	                         	                              	                              	R                       	F                      	R                        	                            	                           	F                  	                      	                   	                      	                                    	F                          	                            	                   	                    	                         	                  	                 	                       	                   	                         	                   	                   	                       	             	                     	                    	                    	                              	                    	                   	                   	                         	F                      	                           	                        	                        	R                          	F                  	                    	F                   	                         	                    	                     	                    	                       	                       	F                       	                      	F                               	                      	                 	F                 	F                       	                      	F                 	A             	                   	F                   	                      	R                        	                       	                   	                   	               	                   	                     	                       	                    	                      	                       	                           	                       	                        	                    	                	                    	                 	                      	                  	                         	                       	                          	                       	                   	             	                       	                       	                  	                  	                          	                    	                       	                  	                       	                         	                       	                     	                   	                        	                          	                       	                         	                    	                       	                    	                       	                     	                       	                         	                    	                    	                	                    	                   	                          	                    	                     	                     	                       	                     	                  	                       	                  	                      	                      	                    	                   	                         	                                 	                    	                     	                     	                   	                      	                      	                       	                             	                     	                     	                      	                        	                   	                            	                       	                       	                       	                	                     	                        	                     	                            	                      	                       	                          	                         	                           	                         	                      	                      	from Leg 159SR Ch 26 Table 1.
