Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Sphenolithus abies,Reticulofenestra minutula,Reticulofenestra minuta,Cyclolithella cf. C. annulla,Calcidiscus leptoporus,Helicosphaera carteri,Discolithina/Pontosphaera sp.,Discoaster quinqueramus,Coccolithus pelagicus,Gephyrocapsa sp. (small),Calcidiscus tropicus,Scapholithus fossilis,Rhabdosphaera clavigera,Reticulofenestra pseudoumbilicus,Helicosphaera parallela,Discoaster bergenii,Amaurolithus primus,Discoaster variabilis,Discoaster surculus,Discoaster pentaradiatus,Discoaster brouweri,Calcidiscus macintyrei,Helicosphaera sellii,Florisphaera sp.,Syracosphaera pulchra,Scyphosphaera pulcherrima,Amaurolithus tricorniculatus,Pseudoemiliania lacunosa,Discolithina japonica,Ceratolithus rugosus,Discoaster asymmetricus,Discosphaera tubifera,Hayaster perplexus,Oolithotus antillarum,Scyphosphaera procera,Crenalithus sp.,Umbilicosphaera spp.,Scyphosphaera apsteinii,Discoaster tamalis,Scyphosphaera sp.,Gephyrocapsa oceanica s.l.,Gephyrocapsa caribbeanica,Syracosphaera quadrilaminata,Syracosphaera sp.,Umbellosphaera irregularis,Thorosphaera flabellata,Reticulofenestra sp.,Umbellosphaera tenuis,Emiliania huxleyi,Comment
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 5,  36.00,     89.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,F                           ,R                     ,F                    ,R                            ,                       ,                     ,                        ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,VR                 ,F                     ,                    ,                ,VR                   ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 6,  36.00,     90.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,R                           ,R                     ,F                    ,                             ,                       ,VR                   ,C                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,VR                      ,VR                 ,F                     ,                    ,                ,VR                   ,                         ,                            ,C                       ,                     ,                    ,                       ,VR                   ,VR                ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 10,H, 7,  36.00,     92.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,R                           ,R                     ,F                    ,                             ,                       ,                     ,C                       ,                    ,R                    ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,                        ,                   ,F                     ,                    ,                ,                     ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 11,H, 1,  36.00,     92.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,                       ,                            ,                      ,F                    ,                             ,                       ,                     ,C                       ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,R                  ,                        ,                   ,R                     ,                    ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 11,H, 2,  36.00,     94.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,C                      ,R                           ,F                     ,F                    ,VR                           ,                       ,                     ,C                       ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,VR                 ,VR                      ,VR                 ,F                     ,                    ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 11,H, 3,  36.00,     95.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,                       ,F                           ,R                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,VR                     ,                                ,                       ,                   ,                   ,                     ,VR                 ,                        ,VR                 ,F                     ,                    ,                ,                     ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,A              ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 11,H, 4,  36.00,     97.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,                       ,C                           ,R                     ,F                    ,F                            ,                       ,                     ,                        ,                    ,VR                   ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,VR                      ,R                  ,F                     ,                    ,                ,                     ,                         ,                            ,F                       ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,CN12a             ,              ,133, 815,A, 11,H, 5,  36.00,     98.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,                  ,A                        ,A                      ,F                           ,R                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,                        ,                   ,F                     ,                    ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 11,H, 6,  36.00,    100.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,VR                ,A                        ,A                      ,F                           ,R                     ,F                    ,R                            ,                       ,                     ,C                       ,                    ,                     ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,R                       ,VR                 ,F                     ,                    ,                ,R                    ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,A              ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 11,H, 7,  36.00,    101.6600,Gartner  ,Nannofossils                                 ,V              ,P                 ,VR                ,A                        ,                       ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,AA                      ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,R                       ,VR                 ,F                     ,                    ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 12,H, 1,  36.00,    102.1600,Gartner  ,Nannofossils                                 ,V              ,P                 ,VR                ,A                        ,                       ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,AA                      ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,VR                   ,                   ,R                       ,                   ,F                     ,                    ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,VR                     ,                     ,                  ,                     ,VR                   ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 12,H, 2,  36.00,    103.6600,Gartner  ,Nannofossils                                 ,V              ,P                 ,VR                ,A                        ,A                      ,F                           ,R                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,VR                   ,VR                     ,                                ,                       ,                   ,                   ,                     ,                   ,C                       ,R                  ,F                     ,                    ,                ,F                    ,                         ,                            ,C                       ,                     ,                    ,                       ,VR                   ,VR                ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 13,H, 1,  36.00,    111.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,R                 ,A                        ,                       ,F                           ,F                     ,F                    ,                             ,                       ,                     ,C                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,F                     ,                    ,                ,                     ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 14,H, 1,  36.00,    121.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,F                 ,A                        ,                       ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,R                  ,                        ,R                  ,VR                    ,VR                  ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 15,H, 1,  36.00,    130.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,F                 ,A                        ,A                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,                       ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,R                     ,F                   ,                ,R                    ,                         ,                            ,C                       ,                     ,                    ,                       ,VR                   ,                  ,VR                   ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 16,H, 1,  29.00,    140.0900,Gartner  ,Nannofossils                                 ,A              ,P                 ,F                 ,A                        ,A                      ,VR                          ,F                     ,F                    ,                             ,                       ,                     ,AA                      ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,R                     ,R                   ,                ,R                    ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,                 ,                  ,              ,133, 815,A, 17,H, 1,  29.00,    149.5900,Gartner  ,Nannofossils                                 ,A              ,P                 ,F                 ,A                        ,A                      ,VR                          ,F                     ,F                    ,                             ,                       ,                     ,A                       ,                    ,VR                   ,R                      ,                                ,                       ,                   ,                   ,                     ,                   ,                        ,                   ,R                     ,R                   ,                ,R                    ,                         ,                            ,A                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 18,H, 1,  21.00,    159.0100,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,                       ,                            ,                      ,C                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,VR                     ,R                               ,                       ,                   ,                   ,                     ,R                  ,VR                      ,                   ,F                     ,                    ,                ,R                    ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 19,H, 1,  36.00,    168.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,                       ,F                           ,VR                    ,F                    ,R                            ,                       ,                     ,AA                      ,                    ,                     ,VR                     ,F                               ,                       ,                   ,                   ,                     ,                   ,                        ,F                  ,F                     ,R                   ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,VR                ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 20,H, 1,  47.00,    178.2700,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,R                           ,VR                    ,C                    ,R                            ,                       ,                     ,A                       ,                    ,                     ,R                      ,F                               ,                       ,                   ,                   ,VR                   ,VR                 ,                        ,R                  ,VR                    ,R                   ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 21,H, 1,  36.00,    187.6600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,R                        ,                       ,R                           ,F                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,VR                   ,                       ,R                               ,                       ,                   ,                   ,VR                   ,R                  ,R                       ,R                  ,R                     ,VR                  ,                ,R                    ,                         ,                            ,                        ,VR                   ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 22,H, 2,  36.00,    198.6600,Gartner  ,Nannofossils                                 ,V              ,P                 ,A                 ,A                        ,A                      ,R                           ,R                     ,C                    ,R                            ,                       ,C                    ,AA                      ,                    ,VR                   ,                       ,F                               ,                       ,                   ,                   ,                     ,VR                 ,F                       ,                   ,F                     ,R                   ,                ,                     ,                         ,                            ,F                       ,                     ,VR                  ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 23,H, 1,  36.00,    206.6600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,A                        ,A                      ,R                           ,F                     ,F                    ,R                            ,                       ,F                    ,C                       ,                    ,                     ,                       ,F                               ,                       ,                   ,                   ,                     ,VR                 ,R                       ,                   ,                      ,VR                  ,                ,                     ,                         ,                            ,R                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 24,H, 1,  36.00,    216.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,F                           ,F                     ,F                    ,R                            ,                       ,                     ,A                       ,                    ,VR                   ,R                      ,R                               ,                       ,                   ,                   ,                     ,R                  ,R                       ,R                  ,R                     ,VR                  ,                ,                     ,                         ,                            ,R                       ,                     ,                    ,                       ,VR                   ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 24,H, 6,  36.00,    223.6600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,A                        ,A                      ,F                           ,F                     ,C                    ,VR                           ,                       ,F                    ,A                       ,                    ,                     ,                       ,F                               ,                       ,                   ,                   ,                     ,VR                 ,F                       ,R                  ,R                     ,R                   ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 26,X, 1,  36.00,    226.1600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,F                           ,F                     ,F                    ,VR                           ,                       ,F                    ,C                       ,                    ,VR                   ,R                      ,F                               ,                       ,                   ,                   ,                     ,                   ,F                       ,R                  ,F                     ,                    ,                ,VR                   ,                         ,                            ,C                       ,                     ,VR                  ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 27,X, 1,  36.00,    232.5600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,F                           ,F                     ,C                    ,R                            ,                       ,F                    ,A                       ,                    ,                     ,                       ,F                               ,                       ,                   ,                   ,                     ,R                  ,F                       ,F                  ,F                     ,                    ,                ,                     ,                         ,                            ,C                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 28,X, 1,  36.00,    242.1600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,A                        ,AA                     ,F                           ,R                     ,F                    ,VR                           ,                       ,F                    ,C                       ,                    ,                     ,R                      ,F                               ,                       ,                   ,                   ,                     ,R                  ,F                       ,R                  ,F                     ,                    ,                ,                     ,                         ,                            ,C                       ,                     ,VR                  ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 29,X, 1,  36.00,    251.8600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,F                           ,F                     ,F                    ,R                            ,                       ,F                    ,C                       ,                    ,                     ,R                      ,F                               ,                       ,                   ,                   ,VR                   ,VR                 ,VR                      ,VR                 ,                      ,                    ,                ,                     ,                         ,                            ,C                       ,                     ,VR                  ,VR                     ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 30,X, 1,  36.00,    261.5600,Gartner  ,Nannofossils                                 ,A              ,P                 ,C                 ,A                        ,A                      ,C                           ,F                     ,F                    ,                             ,                       ,C                    ,C                       ,                    ,                     ,R                      ,F                               ,                       ,                   ,                   ,                     ,R                  ,R                       ,R                  ,                      ,VR                  ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 31,X, 1,  36.00,    271.1600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,A                        ,AA                     ,C                           ,C                     ,C                    ,R                            ,                       ,R                    ,C                       ,                    ,                     ,VR                     ,F                               ,                       ,                   ,                   ,                     ,R                  ,R                       ,F                  ,C                     ,VR                  ,                ,VR                   ,                         ,                            ,C                       ,VR                   ,VR                  ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 32,X, 1,  36.00,    280.8600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,A                        ,AA                     ,                            ,F                     ,C                    ,F                            ,                       ,R                    ,R                       ,                    ,VR                   ,R                      ,F                               ,                       ,                   ,                   ,                     ,R                  ,R                       ,F                  ,F                     ,                    ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Pliocene   ,                 ,CN11              ,              ,133, 815,A, 33,X, 1,  36.00,    290.5600,Gartner  ,Nannofossils                                 ,V              ,P                 ,C                 ,C                        ,AA                     ,F                           ,F                     ,C                    ,F                            ,                       ,R                    ,                        ,                    ,                     ,R                      ,F                               ,                       ,                   ,                   ,                     ,R                  ,F                       ,R                  ,VR                    ,                    ,                ,                     ,                         ,                            ,F                       ,                     ,                    ,                       ,                     ,                  ,                     ,                     ,               ,                    ,                       ,                  ,                 ,                          ,                         ,                            ,                 ,                          ,                       ,                    ,                     ,                 ,from ODP 133 SR Chapter 1 Figure 7 p 9 & Table 1 pp 10-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
