Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Stylosphaera coronata,Stylatractus ostracion,Theocyrtis litos,Cenosphaera eocenica,Dictyomitra amygdala,Lithocarpium titan,Carposphaera magnaporulosa,Cenosphaera coronata,Sphaeropyle robusta,Cenosphaera sp.,Stylosphaera angelina,Lithocarpium polyacantha,Cyrtocapsella tetrapera,Stylatractus universus,Anthocyrtella (?) callopisma,Amphymenium amphistylium,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cenosphaera coronataformis,Gen. et sp. indet,Stichocorys wolffii,Stichocorys diploconus,Stichocorys delmontensis,Cycladophora cosma cosma,Sphaeropyle langii,Lipmanella redondoensis,Diplocyclas cornutoides,Cornutella profunda,Acrospyris lingi,Theocorys redondoensis,Prunopyle hayesi,Corythospyris? sp.,Eucyrtidium calvertense,Eucyrtidium asanoi,Amphymenium amphistylium group,Lithopera renzae,Eucyrtidium inflatum,Dictyophimus splendens,Clathrocyclas bicornis group,Lychnocanoma nipponica magnacornuta,Lychnocanium nipponicum magnacornutum,Lychnocanoma nipponica nipponica,Phormostichoartus fistula,Stichocorys peregrina,Stichocorys sp. P,Botryostrobus bramlettei,Botryostrobus auritus/australis,Actinomma popofskii,Stylacontarium acquilonium,Cycladophora pliocenica,Axoprunum acquilonius,Botryostrobus aquilonaris,Lamprocyrtis heteroporos,Androcyclas heteroporos,Haliommetta miocenica,Cycladophora davisiana davisiana,Lamprocyrtis neoheteroporos,Diplocyclas davisiana,Lychnocanoma nipponica sakaii,Androcyclas neoheteroporos,Axoprunum bispiculum,Phormostichoartus pitomorphus,Eucyrtidium matuyamai,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 59,X, 5, 135.00,    543.7500,Morley   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,+                  ,               ,                     ,                        ,C                      ,F                     ,                            ,+                       ,F                    ,F                     ,                          ,R                ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,T                     ,+               ,                  ,                       ,                  ,                              ,                ,+                   ,+                     ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. asanoi         ,              ,145, 884,B, 59,X,CC,   0.00,    545.6000,Shilov   ,Radiolarians                                 ,C              ,M                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,R                  ,               ,A                    ,R                       ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 60,X, 5, 135.00,    553.4500,Morley   ,Radiolarians                                 ,A              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,F                     ,                            ,R                       ,                     ,                      ,                          ,R                ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,F                     ,R               ,                  ,                       ,R                 ,                              ,                ,R                   ,T                     ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. asanoi         ,              ,145, 884,B, 60,X,CC,  31.00,    555.9400,Shilov   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,R                  ,               ,A                    ,R                       ,F                      ,                      ,                            ,                        ,R                    ,                      ,                          ,                 ,                   ,R                     ,                        ,                        ,                  ,F                      ,R                      ,?                  ,                ,                      ,                ,                  ,R                      ,R                 ,F                             ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,C. profunda is recorded as A?; L. redondoensis is recorded as F-R;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 61,X, 5, 135.00,    562.9500,Morley   ,Radiolarians                                 ,A              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,               ,                     ,                        ,F                      ,C                     ,+                           ,T                       ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,R                       ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,R                 ,                              ,+               ,R                   ,+                     ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. asanoi         ,              ,145, 884,B, 61,X,CC,   8.00,    565.0900,Shilov   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,R                  ,               ,F                    ,R                       ,C                      ,                      ,                            ,                        ,                     ,C                     ,                          ,                 ,                   ,R                     ,                        ,                        ,                  ,                       ,                       ,R                  ,                ,                      ,                ,                  ,C                      ,R                 ,R                             ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 62,X, 5, 135.00,    572.6500,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,+                  ,               ,                     ,                        ,F                      ,T                     ,                            ,                        ,                     ,R                     ,                          ,T                ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,C                     ,                ,C                 ,                       ,R                 ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,E. asanoi         ,              ,145, 884,B, 62,X,CC,  21.00,    574.0800,Shilov   ,Radiolarians                                 ,A              ,G                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,F                  ,               ,C                    ,?                       ,                       ,                      ,                            ,                        ,                     ,C                     ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,A                      ,R                      ,F                  ,A               ,                      ,                ,                  ,C                      ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,3 altered frequencies;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 63,X, 5, 135.00,    582.1500,Morley   ,Radiolarians                                 ,A              ,M                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,               ,                     ,                        ,C                      ,R                     ,+                           ,T                       ,R                    ,T                     ,                          ,T                ,                   ,                      ,-                       ,C                       ,                  ,                       ,                       ,                   ,                ,T                     ,+               ,F                 ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,Middle Miocene   ,A. lingi          ,              ,145, 884,B, 63,X,CC,   0.00,    583.8200,Shilov   ,Radiolarians                                 ,A              ,G                 ,                     ,                      ,                ,                    ,                    ,F                 ,                          ,                    ,F                  ,               ,A                    ,?                       ,A                      ,                      ,                            ,                        ,A                    ,                      ,                          ,                 ,                   ,                      ,R                       ,                        ,?                 ,C                      ,R                      ,R                  ,R               ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,6 altered frequencies; from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 64,X, 4, 135.00,    590.2500,Morley   ,Radiolarians                                 ,F              ,P-M               ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,C              ,                     ,                        ,C                      ,F                     ,                            ,                        ,F                    ,R                     ,                          ,T                ,                   ,                      ,                        ,F                       ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronataformis ,              ,145, 884,B, 64,X,CC,  13.00,    594.3300,Shilov   ,Radiolarians                                 ,C              ,P-M               ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,C                   ,                   ,               ,C                    ,?                       ,C                      ,                      ,                            ,                        ,C                    ,R                     ,R                         ,                 ,R                  ,R                     ,F                       ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 65,X, 5, 135.00,    601.4500,Morley   ,Radiolarians                                 ,F              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,C              ,                     ,                        ,R                      ,C                     ,                            ,T                       ,?                    ,?                     ,                          ,R                ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronataformis ,              ,145, 884,B, 65,X,CC,  27.00,    604.0400,Shilov   ,Radiolarians                                 ,F              ,P                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,A                   ,R                  ,               ,F                    ,?                       ,F                      ,                      ,                            ,                        ,R                    ,R                     ,A                         ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,L. polyacantha gr is recorded as R?;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronata       ,              ,145, 884,B, 66,X, 2, 103.00,    606.3300,Shilov   ,Radiolarians                                 ,C              ,G                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,C                   ,                   ,               ,C                    ,?                       ,F                      ,                      ,                            ,                        ,R                    ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,L. polyacantha gr is recorded as R?;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 66,X, 5, 134.00,    611.1400,Morley   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,R              ,                     ,                        ,                       ,R                     ,T                           ,T                       ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronata       ,              ,145, 884,B, 66,X,CC,  12.00,    612.2700,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,?                 ,                          ,R                   ,                   ,               ,R                    ,?                       ,R                      ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,L. polyacantha gr and L. titan are recorded as R?;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 67,X, 5, 135.00,    620.6500,Morley   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,                   ,R              ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronata       ,              ,145, 884,B, 67,X,CC,  37.00,    621.8100,Shilov   ,Radiolarians                                 ,R/F            ,M                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,R                   ,                   ,               ,R                    ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,145, 884,B, 68,X, 5, 135.00,    630.1500,Morley   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,                  ,                          ,                    ,T                  ,C              ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,From Leg 145n SR; Ch 4; Table 3; p. 58-59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,C. coronata       ,              ,145, 884,B, 68,X,CC,  48.00,    632.8800,Shilov   ,Radiolarians                                 ,R/F            ,M                 ,                     ,                      ,                ,                    ,                    ,?                 ,                          ,R                   ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,L.titan is recorded as R?;  from Leg 145 SR; Ch 5; Table 5; p. 102-104
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,                  ,              ,145, 884,B, 70,X,CC,  13.00,    651.6600,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 6; Table 3; p. 125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,                  ,              ,145, 884,B, 71,X,CC,  11.00,    661.3700,Shilov   ,Radiolarians                                 ,F              ,M                 ,                     ,                      ,                ,                    ,                    ,R                 ,F                         ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 6; Table 3; p. 125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Oligocene        ,                 ,                  ,              ,145, 884,B, 72,X,CC,  34.00,    671.2000,Shilov   ,Radiolarians                                 ,R              ,M                 ,                     ,                      ,                ,                    ,                    ,R                 ,                          ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 6; Table 3; p. 125
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,                  ,              ,145, 884,B, 73,X,CC,  43.00,    677.9900,Shilov   ,Radiolarians                                 ,R              ,P                 ,                     ,R                     ,                ,R                   ,R                   ,                  ,                          ,                    ,                   ,               ,                     ,                        ,                       ,                      ,                            ,                        ,                     ,                      ,                          ,                 ,                   ,                      ,                        ,                        ,                  ,                       ,                       ,                   ,                ,                      ,                ,                  ,                       ,                  ,                              ,                ,                    ,                      ,                            ,                                   ,                                     ,                                ,                         ,                     ,                 ,                        ,                               ,                   ,                          ,                       ,                     ,                         ,                        ,                       ,                     ,                                ,                           ,                     ,                             ,                          ,                    ,                             ,                     ,from Leg 145 SR; Ch 6; Table 3; p. 125
