Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Heterohelix globulosa	Hedbergella delrioensis	Dicarinella hagni	Whiteinella sp. cf.  W. aprica	Hedbergella sp.	Marginotruncana sinuosa ?	Dicarinella concavata-asymetrica	Dicarinella concavata	Contusotruncana fornicata	Archaeoglobigerina blowi	Globorotalia mayeri	Globoquadrina venezuelana	Catapsydrax unicavus	Catapsydrax dissimilis	Globorotaloides suteri	Globorotaloides hexagona	Globoquadrina dehiscens	Globigerinoides subquadratus	Globigerinoides sacculifer	Globigerinita uvula	Tenuitella sp.	Globigerinita glutinata	Globorotaloides variabilis	Globigerinoides diminutus	Fohsella peripheroronda	Globorotalia praescitula	Globorotalia continuosa	Globigerinoides parawoodi	Globigerinoides bisphericus	Globigerinella praesiphonifera	Clavatorella bermudezi	Protentella prolixa	Globoturborotalita woodi	Fohsella peripheroacuta	Globorotalia archeomenardii	Globigerinoides obliquus	Praeorbulina sicana	Praeorbulina glomerosa	Orbulina suturalis	Dentoglobigerina altispira	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis kochi	Fohsella lenguaensis	Orbulina universa	Neogloboquadrina humerosa	Globoturborotalita nepenthes	Globorotalia scitula	Globorotalia plesiotumida	Globigerinella aequilateralis	Globorotalia merotumida	Globigerinella obesa	Neogloboquadrina acostaensis	Globorotalia cibaoensis	Globigerinoides extremus	Globigerinoides bulloideus	Globigerina bulloides	Globoturborotalita decoraperta	Globoturborotalita apertura	Globigerinoides seigliei	Globigerinoides bollii	Candeina nitida	Beella praedigitata	Orbulina bilobata	Globigerinoides conglobatus	Globorotalia juanai	Globorotalia limbata	Globorotalia margaritae	Globorotalia tumida	Globorotalia menardii	Neogloboquadrina dutertrei	Sphaeroidinellopsis paenedehiscens	Neogloboquadrina pachyderma (sinistral)	Sphaeroidinella dehiscens	Pulleniatina primalis	Globorotalia hirsuta	Globorotalia crassaformis	Pulleniatina praecursor	Pulleniatina obliquiloculata	Beella digitata	Globorotalia multicamerata	Globorotalia exilis	Globigerinoides ruber	Globorotalia puncticulata	Globorotalia pseudomiocenica	Globigerinoides sacculifer fistulosus	Globorotalia pertenuis	Globorotalia miocenica	Globorotalia tosaensis	Globorotalia inflata	Globorotalia triangula	Globigerinella calida	Neogloboquadrina pachyderma (dextral)	Globorotalia truncatulinoides	Comment

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 1	  34.00	     63.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	R                    	R                             	R                          	                        	                      	R              	                   	                 	R                          	                   	R                   	R                      	C                  	F                    	C                         	R                                 	R                                      	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 2	  34.00	     65.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	                     	R                             	R                          	                        	                      	R              	                   	                 	                           	                   	R                   	R                      	F                  	C                    	R                         	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 3	  34.00	     66.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	R                  	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	                     	R                             	R                          	                        	                      	R              	                   	                 	R                          	                   	R                   	R                      	F                  	C                    	R                         	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 4	  34.00	     68.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	                        	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	C                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	                            	                       	F                       	                          	                     	R                             	R                          	                        	                      	R              	                   	R                	                           	                   	R                   	R                      	R                  	F                    	R                         	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 5	  34.00	     69.5400	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	C                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	                             	                       	R                   	R                           	                       	F                       	                          	                     	                              	R                          	                        	                      	R              	                   	                 	                           	                   	R                   	R                      	R                  	R                    	F                         	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 6	  34.00	     71.0400	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	F                       	                   	                      	                  	R                         	                              	                         	                    	R                	                         	R                           	                    	R                        	R                            	                       	R                   	R                           	                       	F                       	                          	                     	                              	R                          	                        	                      	R              	                   	R                	R                          	                   	R                   	R                      	R                  	F                    	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  8	H	 7	  34.00	     72.5400	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	R                	                         	R                           	                    	R                        	                             	                       	R                   	                            	                       	C                       	                          	                     	R                             	R                          	                        	                      	               	                   	                 	R                          	                   	R                   	R                      	R                  	R                    	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	Early Pliocene   	PL1               	              	159	 960	C	  9	H	 1	  34.00	     73.0400	Norris   	Planktonic Foraminifers                      	A              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	                         	                    	                      	                      	R                       	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	                        	                       	                           	R                       	                   	                      	                  	F                         	R                             	                         	                    	R                	                         	R                           	                    	F                        	R                            	                       	R                   	R                           	                       	C                       	                          	R                    	                              	                           	                        	                      	R              	                   	R                	                           	                   	R                   	R                      	R                  	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 2	  34.00	     74.5400	Norris   	Planktonic Foraminifers                      	C              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	R                       	                   	                      	R                 	R                         	R                             	R                        	                    	R                	                         	R                           	R                   	R                        	                             	                       	R                   	R                           	R                      	F                       	                          	R                    	R                             	F                          	                        	                      	R              	                   	R                	R                          	                   	R                   	R                      	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 3	  34.00	     76.0400	Norris   	Planktonic Foraminifers                      	F              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	F                       	                       	                            	R                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	                        	                   	                      	R                 	                          	R                             	R                        	                    	R                	R                        	R                           	R                   	R                        	                             	                       	                    	R                           	R                      	F                       	                          	                     	                              	                           	                        	R                     	               	                   	                 	                           	                   	                    	R                      	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 4	  34.00	     77.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	R                      	                            	F                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	                         	                    	R                	                         	F                           	R                   	F                        	R                            	                       	                    	R                           	R                      	R                       	                          	R                    	                              	R                          	                        	                      	R              	                   	                 	R                          	R                  	R                   	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 5	  34.00	     79.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	R                      	                            	C                         	R                  	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	R                 	R                         	R                             	R                        	                    	F                	R                        	R                           	R                   	R                        	                             	                       	R                   	F                           	R                      	F                       	                          	R                    	                              	                           	                        	R                     	R              	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 6	  34.00	     80.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	                        	R                      	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	R                         	R                             	R                        	                    	F                	R                        	                            	R                   	R                        	                             	R                      	R                   	R                           	R                      	F                       	R                         	R                    	R                             	R                          	                        	                      	R              	                   	                 	                           	R                  	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	  9	H	 7	  34.00	     82.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	C                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	                              	                      	                   	F                       	                       	                           	R                       	                   	                      	                  	R                         	                              	                         	                    	F                	                         	R                           	R                   	R                        	R                            	R                      	R                   	R                           	R                      	F                       	                          	R                    	R                             	                           	R                       	                      	R              	                   	R                	R                          	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	 10	H	 2	  34.00	     84.0400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	F                        	                    	                      	                      	R                       	R                      	                            	C                         	R                  	              	R                      	                          	                         	                       	                        	                       	                         	                           	R                             	                      	                   	R                       	                       	                           	                        	                   	                      	                  	F                         	R                             	R                        	                    	F                	R                        	R                           	R                   	T                        	R                            	R                      	R                   	R                           	                       	                        	                          	                     	R                             	R                          	R                       	R                     	?              	R                  	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	 10	H	 3	  34.00	     85.5400	Norris   	Planktonic Foraminifers                      	A              	G                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	F                        	                    	                      	                      	R                       	R                      	                            	C                         	R                  	              	R                      	R                         	                         	                       	                        	                       	                         	                           	                              	                      	                   	R                       	                       	                           	F                       	                   	                      	                  	F                         	R                             	R                        	R                   	R                	R                        	R                           	R                   	R                        	R                            	R                      	R                   	R                           	R                      	R                       	R                         	R                    	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	 10	H	 4	  34.00	     87.0400	Norris   	Planktonic Foraminifers                      	R              	P                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	F                        	                    	                      	                      	R                       	R                      	                            	R                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	R                             	                      	                   	R                       	                       	                           	R                       	                   	                      	                  	R                         	R                             	                         	                    	R                	R                        	R                           	                    	R                        	                             	F                      	R                   	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4

  SR	Late Miocene     	                 	N17               	              	159	 960	C	 10	H	 5	  34.00	     88.5400	Norris   	Planktonic Foraminifers                      	F              	M                 	                     	                       	                 	                              	               	                         	                                	                     	                         	                        	                   	R                        	                    	                      	                      	R                       	                       	                            	R                         	                   	              	R                      	                          	                         	                       	                        	                       	                         	                           	R                             	                      	                   	R                       	                       	                           	R                       	                   	                      	R                 	                          	R                             	R                        	R                   	R                	F                        	R                           	R                   	R                        	R                            	                       	                    	                            	                       	                        	                          	                     	                              	                           	                        	                      	               	                   	                 	                           	                   	                    	                       	                   	                     	                          	                                  	                                       	                         	                     	                    	                         	                       	                            	               	                          	                   	                     	                         	                            	                                     	                      	                      	                      	                    	                      	                     	                                     	                             	From Leg 159SR Ch 34 Table 4
