Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zeaglobigerina connecta,Sphenolithus heteromorphus,Cyclicargolithus abisectus,Braarudosphaera bigelowii,Zeaglobigerina woodi,Tenuitella minutissima,Zeaglobigerina druryi,Sphenolithus moriformis,Neogloboquadrina continuosa,Globigerinoides trilobus,Globigerinoides sicanus,Globigerinoides ruber,Globigerinoides quadrilobatus,Fohsella peripheroronda,Cyclicargolithus floridanus,Coronocyclus nitescens,Calcidiscus premacintyrei,Calcidiscus leptoporus,Tenuitellinata juvenilis,Pontosphaera pachymorpha,Neogloboquadrina nympha,Helicosphaera euphratis,Helicosphaera carteri,Globorotaloides suteri,Globoquadrina dehiscens,Praeorbulina glomerosa,Orbulina suturalis,Globorotalia conica,Discoaster deflandrei,Dictyococcites antarcticus,Coccolithus miopelagicus,Subbotina angiporoides,Sphenolithus abies,Reticulofenestra haqii,Micrantholithus pinguis,Helicosphaera perch-nielseniae,Globorotalia sp. cf. juanai,Globoconella conoidea,Globigerinita glutinata,Globigerina quinqueloba,Globigerina bulloides,Discoaster variabilis,Calcidiscus macintyrei,Globorotalia puncticulata,Syracosphaera pulchra,Scyphosphaera spp.,Orbulina universa,Neogloboquadrina pachyderma (dextral),Helicosphaera sellii,Helicosphaera kamptneri,Globorotalia tosaensis,Globorotalia inflata,Globorotalia crassaformis,Gephyrocapsa aperta,Pontosphaera japonica,Globorotalia crassula,Globigerina falconensis,Dictyococcites productus,Small Gephyrocapsa spp.,Globorotalia truncatulinoides,Globorotalia sp. cf. tosaensis,Gephyrocapsa caribbeanica,Coccolithus pelagicus,Pseudoemiliania lacunosa,Reticulofenestra minutula,Umbilicosphaera sibogae,Globigerinella siphonifera,Neogloboquadrina dutertrei,Zeaglobigerina rubescens,Gephyrocapsa oceanica,Reticulofenestra minuta,Dictyococcites sp.,Reticulofenestra asanoi,Globorotalia scitula,Globigerinella obesa,Scapholithus fossilis,Rhabdosphaera clavigera,Globorotalia ungulata,Tritaxa spp.,Rosalina spp.,Patellina corrugata,Miliolids species,Loxostomum spp.,Loxostomoides spp.,Hoeglundina elegans,Globorotalia tumida,Cibicidoides spp.,Globigerinoides tenellus,Textularia spp.,Sphaeroidina bulloides,Bigenerina nodosaria,Uvigerina spp.,Umbellosphaera irregularis,Helicosphaera hyalina,Bulimina marginata,Sigmoilina obesa,Globorotalia hirsuta,Martinottiella communis,Helicosphaera inversa,Gephyrocapsa omega,Emiliania huxleyi,Helicosphaera wallichii,Elphidium spp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 35,X,CC,  32.00,    314.1500,Li       ,Planktonic Foraminifers                      ,T              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,                       ,                        ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 36,X,CC,  18.00,    324.5500,Li       ,Planktonic Foraminifers                      ,C              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,P                      ,P                      ,P                    ,                     ,                      ,                         ,                     ,                  ,                 ,P                                    ,                    ,                       ,                      ,A                   ,                         ,                   ,R                    ,R                    ,P                      ,                        ,A                      ,P                            ,                              ,F                        ,                     ,R                       ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,R                 ,R                      ,                    ,P                   ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 37,X,CC,  27.00,    333.3400,Shafik   ,Nannofossils                                 ,C              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,A                   ,                         ,                   ,                     ,P                    ,P                      ,                        ,C                      ,P                            ,                              ,F                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,F                    ,                       ,C                 ,                       ,P                   ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 38,X,CC,  20.00,    347.8600,Shafik   ,Nannofossils                                 ,C              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,F                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,C                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,P                      ,P                    ,                     ,                      ,P                        ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,F                   ,P                        ,                   ,R                    ,R                    ,                       ,                        ,A                      ,P                            ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,C                 ,R                      ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Uncertain of R. asanoi.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,182,1131,A, 39,X,CC,  41.00,    351.1700,Shafik   ,Nannofossils                                 ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,R                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,                       ,                        ,C                      ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,              ,182,1131,A, 40,X,CC,  22.00,    362.2000,Li       ,Planktonic Foraminifers                      ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,F                        ,                     ,                  ,P                ,P                                    ,                    ,                       ,                      ,P                   ,                         ,                   ,R                    ,                     ,P                      ,                        ,A                      ,P                            ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,C                      ,F                 ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,Pt1           ,182,1131,A, 41,X,CC,  31.00,    374.1400,Li       ,Planktonic Foraminifers                      ,R              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,F                    ,                      ,                       ,                      ,                  ,                   ,                     ,                          ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,P                    ,                     ,                      ,P                        ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,F                   ,P                        ,                   ,                     ,                     ,P                      ,                        ,                       ,P                            ,                              ,F                        ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,F                    ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 42,X,CC,  32.00,    383.6300,Ladner   ,Nannofossils                                 ,A              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,P                ,P                                    ,                    ,R                      ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,C                       ,                       ,P                            ,                              ,                         ,                     ,                        ,C                        ,                       ,P                         ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 43,X,CC,  27.00,    390.6700,Ladner   ,Nannofossils                                 ,C              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,P                      ,P                      ,                     ,                     ,                      ,                         ,F                    ,                  ,                 ,P                                    ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,                         ,                     ,F                       ,C                        ,                       ,                          ,                          ,P                       ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 44,X,CC,  18.00,    396.0800,Ladner   ,Nannofossils                                 ,A              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,F                    ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,P                        ,                   ,                     ,                     ,                       ,A                       ,                       ,P                            ,                              ,                         ,                     ,                        ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 45,X,CC,  17.00,    414.7300,Ladner   ,Nannofossils                                 ,A              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,P                       ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,P                        ,C                  ,                     ,                     ,                       ,                        ,                       ,P                            ,                              ,                         ,                     ,R                       ,C                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 46,X,CC,  20.00,    415.3000,Ladner   ,Nannofossils                                 ,C              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,P                        ,C                  ,                     ,                     ,P                      ,C                       ,                       ,P                            ,                              ,                         ,R                    ,                        ,C                        ,                       ,                          ,                          ,P                       ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Abundant calcite crystals
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 47,X,CC,  29.00,    430.6200,Ladner   ,Nannofossils                                 ,T              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,                      ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,3                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,2                  ,                     ,                     ,                       ,2                       ,                       ,                             ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 48,X,CC,  34.00,    438.5200,Ladner   ,Nannofossils                                 ,F              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,P                    ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,                   ,                     ,                     ,                       ,F                       ,                       ,P                            ,                              ,                         ,                     ,                        ,                         ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 49,X,CC,  33.00,    451.6200,Ladner   ,Nannofossils                                 ,C              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,C                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,R                     ,                         ,R                    ,                  ,                 ,                                     ,                    ,                       ,                      ,                    ,                         ,                   ,                     ,                     ,                       ,C                       ,                       ,                             ,                              ,                         ,                     ,                        ,F                        ,                       ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 50,X,CC,  42.00,    463.5200,Ladner   ,Nannofossils                                 ,C              ,P                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,R                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,                      ,                         ,                     ,                  ,                 ,                                     ,                    ,                       ,                      ,P                   ,                         ,C                  ,                     ,                     ,                       ,C                       ,                       ,P                            ,P                             ,                         ,                     ,                        ,F                        ,                       ,                          ,P                         ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,Pleistocene      ,                  ,NN19          ,182,1131,A, 51,X,CC,  35.00,    468.5400,Ladner   ,Nannofossils                                 ,C              ,M                 ,                       ,                          ,                          ,                         ,                    ,                      ,                     ,                       ,                           ,                        ,                       ,                     ,                             ,                       ,                           ,                      ,                         ,F                     ,                        ,                        ,                       ,                       ,                     ,                      ,                       ,                      ,                  ,                   ,                     ,F                         ,                        ,                      ,                  ,                      ,                       ,                              ,                           ,                     ,                       ,                       ,                     ,                     ,R                     ,                         ,                     ,R                 ,                 ,                                     ,                    ,                       ,P                     ,P                   ,                         ,C                  ,                     ,                     ,                       ,C                       ,                       ,                             ,                              ,                         ,R                    ,                        ,                         ,F                      ,                          ,                          ,                        ,                     ,                       ,                  ,                       ,                    ,                    ,                     ,                       ,                     ,            ,             ,                   ,                 ,               ,                  ,                   ,                   ,                 ,                        ,               ,                      ,                    ,              ,                          ,                     ,                  ,                ,                    ,                       ,                     ,                  ,                 ,                       ,              ,Preservation has improved a little
