taxon_group,verbatim_name,name,comment,taxon_name_above_genus,genus_modifier,genus_name,subgenera_modifier,subgenera_name,species_modifier,species_name,subspecies_modifier,subspecies_name,non_taxa_descriptor,comments,pbdb_taxon_id,pbdb_taxon_rank,pbdb_taxon_name
planktic_forams; planktic_forams,Globorotalia (Globoconella) conoidea; Globorotalia (Globorotalia) conoidea,Globorotalia Globoconella conoidea,,,,Globorotalia,,Globoconella,,conoidea,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Globoconella) inflata,Globorotalia Globoconella inflata,,,,Globorotalia,,Globoconella,,inflata,,,,,422399,species,Globorotalia inflata
planktic_forams,Globorotalia (Globorotalia) merotumida,Globorotalia Globoconella merotumida,,,,Globorotalia,,Globoconella,,merotumida,,,,,82237,species,Globorotalia merotumida
planktic_forams,Globorotalia (Globoconella) miozea,Globorotalia Globoconella miozea,,,,Globorotalia,,Globoconella,,miozea,,,,,422402,species,Globorotalia miozea
planktic_forams,Globorotalia (Globoconella) panda,Globorotalia Globoconella panda,,,,Globorotalia,,Globoconella,,panda,,,,,422444,species,Globorotalia panda
planktic_forams,Globorotalia (Globoconella) praesctula,Globorotalia Globoconella praesctula,,,,Globorotalia,,Globoconella,,praesctula,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Globoconella) puncticulata,Globorotalia Globoconella puncticulata,,,,Globorotalia,,Globoconella,,puncticulata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Globorotalia) tumida flexosa,Globorotalia Globoconella tumida flexosa,,,,Globorotalia,,Globoconella,,tumida,,flexosa,,,422447,species,Globorotalia tumida
planktic_forams,Globorotalia (Globorotalia) tumida tumida,Globorotalia Globoconella tumida tumida,,,,Globorotalia,,Globoconella,,tumida,,tumida,,,422447,species,Globorotalia tumida
planktic_forams,Globorotalia (Hirsutella) cibaoenisis,Globorotalia Hirsutella cibaoenisis,,,,Globorotalia,,Hirsutella,,cibaoenisis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Hirsutella) hirsuta,Globorotalia Hirsutella hirsuta,,,,Globorotalia,,Hirsutella,,hirsuta,,,,,422434,species,Globorotalia (Hirsutella) hirsuta
planktic_forams,Globorotalia (Hirsutella) margaritae,Globorotalia Hirsutella margaritae,,,,Globorotalia,,Hirsutella,,margaritae,,,,,422441,species,Globorotalia (Hirsutella) margaritae
planktic_forams,Globorotalia (Hirsutella) praemargaritae,Globorotalia Hirsutella praemargaritae,,,,Globorotalia,,Hirsutella,,praemargaritae,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Hirsutella) scitula,Globorotalia Hirsutella scitula,,,,Globorotalia,,Hirsutella,,scitula,,,,,422454,species,Globorotalia (Hirsutella) scitula
planktic_forams; planktic_forams,Globorotalia (Menardella) archaeomenardii; Globorotalia (Menardella) archeomenardii,Globorotalia Menardella archeomenardii,species misspelled,,,Globorotalia,,Menardella,,archeomenardii,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) cultrata,Globorotalia Menardella cultrata,,,,Globorotalia,,Menardella,,cultrata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) exilis,Globorotalia Menardella exilis,,,,Globorotalia,,Menardella,,exilis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) exilis-pertenuis,Globorotalia Menardella exilis-pertenuis,,,,Globorotalia,,Menardella,,exilis-pertenuis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) fimbriata,Globorotalia Menardella fimbriata,,,,Globorotalia,,Menardella,,fimbriata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) limbata,Globorotalia Menardella limbata,,,,Globorotalia,,Menardella,,limbata,,,,,422439,species,Globorotalia (Menardella) limbata
planktic_forams; planktic_forams,Globorotalia (Men ardella) menardii; Globorotalia (Menardella) menardii,Globorotalia Menardella menardii,,,,Globorotalia,,Menardella,,menardii,,,,,422442,species,Globorotalia (Menardella) menardii
planktic_forams,Globorotalia (Menardella) multicamerata,Globorotalia Menardella multicamerata,,,,Globorotalia,,Menardella,,multicamerata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) pertenuis,Globorotalia Menardella pertenuis,,,,Globorotalia,,Menardella,,pertenuis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Menardella) praemenardii,Globorotalia Menardella praemenardii,,,,Globorotalia,,Menardella,,praemenardii,,,,,422451,species,Globorotalia (Menardella) praemenardii
planktic_forams,Globorotalia (Menardella) spp.,Globorotalia Menardella spp.,,,,Globorotalia,,Menardella,,spp.,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Truncorotalia) crossaformis,Globorotalia Truncorotalia crossaformis,,,,Globorotalia,,Truncorotalia,,crossaformis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia (Truncorotalia) tosaensis,Globorotalia Truncorotalia tosaensis,,,,Globorotalia,,Truncorotalia,,tosaensis,,,,,422459,species,Globorotalia (Truncorotalia) tosaensis
planktic_forams,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia Truncorotalia truncatulinoides,,,,Globorotalia,,Truncorotalia,,truncatulinoides,,,,,248431,species,Globorotalia truncatulinoides
planktic_forams,Globorotalia acrostoma,Globorotalia acrostoma,,,,Globorotalia,,,,acrostoma,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia anfracta,Globorotalia anfracta,,,,Globorotalia,,,,anfracta,,,,,422381,species,Globorotalia anfracta
planktic_forams; planktic_forams; planktic_forams,Globorotalia archeomenardii; Globorotalia archeomenardii _T and B; Globorotalia archeomenardii _T and B_,Globorotalia archeomenardii,,,,Globorotalia,,,,archeomenardii,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia bermudezi,Globorotalia bermudezi,,,,Globorotalia,,,,bermudezi,,,,,422425,species,Globorotalia (Hirsutella) bermudezi
planktic_forams,Globorotalia birnageae,Globorotalia birnageae,,,,Globorotalia,,,,birnageae,,,,,422349,species,Globorotalia birnageae
planktic_forams,Globorotalia cf. crassula,Globorotalia cf. crassula,,,,Globorotalia,,,cf.,crassula,,,,,422431,species,Globorotalia (Truncorotalia) crassula
planktic_forams,Globorotalia challengeri,Globorotalia challengeri,,,,Globorotalia,,,,challengeri,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams; planktic_forams,Globorotalia cibaoensis; Globorotalia cibaoensis _T and B_ _PL1b; Globorotalia cibaoensis _T and B_ _PL1b_,Globorotalia cibaoensis,,,,Globorotalia,,,,cibaoensis,,,,,422427,species,Globorotalia (Hirsutella) cibaoensis
planktic_forams,Globorotalia conica,Globorotalia conica,,,,Globorotalia,,,,conica,,,,,422432,species,Globorotalia conica
planktic_forams,Globorotalia conoidea,Globorotalia conoidea,,,,Globorotalia,,,,conoidea,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia conomiozea,Globorotalia conomiozea,,,,Globorotalia,,,,conomiozea,,,,,422391,species,Globorotalia conomiozea
planktic_forams; planktic_forams,Globorotalia continuosa; Globorotalia continuousa,Globorotalia continuosa,species misspelled,,,Globorotalia,,,,continuosa,,,,,422353,species,Globorotalia continuosa
planktic_forams; planktic_forams; planktic_forams,Globorotalia crassaformis; Globorotalia crassaformis _B; Globorotalia crassaformis _B_,Globorotalia crassaformis,,,,Globorotalia,,,,crassaformis,,,,,422430,species,Globorotalia (Truncorotalia) crassaformis
planktic_forams,Globorotalia crassaformis crassaformis,Globorotalia crassaformis crassaformis,,,,Globorotalia,,,,crassaformis,,crassaformis,,,422430,species,Globorotalia (Truncorotalia) crassaformis
planktic_forams,Globorotalia crassula,Globorotalia crassula,,,,Globorotalia,,,,crassula,,,,,422431,species,Globorotalia (Truncorotalia) crassula
planktic_forams,Globorotalia decoraperta,Globorotalia decoraperta,,,,Globorotalia,,,,decoraperta,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia excelsa _B_,Globorotalia excelsa,,,,Globorotalia,,,,excelsa,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia exilis,Globorotalia exilis,,,,Globorotalia,,,,exilis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia fimbriata,Globorotalia fimbriata,,,,Globorotalia,,,,fimbriata,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams,Globorotalia flexuosa; Globorotalia flexuosa _T and B_,Globorotalia flexuosa,,,,Globorotalia,,,,flexuosa,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia fohsi fohsi,Globorotalia fohsi fohsi,,,,Globorotalia,,,,fohsi,,fohsi,,,1521,genus,Globorotalia
planktic_forams; planktic_forams,Globorotalia hessi; Globorotalia hessi _B_,Globorotalia hessi,,,,Globorotalia,,,,hessi,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams,Globorotalia hirsuta; Globorotalia hirsuta _B_,Globorotalia hirsuta,,,,Globorotalia,,,,hirsuta,,,,,422434,species,Globorotalia (Hirsutella) hirsuta
planktic_forams,Globorotalia hirsuta (dex),Globorotalia hirsuta (dextral),,,,Globorotalia,,,,hirsuta,,,dextral,,422434,species,Globorotalia (Hirsutella) hirsuta
planktic_forams,Globorotalia hirsuta (sin),Globorotalia hirsuta (sinistral),,,,Globorotalia,,,,hirsuta,,,sinistral,,422434,species,Globorotalia (Hirsutella) hirsuta
planktic_forams,Globorotalia humerosa,Globorotalia humerosa,,,,Globorotalia,,,,humerosa,,,,,402487,species,Globorotalia humerosa
planktic_forams,Globorotalia ichinosekiensis,Globorotalia ichinosekiensis,,,,Globorotalia,,,,ichinosekiensis,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia ikbei,Globorotalia ikbei,,,,Globorotalia,,,,ikbei,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia inflata,Globorotalia inflata,,,,Globorotalia,,,,inflata,,,,,422399,species,Globorotalia inflata
planktic_forams,Globorotalia iwaiensis,Globorotalia iwaiensis,,,,Globorotalia,,,,iwaiensis,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams; planktic_forams,Globorotalia juanai; Globorotalia juanai _B; Globorotalia juanai _B_,Globorotalia juanai,,,,Globorotalia,,,,juanai,,,,,422436,species,Globorotalia (Hirsutella) juanai
planktic_forams,Globorotalia lenguaensis,Globorotalia lenguaensis,,,,Globorotalia,,,,lenguaensis,,,,,422388,species,Globorotalia lenguaensis
planktic_forams; planktic_forams; planktic_forams; planktic_forams,Globorotalia limbata; Globorotalia limbata _B; Globorotalia limbata _B_; Globorotalia limbata _T_,Globorotalia limbata,,,,Globorotalia,,,,limbata,,,,,422439,species,Globorotalia (Menardella) limbata
planktic_forams; planktic_forams; planktic_forams,Globorotalia margaritae; Globorotalia margaritae _T and B_ _PL3; Globorotalia margaritae _T and B_ _PL3_,Globorotalia margaritae,,,,Globorotalia,,,,margaritae,,,,,422441,species,Globorotalia (Hirsutella) margaritae
planktic_forams,Globorotalia mayeri,Globorotalia mayeri,,,,Globorotalia,,,,mayeri,,,,,422356,species,Globorotalia mayeri
planktic_forams,Globorotalia menardii,Globorotalia menardii,,,,Globorotalia,,,,menardii,,,,,422442,species,Globorotalia (Menardella) menardii
planktic_forams,Globorotalia menardii (dex),Globorotalia menardii (dextral),,,,Globorotalia,,,,menardii,,,dextral,,422442,species,Globorotalia (Menardella) menardii
planktic_forams,Globorotalia menardii (sin),Globorotalia menardii (sinistral),,,,Globorotalia,,,,menardii,,,sinistral,,422442,species,Globorotalia (Menardella) menardii
planktic_forams,Globorotalia merotumida,Globorotalia merotumida,,,,Globorotalia,,,,merotumida,,,,,82237,species,Globorotalia merotumida
planktic_forams,Globorotalia miocenica,Globorotalia miocenica,,,,Globorotalia,,,,miocenica,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia miotumida,Globorotalia miotumida,,,,Globorotalia,,,,miotumida,,,,,422393,species,Globorotalia miotumida
planktic_forams,Globorotalia miozea,Globorotalia miozea,,,,Globorotalia,,,,miozea,,,,,422402,species,Globorotalia miozea
planktic_forams; planktic_forams; planktic_forams,Globorotalia multicamerata; Globorotalia multicamerata _T; Globorotalia multicamerata _T_,Globorotalia multicamerata,,,,Globorotalia,,,,multicamerata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia munda,Globorotalia munda,,,,Globorotalia,,,,munda,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia peripheroacuta,Globorotalia peripheroacuta,,,,Globorotalia,,,,peripheroacuta,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams; planktic_forams,Globorotalia pertenuis; Globorotalia pertenuis _T and B_; Globorotalia pertenuis _T_,Globorotalia pertenuis,,,,Globorotalia,,,,pertenuis,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams; planktic_forams; planktic_forams,Globorotalia plesiotumida; Globorotalia plesiotumida _B_ _M13b_; Globorotalia plesiotumida _T; Globorotalia plesiotumida _T_,Globorotalia plesiotumida,,,,Globorotalia,,,,plesiotumida,,,,,422449,species,Globorotalia plesiotumida
planktic_forams,Globorotalia pliozea,Globorotalia pliozea,,,,Globorotalia,,,,pliozea,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia praehumerosa,Globorotalia praehumerosa,,,,Globorotalia,,,,praehumerosa,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia praeinflata,Globorotalia praeinflata,,,,Globorotalia,,,,praeinflata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia praemenardii,Globorotalia praemenardii,,,,Globorotalia,,,,praemenardii,,,,,422451,species,Globorotalia (Menardella) praemenardii
planktic_forams,Globorotalia praescitula,Globorotalia praescitula,,,,Globorotalia,,,,praescitula,,,,,1521,genus,Globorotalia
planktic_forams; planktic_forams; planktic_forams,Globorotalia pseudomiocenica; Globorotalia pseudomiocenica _T_ _PL6; Globorotalia pseudomiocenica _T_ _PL6_,Globorotalia pseudomiocenica,,,,Globorotalia,,,,pseudomiocenica,,,,,422453,species,Globorotalia (Menardella) pseudomiocenica
planktic_forams,Globorotalia puncticulata,Globorotalia puncticulata,,,,Globorotalia,,,,puncticulata,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia ronda,Globorotalia ronda,,,,Globorotalia,,,,ronda,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia crassaformis sensu lato,Globorotalia s.l. crassaformis,,,,Globorotalia,,,s.l.,crassaformis,,,,,422430,species,Globorotalia (Truncorotalia) crassaformis
planktic_forams,Globorotalia crassaformis s.l. (dex),Globorotalia s.l. crassaformis (dextral),,,,Globorotalia,,,s.l.,crassaformis,,,dextral,,422430,species,Globorotalia (Truncorotalia) crassaformis
planktic_forams,Globorotalia crassaformis s.l. (sin),Globorotalia s.l. crassaformis (sinistral),,,,Globorotalia,,,s.l.,crassaformis,,,sinistral,,422430,species,Globorotalia (Truncorotalia) crassaformis
planktic_forams,Globorotalia scitula,Globorotalia scitula,,,,Globorotalia,,,,scitula,,,,,422454,species,Globorotalia (Hirsutella) scitula
planktic_forams,Globorotalia scitula (dex),Globorotalia scitula (dextral),,,,Globorotalia,,,,scitula,,,dextral,,422454,species,Globorotalia (Hirsutella) scitula
planktic_forams,Globorotalia scitula (sin),Globorotalia scitula (sinistral),,,,Globorotalia,,,,scitula,,,sinistral,,422454,species,Globorotalia (Hirsutella) scitula
planktic_forams,Globorotalia semivera,Globorotalia semivera,,,,Globorotalia,,,,semivera,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia sp.,Globorotalia sp.,,,,Globorotalia,,,,sp.,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia sphericomiozea,Globorotalia sphericomiozea,,,,Globorotalia,,,,sphericomiozea,,,,,1521,genus,Globorotalia
planktic_forams,additional species: Grobolotalia spp.,Globorotalia spp.,genus misspelled,,,Globorotalia,,,,spp.,,,,"Taxa which are ""Indeterminate due to data source"" were listed in original files under the column header ""Additional species"" without an abundance value",1521,genus,Globorotalia
planktic_forams,Globorotalia theyeri,Globorotalia theyeri,,,,Globorotalia,,,,theyeri,,,,,422456,species,Globorotalia (Hirsutella) theyeri
planktic_forams; planktic_forams; planktic_forams,Globorotalia tosaensis; Globorotalia tosaensis _T and B_ _Pt1b; Globorotalia tosaensis _T and B_ _Pt1b_,Globorotalia tosaensis,,,,Globorotalia,,,,tosaensis,,,,,422459,species,Globorotalia (Truncorotalia) tosaensis
planktic_forams; planktic_forams; planktic_forams,Globorotalia truncatulinoides; Globorotalia truncatulinoides _B; Globorotalia truncatulinoides _B_,Globorotalia truncatulinoides,,,,Globorotalia,,,,truncatulinoides,,,,,248431,species,Globorotalia truncatulinoides
planktic_forams,Globorotalia truncatulinoides (dex),Globorotalia truncatulinoides (dextral),,,,Globorotalia,,,,truncatulinoides,,,dextral,,248431,species,Globorotalia truncatulinoides
planktic_forams,Globorotalia truncatulinoides (sin),Globorotalia truncatulinoides (sinistral),,,,Globorotalia,,,,truncatulinoides,,,sinistral,,248431,species,Globorotalia truncatulinoides
planktic_forams; planktic_forams,Globorotalia tumida; Globorotalia tumida _B_ _PL1a_,Globorotalia tumida,,,,Globorotalia,,,,tumida,,,,,422447,species,Globorotalia tumida
planktic_forams,Globorotalia tumida flexuosa,Globorotalia tumida flexuosa,,,,Globorotalia,,,,tumida,,flexuosa,,,422447,species,Globorotalia tumida
planktic_forams,Globorotalia ungulata,Globorotalia ungulata,,,,Globorotalia,,,,ungulata,,,,,422463,species,Globorotalia ungulata
planktic_forams,Globorotalia viola,Globorotalia viola,,,,Globorotalia,,,,viola,,,,,1521,genus,Globorotalia
planktic_forams,Globorotalia zealandica _B_,Globorotalia zealandica,,,,Globorotalia,,,,zealandica,,,,,1521,genus,Globorotalia
benthic_forams,Globorotalites conicus,Globorotalites conicus,,,,Globorotalites,,,,conicus,,,,,1522,genus,Globorotalites
benthic_forams; benthic_forams,Globorotalites; Globorotalites sp.,Globorotalites sp.,,,,Globorotalites,,,,sp.,,,,,1522,genus,Globorotalites
planktic_forams,Globorotaloides eovariabilis,Globorotaloides eovariabilis,,,,Globorotaloides,,,,eovariabilis,,,,,1523,genus,Globorotaloides
planktic_forams; planktic_forams,Globorotaloides hexagona; Globorotaloides hexagonus,Globorotaloides hexagonus,,,,Globorotaloides,,,,hexagonus,,,,,422319,species,Globorotaloides hexagonus
planktic_forams,Globorotaloides quadrocameratus,Globorotaloides quadrocameratus,,,,Globorotaloides,,,,quadrocameratus,,,,,1523,genus,Globorotaloides
planktic_forams,Globorotaloides suteri,Globorotaloides suteri,,,,Globorotaloides,,,,suteri,,,,,1523,genus,Globorotaloides
planktic_forams,Globorotaloides testarugosa,Globorotaloides testarugosa,,,,Globorotaloides,,,,testarugosa,,,,,1523,genus,Globorotaloides
planktic_forams,Globorotaloides variabilis,Globorotaloides variabilis,,,,Globorotaloides,,,,variabilis,,,,,422315,species,Globorotaloides variabilis
planktic_forams,Globotruncana aegyptiaca,Globotruncana aegyptiaca,,,,Globotruncana,,,,aegyptiaca,,,,,381112,species,Globotruncana aegyptiaca
