name,taxon_group,pbdb_taxon_id,verbatim_name,comment
Reticulofenestra circus,nannofossils,255392,Reticulofenestra circus,
Reticulofenestra cisnerosii,nannofossils,255392,Reticulofenestra cisnerosii,
Reticulofenestra daviesii,nannofossils,255392,Reticulofenestra daviesii,
Reticulofenestra dictyoda,nannofossils,255392,Reticulofenestra dictyoda,
Reticulofenestra dictyoda (10-14 microns),nannofossils,255392,Reticulofenestra dictyoda  (10-14µm); Reticulofenestra dictyoda  (10-14 microns),
Reticulofenestra dictyoda (3-10 microns),nannofossils,255392,Reticulofenestra dictyoda  (3-10µm),
Reticulofenestra erbae,nannofossils,255392,Reticulofenestra erbae; Reticulofenestra erbae,
Reticulofenestra filewiczii,nannofossils,255392,Reticulofenestra filewiczii,
Reticulofenestra gelida,nannofossils,255392,Reticulofenestra gelida,
Reticulofenestra gelida (8-10 µm),nannofossils,255392,Reticulofenestra gelida (8-10 µm),
Reticulofenestra gelida (>10 μm),nannofossils,255392,Reticulofenestra gelida (>10 μm),
Reticulofenestra hampdenensis,nannofossils,255392,Reticulofenestra hampdenensis,
Reticulofenestra haqii,nannofossils,255392,Reticulofenestra haqii,
Reticulofenestra haqii (3-5 μm),nannofossils,255392,Reticulofenestra haqii (3-5 μm),
"Reticulofenestra haqii (3-5 μm, circular)",nannofossils,255392,"Reticulofenestra haqii (3-5 μm, circular)",
Reticulofenestra haqii (<3 microns),nannofossils,255392,Reticulofenestra haqii (<3 microns),
Reticulofenestra haqii (<3 μm),nannofossils,255392,Reticulofenestra haqii (<3 μm),
Reticulofenestra hillae,nannofossils,255392,Reticulofenestra hillae,
Reticulofenestra isabellae,nannofossils,255392,Reticulofenestra isabellae,
Reticulofenestra lockeri,nannofossils,255392,Reticulofenestra lockerii; Reticulofenestra lockeri,
Reticulofenestra minuta,nannofossils,255392,Reticulofenestra minuta; R. minuta,
Reticulofenestra minuta (<3 microns),nannofossils,255392,Reticulofenestra minuta (<3µm); Reticulofenestra minuta (<3 microns),
Reticulofenestra minuta (<3 μm),nannofossils,255392,Reticulofenestra minuta (<3 μm),
Reticulofenestra minutula,nannofossils,255392,Reticulofenestra minutula; R. minutula,
Reticulofenestra minutula (3-5 microns),nannofossils,255392,Reticulofenestra minutula (3-5 microns),
Reticulofenestra minutula (circular),nannofossils,255392,Reticulofenestra minutula (circular),
Reticulofenestra oamaruensis,nannofossils,255392,R. oamaruensis; Reticulofenestra oamaruensis,
Reticulofenestra perplexa,nannofossils,255392,Reticulofenestra perplexa,
Reticulofenestra producta,nannofossils,255392,Reticulofenestra producta,
Reticulofenestra pseudoumbilica,nannofossils,255392,Reticulafenestra psuedoumbilica,
Reticulofenestra pseudoumbilicus,nannofossils,255392,Reticulofenestra pseudoumbilicus; Reticulofenestra pseudoumbilica,
Reticulofenestra pseudoumbilicus (5-7 microns),nannofossils,255392,Reticulofenestra pseudoumbilicus (5-7 µm); Reticulofenestra pseudoumbilicus (5-7 um); Reticulofenestra pseudoumbilicus (5-7 microns); Reticulofenestra pseudoumbilicus  (5-7µm),
Reticulofenestra pseudoumbilicus (8-10 μm),nannofossils,255392,Reticulofenestra pseudoumbilicus (8-10 μm),
Reticulofenestra pseudoumbilicus (>10 μm),nannofossils,255392,Reticulofenestra pseudoumbilicus (>10 μm),
Reticulofenestra pseudoumbilicus (>7 microns),nannofossils,255392,Reticulofenestra pseudoumbilicus (>7 microns); Reticulofenestra pseudoumbilicus (>7 um); Reticulofenestra pseudoumbilicus   (>7µm); Reticulofenestra pseudoumbilicus (> 7 μm),
Reticulofenestra pseudoumbilicus (>7 µm),nannofossils,255392,Reticulofenestra pseudoumbilicus (>7 µm),
Reticulofenestra pseudoumbilicus group,nannofossils,255392,R. pseudoumbilicus gr.,
Reticulofenestra reticulata,nannofossils,255392,Reticulofenestra reticulata,
Reticulofenestra rotaria,nannofossils,255392,Reticulofenestra rotaria,
Reticulofenestra rotaria (elliptical),nannofossils,255392,Reticulofenestra rotaria (elliptical),
Reticulofenestra samodurovii,nannofossils,255392,Reticulofenestra samodurovii,
Reticulofenestra scrippsae,nannofossils,255392,Reticulofenestra scrippsae,
Reticulofenestra sp. (3-5 microns),nannofossils,255392,Reticulofenestra sp. (3-5 microns),
Reticulofenestra sp. (5-7 microns),nannofossils,255392,Reticulofenestra sp. (5-7 microns),
Reticulofenestra sp. (<3 microns),nannofossils,255392,Reticulofenestra sp. (<3 microns),
Reticulofenestra sp. (>7 microns),nannofossils,255392,Reticulofenestra sp. (>7 microns),
Reticulofenestra sp. (small),nannofossils,255392,"Reticulofenestra small; Reticulofenestra ""small""",
Reticulofenestra sp. 1,nannofossils,255392,Reticulofenestra sp. 1,
Reticulofenestra spp.,nannofossils,255392,R. pseudoumblicus/R.gelida; Reticulofenestra spp.; R. minuta + R.minutula gr.; R. minuta/D.productus; R. minutula/D.antarcticus; R. pseudoumbilicus/R.gelida; small reticlofenestrids,pseudoumbilicus is misspelled
Reticulofenestra spp. (small),nannofossils,255392,Reticulofenestra spp. small,
Reticulofenestra stavensis,nannofossils,255392,Reticulofenestra stavensis,
Reticulofenestra umbilicus,nannofossils,255392,Reticulofenestra umbilica; Reticulofenestra umbilicus; R. umbilicus,
Reticulofenestra umbilicus (10-14 µm),nannofossils,255392,Reticulofenestra umbilicus (10-14 µm),
Reticulofenestra umbilicus (>14 microns),nannofossils,255392,Reticulofenestra umbilicus (>14um); Reticulofenestra umbilicus (>14 microns); Reticulofenestra umbilicus (>14µm),
Reticulofenestra umbilicus (>14 µm),nannofossils,255392,Reticulofenestra umbilicus (>14 µm),
Reticulofenestra wadeae,nannofossils,255392,Reticulofenestra wadeae,
Reticulophragmium amplectens,benthic_forams,2406,Reticulophragmium amplectens,
Reussella finlayi,benthic_forams,98748,Reussella finlayi,
Reussella sp.,benthic_forams,98748,Reussella sp.; Reusella sp.,
Reussella spinulosa,benthic_forams,98748,Reussella spinulosa; Reusella spinulosa,
Reussella spp.,benthic_forams,98748,Reusella spp.,
Reussella szajnochae,benthic_forams,98748,Reussella szajnochae,
Reussoolina sp.,benthic_forams,2409,Reussoolina,
Rhabdammina linearis,benthic_forams,2410,Rhabdammina linearis,
Rhabdammina sp.,benthic_forams,2410,Rhabdammina sp.,
Rhabdammina spp.,benthic_forams,2410,Rhabdammina spp.,
Rhabdonema sp.,diatoms,433617,Rhabdonema sp.,
Rhabdonema spp.,diatoms,433617,Rhabdonema spp.,
Rhabdosphaera clavigera,nannofossils,424334,Rhabdosphaera clavigera; Rhabdospaera claviger,
Rhabdosphaera sicca,nannofossils,424334,Rhabdosphaera sicca,
Rhabdosphaera spp.,nannofossils,424334,Rhabdosphaera spp.,
Rhabdosphaera tenuis,nannofossils,424334,Rhabdosphaera tenuis,
Rhagodiscus achylostaurion,nannofossils,87857,Rhagodiscus achylostaurion,
Rhagodiscus angustus,nannofossils,87857,Rhagodiscus angustus,
Rhagodiscus asper,nannofossils,87857,Rhagodiscus asper,
Rhagodiscus indistinctus,nannofossils,87857,Rhagodiscus indistinctus,
Rhagodiscus robustus,nannofossils,87857,Rhagodiscus robustus,
Rhaphoneis amphiceros,diatoms,82171,Rhaphoneis amphiceros,
Rhaphoneis elegans,diatoms,82171,Rhaphoneis elegans,
Rhaphoneis fossile,diatoms,82171,Rhaphoneis fossile,
Rhaphoneis miocenica,diatoms,82171,Rhaphoneis miocenica,
Rhaphoneis spp.,diatoms,82171,Rhaphoneis spp.,
Rhizammina algaeformis,benthic_forams,2414,Rhizammina algaeformis,
Rhizammina sp.,benthic_forams,2414,Rhizammina sp.,
Rhizammina spp.,benthic_forams,2414,Rhizammina spp.,
Rhizoplegma boreale,radiolarians,283,Rhizoplegma boreale,
Rhizosolenia alata,diatoms,71270,Rhizosolenia alata,
Rhizosolenia antarctica,diatoms,71270,Rhizosolenia antarctica,
Rhizosolenia antennata var. semispina,diatoms,71270,Rhizosolenia antennata var. semispina,
Rhizosolenia barboi,diatoms,71270,Rhizosolenia barboi,
Rhizosolenia bergonii,diatoms,71270,Rhizosolenia bergonii,
Rhizosolenia borealis,diatoms,71270,Rhizosolenia borealis,
Rhizosolenia costata,diatoms,71270,Rhizosolenia costata,
Rhizosolenia costata var. A,diatoms,71270,Rhizosolenia costata var. A,
Rhizosolenia curvirostris,diatoms,71270,Rhizosolenia curvirostris,
Rhizosolenia fidicularis,diatoms,71270,Rhizosolenia fidicularis,
Rhizosolenia harwoodii,diatoms,71270,Rhizosolenia harwoodii,
Rhizosolenia hebetata,diatoms,71270,Rhizosolenia hebetata,
Rhizosolenia hebetata f. hebetata,diatoms,71270,Rhizosolenia hebetata f. hebetata,
Rhizosolenia hebetata f. heimalis,diatoms,71270,Rhizosolenia hebetata f. heimalis,
Rhizosolenia hebetata f. hiemalis,diatoms,71270,Rhizosolenia hebetata fa. hiemalis; Rhizosolenia hebetata f. hiemalis,
Rhizosolenia hebetata f. semispina,diatoms,71270,Rhizosolenia hebetata f. semispina,
Rhizosolenia imbricata,diatoms,71270,Rhizosolenia imbricata,
Rhizosolenia matuyamai,diatoms,71270,Rhizosolenia matuyamai,
Rhizosolenia minima,diatoms,71270,Rhizosolenia minima,
Rhizosolenia oligocaenica,diatoms,71270,Rhizosolenia oligocaenica,
Rhizosolenia praebergonii,diatoms,71270,Rhizosolenia praebergonii,
Rhizosolenia setigera,diatoms,71270,Rhizosolenia setigera,
Rhizosolenia simplex,diatoms,71270,Rhizosolenia simplex,
Rhizosolenia sp.,diatoms,71270,Rhizosolenia sp,
Rhizosolenia sp. 1,diatoms,71270,Rhizosolenia sp 1,
Rhizosolenia sp. B,diatoms,71270,Rhizosolenia sp. B,
Rhizosolenia sp. C,diatoms,71270,Rhizosolenia sp. C,
Rhizosolenia sp. D,diatoms,71270,Rhizosolenia sp. D sensu Olney et al 2007,
Rhizosolenia spp.,diatoms,71270,Rhizosolenia spp.; Rhizosolenia spp. N/A,
Rhizosolenia stilyformis,diatoms,71270,Rhizosolenia styliformis; Rhizosolenia stilyformis,
Rhomboaster bramlettei,nannofossils,424462,Rhomboaster bramlettei,
Rhomboaster calcitrapa,nannofossils,424462,Rhomboaster calcitrapa,
Rhomboaster cuspis,nannofossils,424462,Rhomboaster cuspis,
Rhomboaster spp.,nannofossils,424462,Rhomboaster spp.,
Rhomboaster svabenickiae,nannofossils,424462,Rhomboaster svabenickiae,
Rhopalastrum profunda,radiolarians,285,Rhopalastrum profunda,
Rhopalocanium ornatum,radiolarians,630,Rhopalocanium ornatum,
Rhopalodia gibberula,diatoms,433415,Rhopalodia gibberula,
Rhopalodia spp.,diatoms,433415,Rhopalodia spp.,
Robertina bradyi,benthic_forams,2422,Robertina bradyi,
Robertina sp. A,benthic_forams,2422,Robertina sp. A,
Robertina spp.,benthic_forams,2422,Robertina spp.,
Robertinoides spp.,benthic_forams,2423,Robertinoides spp.?; Robertinoides spp.,
Rocella gelida,diatoms,432670,Rocella gelida,
Rocella praenitida,diatoms,432670,Rocella praenitida,
Roperia elongata,diatoms,432651,Rossiella elongata,
Roperia tesselata,diatoms,432651,"Roperia tesselata; Roperia tesselata (Roper) Grunow in Van Heurck, 1883",
Rosaceae indet.,palynology,54647,Rosaceae,
Rosalina bradyi,benthic_forams,2428,Rosalina bradyi,
Rosalina globularis,benthic_forams,2428,Rosalina globularis,
Rosalina sp.,benthic_forams,2428,Rosalia sp.; Rosalina sp.,
Rosalina spp.,benthic_forams,2428,Rosalina spp.,
Rossiella paleaceae,diatoms,434083,Rossiella paleacea; Rossiella paleaceae,
Rossiella paleaceae var. elongata,diatoms,434083,Rossiella paleaceae var. elongata,
Rossiella praepaleacea,diatoms,434083,Rossiella praepaleacea,
Rossiella tatsunokuchiensis,diatoms,434083,Rossiella tatsunokuchiensis,
Rotalia sp.,benthic_forams,2429,Rotalia sp.,
Rotaliammina sp.,benthic_forams,2434,Rotliammina sp.,
Rotaliatina sulcigera,benthic_forams,2433,Rotaliatina sulcigera,
Rotalina oblonga,benthic_forams,355084,Rotalina oblonga,"in PBDB; Rotalina is unaccepted; Accepted as Cancris (Montfort, 1808)"
Rotalinoides compressiusculus,benthic_forams,2434,Rotalinoides compressiusculus,
Rotalinoides gaimardii,benthic_forams,2434,Rotalinoides gaimardii,
Rotalinoides spp.,benthic_forams,2434,Rotalinoides spp.,
Rotalipora appenninica,planktic_forams,2432,Rotalipora appenninica,
Rotalipora cushmani,planktic_forams,2432,Rotalipora cushmani,
Rotalipora globotruncanoides,planktic_forams,2432,Rotalipora globotruncanoides,
Rotalipora greenhornensis,planktic_forams,2432,Rotalipora greenhornensis,
Rotalipora montsalvensis,planktic_forams,2432,Rotalipora montsalvensis,
Rotalipora reicheli,planktic_forams,2432,Rotalipora reicheli,
Rotalipora ticinensis,planktic_forams,2432,Rotalipora ticinensis,
Rotelapillus biarcus,nannofossils,87847,Rotelapillus biarcus,
Rotelapillus crenulatus,nannofossils,87847,Rotelapillus crenulatus,
Rotelapillus laffittei,nannofossils,87847,Rotelapillus laffittei,
Rotelapillus sp.,nannofossils,87847,Rotelapillus,
Rouxia antarctica,diatoms,82172,Rouxia antarctica,
Rouxia californica,diatoms,82172,Rouxia californica,
Rouxia diploneides,diatoms,82172,Rouxia diploneides,
Rouxia heteropolara,diatoms,82172,Rouxia heteropolara,
Rouxia heteropolara var. A,diatoms,82172,Rouxia heteropolara var. A,
Rouxia isopolica,diatoms,82172,Rouxia isopolica,
Rouxia leventerae,diatoms,82172,Rouxia leventerae,
Rouxia naviculoides,diatoms,82172,Rouxia naviculoides,
Rouxia peragalli,diatoms,82172,Rouxia peragalli,
Rouxia sp.,diatoms,82172,Rouxia sp. spatulate long heteropolar (MIS),
Rouxia spp.,diatoms,82172,Rouxia spp.,
Rucinolithus magnus,nannofossils,87736,Rucinolithus magnus,
Rucinolithus wisei,nannofossils,87736,Rucinolithus wisei,
Rudigaudryina minor,benthic_forams,429732,Rudigaudryina minor,
Rugoglobigerina pennyi,planktic_forams,2440,Rugoglobigerina pennyi,
Rugoglobigerina rugosa,planktic_forams,2440,Rugoglobigerina rugosa,
Rumex sp.,palynology,320020,Rumex,
Rupertina stabilis,benthic_forams,2444,Rupertina stabilis,
Rutherfordoides mexicanus,benthic_forams,2446,Rutherfordoides mexicanus,
Rzehakina epigona,benthic_forams,2448,Rzehakina epigona,
Rzehakina spp.,benthic_forams,2448,Rzehakina spp.,
Saccammina placenta,benthic_forams,2452,Saccammina placenta,
Saccammina sp.,benthic_forams,2452,Saccammina sp.,
Saccammina spp.,benthic_forams,2452,Saccammina spp.,
Saccospyris antarctica,radiolarians,86155,Saccospyris antarctica,
Saccospyris conithorax,radiolarians,86155,Saccospyris conithorax,
Saccospyris praeantarctica,radiolarians,86155,Saccospyris praeantarctica,
Sacculinella sp.,benthic_forams,245995,Sacculinella sp.,
Sagrinella jugosa,benthic_forams,241020,Sagrinella jugosa,
Sagrinella spp.,benthic_forams,241020,Sagrinella spp.,
Sahulia barkeri,benthic_forams,429725,Sahulia barkeri,
Sahulia spp.,benthic_forams,429725,Sahulia spp.,
Salix sp.,palynology,54580,Salix,
Sanguisorba minor,palynology,435000,Sanguisorba minor,
Saracenaria altifrons,benthic_forams,2471,Saracenaria altifrons,
Saracenaria italica,benthic_forams,2471,Saracenaria italica,
Saracenaria latiforns,benthic_forams,2471,Saracenaria latiforns,
Saracenaria sp.,benthic_forams,2471,Saracenaria; Saracenaria sp.,
Saracenaria spp.,benthic_forams,2471,Saraceneria spp.; Saracenaria spp.,
Saracenaria volpicelli,benthic_forams,2471,Saracenaria volpicelli,
Saturnalis circularis,radiolarians,292,Saturnalis circularis,
Scallopostoma ovicula,benthic_forams,429723,Scallopostoma ovicula,
Scaphopoda indet.,other,8166,Shell (scaphopod) fragments,
Sceptroneis hungarica,diatoms,71222,Screptroneis hungarica,
Sceptroneis lingulatus,diatoms,71222,Sceptroneis lingulatus,
Sceptroneis sp.,diatoms,71222,Sceptroneis sp.; Sceptroneis sp. (small),
Schackoina cenomana,planktic_forams,2478,Schackoina cenomana,
Schackoina multispinata,planktic_forams,2478,Schackoina multispinata,
Schenckiella weymouthi,benthic_forams,433658,Schenkiella weymouthi,
Scrippsiella sp.,nannofossils,432564,Scrippsiella sp.,
Scyphosphaera apsteinii,nannofossils,424338,Scyphosphaera apsteinii.; Scyphosphaera apsteinii,
Scyphosphaera apsteinii f. dilatata,nannofossils,424338,Scyphosphaera apsteinii forma dilatata,
Scyphosphaera canescens,nannofossils,424338,Scyphosphaera canescens,
Scyphosphaera cf. pacifica,nannofossils,424338,Scyphosphaera cf. pacifica,
Scyphosphaera cf. queenslandensis,nannofossils,424338,Scyphosphaera cf. queenslandensis,
Scyphosphaera cylindrica,nannofossils,424338,Scyphosphaera cylindrica,
Scyphosphaera globulata,nannofossils,424338,Scyphosphaera globulata,
Scyphosphaera graphica,nannofossils,424338,Scyposphaera graphica,genus misspelled
Scyphosphaera intermedia,nannofossils,424338,Scyphosphaera intermedia,
Scyphosphaera lagena,nannofossils,424338,Scyphosphaera lagena,
Scyphosphaera pulcherrima,nannofossils,424338,Scyphosphaera pulcherrima,
Scyphosphaera queenslandensis,nannofossils,424338,Scyposphaera queenslandensis,genus misspelled
Scyphosphaera sp. 1,nannofossils,424338,Schyphosphaera sp. 1,genus misspelled
Scyphosphaera spp.,nannofossils,424338,Scyphosphaera spp.; Schyphosphaera spp.,
Scyphosphaera ventriosa,nannofossils,424338,Scyphosphaera ventriosa,
Seabrookia rugosa,benthic_forams,2490,Seabrookia rugosa,
Selenopemphix antarctica,palynology,208980,Selenopemphix antarctica,
Selenopemphix brinkhuisii,palynology,208980,Selenopemphix brinkhuisii,
Selenopemphix dionaecysta,palynology,208980,Selenopemphix dionaeacysta,
Selenopemphix kepion,palynology,208980,Selenopemphix kepion,
Selenopemphix nephroides,dinoflagellates,208980,Selenopemphix nephroides psilate,
Selenopemphix nephroides,palynology,208980,Selenopemphix nephroides,
Selenopemphix quanta,dinoflagellates,208980,Selenopemphix quanta,
Selenopemphix sp. 1,palynology,208980,Selenopemphix sp. 1,
Septotextularia rugosa,benthic_forams,429721,Septotextularia rugosa,
Seribiscutum primitivum,nannofossils,87823,Seribiscutum primitivum,
Sethochytris babylonis,radiolarians,643,Sethochytris bablylonis,
Sethochytris chrysallis,radiolarians,643,Sethocytris chrysallis,
Sethochytris triconiscus,radiolarians,643,Sethochytris triconiscus,
Shionodiscus gracilis var. expectus,diatoms,432627,Shionodiscus gracilis var. expectus,
Shionodiscus gracilis var. gracilis,diatoms,432627,Shionodiscus gracilis var. gracilis,
Shionodiscus oestrupii,diatoms,432627,Shionodiscus oestrupii,
Shionodiscus praeoestrupii,diatoms,432627,Shionodiscus praeoestrupii,
Shionodiscus sp.,diatoms,432627,Shionodiscus sp. Exp 318,
Shionodiscus spp.,diatoms,432627,Shionodiscus spp.,
Shionodiscus tetraoestrupii,diatoms,432627,Shionodiscus tetraoestrupii,
Shionodiscus tetraoestrupii var. reimeri,diatoms,432627,Shionodiscus tetraoestrupii var. reimeri,
Shionodiscus trifultus,diatoms,432627,Shionodiscus trifultus,
Sigalia deflaensis,planktic_forams,2517,Sigalia deflaensis,
Sigmavirgulina tortuosa,benthic_forams,2519,Sigmavirgulina tortuosa,
Sigmoidella elegantissima,benthic_forams,2521,Sigmoidella elegantissima,
Sigmoidella spp.,benthic_forams,2521,Sigmoidella spp.,
Sigmoilina distorta,benthic_forams,2523,Sigmoilina distorta,
Sigmoilina obesa,benthic_forams,2523,Sigmoilina obesa,
Sigmoilinita sp.,benthic_forams,2524,Sigmoilinita sp.,"in PBDB, as Sigmoilinita but accepted as Spirosigmoilina"
Sigmoilinita spp.,benthic_forams,2524,Sigmoilinita spp.,"in PBDB, as Sigmoilinita but accepted as Spirosigmoilina"
Sigmoilopsis aff. compressa,benthic_forams,2525,Sigmoilopsis aff. compressa,
Sigmoilopsis aff. wanganuiensis,benthic_forams,2525,Sigmoilopsis aff.wanganuiensis,
Sigmoilopsis compressa,benthic_forams,2525,Sigmoilopsis compressa,
Sigmoilopsis neocelata,benthic_forams,2525,Sigmoilopsis neocelata,
Sigmoilopsis schlumbergeri,benthic_forams,2525,Sigmoilopsis schlumbergeri; Sigmoilopsis schlumbergeri >600 m,
Sigmoilopsis sp.,benthic_forams,2525,Sigmoilopsis,
Sigmoilopsis spp.,benthic_forams,2525,Sigmoilopsis spp.,
Sigmopyrgo vespertilio,benthic_forams,240395,Sigmopyrgo vespertilio,
Siphocampe amygdala,radiolarians,648,Siphocampe amygdala,
Siphocampe arachnea,radiolarians,648,Siphocampe arachnea group,
Siphocampe corbula,radiolarians,648,Siphocampe corbula (=Lithocampe corbula),
Siphocampe lineata,radiolarians,648,Siphocampe lineata,
Siphocampe quadrata,radiolarians,648,Siphocampe quadrata,
Siphocampe sp.,radiolarians,648,Siphocampe sp.,
Siphogenerina columellaris,benthic_forams,2538,Siphogenerina columellaris,
Siphogenerina dimorpha,benthic_forams,2538,Siphogenerina dimorpha,
Siphogenerina indica,benthic_forams,2538,Siphogenerina indica,
Siphogenerina pacifica,benthic_forams,2538,Siphogerenina pacifica,
Siphogenerina raphana,benthic_forams,2538,Siphogeneria raphana,
Siphogenerina sp.,benthic_forams,2538,Siphogenerina sp.?,
Siphogenerina spp.,benthic_forams,2538,Siphogerenina spp.; Siphogenerina spp.,
Siphogenerinoides spp.,benthic_forams,2539,Siphogenerinoides spp.,
Siphonaperta macbeathi,benthic_forams,2542,Siphonaperta macbeathi,
Siphonaperta sp.,benthic_forams,2542,Siphonaperta,
Siphonaperta spp.,benthic_forams,2542,Siphonaperta spp.,
Siphoniferoides siphonifera,benthic_forams,429587,Siphoniferoides siphonifera,
Siphonina australis,benthic_forams,2544,Siphonina australis,
Siphonina bradyana,benthic_forams,2544,Siphonina bradyana,
Siphonina pozonensis,benthic_forams,2544,Siphonina pozonensis,
Siphonina sp.,benthic_forams,2544,Siphonina sp.,
Siphonina tenuicarinata,benthic_forams,2544,Siphonina tenuicarinata,
Siphonina tubulosa,benthic_forams,2544,Siphonina tubulosa,
Siphonodosaria abyssorum,benthic_forams,2547,Siphonodosaria abyssorum,
Siphonodosaria annulifera,benthic_forams,2547,Siphonodosaria annulifera,
Siphonodosaria antillea,benthic_forams,2547,Siphonodosaria antillea,
Siphonodosaria cf. holoserica,benthic_forams,2547,Siphonodosaria cf. holoserica,
Siphonodosaria cf. ketienziensis,benthic_forams,2547,Siphonodosaria cf. ketienziensis,
Siphonodosaria cooperensis,benthic_forams,2547,Siphonodosaria cooperensis,
Siphonodosaria hispidula,benthic_forams,2547,Siphonodosaria hispidula,
Siphonodosaria insecta,benthic_forams,2547,Siphonodosaria insecta,
Siphonodosaria ketienziensis,benthic_forams,2547,Siphonodosaria ketienziensis,
Siphonodosaria lepidula,benthic_forams,2547,Siphonodosaria lepidula,
Siphonodosaria lepidula f. huagaensis,benthic_forams,2547,Siphonodosasria lepidula f. huagaensis,
Siphonodosaria longispina,benthic_forams,2547,Siphonodosaria longispina,
Siphonodosaria pomuligera,benthic_forams,2547,Siphonodosaria pomuligera,
Siphonodosaria sargrinensis,benthic_forams,2547,Siphonodosaria sargrinensis,
Siphonodosaria sp.,benthic_forams,2547,Siphonodosaria sp. indet.; Siphonodosaria sp.,
Siphonodosaria sp. 1,benthic_forams,2547,Siphonodosaria sp. 1,
Siphonodosaria sp. 2,benthic_forams,2547,Siphonodosaria sp. 2,
Siphonodosaria spinata,benthic_forams,2547,Siphonodosaria spinata,
Siphonodosaria spp.,benthic_forams,2547,Siphonodosaria spp.,
Siphonodosaria subspinosa,benthic_forams,2547,Siphonodosaria subspinosa,
Siphonodosaria subtertenuata,benthic_forams,2547,Siphonodosaria subtertenuata,
Siphonosphaera martensi,radiolarians,298,Siphonosphaera martensi,
Siphonosphaera polysiphonia,radiolarians,298,Siphonosphaera polysiphonia,
Siphonosphaera tenera,radiolarians,298,Siphonosphaera tenera,
Siphonosphaera vesuvius,radiolarians,298,Siphonosphaera vesuvius,
Siphostichartus corona,radiolarians,650,Siphostichoartus corona,
Siphotextularia rolshauseni,benthic_forams,2550,Siphotextularia rolshauseni,
Siphotextularia sp.,benthic_forams,2550,Siphotextularia sp.; Siphotextularia,
Siphotextularia subcylindrica,benthic_forams,2550,Siphotextularia subcylindrica,
Siphotextularia wairoana,benthic_forams,2550,Siphotexturalia wairoana; Siphotextularia wairoana,genus mispelled
Siphouvigerina ampullacea,benthic_forams,2551,Siphouvigerina ampullacea,
Siphouvigerina canariensis,benthic_forams,2551,Siphouvigerina canariensis,
Siphouvigerina hispida,benthic_forams,2551,Siphouvigerina hispida,
Siphouvigerina interrupta,benthic_forams,2551,Siphouvigerina interrupta,
Siphouvigerina notohispida,benthic_forams,2551,Siphouvigerina notohispida >1000 m,
Siphouvigerina plebeja,benthic_forams,2551,Siphouvigerina plebeja,
Siphouvigerina porrecta,benthic_forams,2551,Siphouvigerina porrecta,
Siphouvigerina sp.,benthic_forams,2551,Siphouvigerina; Siphouvigerina sp.,
Skeletonemaceae indet.,diatoms,433269,Skeletonemopsis and Skeletonema grp.; Skeletonemopsis and Skeletonema grp,group; group
Skeletonemopsis barbadensis,diatoms,432922,Skeletonemopsis barbabadensis,
Skeletonemopsis mahoodii,diatoms,432922,Skeletonemopsis mahoodii,
Sliteria sp.,benthic_forams,429520,Sliteria,
Solenosphaera omnitubus,radiolarians,299,Solenosphaera omnitubus,synonym
Solenosphaera omnitubus omnitubus,radiolarians,299,Solenosphaera omnitubus omnitubus,synonym
Solenosphaera quadrata,radiolarians,299,Solenosphaera quadrata,synonym
Solidopons petrae,nannofossils,424282,Solidopons petrae,
Sorites orbiculus,benthic_forams,2560,Sorites orbiculus,
Sorites spp.,benthic_forams,2560,Sorites spp.,
Speetonia colligata,nannofossils,87807,Speetonia colligata,
Speetonia sp.,nannofossils,87807,Speetonia sp.,
Sphaerogypsina globulus,benthic_forams,2566,Sphaerogypsina globulus,
Sphaeroidina bulloides,benthic_forams,2567,Spheroidina bulloides; Sphaeroidina bulloides; Spheroidina bulloids,genus mispelled; genus & species mispelled
Sphaeroidina spp.,benthic_forams,2567,Sphaeroidina spp.,
Sphaeroidinella dehiscens,planktic_forams,2568,Sphaeroidinella dehiscens,
Sphaeroidinella disjuncta,planktic_forams,2568,Sphaeroidinella disjuncta,
Sphaeroidinella excavata,planktic_forams,2568,Sphaeroidinella excavata,
Sphaeroidinella s.l. dahiscens,planktic_forams,2568,Sphaeroidinella dahiscens sensu lato,
Sphaeroidinella s.l. dehiscens,planktic_forams,2568,Sphaeroidinella dehiscens s.l.; Sphaeroidinella dehiscens sensu lato _B_,
Sphaeroidinellopsis disjuncta,planktic_forams,2569,Sphaeroidnellopsis disjuncta; Spharoidinellopsis disjuncta; Sphaeroidinellopsis disjuncta,genus misspelled
Sphaeroidinellopsis hancocki,planktic_forams,2569,Sphaeroidinellopsis hancocki,
Sphaeroidinellopsis kochi,planktic_forams,2569,Sphaeroidinellopsis kochi _T_; Sphaeroidinellopsis kochi _T; Sphaeroidinellopsis kochi,
Sphaeroidinellopsis multiloba,planktic_forams,2569,Sphaeroidinellopsis multiloba,
Sphaeroidinellopsis paenedehiscens,planktic_forams,2569,Sphaeroidinellopsis paenedehiscens,
Sphaeroidinellopsis seminulina,planktic_forams,2569,Sphaeroidinellopsis seminulina; Sphaeroidinellopsis seminulina _T_ _PL4_; Sphaeroidinellopsis seminulina _T_ _PL4,
Sphaeroidinellopsis sp.,planktic_forams,2569,Sphaeroidinellopsis sp.,
Sphaeroidinellopsis subdehiscens,planktic_forams,2569,Sphaeroidinellopsis subdehiscens,
Sphaeropyle antarctica,radiolarians,302,Sphaeropyle antarctica,
Sphaeropyle langii,radiolarians,302,Sphaeropyle langii,
