Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments
,,Gyroidinoides,,,,sp.,,,,Gyroidinoides sp.,benthic_forams,Gyroidinoides sp.,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,spp.,,,,Gyroidinoides spp.,benthic_forams,Gyroidinoides spp,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,spp.,,,,Gyroidinoides spp.,benthic_forams,Gyroidinoides spp.,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,subangulatus,,,,Gyroidinoides subangulatus,benthic_forams,Gyroidinoides subangulatus,,,"in PBDB, but classification differs to WoRMS",
,,Gyroidinoides,,,,zelandicus,,,,Gyroidinoides zelandicus,benthic_forams,Gyroidinoides zelandicus,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,ammophila,,,,Hanzawaia ammophila,benthic_forams,Hanzawaia ammophila,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,bertheloti,,,,Hanzawaia bertheloti,benthic_forams,Hanzawaia bertheloti,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,complanata,,,,Hanzawaia complanata,benthic_forams,Hanzawaia complanata,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,concentrica,,,,Hanzawaia concentrica,benthic_forams,Hanzawaia concentrica,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,mantaensis,,,,Hanzawaia mantaensis,benthic_forams,Hanzawaia mantaensis,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,rhodiensis,,,,Hanzawaia rhodiensis,benthic_forams,Hanzawaia rhodiensis,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,sp.,,,,Hanzawaia sp.,benthic_forams,Hanzawaia sp.,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,spp.,,,,Hanzawaia spp.,benthic_forams,Hanzawaia spp.,,,"in PBDB, but classification differs to WoRMS",
,,Hanzawaia,,,,turgida,,,,Hanzawaia turgida,benthic_forams,Hanzawaia turgida,,,"in PBDB, but classification differs to WoRMS",
,?,Hanzawaia,,,,sp.,,,,? Hanzawaia sp.,benthic_forams,Hanzawaia? sp.,,,"in PBDB, but classification differs to WoRMS",
,,Haplophragmoides,,,,chapmani,,,,Haplophragmoides chapmani,benthic_forams,Haplophragmoides chapmani,,,"in PBDB, but classification differs to WoRMS",
,,Haplophragmoides,,,,sp.,,,,Haplophragmoides sp.,benthic_forams,Haplophragmoides sp.,,,"in PBDB, but classification differs to WoRMS",
,,Haplophragmoides,,,,spp.,,,,Haplophragmoides spp.,benthic_forams,Haplophragmoides spp.,,,"in PBDB, but classification differs to WoRMS",
,,Haplophragmoides,,,,suborbicularis,,,,Haplophragmoides suborbicularis,benthic_forams,Haplophragmoides suborbicularis,,,"in PBDB, but classification differs to WoRMS",
,,Haplophragmoides,,,,walteri,,,,Haplophragmoides walteri,benthic_forams,Haplophragmoides walteri,,,"in PBDB, but classification differs to WoRMS",
,,Hauerina,,,,spp.,,,,Hauerina spp.,benthic_forams,Hauerina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Hauerinella,,,,inconstans,,,,Hauerinella inconstans,benthic_forams,Hauerinella inconstans,,"in PBDB but unaccepted - accepted as Cornuloculina (Burbach, 1886)",,
,,Haynesina,,,,depressula,,,,Haynesina depressula,benthic_forams,Haynesina depressula,,,"in PBDB, so it will be classified correctly",
,,Haynesina,,,,sp.,,,,Haynesina sp.,benthic_forams,Haynesina sp.,,,"in PBDB, so it will be classified correctly",
,,Heronallenia,,,cf.,polita,,,,Heronallenia cf. polita,benthic_forams,Heronallenia cf. polita,,,"in PBDB, so it will be classified correctly",
,,Heronallenia,,,,lingulata,,,,Heronallenia lingulata,benthic_forams,Heronallenia lingulata,,,"in PBDB, so it will be classified correctly",
,,Heronallenia,,,,spp.,,,,Heronallenia spp.,benthic_forams,Heronallenia spp.,,,"in PBDB, so it will be classified correctly",
,,Heterolepa,,,,bradyi,,,,Heterolepa bradyi,benthic_forams,Heterolepa bradyi,,,"in PBDB, but classification differs to WoRMS",
,,Heterolepa,,,,sp.,,,,Heterolepa sp.,benthic_forams,Heterolepa sp.,,,"in PBDB, but classification differs to WoRMS",
,,Heterolepa,,,,spp.,,,,Heterolepa spp.,benthic_forams,Heterolepa spp.,,,"in PBDB, but classification differs to WoRMS",
,,Heterostegina,,,,sp.,,,,Heterostegina sp.,benthic_forams,Heterostegina sp.,,,"in PBDB, but classification differs to WoRMS",
,?,Hoeglundina,,,,sp.,,,,? Hoeglundina sp.,benthic_forams,Hoeglundina ?,,,"in PBDB, but classification differs to WoRMS",
,,Hoeglundina,,,,elegans,,,,Hoeglundina elegans,benthic_forams,Hoeglundina elegans,,,"in PBDB, but classification differs to WoRMS",
,,Hoeglundina,,,,sp.,,,,Hoeglundina sp.,benthic_forams,Hoeglundina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Hoeglundina,,,,spp.,,,,Hoeglundina spp.,benthic_forams,Hoeglundina spp.,,,"in PBDB, but classification differs to WoRMS",
,,Hopkinsina,,,,mioindex,,,,Hopkinsina mioindex,benthic_forams,Hopkinsina mioindex,,,"in PBDB, but classification differs to WoRMS",
,,Hormosina,,,,trinitatensis,,,,Hormosina trinitatensis,benthic_forams,Hormosina trinitatensis,,,"in PBDB, so it will be classified correctly",
,,Hormosina,,,,velascoensis,,,,Hormosina velascoensis,benthic_forams,Hormosina velascoensis,,,"in PBDB, so it will be classified correctly",
,,Hyalinea,,,,balthica,,,,Hyalinea balthica,benthic_forams,Hyalina balthica,,,"in PBDB, but classification differs to WoRMS",
,,Hyalinea,,,,sp.,,,,Hyalinea sp.,benthic_forams,Hyaline indet.,,,"In PBDB, unresolved relationships",
,,Hyalinea,,,,balthica,,,,Hyalinea balthica,benthic_forams,Hyalinea balthica,,,"In PBDB, unresolved relationships",
,,Hyalinea,,,,spp.,,,,Hyalinea spp.,benthic_forams,Hyalinea spp.,,,"In PBDB, unresolved relationships",
,,Hyalinonetrion,,,,gracillimum,,,,Hyalinonetrion gracillimum,benthic_forams,Hyalinonetrion gracillima,,,"in PBDB, but classification differs to WoRMS",
,,Hyalinonetrion,,,,gracillimum,,,,Hyalinonetrion gracillimum,benthic_forams,Hyalinonetrion gracillimum,,,"in PBDB, but classification differs to WoRMS",
,,Hyperammina,,,,friabilis,,,,Hyperammina friabilis,benthic_forams,Hyperammina friabilis,,,in PBDB,
,,Hyperammina,,,,laevigata,,,,Hyperammina laevigata,benthic_forams,Hyperammina laevigata,,,in PBDB,
,,Hyperammina,,,,sp.,,,,Hyperammina sp.,benthic_forams,Hyperammina sp.,,,in PBDB,
,,Hyperammina,,,,spp.,,,,Hyperammina spp.,benthic_forams,Hyperammina spp.,,,in PBDB,
,,Inaequalina,,,,spp.,,,,Inaequalina spp.,benthic_forams,Inaequilina spp.,,,"Winter 2021: Inaequalina? Inaequalina is in PBDB AF: Yes, via ET",
,,Islandiella,,,,australis,,,,Islandiella australis,benthic_forams,Islandiella australis,,,"in PBDB, but classification differs to WoRMS",
,,Islandiella,,,,norcrossi,,,,Islandiella norcrossi,benthic_forams,Islandiella norcrossi,,,"in PBDB, but classification differs to WoRMS",
,,Islandiella,,,,sp.,,,,Islandiella sp.,benthic_forams,Islandiella sp.,,,"in PBDB, but classification differs to WoRMS",
,?,Kalamopsis,,,,sp.,,,,? Kalamopsis sp.,benthic_forams,Kalamopsis (?),,,"in PBDB, but classification differs to WoRMS",
,,Kalamopsis,,,,grzybowskii,,,,Kalamopsis grzybowskii,benthic_forams,Kalamopsis grzybowskii,,,"in PBDB, but classification differs to WoRMS",
,?,Kalamopsis,,,,sp.,,,,? Kalamopsis sp.,benthic_forams,Kalamopsis? sp.,,,"in PBDB, but classification differs to WoRMS",
,,Karreria,,,cf.,fallax,,,,Karreria cf. fallax,benthic_forams,Karreria cf. fallax,,,"in PBDB, so it will be classified correctly",
,,Karreria,,,,spp.,,,,Karreria spp.,benthic_forams,Karreria spp.,,,"in PBDB, so it will be classified correctly",
,,Karreriella,,,,baccata,,,,Karreriella baccata,benthic_forams,Karreriella baccata,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,bradyi,,,,Karreriella bradyi,benthic_forams,Karreriella bradyi,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,bradyi,,,>600 m,Karreriella bradyi (>600 m),benthic_forams,Karreriella bradyi >600 m,,,"Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier?",
,,Karreriella,,,,chapapotensis,,,,Karreriella chapapotensis,benthic_forams,Karreriella chapapotensis,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,chilostoma,,,,Karreriella chilostoma,benthic_forams,Karreriella chilostoma,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,cylindrica,,,,Karreriella cylindrica,benthic_forams,Karreriella cylindrica,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,cylindrica,,,>400 m,Karreriella cylindrica (>400 m),benthic_forams,Karreriella cylindrica >400 m,,,"Ask BF person, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier?",
,,Karreriella,,,,novozealandica,,,,Karreriella novozealandica,benthic_forams,Karreriella novozealandica,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,parkerae,,,,Karreriella parkerae,benthic_forams,Karreriella parkerae,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,sp.,,,,Karreriella sp.,benthic_forams,Karreriella sp.,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,spp.,,,,Karreriella spp.,benthic_forams,Karreriella spp.,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karreriella,,,,subglabra,,,,Karreriella subglabra,benthic_forams,Karreriella subglabra,,,"in PBDB, so it will be classified correctly (Cushman 1933)",
,,Karrerulina,,,,aegra,,,,Karrerulina aegra,benthic_forams,Karrerulina aegra,,,"in PBDB, so it will be classified correctly",
,,Karrerulina,,,,coniformis,,,,Karrerulina coniformis,benthic_forams,Karrerulina coniformis,,,"in PBDB, so it will be classified correctly",
,,Karrerulina,,,,sp.,,,,Karrerulina sp.,benthic_forams,Karrerulina sp.,,,"in PBDB, so it will be classified correctly",
,,Karrerulina,,,,sp. 1,,,,Karrerulina sp. 1,benthic_forams,Karrerulina sp. 1,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,sp.,,,,Laevidentalina sp.,benthic_forams,Laevidentalina,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,advena,,,,Laevidentalina advena,benthic_forams,Laevidentalina advena,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,aphelis,,,,Laevidentalina aphelis,benthic_forams,Laevidentalina aphelis,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,communis,,,,Laevidentalina communis,benthic_forams,Laevidentalina communis,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,inflexa,,,,Laevidentalina inflexa,benthic_forams,Laevidentalina inflexa,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,sp.,,,,Laevidentalina sp.,benthic_forams,Laevidentalina sp.,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,spp.,,,,Laevidentalina spp.,benthic_forams,Laevidentalina spp.,,,"in PBDB, so it will be classified correctly",
,,Laevidentalina,,,,spp.,,,,Laevidentalina spp.,benthic_forams,Laevidentalina  spp.,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,caudata,,,,Lagena caudata,benthic_forams,Lagena caudata,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,elongata,,,,Lagena elongata,benthic_forams,Lagena elongata,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,gracilis,,,,Lagena gracilis,benthic_forams,Lagena gracilis,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,hispidula,,,,Lagena hispidula,benthic_forams,Lagena hispidula,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,laevis,,,,Lagena laevis,benthic_forams,Lagena laevis,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,meridionalis,,,,Lagena meridionalis,benthic_forams,Lagena meridionalis,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,nebulosa,,,,Lagena nebulosa,benthic_forams,Lagena nebulosa,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,semistriata,,,,Lagena semistriata,benthic_forams,Lagena semistriata,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,sp.,,,,Lagena sp.,benthic_forams,Lagena sp.,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,spp.,,,,Lagena spp.,benthic_forams,Lagena spp.,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,striata,,,,Lagena striata,benthic_forams,Lagena striata,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,sulcata,,,,Lagena sulcata,benthic_forams,Lagena sulcata,,,"in PBDB, so it will be classified correctly",
,,Lagena,,,,spp.,,,,Lagena spp.,benthic_forams,Lagenids,,,"In PBDB as Lagena, so it will be classified correctly",
,,Lamarckina,,,,novozealandica,,,,Lamarckina novozealandica,benthic_forams,Lamarckina novozealandica,,,"in PBDB, so it will be classified correctly (Berthelin 1881)",
,,Lamarckina,,,,sp.,,,,Lamarckina sp.,benthic_forams,Lamarckina sp.,,,"in PBDB, so it will be classified correctly (Berthelin 1881)",
,,Latibolivina,,,,reticulata,,,,Latibolivina reticulata,benthic_forams,Latibolivina reticulata,,"In PBDB, but unaccepted (Opinion of Revets (1996 and pers. comm.))- Accepted as Bolivina d'Orbigny, 1839",,
,,Laticarinina,,,,pauperata,,,,Laticarinina pauperata,benthic_forams,Laticarinina pauperata,,,"In PBDB, so it will be classified correctly",
,,Laticarinina,,,,sp.,,,,Laticarinina sp.,benthic_forams,Laticarinina sp.,,,"In PBDB, so it will be classified correctly",
,,Lenticulina,,,,sp.,,,,Lenticulina sp.,benthic_forams,Lenticulina,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,cf.,adenalensis,,,,Lenticulina cf. adenalensis,benthic_forams,Lenticulina cf. adenalensis,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,gibba,,,,Lenticulina gibba,benthic_forams,Lenticulina gibba,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,iota,,,,Lenticulina iota,benthic_forams,Lenticulina iota,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,mamilligera,,,,Lenticulina mamilligera,benthic_forams,Lenticulina mamilligera,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,orbicularis,,,,Lenticulina orbicularis,benthic_forams,Lenticulina orbicularis,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,peregrina,,,,Lenticulina peregrina,benthic_forams,Lenticulina peregrina,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,rotulata,,,,Lenticulina rotulata,benthic_forams,Lenticulina rotulata,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,sp.,,,,Lenticulina sp.,benthic_forams,Lenticulina sp.,,,"in PBDB, so it will be classified correctly",
,,Lenticulina,,,,spp.,,,,Lenticulina spp.,benthic_forams,Lenticulina spp.,,,"in PBDB, so it will be classified correctly",
,,Lenticulinella,,,,sp.,,,,Lenticulinella sp.,benthic_forams,Lenticulinella sp.,,,"in PBDB, so it will be classified correctly",
,,Lepidocyclina,,,,sp.,,,,Lepidocyclina sp.,benthic_forams,Lepidocyclina sp.,,,"in PBDB, but classification differs to WoRMS",
,,Liebusella,,,,soldanii,,,,Liebusella soldanii,benthic_forams,Liebusella soldanii,,,"In PBDB, unresolved relationships, no occurrences",
,,Lingulina,,,,seminuda,,,,Lingulina seminuda,benthic_forams,Lingulina seminuda,,,"in PBDB, so it will be classified correctly",
,,Lingulina,,,,spp.,,,,Lingulina spp.,benthic_forams,Lingulina spp.,,,"in PBDB, so it will be classified correctly",
,,Lobatula,,,,lobatula,,,,Lobatula lobatula,benthic_forams,Lobatula Lobatula,,Cibicidoides lobatulus (Cibicidoides is in PBDB) Lobatula has priority over Cibicidoides http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=113118,"Summer 2020: Should we enter the old taxonomy since that's what is in the report, and then update the taxonomy. LL: yes, I think this is the way we should go since the PBDB handles multiple taxonomies.  Cibicidoides lobatulus (Cibicidoides is in PBDB) Lobatula has priority over Cibicidoides http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=113118  Spring 2021: Lobatula is in PBDB; can be updated if you choose",
,,Loxostomina,,,cf.,major,,,,Loxostomina cf. major,benthic_forams,Loxostomina cf. major,,,"In PBDB, unresolved relationships, no occurrences",
,,Loxostomina,,,,major,,,,Loxostomina major,benthic_forams,Loxostomina major,,,"In PBDB, unresolved relationships, no occurrences",
,,Loxostomum,,,,karrerianum,,,,Loxostomum karrerianum,benthic_forams,Loxostomum karrerianum,,,"in PBDB, so it will be classified correctly",
,,Loxostomum,,,,limonense,,,,Loxostomum limonense,benthic_forams,Loxostomum limonense,,,"in PBDB, so it will be classified correctly",
,,Loxostomum,,,,pseudobeyrichi,,,,Loxostomum pseudobeyrichi,benthic_forams,Loxostomum pseudobeyrichi,,,"in PBDB, so it will be classified correctly",
,,Loxostomum,,,,sp.,,,,Loxostomum sp.,benthic_forams,Loxostomum sp.,,,"in PBDB, so it will be classified correctly",
,,Loxostomum,,,,truncatum,,,,Loxostomum truncatum,benthic_forams,Loxostomum truncatum,,,"in PBDB, so it will be classified correctly",
,,Marginulina,,,,obesa,,,,Marginulina obesa,benthic_forams,Marginulina obesa,,,"In PBDB, but classification differs to WoRMS (d'Orbigny, 1826)",
,,Marginulina,,,,sp.,,,,Marginulina sp.,benthic_forams,Marginulina sp.,,,"In PBDB, but classification differs to WoRMS (d'Orbigny, 1826)",
,,Marginulina,,,,spp.,,,,Marginulina spp.,benthic_forams,Marginulina spp.,,,"In PBDB, but classification differs to WoRMS (d'Orbigny, 1826)",
,,Marginulinopsis,,,,stephensoni,,,,Marginulinopsis stephensoni,benthic_forams,Marginulinopsis stephensoni,,,"in PBDB, so it will be classified correctly",
,,Martinottiella,,,,sp.,,,,Martinottiella sp.,benthic_forams,Marinittiella sp.,,,"Winter 2021: Is this supposed to be Martinottiella? AF: Yes, via ET.",
,,Marssonella,,,,sp.,,,,Marssonella sp.,benthic_forams,Marssonella,,,"in PBDB, but classification differs to WoRMS",
,,Marssonella,,,,trochoides,,,,Marssonella trochoides,benthic_forams,Marssonella trochoides,,,"in PBDB, but classification differs to WoRMS",
,,Martinottiella,,,,communis,,,,Martinottiella communis,benthic_forams,Martinotiella communis,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,nodulosa,,,,Martinottiella nodulosa,benthic_forams,Martinotiella nodulosa,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,sp.,,,,Martinottiella sp.,benthic_forams,Martinotiella sp.,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,spp.,,,,Martinottiella spp.,benthic_forams,Martinotiella spp.,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,communis,,,,Martinottiella communis,benthic_forams,Martinottiella communis,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,hosoyaensis,,,,Martinottiella hosoyaensis,benthic_forams,Martinottiella hosoyaensis,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
,,Martinottiella,,,,sp.,,,,Martinottiella sp.,benthic_forams,Martinottiella sp. N/A,,,"in PBDB as Martinottiella, but classification differs to WoRMS",
