Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Zygrhablithus bijugatus,Toweius gammation,Sphenolithus stellatus,Sphenolithus spiniger,Sphenolithus radians,Sphenolithus moriformis,Rhabdosphaera inflata,Reticulofenestra samodurovii,Reticulofenestra dictyoda,Pseudotriquetrorhabdulus inversus,Pontosphaera segmenta,Pedinocyclus larvalis,Neocrepidolithus sp.,Nannotetrina sp. (small),Markalius sp. 1,Lophodolithus acutus,Holococcolith type A,Helicosphaera seminulum,Helicosphaera lophota,Ericsonia formosa,Discoaster sublodoensis,Discoaster lodoensis,Discoaster kuepperi,Discoaster barbadiensis,Cyclicargolithus floridanus,Cruciplacolithus vanheckae,Cruciplacolithus spp.,Coccolithus pelagicus,Coccolithus eopelagicus,Chiasmolithus solitus,Chiasmolithus grandis,Campylosphaera dela,Nannotetrina alata,Lophodolithus mochlophorus,Ericsonia pacifica,Discoaster saipanensis,Cruciplacolithus staurion,Coccolithus sp.1,Chiasmolithus medius,Chiasmolithus consuetus,Calcidiscus protoannulus,Triquetrorhabdulus carinatus,Sphenolithus (all Sphenolithus taxa),Reticulofenestra reticulata,Reticulofenestra bisecta,Helicosphaerid (all Helicosphaerid taxa),Discoaster (all Discoaster taxa),Coronocyclus nitescens,Coccolithus formosus,Clausicoccus fenestratus,Chiasmoliths (all Chiasmolith taxa),Bramletteius serraculoides,Sphenolithus sp. 1,Chiasmolithus expansus,Markalius inversus,Cruciplacolithus cf. tarquinius,Cyclolithella kalianata,Sphenolithus pseudoradians,Markalius sp. 2,Chiasmolithus titus,Chiasmolithus gigas,Sphenolithus furcatolithoides,Discoaster tanii,Pontosphaera formosa,Nannotetrina austriacus,Toweius? sp. 1,Pontosphaera scissura,Helicosphaera heezenii,Cribrocentrum reticulatum,Discoaster bifax,Discoaster nodifer,Calcidiscus kingii,Cruciplacolithus cruciformis,Reticulofenestra umbilica,Discoaster deflandrei,Helicosphaera compacta,Dictyococcites scrippsae,Sphenolithus obtusus,Sphenolithus intercalaris,Dictyococcites bisectus,Sphenolithus predistentus,Helicosphaera reticulata,Hayella situliformis,Isthmolithus recurvus,Ericsonia subdisticha,Braarudosphaera bigelowii,Ericsonia obruta,Lanternithus minutus,Helicosphaera euphratis,Cruciplacolithus tarquinius,Helicosphaera wilcoxonii,Helicosphaera intermedia,Sphenolithus aff. distentus,Discoaster adamanteus,Helicosphaera perch-nielseniae,Helicosphaera bramlettei,Chiasmolithus altus,Cyclicargolithus abisectus,Sphenolithus distentus,Sphenolithus aff. ciperoensis,Sphenolithus ciperoensis,Triquetrorhabdulus milowii,Coccolithus miopelagicus,Coccolithus fuscus,Catinaster umbrellus,Crassidiscus backmanii,Sphenolithus dissimilis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 22,X, 2,  93.00,    203.8300,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.0%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,51.7%                      ,                          ,                     ,4.3%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,.9%                     ,.0%                         ,.6%                                 ,.0%                        ,.0%                     ,1.5%                                    ,4.3%                            ,.0%                   ,4.0%                ,.9%                     ,.6%                                ,.9%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 22,X, 3,  40.00,    204.8000,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                 ,                      ,14.0%                ,F                   ,6.0%                   ,                     ,2.0%                        ,1.0%                     ,F                                ,                     ,R                    ,                    ,R                       ,1.0%           ,                    ,                    ,R                      ,F                    ,2.0%             ,                       ,                    ,                   ,8.0%                   ,38.0%                      ,                          ,F                    ,8.0%                 ,F                      ,R                    ,R                    ,F                  ,                  ,                          ,                  ,R                     ,                         ,F               ,                    ,                       ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,R                     ,F                 ,                               ,                       ,                          ,F              ,F                  ,                   ,11.0%                        ,                ,R                   ,                       ,F             ,R                    ,F                     ,                         ,2.0%            ,                  ,R                 ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 22,X, 4,  20.00,    206.1000,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,.7%                              ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,34.6%                      ,                          ,                     ,13.0%                ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,1.4%                    ,.0%                         ,2.7%                                ,.0%                        ,.0%                     ,1.4%                                    ,11.3%                           ,.0%                   ,5.8%                ,.0%                     ,1.4%                               ,.0%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 22,X, 4,  40.00,    206.3000,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,                 ,                      ,13.0%                ,1.0%                ,3.0%                   ,                     ,1.0%                        ,1.0%                     ,1.0%                             ,                     ,R                    ,                    ,R                       ,3.0%           ,                    ,                    ,                       ,F                    ,3.0%             ,                       ,                    ,                   ,15.0%                  ,23.0%                      ,                          ,F                    ,8.0%                 ,R                      ,R                    ,R                    ,F                  ,R                 ,                          ,R                 ,R                     ,R                        ,F               ,                    ,F                      ,R                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,F                 ,                               ,                       ,                          ,1.0%           ,2.0%               ,                   ,10.0%                        ,                ,R                   ,                       ,4.0%          ,                     ,F                     ,                         ,3.0%            ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 22,X,CC,   8.00,    206.9700,Okada    ,Nannofossils                                 ,A              ,P                 ,F                      ,                 ,                      ,6.0%                 ,F                   ,1.0%                   ,                     ,                            ,F                        ,5.0%                             ,                     ,F                    ,                    ,F                       ,3.0%           ,                    ,R                   ,R                      ,F                    ,2.0%             ,                       ,                    ,                   ,16.0%                  ,37.0%                      ,                          ,F                    ,11.0%                ,R                      ,R                    ,R                    ,F                  ,F                 ,                          ,R                 ,                      ,R                        ,F               ,                    ,1.0%                   ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,2.0%                      ,                  ,                      ,F                 ,                               ,                       ,                          ,1.0%           ,2.0%               ,                   ,4.0%                         ,                ,R                   ,                       ,F             ,R                    ,F                     ,                         ,F               ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 1,  40.00,    211.5000,Okada    ,Nannofossils                                 ,A              ,P                 ,R                      ,                 ,                      ,4.0%                 ,1.0%                ,2.0%                   ,                     ,11.0%                       ,3.0%                     ,5.0%                             ,                     ,1.0%                 ,                    ,F                       ,2.0%           ,                    ,                    ,R                      ,F                    ,4.0%             ,                       ,                    ,                   ,15.0%                  ,41.0%                      ,                          ,F                    ,5.0%                 ,F                      ,                     ,R                    ,F                  ,F                 ,                          ,                  ,                      ,F                        ,F               ,                    ,R                      ,1.0%                    ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,1.0%                      ,                  ,                      ,R                 ,R                              ,R                      ,                          ,R              ,F                  ,                   ,1.0%                         ,                ,R                   ,R                      ,R             ,R                    ,F                     ,                         ,F               ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 23,X, 1, 100.00,    212.1000,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,3.3%                             ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,33.2%                      ,                          ,                     ,11.4%                ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,2.3%                    ,.0%                         ,.3%                                 ,.0%                        ,.0%                     ,.3%                                     ,8.5%                            ,.0%                   ,1.6%                ,.3%                     ,2.0%                               ,.0%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 2,  40.00,    213.0000,Okada    ,Nannofossils                                 ,A              ,P                 ,R                      ,                 ,                      ,7.0%                 ,2.0%                ,6.0%                   ,                     ,5.0%                        ,4.0%                     ,4.0%                             ,R                    ,R                    ,                    ,F                       ,2.0%           ,                    ,                    ,R                      ,F                    ,3.0%             ,                       ,                    ,                   ,16.0%                  ,20.0%                      ,                          ,F                    ,15.0%                ,F                      ,R                    ,R                    ,1.0%               ,F                 ,                          ,R                 ,                      ,F                        ,R               ,                    ,R                      ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,1.0%                      ,                  ,                      ,F                 ,                               ,R                      ,                          ,R              ,F                  ,                   ,6.0%                         ,                ,R                   ,R                      ,              ,R                    ,1.0%                  ,                         ,F               ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 3,  40.00,    214.5000,Okada    ,Nannofossils                                 ,A              ,P                 ,R                      ,                 ,                      ,17.0%                ,1.0%                ,6.0%                   ,                     ,F                           ,1.0%                     ,5.0%                             ,                     ,R                    ,                    ,1.0%                    ,F              ,                    ,                    ,R                      ,F                    ,8.0%             ,                       ,                    ,                   ,14.0%                  ,16.0%                      ,                          ,F                    ,17.0%                ,F                      ,F                    ,F                    ,1.0%               ,1.0%              ,                          ,                  ,R                     ,F                        ,R               ,                    ,F                      ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,F                 ,                               ,R                      ,                          ,F              ,F                  ,                   ,5.0%                         ,                ,F                   ,R                      ,              ,R                    ,F                     ,                         ,F               ,R                 ,R                 ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 23,X, 3, 118.00,    215.2800,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,5.8%                             ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,14.7%                      ,                          ,                     ,9.9%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,.3%                     ,.0%                         ,7.8%                                ,.0%                        ,.0%                     ,.3%                                     ,5.8%                            ,.0%                   ,6.1%                ,.3%                     ,1.7%                               ,.0%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 4,  40.00,    216.0000,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                 ,                      ,8.0%                 ,F                   ,7.0%                   ,                     ,2.0%                        ,2.0%                     ,6.0%                             ,R                    ,R                    ,                    ,F                       ,F              ,                    ,                    ,F                      ,1.0%                 ,6.0%             ,                       ,                    ,                   ,21.0%                  ,9.0%                       ,                          ,R                    ,12.0%                ,R                      ,F                    ,R                    ,F                  ,R                 ,                          ,                  ,R                     ,F                        ,                ,                    ,R                      ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,R                         ,                  ,                      ,F                 ,                               ,R                      ,                          ,1.0%           ,1.0%               ,                   ,14.0%                        ,R               ,R                   ,                       ,              ,R                    ,1.0%                  ,                         ,F               ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 5,  40.00,    217.5000,Okada    ,Nannofossils                                 ,A              ,P                 ,R                      ,                 ,                      ,6.0%                 ,F                   ,5.0%                   ,                     ,8.0%                        ,2.0%                     ,5.0%                             ,R                    ,R                    ,                    ,F                       ,1.0%           ,                    ,                    ,R                      ,F                    ,9.0%             ,                       ,                    ,                   ,5.0%                   ,24.0%                      ,                          ,R                    ,14.0%                ,R                      ,R                    ,R                    ,1.0%               ,F                 ,                          ,                  ,                      ,F                        ,R               ,                    ,R                      ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,1.0%                      ,                  ,R                     ,R                 ,                               ,R                      ,                          ,R              ,F                  ,                   ,8.0%                         ,                ,R                   ,R                      ,R             ,R                    ,F                     ,rR                       ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13c             ,              ,115, 711,A, 23,X, 6,  40.00,    219.0000,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                 ,                      ,3.0%                 ,F                   ,8.0%                   ,                     ,5.0%                        ,F                        ,5.0%                             ,R                    ,R                    ,                    ,1.0%                    ,2.0%           ,                    ,                    ,F                      ,F                    ,6.0%             ,                       ,                    ,                   ,8.0%                   ,34.0%                      ,                          ,F                    ,12.0%                ,F                      ,R                    ,F                    ,F                  ,F                 ,                          ,                  ,R                     ,F                        ,R               ,                    ,R                      ,F                       ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,1.0%                      ,                  ,                      ,R                 ,                               ,                       ,R                         ,               ,F                  ,                   ,6.0%                         ,                ,R                   ,R                      ,              ,R                    ,R                     ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,115, 711,A, 23,X, 6, 112.00,    219.7200,Wei      ,Nannofossils                                 ,               ,                  ,                       ,                 ,                      ,                     ,                    ,                       ,                     ,                            ,                         ,5.6%                             ,                     ,                     ,                    ,                        ,               ,                    ,                    ,                       ,                     ,                 ,                       ,                    ,                   ,                       ,43.6%                      ,                          ,                     ,8.0%                 ,                       ,                     ,                     ,                   ,                  ,                          ,                  ,                      ,                         ,                ,                    ,                       ,1.5%                    ,.0%                         ,7.1%                                ,.0%                        ,.0%                     ,.9%                                     ,3.6%                            ,.0%                   ,2.7%                ,.0%                     ,1.5%                               ,.3%                       ,                  ,                      ,                  ,                               ,                       ,                          ,               ,                   ,                   ,                             ,                ,                    ,                       ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from ODP Leg 120 SR Vol 2  Chapter 55 Table 1 p 984-985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13b             ,              ,115, 711,A, 23,X,CC,  15.00,    220.1500,Okada    ,Nannofossils                                 ,A              ,M                 ,R                      ,                 ,                      ,6.0%                 ,1.0%                ,3.0%                   ,                     ,5.0%                        ,2.0%                     ,6.0%                             ,R                    ,F                    ,                    ,F                       ,1.0%           ,                    ,                    ,F                      ,F                    ,3.0%             ,                       ,                    ,                   ,17.0%                  ,30.0%                      ,                          ,R                    ,13.0%                ,R                      ,F                    ,F                    ,1.0%               ,F                 ,                          ,                  ,R                     ,F                        ,                ,R                   ,R                      ,1.0%                    ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,R                 ,R                              ,R                      ,                          ,               ,1.0%               ,R                  ,3.0%                         ,                ,F                   ,                       ,R             ,R                    ,F                     ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,CP13b             ,              ,115, 711,A, 24,X, 1,  40.00,    221.1000,Okada    ,Nannofossils                                 ,A              ,M                 ,F                      ,                 ,1.0%                  ,4.0%                 ,F                   ,9.0%                   ,                     ,7.0%                        ,F                        ,15.0%                            ,R                    ,2.0%                 ,                    ,1.0%                    ,1.0%           ,                    ,                    ,F                      ,F                    ,1.0%             ,                       ,                    ,                   ,8.0%                   ,26.0%                      ,                          ,                     ,10.0%                ,R                      ,F                    ,R                    ,F                  ,R                 ,                          ,                  ,F                     ,F                        ,R               ,2.0%                ,F                      ,1.0%                    ,                            ,                                    ,                           ,                        ,                                        ,                                ,                      ,                    ,                        ,                                   ,F                         ,                  ,                      ,                  ,                               ,R                      ,                          ,               ,R                  ,R                  ,3.0%                         ,                ,R                   ,R                      ,              ,                     ,                      ,                         ,                ,                  ,                  ,                            ,                         ,                     ,                      ,                        ,                    ,                         ,                       ,                         ,                        ,                    ,                     ,                     ,                         ,                ,                    ,                       ,                           ,                        ,                        ,                           ,                     ,                              ,                        ,                   ,                          ,                      ,                             ,                        ,                          ,                        ,                  ,                    ,                      ,                       ,from 115 SR. Chapter 14. Table 12. pages 156-158.
