Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,row_index
355-U1457C-77R-5-A,21,40,924.89,925.08,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),60,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10GY (dark greenish gray),40,clay,1,silt,2,,100,erosive,sharp,inclined,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,5,A,970
355-U1457C-77R-5-A,40,105,925.08,925.73,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,77,R,5,A,971
355-U1457C-77R-5-A,105,131,925.73,925.99,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),80,clay,1,silt,2,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10GY (dark greenish gray),20,clay,1,silt,2,,100,erosive,sharp,inclined,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,5,A,972
355-U1457C-77R-5-A,131,150,925.99,926.18,,silty,claystone,with nannofossils,silty claystone with nannofossils,,,light green,GLEY 1 6/10GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,moderate,3,,,,,,,355,U1457,C,77,R,5,A,973
355-U1457C-77R-6-A,0,28,926.18,926.46,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,77,R,6,A,974
355-U1457C-77R-6-A,28,62,926.46,926.8,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,light green,GLEY 1 6/10GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,inclined,thinly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,77,R,6,A,975
355-U1457C-77R-6-A,62,77,926.8,926.95,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,6,A,976
355-U1457C-77R-6-A,77,87,926.95,927.05,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,light green,GLEY 1 6/10GY (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,77,R,6,A,977
355-U1457C-77R-6-A,87,111,927.05,927.29,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,77,R,6,A,978
355-U1457C-77R-6-A,111,121,927.29,927.39,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,6,A,979
355-U1457C-77R-6-A,121,143,927.39,927.61,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,bioturbated,bioturbated,sub-horizontal,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,6,A,980
355-U1457C-77R-6-A,143,150,927.61,927.68,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,slight,2,,,,,,,355,U1457,C,77,R,6,A,981
355-U1457C-77R-7-A,0,26,927.68,927.94,,,claystone,,claystone,,tilted bedding,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,77,R,7,A,982
355-U1457C-77R-7-A,26,79,927.94,928.47,,silty,claystone,,silty claystone,,tilted bedding,dark gray,GLEY 1 4/10GY (dark greenish gray),80,clay,1,silt,2,,silty,claystone,with nannofossils,silty claystone,silty claystone with nannofossils,claystone with nannofossils,light green,GLEY 1 6/10GY (greenish gray),20,clay,1,silt,2,,100,,,,thinly bedded,,,,,slight,2,pyrite,,,,,,355,U1457,C,77,R,7,A,983
355-U1457C-77R-CC-A,0,14,928.47,928.61,,,claystone,,claystone,,,dark green,GLEY 1 3/10GY (very dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,77,R,CC,A,984
355-U1457C-78R-1-A,0,32,928.8,929.12,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark grayish green,GLEY 1 5/10Y (greenish gray),40,clay,1,silt,2,,100,gradational,gradational,inclined,thinly bedded,,,,,sparse,1,,,,,,,355,U1457,C,78,R,1,A,985
355-U1457C-78R-1-A,32,70,929.12,929.5,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark grayish green,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,gradational,gradational,inclined,thickly bedded,,,,,,,,,,,,,355,U1457,C,78,R,1,A,986
355-U1457C-78R-1-A,70,85,929.5,929.65,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,foraminifer rich,claystone,,foraminifer rich claystone,foraminifer rich claystone,claystone,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,very fine sand,3,,100,gradational,gradational,inclined,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,1,A,987
355-U1457C-78R-1-A,85,123,929.65,930.03,,sandy,siltstone,with nannofossils,sandy siltstone with nannofossils,,,dark gray,GLEY 1 4/10Y (dark greenish gray),70,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),30,clay,1,clay,1,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,1,A,988
355-U1457C-78R-2-A,0,33,930.03,930.36,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,2,A,989
355-U1457C-78R-2-A,33,65,930.36,930.68,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,2,A,990
355-U1457C-78R-2-A,65,85,930.68,930.88,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 5/10Y (greenish gray),40,clay,1,silt,2,,100,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,2,A,991
355-U1457C-78R-2-A,85,130,930.88,931.33,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,2,A,992
355-U1457C-78R-2-A,130,152,931.33,931.55,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,slight,2,,,,,,,355,U1457,C,78,R,2,A,993
355-U1457C-78R-3-A,0,74,931.55,932.29,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 5/10Y (greenish gray),10,clay,1,silt,2,,100,gradational,gradational,inclined,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,3,A,994
355-U1457C-78R-3-A,74,148,932.29,933.03,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,3,A,995
355-U1457C-78R-4-A,0,12,933.03,933.15,,silty,claystone,,silty claystone,,tilted bedding,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,78,R,4,A,996
355-U1457C-78R-4-A,12,82,933.15,933.85,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,inclined,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,4,A,997
355-U1457C-78R-4-A,82,100,933.85,934.03,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,foraminifer rich,claystone,,foraminifer rich claystone,foraminifer rich claystone,claystone,dark gray,GLEY 1 5/10Y (greenish gray),10,clay,1,very fine sand,3,,100,gradational,gradational,inclined,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,4,A,998
355-U1457C-78R-4-A,100,120,934.03,934.23,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,light gray,GLEY 1 6/10Y (greenish gray),10,clay,1,clay,1,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,4,A,999
355-U1457C-78R-5-A,0,13,934.23,934.36,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,5,A,1000
355-U1457C-78R-5-A,13,92,934.36,935.15,,sandy,siltstone,,sandy siltstone,,tilted bedding,dark gray,GLEY 1 5/10Y (greenish gray),80,silt,2,very fine sand,3,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,gradational,gradational,inclined,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,78,R,5,A,1001
355-U1457C-78R-5-A,92,145,935.15,935.68,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,78,R,5,A,1002
355-U1457C-78R-6-A,0,21,935.68,935.89,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,78,R,6,A,1003
355-U1457C-78R-6-A,21,82,935.89,936.5,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,78,R,6,A,1004
355-U1457C-79R-1-A,0,21,938.5,938.71,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,79,R,1,A,1005
355-U1457C-79R-1-A,21,61,938.71,939.11,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,1,A,1006
355-U1457C-79R-1-A,61,145,939.11,939.95,,,claystone,with nannofossils,claystone with nannofossils,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,1,A,1007
355-U1457C-79R-2-A,0,9,939.95,940.04,,silty,claystone,,silty claystone,,tilted bedding,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,inclined,thinly bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1008
355-U1457C-79R-2-A,9,53,940.04,940.48,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,inclined,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1009
355-U1457C-79R-2-A,53,80,940.48,940.75,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1010
355-U1457C-79R-2-A,80,105,940.75,941,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1011
355-U1457C-79R-2-A,105,126,941,941.21,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1012
355-U1457C-79R-2-A,126,150,941.21,941.45,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,clayey,siltstone,,clayey siltstone,clayey siltstone,siltstone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,silt,2,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,2,A,1013
355-U1457C-79R-3-A,0,27,941.45,941.72,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,79,R,3,A,1014
355-U1457C-79R-3-A,27,53,941.72,941.98,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,3,A,1015
355-U1457C-79R-3-A,53,70,941.98,942.15,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,3,A,1016
355-U1457C-79R-3-A,70,139,942.15,942.84,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,inclined,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,3,A,1017
355-U1457C-79R-3-A,139,150,942.84,942.95,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,3,A,1018
355-U1457C-79R-4-A,0,31,942.95,943.26,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,sharp,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,4,A,1019
355-U1457C-79R-4-A,31,150,943.26,944.45,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,4,A,1020
355-U1457C-79R-5-A,0,60,944.45,945.05,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,5,A,1021
355-U1457C-79R-5-A,60,90,945.05,945.35,,silty,claystone,with nannofossils,silty claystone with nannofossils,,tilted bedding,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),30,clay,1,clay,1,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,5,A,1022
355-U1457C-79R-5-A,90,150,945.35,945.95,,clayey,siltstone,with nannofossils,clayey siltstone with nannofossils,,,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,clay,1,,100,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,79,R,5,A,1023
355-U1457C-79R-6-A,0,40,945.95,946.35,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,with nannofossils,silty claystone,silty claystone with nannofossils,claystone with nannofossils,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,6,A,1024
355-U1457C-79R-6-A,40,62,946.35,946.57,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,sandy,siltstone,with nannofossils,sandy siltstone,sandy siltstone with nannofossils,siltstone with nannofossils,gray,GLEY 1 5/10Y (greenish gray),30,silt,2,very fine sand,3,,100,erosive,scoured,inclined,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,6,A,1025
355-U1457C-79R-6-A,62,75,946.57,946.7,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,79,R,6,A,1026
355-U1457C-79R-CC-A,0,9,946.7,946.79,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thinly bedded,,,,,,,,,,,,,355,U1457,C,79,R,CC,A,1027
355-U1457C-80R-1-A,0,10,948.2,948.3,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,80,R,1,A,1028
355-U1457C-80R-1-A,10,30,948.3,948.5,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,gradational,gradational,horizontal,thinly bedded,,,,,,,,,,,,,355,U1457,C,80,R,1,A,1029
355-U1457C-80R-1-A,30,54,948.5,948.74,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,1,A,1030
355-U1457C-80R-1-A,54,90,948.74,949.1,,,claystone,,claystone,,,dark bluish gray,GLEY 1 5/N (gray),60,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,1,A,1031
355-U1457C-80R-1-A,90,124,949.1,949.44,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,1,A,1032
355-U1457C-80R-1-A,124,150,949.44,949.7,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,1,A,1033
355-U1457C-80R-2-A,0,19,949.7,949.89,,,claystone,,claystone,,burrows,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,silt,2,,100,planar,sharp,sub-horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1457,C,80,R,2,A,1034
355-U1457C-80R-2-A,19,73,949.89,950.43,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,2,A,1035
355-U1457C-80R-2-A,73,150,950.43,951.2,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,,355,U1457,C,80,R,2,A,1036
355-U1457C-80R-3-A,0,13,951.2,951.33,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,3,A,1037
355-U1457C-80R-3-A,13,25,951.33,951.45,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,3,A,1038
355-U1457C-80R-3-A,25,60,951.45,951.8,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,3,A,1039
355-U1457C-80R-3-A,60,105,951.8,952.25,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),90,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),10,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,3,A,1040
355-U1457C-80R-3-A,105,125,952.25,952.45,,silty,claystone,,silty claystone,,,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,silt,2,,,claystone,,claystone,claystone,claystone,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),30,clay,1,clay,1,,100,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,3,A,1041
355-U1457C-80R-3-A,125,150,952.45,952.7,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,3,A,1042
355-U1457C-80R-4-A,0,26,952.7,952.96,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,4,A,1043
355-U1457C-80R-4-A,26,43,952.96,953.13,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,4,A,1044
355-U1457C-80R-4-A,43,68,953.13,953.38,,,claystone,,claystone,,Zoophycos,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,4,A,1045
355-U1457C-80R-4-A,68,130,953.38,954,,,claystone,,claystone,,tilted bedding,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),80,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,silt,2,,100,planar,gradational,inclined,thickly bedded,,,,,,,pyrite,,,,,,355,U1457,C,80,R,4,A,1046
355-U1457C-80R-4-A,130,150,954,954.2,,,claystone,,claystone,,,dark greenish gray,GLEY 1 3/10Y (very dark greenish gray),70,clay,1,clay,1,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 4/10Y (dark greenish gray),30,clay,1,silt,2,,100,,,,medium bedded,,,,,,,,,,,,,355,U1457,C,80,R,4,A,1047
