dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
,344-U1413C-33R-3-A,344,U1413,C,33,33-3,R,3,A,90,128,482.55,482.93,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to >1 cm size. (foraminifera, scaphopods),  Clasts oflimestone. Organic fragments and pyrite.",,,,,,,,,,,,slight [B06],2,,,,,,,,435
,344-U1413C-33R-4-A,344,U1413,C,33,33-4,R,4,A,0,150,482.93,484.43,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"many macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to >1 cm size. (foraminifera, scaphopods),  Clasts of limestone. Organic fragments and pyrite.",,,,,,,,,,,,slight [B06],2,,,,,,,,436
,344-U1413C-33R-5-A,344,U1413,C,33,33-5,R,5,A,0,30,484.43,484.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,All to IW,,,,,,,437
,344-U1413C-33R-6-A,344,U1413,C,33,33-6,R,6,A,0,42,484.73,485.15,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to >1 cm size. (foraminifera, scaphopods),  Clasts of limestone Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries.",,,,,,,,,,,,slight [B06],2,,,,,,,,438
,344-U1413C-33R-6-A,344,U1413,C,33,33-6,R,6,A,42,51,485.15,485.24,fractured,slight [drilling disturbance],2,sandy,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"enriched in small and large, broken shell fragments,  abundant pyrite",,,,,,,,,,,,,,,,,,,,,439
,344-U1413C-33R-6-A,344,U1413,C,33,33-6,R,6,A,51,96,485.24,485.69,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to >1 cm size. (foraminifera, scaphopods),  Clasts of limestone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries.",,,,,,,,,,,,slight [B06],2,,,,,,,,440
,344-U1413C-33R-7-A,344,U1413,C,33,33-7,R,7,A,0,14,485.69,485.83,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to several mm in size. (foraminifera, scaphopods),  Clasts of limestone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries. Possibly 5mm-thin layer of organic material at 142 cm.",,,,,,,,,,,,slight [B06],2,,,,,,,,441
,344-U1413C-33R-7-A,344,U1413,C,33,33-7,R,7,A,14,33,485.83,486.02,fractured,slight [drilling disturbance],2,,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),siltstone ,siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"enriched in small and large, broken shell fragments,  abundant pyrite; multiple normal grading through enrichment in foraminifera; mm-sized sedimentary clasts",,,,,,,,,,,,,,,,,,,,,442
,344-U1413C-33R-7-A,344,U1413,C,33,33-7,R,7,A,33,145,486.02,487.14,fractured,moderate to high [drilling disturbance],5,clayey,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),clayey  siltstone ,clayey siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to several mm in size. (foraminifera, scaphopods),  Clasts of limestone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries. Possibly 5mm-thin layer of organic material at 142 cm.",,,,,,,,,,,,slight [B06],2,,,,,,,,443
,344-U1413C-33R-8-A,344,U1413,C,33,33-8,R,8,A,0,51,487.14,487.65,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to several mm in size. (foraminifera, scaphopods),  Clasts of limestone and smaller clasts of siltstone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries. Slight variation in sand vs silt content.",,,,,,,,,,,,,,,,,,,,,444
,344-U1413C-33R-8-A,344,U1413,C,33,33-8,R,8,A,51,61,487.65,487.75,fractured,high [drilling disturbance],6,,sandstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"containing large limestone nodule, wood fragment, and small and large shell fragments",,,,,,,,,,,,absent [B06],0,,,,,,,,445
,344-U1413C-33R-8-A,344,U1413,C,33,33-8,R,8,A,61,126,487.75,488.4,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to several mm in size. (foraminifera, scaphopods),  Clasts of limestone and smaller clasts of siltstone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries. Slight variation in sand vs silt content.",,,,,,,,,,,,,,,,,,,,,446
,344-U1413C-33R-CC-A,344,U1413,C,33,33-CC,R,CC,A,0,5,488.4,488.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,447
,344-U1413C-33R-CC-A,344,U1413,C,33,33-CC,R,CC,A,5,21,488.45,488.61,fractured,high [drilling disturbance],6,sandy,siltstone [USGS],with biogenic components [Leg339],5GY 2.5/1 (greenish black),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"abundant macroscopically visible, poorly sorted, biogenic fragments ranging from <1 mm to several mm in size. (foraminifera, scaphopods),  Clasts of limestone and smaller clasts of siltstone. Organic fragments and pyrite. Shell fragments are sometimes more abundant in some parts, but there are no visible boundaries. Slight variation in sand vs silt content.",,,,,,,,,,,,,,,,,,,,,448
,344-U1413C-34R-1-A,344,U1413,C,34,34-1,R,1,A,0,132,488.4,489.72,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common disseminated glauconite, common large shell fragments (among them scaphopods), organic  fragments enriched between 26-31 cm, rare pyrite, calcareous matrix. ",,,,,,,,,,,,,,,,,,,,,449
,344-U1413C-34R-1-A,344,U1413,C,34,34-1,R,1,A,132,149,489.72,489.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAIT,,,,,,,450
,344-U1413C-34R-2-A,344,U1413,C,34,34-2,R,2,A,0,26,489.89,490.15,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common disseminated glauconite, common large shell fragments (among them scaphopods), rare pyrite, ",,,,,,,,,,,,,,,,,,,,,451
,344-U1413C-34R-2-A,344,U1413,C,34,34-2,R,2,A,26,37,490.15,490.26,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in  foraminifera, laminated",,,,,,,,,,,,,,,,,,,,,452
,344-U1413C-34R-2-A,344,U1413,C,34,34-2,R,2,A,37,87,490.26,490.76,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common disseminated glauconite, common large shell fragments (among them scaphopods), rare pyrite, ",,,,,,,,,,,,,,Void/gap at 87-122 cm due to IW.,,,,,,,453
,344-U1413C-34R-3-A,344,U1413,C,34,34-3,R,3,A,0,139,491.11,492.5,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), little disseminated glauconite, common large shell fragments, organic  fragments, rare pyrite",,,,,,,,,,,,,,,,,,,,,454
,344-U1413C-34R-4-A,344,U1413,C,34,34-4,R,4,A,0,134,492.5,493.84,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), little disseminated glauconite, common large shell fragments, organic  fragments, rare pyrite",,,,,,,,,,,,,,,,,,,,,455
,344-U1413C-34R-5-A,344,U1413,C,34,34-5,R,5,A,0,123,493.84,495.07,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common disseminated glauconite, common large shell fragments (among them scaphopods and gastropods), rare pyrite, laminated",,,,,,,,,,,,,,,,,,,,,456
,344-U1413C-34R-5-A,344,U1413,C,34,34-5,R,5,A,123,132,495.07,495.16,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in  foraminifera, with mm-sized siltstone fragments",,,,,,,,,,,,,,,,,,,,,457
,344-U1413C-34R-5-A,344,U1413,C,34,34-5,R,5,A,132,144,495.16,495.28,fractured,moderate to high [drilling disturbance],5,sandy,siltstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy  siltstone ,sandy siltstone  with biogenic components ,silt [W22_1],2,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common disseminated glauconite, common large shell fragments (among them scaphopods and gastropods), rare pyrite, laminated",,,,,,,,,,,,,,,,,,,,,458
,344-U1413C-34R-5-A,344,U1413,C,34,34-5,R,5,A,144,148,495.28,495.32,fractured,high [drilling disturbance],6,,limestone [USGS],,N 6 (gray),limestone ,limestone ,,,,,several cm-size subangular clasts of limestone,,,,,,,,,,,,,,,,,,,,,459
,344-U1413C-34R-6-A,344,U1413,C,34,34-6,R,6,A,0,86,495.32,496.18,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common to abundant disseminated glauconite, common large shell fragments, organic  fragments,  mm- to cm-sized clast of siltstone, rare pyrite, laminations in the coarser sandstone",,,,,,,,,,,,,,,,,,,,,460
,344-U1413C-34R-7-A,344,U1413,C,34,34-7,R,7,A,0,56,496.18,496.74,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common to abundant disseminated glauconite, common large shell fragments, organic  fragments,  mm- to cm-sized clast of siltstone, rare pyrite, laminations in the coarser sandstone",,,,,,,,,,,,,,,,,,,,,461
,344-U1413C-34R-7-A,344,U1413,C,34,34-7,R,7,A,56,64,496.74,496.82,fractured,high [drilling disturbance],6,,limestone [USGS],,N 6 (gray),limestone ,limestone ,,,,,two large (up to 5 cm) subangular clasts of limestone,,,,,,,,,,,,,,,,,,,,,462
,344-U1413C-34R-7-A,344,U1413,C,34,34-7,R,7,A,64,84,496.82,497.02,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments (mostly  foraminifera), common to abundant disseminated glauconite, common large shell fragments, organic  fragments,  mm- to cm-sized clast of siltstone, rare pyrite, laminations in the coarser sandstone",,,,,,,,,,,,,,,,,,,,,463
,344-U1413C-34R-CC-A,344,U1413,C,34,34-CC,R,CC,A,0,22,497.02,497.24,fractured,severe [drilling disturbance],7,,sandstone [USGS],,10Y 3/1 (very dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,few biogenic fragments,,,,,,,,,,,,,,,,,,,,,464
,344-U1413C-35R-1-A,344,U1413,C,35,35-1,R,1,A,0,55,498.1,498.65,fractured,moderate to high [drilling disturbance],5,sandy-silty [Leg339],conglomerate [M89],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy-silty   conglomerate ,sandy-silty  conglomerate  with biogenic components ,sand [W22_1],3,pebble [W22_2],9,"rich in biogenic fragments (mostly  foraminifera and shell fragments), with disseminated glauconite, organic  fragments, interspersed with  mm- to several cm-sized subangular to well rounded of clasts of siltstone, claystone and limestone, disseminated pyrite",,,,,,,,,,,,,,,,,,,,,465
,344-U1413C-35R-1-A,344,U1413,C,35,35-1,R,1,A,55,68,498.65,498.78,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in in pyrite and organic matter, some clasts and shell fragments,  ",,,,,,,,,,,,,,,,,,,,,466
,344-U1413C-35R-1-A,344,U1413,C,35,35-1,R,1,A,68,125,498.78,499.35,fractured,moderate to high [drilling disturbance],5,sandy-silty [Leg339],conglomerate [M89],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy-silty   conglomerate ,sandy-silty  conglomerate  with biogenic components ,sand [W22_1],3,pebble [W22_2],9,"rich in biogenic fragments (mostly  foraminifera and shell fragments), with disseminated glauconite, organic  fragments, interspersed with  mm- to several cm-sized subangular to well rounded of clasts of siltstone, claystone and limestone, disseminated pyrite",,,,,,,,,,,,,,,,,,,,,467
,344-U1413C-35R-1-A,344,U1413,C,35,35-1,R,1,A,125,145,499.35,499.55,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandstone ,sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"rich in in pyrite and organic matter, some clasts and shell fragments,  ",,,,,,,,,,,,,,,,,,,,,468
,344-U1413C-35R-2-A,344,U1413,C,35,35-2,R,2,A,0,150,499.55,501.05,fractured,high [drilling disturbance],6,sandy-silty [Leg339],conglomerate [M89],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy-silty   conglomerate ,sandy-silty  conglomerate  with biogenic components ,sand [W22_1],3,pebble [W22_2],9,"very heterogeneous conglomerate  rich in biogenic fragments (mostly  foraminifera and shell fragments), with disseminated glauconite, organic  fragments, interspersed with  up to dm-sized subangular to well rounded of clasts of claystone, siltstone and sandstone and limestone, disseminated pyrite. Large claystone clast at 28 to 36 cm, large limestone clast at 78 to 91 cm. Matrix is silty to sandy.
",,,,,,,,,,,,,,,,,,,,,469
,344-U1413C-35R-3-A,344,U1413,C,35,35-3,R,3,A,0,89,501.05,501.94,fractured,moderate to high [drilling disturbance],5,sandy-silty [Leg339],conglomerate [M89],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy-silty   conglomerate ,sandy-silty  conglomerate  with biogenic components ,sand [W22_1],3,pebble [W22_2],9,"very heterogeneous conglomerate  rich in biogenic fragments (mostly  foraminifera and shell fragments), with disseminated glauconite, organic  fragments, interspersed with  up to dm-sized subangular to well rounded of clasts of claystone, siltstone and sandstone and limestone, disseminated pyrite. Large limestone clasts at 7-18 cm. Matrix is silty to sandy.",,,,,,,,,,,,,,,,,,,,,470
,344-U1413C-35R-3-A,344,U1413,C,35,35-3,R,3,A,89,92,501.94,501.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIG,,,,,,,471
,344-U1413C-35R-3-A,344,U1413,C,35,35-3,R,3,A,92,94,501.97,501.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORCU,,,,,,,472
,344-U1413C-35R-3-A,344,U1413,C,35,35-3,R,3,A,94,129,501.99,502.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,473
,344-U1413C-35R-4-A,344,U1413,C,35,35-4,R,4,A,0,63,502.34,502.97,fractured,moderate to high [drilling disturbance],5,sandy-silty [Leg339],conglomerate [M89],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),sandy-silty   conglomerate ,sandy-silty  conglomerate  with biogenic components ,sand [W22_1],3,pebble [W22_2],9,"very heterogeneous conglomerate  rich in biogenic fragments (mostly  foraminifera and shell fragments), with disseminated glauconite, organic  fragments, interspersed with  up to dm-sized subangular to well rounded of clasts of claystone, siltstone and sandstone and limestone, disseminated pyrite. Matrix is silty to sandy.",,,,,,,,,,,,,,,,,,,,,474
,344-U1413C-35R-4-A,344,U1413,C,35,35-4,R,4,A,63,97,502.97,503.31,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"very homogenous, well sorted, rare biogenic fragments, rare pyrite",,,,,,,,,,,,,,,,,,,,,475
,344-U1413C-35R-5-A,344,U1413,C,35,35-5,R,5,A,0,63,503.31,503.94,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments, rare shell fragments, organic  fragments,  mm- to cm-sized clasts of siltstone, limestone and claystone,  rare pyrite, ",,,,,,,,,,,,,,,,,,,,,476
,344-U1413C-35R-CC-A,344,U1413,C,35,35-CC,R,CC,A,0,10,503.94,504.04,fractured,severe [drilling disturbance],7,silty,sandstone [USGS],with biogenic components [Leg339],10Y 3/1 (very dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,,,,,,,,,,,,,,,,,,,,,,477
,344-U1413C-35R-CC-A,344,U1413,C,35,35-CC,R,CC,A,10,24,504.04,504.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,478
,344-U1413C-36R-1-A,344,U1413,C,36,36-1,R,1,A,0,41,507.8,508.21,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"poorly sorted, laminated sandstone with rare biogenic fragments (foraminifera), some organic components abundant mm-sized siltstone clasts ",,,,,,,,,,,,,,,,,,,,,479
,344-U1413C-36R-1-A,344,U1413,C,36,36-1,R,1,A,41,44,508.21,508.24,fractured,high [drilling disturbance],6,,limestone [USGS],,N 6 (gray),limestone ,limestone ,,,,,"elongated, stratiform clast of limestone",,,,,,,,,,,,,,,,,,,,,480
,344-U1413C-36R-1-A,344,U1413,C,36,36-1,R,1,A,44,152,508.24,509.32,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"poorly sorted, laminated sandstone with rare biogenic fragments (foraminifera), some organic components abundant mm-sized siltstone clasts ",,,,,,,,,,,,,,,,,,,,,481
,344-U1413C-36R-2-A,344,U1413,C,36,36-2,R,2,A,0,29,509.32,509.61,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"poorly sorted, laminated sandstone with rare biogenic fragments (foraminifera), some organic components abundant mm-sized siltstone clasts ",,,,,,,,,,,,,,,,,,,,,482
,344-U1413C-36R-2-A,344,U1413,C,36,36-2,R,2,A,29,124,509.61,510.56,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments, rare glauconite, large shell fragments, organic  fragments, rare pyrite, mm- to cm-sized large clasts of claystone and limestone",,,,,,,,,,,,,,,,,,,,,483
,344-U1413C-36R-2-A,344,U1413,C,36,36-2,R,2,A,124,136,510.56,510.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,HASH,,,,,,,484
,344-U1413C-36R-2-A,344,U1413,C,36,36-2,R,2,A,136,150,510.68,510.82,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"poorly sorted, laminated sandstone with rare biogenic fragments (foraminifera), some organic components abundant mm-sized siltstone clasts ",,,,,,,,,,,,,,,,,,,,,485
,344-U1413C-36R-3-A,344,U1413,C,36,36-3,R,3,A,0,150,510.82,512.32,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments, rare glauconite, large shell fragments, organic  fragments, rare pyrite, mm- to cm-sized large clasts of claystone and limestone, sandstone layers may be laminated",,,,,,,,,,,,,,,,,,,,,486
,344-U1413C-36R-4-A,344,U1413,C,36,36-4,R,4,A,0,27,512.32,512.59,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"poorly sorted sandstone with rare biogenic fragments (foraminifera), some organic components, abundant mm-sized siltstone clasts ",,,,,,,,,,,,,,,,,,,,,487
,344-U1413C-36R-4-A,344,U1413,C,36,36-4,R,4,A,27,48,512.59,512.8,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,"common biogenic fragments, rare glauconite, large shell fragments, organic  fragments, rare pyrite, mm- to cm-sized large clasts of claystone and limestone, sandstone layers may be laminated",,,,,,,,,,,,,,,,,,,,,488
,344-U1413C-36R-4-A,344,U1413,C,36,36-4,R,4,A,48,114,512.8,513.46,fractured,moderate to high [drilling disturbance],5,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"poorly sorted sandstone with rare biogenic fragments (foraminifera), some organic components, abundant mm-sized siltstone clasts  ",,,,,,,,,,,,,,,,,,,,,489
,344-U1413C-36R-5-A,344,U1413,C,36,36-5,R,5,A,0,97,513.46,514.43,fractured,moderate to high [drilling disturbance],5,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"with rare biogenic fragments, one mm-sized clay fragment ",,,,,,,,,,,,,,,,,,,,,490
No DUPE due to IW sample.,344-U1413C-36R-5-A,344,U1413,C,36,36-5,R,5,A,0,97,513.46,514.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,,491
,344-U1413C-36R-6-A,344,U1413,C,36,36-6,R,6,A,0,74,514.43,515.17,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"with rare biogenic fragments, one mm-sized clay fragment ",,,,,,,,,,,,,,,,,,,,,492
,344-U1413C-36R-6-A,344,U1413,C,36,36-6,R,6,A,74,85,515.17,515.28,fractured,high [drilling disturbance],6,,claystone [USGS],,10Y 5/1 (greenish gray),claystone ,claystone ,clay [W22_2],1,silt [W22_1],2,"with foraminifera, organic matter",,,,,,,,,,,,,,,,,,,,,493
,344-U1413C-36R-6-A,344,U1413,C,36,36-6,R,6,A,85,151,515.28,515.94,fractured,high [drilling disturbance],6,,sandstone [USGS],,5GY 4/1 (dark greenish gray),sandstone ,sandstone ,sand [W22_1],3,sand [W22_1],3,"with rare biogenic fragments, one mm-sized clay fragment ",,,,,,,,,,,,,,,,,,,,,494
,344-U1413C-36R-7-A,344,U1413,C,36,36-7,R,7,A,0,80,515.94,516.74,fractured,high [drilling disturbance],6,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,common mm- to cm-sized large clasts of claystone and rare biogenic fragments,,,,,,,,,,,,,,,,,,,,,495
,344-U1413C-36R-CC-A,344,U1413,C,36,36-CC,R,CC,A,0,16,516.74,516.9,breccia,severe [drilling disturbance],7,silty,sandstone [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone  with biogenic components ,sand [W22_1],3,sand [W22_1],3,shell fragments,,,,,,,,,,,,,,,,,,,,,496
,344-U1413C-36R-CC-A,344,U1413,C,36,36-CC,R,CC,A,16,21,516.9,516.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,497
,344-U1413C-37R-1-A,344,U1413,C,37,37-1,R,1,A,0,151,517.5,519.01,fractured,high [drilling disturbance],6,silty,sandstone [USGS],,5GY 4/1 (dark greenish gray),silty  sandstone ,silty sandstone ,sand [W22_1],3,sand [W22_1],3,"very rare shell fragments mm- to cm-sized large angular to well-rounded clasts of claystone and sandstone,",,,,,,,,,,,,,,,,,,,,,498
