Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
353-U1445C-10H-2-A,4,10,80.44,80.5,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,2,A,,,,262
353-U1445C-10H-2-A,10,11,80.5,80.51,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,2,A,,,,263
353-U1445C-10H-2-A,11,21,80.51,80.61,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 6/10Y (greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,2,A,,,,264
353-U1445C-10H-2-A,21,27,80.61,80.67,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,2,A,,,,265
353-U1445C-10H-2-A,27,69,80.67,81.09,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 6/10Y (greenish gray),gradational,,,,,,,,mottling,,,,Color gradation,,,,353,U1445,C,10,H,2,A,,,,266
353-U1445C-10H-3-A,0,125,81.09,82.34,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,gray,GLEY 1 3/N (very dark gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,3,A,,,,267
353-U1445C-10H-3-A,125,126,82.34,82.35,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,3,A,,,,268
353-U1445C-10H-3-A,126,137,82.35,82.46,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,3,A,,,,269
353-U1445C-10H-4-A,0,129,82.5,83.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,4,A,,,,270
353-U1445C-10H-4-A,129,130,83.79,83.8,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,4,A,,,,271
353-U1445C-10H-4-A,130,142,83.8,83.92,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,4,A,,,,272
353-U1445C-10H-5-A,0,120,83.92,85.12,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,5,A,,,,273
353-U1445C-10H-5-A,120,123,85.12,85.15,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,5,A,,,,274
353-U1445C-10H-5-A,123,142,85.15,85.34,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,5,A,,,,275
353-U1445C-10H-6-A,0,29,85.34,85.63,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,6,A,,,,276
353-U1445C-10H-6-A,29,30,85.63,85.64,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,6,A,,,,277
353-U1445C-10H-6-A,30,47,85.64,85.81,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,6,A,,,,278
353-U1445C-10H-6-A,47,48,85.81,85.82,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,6,A,,,,279
353-U1445C-10H-6-A,48,107,85.82,86.41,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,6,A,,,,280
353-U1445C-10H-6-A,107,114,86.41,86.48,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,6,A,,,,281
353-U1445C-10H-6-A,114,134,86.48,86.68,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,6,A,,,,282
353-U1445C-10H-7-A,0,10,86.68,86.78,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,7,A,,,,283
353-U1445C-10H-7-A,10,11,86.78,86.79,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,7,A,,,,284
353-U1445C-10H-7-A,11,35,86.79,87.03,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,7,A,,,,285
353-U1445C-10H-7-A,35,36,87.03,87.04,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,7,A,,,,286
353-U1445C-10H-7-A,36,93,87.04,87.61,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,7,A,,,,287
353-U1445C-10H-8-A,0,18,87.61,87.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,8,A,,,,288
353-U1445C-10H-8-A,18,19,87.79,87.8,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,8,A,,,,289
353-U1445C-10H-8-A,19,58,87.8,88.19,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,8,A,,,,290
353-U1445C-10H-CC-A,0,24,88.19,88.43,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,CC,A,,,,291
353-U1445C-11H-1-A,0,142,88.4,89.82,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,1,A,,,,292
353-U1445C-11H-2-A,0,93,89.82,90.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,2,A,,,,293
353-U1445C-11H-2-A,93,94,90.75,90.76,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,11,H,2,A,,,,294
353-U1445C-11H-2-A,94,142,90.76,91.24,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,2,A,,,,295
353-U1445C-11H-3-A,0,58,91.24,91.82,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,3,A,,,,296
353-U1445C-11H-3-A,58,61,91.82,91.85,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,11,H,3,A,,,,297
353-U1445C-11H-3-A,61,98,91.85,92.22,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,3,A,,,,298
353-U1445C-11H-4-A,0,141,92.22,93.63,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,4,A,,,,299
353-U1445C-11H-5-A,0,128,93.63,94.91,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,5,A,,,,300
353-U1445C-11H-6-A,0,56,94.91,95.47,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,6,A,,,,301
353-U1445C-11H-CC-A,0,15,95.47,95.62,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,11,H,CC,A,,,,302
353-U1445C-12H-1-A,0,52,97.9,98.42,,,calcareous ooze,with clay,calcareous ooze,calcareous ooze with clay,calcareous ooze with clay,,green,GLEY 1 6/10Y (greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,1,A,,,,303
353-U1445C-12H-1-A,52,53,98.42,98.43,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,"Sandy, quartz-rich turbidite (?)",,,,353,U1445,C,12,H,1,A,,,,304
353-U1445C-12H-1-A,53,59,98.43,98.49,,,calcareous ooze,with clay,calcareous ooze,calcareous ooze with clay,calcareous ooze with clay,,green,GLEY 1 6/10Y (greenish gray),planar,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,1,A,,,,305
353-U1445C-12H-1-A,59,60,98.49,98.5,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,12,H,1,A,,,,306
353-U1445C-12H-1-A,60,116,98.5,99.06,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,1,A,,,,307
353-U1445C-12H-1-A,116,117,99.06,99.07,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,12,H,1,A,,,,308
353-U1445C-12H-1-A,117,141,99.07,99.31,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,1,A,,,,309
353-U1445C-12H-2-A,0,74,99.31,100.05,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,2,A,,,,310
353-U1445C-12H-2-A,74,75,100.05,100.06,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,12,H,2,A,,,,311
353-U1445C-12H-2-A,75,142,100.06,100.73,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,2,A,,,,312
353-U1445C-12H-3-A,0,109,100.73,101.82,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,3,A,,,,313
353-U1445C-12H-3-A,109,110,101.82,101.83,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,12,H,3,A,,,,314
353-U1445C-12H-3-A,110,141,101.83,102.14,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,3,A,,,,315
353-U1445C-12H-4-A,0,142,102.14,103.56,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,4,A,,,,316
353-U1445C-12H-5-A,0,142,103.56,104.98,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,5,A,,,,317
353-U1445C-12H-6-A,0,111,104.98,106.09,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,6,A,,,,318
353-U1445C-12H-7-A,0,75,106.09,106.84,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,7,A,,,,319
353-U1445C-12H-CC-A,0,24,106.84,107.08,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,12,H,CC,A,,,,320
353-U1445C-13H-1-A,0,31,107.4,107.71,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,1,A,,,,321
353-U1445C-13H-1-A,31,32,107.71,107.72,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,1,A,,,,322
353-U1445C-13H-1-A,32,147,107.72,108.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,1,A,,,,323
353-U1445C-13H-2-A,0,8,108.87,108.95,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,2,A,,,,324
353-U1445C-13H-2-A,8,9,108.95,108.96,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,2,A,,,,325
353-U1445C-13H-2-A,9,124,108.96,110.11,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,2,A,,,,326
353-U1445C-13H-3-A,0,16,110.11,110.27,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,327
353-U1445C-13H-3-A,16,17,110.27,110.28,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,3,A,,,,328
353-U1445C-13H-3-A,17,38,110.28,110.49,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,329
353-U1445C-13H-3-A,38,39,110.49,110.5,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,"Sandy, quartz-rich turbidite (?)",,,,353,U1445,C,13,H,3,A,,,,330
353-U1445C-13H-3-A,39,47,110.5,110.58,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,331
353-U1445C-13H-3-A,47,48,110.58,110.59,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,3,A,,,,332
353-U1445C-13H-3-A,48,69,110.59,110.8,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,333
353-U1445C-13H-3-A,69,70,110.8,110.81,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,3,A,,,,334
353-U1445C-13H-3-A,70,99,110.81,111.1,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,335
353-U1445C-13H-3-A,99,102,111.1,111.13,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,3,A,,,,336
353-U1445C-13H-3-A,102,145,111.13,111.56,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,3,A,,,,337
353-U1445C-13H-4-A,0,14,111.56,111.7,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,4,A,,,,338
353-U1445C-13H-4-A,14,15,111.7,111.71,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,4,A,,,,339
353-U1445C-13H-4-A,15,38,111.71,111.94,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,4,A,,,,340
353-U1445C-13H-4-A,38,39,111.94,111.95,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,4,A,,,,341
353-U1445C-13H-4-A,39,142,111.95,112.98,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,4,A,,,,342
353-U1445C-13H-5-A,0,33,112.98,113.31,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,5,A,,,,343
353-U1445C-13H-5-A,33,35,113.31,113.33,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,5,A,,,,344
353-U1445C-13H-5-A,35,138,113.33,114.36,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,5,A,,,,345
353-U1445C-13H-6-A,0,34,114.36,114.7,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,6,A,,,,346
353-U1445C-13H-6-A,34,37,114.7,114.73,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,6,A,,,,347
353-U1445C-13H-6-A,37,141,114.73,115.77,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,6,A,,,,348
353-U1445C-13H-7-A,0,10,115.77,115.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,7,A,,,,349
353-U1445C-13H-7-A,10,11,115.87,115.88,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,7,A,,,,350
353-U1445C-13H-7-A,11,19,115.88,115.96,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,7,A,,,,351
353-U1445C-13H-7-A,19,20,115.96,115.97,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,13,H,7,A,,,,352
353-U1445C-13H-7-A,20,105,115.97,116.82,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,7,A,,,,353
353-U1445C-13H-CC-A,0,34,116.82,117.16,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,13,H,CC,A,,,,354
353-U1445C-14H-1-A,0,17,116.9,117.07,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,1,A,,,,355
353-U1445C-14H-1-A,17,18,117.07,117.08,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,14,H,1,A,,,,356
353-U1445C-14H-1-A,18,53,117.08,117.43,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,1,A,,,,357
353-U1445C-14H-1-A,53,54,117.43,117.44,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,14,H,1,A,,,,358
353-U1445C-14H-1-A,54,145,117.44,118.35,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,1,A,,,,359
353-U1445C-14H-2-A,0,58,118.35,118.93,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,2,A,,,,360
353-U1445C-14H-2-A,58,59,118.93,118.94,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,14,H,2,A,,,,361
353-U1445C-14H-2-A,59,106,118.94,119.41,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,2,A,,,,362
353-U1445C-14H-2-A,106,112,119.41,119.47,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,14,H,2,A,,,,363
353-U1445C-14H-2-A,112,150,119.47,119.85,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,2,A,,,,364
353-U1445C-14H-3-A,0,145,119.85,121.3,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,3,A,,,,365
353-U1445C-14H-4-A,0,57,121.3,121.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,14,H,4,A,,,,366
353-U1445C-14H-4-A,57,58,121.87,121.88,,silty,sand,,silty sand,silty sand,sand,,green,5Y 7/2 (light gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,14,H,4,A,,,,367
