Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
341-U1417B-25H-3-A,341,U1417,B,25,25-3,H,3,A,59.0,62.0,195.8,195.83,,ash(tuff) [MMK88m],,ash(tuff),ash,4,normal grading,7.5YR 4/2 (brown),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-25H-3-A,341,U1417,B,25,25-3,H,3,A,62.0,82.0,195.83,196.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated,,,,,,,,
341-U1417B-25H-CC-A,341,U1417,B,25,25-CC,H,CC,A,0.0,29.0,196.03,196.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated,,,,,,,,
341-U1417B-26H-1-A,341,U1417,B,26,26-1,H,1,A,0.0,40.0,196.9,197.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,lots of coring disturbance,,,,,,,,
341-U1417B-26H-CC-A,341,U1417,B,26,26-CC,H,CC,A,0.0,22.0,197.3,197.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,lots of coring disturbance,,,,,,,,
341-U1417B-26H-CC-A,341,U1417,B,26,26-CC,H,CC,A,22.0,27.0,197.52,197.57,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-27H-1-A,341,U1417,B,27,27-1,H,1,A,0.0,150.0,197.5,199.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subrounded,,,,"6 cm, elongate clast, argillite, at 1 cm",,,,,,,,
341-U1417B-27H-2-A,341,U1417,B,27,27-2,H,2,A,0.0,109.0,199.0,200.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-27H-2-A,341,U1417,B,27,27-2,H,2,A,109.0,150.0,200.09,200.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"massive mud, diatom <10%",,,,,,,,
341-U1417B-27H-3-A,341,U1417,B,27,27-3,H,3,A,0.0,99.0,200.5,201.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"trace diatoms, 1 sand/silt layer",gradational contact,,,,,,,
341-U1417B-27H-3-A,341,U1417,B,27,27-3,H,3,A,0.0,101.0,200.5,201.51,,,,,,,,,,,,,,,,,,,,,,"massive mud, diatom, <10%",,,,,,,,
341-U1417B-27H-3-A,341,U1417,B,27,27-3,H,3,A,99.0,101.0,201.49,201.51,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-27H-4-A,341,U1417,B,27,27-4,H,4,A,0.0,6.0,201.51,201.57,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,trace diatoms,gradational contact,,,,,,,
341-U1417B-27H-4-A,341,U1417,B,27,27-4,H,4,A,0.0,73.0,201.51,202.24,,,,,,,,,,,,,,,,,,,,,,"massive mud, diatom, <10%",,,,,,,,
341-U1417B-27H-4-A,341,U1417,B,27,27-4,H,4,A,6.0,73.0,201.57,202.24,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,green and black color bandings,,,,,,,,
341-U1417B-27H-CC-A,341,U1417,B,27,27-CC,H,CC,A,0.0,27.0,202.24,202.51,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,black mottling,,,,,,,,
341-U1417B-27H-CC-A,341,U1417,B,27,27-CC,H,CC,A,27.0,32.0,202.51,202.56,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-28H-1-A,341,U1417,B,28,28-1,H,1,A,0.0,150.0,202.2,203.7,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"1 clast, 0.5 cm, sandstone, subrounded, at 130 cm
Thin turbidites at 15, 29, 40, 44, 50, 54, 79, 87, 91, 123 cm",,,,,,,,
341-U1417B-28H-2-A,341,U1417,B,28,28-2,H,2,A,0.0,150.0,203.7,205.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,thin sand turbidites at 103 and 123 cm,,,,,,,,
341-U1417B-28H-3-A,341,U1417,B,28,28-3,H,3,A,0.0,100.0,205.2,206.2,,mud [Leg210],,mud ,,,layering,N 4 (dark gray),,,present [A79],4,,,,,,,,,,2 sand/silt turbidite deposits,,,,,,,,
341-U1417B-28H-4-A,341,U1417,B,28,28-4,H,4,A,0.0,22.0,206.2,206.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,1 small sand/silt turbidite deposit,gradational contact,,,,,,,
341-U1417B-28H-4-A,341,U1417,B,28,28-4,H,4,A,22.0,27.0,206.42,206.47,volcaniclastic bearing,sand [Leg210],,volcaniclastic bearing sand ,volcaniclastic-bearing,2,normal grading,5YR 4/1 (dark gray),,,present [A79],1,,,,,,,,,,"turbidite, sand to fine silt",,,,,,,,
341-U1417B-28H-4-A,341,U1417,B,28,28-4,H,4,A,27.0,76.0,206.47,206.96,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,,,
341-U1417B-28H-CC-A,341,U1417,B,28,28-CC,H,CC,A,0.0,30.0,206.96,207.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,black mottling,,,,,,,,
341-U1417B-28H-CC-A,341,U1417,B,28,28-CC,H,CC,A,30.0,35.0,207.26,207.31,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-29H-1-A,341,U1417,B,29,29-1,H,1,A,0.0,150.0,206.9,208.4,,mud [Leg210],,mud ,,,layering,N 4 (dark gray),,,present [A79],6,,,pebble [W22_2],subangular,,,,,,"massive mud, thin sand turbidite at 94 cm",,,,,,,,
341-U1417B-29H-2-A,341,U1417,B,29,29-2,H,2,A,0.0,150.0,208.4,209.9,,mud [Leg210],,mud ,,,layering,N 4 (dark gray),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,thin sand turbidites at 99 and 117 cm,,,,,,,,
341-U1417B-29H-3-A,341,U1417,B,29,29-3,H,3,A,0.0,111.0,209.9,211.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,0-30cm surface disturbance = small texture change?,,,,,,,,
341-U1417B-29H-4-A,341,U1417,B,29,29-4,H,4,A,0.0,58.0,211.01,211.59,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"1 silty turbidite deposit;, 23-58cm surface disturbance = small texture change?",,,,,,,,
341-U1417B-29H-CC-A,341,U1417,B,29,29-CC,H,CC,A,0.0,16.0,211.59,211.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,surface disturbance = small texture change?,,,,,,,,
341-U1417B-30H-1-A,341,U1417,B,30,30-1,H,1,A,0.0,150.0,211.6,213.1,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],6,,,,,,,,,,,,,,,,,,
341-U1417B-30H-2-A,341,U1417,B,30,30-2,H,2,A,0.0,142.0,213.1,214.52,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,layering,N 4 (dark gray),,,present [A79],6,,,,,,,,,,,,,,,,,,
341-U1417B-30H-3-A,341,U1417,B,30,30-3,H,3,A,0.0,42.0,214.52,214.94,,mud [Leg210],,mud ,,,layering,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-30H-3-A,341,U1417,B,30,30-3,H,3,A,42.0,44.0,214.94,214.96,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,7.5YR 4/2 (brown),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-30H-3-A,341,U1417,B,30,30-3,H,3,A,44.0,67.0,214.96,215.19,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-30H-CC-A,341,U1417,B,30,30-CC,H,CC,A,0.0,21.0,215.19,215.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-30H-CC-A,341,U1417,B,30,30-CC,H,CC,A,0.0,27.0,215.19,215.46,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,
341-U1417B-31H-1-A,341,U1417,B,31,31-1,H,1,A,0.0,150.0,216.3,217.8,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,silty to fine sanded strata (10Y 5/1) in very massive mud; sharp lower contacts; strata downward bended throughout core; tilted (due to drilling) silt/sand interval @ 105 cm,,,,,,,,
341-U1417B-31H-2-A,341,U1417,B,31,31-2,H,2,A,0.0,63.0,217.8,218.43,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,silty to fine sanded strata (10Y 5/1) in very massive mud; sharp lower contacts; strata downward bended throughout core,,,,,,,,
341-U1417B-31H-2-A,341,U1417,B,31,31-2,H,2,A,63.0,75.0,218.43,218.55,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,N 4 (dark gray),,,,,,,,,,,,,,altered sand-sized glassy ash (angular),,,,,,,,
341-U1417B-31H-2-A,341,U1417,B,31,31-2,H,2,A,75.0,150.0,218.55,219.3,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,silty to fine sanded strata (10Y 5/1) in very massive mud; sharp lower contacts; strata downward bended throughout core,,,,,,,,
341-U1417B-31H-3-A,341,U1417,B,31,31-3,H,3,A,0.0,136.0,219.3,220.66,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,silty to fine sanded strata (10Y 5/1) in very massive mud; sharp lower contacts; strata downward bended throughout core,,,,,,,,
341-U1417B-31H-CC-A,341,U1417,B,31,31-CC,H,CC,A,0.0,30.5,220.66,220.965,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,
341-U1417B-31H-CC-A,341,U1417,B,31,31-CC,H,CC,A,30.5,36.0,220.965,221.02,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-32H-1-A,341,U1417,B,32,32-1,H,1,A,0.0,88.0,221.0,221.88,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- silty to very-fine sandy strata (colour N4) at 8-12, 34-38, 56-59, 66, 84-87
- silty to very-fine sandy strata (volout 5Y 4/1) at 79",,,,,,,,
341-U1417B-32H-CC-A,341,U1417,B,32,32-CC,H,CC,A,0.0,25.0,221.88,222.13,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,- silty to very-fine sandy strata (colour 5Y 4/1) between 18 and 20 cm,,,,,,,,
341-U1417B-32H-CC-A,341,U1417,B,32,32-CC,H,CC,A,25.0,33.0,222.13,222.21,,,,,,,,,,,,,,,,,,,,,,Sampe (PAL),,,,,,,,
341-U1417B-33H-1-A,341,U1417,B,33,33-1,H,1,A,0.0,26.0,222.2,222.46,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,massive mud with a silty interval @ 27 cm,,,,,,,,
341-U1417B-33H-1-A,341,U1417,B,33,33-1,H,1,A,26.0,59.0,222.46,222.79,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5Y 4/1 (dark gray),,,present [A79],3,,,,,,,,,,"silty mud with several clasts of different lithology (granitoids, metasediment); pyrite coated clast (well rounded, 2 cm) @ 49 cm",sharp contact,erosive,,,,,,
341-U1417B-33H-1-A,341,U1417,B,33,33-1,H,1,A,59.0,119.0,222.79,223.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,massive mud with silty intervals @ 91 and 106 cm,,,,,,,,
341-U1417B-34X-1-A,341,U1417,B,34,34-1,X,1,A,0.0,22.5,223.4,223.625,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,presumably fall-in,sharp contact,irregular,,,,,,
341-U1417B-34X-1-A,341,U1417,B,34,34-1,X,1,A,22.5,150.0,223.625,224.9,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,"poorly sorted silty sand layers @ 19.5 - 24, 38, 50 - 52, 80 - 83, 92 - 95, 102, 103, 122.5, 136, 142, 147 - 150 cm (sharp lower boundaries)",,,,,,,,
341-U1417B-34X-2-A,341,U1417,B,34,34-2,X,2,A,0.0,150.0,224.9,226.4,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"poorly sorted silty sand layers @ 2, 11.5, 21 - 23, 36, 40, 48, 52, 71.5, 82, 92, 100 - 102.5, 129 cm (sharp lower boundaries)",,,,,,,,
341-U1417B-34X-3-A,341,U1417,B,34,34-3,X,3,A,0.0,150.0,226.4,227.9,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"poorly sorted silty sand layers @ 43, 52, 61, 68, 78, 86, 136 cm (sharp lower boundaries)",,,,,,,,
341-U1417B-34X-4-A,341,U1417,B,34,34-4,X,4,A,0.0,150.0,227.9,229.4,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"poorly sorted silty sand layers @ 2, 68, 100.5, 146 cm (sharp lower boundaries)",,,,,,,,
341-U1417B-34X-5-A,341,U1417,B,34,34-5,X,5,A,0.0,88.0,229.4,230.28,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"poorly sorted silty sand layers @ 17, 29, 39, 86 - 88 cm (sharp lower boundaries); lithified burrow @ 86 - 88 cm",,,,,,,,
341-U1417B-34X-CC-A,341,U1417,B,34,34-CC,X,CC,A,0.0,45.0,230.28,230.73,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"poorly sorted silty sand layers @ 28, 31.5, 40 cm (sharp lower boundaries)",,,,,,,,
341-U1417B-34X-CC-A,341,U1417,B,34,34-CC,X,CC,A,45.0,52.0,230.73,230.8,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-35X-1-A,341,U1417,B,35,35-1,X,1,A,0.0,150.0,233.0,234.5,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded strata slightly more brownish or ligher
- strata location: 28.5-31, 90.5, 115, 128
- brittle surface between 68-91
- occasionally slight colour changes -> real or drilling disturbance?

DRILL BIT FOUND AT 92.5 CM IN WORK HALF!",,,,,,,,
341-U1417B-35X-2-A,341,U1417,B,35,35-2,X,2,A,0.0,106.0,234.5,235.56,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- interbedded strata are silty to sandy
- generally somewhat finer than in overlying units
- strata at: 14, 22, 31, 36, 39, 60
- lamination at 3-4, ~59
- scattered occurrence of slightly coarser lenses",,,,,,,,
341-U1417B-35X-CC-A,341,U1417,B,35,35-CC,X,CC,A,0.0,26.0,235.56,235.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,,,,,,"- some slightly coarser lenses
- clast at 4-5 cm, probably meta sediment",,,,,,,,
341-U1417B-35X-CC-A,341,U1417,B,35,35-CC,X,CC,A,26.0,32.0,235.82,235.88,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,,,,
341-U1417B-36X-1-A,341,U1417,B,36,36-1,X,1,A,0.0,111.0,242.6,243.71,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"upper 48 cm of section heavily brittled/biscuited due to higher content of silt; clast @ 69 cm; silty layers @ 57, 63, 59.5 cm",,,,,,,,
341-U1417B-36X-2-A,341,U1417,B,36,36-2,X,2,A,0.0,58.0,243.71,244.29,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,top first cm slightly siltier (and biscuited); silt lense @ 38 cm; silty layer @ 44 cm,,,,,,,,
341-U1417B-36X-CC-A,341,U1417,B,36,36-CC,X,CC,A,0.0,43.0,244.31,244.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,very small silt lenses @ 35 cm,,,,,,,,
341-U1417B-37X-1-A,341,U1417,B,37,37-1,X,1,A,0.0,150.0,252.2,253.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,slight color bended; occasional mud lenses,,,,,,,,
341-U1417B-37X-2-A,341,U1417,B,37,37-2,X,2,A,0.0,13.5,253.7,253.835,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,5GY 3/1 (very dark greenish gray),,,present [A79],1,,,,,,,,,,,,,,,,,,
341-U1417B-37X-2-A,341,U1417,B,37,37-2,X,2,A,13.5,150.0,253.835,255.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,some mud lenses,,,,,,,,
341-U1417B-37X-3-A,341,U1417,B,37,37-3,X,3,A,0.0,64.0,255.2,255.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-37X-CC-A,341,U1417,B,37,37-CC,X,CC,A,0.0,30.5,255.84,256.145,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,
341-U1417B-37X-CC-A,341,U1417,B,37,37-CC,X,CC,A,30.5,35.0,256.145,256.19,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-38X-1-A,341,U1417,B,38,38-1,X,1,A,0.0,150.0,261.8,263.3,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- diamicts up to 3.5 cm thick
- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstonr, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp.
- Increased bioturbation between 110-120
",,,,,,,,
341-U1417B-38X-2-A,341,U1417,B,38,38-2,X,2,A,0.0,150.0,263.3,264.8,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,2,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstone, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp.
- fine-sandstone concretion around 86 cm
114-116: ""nice bioturbation""
",,,,,,,,
341-U1417B-38X-3-A,341,U1417,B,38,38-3,X,3,A,0.0,81.0,264.8,265.61,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstone, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp.
- fine-sandstone concretion 5.5-6.5 cm",,,,,,,,
341-U1417B-38X-CC-A,341,U1417,B,38,38-CC,X,CC,A,0.0,13.0,265.61,265.74,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstone, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp.",,,,,,,,
341-U1417B-38X-CC-A,341,U1417,B,38,38-CC,X,CC,A,13.0,19.0,265.74,265.8,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,,,,
341-U1417B-39X-1-A,341,U1417,B,39,39-1,X,1,A,0.0,150.0,271.5,273.0,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"clast-poor diamict layers @ 11 - 18, 108, 128 cm - hard to define upper and lower boundaries due to drilling disturbance",,,,,,,,
341-U1417B-39X-2-A,341,U1417,B,39,39-2,X,2,A,0.0,130.0,273.0,274.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,color varies between N4 and 5GY 4/1,,,,,,,,
341-U1417B-39X-2-A,341,U1417,B,39,39-2,X,2,A,130.0,139.0,274.3,274.39,,clast-rich diamict [M89m],,clast-rich diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,top is close to drilling disturbance,gradational contact,,,,,,,
341-U1417B-39X-2-A,341,U1417,B,39,39-2,X,2,A,139.0,150.0,274.39,274.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,color varies between N4 and 5GY 4/1,,,,,,,,
341-U1417B-39X-3-A,341,U1417,B,39,39-3,X,3,A,0.0,56.0,274.5,275.06,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"color ranges from N4 to 5GY 4/1; diamicts @ 18 - 29 cm (clast-poor; disturbed), 35.5 cm (clast-rich) and 38.5 - 40.5 cm (clast-rich) with sharp upper boundaries",,,,,,,,
341-U1417B-39X-3-A,341,U1417,B,39,39-3,X,3,A,56.0,66.0,275.06,275.16,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,with 2 cm sized clast (metasediment),,,,,,,,
341-U1417B-39X-3-A,341,U1417,B,39,39-3,X,3,A,66.0,144.0,275.16,275.94,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"diamicts @ 72 - 84 cm (clast-poor, disturbed)",,,,,,,,
341-U1417B-39X-CC-A,341,U1417,B,39,39-CC,X,CC,A,0.0,13.0,275.94,276.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,big clast @ 24.5 - 26.5 cm: black silt/claystone,,,,,,,,
341-U1417B-39X-CC-A,341,U1417,B,39,39-CC,X,CC,A,13.0,18.0,276.07,276.12,,clast-poor diamict [M89m],,clast-poor diamict ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,,,
341-U1417B-39X-CC-A,341,U1417,B,39,39-CC,X,CC,A,18.0,33.0,276.12,276.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clast-poor diamict layer @ 28 - 29 cm,,,,,,,,
341-U1417B-39X-CC-A,341,U1417,B,39,39-CC,X,CC,A,33.0,38.0,276.27,276.32,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,
341-U1417B-40X-1-A,341,U1417,B,40,40-1,X,1,A,0.0,150.0,281.2,282.7,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,2,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstonr, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp
- larger recurrence intervals of diamicts compared to cores further up.

- two lonestones at core top -> fall in?
",,,,,,,,
341-U1417B-40X-2-A,341,U1417,B,40,40-2,X,2,A,0.0,150.0,282.7,284.2,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstonr, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp
- larger recurrence intervals of diamicts compared to cores further up.

- increasing bioturbation downcore
",,,,,,,,
341-U1417B-40X-3-A,341,U1417,B,40,40-3,X,3,A,0.0,108.0,284.2,285.28,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),moderate [DB86],2,1,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstonr, meta siltstones, quartz;
- clasts sub-rounded to sub-angular
- the boundaries of the diamicts are often difficult to determine due to drilling disturbance. However, where they can be identified, the lower boundary is typically gradational, whereas the upper boundary is sharp
- larger recurrence intervals of diamicts compared to cores further up.

91-97: clast; meta sediment?",,,,,,,,
341-U1417B-40X-CC-A,341,U1417,B,40,40-CC,X,CC,A,0.0,28.0,285.28,285.56,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- muddy matrix & up to gravel-sized clasts
- clasts of greenstone, meta sandstonr, meta siltstones, quartz;
- clasts sub-rounded to sub-angular",,,,,,,,
341-U1417B-41X-1-A,341,U1417,B,41,41-1,X,1,A,0.0,40.0,290.9,291.3,,interbedded mud(stone) and diamict [McKW53],,interbedded mud(stone) and diamict ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"""LAST"" diamict layer @ 11 cm (clast-poor): section highly disturbed between 20 and 44 cm",,,,,,,,
