dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,2,57,85.62,86.17,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,57,60,86.17,86.2,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,60,95,86.2,86.55,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,95,99,86.55,86.59,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,99,109,86.59,86.69,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,109,112,86.69,86.72,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,112,128,86.72,86.88,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,128,130,86.88,86.9,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,130,141,86.9,87.01,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-2-A,344,U1381,C,10,10-2,H,2,A,141,150,87.01,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,0,52,87.1,87.62,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,52,53,87.62,87.63,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,,,,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,53,74,87.63,87.84,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,74,78,87.84,87.88,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,,,,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,78,119,87.88,88.29,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze ,nannofossil carbonate ooze  with sponge spicules ,silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-3-A,344,U1381,C,10,10-3,H,3,A,119,150,88.29,88.6,,minimal [drilling disturbance],1,,,,,,,,,,,,,,,,,,,,,,,,4,IW,,,,,,
,344-U1381C-10H-4-A,344,U1381,C,10,10-4,H,4,A,0,102,88.6,89.62,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-4-A,344,U1381,C,10,10-4,H,4,A,102,104,89.62,89.64,,minimal [drilling disturbance],1,,tephra [FS84],,2.5Y 3/1 (very dark gray),tephra,tephra,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-4-A,344,U1381,C,10,10-4,H,4,A,104,121,89.64,89.81,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-10H-4-A,344,U1381,C,10,10-4,H,4,A,121,150,89.81,90.1,,minimal [drilling disturbance],1,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,0,71,90.1,90.81,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,71,74,90.81,90.84,,minimal [drilling disturbance],1,,tephra [FS84],,N 3 (very dark gray),tephra,tephra,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,74,130,90.84,91.4,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,130,131,91.4,91.41,,minimal [drilling disturbance],1,,tephra [FS84],,2.5Y 5/2 (grayish brown),tephra,tephra,very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,131,134,91.41,91.44,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,134,135,91.44,91.45,,,,,tephra [FS84],,10YR 5/2 (grayish brown),tephra,tephra,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,135,141,91.45,91.51,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-5-A,344,U1381,C,10,10-5,H,5,A,141,150,91.51,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,0,62,91.6,92.22,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,62,67,92.22,92.27,,minimal [drilling disturbance],1,,tephra [FS84],,N 2.5 (black),tephra,tephra,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,67,118,92.27,92.78,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,118,121,92.78,92.81,,,,,tephra [FS84],,10YR 5/1 (gray),tephra,tephra,fine sand [W22_2],4,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,121,141,92.81,93.01,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-6-A,344,U1381,C,10,10-6,H,6,A,141,150,93.01,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-10H-7-A,344,U1381,C,10,10-7,H,7,A,0,66,93.1,93.76,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-10H-CC-A,344,U1381,C,10,10-CC,H,CC,A,0,20,93.76,93.96,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-10H-CC-A,344,U1381,C,10,10-CC,H,CC,A,20,25,93.96,94.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,
,344-U1381C-11H-1-A,344,U1381,C,11,11-1,H,1,A,0,18,93.6,93.78,,moderate [drilling disturbance],4,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,pebble [W22_2],9,"there are singular larger clast in the sediment matrix that could be pumice clasts
",volcanic cobble [Leg152],pebble [W22_2],,,,,,lithology is difficult to determine because clast are muddy,poor [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-1-A,344,U1381,C,11,11-1,H,1,A,18,129,93.78,94.89,,slight [drilling disturbance],2,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-11H-1-A,344,U1381,C,11,11-1,H,1,A,129,150,94.89,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-2-A,344,U1381,C,11,11-2,H,2,A,0,128,95.1,96.38,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-2-A,344,U1381,C,11,11-2,H,2,A,128,130,96.38,96.4,,,,,tephra [FS84],,2.5Y 3/1 (very dark gray),tephra,tephra,fine sand [W22_2],4,sand [W22_1],3,,,,,,,,,,well [BP01],,,moderate [B06],3,,,,,,,
,344-U1381C-11H-2-A,344,U1381,C,11,11-2,H,2,A,130,141,96.4,96.51,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,sand [W22_1],3,,,,,,,,,,moderately well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-2-A,344,U1381,C,11,11-2,H,2,A,141,150,96.51,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-3-A,344,U1381,C,11,11-3,H,3,A,0,99,96.6,97.59,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,moderately well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-3-A,344,U1381,C,11,11-3,H,3,A,99,102,97.59,97.62,,,,,tephra [FS84],,2.5Y 5/1 (gray),tephra,tephra,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-3-A,344,U1381,C,11,11-3,H,3,A,102,140,97.62,98,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,moderately well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-3-A,344,U1381,C,11,11-3,H,3,A,140,150,98,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-4-A,344,U1381,C,11,11-4,H,4,A,0,136,98.1,99.46,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,coarse silt [W22_2],5,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-4-A,344,U1381,C,11,11-4,H,4,A,136,150,99.46,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,0,4,99.6,99.64,,moderate [drilling disturbance],4,,tephra [FS84],,2.5Y 4/1 (dark gray),tephra,tephra,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,4,79,99.64,100.39,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 4/2 (dark grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,79,82,100.39,100.42,,minimal [drilling disturbance],1,,tephra [FS84],,10YR 4/2 (dark grayish brown),tephra,tephra,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,82,104,100.42,100.64,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with sponge spicules [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with sponge spicules [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,common [B06],4,burrows filled with pyrite,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,104,121,100.64,100.81,,minimal [drilling disturbance],1,nannofossil,clay [USGS],,2.5Y 4/2 (dark grayish brown),nannofossil  clay,nannofossil clay,clay [W22_2],1,,3,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,121,131,100.81,100.91,,minimal [drilling disturbance],1,,tephra [FS84],,10YR 4/1 (dark gray),tephra,tephra,very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,131,141,100.91,101.01,,minimal [drilling disturbance],1,nannofossil,carbonate ooze [Leg178],with clay [Leg339],2.5Y 5/2 (grayish brown),nannofossil  carbonate ooze,nannofossil carbonate ooze with clay [Leg339],clay [W22_2],1,silt [W22_1],2,,,,,,,,,,well [BP01],,,common [B06],4,burrows filled with pyrite,,,,,,
,344-U1381C-11H-5-A,344,U1381,C,11,11-5,H,5,A,141,150,101.01,101.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,0,97,101.1,102.07,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,burrows,,,,,,,,,well [BP01],,,common [B06],4,burrows filled with pyrite (1x3cm),,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,97,99,102.07,102.09,,minimal [drilling disturbance],1,,tephra [FS84],,10YR 5/3 (brown),tephra,tephra,very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,well [BP01],,,,,,,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,99,125,102.09,102.35,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,burrows,,,,,,,,,well [BP01],,,common [B06],4,burrows filled with pyrite (1x3cm),,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,125,126,102.35,102.36,,minimal [drilling disturbance],1,,tephra [FS84],,10YR 4/1 (dark gray),tephra,tephra,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,126,128,102.36,102.38,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/1 (very dark gray),calcareous  clay,calcareous clay with nannofossils [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,,,,,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,128,142,102.38,102.52,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,burrows,,,,,,,,,well [BP01],,,common [B06],4,"nearly vertical quartz vein, 2mm thick and more than15 cm length, also crosscutting the two upper layers ",,,,,,
,344-U1381C-11H-6-A,344,U1381,C,11,11-6,H,6,A,142,150,102.52,102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,
,344-U1381C-11H-7-A,344,U1381,C,11,11-7,H,7,A,0,2,102.6,102.62,,minimal [drilling disturbance],1,,tephra [FS84],,10YR 5/1 (gray),tephra,tephra,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,well [BP01],,,slight [B06],2,,,,,,,
,344-U1381C-11H-7-A,344,U1381,C,11,11-7,H,7,A,2,39,102.62,102.99,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,,,,,,,,,,well [BP01],,,common [B06],4,"with two cross-cutting veisn, filled with quartz and other secondary minerals of 10 and 12 cm length",,,,,,
,344-U1381C-11H-7-A,344,U1381,C,11,11-7,H,7,A,39,41,102.99,103.01,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/1 (very dark gray),calcareous  clay,calcareous clay with nannofossils [Leg339],silt [W22_1],2,silt [W22_1],2,,,,,,,,,,well [BP01],,,complete [B06],6,,,,,,,
,344-U1381C-11H-7-A,344,U1381,C,11,11-7,H,7,A,41,69,103.01,103.29,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-7-A,344,U1381,C,11,11-7,H,7,A,69,73,103.29,103.33,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/2 (very dark grayish brown),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_1],,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-CC-A,344,U1381,C,11,11-CC,H,CC,A,0,23,103.33,103.56,,minimal [drilling disturbance],1,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 3/1 (very dark gray),calcareous  clay,calcareous clay with nannofossils [Leg339],clay [W22_2],1,fine silt [W22_2],3,,,,,,,,,,well [BP01],,,common [B06],4,,,,,,,
,344-U1381C-11H-CC-A,344,U1381,C,11,11-CC,H,CC,A,23,28,103.56,103.61,,minimal [drilling disturbance],1,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,
,344-U1381C-12H-1-A,344,U1381,C,12,12-1,H,1,A,0,10,103.1,103.2,breccia,high [drilling disturbance],6,calcareous,clay [USGS],with nannofossils [Leg339],2.5Y 2.5/1 (black),calcareous  clay,calcareous clay with nannofossils [Leg339],fine silt [W22_2],3,silt [W22_1],2,,claystone [Leg101],pebble [W22_2],spherical,,,rounded,5,,well [BP01],matrix supported / mud supported,,heavy [B06],5,mm scale laminated  throughout but unabale to see did,,,,,,
,344-U1381C-12H-1-A,344,U1381,C,12,12-1,H,1,A,10,24,103.2,103.34,breccia,high [drilling disturbance],6,,clay [USGS],,7.5YR 2.5/1 (black),clay,clay,clay [W22_2],1,clay [W22_2],1,,,,,,,,,,very well [BP01],,,,,,,,,,,
,344-U1381C-12H-1-A,344,U1381,C,12,12-1,H,1,A,24,29,103.34,103.39,fragmented,high [drilling disturbance],6,,claystone [USGS],,10BG 3/1 (dark greenish gray),claystone,claystone,clay [W22_2],1,clay [W22_2],1,,,,,,,,,,very well [BP01],,,,,,,,,,,
,344-U1381C-12H-CC-A,344,U1381,C,12,12-CC,H,CC,A,0,6,103.39,103.45,fragmented,high [drilling disturbance],6,,claystone [USGS],,10BG 3/1 (dark greenish gray),claystone,claystone,clay [W22_2],1,clay [W22_2],1,,,,,,,,,,very well [BP01],,,,,,,,,,,
,344-U1381C-12H-CC-A,344,U1381,C,12,12-CC,H,CC,A,6,16,103.45,103.55,breccia,high [drilling disturbance],6,,clay [USGS],,7.5YR 2.5/1 (black),clay,clay,clay [W22_2],1,clay [W22_2],1,,,,,,,,,,very well [BP01],,,,,,,,,,,
,344-U1381C-13X-1-A,344,U1381,C,13,13-1,X,1,A,3,5,103.53,103.55,fractured,moderate to high [drilling disturbance],5,,claystone [USGS],,7.5YR 2.5/1 (black),claystone,claystone,clay [W22_2],1,sand [W22_1],3,"layer of basal claystone wedged between massive basalt below and basattic rubble above, contains reworked material from silty sediment above

",,,,,,,,,poor [BP01],,,,,,,,,,,
,344-U1381C-13X-1-W,344,U1381,C,13,13-1,X,1,W,0,3,103.5,103.53,fractured,high [drilling disturbance],6,,basalt [IUGS-S78&79],,N 4 (dark gray),basalt,basalt,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-13X-1-W,344,U1381,C,13,13-1,X,1,W,5,15,103.55,103.65,,minimal [drilling disturbance],1,,basalt [IUGS-S78&79],,N4,basalt,basalt,,,,,,,,,,,,,,,,,,,,,,,,,
,344-U1381C-13X-1-W,344,U1381,C,13,13-1,X,1,W,15,33,103.65,103.83,breccia,high [drilling disturbance],6,,basalt [IUGS-S78&79],,N 4 (dark gray),basalt,basalt,,,,,,,,,,,,,,,,,,,,,,,,,
