Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
356-U1460B-44F-2-A,0,150,197.1,198.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,Unlithified homogeneous beige wackeston.,,,,356,U1460,B,44,F,2,A,,,,345
356-U1460B-44F-3-A,0,101,198.6,199.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige wackestone. Partially lithified concretion rarely contain throughout the core.",,,,356,U1460,B,44,F,3,A,,,,346
356-U1460B-44F-4-A,0,61,199.61,200.22,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,"Unlithified, beige wackestone. Partially lithified concretion rarely contain throughout the core.",,,,356,U1460,B,44,F,4,A,,,,347
356-U1460B-44F-CC-A,0,8,200.22,200.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,beige,,,,,absent [B06],0,,,,,,,356,U1460,B,44,F,CC,A,,,,348
356-U1460B-45F-1-A,0,150,200.3,201.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,absent [B06],0,,,,,,,356,U1460,B,45,F,1,A,,,,349
356-U1460B-45F-2-A,0,150,201.8,203.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,absent [B06],0,,,,,,,356,U1460,B,45,F,2,A,,,,350
356-U1460B-45F-3-A,0,101,203.3,204.31,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,absent [B06],0,,,,,,,356,U1460,B,45,F,3,A,,,,351
356-U1460B-45F-4-A,0,74,204.31,205.05,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,absent [B06],0,,,,,,,356,U1460,B,45,F,4,A,,,,352
356-U1460B-46F-1-A,0,36,205,205.36,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with skeletal carbonate,skeletal packstone with skeletal carbonate,hemipelagic,light gray,echinoderm,,,,absent [B06],0,sharp,horizontal,Mixture of sand to pebble size carbonate particle,,,,356,U1460,B,46,F,1,A,,,,353
356-U1460B-46F-1-A,36,150,205.36,206.5,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,1,A,,,,354
356-U1460B-46F-2-A,0,150,206.5,208,unlithified [Leg194],,packstone [E&K72; D62],3,with foraminifers [2014],packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified, light gray, homogeneous packstone with low percentage of glauconite scattered throughout the Section.",,,,356,U1460,B,46,F,2,A,,,,355
356-U1460B-46F-3-A,0,91,208,208.91,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,3,A,,,,356
356-U1460B-46F-4-A,0,72,208.91,209.63,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,4,A,,,,357
356-U1460B-46F-CC-A,0,4,209.63,209.67,partially lithified,skeletal,packstone [E&K72; D62],3,with foraminifers [2014],skeletal packstone with foraminifers,hemipelagic,light gray,foraminifera (small benthic),,,,absent [B06],0,,,glauconite scattered throughout the section with a very low percentage,,,,356,U1460,B,46,F,CC,A,,,,358
356-U1460B-47F-1-A,0,10,209.7,209.8,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,hemipelagic,light greenish gray,,,,,,,,,"Unlithified, light greenish gray packstone containing gravel size bioclasts and lithic fragments (cave in)",,,,356,U1460,B,47,F,1,A,,,,359
356-U1460B-47F-1-A,10,98,209.8,210.68,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,,,,,"Unlithified to partially lithified, light greenish gray, homogeneous packstone with glauconite",,,,356,U1460,B,47,F,1,A,,,,360
356-U1460B-47F-1-A,98,147,210.68,211.17,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,common [B06],4,,,"Unlithified to partially lithified, cream, packstone with less glauconite and common bioturbation noted by the color variability (cream, light greenish gray, beeige)",,,,356,U1460,B,47,F,1,A,,,,361
356-U1460B-47F-1-A,147,150,211.17,211.2,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,47,F,1,A,,,,362
356-U1460B-47F-2-A,0,124,211.2,212.44,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, creamy gray, homogeneous packstone with glauconite.",,,,356,U1460,B,47,F,2,A,,,,363
356-U1460B-47F-2-A,124,150,212.44,212.7,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,moderate [B06],3,,,"Unlithified, creamy gray packstone with glauconite and moderate bioturbation",,,,356,U1460,B,47,F,2,A,,,,364
356-U1460B-47F-3-A,0,150,212.7,214.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, homogeneous packstone with less glauconite than in the previous Section",,,,356,U1460,B,47,F,3,A,,,,365
356-U1460B-47F-CC-A,0,2,214.2,214.22,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,47,F,CC,A,,,,366
356-U1460B-47F-CC-A,2,7,214.22,214.27,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone",,,,356,U1460,B,47,F,CC,A,,,,367
356-U1460B-48F-1-A,0,10,214.4,214.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Carbonate concreation between 19-21 cm,,,,356,U1460,B,48,F,1,A,,,,368
356-U1460B-48F-1-A,0,10,214.4,214.5,,,,,,,,,gastropod,,,,,,,,"Unlithified, creamy gray packstone. No visible glauconite. A 5 cmcarbonate concretion present between 19-21 cm",,,,356,U1460,B,48,F,1,A,,,,369
356-U1460B-48F-1-A,10,150,214.5,215.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,,,,,356,U1460,B,48,F,1,A,,,,370
356-U1460B-48F-2-A,0,150,215.9,217.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone",,,,356,U1460,B,48,F,2,A,,,,371
356-U1460B-48F-3-A,0,130,217.4,218.7,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, to partially lithifiedcreamy gray packstone",,,,356,U1460,B,48,F,3,A,,,,372
356-U1460B-48F-3-A,130,134,218.7,218.74,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,48,F,3,A,,,,373
356-U1460B-48F-CC-A,0,6,218.74,218.8,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,48,F,CC,A,,,,374
356-U1460B-49F-1-A,0,14,219.1,219.24,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,"Unlithified, creamy gray packstone with gravel size bioclasts and lithic fragments but mainly composed of mud. Caved in",,,,356,U1460,B,49,F,1,A,,,,375
356-U1460B-49F-1-A,0,14,219.1,219.24,,,,,,,,,gastropod,,,,,,,,"Unlithfied, creamy gray packstone",,,,356,U1460,B,49,F,1,A,,,,376
356-U1460B-49F-1-A,14,150,219.24,220.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipealgic,creamy gray,,,,,,,,,,,,,356,U1460,B,49,F,1,A,,,,377
356-U1460B-49F-2-A,0,150,220.6,222.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,2,A,,,,378
356-U1460B-49F-3-A,0,101,222.1,223.11,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,"Unlithified, creamy gray, homogeneous packstone. Carbonate concretion 91-92 cm",,,,356,U1460,B,49,F,3,A,,,,379
356-U1460B-49F-4-A,0,55,223.11,223.66,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,4,A,,,,380
356-U1460B-49F-CC-A,0,14,223.66,223.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous packstone",,,,356,U1460,B,49,F,CC,A,,,,381
356-U1460B-49F-CC-A,14,19,223.8,223.85,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1460,B,49,F,CC,A,,,,382
356-U1460B-50F-1-A,0,25,223.8,224.05,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Lithified cemented interval, creamy gray, homogeneous packstone. Fragmented during coring. Could be a hardground, not fizzing when HCl is added. Slightly clear, milky mineral, Harder than carbonates, likely siliciclastic",,,,356,U1460,B,50,F,1,A,,,,383
356-U1460B-50F-1-A,25,150,224.05,225.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray homogeneous packstone",,,,356,U1460,B,50,F,1,A,,,,384
356-U1460B-50F-2-A,0,150,225.3,226.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,,,,,"Unlithfied, cream, homogeneous packstone",,,,356,U1460,B,50,F,2,A,,,,385
356-U1460B-50F-3-A,0,101,226.8,227.81,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone. Very rare grains of glauconite",,,,356,U1460,B,50,F,3,A,,,,386
356-U1460B-50F-4-A,0,60,227.81,228.41,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,50,F,4,A,,,,387
356-U1460B-50F-CC-A,0,5,228.41,228.46,,,,,,,,,,,,,,,,,to paleo,,,,356,U1460,B,50,F,CC,A,,,,388
356-U1460B-51F-1-A,0,150,228.5,230,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,51,F,1,A,,,,389
356-U1460B-51F-2-A,0,150,230,231.5,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous packstone",,,,356,U1460,B,51,F,2,A,,,,390
356-U1460B-51F-3-A,0,101,231.5,232.51,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,Unlithified homogeneous creamy gray packstone,,,,356,U1460,B,51,F,3,A,,,,391
356-U1460B-51F-4-A,0,64,232.51,233.15,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,Unlithified homogeneous creamy gray packstone,,,,356,U1460,B,51,F,4,A,,,,392
356-U1460B-51F-CC-A,0,7,233.15,233.22,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,51,F,CC,A,,,,393
356-U1460B-52F-1-A,0,2,233.2,233.22,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,bivalve,,,,,,,,Fallen-in gravel with bivalve and gastropod fragments,,,,356,U1460,B,52,F,1,A,,,,394
356-U1460B-52F-1-A,0,2,233.2,233.22,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,B,52,F,1,A,,,,395
356-U1460B-52F-1-A,2,150,233.22,234.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,1,A,,,,396
356-U1460B-52F-2-A,0,150,234.7,236.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,2,A,,,,397
356-U1460B-52F-3-A,0,151,236.2,237.71,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,52,F,3,A,,,,398
356-U1460B-52F-CC-A,0,7,237.71,237.78,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,52,F,CC,A,,,,399
356-U1460B-53F-1-A,0,6,237.9,237.96,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,bivalve,,,,,,,,Fallen-in unlithified gravel with bivalve fragments and glauconite grains,,,,356,U1460,B,53,F,1,A,,,,400
356-U1460B-53F-1-A,6,150,237.96,239.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,1,A,,,,401
356-U1460B-53F-2-A,0,150,239.4,240.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,celestite concretion,,,,,,"Unlithified, creamy gay packstone (more cream towards vbase with one celestite concretion at 87 cm",,,,356,U1460,B,53,F,2,A,,,,402
356-U1460B-53F-3-A,0,126,240.9,242.16,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,3,A,,,,403
356-U1460B-53F-CC-A,0,10,242.16,242.26,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,53,F,CC,A,,,,404
356-U1460B-53F-CC-A,10,15,242.26,242.31,,,,,,,,,,,,,,,,,To PAL,,,,356,U1460,B,53,F,CC,A,,,,405
356-U1460B-54F-1-A,0,150,242.6,244.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,concretion [BJ80],,,,,,"Unlithified, homogeneous, creamy gray packstone with a few small celestite grains",,,,356,U1460,B,54,F,1,A,,,,406
356-U1460B-54F-2-A,0,150,244.1,245.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,2,A,,,,407
356-U1460B-54F-3-A,0,102,245.6,246.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,3,A,,,,408
356-U1460B-54F-4-A,0,57,246.62,247.19,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, homogeneous, creamy gray packstone",,,,356,U1460,B,54,F,4,A,,,,409
356-U1460B-54F-CC-A,0,7,247.19,247.26,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,54,F,CC,A,,,,410
356-U1460B-55F-1-A,0,21,247.3,247.51,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,Lithified (soft) homogeneous creamy gray packstone with glauconite,,,,356,U1460,B,55,F,1,A,,,,411
356-U1460B-55F-1-A,21,150,247.51,248.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray packstone with glauconite becoming lexx abundant towards base of section",,,,356,U1460,B,55,F,1,A,,,,412
356-U1460B-55F-2-A,0,150,248.8,250.3,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light creamy gray to light gray packstone with glauconite. Green glauconized band at 57-59 cm",,,,356,U1460,B,55,F,2,A,,,,413
356-U1460B-55F-3-A,0,101,250.3,251.31,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray to creamy gray packstone with glauconite (mainly 0-62 cm)",,,,356,U1460,B,55,F,3,A,,,,414
356-U1460B-55F-4-A,0,61,251.31,251.92,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray packstone",,,,356,U1460,B,55,F,4,A,,,,415
356-U1460B-55F-CC-A,0,7,251.92,251.99,,,,,,,,,,,,,,,,,All to PAL,,,,356,U1460,B,55,F,CC,A,,,,416
356-U1460B-56F-1-A,0,93.5,252,252.935,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),grading (normal),,,,,sharp,sub-horizontal,"Partially lithified gray packstone, changing from light gray with glauconite at top to dark gray glauconite-rich at base of interval. Small benthic forams abundant at above contact",,,,356,U1460,B,56,F,1,A,,,,417
356-U1460B-56F-1-A,93.5,150,252.935,253.5,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,,,,,,,,,"Partially lithified, brown packstone with virtually no visible glauconite grains",,,,356,U1460,B,56,F,1,A,,,,418
356-U1460B-56F-2-A,0,150,253.5,255,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,,,,,,,,,"Partially lithified, brown packstone with virtually no visible glauconite grains",,,,356,U1460,B,56,F,2,A,,,,419
356-U1460B-56F-3-A,0,143,255,256.43,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,,,,,,,,,Partially lithified brown packstone,,,,356,U1460,B,56,F,3,A,,,,420
356-U1460B-56F-CC-A,0,26,256.43,256.69,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,brown,,,,,,,,,Unlithified brown packstone,,,,356,U1460,B,56,F,CC,A,,,,421
356-U1460B-56F-CC-A,26,31,256.69,256.74,,,,,,,,,,,,,,,,,To PAL,,,,356,U1460,B,56,F,CC,A,,,,422
356-U1460B-57F-1-A,0,109,256.7,257.79,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,sharp,inclined,"Unlithified to partially lithified, beige, homogeneous packstone with rare glauconite grains. At its base a sharp incline contact.",,,,356,U1460,B,57,F,1,A,,,,423
356-U1460B-57F-1-A,109,138,257.79,258.08,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,cream,,,,,,,gradational,sub-horizontal,Unlithified cream homogeneous packstone agradational possible bioturbated contact?,,,,356,U1460,B,57,F,1,A,,,,424
356-U1460B-57F-1-A,138,150,258.08,258.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, beige and cream, packstone, possible bioturbation?",,,,356,U1460,B,57,F,1,A,,,,425
356-U1460B-57F-2-A,0,123,258.2,259.43,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,beige,,,,,,,,,"Unlithified to partially lithified beige, homogeneous packstone",,,,356,U1460,B,57,F,2,A,,,,426
356-U1460B-57F-3-A,0,121,259.43,260.64,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,,slump fold [BJ80],,,,,,,"Mixed lithology noted by inclined, isoclinal and recumbent folds of variegated colors ranging from light greenish gray, to light brown, to cream to beige. Mud clasts are scattered thorughout the Section ranging in size from a few mm to a few cm's. Small benthic forams Cibicidoides spp. are scattered throughout the Section.",,,,356,U1460,B,57,F,3,A,,,,427
356-U1460B-57F-4-A,0,38,260.64,261.02,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,bivalve,,,,,,,,"The sediment is composed of unlithified, beige, mixed wackestone containing bivalve fragments and benthic foraminifers Cibicidoides spp.",,,,356,U1460,B,57,F,4,A,,,,428
356-U1460B-57F-4-A,0,38,260.64,261.02,,,,,,,,,foraminifera (small benthic),,,,,,,,,,,,356,U1460,B,57,F,4,A,,,,429
356-U1460B-57F-4-A,38,72,261.02,261.36,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,"Mixed wackestone with recumbent and isoclinal folds of variegated colors (light greenish gray, gray, beige). It contains cemented clasts of glauconite rich packstone about 5 cm long. It contains Cibicidoides spp.",,,,356,U1460,B,57,F,4,A,,,,430
356-U1460B-57F-CC-A,5,12,261.41,261.48,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light green,gastropod,slump fold [BJ80],,,,,,,Mixed lithology with cemented intraclasts rich in glauconite. It also contains gastropod fragments,,,,356,U1460,B,57,F,CC,A,,,,431
356-U1460B-58F-1-A,0,150,261.4,262.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,"Mixed wackestone lithology noted by slight color variability ranging from light greenish gray, to beige, to light brow. Intraclasts are present throughout but are small: a few mm's to m's long. Cibicidoides spp forams are also present.",,,,356,U1460,B,58,F,1,A,,,,432
356-U1460B-58F-2-A,0,150,262.9,264.4,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone with inclined layers noted by change in color from beige to dark gray. Some of the inclined layers are glauconite rich and contain small forams. Also present are intraclasts beige to black in color and ranging in size from a few mm's to a few cm's.,,,,356,U1460,B,58,F,2,A,,,,433
356-U1460B-58F-3-A,0,102,264.4,265.42,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,3,A,,,,434
356-U1460B-58F-4-A,0,68,265.42,266.1,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,foraminifera (small benthic),slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,4,A,,,,435
356-U1460B-58F-CC-A,0,10,266.1,266.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,slump fold [BJ80],,,,,,,Mixed wackestone noted by fluidization structures and intraclasts of variegatedcolors ranging from beige to light brown. Also present Cibicidoides spp.,,,,356,U1460,B,58,F,CC,A,,,,436
356-U1460B-59F-1-A,0,150,266.1,267.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with softer mud during coring",,,,356,U1460,B,59,F,1,A,,,,437
356-U1460B-59F-2-A,0,123,267.6,268.83,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with soft mud during coirng",,,,356,U1460,B,59,F,2,A,,,,438
356-U1460B-59F-3-A,0,101,268.83,269.84,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with soft mud during coring",,,,356,U1460,B,59,F,3,A,,,,439
356-U1460B-59F-4-A,0,62,269.84,270.46,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light greenish gray,,,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with softer mud due to coring",,,,356,U1460,B,59,F,4,A,,,,440
356-U1460B-60F-1-A,0,150,270.8,272.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with softer mud during core recovery",,,,356,U1460,B,60,F,1,A,,,,441
356-U1460B-60F-2-A,0,150,272.3,273.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (small benthic),,,,,,,,"Partially lithified light greenish gray, homogeneous wackestone. The partially cemented biscuits are mixed with softer mud during coring. Few Cibicidoides spp",,,,356,U1460,B,60,F,2,A,,,,442
356-U1460B-60F-3-A,0,121,273.8,275.01,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,slump fold [BJ80],,,,,,,"Mixed wackestone noted by fluidized structures and intraclasts of several colors (green, creamy gray, light greenish gray) and sizes from mm to cm long.",,,,356,U1460,B,60,F,3,A,,,,443
356-U1460B-61F-1-A,0,150,275.5,277,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,slump fold [BJ80],,,,,,,"Mixed wackestone noted by fluidized structures and intraclasts of several colors (green, beige, light greenish gray).",,,,356,U1460,B,61,F,1,A,,,,444
356-U1460B-61F-2-A,0,57,277,277.57,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,slump fold [BJ80],,,,,,,"Mixed wackestone noted by fluidized structures and intraclasts of different colors (green, light gray, cream).",,,,356,U1460,B,61,F,2,A,,,,445
356-U1460B-61F-2-A,57,70,277.57,277.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,creamy gray,,,,,,,,,soupy deformed by coring,,,,356,U1460,B,61,F,2,A,,,,446
356-U1460B-61F-2-A,70,109,277.7,278.09,,,,,,,,,,,,,,,,,void,,,,356,U1460,B,61,F,2,A,,,,447
356-U1460B-62F-1-A,0,150,278.1,279.6,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,light greenish gray,foraminifera (large benthic),,,,,,,,"Partially lithified, light green homogeneous packstone. The Section is severely disturbed by drilling by which the more cemented biscuits are interlayered with unlithfied mud.",,,,356,U1460,B,62,F,1,A,,,,448
356-U1460B-62F-1-A,0,150,278.1,279.6,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,B,62,F,1,A,,,,449
356-U1460B-62F-1-A,0,150,278.1,279.6,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,B,62,F,1,A,,,,450
