Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
369-U1516C-34R-1-A,0,50,479.2,479.7,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY1 7/10Y)). Shells fragments are present at 21 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,,222
369-U1516C-34R-1-A,50,77,479.7,479.97,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y), to light greenish gray (GLEY1 7/10Y)). Shells fragments are present between 60-61 cm.",color boundary or contact,straight,sharp,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,,223
369-U1516C-34R-1-A,77,148,479.97,480.68,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (greenish gray (GLEY 1 5/10Y) to greenish gray (GLEY1 6/10Y)). There is a large vertical burrow between 132-137 cm.,,,,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,1,A,,,,224
369-U1516C-34R-2-A,0,15,480.68,480.83,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) to greenish gray GLEY 1 5/10Y).,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,,225
369-U1516C-34R-2-A,15,37,480.83,481.05,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,,226
369-U1516C-34R-2-A,37,139,481.05,482.07,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Vertical burrows between 78-89 cm.,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,2,A,,,,227
369-U1516C-34R-3-A,0,29,482.07,482.36,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) and greenish gray GLEY 1 6/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,,228
369-U1516C-34R-3-A,29,61,482.36,482.68,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),massive [BJ84],,,structureless,,clay [W22_1],1,,,none,0,Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY1 4/10Y) to greenish gray GLEY 1 5/10Y). Shell fragments are present between 32-34 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,,229
369-U1516C-34R-3-A,61,103,482.68,483.1,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 6/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,3,A,,,,230
369-U1516C-34R-4-A,0,24,483.1,483.34,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (dark greenish gray (GLEY 1 4/10Y) to greenish gray (GLEY1 5/10Y). Large vertical burrow between 0-10 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,,231
369-U1516C-34R-4-A,24,47,483.34,483.57,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to dark greenish gray (GLEY1 4/10Y), to greenish gray (GLEY 1 1 5/10Y).",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,,232
369-U1516C-34R-4-A,47,60,483.57,483.7,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to greenish gray (GLEY1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,34,R,4,A,,,,233
369-U1516C-34R-CC-A,0,5,483.7,483.75,,,,,,,with nannofossils,claystone with nannofossils,,,,,,,,,,,,,,,Void. All material sent to paleontology.,,,,,,,,,,,,,,,369,U1516,C,34,R,CC,A,,,,234
369-U1516C-35R-1-A,0,40,484,484.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N) to dark greenish gray (GLEY 1 4/10Y) to greenish gray (GLEY 1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,,235
369-U1516C-35R-1-A,40,64,484.4,484.64,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y),",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,,236
369-U1516C-35R-1-A,64,79,484.64,484.79,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,"Gradational change in color from bottom to top (black (GLEY 1 2.5/N), to very dark gray (GLEY 1 3/N), to greenish gray (GLEY 1 5/10Y),",color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,,237
369-U1516C-35R-1-A,79,140,484.79,485.4,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Gradational change in color from bottom to top (very dark greenish gray (GLEY 1 3/5GY), to dark greenish gray (GLEY 1 4/10Y), to greenish gray (GLEY 1 5/10Y),",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,1,A,,,,238
369-U1516C-35R-2-A,0,11,485.5,485.61,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to dark greenish gray (GLEY 1 4/10Y).,color boundary or contact,straight,gradational,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,2,A,,,,239
369-U1516C-35R-2-A,11,156,485.61,487.06,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Between 22-23, 61-62 and at 125 cm, there are very thin laminations of very dark greenish gray (GLEY 1 3/10GY) claystone.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,2,A,,,,240
369-U1516C-35R-3-A,0,21,487.06,487.27,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,none,0,Gradational change in color from bottom to top (very dark gray (GLEY 1 3/N) to dark greenish gray (GLEY 1 4/10Y).,,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,,241
369-U1516C-35R-3-A,21,46,487.27,487.52,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/N (dark gray),mottled,,,structureless,,clay [W22_1],1,,,none,0,"Gradational change in color from bottom to top (very dark gray (GLEY 1 3/10N) to dark greenish gray (GLEY 1 4/10Y). Between 30-31 cm, there is a very thin laminae of very dark greenish gray (GLEY 1 3/10GY) claystone.",color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,,242
369-U1516C-35R-3-A,46,101,487.52,488.07,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,"Between 50-51 and 86-87 cm, there are very thin laminations of very dark greenish gray (GLEY 1 3/10GY) claystone.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,3,A,,,,243
369-U1516C-35R-4-A,0,22,488.08,488.3,,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,sparse,1,,color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,4,A,,,,244
369-U1516C-35R-4-A,22,57,488.3,488.65,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,sparse,1,"Between 25-26 cm, there is a very dark greenish gray (GLEY 1 3/10GY) in laminae.",,,,,,,,,,nannofossil-rich claystone,claystone,,,,369,U1516,C,35,R,4,A,,,,245
369-U1516C-36R-1-A,0,150,488.8,490.3,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,"There are discrete grayish green (GLEY1 4/5G_/2) thin laminations at 33, 69, 140 and 144 cm.",,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,1,A,,,,246
369-U1516C-36R-2-A,0,153,490.33,491.86,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,There are some intervals of dark greenish gray (GLEY 4/10Y) claystone throughout. There is one discrete grayish green (GLEY1 4/5G) thin laminae at 62 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,2,A,,,,247
369-U1516C-36R-3-A,0,103,491.86,492.89,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,There are some intervals of dark greenish gray (GLEY 4/10Y) claystone throughout.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,3,A,,,,248
369-U1516C-36R-4-A,0,62,492.89,493.51,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,There are two discrete grayish green (GLEY1 4/5G) thin laminations at 18 and 47 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,4,A,,,,249
369-U1516C-36R-CC-A,0,14,493.51,493.65,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,low,2,There is a grayish green (GLEY1 4/5G) thin bed between 4 and 7 cm.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,36,R,CC,A,,,,250
369-U1516C-37R-1-A,0,150,493.6,495.1,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/10Y (very dark greenish gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,There are massive thin black beds between 120-128 cm. There are also alternations in the color of the claystone between very dark gray (GLEY 1 3/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,1,A,,,,251
369-U1516C-37R-2-A,0,143,495.13,496.56,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),mottled,,,structureless,,clay [W22_1],1,,,low,2,There are alternations in the color of the claystone between very dark gray (GLEY 1 3/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,2,A,,,,252
369-U1516C-37R-3-A,0,108,496.66,497.74,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,3,A,,,,253
369-U1516C-37R-CC-A,0,22,497.74,497.96,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,Section destroyed by biscuiting.,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,37,R,CC,A,,,,254
369-U1516C-38R-1-A,0,134,503.2,504.54,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,1,A,,,,255
369-U1516C-38R-2-A,0,64,504.54,505.18,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,2,A,,,,256
369-U1516C-38R-3-A,0,119,505.18,506.37,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black GLEY 1 2.5/N (black) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,3,A,,,,257
369-U1516C-38R-4-A,0,135,506.37,507.72,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,4,A,,,,258
369-U1516C-38R-5-A,0,102,507.72,508.74,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,5,A,,,,259
369-U1516C-38R-6-A,0,74,508.74,509.48,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,6,A,,,,260
369-U1516C-38R-CC-A,0,29,509.48,509.77,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N (black) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,38,R,CC,A,,,,261
369-U1516C-39R-1-A,0,94,512.8,513.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,1,A,,,,262
369-U1516C-39R-2-A,0,81,513.74,514.55,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,2,A,,,,263
369-U1516C-39R-CC-A,0,13,514.55,514.68,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,39,R,CC,A,,,,264
369-U1516C-40R-1-A,0,149,522.4,523.89,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,1,A,,,,265
369-U1516C-40R-2-A,0,153,523.91,525.44,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,2,A,,,,266
369-U1516C-40R-3-A,0,118,525.44,526.62,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,3,A,,,,267
369-U1516C-40R-4-A,0,154,526.62,528.16,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,4,A,,,,268
369-U1516C-40R-5-A,0,153,528.16,529.69,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,trace,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,5,A,,,,269
369-U1516C-40R-6-A,0,105,529.69,530.74,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,6,A,,,,270
369-U1516C-40R-7-A,0,89,530.74,531.63,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y). Inoceramid fragments are present at 34 cm.,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,7,A,,,,271
369-U1516C-40R-CC-A,0,22,531.63,531.85,,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,There are alternations in the color of the claystone between black (GLEY 1 2.5/N) and very dark greenish gray (GLEY 1 3/10Y).,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,40,R,CC,A,,,,272
369-U1516C-41R-1-A,0,147,532,533.47,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,1,A,,,,273
369-U1516C-41R-2-A,0,139,533.47,534.86,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,2,A,,,,274
369-U1516C-41R-3-A,0,147,534.86,536.33,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,3,A,,,,275
369-U1516C-41R-4-A,0,155,536.33,537.88,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,high,3,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,4,A,,,,276
369-U1516C-41R-5-A,0,125,537.88,539.13,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,structureless,,clay [W22_1],1,,,moderate,2,,,,,,,,,shell fragment,common,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,5,A,,,,277
369-U1516C-41R-6-A,0,71,539.13,539.84,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,6,A,,,,278
369-U1516C-41R-CC-A,0,26,539.84,540.1,,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,structureless,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone with nannofossils,,,,369,U1516,C,41,R,CC,A,,,,279
