Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
350-U1437E-19R-2-A,350,U1437,E,19,19-2,R,2,A,96,131,1234.98,1235.33,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,0,10,1235.33,1235.43,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,10,12,1235.43,1235.45,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],very fine sand [W22_2],3,medium sand [W22_2],5,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,12,80,1235.45,1236.13,V,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,80,81,1236.13,1236.14,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,medium sand [W22_2],5,with pyrite nodule,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,81,87,1236.14,1236.2,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,87,90,1236.2,1236.23,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,,5,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,90,102,1236.23,1236.35,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,102,110,1236.35,1236.43,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2,coarse sand [W22_2],6,with pyrite nodule,irregular,bioturbated,,,,normally coarse-tail graded,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-3-A,350,U1437,E,19,19-3,R,3,A,110,132,1236.43,1236.65,V,,,,tuffaceous,mudstone [2014],with scoria block,tuffaceous mudstone,tuffaceous mudstone with scoria block,mudstone with scoria block,,,,silt [W22_1],2,coarse sand [W22_2],6,with pyrite nodule,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,0,84,1236.65,1237.49,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,84,86,1237.49,1237.51,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,86,96,1237.51,1237.61,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,96,102,1237.61,1237.67,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,,,,planar,sharp,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,102,139,1237.67,1238.04,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-4-A,350,U1437,E,19,19-4,R,4,A,139,141,1238.04,1238.06,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-19R-5-A,350,U1437,E,19,19-5,R,5,A,0,2,1238.06,1238.08,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,well [2014],,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-5-A,350,U1437,E,19,19-5,R,5,A,2,105,1238.08,1239.11,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,foraminifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-6-A,350,U1437,E,19,19-6,R,6,A,0,2,1239.11,1239.13,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-6-A,350,U1437,E,19,19-6,R,6,A,2,22,1239.13,1239.33,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-6-A,350,U1437,E,19,19-6,R,6,A,22,24,1239.33,1239.35,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark green,,silt [W22_1],2,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-6-A,350,U1437,E,19,19-6,R,6,A,24,141,1239.35,1240.52,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-7-A,350,U1437,E,19,19-7,R,7,A,0,56,1240.52,1241.08,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-7-A,350,U1437,E,19,19-7,R,7,A,56,59,1241.08,1241.11,V,,,,,tuff [2014],,tuff,tuff,tuff,,light green,,silt [W22_1],2,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-7-A,350,U1437,E,19,19-7,R,7,A,59,65,1241.11,1241.17,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-7-A,350,U1437,E,19,19-7,R,7,A,65,67,1241.17,1241.19,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark green,,silt [W22_1],2,,,,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-7-A,350,U1437,E,19,19-7,R,7,A,67,100,1241.19,1241.52,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-8-A,350,U1437,E,19,19-8,R,8,A,0,47,1241.52,1241.99,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-8-A,350,U1437,E,19,19-8,R,8,A,47,50,1241.99,1242.02,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark green,,silt [W22_1],2,,,with pyrite,irregular,sharp,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-8-A,350,U1437,E,19,19-8,R,8,A,50,52,1242.02,1242.04,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-19R-8-A,350,U1437,E,19,19-8,R,8,A,52,60,1242.04,1242.12,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-19R-CC-A,350,U1437,E,19,19-CC,R,CC,A,0,46,1242.12,1242.58,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,0,7,1242.4,1242.47,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,7,67,1242.47,1243.07,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,67,69,1243.07,1243.09,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,,,,planar,sharp to gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,69,106,1243.09,1243.46,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,106,115,1243.46,1243.55,V,,,,,tuff [2014],with lapilli [2014],tuff,tuff with lapilli,tuff with lapilli,,brown,,silt [W22_1],2,coarse sand [W22_2],6,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,115,116,1243.55,1243.56,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-1-A,350,U1437,E,20,20-1,R,1,A,116,138,1243.56,1243.78,V,,,,"matrix-supported, monomictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, monomictic, evolved tuff-breccia","matrix-supported, monomictic, evolved tuff-breccia",tuff-breccia,,brown,,silt [W22_1],2,pebble [W22_2],9,,,not recovered,,,,,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,0,30,1243.78,1244.08,V,,,,"matrix-supported, monomictic, evolved [2014]",tuff-breccia [2014],,"matrix-supported, monomictic, evolved tuff-breccia","matrix-supported, monomictic, evolved tuff-breccia",tuff-breccia,,light green,,cobble [W22_2],10,cobble [W22_2],10,truly a tuff-breccia !,,not recovered,,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,30,60,1244.08,1244.38,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,60,65,1244.38,1244.43,V,,,,"clast-supported, monomictic, evolved [2014]",lapilli-tuff [2014],with mudstone [2014],"clast-supported, monomictic, evolved lapilli-tuff","clast-supported, monomictic, evolved lapilli-tuff",lapilli-tuff,,green,,silt [W22_1],2,cobble [W22_2],10,,irregular,sharp to gradational,,,poor [2014],,,,,,,,vitric [2014],,,,,,,,,fiamme [2014],,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,65,98,1244.43,1244.76,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,98,100,1244.76,1244.78,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-2-A,350,U1437,E,20,20-2,R,2,A,100,129,1244.78,1245.07,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,0,7,1245.07,1245.14,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,7,11,1245.14,1245.18,V,,,,,tuff [2014],,tuff,tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,horizontal,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,11,22,1245.18,1245.29,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,22,24,1245.29,1245.31,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,24,57,1245.31,1245.64,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,57,59,1245.64,1245.66,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2,coarse sand [W22_2],6,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,59,74,1245.66,1245.81,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,74,77,1245.81,1245.84,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,,silt [W22_1],2,silt [W22_1],2,,planar,gradational,horizontal,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-20R-3-A,350,U1437,E,20,20-3,R,3,A,77,95,1245.84,1246.02,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,0,4,1246.02,1246.06,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,4,5,1246.06,1246.07,V,,,,,tuff [2014],,tuff,tuff,tuff,,light gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,5,51,1246.07,1246.53,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,51,55,1246.53,1246.57,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,55,59,1246.57,1246.61,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,59,62,1246.61,1246.64,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,,silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-20R-4-A,350,U1437,E,20,20-4,R,4,A,62,67,1246.64,1246.69,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,0,28,1252.1,1252.38,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,28,29,1252.38,1252.39,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2,,,,planar,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,29,67,1252.39,1252.77,V,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,67,71,1252.77,1252.81,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2,,,,,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,71,74,1252.81,1252.84,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,74,76,1252.84,1252.86,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,,,,,gradational,inclined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,76,136,1252.86,1253.46,V,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,pebble [W22_2],9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,136,137,1253.46,1253.47,V,,,,,tuff [2014],,tuff,tuff,tuff,,brown,,silt [W22_1],2,coarse sand [W22_2],6,,,bioturbated,,,,normally graded,stratification,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-21R-1-A,350,U1437,E,21,21-1,R,1,A,137,151,1253.47,1253.61,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-2-A,350,U1437,E,21,21-2,R,2,A,0,34,1253.61,1253.95,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,planar,bioturbated,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-2-A,350,U1437,E,21,21-2,R,2,A,34,48,1253.95,1254.09,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,light green,,silt [W22_1],2,silt [W22_1],2,,planar,sharp,horizontal,,well [2014],non-graded,stratification,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],,,,,,,,,
350-U1437E-21R-2-A,350,U1437,E,21,21-2,R,2,A,48,136,1254.09,1254.97,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-3-A,350,U1437,E,21,21-3,R,3,A,0,1,1254.97,1254.98,V,,,,,tuff [2014],,tuff,tuff,tuff,,dark gray,consolidated [2014],silt [W22_1],2,,,,irregular,bioturbated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-21R-3-A,350,U1437,E,21,21-3,R,3,A,1,4,1254.98,1255.01,V,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437E-21R-3-A,350,U1437,E,21,21-3,R,3,A,4,5,1255.01,1255.02,V,,,,evolved,tuff [2014],,evolved tuff,evolved tuff,tuff,,green,consolidated [2014],silt [W22_1],2,,,,irregular,bioturbated,,,,,,high,3,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,,,,
350-U1437E-21R-3-A,350,U1437,E,21,21-3,R,3,A,5,66,1255.02,1255.63,V,,,,tuffaceous,mudstone [2014],with lapilli [2014],tuffaceous mudstone,tuffaceous mudstone with lapilli,mudstone with lapilli,,,,silt [W22_1],2,very fine sand [W22_2],3,,irregular,bioturbated,,,,,,moderate [DB86],2,,,,,,,,,,,,,scoria [2014],,,,,,,,,,,,,,,,,,,,,,
