Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
341-U1417D-12H-1-A,341,U1417,D,12,12-1,H,1,A,16,79.5,94.66,95.295,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,- scattered black mottles,,,,,,,,,208
341-U1417D-12H-1-A,341,U1417,D,12,12-1,H,1,A,79.5,150,95.295,96,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- slight colour banding to greenish, greyish
- scattered black mottles
- scattered patches of mud
- discontinuous mud strata ~104
- 91-96: increased diatom/biosiliceous content?",,,,,,,,,209
341-U1417D-12H-2-A,341,U1417,D,12,12-2,H,2,A,0,150,96,97.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- slight colour banding to greenish, greyish
- scattered black mottles
- scattered patches of mud
- discontinuous strata around 77 cm (silt or ash?)
- increased bioturbation between ~26 - ~40",,,,,,,,,210
341-U1417D-12H-3-A,341,U1417,D,12,12-3,H,3,A,0,111,97.5,98.61,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- slight colour banding to greenish, greyish
- scattered black mottles
- scattered patches of mud and ash?
- discontinuous strata (<0.5 cm) of silt or ash around 70
- increased bioturbation between 36-49",,,,,,,,,211
341-U1417D-12H-3-A,341,U1417,D,12,12-3,H,3,A,111,150,98.61,99,,mud [Leg210],,mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],1,,,,,,,,,,"- scattered black mottles
- scattered patches of mud & ash(?); <0.5 cm",,,,,,,,,212
341-U1417D-12H-4-A,341,U1417,D,12,12-4,H,4,A,0,50,99,99.5,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,clayey mud with slight color variations,,,,,,,,,213
341-U1417D-12H-4-A,341,U1417,D,12,12-4,H,4,A,50,104,99.5,100.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,well-rounded (3 cm) metasediment @ 96 cm (in WH); white lenses @ 100 cm,,,,,,,,,214
341-U1417D-12H-4-A,341,U1417,D,12,12-4,H,4,A,104,108,100.04,100.08,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,silty fine sand; irregular upper boundary,sharp contact,irregular,,,,,,,215
341-U1417D-12H-4-A,341,U1417,D,12,12-4,H,4,A,108,150,100.08,100.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,216
341-U1417D-12H-5-A,341,U1417,D,12,12-5,H,5,A,0,5,100.5,100.55,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,217
341-U1417D-12H-5-A,341,U1417,D,12,12-5,H,5,A,5,45,100.55,100.95,biosiliceous rich,mud [Leg210],,biosiliceous rich mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,slight color variations,,,,,,,,,218
341-U1417D-12H-5-A,341,U1417,D,12,12-5,H,5,A,45,118,100.95,101.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,subrounded mica-rich metasediment (schisty) @ 53 - 58 cm (5 cm big),,,,,,,,,219
341-U1417D-12H-CC-A,341,U1417,D,12,12-CC,H,CC,A,0,13,101.68,101.81,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,,,,,,,,,,220
341-U1417D-12H-CC-A,341,U1417,D,12,12-CC,H,CC,A,13,18,101.81,101.86,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,221
341-U1417D-13H-1-A,341,U1417,D,13,13-1,H,1,A,0,150,101.8,103.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- slight colour variation to more greyish, greenish
- scattered black mottles
- scattered mud patches
- 72.5-74.0: irregular & discontinuous strata of silty mud",,,,,,,,,222
341-U1417D-13H-2-A,341,U1417,D,13,13-2,H,2,A,0,101,103.3,104.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- ""pretty massive"" mud
- VERY SLIGHT colour variations
- very few scattered black mottles
- few mud patches (<0.5 cm)",gradational contact,,,,,,,,223
341-U1417D-13H-2-A,341,U1417,D,13,13-2,H,2,A,101,150,104.31,104.8,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- Mud with biosiceous-rich intervals (mainly diatoms)
- black mottles
- slight colour variations
- diatom-rich(?) interval between ~103-113",,,,,,,,,224
341-U1417D-13H-3-A,341,U1417,D,13,13-3,H,3,A,0,55.5,104.8,105.355,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- Mud with biosiceous-rich intervals (mainly diatoms)
- black mottles
- slight colour variations
- diatom-rich(?) interval between ~22-32",gradational contact,,,,,,,,225
341-U1417D-13H-3-A,341,U1417,D,13,13-3,H,3,A,55.5,150,105.355,106.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],12,,,,,,,,,,"- slight colour variations
- scattered black mottles (few)
- scattered mud and sand lenses (<1 cm)
58-61: sub-rounded weathered meta grauwacke",,,,,,,,,226
341-U1417D-13H-4-A,341,U1417,D,13,13-4,H,4,A,0,140,106.3,107.7,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,,,,,,,,,,227
341-U1417D-13H-4-A,341,U1417,D,13,13-4,H,4,A,140,150,107.7,107.8,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,228
341-U1417D-13H-5-A,341,U1417,D,13,13-5,H,5,A,0,92,107.8,108.72,,mud [Leg210],with clay [Leg339],mud  with clay ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,clayey mud; very small lense of white (weathered feldspar?) @ 24.5 cm,,,,,,,,,229
341-U1417D-13H-5-A,341,U1417,D,13,13-5,H,5,A,92,135,108.72,109.15,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,230
341-U1417D-13H-5-A,341,U1417,D,13,13-5,H,5,A,135,150,109.15,109.3,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,clayey mud; dark green layer @ 137 cm; dark grey/black layer @ 141 cm with sand lenses,,,,,,,,,231
341-U1417D-13H-6-A,341,U1417,D,13,13-6,H,6,A,0,54,109.3,109.84,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,232
341-U1417D-13H-CC-A,341,U1417,D,13,13-CC,H,CC,A,0,15,109.85,110,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,233
341-U1417D-13H-CC-A,341,U1417,D,13,13-CC,H,CC,A,15,20,110,110.05,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,234
341-U1417D-14H-1-A,341,U1417,D,14,14-1,H,1,A,0,16,109.8,109.96,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,"- no bioturbation observed, probably due to disturbance",,irregular,,,,,,,235
341-U1417D-14H-1-A,341,U1417,D,14,14-1,H,1,A,16,97.5,109.96,110.775,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],28,,,,,,,,,,"- very little colour variations
- scattered black mottles
- gradational lower boundary
- scattered mud/sand patches",gradational contact,,,,,,,,236
341-U1417D-14H-1-A,341,U1417,D,14,14-1,H,1,A,97.5,114,110.775,110.94,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,gradational contact,,,,,,,,237
341-U1417D-14H-1-A,341,U1417,D,14,14-1,H,1,A,114,150,110.94,111.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- very little colour variations
- scattered black mottles
- scattered mud/sand patches",,,,,,,,,238
341-U1417D-14H-2-A,341,U1417,D,14,14-2,H,2,A,0,150,111.3,112.8,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with biosilica (diatom)-rich intervals, e.g. 13-50, 38-51, 81-84, 98-102(?)
- colour variations to slightly more greyish and greenish
- rel. greenish/lighter between 88-103
- some black mottles
- occasional mud patches",,,,,,,,,239
341-U1417D-14H-3-A,341,U1417,D,14,14-3,H,3,A,0,124,112.8,114.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],10,,,,,,,,,,"- slight colour variations
- some black mottles
- occasional mud patches",,,,,,,,,240
341-U1417D-14H-3-A,341,U1417,D,14,14-3,H,3,A,124,150,114.04,114.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"- mud with sand patches -> heavily disturbed
- some black mottles",,,,,,,,,241
341-U1417D-14H-4-A,341,U1417,D,14,14-4,H,4,A,0,150,114.3,115.8,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,present [A79],15,,,,,,,,,,sandy patch at top 10 cm due to flow in; whole section moderately disturbed (flower/bird structure...),,,,,,,,,242
341-U1417D-14H-5-A,341,U1417,D,14,14-5,H,5,A,0,150,115.8,117.3,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,thin diatom-rich layer @ 104 cm; gradual and slight transition from N4 to 10Y 4/1 (at diatom layer) to N4 throughout section,,,,,,,,,243
341-U1417D-14H-6-A,341,U1417,D,14,14-6,H,6,A,0,25,117.3,117.55,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,244
341-U1417D-14H-6-A,341,U1417,D,14,14-6,H,6,A,25,28,117.55,117.58,volcaniclastic bearing,sand [Leg210],,volcaniclastic bearing sand ,volcaniclastic-bearing,2,,10YR 3/2 (very dark grayish brown),slight [DB86],1,,,,,,,,,,,,brown glasses; bioturbated patches at top of this layer,,,,,,,,,245
341-U1417D-14H-6-A,341,U1417,D,14,14-6,H,6,A,28,32,117.58,117.62,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,246
341-U1417D-14H-6-A,341,U1417,D,14,14-6,H,6,A,32,54,117.62,117.84,,diatom ooze [Leg339],with clay [Leg339],diatom ooze  with clay ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,,,,,,,,,,247
341-U1417D-14H-6-A,341,U1417,D,14,14-6,H,6,A,54,77,117.84,118.07,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,248
341-U1417D-14H-CC-A,341,U1417,D,14,14-CC,H,CC,A,0,16,118.07,118.23,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,249
341-U1417D-14H-CC-A,341,U1417,D,14,14-CC,H,CC,A,16,21,118.23,118.28,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,250
341-U1417D-15H-1-A,341,U1417,D,15,15-1,H,1,A,0,79,119.3,120.09,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,cottage cheese structure,,,,,,,,,251
341-U1417D-15H-1-A,341,U1417,D,15,15-1,H,1,A,79,150,120.09,120.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,argillite clast 6 cm long axis at 100 cm,,,,,,,,,252
341-U1417D-15H-2-A,341,U1417,D,15,15-2,H,2,A,0,150,120.8,122.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,1 clast at 32 cm moved upward from 46 cm by coring,,,,,,,,,253
341-U1417D-15H-3-A,341,U1417,D,15,15-3,H,3,A,0,54,122.3,122.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,254
341-U1417D-15H-3-A,341,U1417,D,15,15-3,H,3,A,54,67,122.84,122.97,diatom bearing,interbedded sand(stone) and mud(stone) [McKW53],,diatom bearing interbedded sand(stone) and mud(stone) ,,,normal grading,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,"sands thin, normally graded, max. 1.5 cm thick",,,,,,,,,255
341-U1417D-15H-3-A,341,U1417,D,15,15-3,H,3,A,67,150,122.97,123.8,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,,,,256
341-U1417D-15H-4-A,341,U1417,D,15,15-4,H,4,A,0,77,123.8,124.57,,diatom ooze [Leg339],,diatom ooze ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,,,,,,,,,,257
341-U1417D-15H-4-A,341,U1417,D,15,15-4,H,4,A,77,150,124.57,125.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,cottage cheese structure,,,,,,,,,258
341-U1417D-15H-5-A,341,U1417,D,15,15-5,H,5,A,0,79,125.3,126.09,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,faint black/green color bands,,,,,,,,,259
341-U1417D-15H-5-A,341,U1417,D,15,15-5,H,5,A,79,92,126.09,126.22,,diatom ooze [Leg339],,diatom ooze ,,,patch or bleb,10Y 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,260
341-U1417D-15H-5-A,341,U1417,D,15,15-5,H,5,A,92,150,126.22,126.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,faint black/green color bands,,,,,,,,,261
341-U1417D-15H-6-A,341,U1417,D,15,15-6,H,6,A,0,41,126.8,127.21,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,faint black/green color bands,,,,,,,,,262
341-U1417D-15H-6-A,341,U1417,D,15,15-6,H,6,A,41,49,127.21,127.29,,diatom ooze [Leg339],,diatom ooze ,,,patch or bleb,10Y 5/1 (greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,263
341-U1417D-15H-6-A,341,U1417,D,15,15-6,H,6,A,49,125,127.29,128.05,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,11,,,,,,,,,,faint black/green color bands; 66-68 brown silt patches,,,,,,,,,264
341-U1417D-15H-6-A,341,U1417,D,15,15-6,H,6,A,125,126,128.05,128.06,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,265
341-U1417D-15H-7-A,341,U1417,D,15,15-7,H,7,A,0,63,128.06,128.69,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,faint green/black color bands,,,,,,,,,266
341-U1417D-15H-7-A,341,U1417,D,15,15-7,H,7,A,63,65,128.69,128.71,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,normal grading to silt,,,,,,,,,267
341-U1417D-15H-7-A,341,U1417,D,15,15-7,H,7,A,65,82,128.71,128.88,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,faint green/black color bands,,,,,,,,,268
341-U1417D-16H-1-A,341,U1417,D,16,16-1,H,1,A,0,150,128.8,130.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,granule [W22_2],subrounded,,,,"argillite, moved upward from 20 cm",,,,,,,,,269
341-U1417D-16H-2-A,341,U1417,D,16,16-2,H,2,A,0,120,130.3,131.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,270
341-U1417D-16H-2-A,341,U1417,D,16,16-2,H,2,A,120,150,131.5,131.8,,diatom ooze [Leg339],,diatom ooze ,,,,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,cottage cheese structure,,,,,,,,,271
341-U1417D-16H-3-A,341,U1417,D,16,16-3,H,3,A,0,23,131.8,132.03,,diatom ooze [Leg339],,diatom ooze ,,,,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,272
341-U1417D-16H-3-A,341,U1417,D,16,16-3,H,3,A,23,93,132.03,132.73,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subrounded,,,,,,,,,,,,,273
341-U1417D-16H-3-A,341,U1417,D,16,16-3,H,3,A,93,150,132.73,133.3,,diatom ooze [Leg339],,diatom ooze ,,,,5G 4/1 (dark greenish gray),,,,,,,,,,,,,,cottage cheese structure,,,,,,,,,274
341-U1417D-16H-4-A,341,U1417,D,16,16-4,H,4,A,0,150,133.3,134.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],rounded,,,,"1 clast 3 cm at 9 cm, 1 clast 2 cm, subrounded, at 113 cm; argillite",,,,,,,,,275
341-U1417D-16H-5-A,341,U1417,D,16,16-5,H,5,A,0,19,134.8,134.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,gradational contact,,,,,,,,276
341-U1417D-16H-5-A,341,U1417,D,16,16-5,H,5,A,19,76,134.99,135.56,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,gradational contact,,,,,,,,277
341-U1417D-16H-5-A,341,U1417,D,16,16-5,H,5,A,76,122,135.56,136.02,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,faint green/black bands,,,,,,,,,278
341-U1417D-16H-5-A,341,U1417,D,16,16-5,H,5,A,122,123,136.02,136.03,,silt [Leg210],,silt ,,,normal grading,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,279
341-U1417D-16H-5-A,341,U1417,D,16,16-5,H,5,A,123,150,136.03,136.3,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,faint green/black bands,,,,,,,,,280
341-U1417D-16H-6-A,341,U1417,D,16,16-6,H,6,A,0,36,136.3,136.66,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,faint green/black color bands,gradational contact,,,,,,,,281
341-U1417D-16H-6-A,341,U1417,D,16,16-6,H,6,A,36,65,136.66,136.95,,diatom ooze [Leg339],,diatom ooze ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,gradational contact,,,,,,,,282
341-U1417D-16H-6-A,341,U1417,D,16,16-6,H,6,A,65,112,136.95,137.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,99-100cm brown silt patches,,,,,,,,,283
341-U1417D-16H-7-A,341,U1417,D,16,16-7,H,7,A,0,68,137.42,138.1,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,faint green/black color bands,,,,,,,,,284
341-U1417D-16H-7-A,341,U1417,D,16,16-7,H,7,A,68,73,138.1,138.15,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,285
341-U1417D-16H-CC-A,341,U1417,D,16,16-CC,H,CC,A,0,3,138.15,138.18,,sand [Leg210],,sand ,,,,N 5 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,286
341-U1417D-16H-CC-A,341,U1417,D,16,16-CC,H,CC,A,3,8,138.18,138.23,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,287
341-U1417D-16H-CC-A,341,U1417,D,16,16-CC,H,CC,A,8,13,138.23,138.28,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,288
341-U1417D-17H-1-A,341,U1417,D,17,17-1,H,1,A,0,101,138.3,139.31,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,black/green color bands,gradational contact,,,,,,,,289
341-U1417D-17H-1-A,341,U1417,D,17,17-1,H,1,A,101,103,139.31,139.33,,silt [Leg210],,silt ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,290
341-U1417D-17H-1-A,341,U1417,D,17,17-1,H,1,A,103,150,139.33,139.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,black/green color bands,,,,,,,,,291
341-U1417D-17H-2-A,341,U1417,D,17,17-2,H,2,A,0,89,139.8,140.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,gradational contact,,,,,,,,292
341-U1417D-17H-2-A,341,U1417,D,17,17-2,H,2,A,89,150,140.69,141.3,,mud [Leg210],,mud ,,,color banding,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling; green color bands,,,,,,,,,293
341-U1417D-17H-3-A,341,U1417,D,17,17-3,H,3,A,0,58,141.3,141.88,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,black mottling,gradational contact,,,,,,,,294
341-U1417D-17H-3-A,341,U1417,D,17,17-3,H,3,A,58,150,141.88,142.8,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,green/black color bands; black mottling,,,,,,,,,295
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,0,24,142.8,143.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,gradational contact,,,,,,,,296
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,24,66,143.04,143.46,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,gradational contact,,,,,,,,297
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,66,77,143.46,143.57,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,298
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,77,79,143.57,143.59,,sand [Leg210],,sand ,,,,5Y 6/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,299
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,79,104,143.59,143.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,,,,,,,,,300
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,104,105,143.84,143.85,,sand [Leg210],,sand ,,,,N 6 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,301
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,105,111,143.85,143.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,302
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,111,112,143.91,143.92,,sand [Leg210],,sand ,,,,N 6 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,303
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,112,129,143.92,144.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,gradational contact,,,,,,,,304
341-U1417D-17H-4-A,341,U1417,D,17,17-4,H,4,A,129,150,144.09,144.3,,mud,,mud,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,,,,,,,,,305
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,0,10,144.3,144.4,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,,gradational contact,,,,,,,,306
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,10,17,144.4,144.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,,,,,,,,,,307
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,17,21,144.47,144.51,,sand [Leg210],,sand ,,,,N 6 (gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,308
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,21,77,144.51,145.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,,,,309
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,77,79,145.07,145.09,,sand [Leg210],,sand ,,,,N 6 (gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,310
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,79,127,145.09,145.57,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,,,,,,,,,311
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,127,129,145.57,145.59,,silt [Leg210],,silt ,,,normal grading,N 5 (gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,312
341-U1417D-17H-5-A,341,U1417,D,17,17-5,H,5,A,129,150,145.59,145.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,,,,313
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,0,20,145.8,146,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,,gradational contact,,,,,,,,314
341-U1417D-17H-6-A,341,U1417,D,17,17-6,H,6,A,20,21,146,146.01,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,2.5Y 6/2 (light brownish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,315
