Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
353-U1444A-33X-2-A,49,150,284.89,285.9,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-3-A,0,52,285.9,286.42,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-3-A,52,65,286.42,286.55,,sandy,silt,,sandy silt,sandy silt,silt,,brown,2.5Y 5/4 (light olive brown),erosive,,,very thin bed,normally graded,,,,,,,,7 very thin sandy to clay turbidites.,,,
353-U1444A-33X-3-A,65,150,286.55,287.4,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-4-A,0,101,287.4,288.41,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),bioturbated,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-4-A,101,111.5,288.41,288.515,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,One black (organic matter rich) layer in the tarbidite.,,,
353-U1444A-33X-4-A,111.5,150,288.515,288.9,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-5-A,0,5,288.9,288.95,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-5-A,5,53,288.95,289.43,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,4 very thin and 3 thin sandy to clay turbidites.,,,
353-U1444A-33X-5-A,53,123,289.43,290.13,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-33X-CC-A,0,39,290.13,290.52,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-34X-1-A,0,5,292.6,292.65,,sandy,silt,,sandy silt,sandy silt,silt,,gray,2.5Y 6/2 (light brownish gray),erosive,,,thin bed,normally graded,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-34X-1-A,5,50,292.65,293.1,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-34X-1-A,50,150,293.1,294.1,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,"4 medium, 5 thin and 2 very thin sandy to clay turbidites.",,,
353-U1444A-34X-2-A,0,58,294.1,294.68,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,"2 medium, 3 thin and 7 very thin sandy to clay turbidites. Black (oraganic matte rich) dots at 45-46.5 cm.",,,
353-U1444A-34X-2-A,58,73,294.68,294.83,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-34X-2-A,73,76,294.83,294.86,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-34X-2-A,76,82,294.86,294.92,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-34X-2-A,82,89,294.92,294.99,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-34X-CC-A,0,16,294.99,295.15,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-34X-CC-A,16,27,295.15,295.26,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,
353-U1444A-34X-CC-A,27,36,295.26,295.35,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-35X-1-A,0,119.5,301.5,302.695,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-1-A,119.5,125,302.695,302.75,,sandy,silt,,sandy silt,sandy silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,0,8,302.75,302.83,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,8,12,302.83,302.87,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,12,17,302.87,302.92,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,17,19,302.92,302.94,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,19,34.5,302.94,303.095,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,34.5,36,303.095,303.11,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,36,41,303.11,303.16,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,41,44,303.16,303.19,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,44,46.5,303.19,303.215,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,46.5,49.5,303.215,303.245,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,49.5,52.5,303.245,303.275,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-2-A,52.5,54,303.275,303.29,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-2-A,54,150,303.29,304.25,,silty,clay,with nannofossils,silty clay,silty clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-3-A,0,15,304.25,304.4,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-3-A,15,18,304.4,304.43,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-3-A,18,64,304.43,304.89,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-3-A,64,70,304.89,304.95,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),erosive,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-3-A,70,81,304.95,305.06,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-CC-A,0,11,305.06,305.17,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-35X-CC-A,11,18,305.17,305.24,,clayey,silt,with sand,clayey silt,clayey silt with sand,silt with sand,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-35X-CC-A,18,34,305.24,305.4,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Faint color variations along the section (from light grey to grey to dark grey). Some black and green bandings along the section.,,,
353-U1444A-36X-1-A,0,152,311.2,312.72,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-2-A,0,12,312.72,312.84,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-2-A,12,17,312.84,312.89,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-2-A,17,108,312.89,313.8,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-2-A,108,112,313.8,313.84,,clayey,silt,,clayey silt,clayey silt,silt,,light gray,GLEY 1 5/10Y (greenish gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-2-A,112,150,313.84,314.22,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,0,44,314.22,314.66,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,44,46,314.66,314.68,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-3-A,46,57,314.68,314.79,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,57,61,314.79,314.83,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-3-A,61,101,314.83,315.23,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,101,103.5,315.23,315.255,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-3-A,103.5,117.5,315.255,315.395,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,117.5,120,315.395,315.42,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-3-A,120,124,315.42,315.46,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-3-A,124,127,315.46,315.49,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-3-A,127,150,315.49,315.72,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,0,35,315.72,316.07,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,35,42,316.07,316.14,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-4-A,42,79,316.14,316.51,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,79,82.5,316.51,316.545,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-4-A,82.5,87.5,316.545,316.595,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,87.5,93,316.595,316.65,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-4-A,93,100,316.65,316.72,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,100,102,316.72,316.74,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-4-A,102,133,316.74,317.05,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-4-A,133,138.5,317.05,317.105,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-4-A,138.5,150,317.105,317.22,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-5-A,0,38,317.22,317.6,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-5-A,38,130.5,317.6,318.525,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,6 thin and 3 very thin silt to clay turbidites.,,,
353-U1444A-36X-5-A,130.5,150,318.525,318.72,,nannofossil rich,clay,with silt,nannofossil rich clay,nannofossil rich clay with silt,clay with silt,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-6-A,0,132,318.72,320.04,,clayey,silt,with nannofossils,clayey silt,clayey silt with nannofossils,silt with nannofossils,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,"2 middle, 2 thin and 2 very thin silt to clay turbidites.",,,
353-U1444A-36X-7-A,0,6,320.04,320.1,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-7-A,6,11.5,320.1,320.155,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-7-A,11.5,28,320.155,320.32,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-7-A,28,30,320.32,320.34,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-7-A,30,49,320.34,320.53,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-7-A,49,50,320.53,320.54,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-7-A,50,59,320.54,320.63,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-CC-A,0,9,320.63,320.72,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-CC-A,9,11,320.72,320.74,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-CC-A,11,18,320.74,320.81,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-36X-CC-A,18,20,320.81,320.83,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,very thin bed,normally graded,,,,,,,,,,,
353-U1444A-36X-CC-A,20,35,320.83,320.98,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-1-A,0,57,320.9,321.47,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-1-A,57,61,321.47,321.51,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-1-A,61,74,321.51,321.64,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-1-A,74,83,321.64,321.73,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-1-A,83,100,321.73,321.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-1-A,100,106,321.9,321.96,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-1-A,106,111,321.96,322.01,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-1-A,111,119,322.01,322.09,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-1-A,119,150,322.09,322.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-2-A,0,5,322.4,322.45,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-2-A,5,34,322.45,322.74,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-2-A,34,42,322.74,322.82,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-2-A,42,58,322.82,322.98,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-2-A,58,68,322.98,323.08,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,thin bed,normally graded,,,,,,,,,,,
353-U1444A-37X-2-A,68,78,323.08,323.18,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-2-A,78,89,323.18,323.29,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-37X-CC-A,0,15,323.29,323.44,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,medium bed,normally graded,,,,,,,,,,,
353-U1444A-37X-CC-A,15,20,323.44,323.49,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,Very faint color variations along the section (from light grey to grey to dark grey).,,,
353-U1444A-37X-CC-A,20,30,323.49,323.59,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 5/1 (gray),,,,medium bed,normally graded,,,,,,,,,,,
