Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Subbotina linaperta,Subbotina frontosa,Subbotina eocaena,Subbotina bolivariana,Pseudohastigerina micra,Morozovella spinulosa,Morozovella densa,Globigerinatheka subconglobata,Globigerinatheka senni,Globigerinatheka index,Chiloguembelina spp.,Acarinina topilensis,Acarinina matthewsae,Acarinina collactea,Acarinina bullbrooki,Orbulinoides beckmanni,Globorotaloides carcoselleensis,Acarinina spinuloinflata,Acarinina rohri,Acarinina primitiva,Hantkenina liebusi,Catapsydrax unicavus,Acarinina libyaensis,Subbotina inaequispira,Hantkenina dumblei,Globigerinatheka tropicalis,Turborotalia pomeroli,Turborotalia cerroazulensis,Hantkenina alabamensis,Clavigerinella eocanica,Dentoglobigerina galavisi,Globoquadrina tripartita,Globigerinatheka semiinvoluta,Subbotina angiporoides,Turborotalia increbescens,Globorotaloides suteri,Turborotalia cocoaensis,Turborotalia ampliapertura,Tenuitella munda,Subbotina praeturritilina,Cribrohantkenina lazarii,Cribrohantkenina inflata,Tenuitella gemma,Turborotalia cunialensis,Pseudohastigerina naguewichiensis,Globoquadrina pseudovenezuelana,Paragloborotalia nana,Cassigerinella chipolensis,Guembelitria spp.,Tenuitella clemenciae,Tenuitella angustiumbilicata,Catapsydrax dissimilis,Globoquadrina sellii,Globigerina ciperoensis,Globigerina praebulloides,Dentoglobigerina larmeui,Paragloborotalia opima,Globoquadrina praedehiscens,Dentoglobigerina globularis,Globigerina fariasi,Subbotina gortanii,Globigerina angulisuturalis,Globigerina anguliofficinalis,Protentella sp.,Paragloborotalia mayeri,Globoquadrina venezuelana,Dentoglobigerina baroemoenensis,Globorotaloides variabilis,Globigerinoides primordius,Zeaglobigerina woodi,Paragloborotalia pseudokugleri,Globigerinella obesa,Cassigerinella chilolensis (>15 microns),Zeaglobigerina connecta,Paragloborotalia kugleri,Globigerinita uvula,Globigerinita glutinata,Globigerinoides trilobus,Globigerinoides altiapertura,Globoquadrina dehiscens,Paragloborotalia continuosa,Globoquadrina binaiensis,Globigerinella praesiphonifera,Fohsella birnageae,Dentoglobigerina altispira,Globigerinoides obliquus,Globigerinatella sp.,Streptochilus spp.,Globigerinoides ruber,Catapsydrax stainforthi,Globorotalia praescitula,Globigerinatella insueta,Praeorbulina sicana,Praeorbulina curva,Globigerinoides bisphericus,Fohsella peripheroronda,Praeorbulina glomerosa,Globorotalia archeomenardii,Praeorbulina circularis,Orbulina universa,Globigerinoides mitra,Clavatorella bermudezi,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Globorotalia praemenardii,Fohsella peripheroacuta,Fohsella praefohsi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P16               ,              ,154, 925,A, 54,R, 3,  82.00,    780.1200,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,                 ,                     ,R                      ,                     ,                 ,                              ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,R                          ,F                     ,R                      ,R                        ,R                       ,                             ,R                     ,F                        ,                      ,R                      ,R                         ,R               ,                         ,                        ,R                       ,R               ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P16               ,              ,154, 925,A, 55,R, 1,  32.00,    786.3200,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,F                ,                     ,F                      ,                     ,                 ,                              ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,R                          ,R                    ,R                          ,C                     ,                       ,                         ,                        ,                             ,                      ,R                        ,R                     ,R                      ,                          ,R               ,R                        ,R                       ,R                       ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Eocene      ,                 ,P15               ,              ,154, 925,A, 55,R, 2,  27.00,    787.7700,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,R                ,                     ,R                      ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,R                          ,                     ,R                          ,F                     ,                       ,F                        ,F                       ,                             ,                      ,F                        ,R                     ,R                      ,R                         ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P15               ,              ,154, 925,A, 56,R, 2, 111.00,    798.2100,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,                 ,                     ,R                      ,                     ,                 ,                              ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,R                          ,                     ,F                          ,F                     ,R                      ,R                        ,R                       ,R                            ,                      ,R                        ,R                     ,R                      ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P15               ,              ,154, 925,A, 57,R, 2, 143.00,    808.1300,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,F                ,                     ,                       ,                     ,                 ,                              ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,                               ,                        ,               ,                   ,                  ,R                   ,                    ,                      ,                  ,                           ,R                    ,R                          ,F                     ,                       ,                         ,R                       ,R                            ,R                     ,                         ,R                     ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P15               ,              ,154, 925,A, 58,R, 3,  74.00,    818.5400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,R                ,                     ,R                      ,                     ,                 ,R                             ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,R                    ,R                          ,R                     ,R                      ,R                        ,R                       ,R                            ,                      ,R                        ,R                     ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P15               ,              ,154, 925,A, 59,R, 3,  71.00,    828.2100,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,R                ,                     ,R                      ,                     ,                 ,R                             ,                      ,                      ,R                   ,                    ,                    ,                   ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,R                          ,R                    ,                           ,F                     ,                       ,R                        ,                        ,R                            ,R                     ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P15               ,              ,154, 925,A, 60,R, 3,  53.00,    837.7300,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,F                  ,                  ,R                ,                     ,R                      ,                     ,                 ,R                             ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,R                     ,                  ,R                          ,R                    ,R                          ,F                     ,                       ,R                        ,                        ,R                            ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P14               ,              ,154, 925,A, 61,R, 3,  36.00,    847.1600,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,F                  ,                  ,R                ,                     ,R                      ,                     ,                 ,R                             ,                      ,R                     ,R                   ,                    ,                    ,                   ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,R                     ,                  ,                           ,R                    ,R                          ,R                     ,                       ,R                        ,R                       ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P14               ,              ,154, 925,A, 62,R, 3,  60.00,    857.1000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,F                  ,                  ,R                ,                     ,R                      ,                     ,                 ,                              ,                      ,R                     ,R                   ,                    ,                    ,R                  ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,F                     ,                  ,                           ,R                    ,                           ,F                     ,                       ,F                        ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P14               ,              ,154, 925,A, 63,R, 3,  54.00,    866.6400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,R                      ,R                    ,                 ,R                             ,                      ,                      ,                    ,R                   ,                    ,R                  ,                    ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,R                     ,R                      ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P14               ,              ,154, 925,A, 64,R, 5,  63.00,    879.4300,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,R                ,                     ,R                      ,R                    ,                 ,R                             ,                      ,R                     ,R                   ,R                   ,R                   ,                   ,                    ,                      ,R                              ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,R                          ,R                    ,R                          ,R                     ,R                      ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P13               ,              ,154, 925,A, 64,R,CC,   0.00,    882.2000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,                 ,                     ,                       ,R                    ,                 ,R                             ,                      ,R                     ,                    ,R                   ,                    ,                   ,R                   ,R                     ,                               ,R                       ,               ,                   ,R                 ,                    ,                    ,R                     ,R                 ,R                          ,                     ,                           ,                      ,                       ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P13               ,              ,154, 925,A, 65,R,CC,   0.00,    886.2400,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,                   ,                  ,                 ,                     ,                       ,                     ,R                ,R                             ,R                     ,                      ,                    ,                    ,                    ,                   ,R                   ,R                     ,R                              ,R                       ,               ,                   ,R                 ,R                   ,R                   ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P12               ,              ,154, 925,A, 67,R,CC,  25.00,    911.3300,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,R                 ,R                ,R                    ,R                      ,R                    ,R                ,F                             ,F                     ,R                     ,R                   ,R                   ,F                   ,R                  ,F                   ,                      ,                               ,                        ,               ,                   ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,P13               ,              ,154, 925,A, 68,R,CC,   0.00,    911.1000,Pearson  ,Planktonic Foraminifers                      ,               ,                  ,R                  ,                  ,                 ,                     ,R                      ,R                    ,                 ,R                             ,R                     ,R                     ,R                   ,R                   ,R                   ,R                  ,                    ,F                     ,R                              ,R                       ,R              ,R                  ,                  ,                    ,                    ,                      ,                  ,                           ,                     ,                           ,                      ,                       ,                         ,                        ,                             ,                      ,                         ,                      ,                       ,                          ,                ,                         ,                        ,                        ,                ,                        ,                                 ,                               ,                     ,                          ,                 ,                     ,                            ,                      ,                    ,                       ,                         ,                        ,                      ,                           ,                           ,                   ,                  ,                           ,                             ,               ,                       ,                         ,                               ,                          ,                          ,                    ,                              ,                    ,                                        ,                       ,                        ,                   ,                       ,                        ,                            ,                       ,                           ,                        ,                              ,                  ,                          ,                        ,                    ,                  ,                     ,                       ,                        ,                        ,                   ,                  ,                           ,                       ,                      ,                           ,                       ,                 ,                     ,                      ,                          ,                              ,                         ,                       ,                  ,from Leg 154 Ch 2 Table 3
