Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Velicucullus oddgurneri,Trisolenia megalactis megalactis,Tessarastrum thiedei,Stichocorys delmontensis,Spongurus cauleti,Spongotrochus vitabilis,Spongocore puella,Siphocampe arachnea,Pterocanium korotnevi,Pseudodictyophimus horrida,Pseudodictyophimus amundseni,Phorticium clevei,Phormospyris thespios,Lophospyris pentagona quadriforis,Larcospira bulbosa,Hexalonche esmarki,Hexalonche ? nakasekoi,Gondwanaria japonica kiaeri,Eucyrtidium saccoi,Eucyrtidium biconicum,Eucoronis fridtjofnanseni,Cyrtocapsella tetrapera,Cyrtocapsella kladaros,Cyrtocapsella eldholmi,Cycladophora davisiana cornutoides,Corythospyris reuschi,Corythospyris jubata,Corythospyris jjubata sverdrupi,Corythospyris hispida,Corythospyris fiscella,Clathrospyris vogti,Clathrospyris sandellae,Ceratocyrtis manumi,Ceratocyrtis broeggeri,Botryostrobus auritus group,Artostrobus jorgenseni,Actinomma plasticum,Actinomma mirabile,Actinomma livae,Actinomma holtedahli,Acrosphaera spinosa echinoides,Comment
  SR,                 ,                 ,C. jubata sverdrupi,              ,104, 643,A, 25,X, 3, 105.00,    228.7500,Goll     ,Radiolarians                                 ,F              ,G                 ,SP                     ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,A                     ,-                          ,-                 ,R                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,R                              ,-                    ,C                     ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 25,X, 4, 105.00,    230.2500,Goll     ,Radiolarians                                 ,F              ,G                 ,SP                     ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,-                          ,-                 ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,C                     ,-                  ,C                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 25,X, 5, 105.00,    231.7500,Goll     ,Radiolarians                                 ,F              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,VA                    ,-                          ,-                 ,-                    ,-                        ,                       ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,A                     ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 25,X, 6, 105.00,    233.2500,Goll     ,Radiolarians                                 ,C              ,G                 ,SP                     ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,-                          ,SP                ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,C                     ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 25,X,CC,  33.00,    234.5200,Goll     ,Radiolarians                                 ,R              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,SP                    ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 1, 105.00,    235.5500,Goll     ,Radiolarians                                 ,R              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,-                    ,R                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 2, 105.00,    237.0500,Goll     ,Radiolarians                                 ,R              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,T                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 3, 105.00,    238.5500,Goll     ,Radiolarians                                 ,R              ,G                 ,SP                     ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,-                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 4, 105.00,    240.0500,Goll     ,Radiolarians                                 ,R              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,R                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,-                          ,                  ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,T                    ,C                     ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 5, 105.00,    241.5500,Goll     ,Radiolarians                                 ,C              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,                   ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,SP                         ,T                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,C                     ,-                  ,R                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X, 6, 105.00,    243.0500,Goll     ,Radiolarians                                 ,F              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,SP                         ,SP                ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,SP                    ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 26,X,CC,  37.00,    244.2900,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,C                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 1, 105.00,    245.3500,Goll     ,Radiolarians                                 ,C              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,T                    ,-                     ,-                  ,R                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 2, 105.00,    246.8500,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,C                   ,-                              ,-                    ,C                     ,-                  ,SP                     ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 3, 105.00,    248.3500,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                     ,-                          ,                  ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,C                   ,-                              ,T                    ,C                     ,-                  ,R                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 4, 105.00,    249.8500,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                     ,-                          ,T                 ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,SP                   ,C                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 5, 105.00,    251.3500,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,-                          ,R                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,C                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X, 6, 105.00,    252.8500,Goll     ,Radiolarians                                 ,C              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,R                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                     ,-                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,T                    ,A                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. sandellae      ,              ,104, 643,A, 27,X,CC,  31.00,    253.9800,Goll     ,Radiolarians                                 ,F              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,T                     ,-                          ,T                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,R                     ,-                  ,T                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 1, 105.00,    255.1500,Goll     ,Radiolarians                                 ,C              ,G                 ,A                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,R                          ,-                 ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,A                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 2, 105.00,    256.6500,Goll     ,Radiolarians                                 ,F              ,G                 ,C                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,C                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,A                     ,R                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,C                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 3, 105.00,    258.1500,Goll     ,Radiolarians                                 ,A              ,G                 ,SP                     ,-                               ,-                   ,-                       ,-                ,-                      ,T                ,A                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,A                          ,A                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,A                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 4, 105.00,    259.6500,Goll     ,Radiolarians                                 ,F              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,T                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,C                          ,SP                ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,SP                    ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 5, 105.00,    261.1500,Goll     ,Radiolarians                                 ,C              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,SP                         ,T                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,SP                    ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X, 6, 105.00,    262.6500,Goll     ,Radiolarians                                 ,A              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,SP                 ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,A                          ,C                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,A                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 28,X,CC,  33.00,    263.8400,Goll     ,Radiolarians                                 ,F              ,G                 ,-                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,T                     ,C                          ,R                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,T                   ,-                              ,-                    ,R                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 1, 105.00,    264.9500,Goll     ,Radiolarians                                 ,A              ,G                 ,-                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,T                     ,SP                         ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,SP                    ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 2, 105.00,    266.4500,Goll     ,Radiolarians                                 ,C              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,SP                         ,SP                ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,R                   ,-                              ,-                    ,C                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 3, 105.00,    267.9500,Goll     ,Radiolarians                                 ,A              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,R                     ,VA                         ,R                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,-                    ,A                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 4, 105.00,    269.4500,Goll     ,Radiolarians                                 ,A              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,A                     ,VA                         ,SP                ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,-                    ,D                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 5, 105.00,    270.9500,Goll     ,Radiolarians                                 ,A              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,VA                         ,C                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,-                    ,C                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X, 6, 105.00,    272.4500,Goll     ,Radiolarians                                 ,A              ,G                 ,R                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,C                     ,VA                         ,A                 ,-                    ,-                        ,T                      ,-                     ,-                     ,-                                 ,-                    ,C                   ,-                              ,-                    ,D                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 29,X,CC,  39.00,    273.6900,Goll     ,Radiolarians                                 ,C              ,G                 ,-                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,SP                    ,A                          ,C                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,SP                  ,-                              ,-                    ,C                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,G. japonica kiaeri,              ,104, 643,A, 30,X,CC,  52.00,    274.2200,Goll     ,Radiolarians                                 ,F              ,M                 ,-                      ,-                               ,-                   ,-                       ,-                ,-                      ,-                ,-                  ,-                    ,-                         ,-                           ,-                ,-                    ,-                                ,-                 ,-                 ,-                     ,R                          ,-                 ,-                    ,-                        ,-                      ,-                     ,-                     ,-                                 ,-                    ,-                   ,-                              ,-                    ,T                     ,-                  ,-                      ,-                  ,-                     ,-                          ,-                     ,-                  ,-                 ,-              ,-                   ,-                             ,from ODP 104 SR Chapter 35 Table 5 p 716-718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
