Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Paragloborotalia mayeri	Neogloboquadrina continuosa	Globoquadrina venezuelana	Globoquadrina baroemoenensis	Globigerinoides subquadratus	Globigerinoides sacculifer (without sack)	Globigerinoides obliquus	Globigerinoides altiapertura	Globigerinita glutinata	Globigerinatella insueta	Fohsella peripheroronda	Dentoglobigerina altispira	Catapsydrax dissimilis	Globoquadrina dehiscens	Globigerinella aequilateralis	Cassigerinella chipolensis	Sphaeroidinellopsis disjuncta	Globigerinoides sacculifer	Fohsella birnageae	Praeorbulina sicana	Paragloborotalia semivera	Globoconella praescitula	Globorotaloides hexagonus	Globoconella zealandica	Hirsutella scitula	Menardella archeomenardii	Globoconella miozea	Sphaeroidinellopsis seminulina	Fohsella peripheroacuta	Sphaeroidinellopsis kochi	Orbulina universa	Menardella praemenardii	Fohsella praefohsi	Globorotalia lenguaensis	Fohsella fohsi fohsi	Globoturborotalita woodi	Globigerina bulloides	Globoconella panda	Menardella menardii (sinistral)	Globoturborotalita nepenthes	Globoturborotalita druryi	Menardella menardii (dextral)	Menardella limbata (sinistral)	Globigerina falconensis	Neogloboquadrina acostaensis	Hirsutella cibaoensis	Globorotalia paralenguaensis	Globorotalia merotumida	Neogloboquadrina pachyderma (sinistral)	Globigerinoides ruber	Neogloboquadrina pachyderma (dextral)	Globoturborotalita decoraperta	Globigerinoides extremus	Sphaeroidinellopsis paenedehiscens	Hirsutella challengeri	Globoturborotalita apertura	Candeina nitida	Neogloboquadrina dutertrei	Globigerinoides seigliei	Hirsutella juanai	Globorotalia plesiotumida	Menardella limbata (dextral)	Neogloboquadrina humerosa	Globigerinoides conglobatus	Pulleniatina primalis (sin.)	Globorotalia tumida	Sphaeroidinella dehiscens	Menardella multicamerata	Hirsutella margaritae	Truncorotalia crassaformis	Menardella exilis	Hirsutella hirsuta	Pulleniatina primalis (dex.)	Menardella pertenuis	Menardella miocenica	Globoturborotalita rubescens	Globigerinoides fistulosus	Globorotalia ungulata	Pulleniatina obliquiloculata	Truncorotalia truncatulinoides (dex.)	Truncorotalia truncatulinoides (sin.)	Globoconella inflata	Beella praedigitata	Beella digitata	Globoturborotalita tenella	Berggrenia riedeli	Comment

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 22	X	 4	  42.00	    202.5200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	R                       	                            	R                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	R                       	R                    	                  	R                              	F                           	                         	                             	                              	                       	F                           	R                    	                            	                       	R                                      	                     	                                     	                              	                        	R                                 	                      	                           	R              	R                         	                        	R                	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 22	X	CC	   9.00	    203.9200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	                         	                            	                            	R                                        	F                       	                            	R                      	                        	                       	                          	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	F                             	                       	                         	R                	                       	                  	                        	                    	R                       	                     	                  	F                              	R                           	                         	                             	                              	                       	R                           	                     	                            	                       	R                                      	                     	R                                    	                              	R                       	F                                 	                      	                           	S              	R                         	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 23	X	 2	  42.00	    202.5200	Chaisson 	Planktonic Foraminifers                      	               	P                 	                       	                           	R                        	                            	                            	R                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	F                             	                       	                         	R                	                       	                  	                        	                    	R                       	R                    	                  	R                              	F                           	                         	                             	R                             	                       	R                           	                     	                            	                       	R                                      	                     	                                     	                              	                        	F                                 	                      	                           	               	R                         	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 23	X	 5	  42.00	    207.0200	Chaisson 	Planktonic Foraminifers                      	               	P                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	F                             	                       	                         	F                	                       	                  	                        	                    	F                       	R                    	                  	R                              	R                           	                         	                             	                              	                       	R                           	                     	                            	                       	R                                      	                     	                                     	                              	R                       	                                  	                      	                           	               	R                         	                        	                 	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 23	X	CC	  33.00	    210.4300	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	R                                        	R                       	                            	R                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	F                             	                       	                         	R                	                       	                  	                        	                    	R                       	                     	                  	                               	R                           	                         	                             	                              	                       	F                           	R                    	                            	                       	C                                      	                     	                                     	                              	R                       	F                                 	                      	                           	               	R                         	                        	                 	R                        	R                           	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 24	X	 2	  41.00	    212.2100	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	F                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	R                             	                       	F                           	                     	                            	                       	                                       	R                    	                                     	                              	F                       	R                                 	                      	                           	S              	R                         	                        	R                	F                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 24	X	 5	  42.00	    216.7200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	R                             	                       	                         	F                	                       	                  	                        	                    	R                       	R                    	                  	                               	R                           	                         	R                            	                              	                       	F                           	S                    	                            	                       	R                                      	                     	                                     	                              	R                       	R                                 	                      	                           	R              	R                         	                        	R                	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 24	X	CC	  35.00	    220.0800	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	R                                        	C                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	F                             	                       	R                        	R                	                       	                  	                        	                    	R                       	                     	                  	                               	R                           	                         	                             	                              	                       	R                           	R                    	                            	                       	                                       	R                    	                                     	                              	F                       	R                                 	                      	                           	               	R                         	R                       	                 	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 25	X	 2	  40.00	    221.8000	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	R                           	                            	F                                        	R                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	F                             	                       	                         	R                	                       	                  	                        	                    	R                       	                     	                  	R                              	F                           	                         	                             	                              	                       	R                           	                     	                            	                       	                                       	                     	                                     	S                             	R                       	R                                 	                      	                           	               	R                         	                        	R                	F                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 25	X	 5	  42.00	    226.3200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	R                             	                       	R                           	                     	                            	                       	R                                      	S                    	                                     	                              	                        	                                  	                      	                           	               	R                         	                        	                 	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 25	X	CC	  20.00	    229.6000	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	R                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	F                             	                       	                         	R                	                       	                  	                        	                    	                        	                     	                  	R                              	F                           	                         	                             	                              	                       	R                           	R                    	                            	R                      	R                                      	                     	                                     	S                             	R                       	R                                 	                      	                           	               	R                         	R                       	R                	F                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 26	X	 2	  40.00	    231.4000	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	R                                        	C                       	                            	F                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	                  	                         	                   	                              	                       	                         	R                	                       	                  	                        	                    	R                       	                     	                  	R                              	                            	                         	                             	R                             	                       	F                           	                     	                            	                       	                                       	                     	                                     	                              	R                       	                                  	                      	                           	               	                          	                        	R                	F                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N17               	N18           	165	 999	A	 26	X	 5	  50.00	    236.0000	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	R                      	                        	                       	R                         	                      	                       	                             	                          	                             	R                         	                  	                   	                         	                        	R                        	                       	                  	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	R                       	                     	                  	                               	R                           	                         	                             	R                             	                       	F                           	                     	                            	                       	R                                      	                     	                                     	                              	F                       	                                  	                      	                           	               	?                         	                        	                 	R                        	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 26	X	CC	  17.00	    239.1600	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	R                        	                            	                            	F                                        	F                       	                            	                       	                        	                       	R                         	                      	                       	S                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	                        	                     	                  	R                              	R                           	                         	                             	                              	                       	F                           	                     	                            	                       	R                                      	S                    	                                     	                              	R                       	                                  	                      	                           	               	                          	                        	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 27	X	 2	  42.00	    241.0200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	?                          	R                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	R                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	                     	                  	R                              	R                           	                         	                             	                              	                       	F                           	                     	                            	S                      	R                                      	                     	                                     	                              	                        	                                  	R                     	                           	               	?                         	                        	S                	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 27	X	 5	  42.00	    245.5200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	F                         	                      	R                      	                             	                          	                             	R                         	                  	                   	                         	                        	                         	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	R                              	R                           	                         	                             	R                             	                       	F                           	                     	                            	R                      	R                                      	                     	                                     	R                             	                        	                                  	                      	                           	R              	?                         	                        	R                	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 27	X	CC	  25.00	    248.4900	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	R                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	                         	                       	S                 	                         	                   	R                             	                       	                         	R                	                       	                  	                        	                    	F                       	R                    	                  	                               	R                           	                         	                             	R                             	                       	F                           	                     	                            	R                      	R                                      	                     	S                                    	                              	R                       	R                                 	R                     	                           	               	?                         	S                       	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 28	X	 2	  42.00	    250.6200	Chaisson 	Planktonic Foraminifers                      	               	G                 	                       	                           	F                        	                            	                            	F                                        	F                       	                            	F                      	                        	                       	F                         	                      	R                      	R                            	                          	                             	R                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	R                       	                    	F                       	R                    	                  	R                              	R                           	                         	                             	S                             	R                      	F                           	                     	R                           	R                      	                                       	                     	                                     	R                             	?                       	                                  	                      	S                          	               	?                         	                        	R                	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A

  SR	Late Miocene     	                 	N16               	              	165	 999	A	 28	X	 5	  42.00	    255.1200	Chaisson 	Planktonic Foraminifers                      	               	M                 	                       	                           	F                        	                            	                            	F                                        	C                       	                            	F                      	                        	                       	F                         	                      	                       	R                            	                          	                             	R                         	                  	                   	                         	                        	R                        	                       	R                 	                         	                   	R                             	                       	                         	R                	                       	                  	R                       	                    	F                       	R                    	                  	                               	F                           	                         	                             	                              	R                      	R                           	                     	R                           	                       	R                                      	                     	                                     	R                             	                        	                                  	                      	R                          	               	?                         	R                       	                 	                         	                            	                         	                           	                            	                   	                         	                        	                     	                          	                 	                  	                            	                    	                    	                            	                          	                     	                            	                                     	                                     	                    	                   	               	                          	                  	from 165SR. Ch. 2. Appendix A
