Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus rugosus/rioensis,Sphenolithus spp.,Reticulofenestrid taxa,Reticulofenestra pseudoumbilicus,Discoaster in class,Discoaster brouweri,Coccolithus pelagicus,Coccolithus miopelagicus,Calcidiscus macintyrei,Calcidiscus leptoporus,Discoaster variabilis,Discoaster exilis,Discoaster calcaris,Discoaster moorei,Discoaster bellus,Discoaster hamatus,Catinaster coalitus,Discoaster hamatus/bellus,Discoaster neohamatus,Minylitha convallis,Discoaster triradiatus,Discoaster loeblichii,Discoaster adamanteus,Discoaster intercalaris,Helicosphaera carteri,Discoaster surculus,Discoaster quinqueramus,Amaurolithus primus,Discoaster asymmetricus,Amaurolithus delicatus,Discoaster pentaradiatus,Amaurolithus tricorniculatus,Triquetrorhabdulus extensus,Discoaster prepentaradiatus,Amaurolithus amplificus,Rhabdosphaera spp.,Reticulofenestra spp.,Ceratolithus acutus,Geminilithella rotula,Ceratolithus rugosus,Coccolithus radiatus,Discoaster tristellifer,Ceratolithus cristatus/telesmus,Syracosphaera spp.,Discoaster pansus,Pontosphaera sp.,Helicosphaera sellii,Discoaster tamalis,Pseudoemiliania lacunosa,Discoaster decorus,Gephyrocapsa spp. small (<4 microns),Umbilicosphaera spp.,Thoracosphaera spp.,Gephyrocapsa oceanica,Helicosphaera wallichii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 4,  40.00,     76.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,F                                  ,C                ,C                     ,T                               ,C                  ,C                  ,C                    ,                        ,C                     ,C                     ,C                    ,                 ,                   ,T                ,R                ,                  ,                   ,                         ,                     ,                   ,                      ,R                    ,                     ,                       ,F                    ,R                  ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 4, 100.00,     77.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,C                                  ,A                ,C                     ,                                ,                   ,A                  ,C                    ,                        ,F                     ,C                     ,A                    ,                 ,                   ,R                ,F                ,                  ,                   ,                         ,R                    ,                   ,                      ,C                    ,                     ,T                      ,C                    ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 5,  36.00,     78.3600,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,A                ,A                     ,                                ,C                  ,A                  ,C                    ,                        ,R                     ,C                     ,C                    ,                 ,                   ,T                ,A                ,                  ,                   ,                         ,                     ,                   ,                      ,A                    ,                     ,                       ,F                    ,T                  ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN9a              ,              ,138, 848,C,  9,H, 5, 119.00,     79.1900,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,A                ,R                     ,                                ,A                  ,C                  ,+                    ,                        ,+                     ,+                     ,C                    ,                 ,                   ,                 ,C                ,                  ,                   ,                         ,R                    ,T                  ,                      ,R                    ,                     ,T                      ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8b              ,              ,138, 848,C,  9,H, 6,  40.00,     79.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,                      ,                                ,                   ,R                  ,+                    ,                        ,+                     ,+                     ,C                    ,                 ,                   ,                 ,D                ,                  ,                   ,                         ,                     ,R                  ,                      ,R                    ,T                    ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C,  9,H, 6, 119.00,     80.6900,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,T                     ,                                ,R                  ,R                  ,+                    ,                        ,+                     ,                      ,R                    ,                 ,                   ,                 ,D                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 1,  40.00,     81.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,R                  ,C                  ,+                    ,                        ,                      ,+                     ,T                    ,                 ,                   ,                 ,C                ,                  ,                   ,                         ,C                    ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 1, 120.00,     82.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,F                               ,R                  ,C                  ,+                    ,                        ,+                     ,+                     ,F                    ,                 ,                   ,                 ,?                ,                  ,                   ,                         ,R                    ,F                  ,T                     ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 2,  47.00,     83.4700,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,F                ,A                     ,C                               ,R                  ,A                  ,+                    ,                        ,+                     ,+                     ,R                    ,                 ,                   ,                 ,R                ,                  ,                   ,                         ,C                    ,R                  ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 2, 120.00,     84.2000,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,F                ,A                     ,R                               ,                   ,F                  ,+                    ,                        ,                      ,+                     ,F                    ,                 ,                   ,                 ,R                ,                  ,                   ,                         ,                     ,R                  ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 3,  46.00,     84.9600,Raffi    ,Nannofossils                                 ,A              ,P-M               ,+                                  ,F                ,A                     ,R                               ,C                  ,F                  ,+                    ,                        ,+                     ,+                     ,                     ,                 ,                   ,                 ,F                ,                  ,                   ,                         ,R                    ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 3, 108.00,     85.5800,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,F                ,A                     ,F                               ,C                  ,C                  ,+                    ,                        ,                      ,+                     ,                     ,                 ,                   ,                 ,cf               ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN8a              ,              ,138, 848,C, 10,H, 3, 125.00,     85.7500,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,C                ,C                     ,F                               ,F                  ,F                  ,+                    ,                        ,+                     ,+                     ,R                    ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,R                    ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 4,  10.00,     86.1000,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,F                ,A                     ,F                               ,                   ,F                  ,+                    ,                        ,                      ,+                     ,C                    ,                 ,                   ,T                ,R                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 4,  40.00,     86.4000,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,F                ,A                     ,F                               ,                   ,R                  ,+                    ,                        ,+                     ,+                     ,R                    ,                 ,                   ,                 ,C                ,T                 ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 4,  85.00,     86.8500,Raffi    ,Nannofossils                                 ,A              ,M                 ,+                                  ,F                ,A                     ,F                               ,R                  ,F                  ,+                    ,                        ,                      ,                      ,C                    ,                 ,                   ,T                ,C                ,R                 ,                   ,T                        ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 4, 150.00,     87.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,F                  ,F                  ,+                    ,                        ,+                     ,+                     ,C                    ,                 ,                   ,                 ,A                ,F                 ,                   ,C                        ,T                    ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 5,  40.00,     87.9000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,R                  ,R                  ,+                    ,                        ,+                     ,                      ,F                    ,                 ,                   ,T                ,R                ,R                 ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 5, 120.00,     88.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,C                  ,R                  ,+                    ,                        ,+                     ,+                     ,F                    ,                 ,                   ,T                ,A                ,R                 ,                   ,T                        ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 6,  40.00,     89.4000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,C                  ,                   ,C                    ,                        ,                      ,+                     ,R                    ,                 ,                   ,                 ,A                ,R                 ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 6, 120.00,     90.2000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,F                               ,C                  ,F                  ,C                    ,                        ,+                     ,+                     ,R                    ,                 ,                   ,                 ,F                ,T                 ,                   ,T                        ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 7,  10.00,     90.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,C                  ,R                  ,+                    ,                        ,+                     ,+                     ,F                    ,                 ,                   ,                 ,R                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 7,  20.00,     90.7000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,A                     ,C                               ,C                  ,T                  ,+                    ,                        ,+                     ,+                     ,F                    ,                 ,                   ,T                ,F                ,R                 ,T                  ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN7               ,              ,138, 848,C, 10,H, 7,  57.00,     91.0700,Raffi    ,Nannofossils                                 ,A              ,M-G               ,+                                  ,+                ,C                     ,A                               ,C                  ,F                  ,+                    ,                        ,+                     ,+                     ,                     ,                 ,                   ,                 ,C                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 848,C, 11,X, 1,  20.00,     91.2000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,A                                  ,+                ,A                     ,A                               ,F                  ,                   ,+                    ,F                       ,+                     ,+                     ,C                    ,                 ,                   ,T                ,R                ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 848,C, 11,X, 1,  50.00,     91.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,C                                  ,+                ,A                     ,A                               ,C                  ,R                  ,+                    ,C                       ,                      ,+                     ,C                    ,F                ,T                  ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 848,C, 11,X, 1, 115.00,     92.1500,Raffi    ,Nannofossils                                 ,A              ,M                 ,C                                  ,+                ,A                     ,A                               ,C                  ,R                  ,+                    ,A                       ,+                     ,+                     ,cf                   ,cf               ,R                  ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Miocene          ,                 ,CN6               ,              ,138, 848,C, 11,X, 2,  35.00,     92.8500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,C                                  ,+                ,A                     ,C                               ,C                  ,R                  ,+                    ,A                       ,+                     ,+                     ,                     ,                 ,                   ,                 ,                 ,                  ,                   ,                         ,                     ,                   ,                      ,                     ,                     ,                       ,                     ,                   ,                       ,                   ,                       ,                      ,                        ,                            ,                           ,                           ,                       ,                  ,                     ,                   ,                     ,                    ,                    ,                       ,                               ,                  ,                 ,                ,                    ,                  ,                        ,                  ,                                    ,                    ,                   ,                     ,                       ,from ODP Leg 138 SR Chapter 12 Table 18 pp 274-277
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
