Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia praescitula,Globoquadrina venezuelana,Catapsydrax parvulus,Globoquadrina cf. G. venezuelana,Globigerina spp.,Globigerina bulloides,Globigerina woodi,Neogloboquadrina spp.,Neogloboquadrina pachyderma (dextral),Neogloboquadrina humerosa,Globigerinella obesa,Globigerina cf. G. bulloides,Globigerina falconensis,Globigerinita uvula,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina himiensis,Neogloboquadrina asanoi,Turborotalita humilis,Tenuitella parkerae,Neogloboquadrina pachyderma (sin.),Neogloboquadrina pachyderma (dex.),Globigerinita minuta,Globigerinita glutinata,Globigerina umbilicata,Globigerina quinqueloba,Globigerina clarkei,Comment
  SR,                 ,                 ,                  ,              ,127, 797,B, 17,H, 8,  12.00,    156.8900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,1                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 1,  80.00,    158.7000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 2,  80.00,    160.2000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 3,  70.00,    161.6000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 4,  80.00,    163.2000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 5,  80.00,    164.7000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H, 6,  60.00,    166.0000,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 18,H,CC,  36.00,    166.4100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,4                    ,                 ,                     ,1                                    ,                         ,                    ,                            ,                       ,                   ,1                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 1,  79.00,    167.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 2,  79.00,    168.6900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 3,  79.00,    170.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 4,  79.00,    171.6900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 5,  79.00,    173.1900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 19,H, 6,  79.00,    174.6900,Brunner  ,Planktonic Foraminifers                      ,B              ,                  ,                        ,                         ,                    ,                                ,                ,0                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,0                  ,                                       ,                          ,                       ,0                    ,0                  ,0                                 ,0                                 ,0                   ,0                      ,0                     ,0                      ,                   ,from ODP Legs 127&128 SR Chapter 12 Table 8 p 210-215
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 20,X,CC,  18.00,    183.8100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,2                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,1                                      ,1                         ,1                      ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 25,X,CC,  30.00,    233.6700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,3                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 27,X,CC,  26.00,    253.1000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,1                                      ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 31,X,CC,  16.00,    291.8200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,2               ,29                   ,                 ,                     ,                                     ,                         ,1                   ,                            ,                       ,2                  ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 33,X,CC,  27.00,    307.8900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,3               ,1                    ,                 ,                     ,1                                    ,                         ,                    ,                            ,2                      ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 35,X,CC,  34.00,    329.3000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,8               ,                     ,                 ,9                    ,5                                    ,6                        ,4                   ,12                          ,                       ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 36,X,CC,   3.00,    330.6300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,                ,                     ,1                ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 49,X,CC,  37.00,    463.7600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,                         ,                    ,                                ,1               ,1                    ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 51,X,CC,  40.00,    483.7000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,                        ,23                       ,                    ,16                              ,4               ,                     ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,127, 797,B, 52,X,CC,  31.00,    494.2500,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,1                       ,6                        ,1                   ,                                ,                ,                     ,                 ,                     ,                                     ,                         ,                    ,                            ,                       ,                   ,                                       ,                          ,                       ,                     ,                   ,                                  ,                                  ,                    ,                       ,                      ,                       ,                   ,from ODP Leg 127&128 Chapter 12 Table 5 p 202-207
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
