Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Laeviheterohelix turgida,Whiteinellid taxa,Rotalipora sp.,Praeglobotruncana stephani,Marginotruncanid taxa,Hedbergella planispira,Dicarinellid taxa,Globigerinelloides ultramicrus,Globigerinelloides bentonensis,Favusella washitensis,Whiteinella paradubia,Whiteinella baltica,Whiteinella archaeocretacea,Whiteinella aprica,Heterohelix reussi,Heterohelix moremani,Helvetoglobotruncana helvetica,Globigerinelloides bollii,Marginotruncana sigali,Marginotruncana schneegansi,Marginotruncana renzi,Hedbergella flandrini,Dicarinella primitiva,Dicarinella imbricata,Dicarinella hagni,Dicarinella concavata,Whiteinella sp.,Whiteinella praehelvetica,Marginotruncana sp.,Marginotruncana pseudolinneiana,Heterohelix sp.,Heterohelix globulosa,Hedbergella delrioensis,Guembelitria cretacea,Falsotruncana maslakovae,Dicarinella sp.,Dicarinella canaliculata,Praeglobotruncana gibba,Marginotruncana marginata,Hedbergella sp.,Pseudoguembelina costellifera,Laeviheterohelix pulchra,Contusotruncana fornicata,Clavihedbergella simplex,Marginotruncana sinuosa,Heterohelix carinata,Globigerinelloides prairiehillensis,Globigerinelloides messinae,Heterohelix striata,Hedbergella holmdelensis,Marginotruncana coronata,Globigerinelloides caseyi,Sigalia decoratissima carpatica,Globigerinoides asper,Dicarinella asymetrica,Ventilabrella eggeri,Heterohelix sphenoides,Globigerinelloides subcarinatus,Hedbergella monmouthensis,Globotruncana lapparenti,Sigalia deflaensis rugocostata,Globotruncana sp.,Globotruncanita stuartiformis,Globotruncana orientalis,Globotruncana mariei,Globotruncana linneiana,Globotruncana arca,Globotruncana bulloides,Globotruncana rosetta,Pseudotextularia elegans,Globigerinelloides alvarezi,Archaeoglobigerina blowi,Contusotruncana plummerae,Contusotruncana patelliformis,Archaeoglobigerina sp.,Globotruncanella minuta,Globotruncana rugosa,Biglobigerinella multispina,Archaeoglobigerina cretacea,Radotruncana calcarata,Heterohelix navarroensis,Pseudoguembelina costulata,Globotruncana ventricosa,Rugoglobigerina sp.,Globotruncanita stuarti,Globotruncana falsostuarti,Ventilabrella multicamerata,Heterohelix punctulata,Rugoglobigerina rugosa,Globotruncanita sp.,Globotruncana aegyptiaca,Rugoglobigerina macrocephala,Pseudoguembelina palpebra,Planoglobulina riograndensis,Heterohelix planata,Rugoglobigerina rugosa/hexacamerata,Rugoglobigerina reicheli,Rugoglobigerina pennyi,Rugoglobigerina hexacamerata,Planoglobulina carseyae,Gansserina gansseri,Abathomphalus intermedius,Globotruncanita pettersi,Pseudoguembelina excolata,Kuglerina rotundata,Gansserina wiedenmayeri,Globotruncana esnehensis,Pseudotextularia nuttalli,Gublerina acuta,Globotruncanita conica,Globotruncana insignis,Pseudoguembelina hariaensis,Kefiana sp.,Gublerina cuvillieri,Globotruncanita angulata,Rugoglobigerina milamensis,Globotruncanella petaloidea,Contusotruncana plicata,Globotruncana dupeublei,Pseudotextularia intermedia,Pseudoguembelina kempensis,Plummerita hantkeninoides,Planoglobulina acervulinoides,Planoglobulina sp.,Contusotruncana contusa,Racemiguembelina fructicosa,Abathomphalus mayaroensis,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS28              ,              ,160, 967,E, 18,R, 2, 113.00,    275.5100,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,VR                       ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,VR                      ,C                        ,                        ,                       ,                    ,C                                  ,VR                         ,                   ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,                             ,VR                      ,R                   ,                       ,C                 ,                       ,                     ,                        ,                           ,                        ,VR                       ,cf/VR                        ,                      ,                       ,                    ,                           ,                           ,                      ,VR                      ,C                         ,                        ,                   ,VR                     ,                          ,                           ,C                     ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS28              ,              ,160, 967,E, 18,R, 3,  29.00,    276.0900,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,VR                       ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,C                    ,                       ,VR                   ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,VR                  ,R                                  ,C                          ,                   ,C                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,VR                       ,                        ,                              ,                 ,VR                           ,R                       ,C                   ,grC                    ,C                 ,R                      ,                     ,                        ,cf/VR                      ,VR                      ,C                        ,cf/R                         ,                      ,                       ,                    ,                           ,                           ,                      ,C                       ,R                         ,                        ,                   ,VR                     ,cf/VR                     ,VR                         ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS28              ,              ,160, 967,E, 18,R, 3,  51.00,    276.3100,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,C                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,cf/R                         ,VR                      ,C                        ,                        ,                       ,                    ,C                                  ,VR                         ,                   ,C                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,C                ,C                            ,R                       ,A                   ,grC                    ,cf/C              ,                       ,                     ,                        ,                           ,R                       ,A                        ,cf/VR                        ,                      ,VR                     ,                    ,                           ,VR                         ,                      ,C                       ,R                         ,                        ,VR                 ,R                      ,cf/VR                     ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS27              ,              ,160, 967,E, 19,R, 1,  69.00,    283.3900,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,C                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,cf/R                    ,VR                       ,                        ,                       ,R                   ,C                                  ,A                          ,C                  ,C                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,cf/VR                    ,                        ,                              ,C                ,                             ,C                       ,                    ,grC                    ,cf/VR             ,                       ,                     ,                        ,                           ,                        ,C                        ,                             ,                      ,                       ,                    ,                           ,                           ,VR                    ,cf/R                    ,A                         ,C                       ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS27              ,              ,160, 967,E, 19,R, 1, 120.00,    283.9000,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,R                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,R                   ,R                                  ,C                          ,C                  ,cf/R                    ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,C                ,                             ,A                       ,                    ,R                      ,R                 ,C                      ,                     ,                        ,                           ,R                       ,C                        ,VR                           ,                      ,                       ,                    ,                           ,                           ,grR                   ,R                       ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS26              ,              ,160, 967,E, 20,R, 2,  45.00,    294.1200,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,R                     ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,C                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,?                              ,C              ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,VR                       ,                        ,                       ,R                   ,C                                  ,C                          ,R                  ,C                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,cf/VR                          ,R                        ,                        ,                              ,                 ,                             ,C                       ,                    ,VR                     ,R                 ,                       ,cf/VR                ,                        ,                           ,cf/R                    ,C                        ,                             ,                      ,VR                     ,VR                  ,VR                         ,cf/VR                      ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS26              ,              ,160, 967,E, 21,R, 1,  46.00,    302.3600,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,VR                    ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,C                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,C              ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,C                       ,                         ,                        ,                       ,R                   ,C                                  ,cf/R                       ,cf/C               ,                        ,                        ,                         ,                               ,C                    ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,C                ,C                            ,A                       ,                    ,grR                    ,R                 ,                       ,cf/R                 ,                        ,                           ,cf/VR                   ,C                        ,cf/VR                        ,C                     ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS26              ,              ,160, 967,E, 21,R, 2,  16.00,    303.5600,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,C                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,                               ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,VR             ,                             ,cf/VR                   ,C                        ,                        ,                       ,VR                  ,A                                  ,cf/C                       ,A                  ,R                       ,                        ,                         ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,C                ,R                            ,R                       ,                    ,C                      ,C                 ,                       ,                     ,VR                      ,VR                         ,C                       ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS26              ,              ,160, 967,E, 22,R, 1,  19.00,    311.7900,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,R                     ,                 ,                              ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,R                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,?                              ,               ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,R                       ,C                        ,                        ,                       ,R                   ,R                                  ,R                          ,C                  ,R                       ,                        ,VR                       ,                               ,                     ,                      ,                    ,                      ,                               ,R                        ,                        ,                              ,                 ,R                            ,R                       ,                    ,C                      ,C                 ,VR                     ,R                    ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,KS26              ,              ,160, 967,E, 22,R, 1, 113.00,    312.7300,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,cf/R                     ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,?                              ,C              ,A                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,C              ,                             ,cf/VR                   ,                         ,                        ,                       ,A                   ,C                                  ,                           ,                   ,C                       ,                        ,cf/R                     ,                               ,VR                   ,                      ,                    ,                      ,                               ,                         ,                        ,                              ,                 ,VR                           ,                        ,                    ,                       ,C                 ,R                      ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Campanian        ,                 ,G. elevata - KS25 ,              ,160, 967,E, 23,R, 1,  33.00,    321.5300,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,?                              ,               ,C                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,               ,                             ,cf/VR                   ,VR                       ,                        ,                       ,C                   ,cf/C                               ,cf/R                       ,                   ,R                       ,                        ,                         ,                               ,cf/C                 ,                      ,                    ,                      ,VR                             ,                         ,                        ,                              ,C                ,R                            ,R                       ,                    ,                       ,R                 ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,G. elevata - KS25 ,              ,160, 967,E, 23,R, 1,  48.00,    321.6800,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,                      ,                 ,R                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,                         ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,                     ,               ,                         ,                   ,C                              ,               ,R                    ,                       ,                     ,                        ,               ,                        ,                       ,                         ,R              ,                             ,                        ,C                        ,                        ,                       ,VR                  ,                                   ,R                          ,                   ,R                       ,                        ,                         ,                               ,C                    ,                      ,C                   ,                      ,                               ,                         ,                        ,                              ,C                ,C                            ,VR                      ,cf/VR               ,R                      ,C                 ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Santonian        ,                 ,KS24              ,              ,160, 967,E, 24,R, 1,  22.00,    331.0200,Premoli Silva,Planktonic Foraminifers                      ,               ,                  ,                        ,                 ,              ,                          ,                     ,VR                    ,                 ,C                             ,                              ,                     ,                     ,                   ,                           ,                  ,                  ,                    ,                              ,R                        ,                      ,                           ,                     ,                     ,                     ,                     ,                 ,?VR                  ,               ,                         ,A                  ,A                              ,               ,C                    ,                       ,VR                   ,                        ,               ,                        ,                       ,cf/C                     ,               ,                             ,cf/R                    ,R                        ,                        ,A                      ,C                   ,R                                  ,VR                         ,C                  ,                        ,cf/C                    ,cf/C                     ,                               ,C                    ,                      ,VR                  ,                      ,                               ,R                        ,                        ,                              ,                 ,                             ,                        ,                    ,                       ,                  ,                       ,                     ,                        ,                           ,                        ,                         ,                             ,                      ,                       ,                    ,                           ,                           ,                      ,                        ,                          ,                        ,                   ,                       ,                          ,                           ,                      ,                      ,                   ,                        ,                            ,                         ,                            ,                   ,                                   ,                        ,                      ,                            ,                       ,                   ,                         ,                        ,                         ,                   ,                       ,                        ,                         ,               ,                      ,                      ,                           ,           ,                    ,                        ,                          ,                           ,                       ,                       ,                           ,                          ,                         ,                             ,                  ,                       ,                           ,                         ,from Leg 160SR Ch 30 Table 3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
