Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Coccolithus pelagicus,Chiasmolithus solitus,Tribrachiatus orthostylus,Transversopontis pulcher,Toweius callosus,Imperiaster obscurus,Discoaster kuepperi,Chiasmolithus eograndis,Neococcolithes dubius,Discoaster lodoensis,Chiasmolithus expansus,Reticulofenestra samodurovii,Reticulofenestra daviesii,Markalius inversus,Discoaster spp.,Discoaster distinctus,Zygrhablithus bijugatus,Markalius apertus,Nannotetrina cristata,Coccolithus formosus,Discoaster barbadiensis,Reticulofenestra umbilica,Reticulofenestra reticulata,Reticulofenestra hillae,Reticulofenestra bisecta,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Discoaster deflandrei,Chiasmolithus altus,Sphenolithus moriformis,Pontosphaera multipora,Helicosphaera carteri,Sphenolithus conicus,Discoaster variabilis,Sphenolithus heteromorphus,Calcidiscus premacintyrei,Coccolithus miopelagicus,Discoaster intercalaris,Calcidiscus macintyrei,Lithostromation perdurum,Calcidiscus leptoporus,Reticulofenestra gelida,Reticulofenestra pseudoumbilicus,Reticulofenestra producta,Reticulofenestra perplexa,Amaurolithus delicatus,Discoaster surculus,Discoaster quinqueramus,Discoaster druggii,Discoaster brouweri,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 58,R, 1, 106.00,    831.7600,Wei      ,Nannofossils                                 ,V              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,F                        ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,F                       ,C                          ,R                         ,R                    ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 60,R, 1,  30.00,    850.3000,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,R                        ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,A                          ,R                         ,R                    ,                   ,                       ,R                     ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 62,R, 1,  67.00,    869.9700,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,R                        ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,A                          ,R                         ,                     ,                   ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 62,R, 2,  65.00,    871.2400,Wei      ,Nannofossils                                 ,V              ,M                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,R                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,C                          ,                          ,                     ,                   ,                       ,R                     ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 62,R,CC,  14.00,    871.6800,Wei      ,Nannofossils                                 ,V              ,P                 ,AA                   ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,A                          ,                          ,R                    ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 63,R, 1,  62.00,    879.5200,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,F                       ,A                          ,                          ,R                    ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 63,R, 2,  63.00,    881.0300,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,F                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,F                       ,A                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 63,R,CC,   0.00,    881.3600,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,F                       ,C                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 64,R,CC,   0.00,    888.5000,Wei      ,Nannofossils                                 ,R              ,P                 ,R                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,R                          ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 74,R, 1,  57.00,    983.2700,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,C                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,C                       ,F                          ,C                         ,                     ,                   ,F                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,152, 918,D, 74,R, 1, 110.00,    983.8000,Wei      ,Nannofossils                                 ,B              ,                  ,                     ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,A                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 75,R, 1,  56.00,    992.8600,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,A                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,C                       ,C                          ,C                         ,R                    ,C                  ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 75,R, 2, 106.00,    994.8600,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,C                        ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,A                       ,C                          ,F                         ,R                    ,C                  ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 75,R,CC,   0.00,    996.9400,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,A                       ,C                          ,F                         ,                     ,C                  ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 76,R, 1,  30.00,   1002.3000,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,C                      ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,C                       ,F                          ,F                         ,                     ,A                  ,R                      ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 86,R, 1,  17.00,   1098.6700,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,C                       ,F                          ,R                         ,R                    ,R                  ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 86,R, 1,  30.00,   1098.8000,Wei      ,Nannofossils                                 ,F              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,F                           ,R                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,F                       ,F                          ,R                         ,                     ,R                  ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 86,R, 1,  86.00,   1099.3600,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,R                        ,                  ,R              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,C                          ,R                         ,R                    ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,CP17              ,CP19          ,152, 918,D, 86,R, 2,  67.00,   1100.6700,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,                     ,                         ,                        ,                ,                    ,                   ,                       ,                     ,                    ,                      ,                            ,R                        ,                  ,F              ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,R                       ,F                          ,R                         ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP14a             ,              ,152, 918,D, 88,R, 1,   2.00,   1117.8199,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,R                    ,                         ,                        ,                ,                    ,                   ,                       ,R                    ,                    ,                      ,C                           ,C                        ,                  ,               ,                     ,R                      ,                 ,                     ,R                   ,1                      ,R                        ,F                          ,R                      ,R                       ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP11              ,CP13          ,152, 918,D, 88,R, 1,  49.00,   1118.2900,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,C                    ,                         ,                        ,                ,                    ,                   ,                       ,R                    ,                    ,                      ,C                           ,C                        ,                  ,               ,                     ,                       ,                 ,                     ,R                   ,1                      ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP11              ,CP13          ,152, 918,D, 88,R,CC,  17.00,   1119.0000,Wei      ,Nannofossils                                 ,V              ,M                 ,A                    ,C                    ,                         ,                        ,                ,                    ,                   ,                       ,R                    ,                    ,                      ,C                           ,A                        ,                  ,               ,                     ,A                      ,                 ,1                    ,R                   ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP11              ,CP13          ,152, 918,D, 89,R,CC,  13.00,   1132.1801,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,A                    ,                         ,A                       ,                ,                    ,                   ,                       ,                     ,R                   ,                      ,C                           ,C                        ,                  ,R              ,                     ,C                      ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP11              ,CP13          ,152, 918,D, 90,R, 2,  39.00,   1137.8300,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,A                    ,                         ,A                       ,                ,                    ,R                  ,                       ,R                    ,F                   ,                      ,A                           ,R                        ,R                 ,               ,1                    ,R                      ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,                 ,CP11              ,CP13          ,152, 918,D, 90,R, 3,  39.00,   1139.3300,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,A                    ,                         ,A                       ,                ,                    ,R                  ,                       ,                     ,R                   ,R                     ,A                           ,F                        ,                  ,               ,                     ,R                      ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP11              ,CP13          ,152, 918,D, 90,R,CC,  10.00,   1140.2800,Wei      ,Nannofossils                                 ,A              ,P                 ,A                    ,A                    ,                         ,A                       ,                ,                    ,R                  ,                       ,R                    ,R                   ,R                     ,F                           ,C                        ,                  ,               ,                     ,R                      ,R                ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP11              ,CP13          ,152, 918,D, 91,R, 1, 117.00,   1147.6700,Wei      ,Nannofossils                                 ,A              ,M                 ,A                    ,A                    ,                         ,C                       ,                ,                    ,R                  ,                       ,R                    ,R                   ,R                     ,C                           ,C                        ,R                 ,R              ,1                    ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP11              ,CP13          ,152, 918,D, 91,R,CC,  16.00,   1147.9500,Wei      ,Nannofossils                                 ,C              ,P                 ,C                    ,C                    ,                         ,C                       ,                ,                    ,R                  ,                       ,                     ,                    ,                      ,C                           ,F                        ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP10              ,              ,152, 918,D, 92,R, 1,  57.00,   1156.7700,Wei      ,Nannofossils                                 ,R              ,P                 ,R                    ,R                    ,R                        ,                        ,                ,                    ,R                  ,                       ,                     ,                    ,                      ,R                           ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP10              ,              ,152, 918,D, 92,R,CC,  23.00,   1158.3700,Wei      ,Nannofossils                                 ,F              ,P                 ,R                    ,F                    ,R                        ,R                       ,R               ,                    ,R                  ,                       ,                     ,                    ,R                     ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Eocene     ,                 ,CP10              ,              ,152, 918,D, 93,R, 1,  40.00,   1166.2000,Wei      ,Nannofossils                                 ,R              ,P                 ,R                    ,R                    ,R                        ,                        ,                ,                    ,R                  ,                       ,                     ,R                   ,                      ,                            ,                         ,                  ,               ,                     ,                       ,                 ,                     ,                    ,                       ,                         ,                           ,                       ,                        ,                           ,                          ,                     ,                   ,                       ,                      ,                     ,                    ,                     ,                          ,                         ,                        ,                       ,                      ,                        ,                      ,                       ,                                ,                         ,                         ,                      ,                   ,                       ,                  ,                   ,From Leg 152SR; Ch 11; Table 5; pp 152-153
