Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Thoracosphaera (unspecified taxon or taxa)	Sphenolithus pseudoradians	Sphenolithus predistentus	Sphenolithus moriformis	Reticulofenestra umbilica	Reticulofenestra (unspecified taxon or taxa)	Pontosphaera (unspecified taxon or taxa)	Helicosphaera recta	Helicosphaera compacta	Discoaster tanii	Discoaster deflandrei	Cyclicargolithus floridanus	Cyclicargolithus (unspecified taxon or taxa)	Coronocyclus (unspecified taxon or taxa)	Coccolithus pelagicus	Coccolithus formosus	Coccolithus (unspecified taxon or taxa)	Clausicoccus (unspecified taxon or taxa)	Zeugrhabdotus (unspecified taxon or taxa)	Reticulofenestra hillae	Discoaster barbadiensis	Braarudosphaera spp.	Sphenolithus distentus	Micrantholithus (unspecified taxon or taxa)	Triquetrorhabdulus carinatus	Sphenolithus ciperoensis	Sphenolithus (unspecified taxon or taxa)	Reticulofenestra pseudoumbilica	Discoaster variabilis	Discoaster pentaradiatus	Discoaster neohamatus	Discoaster brouweri	Discoaster bollii	Calcidiscus macintyrei	Triquetrorhabdulus rugosus	Discoaster triradiatus	Discoaster hamatus	Calcidiscus (unspecified taxon or taxa)	Discoaster quinqueramus	Discoaster berggrenii	Discoaster surculus	Amaurolithus primus	Amaurolithus delicatus	Amaurolithus sp. c	Rhabdosphaera (unspecified taxon or taxa)	Discoaster asymmetricus	Ceratolithus (unspecified taxon or taxa)	Helicosphaera (unspecified taxon or taxa)	Amaurolithus tricorniculatus	Crenalithus (unspecified taxon or taxa)	Ceratolithus cristatus	Umbilicosphaera (unspecified taxon or taxa)	Scyphosphaera (unspecified taxon or taxa)	Pseudoemiliania (unspecified taxon or taxa)	Ceratolithus rugosus	Pontosphaera japonica	Discoaster tamalis	Hayaster perplexus	Scapholithus (unspecified taxon or taxa)	Helicosphaera sellii	Gephyrocapsids (small)	Gephyrocapsa oceanica	Gephyrocapsa caribbeanica	Ceratolithus armatus	Comment

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 2	  80.00	    226.9000	Clark    	Nannofossils                                 	C              	M                 	R                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	rR                         	                                            	                                        	C                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	R                       	                     	A                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	                   	                   	                      	                  	A                                        	rR                     	                                        	C                                        	                            	C                                      	F                     	C                                          	F                                        	A                                          	                    	                     	                  	                  	                                        	F                   	R                     	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 3	  80.00	    228.4000	Clark    	Nannofossils                                 	C              	M                 	R                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	F                       	                     	A                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	                   	                   	                      	                  	A                                        	                       	                                        	C                                        	                            	A                                      	F                     	F                                          	F                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 4	  80.00	    229.9000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	F                       	                     	C                  	                 	C                     	                          	R                     	                  	F                                      	                       	                     	                   	                   	                      	                  	C                                        	                       	                                        	F                                        	                            	C                                      	F                     	C                                          	                                         	C                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 5	  80.00	    231.4000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	rR                                          	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	F                       	                     	C                  	                 	C                     	                          	                      	                  	C                                      	                       	                     	                   	                   	                      	                  	C                                        	                       	                                        	F                                        	                            	C                                      	F                     	C                                          	F                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 6	  80.00	    232.9000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	rR                   	F                       	                     	C                  	                 	C                     	                          	R                     	                  	C                                      	                       	                     	                   	                   	                      	                  	A                                        	                       	                                        	C                                        	                            	A                                      	F                     	C                                          	F                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12c             	CN12d         	110	 671	B	 25	X	 7	  29.00	    233.8900	Clark    	Nannofossils                                 	A              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	C                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	rF                   	C                       	                     	C                  	                 	C                     	                          	                      	                  	C                                      	                       	                     	                   	                   	                      	                  	A                                        	                       	                                        	C                                        	                            	A                                      	F                     	F                                          	C                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	 26	X	 1	  79.00	    234.8900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	rR                   	A                       	                     	C                  	                 	C                     	                          	R                     	                  	A                                      	                       	                     	F                  	                   	                      	                  	C                                        	                       	                                        	C                                        	                            	A                                      	F                     	C                                          	C                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	 26	X	 2	  79.00	    236.3900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	R                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	C                  	                 	C                     	                          	R                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	                       	                                        	C                                        	                            	A                                      	F                     	F                                          	C                                        	A                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	 26	X	 3	  79.00	    237.8900	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	C                  	                 	F                     	                          	                      	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	                       	                                        	F                                        	                            	V                                      	F                     	F                                          	                                         	C                                          	                    	                     	                  	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12b             	              	110	 671	B	 26	X	CC	   7.00	    238.8800	Clark    	Nannofossils                                 	A              	M                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	                       	                                        	C                                        	                            	A                                      	F                     	F                                          	C                                        	A                                          	                    	R                    	                  	R                 	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 27	X	 1	  80.00	    244.4000	Clark    	Nannofossils                                 	C              	M                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	F                                          	F                                        	A                                          	                    	                     	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 27	X	 2	  80.00	    245.9000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	                                        	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	A                       	                     	A                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	F                                          	F                                        	C                                          	                    	                     	C                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 27	X	 3	  80.00	    247.4000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	R                    	A                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	C                                          	                    	R                    	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 27	X	 4	  80.00	    248.9000	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	R                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	                     	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 27	X	CC	  29.00	    250.2800	Clark    	Nannofossils                                 	A              	M                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	C                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	                     	A                       	                     	A                  	                 	A                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	C                                        	A                                          	                    	R                    	C                 	                  	                                        	R                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 1	  62.00	    253.7200	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	A                       	                     	C                  	                 	C                     	                          	R                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	F                                        	A                                          	                    	R                    	F                 	                  	                                        	F                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 2	  62.00	    255.2200	Clark    	Nannofossils                                 	C              	P                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	F                                        	C                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 3	  62.00	    256.7200	Clark    	Nannofossils                                 	C              	P                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	F                     	                          	R                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	R                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	R                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 4	  62.00	    258.2200	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	F                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 5	  62.00	    259.7200	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	F                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	R                     	                                           	C                                        	A                                          	                    	                     	C                 	                  	                                        	R                   	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	 6	  62.00	    261.2200	Clark    	Nannofossils                                 	C              	M                 	F                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	C                       	                     	C                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	C                                        	F                      	                                        	C                                        	                            	A                                      	R                     	                                           	F                                        	A                                          	                    	                     	F                 	                  	                                        	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.

  SR	Late Pliocene    	                 	CN12a             	              	110	 671	B	 28	X	CC	  20.00	    262.4200	Clark    	Nannofossils                                 	A              	G                 	C                                         	                          	                         	                       	                         	                                            	F                                       	                   	                      	                	                     	                           	                                            	                                        	F                    	                    	                                       	                                        	                                         	                       	                       	                    	                      	                                           	                            	                        	                                        	                               	F                    	A                       	                     	A                  	                 	C                     	                          	F                     	                  	C                                      	                       	                     	C                  	                   	                      	                  	A                                        	C                      	                                        	C                                        	                            	C                                      	F                     	                                           	C                                        	A                                          	R                   	R                    	C                 	R                 	R                                       	                    	                      	                     	                         	                    	from ODP 110 SR. Chapter 9. Table 1. back pocket microfiche.
