Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Uvigerina peregrina,Stilostomella cf. consobrina,Oridorsalis umbonatus,Nodogenerina adolphina,Melonis barleeanus,Gyroidina neosoldanii,Frondicularia sp.,Dentalina sp.,Cibicides corpulentus,Bulimina striata mexicana,Trifarina angulosa,Globocassidulina subglobosa,Fissurina sp.,Cibicidoides mckannai,Globobulimina affinis,Cibicidoides wuellerstorfi,Bulimina striata striata,Uvigerina auberiana,Pullenia bulloides,Pleurostomella alternans,Nonionella auris,Cibicidoides hitchcockae,Hoeglundina elegans,Melonis pompilioides,Gyroidina orbicularis,Chilostomella ovoidea,Pyrgo murrhina,Uvigerina hollicki,Uvigerina bifurcata,Globobulimina turgida,Mucronina sp.,Gyroidina zelandica,Bulimina denudata,Bucella peruviana,Quinqueloculina seminulum,Miliolinella subrotundata,Cassidulina laevigata,Cassidulina crassa,Glandulina laevigata,Lagena sp.,Cibicidoides bradyi,Nonion sp.,Lagena gracillima,Cibicides lobatulus,Dentalina filiformis,"Clavulina sp. ""A""",Globobulimina spinifera,Uvigerina senticosa,Lagena striata,Epistominella pacifica,Dentalina communis,Bulimina alazanensis,Buliminella tenuata,Ehrenbergina glabra,Pullenia quinqueloba,Triloculina tricarinata,Cassidulinoides parkerae,Bolivina spissa,Astrononion sp.,Parafissurina ovata,Stainforthia complanata,Valvulineria laevigata,Cassidulinoides tenuis,Bolivina sp.,Pyrgo serrata,Martinottiella communis,Karreriella bradyi,Hormosina globulifera,Pyrgo oblonga,Miliolinella oblonga,Lenticulina sp.,Discanomalina coronata,Nonionella sp.,Hanzawaia sp.,Saccammina sphaerica,Anomalina globulosa,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 31,X, 3,  72.00,    252.0200,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,R                           ,R                    ,R                     ,R                 ,                     ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,R                    ,                     ,                          ,R                       ,                   ,                  ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 31,X,CC,  13.00,    252.4800,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,R                    ,R                     ,R                 ,                     ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,R                 ,                        ,R               ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,R            ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 32,X, 2,  72.00,    259.2200,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,                  ,                     ,                 ,R            ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 32,X,CC,  22.00,    260.0100,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,                      ,R                 ,R                    ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,R                    ,                     ,                          ,R                       ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,R         ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 33,X, 1,  61.00,    267.2100,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,R                     ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 33,X, 2,  59.00,    268.6900,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,R                           ,                     ,R                     ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 33,X,CC,  23.00,    269.6700,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,R                           ,                     ,R                     ,                  ,                     ,                 ,R            ,                     ,                         ,                  ,                           ,             ,                     ,                     ,R                         ,                        ,                   ,R                 ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,R                 ,                   ,                     ,R            ,R                  ,R                ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 34,X, 2,   9.00,    276.5400,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,R                     ,                  ,                     ,                 ,             ,                     ,R                        ,                  ,R                          ,             ,                     ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,R                   ,                     ,R                    ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,R                   ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 34,X, 3,  67.00,    278.1200,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,                     ,                      ,                  ,                     ,R                ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,R                        ,R                    ,R                 ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 34,X,CC,   9.00,    282.6400,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,                     ,R                     ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,R                          ,             ,R                    ,                     ,                          ,                        ,R                  ,                  ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,R                        ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 35,X, 2,   7.00,    286.6000,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,F                           ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,R            ,                   ,                 ,R                ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 35,X, 3, 130.00,    289.3300,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,R                           ,                     ,                      ,R                 ,                     ,                 ,             ,                     ,R                        ,                  ,R                          ,             ,                     ,                     ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 36,X, 2,  69.00,    297.7900,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,F                  ,                            ,R                    ,R                     ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,R                  ,                     ,             ,                   ,R                ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 36,X,CC,  13.00,    301.3100,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,R            ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,R                  ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 37,X, 1,  59.00,    305.4900,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,R                       ,R                  ,R                 ,                        ,                ,                        ,                   ,R                   ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,141, 861,C, 37,X, 2,  29.00,    306.6900,Spiegler ,Benthic Foraminifers                         ,B              ,                  ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,R            ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 37,X,CC,   9.00,    307.9900,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,                     ,                      ,                  ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,R                    ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 38,X,CC,  32.00,    314.8200,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,                            ,R                    ,                      ,R                 ,R                    ,R                ,             ,                     ,R                        ,                  ,R                          ,             ,R                    ,R                    ,                          ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,R             ,                  ,R                  ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 39,X, 2,  10.00,    325.8000,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,                   ,R                           ,F                    ,F                     ,R                 ,                     ,R                ,             ,                     ,                         ,                  ,R                          ,             ,R                    ,                     ,                          ,                        ,                   ,R                 ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,R                 ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 39,X, 3, 130.00,    327.6200,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,F                  ,R                           ,                     ,R                     ,R                 ,                     ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,R                    ,R             ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 39,X,CC,  35.00,    328.6200,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,                   ,                            ,R                    ,                      ,F                 ,                     ,                 ,             ,                     ,                         ,                  ,                           ,             ,R                    ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,                   ,R                   ,R                    ,R                    ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; Rare unidentified taxa; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 40,X, 2,  67.00,    336.0700,Spiegler ,Benthic Foraminifers                         ,C              ,P                 ,F                  ,                            ,                     ,R                     ,R                 ,                     ,                 ,             ,                     ,R                        ,                  ,                           ,             ,                     ,                     ,                          ,                        ,                   ,                  ,                        ,                ,                        ,R                  ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 40,X, 6, 132.00,    340.7400,Spiegler ,Benthic Foraminifers                         ,R              ,P                 ,R                  ,                            ,                     ,                      ,R                 ,                     ,                 ,R            ,                     ,R                        ,                  ,R                          ,             ,                     ,                     ,                          ,                        ,R                  ,R                 ,R                       ,R               ,R                       ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,Reworked taxa detected; from Leg 141SR; Ch 15; Table 1; back pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,S. cf. consobrina ,              ,141, 861,C, 40,X,CC,  34.00,    341.1300,Spiegler ,Benthic Foraminifers                         ,R              ,M                 ,R                  ,                            ,R                    ,                      ,F                 ,                     ,                 ,R            ,                     ,R                        ,                  ,                           ,             ,R                    ,R                    ,R                         ,R                       ,                   ,                  ,                        ,                ,                        ,                   ,                    ,                     ,                     ,              ,                  ,                   ,                     ,             ,                   ,                 ,                 ,                         ,                         ,                     ,                  ,                    ,          ,                   ,          ,                 ,                   ,                    ,                 ,                       ,                   ,              ,                      ,                  ,                    ,                   ,                   ,                    ,                       ,                        ,               ,               ,                   ,                       ,                      ,                      ,            ,             ,                       ,                  ,                     ,             ,                    ,               ,                      ,              ,             ,                    ,                   ,from Leg 141SR; Ch 15; Table 1; back pocket
