Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia kugleri,Globorotalia cerroazulensis pomeroli,Globigerinoides primordius,Neogloboquadrina continuosa,Globorotalia mayeri,Globorotalia fohsi peripheroronda,Globoquadrina venezuelana,Globoquadrina praedehiscens,Globoquadrina dehiscens,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides quadrilobatus,Globigerinoides cf. altiapertura,Globigerinita glutinata,Globigerina angustiumbilicata,Catapsydrax dissimilis,Praeorbulina sicanus,Globigerinoides subquadratus,Globigerinoides immaturus,Catapsydrax unicavus,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Globigerina praebulloides,Globigerina decoraperta,Sphaeroidinellopsis disjuncta,Praeorbulina cf. sicanus,Globorotalia praescitula,Globorotalia bella,Globorotalia acrostoma,Globoquadrina tripartita,Globigerinoides obliquus,Globigerinella obesa,Praeorbulina transitoria,Praeorbulina glomerosa,Globorotalia archeomenardii,Orbulina suturalis,Globorotalia fohsi peripheroacuta,Globigerina druryi,Orbulina universa,Globigerina bulloides,Globorotalia praemenardii,Orbulina bilobata,Globorotalia fohsi fohsi,Globorotalia fohsi cf. lobata,Sphaeroidinellopsis subdehiscens,Globorotalia cf. scitula,Globigerinoides cf. mitra,Clavatorella bermudezi,Globorotalia fohsi lobata,Globorotalia scitula,Sphaeroidinellopsis seminulina,Globorotalia fohsi robusta,Globorotalia margaritae evoluta,Globorotalia inflata,Globorotalia exilis,Globoquadrina altispira globosa,Globigerina falconensis,Globorotalia aff. conoidea,Neogloboquadrina acostaensis,Globorotalia truncatulinoides,Globorotalia plesiotumida,Globorotalia limbata,Globorotalia cf. Gr. plesiotumida,Globigerinoides extremus,Globigerinoides conglobatus,Globigerinella aequilateralis,Globigerina nepenthes,Globorotalia menardii,Globigerinoides ruber,Globigerina woodi,Globorotalia merotumida,Globorotalia cf. paralenguaensis,Globigerinoides cf. conglobatus,Neogloboquadrina humerosa,Globorotalia paralenguaensis,Globorotalia juanai,Globorotalia cibaoensis,Globigerinoides cf. bollii,Globorotalia cf. Gr. multicamerata,Neogloboquadrina pseudopachyderma,Globigerinoides siegliei,Neogloboquadrina blowi,Hastigerina pelagica,Candeina nitida,Globigerinoides bulloideus,Sphaeroidinellopsis paenedehiscens,Globorotalia miocenica,Globorotalia margaritae margaritae,Globorotalia cf. Gr. juanai,Globoquadrina cf. baroemoenensis,Sphaeroidinella dehiscens,Pulleniatina obliquiloculata,Neogloboquadrina dutertrei,Globorotalia multicamerata,Globorotalia flexuosa,Globorotalia cf. Gr. miocenica,Neogloboquadrina pseudopima,Globorotalia crassaformis oceanica,Globorotalia crassaformis crassaformis,Globorotalia aff. bermudezi,Globigerina rubescens,Globigerinoides trilobus fistulosus,Globigerinoides trilobus cf. fistulosus,Globorotalia pertenuis,Globorotalia crassaformis ronda,Globigerina incisa,Globorotalia crassaformis viola,Neogloboquadrina cf. acostaensis,Globorotalia planispira,Globorotalia tosaensis,Globorotalia crassaformis cf. hessi,Globorotalia ungulata,Globorotalia tumida,Globigerina calida calida,Globorotalia crassaformis hessi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 627,B, 14,H, 5,  25.00,    127.0500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,T                          ,F                  ,                                 ,F                        ,                           ,F                      ,A                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,F                           ,F                        ,                    ,T                           ,R                         ,                         ,                       ,                             ,                        ,                        ,                  ,R                     ,                        ,                        ,F                   ,                        ,                      ,                           ,F                 ,F                                ,T                 ,A                ,                     ,R                        ,F                ,T                       ,                             ,R                               ,T                       ,T                        ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. f. fohsi       ,              ,101, 627,B, 14,H,CC,  27.00,    130.5700,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,                           ,R                  ,                                 ,F                        ,                           ,F                      ,A                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,R                           ,F                        ,                    ,F                           ,R                         ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,F                   ,                        ,                      ,                           ,F                 ,R                                ,R                 ,C                ,R                    ,R                        ,F                ,R                       ,R                            ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. fohsi periphero.,              ,101, 627,B, 15,H, 2,  28.00,    132.0800,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,R                          ,R                  ,                                 ,F                        ,                           ,C                      ,A                                ,F                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,R                           ,F                        ,                    ,F                           ,                          ,                         ,F                      ,R                            ,                        ,F                       ,                  ,                      ,                        ,                        ,F                   ,                        ,                      ,                           ,F                 ,F                                ,R                 ,F                ,                     ,T                        ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,G. fohsi periphero.,              ,101, 627,B, 15,H, 5,  25.00,    136.5500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,                           ,F                  ,R                                ,F                        ,                           ,F                      ,F                                ,F                       ,F                            ,                                ,F                      ,                             ,                      ,                    ,R                           ,F                        ,                    ,R                           ,R                         ,                         ,                       ,                             ,                        ,R                       ,                  ,R                     ,                        ,                        ,F                   ,T                       ,                      ,                           ,F                 ,R                                ,R                 ,F                ,R                    ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,P. glomerosa      ,              ,101, 627,B, 15,H,CC,  41.00,    137.1200,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,R                          ,F                  ,R                                ,F                        ,                           ,F                      ,C                                ,R                       ,R                            ,                                ,R                      ,R                            ,                      ,R                   ,F                           ,F                        ,                    ,R                           ,R                         ,                         ,R                      ,                             ,                        ,R                       ,                  ,                      ,                        ,                        ,R                   ,                        ,F                     ,R                          ,F                 ,R                                ,R                 ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,P. glomerosa      ,              ,101, 627,B, 16,H, 7,  49.00,    149.3900,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,F                        ,                           ,R                      ,F                                ,                        ,F                            ,                                ,R                      ,                             ,                      ,F                   ,F                           ,F                        ,                    ,F                           ,R                         ,                         ,R                      ,                             ,                        ,T                       ,                  ,                      ,                        ,                        ,R                   ,                        ,F                     ,R                          ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,P. glomerosa      ,              ,101, 627,B, 17,X, 1,  25.00,    149.9500,Melillo  ,Planktonic Foraminifers                      ,               ,M                 ,                    ,                                    ,                          ,R                          ,F                  ,R                                ,C                        ,                           ,R                      ,F                                ,R                       ,F                            ,r                               ,T                      ,R                            ,r                     ,F                   ,F                           ,R                        ,                    ,F                           ,R                         ,R                        ,R                      ,                             ,                        ,R                       ,                  ,                      ,T                       ,R                       ,                    ,F                       ,R                     ,T                          ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,G. insueta        ,              ,101, 627,B, 17,X, 3,  25.00,    152.9500,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,R                          ,F                  ,                                 ,R                        ,                           ,T                      ,F                                ,C                       ,F                            ,                                ,R                      ,                             ,                      ,                    ,                            ,F                        ,                    ,R                           ,R                         ,R                        ,R                      ,R                            ,R                       ,T                       ,T                 ,R                     ,T                       ,F                       ,R                   ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,G. insueta        ,              ,101, 627,B, 17,X,CC,  36.00,    155.5600,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,                           ,F                  ,                                 ,R                        ,                           ,R                      ,F                                ,R                       ,R                            ,                                ,R                      ,                             ,                      ,F                   ,C                           ,F                        ,                    ,R                           ,R                         ,F                        ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,G. insueta        ,              ,101, 627,B, 18,X,CC,  22.00,    164.3600,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,                           ,F                  ,                                 ,R                        ,                           ,R                      ,R                                ,R                       ,F                            ,                                ,R                      ,                             ,                      ,C                   ,C                           ,F                        ,                    ,R                           ,R                         ,F                        ,R                      ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,G. insueta        ,              ,101, 627,B, 19,X, 1,  60.00,    172.4000,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,                    ,                                    ,                          ,                           ,C                  ,R                                ,R                        ,                           ,F                      ,R                                ,R                       ,F                            ,                                ,R                      ,R                            ,                      ,F                   ,C                           ,F                        ,R                   ,                            ,                          ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Miocene    ,                 ,G. kugleri        ,              ,101, 627,B, 19,X,CC,  28.00,    181.5800,Melillo  ,Planktonic Foraminifers                      ,               ,G                 ,F                   ,                                    ,R                         ,R                          ,C                  ,R                                ,F                        ,R                          ,F                      ,D                                ,cf                      ,D                            ,F                               ,F                      ,R                            ,R                     ,                    ,                            ,                         ,                    ,                            ,                          ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Eocene    ,Late Eocene      ,                  ,              ,101, 627,B, 20,X, 1,  91.00,    182.3100,Melillo  ,Planktonic Foraminifers                      ,               ,P                 ,D                   ,P                                   ,D                         ,                           ,                   ,                                 ,                         ,                           ,                       ,                                 ,                        ,                             ,                                ,                       ,                             ,                      ,                    ,                            ,                         ,                    ,                            ,                          ,                         ,                       ,                             ,                        ,                        ,                  ,                      ,                        ,                        ,                    ,                        ,                      ,                           ,                  ,                                 ,                  ,                 ,                     ,                         ,                 ,                        ,                             ,                                ,                        ,                         ,                      ,                         ,                    ,                              ,                          ,                               ,                    ,                   ,                               ,                       ,                          ,                            ,                             ,                         ,                    ,                                 ,                        ,                           ,                             ,                     ,                     ,                     ,                 ,                       ,                                ,                               ,                         ,                            ,                   ,                       ,                          ,                                  ,                                 ,                        ,                      ,                    ,               ,                          ,                                  ,                      ,                                  ,                           ,                                ,                         ,                            ,                          ,                          ,                     ,                              ,                           ,                                  ,                                      ,                           ,                     ,                                   ,                                       ,                      ,                               ,                  ,                               ,                                ,                       ,                      ,                                   ,                     ,                   ,                         ,                               ,from Melillo; ODP 101 SR Ch 1 Fig 5 p 12-17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
