Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Haplophragmoides spp.,Cyclammina spp.,Unidentified benthic forams,Cribrostomoides spp.,Saccorhiza spp.,Discammina spp.,Globocassidulina subglobosa,Bathysiphon spp.,Cibicidoides spp.,Uvigerina hispida,Ostracoda spp.,Hoeglundina elegans,Globobulimina spp.,Unilocular species,Trifarina angulosa,Lenticulina spp.,Dentalina spp.,Bulimina marginata,Pullenia spp.,Vulvulina spp.,Plectofrondicularia spp.,Quinqueloculina spp.,Gyroidinoides spp.,Triloculina spp.,Reophax spp.,Pyrgo spp.,Pullenia bulloides,Pleurostomella spp.,Osangularia culter,Oridorsalis umbonatus,Nummoloculina spp.,Miliolinella subrotundata,Uvigerina peregrina,Textularia spp.,Stilostomella spp.,Spirillina spp.,Sphaeroidina bulloides,Saracenaria spp.,Nonion spp.,Hanzawaia mantaensis,Dorothia spp.,Buliminella spp.,Bolivina spp.,Spiroloculina spp.,Karreriella bradyi,Eggerella bradyi,Nuttallides umbonifera,Nonionella spp.,Bulimina alazanensis,Laticarinina pauperata,Astacolus spp.,Sigmoilina tenuis,Notorotalia zelandica,Nodosaria spp.,Fontbotia wuellerstorfi,Cibicides lobatulus,Ceratobulimina spp.,Orthomorphina spp.,Nonionellina spp.,Parrelloides bradyi,Chilostomella oolina,Anomalinoides globulosus,Cassidulina spp.,Astrononion spp.,Globobulimina ovata,Epistominella exigua,Siphonina australis,Robertinoides spp.,Cassidulinoides spp.,Siphotextularia catenata,Melonis barleeanus,Marginulinopsis spp.,Bulimina aculeata,Pyrulina spp.,Polymorphina spp.,Cibicidoides mundulus,Gyroidina zealandica,Gyroidina orbicularis,Uvigerina hispidocostata,Rectuvigerina spp.,Inaequalina spp.,Hopkinsina mioindex,Anomalinoides spissiformis,Ehrenbergina spp.,Martinottiella communis,Rectuvigerina siphogenerinoides,Bolboforma capsula,Melonis pompilioides,Sigmoilopsis schlumbergeri,Bolivina huneri,Pseudoclavulina spp.,Bulimina mexicana,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 75,X,CC,  27.00,    713.9900,benthics ,Benthic Foraminifers                         ,A              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,T                          ,T               ,R                ,                 ,              ,T                  ,F                 ,T                 ,T                 ,T               ,              ,R                 ,             ,              ,                        ,                    ,                  ,                ,T           ,          ,R                 ,R                  ,                  ,                     ,R                 ,                         ,R                  ,               ,                  ,               ,R                     ,                ,T          ,                    ,             ,R               ,             ,T                 ,T                 ,T               ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/50, bryoz., plenty biv. + gastr. shell debris"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 76,X,CC,  48.00,    722.8400,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,R                          ,                    ,               ,               ,                           ,T               ,R                ,T                ,T             ,                   ,R                 ,R                 ,R                 ,T               ,T             ,R                 ,             ,R             ,                        ,                    ,                  ,                ,            ,          ,R                 ,T                  ,T                 ,R                    ,                  ,                         ,T                  ,T              ,T                 ,T              ,R                     ,T               ,T          ,T                   ,T            ,T               ,T            ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, compaction, biv. + gastr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 77,X,CC,  34.00,    733.4100,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                     ,               ,T                          ,                    ,               ,T              ,R                          ,R               ,                 ,                 ,              ,R                  ,T                 ,T                 ,                  ,                ,              ,                  ,             ,T             ,                        ,                    ,                  ,T               ,T           ,T         ,T                 ,T                  ,T                 ,T                    ,T                 ,T                        ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/90, compaction, pyrite"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 78,X,CC,  43.00,    743.1800,benthics ,Benthic Foraminifers                         ,C              ,P                 ,                     ,               ,T                          ,                    ,               ,T              ,F                          ,                ,                 ,T                ,              ,T                  ,F                 ,T                 ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,T                 ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"B/P: 1/30?, few planktics, compaction"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 79,X,CC,  34.00,    752.5300,benthics ,Benthic Foraminifers                         ,F              ,P                 ,                     ,               ,                           ,                    ,               ,T              ,                           ,                ,                 ,T                ,              ,                   ,F                 ,T                 ,                  ,                ,              ,                  ,             ,              ,                        ,T                   ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 80,X,CC,  34.00,    761.9900,benthics ,Benthic Foraminifers                         ,T              ,P                 ,                     ,T              ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,T                  ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"nearly barren, very few planktics, very poor pres., low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 81,X,CC,  24.00,    771.8200,benthics ,Benthic Foraminifers                         ,               ,                  ,                     ,               ,                           ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,T                  ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,barren?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 82,X,CC,  33.00,    781.0000,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,T                  ,                  ,                  ,                  ,                ,              ,                  ,             ,T             ,T                       ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"large conc. of calc. spicules, low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 83,X,CC,  35.00,    790.8700,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,T                          ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,T               ,              ,                  ,T            ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"small sample, small spec., high terr. fraction, calc. spicules, pyrite"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 84,X,CC,  31.00,    799.5200,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,R                          ,                    ,               ,               ,T                          ,                ,T                ,                 ,T             ,T                  ,R                 ,T                 ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"pyrite, biv. + gastr. shells, compaction, low oxyg., low sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 85,X,CC,  25.00,    808.9700,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,T                          ,                ,                 ,T                ,              ,R                  ,T                 ,T                 ,T                 ,T               ,T             ,T                 ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"nearly barren, no planktics, glauc., pyr., gastr., terr. input, low. sedrate?"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 86,X,CC,  37.00,    818.3300,benthics ,Benthic Foraminifers                         ,F              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,T               ,                 ,T                ,T             ,T                  ,F                 ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"small spec., B/P: 50/1, art. ostr., compaction, pyrite, gastr., very low oxyg."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 87,X,CC,  22.00,    828.3600,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,T               ,T                ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"few planktics, gastr."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 88,X,CC,  33.00,    837.6800,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                     ,               ,                           ,                    ,               ,               ,T                          ,T               ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"small samples, small spec., few planktics"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 89,X,CC,  37.00,    847.7600,benthics ,Benthic Foraminifers                         ,R              ,M                 ,T                    ,T              ,                           ,                    ,T              ,T              ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"no planktics, no calcareous forams"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 90,X,CC,  28.00,    850.2800,benthics ,Benthic Foraminifers                         ,T              ,P                 ,T                    ,               ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,no calcareous forams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 91,X,CC,  30.00,    863.3700,benthics ,Benthic Foraminifers                         ,T              ,P                 ,                     ,T              ,T                          ,T                   ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,no calcareous forams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 92,X,CC,  33.00,    871.0800,benthics ,Benthic Foraminifers                         ,T              ,P                 ,T                    ,T              ,                           ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,no calcareous forams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 93,X,CC,  28.00,    875.9800,benthics ,Benthic Foraminifers                         ,T              ,P                 ,                     ,               ,T                          ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,"barren?, no calcareous forams"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 94,X,CC,  33.00,    878.1400,benthics ,Benthic Foraminifers                         ,R              ,P                 ,T                    ,T              ,T                          ,T                   ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,no calcareous forams
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1168,A, 95,X,CC,  24.00,    880.4000,benthics ,Benthic Foraminifers                         ,R              ,M                 ,T                    ,R              ,                           ,                    ,               ,               ,                           ,                ,                 ,                 ,              ,                   ,                  ,                  ,                  ,                ,              ,                  ,             ,              ,                        ,                    ,                  ,                ,            ,          ,                  ,                   ,                  ,                     ,                  ,                         ,                   ,               ,                  ,               ,                      ,                ,           ,                    ,             ,                ,             ,                  ,                  ,                ,                      ,               ,                    ,                      ,              ,                 ,                     ,              ,                       ,                   ,                   ,                  ,                 ,                   ,                    ,                        ,                ,                ,                   ,                    ,                   ,                  ,                    ,                        ,                  ,                    ,                 ,             ,                 ,                     ,                    ,                     ,                        ,                  ,                ,                   ,                          ,                 ,                       ,                               ,                  ,                    ,                          ,               ,                    ,                 ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
