Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Umbilicosphaera sp. (big opening)	Umbilicosphaera sibogae	Umbilicosphaera dilatata	Thorosphaera flabellata	Sphenolithus moriformis	Sphenolithus abies	Reticulofenestra pseudoumbilicus	Reticulofenestra minutula	Reticulofenestra minuta	Pemma sp.	Helicosphaera carteri	Discoaster spp. (6 rays)	Dictyococcites productus	Coccolithus pelagicus	Calcidiscus premacintyrei	Calcidiscus pataecus	Calcidiscus leptoporus	Braarudosphaera bigelowii	Oolithotus antillarum	Hayaster perplexus	Calcidiscus tropicus	Cyclicargolithus floridanus	Coccolithus miopelagicus	Thoracosphaera heimii	Helicosphaera euphratis	Discolithina sp.	Discoaster variabilis	Discoaster brouweri	Coronocyclus nitescens	Helicosphaera aff. obliqua	Discoaster formosus	Dictyococcites antarcticus	Rhabdosphaera procera	Gephyrocapsa spp. (small)	Cryptococcolithus takayamae	Oolithotus fragilis	Helicosphaera orientalis	Scapholithus fossilis	Discoaster deflandrei	Thoracosphaera fossata	Syracosphaera histrica	Cricosphaera quadrilaminata	Umbilicosphaera spp.	Thoracosphaera saxea	Discoaster surculus	Florisphaera profunda	Rhabdosphaera clavigera	Discoaster spp. (5 rays)	Umbilicosphaera lexus	Syracosphaera pulchra	Syracosphaera binodata	Scyphosphaera pulcherrima	Scyphosphaera apsteinii	Rhabdosphaera longistylis	Helicosphaera wallichii	Helicosphaera aff. inversa	Gephyrocapsa muellerae	Gephyrocapsa margerelii	Discosphaera tubifera	Discolithina japonica	Discolithina indooceanica	Discolithina discopora	Discoaster pentaradiatus	Discoaster adamanteus	Ceratolithus cristatus	Ceratolithus acutus	Discoaster blackstockae	Umbilicosphaera sp. aff. U. sibogae	Discoaster bergenii	Discoaster quinqueramus	Cyclococcolithus cricotus	Amaurolithus primus	Discoaster neorectus	Amaurolithus delicatus	Helicosphaera sellii	Discoaster challengeri	Discoaster triradiatus	Discoaster intercalaris	Discoaster asymmetricus	Amaurolithus amplificus	Discoaster prepentaradiatus	Cyclolithella annula	Triquetrorhabdulus rugosus	Discoaster neohamatus	Discoaster pansus	Ceratolithus rugosus	Amaurolithus tricorniculatus	Sphenolithus sp.	Discolithina multipora	Amaurolithus bizarrus	Discoaster loeblichii	Oolithotus sp.	Discoaster sp. cf. D. surculus	Discoaster tamalis	Pseudoemiliania lacunosa	Coccolithus minimus	Cyclolithella sp.	Discolithina rimosa	Discoaster quadramus	Syracosphaera nodosa	Gephyrocapsa oceanica s.l.	Discolithina scutellum	Umbellosphaera irregularis	Rhabdosphaera stylifera	Holodiscolithus macroporus	Helicosphaera hyalina	Gephyrocapsa caribbeanica	Emiliania huxleyi	Umbilicosphaera hulburtiana	Syracosphaera lamina	Thoracosphaera sp.	Umbellosphaera tenuis	Ceratolithus telesmus	Comment

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 1	  36.00	    205.5600	Gartner  	Nannofossils                                 	               	                  	R                                	R                      	R                       	                       	                       	F                 	C                               	                         	F                      	         	R                    	                        	A                       	F                    	                         	                    	F                     	                         	                     	                  	R                   	                           	                        	                     	                       	VR              	                     	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	                    	R                  	                     	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 2	  36.00	    207.0600	Gartner  	Nannofossils                                 	               	                  	                                 	VR                     	                        	                       	                       	R                 	F                               	                         	                       	         	                     	R                       	C                       	F                    	                         	                    	VR                    	                         	                     	                  	                    	                           	                        	                     	                       	                	                     	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	                     	                     	                      	                      	                           	                    	                    	VR                 	                     	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	VR                 	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 3	  36.00	    208.5600	Gartner  	Nannofossils                                 	               	                  	                                 	F                      	F                       	                       	                       	C                 	C                               	F                        	                       	         	R                    	R                       	C                       	F                    	                         	                    	F                     	                         	                     	R                 	F                   	                           	                        	                     	                       	                	R                    	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	                    	R                  	                     	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	R                                  	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 4	  36.00	    210.0600	Gartner  	Nannofossils                                 	               	                  	F                                	F                      	F                       	                       	                       	                  	                                	                         	                       	         	F                    	                        	C                       	F                    	                         	                    	F                     	                         	                     	R                 	R                   	                           	                        	                     	                       	R               	R                    	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	                    	                   	F                    	R                      	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 5	  36.00	    211.5600	Gartner  	Nannofossils                                 	               	                  	F                                	R                      	F                       	                       	                       	F                 	C                               	                         	F                      	         	R                    	R                       	C                       	F                    	                         	                    	R                     	                         	                     	                  	R                   	                           	                        	                     	                       	                	VR                   	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	VR                  	                   	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 6	  36.00	    213.0600	Gartner  	Nannofossils                                 	               	                  	F                                	R                      	F                       	                       	                       	F                 	C                               	R                        	                       	         	F                    	R                       	A                       	F                    	                         	                    	R                     	                         	                     	                  	R                   	                           	                        	                     	                       	                	VR                   	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	                    	                   	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	 7	  36.00	    214.5600	Gartner  	Nannofossils                                 	               	                  	                                 	F                      	C                       	                       	                       	F                 	C                               	C                        	                       	         	F                    	R                       	C                       	F                    	                         	VR                  	R                     	                         	                     	VR                	R                   	                           	                        	                     	                       	                	                     	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	                     	                     	                      	VR                    	                           	F                   	                    	                   	                     	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 23	H	CC	  21.00	    215.1300	Gartner  	Nannofossils                                 	               	                  	F                                	F                      	C                       	F                      	                       	F                 	F                               	F                        	                       	         	R                    	R                       	C                       	F                    	                         	VR                  	R                     	                         	                     	R                 	R                   	                           	                        	                     	                       	R               	                     	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	VR                   	                     	                      	                      	                           	                    	VR                  	                   	F                    	R                      	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 1	  36.00	    215.0600	Gartner  	Nannofossils                                 	               	                  	                                 	F                      	                        	                       	                       	F                 	                                	                         	A                      	         	                     	                        	R                       	                     	                         	                    	F                     	                         	                     	                  	F                   	                           	                        	R                    	VR                     	                	                     	                   	                      	                          	                   	R                         	                     	                         	                           	                   	                        	F                    	                     	                      	                      	                           	                    	                    	                   	                     	F                      	                        	VR                   	R                    	R                     	F                        	VR                     	R                        	R                      	                          	C                     	R                      	R                    	R                    	VR                       	R                     	R                       	                     	C                     	F                  	R                      	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 2	  36.00	    216.5600	Gartner  	Nannofossils                                 	               	                  	                                 	                       	                        	                       	                       	F                 	                                	                         	A                      	         	                     	                        	R                       	                     	                         	                    	F                     	                         	                     	                  	F                   	                           	                        	                     	                       	                	                     	                   	                      	                          	                   	R                         	                     	                         	                           	                   	                        	F                    	                     	                      	                      	                           	                    	                    	                   	                     	F                      	                        	                     	F                    	VR                    	F                        	                       	VR                       	F                      	                          	C                     	F                      	R                    	F                    	R                        	                      	                        	                     	C                     	F                  	R                      	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 3	  36.00	    218.0600	Gartner  	Nannofossils                                 	               	                  	                                 	C                      	                        	                       	                       	F                 	                                	                         	C                      	         	                     	                        	                        	                     	                         	                    	F                     	                         	                     	                  	F                   	                           	                        	VR                   	                       	                	                     	                   	                      	                          	                   	F                         	                     	                         	                           	                   	                        	R                    	                     	                      	                      	                           	                    	                    	R                  	                     	C                      	                        	VR                   	R                    	VR                    	F                        	R                      	R                        	R                      	R                         	F                     	R                      	R                    	F                    	F                        	R                     	R                       	R                    	C                     	F                  	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 4	  36.00	    219.5600	Gartner  	Nannofossils                                 	               	                  	F                                	F                      	F                       	F                      	                       	C                 	C                               	F                        	R                      	         	F                    	R                       	A                       	C                    	                         	VR                  	F                     	                         	                     	R                 	R                   	                           	                        	                     	                       	R               	                     	                   	                      	                          	                   	                          	                     	                         	                           	VR                 	                        	                     	                     	                      	                      	                           	                    	                    	                   	F                    	R                      	VR                      	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 5	  36.00	    221.0600	Gartner  	Nannofossils                                 	               	                  	F                                	F                      	F                       	F                      	                       	C                 	C                               	R                        	R                      	         	R                    	F                       	C                       	F                    	                         	R                   	F                     	                         	                     	R                 	F                   	                           	                        	                     	                       	R               	                     	                   	                      	                          	                   	                          	                     	                         	                           	R                  	                        	                     	                     	                      	                      	                           	                    	                    	                   	F                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	 6	  36.00	    222.5600	Gartner  	Nannofossils                                 	               	                  	R                                	R                      	R                       	F                      	                       	F                 	C                               	                         	                       	         	R                    	R                       	C                       	F                    	                         	R                   	                      	                         	                     	                  	F                   	                           	                        	                     	VR                     	                	                     	                   	                      	                          	                   	                          	                     	                         	                           	VR                 	                        	                     	                     	                      	                      	                           	                    	                    	                   	                     	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 24	X	CC	  13.00	    224.2600	Gartner  	Nannofossils                                 	               	                  	F                                	R                      	F                       	F                      	R                      	C                 	C                               	C                        	R                      	         	R                    	R                       	C                       	F                    	                         	R                   	R                     	                         	                     	R                 	F                   	                           	                        	VR                   	R                      	R               	VR                   	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	                     	                     	                      	                      	                           	                    	                    	                   	R                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket

  SR	Late Miocene     	                 	CN6               	CN8           	133	 817	A	 25	X	 1	  36.00	    224.7600	Gartner  	Nannofossils                                 	               	                  	                                 	R                      	F                       	F                      	R                      	F                 	F                               	F                        	                       	         	R                    	                        	C                       	F                    	                         	                    	VR                    	                         	                     	                  	R                   	                           	                        	                     	                       	VR              	                     	                   	                      	                          	                   	                          	                     	                         	                           	                   	                        	                     	                     	                      	                      	                           	R                   	                    	                   	R                    	                       	                        	                     	                     	                      	                         	                       	                         	                       	                          	                      	                       	                     	                     	                         	                      	                        	                     	                      	                   	                       	                                   	                   	                       	                         	                   	                    	                      	                    	                      	                      	                       	                       	                       	                           	                    	                          	                     	                 	                    	                            	                	                      	                     	                     	              	                              	                  	                        	                   	                 	                   	                    	                    	                          	                      	                          	                       	                          	                     	                         	                 	                           	                    	                  	                     	                     	from ODP 133 SR Chapter 1 Figure 9 p 15 & Table 2 backpocket
