Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Turborotalia increbescens,Turborotalia cunialensis,Turborotalia cocoaensis,Turborotalia ampliapertura,Tenuitellinata angustiumbilicata,Tenuitella gemma,Subbotina (?) eocaena,Subbotina linaperta,Subbotina angiporoides,Pseudohastigerina spp.,Hantkenina alabamensis,Globigerina yeguaensis,Globigerina pseudovenezuelana,Globigerina ouachitaensis,Globigerina gortanii,Globigerina euapertura,Chiloguembelina cubensis,Chiloguembelina cf. C. martini,Catapsydrax unicavus,Catapsydrax dissimilis,Cassigerinella chipolensis,Paragloborotalia nana,Globoquadrina venezuelana,Turborotalia pomeroli,Turborotalia cerroazulensis,Globigerina tapuriensis,Globorotaloides suteri,Globigerina tripartita,Paragloborotalia opima,Globigerina sellii,Globigerina praebulloides,Globigerina ciperoensis,Globigerina angulisuturalis,Globigerinoides primordius,Globigerinita glutinata,Globigerinella obesa,Paragloborotalia semivera-mayeri group,Paragloborotalia pseudokugleri,Globoquadrina tripartita,Globoquadrina sellii,Globigerina officinalis,Globigerina fariasi,Globigerina ciperoensis ciperoensis,Orbulina universa,Orbulina suturalis,Orbulina bilobata,Globorotalia mayeri,Globorotalia fohsi lobata,Globorotalia fohsi fohsi,Globorotalia acrostoma,Globoquadrina dehiscens,Globoquadrina baroemoenensis,Globoquadrina altispira altispira,Globigerinoides trilobus,Globigerinoides subquadratus,Globigerinoides quadrilobatus,Globigerinoides obliquus,Globigerina decoraperta,Sphaeroidinellopsis subdehiscens,Sphaeroidinellopsis disjuncta,Globorotalia menardii,Globorotalia fohsi robusta,Globorotalia cf. praemenardii,Globigerinoides sacculifer,Praeorbulina glomerosa,Neogloboquadrina continuosa,Globorotalia praemenardii,Globoquadrina altispira globosa,Globigerina falconensis,Sphaeroidinellopsis seminulina,Globorotalia scitula,Globigerinella aequilateralis,Globigerina druryi,Neogloboquadrina pseudopima,Neogloboquadrina acostaensis,Globorotalia plesiotumida,Globorotalia lenguaensis,Globorotalia juanai,Globorotalia cf. Gr. conoidea,Globigerinoides siegliei,Globigerinoides extremus,Globigerinoides bulloideus,Globigerina nepenthes,Globigerina bulloides,Candeina nitida,Globorotalia merotumida,Globorotalia limbata,Globorotalia cibaoensis,Globorotalia cf. Gr. multicamerata,Neogloboquadrina humerosa,Globorotalia multicamerata,Globigerinoides bollii,Sphaeroidinellopsis paenedehiscens,Globigerinoides conglobatus,Neogloboquadrina blowi,Globorotalia margaritae,Pulleniatina primalis,Globorotalia cf. Gr. margaritae,Globigerinoides ruber,Globigerina apertura,Globigerina quinqueloba,Globorotalia miocenica,Globorotalia exilis,Globorotalia cf. Gr. plesiotumida,Globigerina cf. nepenthes,Neogloboquadrina pseudopachyderma,Neogloboquadrina dutertrei,Globorotalia crassula,Globorotalia crassaformis crassaformis,Globigerinoides trilobus fistulosus,Globigerina umbilicata,Sphaeroidinella dehiscens,Globorotalia truncatulinoides,Globorotalia crassaformis hessi,Globorotalia cf. Gr. miocenica,Globorotalia tosaensis tenuitheca,Pulleniatina obliquiloculata,Globorotalia ungulata,Globorotalia inflata,Globorotalia hirsuta,Globigerina rubescens,Globorotalia tumida,Globorotalia flexuosa,Globorotalia crassaformis viola,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 16,H,CC,  22.00,    146.3000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,R                     ,R                       ,                              ,R                   ,R                     ,R                         ,R                    ,F/C                      ,                     ,                           ,                       ,                      ,R                     ,                      ,F/C               ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,F/C                                   ,R                             ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 17,H, 1, 100.00,    147.1000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,r                     ,                      ,                      ,R                     ,                             ,R                        ,                    ,                      ,R                       ,                              ,R                   ,                      ,F/C                       ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,R                 ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,F/C                                   ,R                             ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 17,H, 3, 100.00,    150.1000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,                         ,R                   ,R                     ,                        ,                              ,                    ,R                     ,F/C                       ,R                    ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,F/C               ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,F/C                                   ,R                             ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 17,H, 5, 100.00,    153.1000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,R                     ,                             ,R                        ,R                   ,R                     ,R                       ,                              ,R                   ,R                     ,F/C                       ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,F/C               ,F/C                      ,F/C                    ,R                          ,F/C                       ,R                      ,R                   ,F/C                                   ,R                             ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 17,H,CC,   0.00,    155.6100,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,                      ,R                       ,                              ,R                   ,R                     ,F/C                       ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,                      ,                      ,F/C               ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,R                   ,F/C                                   ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 18,H, 1, 100.00,    156.7000,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,R                     ,R                            ,F/C                      ,R                   ,                      ,                        ,                              ,R                   ,                      ,R                         ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,R                 ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 18,H, 3, 100.00,    159.7000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,                      ,R                       ,                              ,R                   ,                      ,R                         ,F/C                  ,F/C                      ,                     ,                           ,                       ,                      ,F/C                   ,                      ,F/C               ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 18,H, 5, 100.00,    162.7000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,R                     ,R                       ,                              ,F/C                 ,R                     ,R                         ,F/C                  ,F/C                      ,                     ,                           ,                       ,R                     ,R                     ,                      ,F/C               ,F/C                      ,F/C                    ,R                          ,F/C                       ,R                      ,R                   ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 18,H, 6, 114.00,    164.3400,Leckie   ,Planktonic Foraminifers                      ,               ,MP                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,                      ,                        ,                              ,F/C                 ,R                     ,R                         ,R                    ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,R                 ,F/C                      ,F/C                    ,R                          ,F/C                       ,R                      ,R                   ,R                                     ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 19,H, 1, 100.00,    166.2000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,R                     ,                             ,R                        ,                    ,                      ,R                       ,                              ,R                   ,                      ,F/C                       ,F/C                  ,                         ,                     ,                           ,                       ,R                     ,R                     ,                      ,R                 ,F/C                      ,R                      ,R                          ,F/C                       ,R                      ,                    ,R                                     ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 19,H, 3, 100.00,    169.2000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,F/C                   ,                             ,F/C                      ,R                   ,F/C                   ,R                       ,                              ,R                   ,R                     ,F/C                       ,                     ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,R                 ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,                    ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 19,H,CC,  22.00,    170.6000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,R                     ,                             ,F/C                      ,?                   ,                      ,R                       ,                              ,F/C                 ,R                     ,F/C                       ,F/C                  ,R                        ,                     ,                           ,                       ,R                     ,R                     ,                      ,                  ,F/C                      ,F/C                    ,F/C                        ,F/C                       ,R                      ,F/C                 ,                                      ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,101, 628,A, 21,H, 1, 100.00,    184.2000,Leckie   ,Planktonic Foraminifers                      ,               ,MG                ,                         ,                        ,                       ,                          ,F/C                             ,                ,                     ,                   ,                      ,                      ,                      ,R                     ,                             ,R                        ,R                   ,F/C                   ,R                       ,                              ,R                   ,                      ,F/C                       ,F/C                  ,                         ,                     ,                           ,R                      ,                      ,R                     ,R                     ,                  ,F/C                      ,F/C                    ,R                          ,F/C                       ,R                      ,                    ,?                                     ,                              ,                        ,                    ,                       ,                   ,                                   ,                 ,                  ,                 ,                   ,                         ,                        ,                      ,                       ,                            ,                                 ,                        ,                            ,                             ,                        ,                       ,                                ,                             ,                     ,                          ,                             ,                          ,                      ,                           ,                         ,                               ,                       ,                              ,                    ,                             ,                  ,                           ,                            ,                         ,                        ,                   ,                             ,                        ,                        ,                          ,                     ,                     ,               ,                       ,                    ,                       ,                                  ,                         ,                          ,                      ,                                  ,                           ,                      ,                       ,                     ,                               ,                     ,                    ,                       ,                      ,                   ,                                 ,                         ,                                 ,                          ,                     ,                                      ,                                   ,                      ,                         ,                             ,                               ,                              ,                                 ,                            ,                     ,                    ,                    ,                     ,                   ,                     ,                               ,from 130SR.Chapter 9.Figure 5.page 117. Data in figure from Leg 101 Hole 628A (Little Bahama Bank).
