verbatim_name,taxon_group,genus name,_simplified_name,species name,subspecies name,_merge_approved
Globigerina brevis,planktic_foraminfera,Globigerina,Globigerina brevis,brevis,,left_only
Rotorbinella tholus (q),benthic_foraminfera,Rotorbinella,Rotorbinella tholus,tholus,,left_only
Thalassionema stomachii,diatoms,Thalassionema,Thalassionema stomachii,stomachii,,left_only
Rhomboaster cuspis,nannofossils,Rhomboaster,Rhomboaster cuspis,cuspis,,both
Lagena costata,benthic_foraminfera,Lagena,Lagena costata,costata,,left_only
Suggrunda kleinpelli,benthic_foraminfera,Suggrunda,Suggrunda kleinpelli,kleinpelli,,left_only
Discoaster hillii,nannofossils,Discoaster,Discoaster hillii,hillii,,left_only
Tholospyris semantis,radiolarians,Tholospyris,Tholospyris semantis,semantis,,left_only
Lophocorys norvegiensis (q),radiolarians,Lophocorys,Lophocorys norvegiensis,norvegiensis,,left_only
Sethoconus dogieli (q),radiolarians,Sethoconus,Sethoconus dogieli,dogieli,,left_only
Morozovella pusilla,planktic_foraminfera,Morozovella,Morozovella pusilla,pusilla,,left_only
Ostrya sp.,pollen,Ostrya,Ostrya sp.,sp.,,left_only
Nonionella sp.,benthic_foraminfera,Nonionella,Nonionella sp.,sp.,,both
Dictyocha acuta,silicoflagellates,Dictyocha,Dictyocha acuta,acuta,,left_only
Theocorys sp.,radiolarians,Theocorys,Theocorys sp.,sp.,,left_only
Acarinina angulosa,planktic_foraminfera,Acarinina,Acarinina angulosa,angulosa,,both
Thalassiosira borealis,diatoms,Thalassiosira,Thalassiosira borealis,borealis,,left_only
Actinoptychus splendens (q),diatoms,Actinoptychus,Actinoptychus splendens,splendens,,left_only
Bolivina albatrossi,benthic_foraminfera,Bolivina,Bolivina albatrossi,albatrossi,,left_only
Discolithina solida,nannofossils,Discolithina,Discolithina solida,solida,,left_only
Neoflabellina rugosa,benthic_foraminfera,Neoflabellina,Neoflabellina rugosa,rugosa,,left_only
Actinocyclus curvatulus,diatoms,Actinocyclus,Actinocyclus curvatulus,curvatulus,,both
Dictyospyris melissium,radiolarians,Dictyospyris,Dictyospyris melissium,melissium,,left_only
Rhizosolenia praealata,diatoms,Rhizosolenia,Rhizosolenia praealata,praealata,,left_only
Bulimina macilenta (q),benthic_foraminfera,Bulimina,Bulimina macilenta,macilenta,,both
Carpenteria balaniformis,benthic_foraminfera,Carpenteria,Carpenteria balaniformis,balaniformis,,left_only
Bulimina microcostata,benthic_foraminfera,Bulimina,Bulimina microcostata,microcostata,,left_only
Echiperiporites estelae,pollen,Echiperiporites,Echiperiporites estelae,estelae,,left_only
Kisselovia reticulata,dinoflagellates,Kisselovia,Kisselovia reticulata,reticulata,,left_only
Nematosphaeropsis labyrinthea,dinoflagellates,Nematosphaeropsis,Nematosphaeropsis labyrinthea,labyrinthea,,left_only
Bosquetina fenestratum,ostracods,Bosquetina,Bosquetina fenestratum,fenestratum,,left_only
Ammonia parkinsoniana,benthic_foraminfera,Ammonia,Ammonia parkinsoniana,parkinsoniana,,left_only
Sphenolithus belemnos,nannofossils,Sphenolithus,Sphenolithus belemnos,belemnos,,both
Morozovella gracilis,planktic_foraminfera,Morozovella,Morozovella gracilis,gracilis,,both
Coscinodiscus gigas diorama,diatoms,Coscinodiscus,Coscinodiscus gigas diorama,gigas,diorama,left_only
Sphaeropyle robusta,radiolarians,Sphaeropyle,Sphaeropyle robusta,robusta,,both
Cyclampterium leptetrum,radiolarians,Cyclampterium,Cyclampterium leptetrum,leptetrum,,left_only
Marssonella oxycona (q),benthic_foraminfera,Marssonella,Marssonella oxycona,oxycona,,left_only
Pediastrum sp.,dinoflagellates,Pediastrum,Pediastrum sp.,sp.,,left_only
Licmorphora sp.,diatoms,Licmorphora,Licmorphora sp.,sp.,,left_only
Uvigerina ampullacea (q),benthic_foraminfera,Uvigerina,Uvigerina ampullacea,ampullacea,,left_only
Cyathidites punctatus,pollen,Cyathidites,Cyathidites punctatus,punctatus,,left_only
Cibicidoides havanensis,benthic_foraminfera,Cibicidoides,Cibicidoides havanensis,havanensis,,both
Chatangiella sp.,dinoflagellates,Chatangiella,Chatangiella sp.,sp.,,left_only
Watznaueria biporta,nannofossils,Watznaueria,Watznaueria biporta,biporta,,both
Botryopyle dionisi,radiolarians,Botryopyle,Botryopyle dionisi,dionisi,,left_only
Chiasmolithus nitidus,nannofossils,Chiasmolithus,Chiasmolithus nitidus,nitidus,,both
Hemiaulus perlatus (q),diatoms,Hemiaulus,Hemiaulus perlatus,perlatus,,left_only
Marginulina dominicana,benthic_foraminfera,Marginulina,Marginulina dominicana,dominicana,,left_only
Tricolporites scabratus,pollen,Tricolporites,Tricolporites scabratus,scabratus,,left_only
Lagena elongata,benthic_foraminfera,Lagena,Lagena elongata,elongata,,both
Globigerina praebulloides group,planktic_foraminfera,Globigerina,Globigerina praebulloides group,praebulloides,group,left_only
Hazelina sp.,ostracods,Hazelina,Hazelina sp.,sp.,,left_only
Microrhabdulus decoratus,nannofossils,Microrhabdulus,Microrhabdulus decoratus,decoratus,,both
Polycope sp.,ostracods,Polycope,Polycope sp.,sp.,,left_only
Rouxia obesa,diatoms,Rouxia,Rouxia obesa,obesa,,left_only
Distephanus mesophthalmus,silicoflagellates,Distephanus,Distephanus mesophthalmus,mesophthalmus,,left_only
Coccolithus pseudoumbilicus,nannofossils,Coccolithus,Coccolithus pseudoumbilicus,pseudoumbilicus,,left_only
Brizalina pusilla (long striae),benthic_foraminfera,Brizalina,Brizalina pusilla,pusilla,,both
Actinocyclus moronensis,diatoms,Actinocyclus,Actinocyclus moronensis,moronensis,,both
Epistominella takayanagi,benthic_foraminfera,Epistominella,Epistominella takayanagi,takayanagi,,left_only
Discoaster perclarus,nannofossils,Discoaster,Discoaster perclarus,perclarus,,left_only
Globigerina rubescens (q),planktic_foraminfera,Globigerina,Globigerina rubescens,rubescens,,both
Globigerina conglomerata conglomerata,planktic_foraminfera,Globigerina,Globigerina conglomerata conglomerata,conglomerata,conglomerata,left_only
Corbisema navicula,silicoflagellates,Corbisema,Corbisema navicula,navicula,,left_only
Brightwellia pulchra (q),diatoms,Brightwellia,Brightwellia pulchra,pulchra,,left_only
Goniothecium odontella danica,diatoms,Goniothecium,Goniothecium odontella danica,odontella,danica,left_only
Ceratospyris echinus (q),radiolarians,Ceratospyris,Ceratospyris echinus,echinus,,left_only
Spiroclypeus sp.,benthic_foraminfera,Spiroclypeus,Spiroclypeus sp.,sp.,,left_only
Globorotalia gigantea,planktic_foraminfera,Globorotalia,Globorotalia gigantea,gigantea,,left_only
Elphidium subincertum,benthic_foraminfera,Elphidium,Elphidium subincertum,subincertum,,left_only
Stephanopyxis marginatus (q),diatoms,Stephanopyxis,Stephanopyxis marginatus,marginatus,,left_only
Mastogloia elliptica,diatoms,Mastogloia,Mastogloia elliptica,elliptica,,left_only
Operculodinium centrocarpum,dinoflagellates,Operculodinium,Operculodinium centrocarpum,centrocarpum,,left_only
Stichopodium calvertense (q),radiolarians,Stichopodium,Stichopodium calvertense,calvertense,,left_only
Rupertia sp. (q),benthic_foraminfera,Rupertia,Rupertia sp.,sp.,,left_only
Triloculina arctica,benthic_foraminfera,Triloculina,Triloculina arctica,arctica,,left_only
Pyrgo serraria,benthic_foraminfera,Pyrgo,Pyrgo serraria,serraria,,left_only
Globigerapsis index,planktic_foraminfera,Globigerapsis,Globigerapsis index,index,,left_only
Distephanus crux carolae,silicoflagellates,Distephanus,Distephanus crux carolae,crux,carolae,left_only
Discoaster diastypus,nannofossils,Discoaster,Discoaster diastypus,diastypus,,both
Bolivina pseudoplicata,benthic_foraminfera,Bolivina,Bolivina pseudoplicata,pseudoplicata,,both
Discoasteroides bramlettei,nannofossils,Discoasteroides,Discoasteroides bramlettei,bramlettei,,left_only
Globorotalia miozea cibaoensis,planktic_foraminfera,Globorotalia,Globorotalia miozea cibaoensis,miozea,cibaoensis,left_only
Actinomma golownini,radiolarians,Actinomma,Actinomma golownini,golownini,,left_only
Robertina sp.,benthic_foraminfera,Robertina,Robertina sp.,sp.,,left_only
Actiniscus tetrasterias,dinoflagellates,Actiniscus,Actiniscus tetrasterias,tetrasterias,,left_only
Buryella sp.,radiolarians,Buryella,Buryella sp.,sp.,,left_only
Globorotaloides variabilis,planktic_foraminfera,Globorotaloides,Globorotaloides variabilis,variabilis,,both
Reophax pilulifer,benthic_foraminfera,Reophax,Reophax pilulifer,pilulifer,,left_only
Dictyocha perlaevis (q),silicoflagellates,Dictyocha,Dictyocha perlaevis,perlaevis,,left_only
Craspedolithus declivus,nannofossils,Craspedolithus,Craspedolithus declivus,declivus,,left_only
Ceratobulimina alazaensis,benthic_foraminfera,Ceratobulimina,Ceratobulimina alazaensis,alazaensis,,left_only
Tamarix sp.,pollen,Tamarix,Tamarix sp.,sp.,,left_only
Plectofrondicularia morreyea,benthic_foraminfera,Plectofrondicularia,Plectofrondicularia morreyea,morreyea,,left_only
Dentalina baggi,benthic_foraminfera,Dentalina,Dentalina baggi,baggi,,left_only
Liradiscus ovalis,diatoms,Liradiscus,Liradiscus ovalis,ovalis,,both
Paramesocena apiculata,silicoflagellates,Paramesocena,Paramesocena apiculata,apiculata,,left_only
Globorotalia merotumida,planktic_foraminfera,Globorotalia,Globorotalia merotumida,merotumida,,both
Loxostomoides applinae,benthic_foraminfera,Loxostomoides,Loxostomoides applinae,applinae,,left_only
Mesocena elliptica diodon,silicoflagellates,Mesocena,Mesocena elliptica diodon,elliptica,diodon,left_only
Nitzschia sicula,diatoms,Nitzschia,Nitzschia sicula,sicula,,both
Haplohermesinum sp. (q),ebridians,Haplohermesinum,Haplohermesinum sp.,sp.,,left_only
Anomalinoides howelli,benthic_foraminfera,Anomalinoides,Anomalinoides howelli,howelli,,left_only
Nitzschia malinterpretaria (q),diatoms,Nitzschia,Nitzschia malinterpretaria,malinterpretaria,,both
Cyclolithella neoaprica (q),nannofossils,Cyclolithella,Cyclolithella neoaprica,neoaprica,,left_only
Navicula scutelloides,diatoms,Navicula,Navicula scutelloides,scutelloides,,left_only
Helicosphaera perch-nielsenasiae,nannofossils,Helicosphaera,Helicosphaera perch-nielsenasiae,perch-nielsenasiae,,left_only
Brightwellia coronata,diatoms,Brightwellia,Brightwellia coronata,coronata,,left_only
Globorotalia exilis,planktic_foraminfera,Globorotalia,Globorotalia exilis,exilis,,both
Mesocena dumitricae,silicoflagellates,Mesocena,Mesocena dumitricae,dumitricae,,left_only
Spongaster tetras,radiolarians,Spongaster,Spongaster tetras,tetras,,both
Karreriella obscura,benthic_foraminfera,Karreriella,Karreriella obscura,obscura,,left_only
Thalassionema eccentrica,diatoms,Thalassionema,Thalassionema eccentrica,eccentrica,,left_only
Tritaxia sp.,benthic_foraminfera,Tritaxia,Tritaxia sp.,sp.,,both
Morozovella angulata (q),planktic_foraminfera,Morozovella,Morozovella angulata,angulata,,both
Batiacasphaera sp.,dinoflagellates,Batiacasphaera,Batiacasphaera sp.,sp.,,left_only
Artostrobium auritum,radiolarians,Artostrobium,Artostrobium auritum,auritum,,left_only
Bolivina anastomosa,benthic_foraminfera,Bolivina,Bolivina anastomosa,anastomosa,,left_only
Areoligera senonensis,dinoflagellates,Areoligera,Areoligera senonensis,senonensis,,left_only
Globorotalia obliquiloculata (q),planktic_foraminfera,Globorotalia,Globorotalia obliquiloculata,obliquiloculata,,left_only
Globorotalia hirsuta (q),planktic_foraminfera,Globorotalia,Globorotalia hirsuta,hirsuta,,both
Dictyocha fibula pumila,silicoflagellates,Dictyocha,Dictyocha fibula pumila,fibula,pumila,left_only
Rhabdolithis ellida,radiolarians,Rhabdolithis,Rhabdolithis ellida,ellida,,left_only
Robulus sp.,benthic_foraminfera,Robulus,Robulus sp.,sp.,,left_only
Theocotyle alpha,radiolarians,Theocotyle,Theocotyle alpha,alpha,,left_only
Globorotalia pseudomiocenica,planktic_foraminfera,Globorotalia,Globorotalia pseudomiocenica,pseudomiocenica,,both
Spongopyle sp.,radiolarians,Spongopyle,Spongopyle sp.,sp.,,left_only
Operculodinium walli,dinoflagellates,Operculodinium,Operculodinium walli,walli,,left_only
Scampanella wisei,nannofossils,Scampanella,Scampanella wisei,wisei,,left_only
Praebulimina grata,benthic_foraminfera,Praebulimina,Praebulimina grata,grata,,left_only
Cibicides mundulus,benthic_foraminfera,Cibicides,Cibicides mundulus,mundulus,,both
Denticulopsis praedimorpha,diatoms,Denticulopsis,Denticulopsis praedimorpha,praedimorpha,,both
Thalassiosira delicatula,diatoms,Thalassiosira,Thalassiosira delicatula,delicatula,,left_only
Nitzschia miocenica,diatoms,Nitzschia,Nitzschia miocenica,miocenica,,both
Stephanogonia sp.,diatoms,Stephanogonia,Stephanogonia sp.,sp.,,left_only
Blackites tenuis,nannofossils,Blackites,Blackites tenuis,tenuis,,both
Navicula praetexta,diatoms,Navicula,Navicula praetexta,praetexta,,left_only
Theocalyptra bicornis spongothorax,radiolarians,Theocalyptra,Theocalyptra bicornis spongothorax,bicornis,spongothorax,left_only
Spiniferites cingulatus,dinoflagellates,Spiniferites,Spiniferites cingulatus,cingulatus,,left_only
Globigerina ciperoensis angulisuturalis (q),planktic_foraminfera,Globigerina,Globigerina ciperoensis angulisuturalis,ciperoensis,angulisuturalis,left_only
Helicopontosphaera papillata,nannofossils,Helicopontosphaera,Helicopontosphaera papillata,papillata,,left_only
Siphocampe modeloensis,radiolarians,Siphocampe,Siphocampe modeloensis,modeloensis,,left_only
Coscinodiscus muhina,diatoms,Coscinodiscus,Coscinodiscus muhina,muhina,,left_only
Podocyrtis diamesa,radiolarians,Podocyrtis,Podocyrtis diamesa,diamesa,,both
Lophodolithus mochlophorus (q),nannofossils,Lophodolithus,Lophodolithus mochlophorus,mochlophorus,,both
Textularia torquata,benthic_foraminfera,Textularia,Textularia torquata,torquata,,left_only
Cocconeis dirupta,diatoms,Cocconeis,Cocconeis dirupta,dirupta,,left_only
Globorotalia acutispira (q),planktic_foraminfera,Globorotalia,Globorotalia acutispira,acutispira,,left_only
Coscinodiscus superbus,diatoms,Coscinodiscus,Coscinodiscus superbus,superbus,,left_only
Morozovella inconstans,planktic_foraminfera,Morozovella,Morozovella inconstans,inconstans,,left_only
Petalospyris triceros,radiolarians,Petalospyris,Petalospyris triceros,triceros,,left_only
Wetzeliella echinosuturata,dinoflagellates,Wetzeliella,Wetzeliella echinosuturata,echinosuturata,,left_only
Gleicheniidites trijugatus (q),pollen,Gleicheniidites,Gleicheniidites trijugatus,trijugatus,,left_only
Hastigerina siphonifera (q),planktic_foraminfera,Hastigerina,Hastigerina siphonifera,siphonifera,,left_only
Uvigerina havanensis,benthic_foraminfera,Uvigerina,Uvigerina havanensis,havanensis,,both
Cymbella ventricosa,diatoms,Cymbella,Cymbella ventricosa,ventricosa,,left_only
Globorotalia dutertrei,planktic_foraminfera,Globorotalia,Globorotalia dutertrei,dutertrei,,left_only
Discoaster sellii,nannofossils,Discoaster,Discoaster sellii,sellii,,left_only
Corbisema convexa,silicoflagellates,Corbisema,Corbisema convexa,convexa,,left_only
Turborotalia continuosa,planktic_foraminfera,Turborotalia,Turborotalia continuosa,continuosa,,left_only
Fursenkoina davisi-complanata,benthic_foraminfera,Fursenkoina,Fursenkoina davisi-complanata,davisi-complanata,,left_only
Uvigerina ciperana,benthic_foraminfera,Uvigerina,Uvigerina ciperana,ciperana,,left_only
Cytherella volgata,ostracods,Cytherella,Cytherella volgata,volgata,,left_only
Globanomalina wilcoxensis (q),planktic_foraminfera,Globanomalina,Globanomalina wilcoxensis,wilcoxensis,,left_only
Cannartus laticonus (q),radiolarians,Cannartus,Cannartus laticonus,laticonus,,left_only
Globorotalia scitula praescitula,planktic_foraminfera,Globorotalia,Globorotalia scitula praescitula,scitula,praescitula,left_only
Fissurina cucullata,benthic_foraminfera,Fissurina,Fissurina cucullata,cucullata,,both
Nannotetrina swasticoides,nannofossils,Nannotetrina,Nannotetrina swasticoides,swasticoides,,left_only
Globorotalia miozea conomiozea (q),planktic_foraminfera,Globorotalia,Globorotalia miozea conomiozea,miozea,conomiozea,left_only
Saccammina sp.,benthic_foraminfera,Saccammina,Saccammina sp.,sp.,,both
Oridorsalis subtenera,benthic_foraminfera,Oridorsalis,Oridorsalis subtenera,subtenera,,left_only
Denticula kamtschatica (q),diatoms,Denticula,Denticula kamtschatica,kamtschatica,,left_only
Sphenolithus anarrhopus,nannofossils,Sphenolithus,Sphenolithus anarrhopus,anarrhopus,,both
Nubecularia novorossica (q),benthic_foraminfera,Nubecularia,Nubecularia novorossica,novorossica,,left_only
Globigerinella calida,planktic_foraminfera,Globigerinella,Globigerinella calida,calida,,both
Discoaster braarudii (q),nannofossils,Discoaster,Discoaster braarudii,braarudii,,both
Ammodiscus sp.,benthic_foraminfera,Ammodiscus,Ammodiscus sp.,sp.,,both
Coscinodiscus lacustris,diatoms,Coscinodiscus,Coscinodiscus lacustris,lacustris,,left_only
Hanzawaia nitidula,benthic_foraminfera,Hanzawaia,Hanzawaia nitidula,nitidula,,left_only
Pterocorys hirundo,radiolarians,Pterocorys,Pterocorys hirundo,hirundo,,left_only
Naviculopsis foliacea foliacea,silicoflagellates,Naviculopsis,Naviculopsis foliacea foliacea,foliacea,foliacea,left_only
Syracospahera tamina,nannofossils,Syracospahera,Syracospahera tamina,tamina,,left_only
Artophormis dominasinensis (q),radiolarians,Artophormis,Artophormis dominasinensis,dominasinensis,,left_only
Zygrhablithus bijugatus (q),nannofossils,Zygrhablithus,Zygrhablithus bijugatus,bijugatus,,both
Botryocella sp. (q),radiolarians,Botryocella,Botryocella sp.,sp.,,both
Anomalinoides semicribrata,benthic_foraminfera,Anomalinoides,Anomalinoides semicribrata,semicribrata,,left_only
Carpocanopsis cristatatum,radiolarians,Carpocanopsis,Carpocanopsis cristatatum,cristatatum,,left_only
Pleurostomella jacksonensis,benthic_foraminfera,Pleurostomella,Pleurostomella jacksonensis,jacksonensis,,left_only
Tetracyclus rupestris,diatoms,Tetracyclus,Tetracyclus rupestris,rupestris,,left_only
Pistacia lentiscus,pollen,Pistacia,Pistacia lentiscus,lentiscus,,left_only
Dorothia retusa (q),benthic_foraminfera,Dorothia,Dorothia retusa,retusa,,left_only
Thalassiosira convexa convexa,diatoms,Thalassiosira,Thalassiosira convexa convexa,convexa,convexa,left_only
Coscinodiscus apiculatus ambigua,diatoms,Coscinodiscus,Coscinodiscus apiculatus ambigua,apiculatus,ambigua,left_only
Orthomorphina skobina,benthic_foraminfera,Orthomorphina,Orthomorphina skobina,skobina,,left_only
Sphenolithus radians (q),nannofossils,Sphenolithus,Sphenolithus radians,radians,,both
Parathranium tenuipes,ebridians,Parathranium,Parathranium tenuipes,tenuipes,,left_only
Globigerinella obesa,planktic_foraminfera,Globigerinella,Globigerinella obesa,obesa,,both
Karreriella biformis,benthic_foraminfera,Karreriella,Karreriella biformis,biformis,,left_only
Gyroidina lamarckiana (q),benthic_foraminfera,Gyroidina,Gyroidina lamarckiana,lamarckiana,,left_only
