Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Triquetrorhabdulus rugosus/rioensis,Pontosphaera spp.,Coccolithus pelagicus,Ceratolithus cristatus,Calcidiscus macintyrei,Sphenolithus spp.,Sphenolithus dissimilis,Sphenolithus conicus,Geminilithella rotula,Reticulofenestra pseudoumbilicus,Minylitha convallis,Discoaster variabilis,Discoaster brouweri,Discoaster tristellifer,Ceratolithus armatus,Discoaster decorus,Amaurolithus primus,Discoaster surculus,Discoaster pentaradiatus,Reticulofenestra spp.,Helicosphaera carteri,Discoaster quinqueramus/berggrenii,Discoaster intercalaris,Dictyococcites spp.,Calcidiscus leptoporus,Amaurolithus delicatus,Reticulofenestra spp. (circular),Discoaster asymmetricus,Amaurolithus amplificus,Ceratolithus acutus,Syracosphaera spp.,Scyphosphaera spp.,Pseudoemiliania lacunosa,Discoaster triradiatus,Discoaster tamalis,Amaurolithus tricorniculatus,Ceratolithus rugosus,Helicosphaera sellii,Gephyrocapsa spp. small (<4 microns),Catinaster coalitus,Rhabdosphaera spp.,Reticulofenestra spp.,Helicosphaera wallichii,Gephyrocapsa oceanica,Ceratolithus telesmus,Gephyrocapsa spp. large (>5.5 microns),Thoracosphaera spp.,Gephyrocapsa sp. 3,Umbilicosphaera spp.,Emiliania huxleyi,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 1,  60.00,    165.3000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,R                    ,                      ,F                     ,C                ,                       ,                    ,R                    ,C                               ,                   ,T                    ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,                                  ,R                      ,F                  ,C                     ,                      ,F                               ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 1, 123.00,    165.9300,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,R                    ,                      ,R                     ,C                ,                       ,                    ,F                    ,F                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,R                  ,F                       ,A                    ,                     ,                                  ,T                      ,F                  ,C                     ,                      ,F                               ,T                      ,cf                     ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 2, 123.00,    167.4300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,F                ,C                    ,                      ,C                     ,C                ,                       ,                    ,C                    ,C                               ,                   ,                     ,F                  ,                       ,                    ,                  ,T                  ,R                  ,C                       ,A                    ,C                    ,T                                 ,                       ,A                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 5, 123.00,    171.9300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,R                     ,A                ,                       ,                    ,R                    ,A                               ,                   ,R                    ,C                  ,                       ,                    ,                  ,T                  ,F                  ,C                       ,A                    ,C                    ,                                  ,                       ,A                  ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 7,   5.00,    173.7500,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,T                    ,                      ,C                     ,A                ,                       ,                    ,C                    ,F                               ,                   ,                     ,F                  ,                       ,                    ,                  ,T                  ,R                  ,F                       ,A                    ,C                    ,                                  ,R                      ,A                  ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 19,X, 7,  40.00,    174.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,C                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,R                       ,A                    ,F                    ,                                  ,R                      ,A                  ,C                     ,T                     ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 20,X, 1,  60.00,    174.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,                      ,A                ,                       ,                    ,F                    ,C                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,                                  ,R                      ,A                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN10a             ,              ,138, 847,B, 20,X, 1, 122.00,    175.1200,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,A                    ,                      ,R                     ,A                ,                       ,                    ,C                    ,A                               ,                   ,R                    ,C                  ,                       ,                    ,                  ,                   ,C                  ,F                       ,A                    ,F                    ,                                  ,F                      ,A                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,                  ,              ,138, 847,B, 20,X, 2,  60.00,    176.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,                      ,A                ,                       ,                    ,                     ,C                               ,                   ,T                    ,R                  ,                       ,                    ,                  ,                   ,F                  ,R                       ,A                    ,                     ,T                                 ,R                      ,A                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,                  ,              ,138, 847,B, 20,X, 2, 122.00,    176.6200,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,C                     ,A                ,                       ,                    ,F                    ,C                               ,                   ,R                    ,                   ,                       ,                    ,                  ,R                  ,                   ,                        ,A                    ,R                    ,T                                 ,                       ,A                  ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,                  ,              ,138, 847,B, 20,X, 3,  60.00,    177.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,T                                  ,                 ,F                    ,                      ,F                     ,C                ,                       ,                    ,C                    ,C                               ,                   ,F                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,R                       ,A                    ,C                    ,                                  ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,                  ,              ,138, 847,B, 20,X, 3,  92.00,    177.8200,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,C                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,R                    ,C                  ,                       ,                    ,                  ,                   ,C                  ,R                       ,A                    ,R                    ,T                                 ,R                      ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 20,X, 4,  60.00,    179.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,C                    ,                      ,                      ,C                ,                       ,                    ,F                    ,C                               ,                   ,                     ,                   ,                       ,                    ,                  ,                   ,R                  ,R                       ,A                    ,C                    ,F                                 ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 20,X, 4, 123.00,    179.6300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,R                    ,                      ,R                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,                     ,C                  ,                       ,                    ,                  ,T                  ,C                  ,C                       ,A                    ,R                    ,C                                 ,                       ,R                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 20,X, 5,  60.00,    180.5000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,                      ,C                ,                       ,                    ,F                    ,C                               ,                   ,                     ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,R                    ,F                                 ,                       ,R                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 20,X, 6,  60.00,    182.0000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,F                     ,C                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,F                  ,                       ,                    ,                  ,                   ,R                  ,                        ,A                    ,F                    ,C                                 ,                       ,F                  ,F                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 1,  60.00,    184.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,R                                  ,                 ,F                    ,                      ,                      ,A                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,C                                 ,                       ,F                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 2,  60.00,    185.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,C                               ,                   ,                     ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,F                                 ,                       ,C                  ,F                     ,T                     ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 3,  60.00,    187.1000,Raffi    ,Nannofossils                                 ,A              ,M                 ,                                   ,                 ,F                    ,                      ,R                     ,AA               ,                       ,                    ,F                    ,C                               ,                   ,F                    ,cf                 ,                       ,                    ,                  ,                   ,                   ,                        ,A                    ,F                    ,F                                 ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 4,  60.00,    188.6000,Raffi    ,Nannofossils                                 ,A              ,G                 ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,F                    ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,C                                 ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 5,  60.00,    190.1000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,R                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,C                    ,R                  ,                       ,                    ,                  ,                   ,cf                 ,                        ,A                    ,F                    ,F                                 ,cf                     ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 6,  60.00,    191.6000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,F                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,C                               ,                   ,F                    ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,F                                 ,R                      ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 21,X, 7,   4.00,    192.5400,Raffi    ,Nannofossils                                 ,A              ,M-G               ,cf                                 ,                 ,R                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,F                    ,R                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,F                                 ,R                      ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 1,  60.00,    193.8000,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,                 ,F                    ,                      ,R                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,F                    ,R                  ,                       ,                    ,                  ,                   ,cf                 ,                        ,A                    ,R                    ,F                                 ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 2, 123.00,    195.9300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,R                                  ,                 ,R                    ,                      ,F                     ,A                ,                       ,                    ,F                    ,A                               ,                   ,                     ,C                  ,                       ,                    ,                  ,                   ,                   ,                        ,A                    ,F                    ,C                                 ,                       ,C                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 3,  60.00,    196.8000,Raffi    ,Nannofossils                                 ,A              ,G                 ,F                                  ,                 ,C                    ,                      ,                      ,AA               ,                       ,                    ,F                    ,C                               ,                   ,                     ,R                  ,                       ,                    ,                  ,                   ,R                  ,                        ,A                    ,C                    ,R                                 ,                       ,C                  ,F                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 4, 123.00,    198.9300,Raffi    ,Nannofossils                                 ,A              ,M                 ,R                                  ,                 ,C                    ,                      ,C                     ,A                ,+                      ,+                   ,C                    ,C                               ,                   ,                     ,R                  ,                       ,                    ,                  ,T                  ,R                  ,                        ,A                    ,R                    ,cf                                ,                       ,C                  ,A                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 5,  60.00,    199.8000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,                                   ,                 ,C                    ,                      ,F                     ,AA               ,                       ,                    ,F                    ,C                               ,                   ,                     ,F                  ,                       ,                    ,                  ,                   ,F                  ,                        ,A                    ,F                    ,F                                 ,                       ,A                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 22,X, 6, 123.00,    201.9300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,R                                  ,                 ,R                    ,                      ,R                     ,AA               ,                       ,+                   ,C                    ,A                               ,                   ,F                    ,cf                 ,                       ,                    ,                  ,                   ,T                  ,                        ,A                    ,R                    ,R                                 ,F                      ,R                  ,C                     ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,Miocene taxa are present; from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 23,X, 1,  60.00,    203.4000,Raffi    ,Nannofossils                                 ,A              ,M-G               ,C                                  ,A                ,F                    ,F                     ,F                     ,A                ,                       ,                    ,R                    ,A                               ,C                  ,F                    ,cf                 ,                       ,R                   ,                  ,T                  ,F                  ,                        ,                     ,                     ,                                  ,                       ,                   ,                      ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,Early Pliocene   ,CN9b              ,              ,138, 847,B, 23,X, 4, 123.00,    208.5300,Raffi    ,Nannofossils                                 ,A              ,M-G               ,cf                                 ,A                ,AA                   ,F                     ,                      ,A                ,                       ,                    ,F                    ,A                               ,C                  ,C                    ,cf                 ,                       ,                    ,R                 ,cf                 ,cf                 ,T                       ,                     ,                     ,                                  ,                       ,                   ,                      ,                      ,                                ,                       ,                       ,                   ,                  ,                  ,                        ,                      ,                  ,                            ,                    ,                    ,                                    ,                   ,                  ,                     ,                       ,                     ,                     ,                                      ,                   ,                  ,                    ,                 ,from ODP Leg 138 Chapter 12 Table 16 pp 266-269
