Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1410C-23X-7-A,342,U1410,C,23,23-7,X,7,A,0,84,212.96,213.8,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Chondrites very common between 23-41 cm, very homogenous",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-23X-CC-A,342,U1410,C,23,23-CC,X,CC,A,0,36,213.8,214.22,clayey [Leg339],nannofossil chalk [Leg339],with foraminifers [Leg339],clayey  nannofossil chalk  with foraminifers ,5GY 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,very homogenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-1-A,342,U1410,C,24,24-1,X,1,A,0,25,214.0,214.25,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,all cycles are characterized by gradual change at both bottom and top,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-1-A,342,U1410,C,24,24-1,X,1,A,25,95,214.25,214.95,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-1-A,342,U1410,C,24,24-1,X,1,A,95,150,214.95,215.5,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,0,19,215.5,215.69,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,19,31,215.69,215.81,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,31,73,215.81,216.23,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,73,82,216.23,216.32,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,82,97,216.32,216.47,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,97,108,216.47,216.58,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,108,125,216.58,216.75,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,gets pinkish at the bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,125,146,216.75,216.96,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-2-A,342,U1410,C,24,24-2,X,2,A,146,150,216.96,217.0,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-3-A,342,U1410,C,24,24-3,X,3,A,0,43,217.0,217.43,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-24X-3-A,342,U1410,C,24,24-3,X,3,A,43,139,217.43,218.39,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10Y 6/1 (greenish gray),,,,heavy_339 [DB91],5.0,,very homogenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-3-A,342,U1410,C,24,24-3,X,3,A,139,150,218.39,218.5,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-4-A,342,U1410,C,24,24-4,X,4,A,0,14,218.5,218.64,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-4-A,342,U1410,C,24,24-4,X,4,A,14,84,218.64,219.34,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-4-A,342,U1410,C,24,24-4,X,4,A,84,104,219.34,219.54,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10Y 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-4-A,342,U1410,C,24,24-4,X,4,A,104,150,219.54,220.0,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,0,10,220.0,220.1,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,slight_339 [DB91],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,10,22,220.1,220.22,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,22,30,220.22,220.3,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,slight_339 [DB91],3.0,,"nearly laminated, specifically at the base, becoming somewhat darker at top and base (10Y 7/1), sharp base",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,30,39,220.3,220.39,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,39,46,220.39,220.46,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,slight_339 [DB91],3.0,,"sharp top, tilted, hiatus",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-5-A,342,U1410,C,24,24-5,X,5,A,46,150,220.46,221.5,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,slight_339 [DB91],3.0,,in some places light grayish patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,0,32,221.5,221.82,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,32,50,221.82,222.0,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,50,58,222.0,222.08,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,58,74,222.08,222.24,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,74,83,222.24,222.33,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,83,119,222.33,222.69,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-6-A,342,U1410,C,24,24-6,X,6,A,119,131,222.69,222.81,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-7-A,342,U1410,C,24,24-7,X,7,A,0,8,222.81,222.89,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-7-A,342,U1410,C,24,24-7,X,7,A,8,22,222.89,223.03,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-7-A,342,U1410,C,24,24-7,X,7,A,22,33,223.03,223.14,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-7-A,342,U1410,C,24,24-7,X,7,A,33,48,223.24,223.29,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-7-A,342,U1410,C,24,24-7,X,7,A,48,64,223.29,223.45,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-24X-CC-A,342,U1410,C,24,24-CC,X,CC,A,0,12,223.45,223.57,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,10YR 8/1 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-24X-CC-A,342,U1410,C,24,24-CC,X,CC,A,12,24,223.57,223.75,,nannofossil chalk [Leg339],with foraminifers [Leg339],nannofossil chalk  with foraminifers ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with foraminifers ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,9,19,223.6,223.79,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,pinkish gray intervals have a rather patchy appearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,19,34,223.79,223.94,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,34,80,223.94,224.4,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,80,103,224.4,224.63,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,103,116,224.63,224.76,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,116,135,224.76,224.95,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,135,140,224.95,225.0,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-1-A,342,U1410,C,25,25-1,X,1,A,140,150,225.0,225.1,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,0,12,225.1,225.22,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,12,29,225.22,225.39,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,29,69,225.39,225.79,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,69,88,225.79,225.98,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,88,101,225.98,226.11,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,101,115,226.11,226.25,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,115,132,226.25,226.42,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-2-A,342,U1410,C,25,25-2,X,2,A,132,150,226.42,226.6,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,0,16,226.6,226.76,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,16,32,226.76,226.92,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,32,47,226.92,227.07,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,47,68,227.07,227.28,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,68,82,227.28,227.42,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,82,96,227.42,227.56,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,96,109,227.56,227.69,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,109,123,227.69,227.83,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,123,140,227.83,228.0,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-3-A,342,U1410,C,25,25-3,X,3,A,140,150,228.0,228.1,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,0,15,228.1,228.25,,nannofossil chalk [Leg339],,nannofossil chalk ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,15,34,228.25,228.44,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,34,48,228.44,228.58,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,48,63,228.58,228.73,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,63,79,228.73,228.89,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,79,91,228.89,229.01,,nannofossil chalk [Leg339],,nannofossil chalk ,10Y 7/1 (light greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,91,104,229.01,229.14,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,104,119,229.14,229.29,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,119,130,229.29,229.4,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,130,143,229.4,229.53,,nannofossil chalk [Leg339],,nannofossil chalk ,7.5YR 7/2 (pinkish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk ,,,,,,
342-U1410C-25X-4-A,342,U1410,C,25,25-4,X,4,A,143,150,229.53,229.6,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
342-U1410C-25X-5-A,342,U1410,C,25,25-5,X,5,A,0,7,229.6,229.67,,nannofossil chalk [Leg339],with radiolarians [Leg339],nannofossil chalk  with radiolarians ,N 8 (white),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil chalk ,nannofossil chalk   with radiolarians ,,,,,,
