Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1464B-32H-3-A,0,150,287.7,289.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green wackestone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,32,H,3,A
356-U1464B-32H-4-A,0,150,289.2,290.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green wackestone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,32,H,4,A
356-U1464B-32H-5-A,0,144,290.7,292.14,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green wackestone with vey fine to fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,32,H,5,A
356-U1464B-32H-5-A,144,150,292.14,292.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches.",,,,356,U1464,B,32,H,5,A
356-U1464B-32H-6-A,0,90,292.2,293.1,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,,,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous light brown mudstone with disseminated pyrite patches.",,,,356,U1464,B,32,H,6,A
356-U1464B-32H-6-A,90,95,293.1,293.15,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,32,H,6,A
356-U1464B-33H-1-A,0,59,294.2,294.79,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green poor-sorted wackestone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,33,H,1,A
356-U1464B-33H-1-A,59,150,294.79,295.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous grayish green mudstone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,33,H,1,A
356-U1464B-33H-2-A,0,150,295.7,297.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,slight [B06],2,,,"Unlithified, homogeneous grayish green mudstone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifers.",,,,356,U1464,B,33,H,2,A
356-U1464B-33H-3-A,0,140,297.2,298.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,,,,,356,U1464,B,33,H,3,A
356-U1464B-33H-3-A,140,150,298.6,298.7,,,,,,,,,,,,,,,,,IW,,,,356,U1464,B,33,H,3,A
356-U1464B-33H-4-A,0,150,298.7,300.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green mudstone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifera rich patches.",,,,356,U1464,B,33,H,4,A
356-U1464B-33H-5-A,0,150,300.2,301.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green mudstone with fine sand size grains, and disseminated pyrite patches. It contains small benthic foraminifera rich patches.",,,,356,U1464,B,33,H,5,A
356-U1464B-33H-6-A,0,47,301.7,302.17,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, homogeneous grayish green mudstone with fine sand size grains, disseminated pyrite patches, and partially lithified concretion beds. It contains small benthic foraminifera rich patches.",,,,356,U1464,B,33,H,6,A
356-U1464B-33H-6-A,0,47,301.7,302.17,,,,,,,,,,,concretion [BJ80],,,,,,,,,,356,U1464,B,33,H,6,A
356-U1464B-33H-6-A,47,53,302.17,302.23,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,33,H,6,A
356-U1464B-34H-1-A,0,24,303.7,303.94,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,bioturbated,sub-horizontal,"Unlithified, homogeneous grayish green mudstone with small benthic foraminifers, and disseminated pyrite patches.",,,,356,U1464,B,34,H,1,A
356-U1464B-34H-1-A,24,150,303.94,305.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Unlithified, homogeneous grayish green poor-sorted wackestone with small benthic foraminifers, and disseminated pyrite patches. Partially lithified parts are frequently intercalated.",,,,356,U1464,B,34,H,1,A
356-U1464B-34H-2-A,0,150,305.2,306.7,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Unlithified, homogeneous grayish green poor-sorted wackestone with small benthic foraminifers, and disseminated pyrite patches. Partially lithified parts are frequently intercalated.",,,,356,U1464,B,34,H,2,A
356-U1464B-34H-3-A,0,150,306.7,308.2,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Unlithified, homogeneous grayish green ppor-sorted wackestone with small benthic foraminifers, and disseminated pyrite patches. Partially lithified parts are frequently intercalated.",,,,356,U1464,B,34,H,3,A
356-U1464B-34H-4-A,0,66,308.2,308.86,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,bioturbated,sub-horizontal,"Unlithified, homogeneous grayish green ppor-sorted wackestone with small benthic foraminifers, and disseminated pyrite patches. Partially lithified parts are frequently intercalated.",,,,356,U1464,B,34,H,4,A
356-U1464B-34H-4-A,66,150,308.86,309.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,grayish green,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Mixed bed of packstone and wackestone, packstone rich. Common bioturbation. Unidentified bioclasts abundantly occur.",,,,356,U1464,B,34,H,4,A
356-U1464B-34H-5-A,0,42,309.7,310.12,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,bioturbated,sub-horizontal,"Unlithified, poor-sorted packstone with medium sand size grains. It contains unidentified bioclasts abundantly.",,,,356,U1464,B,34,H,5,A
356-U1464B-34H-5-A,42,91,310.12,310.61,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unidentified, light brown packstone with medium sand size grains. It contains unidentified bioclasts.",,,,356,U1464,B,34,H,5,A
356-U1464B-34H-6-A,0,77,310.61,311.38,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unidentified, light brown packstone with medium sand size grains. It contains unidentified bioclasts.",,,,356,U1464,B,34,H,6,A
356-U1464B-34H-7-A,0,118,311.38,312.56,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,foraminifera (small benthic),,pyrite (disseminated),,common [B06],4,,,"Unlithified, poor-sorted packstone with medium sand size grains. It contains unidentified bioclasts abundantly.",,,,356,U1464,B,34,H,7,A
356-U1464B-34H-CC-A,0,15,312.56,312.71,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark greenish gray,foraminifera (small benthic),,,,,,,,"Unlithified, poor-sorted packstone with medium sand size grains.",,,,356,U1464,B,34,H,CC,A
356-U1464B-34H-CC-A,15,19,312.71,312.75,,,,,,,,,,,,,,,,,PAL,,,,356,U1464,B,34,H,CC,A
356-U1464B-35F-1-A,0,150,313.2,314.7,unlithified [Leg194],,packstone [E&K72; D62],3,with skeletal carbonate,packstone with skeletal carbonate,hemipelagic,light gray,foraminifera (small benthic),,concretion [BJ80],,,,,,"Unlithified, packstone with medium sand size grains. It contains unidentified bioclasts abundantly. Strongly lithified concretions are frequently intercalated with packstone.",,,,356,U1464,B,35,F,1,A
356-U1464B-35F-2-A,0,89,314.7,315.59,unlithified [Leg194],,packstone [E&K72; D62],3,with skeletal carbonate,packstone with skeletal carbonate,hemipelagic,light gray,foraminifera (small benthic),,concretion [BJ80],,,,,,"Unlithified, packstone with medium sand size grains. It contains unidentified bioclasts abundantly. Strongly lithified concretions are frequently intercalated with packstone.",,,,356,U1464,B,35,F,2,A
356-U1464B-35F-2-A,89,150,315.59,316.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,foraminifera (small benthic),,,,,,,,"Unlithified, packstone with medium sand size grains.",,,,356,U1464,B,35,F,2,A
356-U1464B-35F-3-A,0,69,316.2,316.89,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,foraminifera (small benthic),,pyrite (disseminated),,moderate [B06],3,,,"Unlithified, poor-sorted packstone with medium sand size grains. Moderate bioturbation.",,,,356,U1464,B,35,F,3,A
356-U1464B-35F-CC-A,0,6,316.89,316.95,,,,,,,,,,,,,,,,,ATP,,,,356,U1464,B,35,F,CC,A
