Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418C-24H-3-A,100.5,150.0,159.305,159.8,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"- diatom ooze
- black mottels
- scattered granules
- scattered mud patches
- some intervals diatom bearing",,,,,,341,U1418,C,24,H,3,A
341-U1418C-24H-4-A,0.0,40.0,159.8,160.2,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,clayey mud with many tiny black mottles,,,,,,341,U1418,C,24,H,4,A
341-U1418C-24H-4-A,40.0,150.0,160.2,161.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae (ca. 20); laminae have sharp boundaries - though often discontinuous,,,,,,341,U1418,C,24,H,4,A
341-U1418C-24H-5-A,0.0,150.0,161.3,162.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae (ca. 24); laminae have sharp boundaries - though often discontinuous; few tiny light gray volacnic ash spots occur at 111 cm,,,,,,341,U1418,C,24,H,5,A
341-U1418C-24H-6-A,0.0,140.0,162.8,164.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae (ca. 25); laminae have sharp boundaries - though they are often discontinuous; laminae accumulate at the bottom of this section,,,,,,341,U1418,C,24,H,6,A
341-U1418C-24H-6-A,140.0,143.0,164.2,164.23,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine to medium sand, poorly sorted, fining upward",sharp contact,erosive,,,,341,U1418,C,24,H,6,A
341-U1418C-24H-6-A,143.0,150.0,164.23,164.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,24,H,6,A
341-U1418C-24H-7-A,0.0,56.0,164.3,164.86,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) silt laminae (ca. 6); laminae have sharp boundaries - though they are often discontinuous; liner not completely filled between 21 and 51 cm,,,,,,341,U1418,C,24,H,7,A
341-U1418C-24H-CC-A,0.0,19.0,164.86,165.05,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud interbedded with silt laminae (3 thin layers),,,,,,341,U1418,C,24,H,CC,A
341-U1418C-24H-CC-A,19.0,24.0,165.05,165.1,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,24,H,CC,A
341-U1418C-25H-1-A,0.0,150.0,164.8,166.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- subtle colour variations to more greenish & greyish
- scattered black mottles
- scattered silt patches
- 1 granule
- diatom-bearing intervals possible (somewhat more greenish) (not confirmed, but inferred from observations from Section 2)

- scattered silt laminae
- <1 cm, mostly ~2 mm thick
- continuous to discontinuous
- spacing: ~2 - 50 cm
- ~7 pcs
",,,,,,341,U1418,C,25,H,1,A
341-U1418C-25H-2-A,0.0,150.0,166.3,167.8,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,"- subtle colour variations to more greenish & greyish
- scattered black mottles
- scattered silt patches
- diatom-bearing intervals possible (e.g. ~72 cm)
- scattered granule and pebble lonestones

- scattered silt laminae
- <5 mm
- discontinuous
- spacing: ~2 cm
- ~2 pcs
",,,,,,341,U1418,C,25,H,2,A
341-U1418C-25H-3-A,0.0,107.0,167.8,168.87,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- subtle colour variations to more greenish & greyish
- scattered black mottles
- scattered ash(?) patches

- scattered silt laminae
- <5 mm
- continuous to discontinuous
- spacing: ~3 mm - 35 cm
- >10 pcs
",,,,,,341,U1418,C,25,H,3,A
341-U1418C-25H-3-A,107.0,108.0,168.87,168.88,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10YR 6/1 (gray),,,,,,,,,,,,,,- volcanic glass,,,,,,341,U1418,C,25,H,3,A
341-U1418C-25H-3-A,108.0,117.5,168.88,168.975,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- one silt laminae, ~2 mm thick",,,,,,341,U1418,C,25,H,3,A
341-U1418C-25H-3-A,117.5,119.0,168.975,168.99,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,10YR 6/1 (gray),,,,,,,,,,,,,,- volcanic glass,,,,,,341,U1418,C,25,H,3,A
341-U1418C-25H-3-A,119.0,150.0,168.99,169.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- silt laminae
- 8 pcs.
- <3 mm
- spacing: 7 mm - >12 cm
",,,,,,341,U1418,C,25,H,3,A
341-U1418C-25H-4-A,0.0,52.0,169.3,169.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- subtle colour variations to more greenish & greyish
- scattered black mottles
- scattered silt patches
- large silt patch between 8-9 cm -> IRD?

- scattered silt laminae
- ~2 mm - ~2 cm
- continuous to discontinuous
- spacing: <5 mm - >11 cm
- ~20 pcs
- slightly more greyish (darker) and lighter than surrounding mud",gradational contact,,,,,341,U1418,C,25,H,4,A
341-U1418C-25H-4-A,52.0,150.0,169.82,170.8,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,"- diatom ooze
- slight colour variations to more greenish and greyish
- larger amounts of black mottles than above
- scattered patches of ash(?) -> bioturbated?",,,,,,341,U1418,C,25,H,4,A
341-U1418C-25H-5-A,0.0,42.0,170.8,171.22,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,fine dispersed black mottles; slight color variations,,,,,,341,U1418,C,25,H,5,A
341-U1418C-25H-5-A,42.0,46.0,171.22,171.26,,muddy sand(stone) to sandy mud(stone) [S54m],with biosilica [Leg339],muddy sand(stone) to sandy mud(stone)  with biosilica ,,,,5Y 3/1 (very dark gray),moderate [DB86],2,,,,,,,,,,,,interval of 2 muddy sand layers with sharp erosive (and bioturbated) boundaries; poorly sorted containing opaques and amphiboles ,,,,,,341,U1418,C,25,H,5,A
341-U1418C-25H-5-A,46.0,75.0,171.26,171.55,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,fine dispersed black mottles; slight color variations,sharp contact,biotubated,,,,341,U1418,C,25,H,5,A
341-U1418C-25H-5-A,75.0,84.0,171.55,171.64,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),,,,,,,,,,,,,,"clean, poorly sorted, fine to medium sand, containing rounded quartz grains",sharp contact,erosive,,,,341,U1418,C,25,H,5,A
341-U1418C-25H-5-A,84.0,150.0,171.64,172.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with few discontinuous patches or layers of silt,,,,,,341,U1418,C,25,H,5,A
341-U1418C-25H-6-A,0.0,70.5,172.3,173.005,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with few discontinuous patches or lenses of silt,,,,,,341,U1418,C,25,H,6,A
341-U1418C-25H-6-A,70.5,71.5,173.005,173.015,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,fine to medium sand,sharp contact,erosive,,,,341,U1418,C,25,H,6,A
341-U1418C-25H-6-A,71.5,120.0,173.015,173.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with few discontinuous patches or lenses of silt,,,,,,341,U1418,C,25,H,6,A
341-U1418C-25H-7-A,0.0,52.0,173.5,174.02,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with few lenses and laminae of silt,,,,,,341,U1418,C,25,H,7,A
341-U1418C-26H-1-A,0.0,150.0,174.0,175.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- very slight colour banding to darker and lighter
- scattered black mottles
- scattered silt patches

- silt laminae
- continuous to discontinuous
- <5 mm thick
- ~20 pcs
- spacing: <1 - ~20 cm",,,,,,341,U1418,C,26,H,1,A
341-U1418C-26H-2-A,0.0,150.0,175.5,177.0,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- very slight colour banding to darker and lighter
- scattered black mottles
- scattered silt patches

- discontinuous sand beds with erosive lower and irregular upper boundaries between 74.5-76.5 and 134.5-136.5

ENHANCED AMOUNTS OF BIOGENIC CARBONATE (NANNOFOSSILS) BETWEEN ~97 AND 134.5 CM; COINCIDENT WITH INCREASED BIOTURBATION

COLOUR CHANGE TO N4 AROUND 136.5 CM

- silt laminae
- continuous to discontinuous
- ~2 mm - ~2 cm
- >25 pcs
- spacing 5 mm - >80 cm",,,,,,341,U1418,C,26,H,2,A
341-U1418C-26H-3-A,0.0,150.0,177.0,178.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- mud with silt/very fine sand laminae
- scattered black mottles
- scattered silt patches
- granule pebble lonestones


- silt/very fine sand laminae
- continuous to discontinuous
- 3-8 mm thick
- ~35 pcs
- spacing 5 mm - ~25 cm
- rel. many laminae affected by bioturbation
- rel. many light laminae",,,,,,341,U1418,C,26,H,3,A
341-U1418C-26H-4-A,0.0,150.0,178.5,180.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"- mud with silt/very fine sand laminae
- scattered black mottles
- scattered silt patches
- scattered granules


- silt/very fine sand laminae
- continuous to discontinuous
- <5 mm thick
- occasionally graded
- ~30 pcs
- spacing 3 mm - ~20 cm
- almost all laminae rel. light
",,,,,,341,U1418,C,26,H,4,A
341-U1418C-26H-5-A,0.0,48.0,180.0,180.48,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,mud with few silty patches or lenses,,,,,,341,U1418,C,26,H,5,A
341-U1418C-26H-5-A,48.0,96.0,180.48,180.96,,mud [Leg210],with biogenic components [Leg339],mud  with biogenic components ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,mud with biosilica and forams,,,,,,341,U1418,C,26,H,5,A
341-U1418C-26H-5-A,96.0,98.0,180.96,180.98,,sand [Leg210],,sand ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"fine sand, poorly sorted",sharp contact,erosive,,,,341,U1418,C,26,H,5,A
341-U1418C-26H-5-A,98.0,105.0,180.98,181.05,,mud [Leg210],with biogenic components [Leg339],mud  with biogenic components ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],4,,,,,,,,,,mud with biosilica and forams,,,,,,341,U1418,C,26,H,5,A
341-U1418C-26H-5-A,105.0,150.0,181.05,181.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with few silty patches or lenses,,,,,,341,U1418,C,26,H,5,A
341-U1418C-26H-6-A,0.0,123.0,181.5,182.73,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],10,,,,,,,,,,clayey mud with few silt lenses on top of this section; lonestones include a subrounded metasediment pebble,,,,,,341,U1418,C,26,H,6,A
341-U1418C-26H-6-A,123.0,130.0,182.73,182.8,,mud [Leg210],with biogenic carbonate [Leg339],mud  with biogenic carbonate ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,slightly brighter mud with few calcareous components,,,,,,341,U1418,C,26,H,6,A
341-U1418C-26H-7-A,0.0,55.0,182.8,183.35,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,slightly brighter clayey mud,,,,,,341,U1418,C,26,H,7,A
341-U1418C-26H-CC-A,0.0,17.0,183.35,183.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,slightly brighter clayey mud,,,,,,341,U1418,C,26,H,CC,A
341-U1418C-26H-CC-A,17.0,22.0,183.52,183.57,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,26,H,CC,A
341-U1418C-27H-1-A,0.0,150.0,183.5,185.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with silt laminae
- scattered black mottles
- scattered silt patches
- scattered granules and pebbles

- 81.5-85: sub-rounded pebble of dark meta-sediment (metamorphosed siltstone?)

- silt laminae
- continuous to discontinuous
- <5 mm thick
- ~20 pcs
- spacing 1 - 73 cm

",,,,,,341,U1418,C,27,H,1,A
341-U1418C-27H-2-A,0.0,150.0,185.0,186.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with silt laminae
- scattered black mottles
- scattered silt patches
- scattered granules and pebbles

- ~70 cm: mica-rich pebble

- 71-72: very thin sand bed with erosive lower boundary; graded

- silt laminae
- continuous to discontinuous
- <2 mm thick
- ~10 pcs
- spacing ~7 mm - >30 cm
",,,,,,341,U1418,C,27,H,2,A
341-U1418C-27H-3-A,0.0,150.0,186.5,188.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],12,,,,,,,,,,"- mud with silt laminae
- scattered black mottles
- scattered silt patches
- scattered granules and pebbles

- 33-83: somewhat greener; more bioturbation, more black mottles, more light patches of silt or ash(?)

83-84.5: fine sand with erosive lower boundary

- silt laminae
- continuous to discontinuous
- <5 mm thick
- <10 pcs
- spacing >4 cm
",,,,,,341,U1418,C,27,H,3,A
341-U1418C-27H-4-A,0.0,150.0,188.0,189.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,"clayey mud with few (8) thin, discontinuous laminae and patches of silt throughout the core; CaCO3 clast @ 19 cm",,,,,,341,U1418,C,27,H,4,A
341-U1418C-27H-5-A,0.0,136.0,189.5,190.86,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,clayey mud with few (12) discontinuous thin laminae and patches of silt dispersed throughout the core; ,,,,,,341,U1418,C,27,H,5,A
341-U1418C-27H-5-A,136.0,141.0,190.86,190.91,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 6/1 (gray),moderate [DB86],2,,,,,,,,,,,,"100 % glass ash, silt to sand sized, angular to subangular, sharp planar lower boundary, bioturbated top boundary",sharp contact,planar,,,,341,U1418,C,27,H,5,A
341-U1418C-27H-5-A,141.0,150.0,190.91,191.0,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,clayey mud with few discontinuous thin laminae and patches of silt dispersed throughout the core; ,,,,,,341,U1418,C,27,H,5,A
341-U1418C-27H-6-A,0.0,72.0,191.0,191.72,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,ash lenses on top of this section probably due to pull down along liner wall; very few discontinuous silt laminae (ca. 5),,,,,,341,U1418,C,27,H,6,A
341-U1418C-27H-CC-A,0.0,16.0,191.72,191.88,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with a silt patch,,,,,,341,U1418,C,27,H,CC,A
341-U1418C-27H-CC-A,16.0,21.0,191.88,191.93,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,27,H,CC,A
341-U1418C-28H-1-A,0.0,150.0,191.9,193.4,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,"- interbedded mud and silt
- slight colour banding to slightly more greenish and darker grey
- granule lonestones
- traces of ash possible (based on smear slide from Section 2)

- silt laminae:
- ~25 pcs
- <5 mm thick
- spacing: ~5 mm - >25 cm
",,,,,,341,U1418,C,28,H,1,A
341-U1418C-28H-2-A,0.0,150.0,193.4,194.9,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,present [A79],6,,,,,,,,,,"- interbedded mud and silt
- slight colour banding to slightly more greenish and darker grey
- granule and pebble lonestones


66-67: sub-angular clast of mica-rich metamorphic rock with quartz

- 102: VOLCANICLASTIC BEARING SILT (smear-slide sample)


- silt laminae:
- ~30 pcs
- <5 mm thick
- spacing: ~5 mm - >28 cm
",,,,,,341,U1418,C,28,H,2,A
341-U1418C-28H-3-A,0.0,150.0,194.9,196.4,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- interbedded mud and silt
- slight colour banding to slightly more greenish and darker grey
- traces of ash possible (based on smear slide from Section 2)

- 62.5-65: silt bed; thinning towards the right side;
- some deformation between the silt bed, as well as silt clast slightly below the bed -> drilling disturbance?

- silt laminae:
- ~45 pcs
- max. 8 mm thick mostly <5 mm thick
- spacing: ~5 mm - ~10 cm
",,,,,,341,U1418,C,28,H,3,A
341-U1418C-28H-4-A,0.0,150.0,196.4,197.9,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with ca. 20 thin silt laminea (0.8 cm) throughout section; volcanic ash identified in silt,,,,,,341,U1418,C,28,H,4,A
341-U1418C-28H-5-A,0.0,150.0,197.9,199.4,,interbedded silt(stone) and mud(stone) [McKW53],with volcanic ash [Leg339],interbedded silt(stone) and mud(stone)  with volcanic ash ,trace amount,1,color banding,N 4 (dark gray),,,,,,,,,,,,,,clayey mud with thin silt laminea (0.8 cm) throughout section; volcanic ash identified in silt,,,,,,341,U1418,C,28,H,5,A
341-U1418C-28H-6-A,0.0,130.0,199.4,200.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud with thin silt; 25 - 130 cm ""vertically stratified"" due to suck in",,,,,,341,U1418,C,28,H,6,A
341-U1418C-28H-7-A,0.0,53.0,200.7,201.23,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,completely sucked in,,,,,,341,U1418,C,28,H,7,A
341-U1418C-28H-CC-A,0.0,18.0,201.23,201.41,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,completely sucked in,,,,,,341,U1418,C,28,H,CC,A
341-U1418C-29H-1-A,0.0,150.0,201.4,202.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],8,,,,,,,,,,"- interbedded mud and silt
- slight colour banding
- scattered small black mottles
- lonestones (granules and pebbles)
- 118-120: silt clast

- silt laminae
- ~12 pcs.
- <5 mm thick
- spacing: ~8 mm - ~35 cm",,,,,,341,U1418,C,29,H,1,A
341-U1418C-29H-2-A,0.0,150.0,202.9,204.4,,interbedded silt(stone) and mud(stone) [McKW53],with sand [Leg339],interbedded silt(stone) and mud(stone)  with sand ,,,color banding,N 4 (dark gray),,,present [A79],8,,,,,,,,,,"- interbedded mud and silt
- slight colour banding
- scattered small black mottles
- lonestones (granules and pebbles)

- 0-11: some sand lenses along liner wall and hole at section top -> drilling disturbance?

- ~7-44: more greenish -> higher organic content -> few sponge spiculres and diatoms

- 44-45: graded medium to fine sand; erosive lower boundary; 5Y 3/1


- silt laminae
- ~10 pcs.
- <5 mm thick
- spacing: ~7 mm - ~8 cm",,,,,,341,U1418,C,29,H,2,A
341-U1418C-29H-3-A,0.0,150.0,204.4,205.9,,interbedded silt(stone) and mud(stone) [McKW53],with sand [Leg339],interbedded silt(stone) and mud(stone)  with sand ,,,color banding,N 4 (dark gray),,,present [A79],11,,,,,,,,,,"- interbedded mud and silt
- slight colour banding
- scattered small black mottles
- lonestones (granules and pebbles)

- 95.5-98: graded medium to very fine sand; 5Y 4/1

- 108-110: sub-angular clast (pebble) of sedimentary rock (siltstone?)

118-119: sand clast


- silt laminae
- >20 pcs.
- <5 mm thick
- spacing: ~8 mm - ~20 cm",,,,,,341,U1418,C,29,H,3,A
341-U1418C-29H-4-A,0.0,150.0,205.9,207.4,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) discontinuous laminae and patches of silt (ca. 12),,,,,,341,U1418,C,29,H,4,A
341-U1418C-29H-5-A,0.0,150.0,207.4,208.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) discontinuous laminae and patches of silt (ca. 20); few black mottles occur,,,,,,341,U1418,C,29,H,5,A
341-U1418C-29H-6-A,0.0,69.0,208.9,209.59,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,clayey mud interbedded with thin (0.5 cm) discontinuous laminae and patches of silt; the lower part of this section (25 - 69 cm) is heavily disturbed (suck-in),,,,,,341,U1418,C,29,H,6,A
341-U1418C-29H-6-A,69.0,79.0,209.59,209.69,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,29,H,6,A
341-U1418C-30H-1-A,0.0,22.0,209.7,209.92,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"6 silt laminae, mud 9 cm or less; ",,,,,,341,U1418,C,30,H,1,A
341-U1418C-30H-1-A,22.0,150.0,209.92,211.2,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],,,,,,,,,,,"massive mud with 4 silt laminae, randomly dispersed; colour banding N 2.5 (black) > N 4 (dark grey); siltstone granule at 51 cm in WH
",,,,,,341,U1418,C,30,H,1,A
341-U1418C-30H-2-A,0.0,60.0,211.2,211.8,,mud [Leg210],,mud ,,,color banding,N 2.5 (black),,,present [A79],1,,,pebble [W22_2],subrounded,,,,,,"1 clast 1.5 cm at 7 cm, siltstone, subrounded",,,,,,341,U1418,C,30,H,2,A
341-U1418C-30H-2-A,60.0,61.0,211.8,211.81,,sand [Leg210],,sand ,,,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,C,30,H,2,A
341-U1418C-30H-2-A,61.0,150.0,211.81,212.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],angular,,,,,,"massive mud, 4 silt laminae, randomly distributed; siltstone granule, angular",,,,,,341,U1418,C,30,H,2,A
341-U1418C-30H-3-A,0.0,102.0,212.7,213.72,,mud [Leg210],,mud ,,,,N 2.5 (black),,,present [A79],3,,,granule [W22_2],subrounded,,,,,,"Colour changes gradully from N 2.5 to N 4; 3 clasts, 2 granules at 8 and 14 cm, 1 pebble at 47 cm, subangular",,,,,,341,U1418,C,30,H,3,A
341-U1418C-30H-3-A,102.0,134.0,213.72,214.04,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"14 silt laminae, mud 8 cm or less; ",,,,,,341,U1418,C,30,H,3,A
341-U1418C-30H-3-A,134.0,150.0,214.04,214.2,,mud [Leg210],,mud ,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,341,U1418,C,30,H,3,A
341-U1418C-30H-4-A,0.0,42.0,214.2,214.62,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,"silts: thinly laminated to laminated, @ 1-9cm intervals, some N 5",,,,,,341,U1418,C,30,H,4,A
341-U1418C-30H-4-A,42.0,95.0,214.62,215.15,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,,,,,,341,U1418,C,30,H,4,A
341-U1418C-30H-4-A,95.0,103.0,215.15,215.23,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1418,C,30,H,4,A
341-U1418C-30H-4-A,103.0,150.0,215.23,215.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,131cm: thinly laminated silt,,,,,,341,U1418,C,30,H,4,A
341-U1418C-30H-5-A,0.0,19.0,215.7,215.89,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,C,30,H,5,A
341-U1418C-30H-5-A,19.0,150.0,215.89,217.2,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],7,,,,,,,,,,"~1cm silt patches @ 66, 103 cm",,,,,,341,U1418,C,30,H,5,A
