Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1433A-19H-3-A,42,88,173.09,173.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,3,A,
349-U1433A-19H-3-A,88,114,173.55,173.81,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,irregular,inclined,thin bed [B01],color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,3,A,
349-U1433A-19H-3-A,114,146,173.81,174.13,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,3,A,
349-U1433A-19H-4-A,0,7,174.13,174.2,,clay [Leg339],,clay ,clay ,100,5YR 4/2 (dark reddish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-4-A,7,9,174.2,174.22,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-4-A,9,31,174.22,174.44,,clay [Leg339],,clay ,clay ,100,5YR 4/1 (dark gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-4-A,31,79,174.44,174.92,,clay [Leg339],,clay ,clay ,100,5YR 4/2 (dark reddish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-4-A,79,82,174.92,174.95,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-4-A,82,135,174.95,175.48,,clay [Leg339],,clay ,clay ,100,5YR 4/2 (dark reddish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,4,A,
349-U1433A-19H-5-A,0,26,175.63,175.89,,clay [Leg339],,clay ,clay ,100,5YR 4/2 (dark reddish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,5,A,
349-U1433A-19H-5-A,26,102,175.89,176.65,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,5,A,
349-U1433A-19H-5-A,102,148,176.65,177.11,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],convolute bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,5,A,
349-U1433A-19H-6-A,0,100,177.11,178.11,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,6,A,
349-U1433A-19H-7-A,0,66,178.11,178.77,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,19,H,7,A,
349-U1433A-20H-1-A,0,105,178.8,179.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,1,A,
349-U1433A-20H-2-A,0,33,179.85,180.18,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,2,A,
349-U1433A-20H-2-A,33,82,180.18,180.67,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,2,A,
349-U1433A-20H-2-A,82,93,180.67,180.78,,clay [Leg339],,clay ,clay ,100,5YR 3/2 (dark reddish brown),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,2,A,
349-U1433A-20H-2-A,93,123,180.78,181.08,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,2,A,
349-U1433A-20H-3-A,0,89,181.08,181.97,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,erosive,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,3,A,
349-U1433A-20H-3-A,89,141,181.97,182.49,,clay [Leg339],,clay ,clay ,100,5YR 3/2 (dark reddish brown),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,3,A,
349-U1433A-20H-4-A,0,58,182.53,183.11,,clay [Leg339],,clay ,clay ,100,5YR 3/2 (dark reddish brown),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,erosive,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,4,A,
349-U1433A-20H-4-A,58,90,183.11,183.43,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,100,GLEY 1 5/10Y (greenish gray),well consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,medium bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,4,A,
349-U1433A-20H-4-A,90,138,183.43,183.91,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,4,A,
349-U1433A-20H-5-A,0,136,183.95,185.31,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,5,A,
349-U1433A-20H-6-A,0,124,185.38,186.62,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,6,A,
349-U1433A-20H-7-A,0,144,186.88,188.32,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,7,A,
349-U1433A-20H-CC-A,0,36,188.32,188.68,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,20,H,CC,A,
