Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Extra Sample ID Data
"339-U1385A-13H-5-, 0-150",339,U1385,A,13,13-5,H,5,,0,150,112,113.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,,layering,thick bed [B01],,,,slight_339 [DB91],3,,,slight color change between slightly darker and lighter gray due to bioturbation. scattered pyrite. Zoophycos throughout. Some iron sulfide staining (hydrotroillite) at 61-63 cm. A greenish sharp contact (chemical?) at 82 cm. ,70,70,,
"339-U1385A-13H-6-, 0-150",339,U1385,A,13,13-6,H,6,,0,150,113.5,115,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,,layering,thick bed [B01],,,,slight_339 [DB91],3,,,slight color change between slightly darker and lighter gray due to bioturbation. scattered pyrite. pyrite filled burrows. Zoophycos throughout.,70,70,,
"339-U1385A-13H-7-, 0-64",339,U1385,A,13,13-7,H,7,,0,64,115,115.64,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,,layering,thick bed [B01],,,,slight_339 [DB91],3,,,slight color change between slightly darker and lighter gray due to bioturbation. scattered pyrite. Zoophycos throughout. ,70,70,,
"339-U1385A-13H-CC-, 0-48",339,U1385,A,13,13-CC,H,CC,,0,48,115.64,116.12,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,contact not recovered,layering,thick bed [B01],,,,slight_339 [DB91],3,,,slight color change between slightly darker and lighter gray due to bioturbation. scattered pyrite. Zoophycos throughout. ,70,70,,
"339-U1385A-14H-1-A, 0-149",339,U1385,A,14,14-1,H,1,A,0,149,115.5,116.99,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,"Greenish gray interval with color variations due to bioturbation. Occasionally pteropods. Sand-filled burrows, pyritized burrows are more common. Sediments become darker greenish gray at the bottom (149 cm-).",100,100,,
"339-U1385A-14H-1-A, 149-152",339,U1385,A,14,14-1,H,1,A,149,152,116.99,117.02,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-2-A, 0-6",339,U1385,A,14,14-2,H,2,A,0,6,117.02,117.08,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-2-A, 6-96",339,U1385,A,14,14-2,H,2,A,6,96,117.08,117.98,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-2-A, 96-105",339,U1385,A,14,14-2,H,2,A,96,105,117.98,118.07,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-2-A, 105-155",339,U1385,A,14,14-2,H,2,A,105,155,118.07,118.57,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray interval with color variations due to bioturbation. Numerous burrows filled with quartz and otter minerals (+ few forams).,100,100,,
"339-U1385A-14H-3-A, 0-155",339,U1385,A,14,14-3,H,3,A,0,155,118.57,120.12,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish gray interval with color variations due to bioturbation. Numerous burrows filled with quartz and otter minerals (+ few forams).,100,100,,
"339-U1385A-14H-4-A, 0-107",339,U1385,A,14,14-4,H,4,A,0,107,120.12,121.19,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,85,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,15,5Y 6/1 (gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,slight_339 [DB91],3,,,"Interbedding of thick dark greenish gray and thin greenish gray intervals. Color variation due to bioturbation. Pyritized burrows are common in dark layers, and some zoophycos in greenish gray interval.",85,85,,
"339-U1385A-14H-4-A, 107-153",339,U1385,A,14,14-4,H,4,A,107,153,121.19,121.65,,nannofossil ooze [Leg339],with mud [Leg339],nannofossil ooze ,nannofossil ooze  with mud ,nannofossil ooze   with mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Dark greenish gray interval with color variations due to bioturbation. A silt-filled burrows.,100,100,,
"339-U1385A-14H-5-A, 0-141",339,U1385,A,14,14-5,H,5,A,0,141,121.65,123.06,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-5-A, 141-152",339,U1385,A,14,14-5,H,5,A,141,152,123.06,123.17,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-14H-6-A, 0-125",339,U1385,A,14,14-6,H,6,A,0,125,123.17,124.42,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,85,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,15,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,,,medium bed [B01],,,,slight_339 [DB91],3,,,,85,85,,
"339-U1385A-14H-CC-A, 0-25",339,U1385,A,14,14-CC,H,CC,A,0,25,124.42,124.67,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Scattered pyrite grains,100,100,,
"339-U1385A-15H-1-A, 0-151",339,U1385,A,15,15-1,H,1,A,0,151,125,126.51,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Interbedded greenish gray and dark greenish gray intervals with color variations due to bioturbation, Pyritized burrows throughout.",60,60,,
"339-U1385A-15H-2-A, 0-153",339,U1385,A,15,15-2,H,2,A,0,153,126.51,128.04,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Interbedded greenish gray and dark greenish gray intervals with color variations due to bioturbation, Pyritized burrows throughout. Occasionally zoophycos-type burrows.",60,60,,
"339-U1385A-15H-3-A, 0-153",339,U1385,A,15,15-3,H,3,A,0,153,128.04,129.57,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Interbedded gray and dark greenish gray intervals with color variations due to bioturbation, Pyritized burrows throughout. Pteropods at 48 cm.",70,70,,
"339-U1385A-15H-4-A, 0-154",339,U1385,A,15,15-4,H,4,A,0,154,129.57,131.11,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,layering,medium bed [B01],,,,moderate_339 [DB91],4,,,"Interbedded gray and greenish gray intervals with color variations due to bioturbation, Pyritized burrows throughout. ",70,70,,
"339-U1385A-15H-5-A, 0-46",339,U1385,A,15,15-5,H,5,A,0,46,131.11,131.57,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,"Greenish gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-15H-5-A, 46-75",339,U1385,A,15,15-5,H,5,A,46,75,131.57,131.86,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 6/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,"Greenish gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-15H-5-A, 75-92",339,U1385,A,15,15-5,H,5,A,75,92,131.86,132.03,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
"339-U1385A-15H-5-A, 92-154",339,U1385,A,15,15-5,H,5,A,92,154,132.03,132.65,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,"Dark greenish gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-15H-6-A, 0-73",339,U1385,A,15,15-6,H,6,A,0,73,132.67,133.4,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,"Dark greenish gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-15H-6-A, 73-98",339,U1385,A,15,15-6,H,6,A,73,98,133.4,133.65,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,"Dark greenish gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-15H-CC-A, 0-18",339,U1385,A,15,15-CC,H,CC,A,0,18,133.65,133.83,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,"Olive gray interval with color variations due to bioturbation, Pyritized burrows throughout. ",100,100,,
"339-U1385A-16H-1-A, 0-150",339,U1385,A,16,16-1,H,1,A,0,150,134.5,136,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,"Soupy interval with ""mousse-like"" texture at 26-68 cm.  ",100,100,,
"339-U1385A-16H-2-A, 0-13",339,U1385,A,16,16-2,H,2,A,0,13,136,136.13,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,"Soupy interval with ""mousse-like"" texture at 26-68 cm.  ",100,100,,
"339-U1385A-16H-2-A, 13-150",339,U1385,A,16,16-2,H,2,A,13,150,136.13,137.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,30,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,,color banding,very thin bed [B01],,,,slight_339 [DB91],3,,,Interval contains thin beds of greenish and brown color.,70,70,,
"339-U1385A-16H-3-A, 0-62",339,U1385,A,16,16-3,H,3,A,0,62,137.5,138.12,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,30,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,color banding,very thin bed [B01],,,,moderate_339 [DB91],4,,,Interval contains thin beds of greenish and brown color.,70,70,,
"339-U1385A-16H-3-A, 62-153",339,U1385,A,16,16-3,H,3,A,62,153,138.12,139.03,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,very thin bed [B01],,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-16H-4-A, 0-7",339,U1385,A,16,16-4,H,4,A,0,7,139.03,139.1,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,very thin bed [B01],,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-16H-4-A, 7-153",339,U1385,A,16,16-4,H,4,A,7,153,139.1,140.56,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,contact not recovered,color banding,very thin bed [B01],,,,moderate_339 [DB91],4,,,,70,70,,
"339-U1385A-16H-5-A, 0-124",339,U1385,A,16,16-5,H,5,A,0,124,140.56,141.8,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,80,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,20,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,,80,80,,
"339-U1385A-16H-5-A, 124-136",339,U1385,A,16,16-5,H,5,A,124,136,141.8,141.92,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,color banding,thin bed [B01],,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-16H-5-A, 136-150",339,U1385,A,16,16-5,H,5,A,136,150,141.92,142.06,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-16H-6-A, 0-148",339,U1385,A,16,16-6,H,6,A,0,148,142.06,143.54,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,very thin bed [B01],,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-16H-CC-A, 0-26",339,U1385,A,16,16-CC,H,CC,A,0,26,143.54,143.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5Y 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,very thin bed [B01],,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-17H-1-A, 0-151",339,U1385,A,17,17-1,H,1,A,0,151,144,145.51,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,40,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,,,,,,,moderate_339 [DB91],4,,,,60,60,,
"339-U1385A-17H-2-A, 0-94",339,U1385,A,17,17-2,H,2,A,0,94,145.51,146.45,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,5GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,40,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,60,60,,
"339-U1385A-17H-2-A, 94-153",339,U1385,A,17,17-2,H,2,A,94,153,146.45,147.04,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-17H-3-A, 0-19",339,U1385,A,17,17-3,H,3,A,0,19,147.04,147.23,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385A-17H-3-A, 19-151",339,U1385,A,17,17-3,H,3,A,19,151,147.23,148.55,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,20,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,,color banding,medium bed [B01],,,,slight_339 [DB91],3,,,,80,80,,
"339-U1385A-17H-4-A, 0-156",339,U1385,A,17,17-4,H,4,A,0,156,148.55,150.11,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,20,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,,color banding,medium bed [B01],,,,slight_339 [DB91],3,,,,80,80,,
"339-U1385A-17H-5-A, 0-79",339,U1385,A,17,17-5,H,5,A,0,79,150.11,150.9,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,clayey [Leg339],nannofossil ooze [Leg339],,clayey   nannofossil ooze ,clayey  nannofossil ooze ,nannofossil ooze ,20,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,bioturbated boundary or contact,color banding,medium bed [B01],,,,moderate_339 [DB91],4,,,,80,80,,
"339-U1385A-17H-5-A, 79-119",339,U1385,A,17,17-5,H,5,A,79,119,150.9,151.3,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,,,,100,100,,
"339-U1385A-17H-5-A, 119-126",339,U1385,A,17,17-5,H,5,A,119,126,151.3,151.37,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,very thin bed [B01],,,,moderate_339 [DB91],4,,,,100,100,,
"339-U1385A-17H-CC-A, 0-26",339,U1385,A,17,17-CC,H,CC,A,0,26,151.37,151.63,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,color banding,very thin bed [B01],,,,moderate_339 [DB91],4,,,,100,100,,
