Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1490A-12H-1-A,0,150,99.2,100.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,1,A,
363-U1490A-12H-2-A,0,129,100.7,101.99,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,2,A,
363-U1490A-12H-2-A,129,135,101.99,102.05,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,12,H,2,A,
363-U1490A-12H-2-A,135,150,102.05,102.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,2,A,
363-U1490A-12H-3-A,0,150,102.2,103.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,3,A,
363-U1490A-12H-4-A,0,150,103.7,105.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,4,A,
363-U1490A-12H-5-A,0,72,105.2,105.92,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,5,A,
363-U1490A-12H-5-A,72,82,105.92,106.02,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,12,H,5,A,
363-U1490A-12H-5-A,82,114,106.02,106.34,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,5,A,
363-U1490A-12H-5-A,114,122,106.34,106.42,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,12,H,5,A,
363-U1490A-12H-5-A,122,150,106.42,106.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,5,A,
363-U1490A-12H-6-A,0,89,106.7,107.59,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,6,A,
363-U1490A-12H-6-A,89,94,107.59,107.64,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,7.5YR 8/1 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,12,H,6,A,
363-U1490A-12H-6-A,94,138,107.64,108.08,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,6,A,
363-U1490A-12H-7-A,0,66,108.2,108.86,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,7,A,
363-U1490A-12H-CC-A,0,7,108.86,108.93,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,12,H,CC,A,
363-U1490A-13H-1-A,0,37,108.7,109.07,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly finer, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,1,A,
363-U1490A-13H-1-A,37,54,109.07,109.24,sandy clay-rich [X363],foraminiferal ooze [Leg339],sandy clay-rich foraminiferal ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,"sharp base, feldspar, biotite, and green sand-sized grain observed",,,,,,,,,,,,,363,U1490,A,13,H,1,A,
363-U1490A-13H-1-A,54,148,109.24,110.18,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly finer, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,1,A,
363-U1490A-13H-2-A,0,150,110.2,111.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly finer, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,2,A,
363-U1490A-13H-3-A,0,150,111.7,113.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly finer, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,3,A,
363-U1490A-13H-4-A,0,150,113.2,114.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,4,A,
363-U1490A-13H-5-A,0,150,114.7,116.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,5,A,
363-U1490A-13H-6-A,0,140,116.2,117.6,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,6,A,
363-U1490A-13H-7-A,0,60,117.7,118.3,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,7,A,
363-U1490A-13H-CC-A,0,25,118.3,118.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,13,H,CC,A,
363-U1490A-14H-1-A,0,150,118.2,119.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,1,A,
363-U1490A-14H-2-A,0,150,119.7,121.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,2,A,
363-U1490A-14H-3-A,0,12,121.2,121.32,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,3,A,
363-U1490A-14H-3-A,12,25,121.32,121.45,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,3,A,
363-U1490A-14H-3-A,25,104,121.45,122.24,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,3,A,
363-U1490A-14H-3-A,104,109,122.24,122.29,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,3,A,
363-U1490A-14H-3-A,109,150,122.29,122.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,3,A,
363-U1490A-14H-4-A,0,12,122.7,122.82,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,4,A,
363-U1490A-14H-4-A,12,25,122.82,122.95,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,4,A,
363-U1490A-14H-4-A,25,104,122.95,123.74,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,4,A,
363-U1490A-14H-4-A,104,109,123.74,123.79,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,4,A,
363-U1490A-14H-4-A,109,150,123.79,124.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,4,A,
363-U1490A-14H-5-A,0,150,124.2,125.7,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,5,A,
363-U1490A-14H-6-A,0,61,125.7,126.31,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,6,A,
363-U1490A-14H-6-A,61,78,126.31,126.48,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,6,A,
363-U1490A-14H-6-A,78,137,126.48,127.07,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,6,A,
363-U1490A-14H-7-A,0,53,127.18,127.71,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,7,A,
363-U1490A-14H-CC-A,0,12,127.71,127.83,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"slightly coarser, purple and green laminae abundant, sulfides common, yellow burrows",,,,,,,,,,,,,363,U1490,A,14,H,CC,A,
363-U1490A-15H-1-A,0,20,127.7,127.9,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,1,A,
363-U1490A-15H-1-A,20,150,127.9,129.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,1,A,
363-U1490A-15H-2-A,0,150,129.2,130.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,2,A,
363-U1490A-15H-3-A,0,150,130.7,132.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,3,A,
363-U1490A-15H-4-A,0,150,132.2,133.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,4,A,
363-U1490A-15H-5-A,0,150,133.7,135.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,5,A,
363-U1490A-15H-6-A,0,49,135.2,135.69,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,6,A,
363-U1490A-15H-6-A,49,84,135.69,136.04,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,6,A,
363-U1490A-15H-6-A,84,140,136.04,136.6,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,6,A,
363-U1490A-15H-7-A,0,27,136.7,136.97,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-7-A,27,33,136.97,137.03,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-7-A,33,41,137.03,137.11,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-7-A,41,49,137.11,137.19,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-7-A,49,67,137.19,137.37,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-7-A,67,76,137.37,137.46,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,7,A,
363-U1490A-15H-CC-A,0,11,137.46,137.57,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,"purple and green laminae abundant, sulfide specks common",,,,,,,,,,,,,363,U1490,A,15,H,CC,A,
363-U1490A-16H-1-A,0,150,137.2,138.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,1,A,
363-U1490A-16H-2-A,0,150,138.7,140.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,2,A,
363-U1490A-16H-3-A,0,69,140.2,140.89,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,3,A,
363-U1490A-16H-3-A,69,74,140.89,140.94,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,3,A,
363-U1490A-16H-3-A,74,131,140.94,141.51,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,3,A,
363-U1490A-16H-3-A,131,136,141.51,141.56,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,Sharp base,,,,,,,,,,,,,363,U1490,A,16,H,3,A,
363-U1490A-16H-3-A,136,150,141.56,141.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,3,A,
363-U1490A-16H-4-A,0,13,141.7,141.83,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,4,A,
363-U1490A-16H-4-A,13,22,141.83,141.92,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,4,A,
363-U1490A-16H-4-A,22,74,141.92,142.44,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,4,A,
363-U1490A-16H-4-A,74,80,142.44,142.5,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,4,A,
363-U1490A-16H-4-A,80,150,142.5,143.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,4,A,
363-U1490A-16H-5-A,0,27,143.2,143.47,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,5,A,
363-U1490A-16H-5-A,27,32,143.47,143.52,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,Sharp base,,,,,,,,,,,,,363,U1490,A,16,H,5,A,
363-U1490A-16H-5-A,32,92,143.52,144.12,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,5,A,
363-U1490A-16H-5-A,92,97,144.12,144.17,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,sharp base,,,,,,,,,,,,,363,U1490,A,16,H,5,A,
363-U1490A-16H-5-A,97,150,144.17,144.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,5,A,
363-U1490A-16H-6-A,0,140,144.7,146.1,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,6,A,
363-U1490A-16H-7-A,0,76,146.2,146.96,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,7,A,
363-U1490A-16H-CC-A,0,14,146.96,147.1,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,16,H,CC,A,
363-U1490A-17H-1-A,0,115,146.7,147.85,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,1,A,
363-U1490A-17H-1-A,115,122,147.85,147.92,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,sharp base,,,,,,,,,,,,,363,U1490,A,17,H,1,A,
363-U1490A-17H-1-A,122,150,147.92,148.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,1,A,
363-U1490A-17H-2-A,0,10,148.2,148.3,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,2,A,
363-U1490A-17H-2-A,10,16,148.3,148.36,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,2,A,
363-U1490A-17H-2-A,16,150,148.36,149.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,2,A,
363-U1490A-17H-3-A,0,13,149.7,149.83,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,3,A,
363-U1490A-17H-3-A,13,96,149.83,150.66,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,3,A,
363-U1490A-17H-3-A,96,98,150.66,150.68,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,3,A,
363-U1490A-17H-3-A,98,144,150.68,151.14,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,3,A,
363-U1490A-17H-3-A,144,150,151.14,151.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,3,A,
363-U1490A-17H-4-A,0,18,151.2,151.38,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 8.5 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,4,A,
363-U1490A-17H-4-A,18,101,151.38,152.21,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,4,A,
363-U1490A-17H-4-A,101,106,152.21,152.26,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N 7 (light gray),moderate [DB86],,,,,,sharp base,,,,,,,,,,,,,363,U1490,A,17,H,4,A,
363-U1490A-17H-4-A,106,150,152.26,152.7,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,4,A,
363-U1490A-17H-5-A,0,150,152.7,154.2,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,N9 (white),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1490,A,17,H,5,A,
