Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1525A-30X-6-A,76,108,183.45,183.77,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,6,A,
374-U1525A-30X-7-A,0,31,183.77,184.08,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,sharp boundary or contact,,Lonestone: 32-33 cm,,,,374,U1525,A,30,X,7,A,
374-U1525A-30X-7-A,31,57,184.08,184.34,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 5/10GY (greenish gray),,,,,,,,,,,,,,,374,U1525,A,30,X,7,A,
374-U1525A-30X-CC-A,0,35,184.34,184.69,muddy,diatom ooze,with common clasts,muddy diatom ooze with common clasts,lamination,GLEY 1 5/10GY (greenish gray),,,,,,,,lonestone,,,"Lonestone: 15, 16, 31 cm.",,,,374,U1525,A,30,X,CC,A,
374-U1525A-31X-1-A,0,55,184.7,185.25,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,1,A,
374-U1525A-31X-2-A,0,140,185.25,186.65,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,lonestone,,,"Lonestones at 56, and 126",,,,374,U1525,A,31,X,2,A,
374-U1525A-31X-3-A,0,125,186.65,187.9,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,lonestone,,,"Lonestones at 86, 93-94",,,,374,U1525,A,31,X,3,A,
374-U1525A-31X-4-A,0,101,187.9,188.91,muddy,diatom ooze,with abundant clasts,muddy diatom ooze with abundant clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,lonestone,,,"Lonestones at 91, 38",,,,374,U1525,A,31,X,4,A,
374-U1525A-31X-5-A,0,49,188.91,189.4,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-5-A,49,63,189.4,189.54,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,reverse grading,GLEY 1 6/10Y (greenish gray),moderate [DB86],2,,,,,,lonestone,gradational boundary or contact,,Lonestones at 75-76,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-5-A,63,66,189.54,189.57,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-5-A,66,80,189.57,189.71,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,reverse grading,GLEY 1 6/10Y (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-5-A,80,88,189.71,189.79,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-5-A,88,101,189.79,189.92,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,reverse grading,GLEY 1 6/10Y (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1525,A,31,X,5,A,
374-U1525A-31X-6-A,0,124,189.92,191.16,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,6,A,
374-U1525A-31X-7-A,0,115,191.16,192.31,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,31,X,7,A,
374-U1525A-31X-7-A,115,130,192.31,192.46,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,reverse grading,GLEY 1 6/10Y (greenish gray),moderate [DB86],2,,,,,,,gradational boundary or contact,,,,,,374,U1525,A,31,X,7,A,
374-U1525A-31X-7-A,130,148,192.46,192.64,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,7,A,
374-U1525A-31X-8-A,0,23,192.64,192.87,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,8,A,
374-U1525A-31X-8-A,23,32,192.87,192.96,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,reverse grading,GLEY 1 6/10Y (greenish gray),moderate [DB86],2,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,31,X,8,A,
374-U1525A-31X-8-A,32,144,192.96,194.08,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,8,A,
374-U1525A-31X-CC-A,0,30,194.08,194.38,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/10GY (greenish gray),slight [DB86],1,,,,,,,,,,,,,374,U1525,A,31,X,CC,A,
374-U1525A-32X-1-A,0,76,194.2,194.96,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,32,X,1,A,
374-U1525A-32X-2-A,0,81,194.96,195.77,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,32,X,2,A,
374-U1525A-32X-2-A,63,64,195.59,195.6,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,32,X,2,A,
374-U1525A-32X-CC-A,0,7,195.77,195.84,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,32,X,CC,A,
374-U1525A-33X-1-A,0,150,203.7,205.2,muddy,diatom ooze,,muddy diatom ooze,mottling [BJ80],GLEY 1 4/5GY (dark greenish gray),moderate [DB86],2,,,,,,,,,Burrows at 0-3,,,,374,U1525,A,33,X,1,A,
374-U1525A-33X-2-A,0,122,205.2,206.42,muddy,diatom ooze,,muddy diatom ooze,mottling [BJ80],GLEY 1 4/5GY (dark greenish gray),slight [DB86],1,,,,,,,,,Microfault at 87,,,,374,U1525,A,33,X,2,A,
374-U1525A-33X-2-A,0,122,205.2,206.42,,,,,post-sedimentary microfault (general),,,,,,,,,,,,,,,,374,U1525,A,33,X,2,A,
374-U1525A-33X-3-A,0,10,206.42,206.52,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/10Y (greenish gray),moderate [DB86],2,,,,,,,,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,0,10,206.42,206.52,,,,,mottling [BJ80],,,,,,,,,,,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,10,81,206.52,207.23,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,81,90,207.23,207.32,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,90,105,207.32,207.47,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,105,112,207.47,207.54,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone),,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-3-A,112,151,207.54,207.93,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,33,X,3,A,
374-U1525A-33X-CC-A,0,5,207.93,207.98,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,33,X,CC,A,
374-U1525A-33X-CC-A,5,11,207.98,208.04,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,374,U1525,A,33,X,CC,A,
374-U1525A-33X-CC-A,11,29,208.04,208.22,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],,diatom rich sandy mud(stone) to muddy sand(stone),,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1525,A,33,X,CC,A,
