Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
359-U1467B-20H-6-A,19,73,174.59,175.13,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, Well-sorted. Planktic foraminifera (A), Aggregates (A). Highly bioturbated.",,,,359,U1467,B,20,H,6,A,,,,,
359-U1467B-20H-6-A,73,101,175.13,175.41,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, Well-sorted. Planktic foraminifera (A), Aggregates (A). Highly bioturbated.",,,,359,U1467,B,20,H,6,A,,,,,
359-U1467B-20H-7-A,0,81,175.41,176.22,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, Well-sorted. Planktic foraminifera (A), Aggregates (A). Highly bioturbated.",,,,359,U1467,B,20,H,7,A,,,,,
359-U1467B-20H-CC-A,0,8,176.22,176.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine-grained, Well-sorted. Planktic foraminifera (A),",,,,359,U1467,B,20,H,CC,A,,,,,
359-U1467B-21H-1-A,0,31,176.4,176.71,,rudstone,6,rudstone,partially lithified,3,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,"Cave-in rubble. Cemented clasts, non-sorted.",,,,359,U1467,B,21,H,1,A,,,,,
359-U1467B-21H-1-A,31,81,176.71,177.21,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE. Lithification increase down core.,,,,359,U1467,B,21,H,1,A,,,,,
359-U1467B-21H-1-A,81,122,177.21,177.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Lithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,1,A,,,,,
359-U1467B-21H-1-A,122,132,177.62,177.72,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,1,A,,,,,
359-U1467B-21H-1-A,132,147,177.72,177.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,Lithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,1,A,,,,,
359-U1467B-21H-2-A,0,50,177.9,178.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,2,A,,,,,
359-U1467B-21H-2-A,50,130,178.4,179.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,gradational,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,2,A,,,,,
359-U1467B-21H-2-A,130,150,179.2,179.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,2,A,,,,,
359-U1467B-21H-3-A,0,44,179.4,179.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Partially lithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,3,A,,,,,
359-U1467B-21H-3-A,44,86,179.84,180.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,3,A,,,,,
359-U1467B-21H-3-A,86,139,180.26,180.79,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Partially lithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,3,A,,,,,
359-U1467B-21H-3-A,139,150,180.79,180.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,Unlithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,3,A,,,,,
359-U1467B-21H-4-A,0,43,180.9,181.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,4,A,,,,,
359-U1467B-21H-4-A,43,107,181.33,181.97,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Partially lithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,4,A,,,,,
359-U1467B-21H-4-A,107,140,181.97,182.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,Unlithified planktic foraminifera-rich WACKESTONE.,,,,359,U1467,B,21,H,4,A,,,,,
359-U1467B-21H-5-A,0,150,182.4,183.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,,,"Unlithified to indurated planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,5,A,,,,,
359-U1467B-21H-6-A,0,100,183.9,184.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,,,"Partially lithified to indurated planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,6,A,,,,,
359-U1467B-21H-7-A,0,69,184.9,185.59,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,Also black grains.,,,,,complete,6,,,,"Unlithified to indurated planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,7,A,,,,,
359-U1467B-21H-CC-A,0,7,185.59,185.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,,,"Unlithified to indurated planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,21,H,CC,A,,,,,
359-U1467B-22H-1-A,0,30,185.9,186.2,,rudstone,6,rudstone,unlithified,1,,granule,8,,,,,,,,,,,,,absent,0,,,,Cave-in,,,,359,U1467,B,22,H,1,A,,,,,
359-U1467B-22H-1-A,30,74,186.2,186.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grains, well-sorted.",,,,359,U1467,B,22,H,1,A,,,,,
359-U1467B-22H-1-A,74,150,186.64,187.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,22,H,1,A,,,,,
359-U1467B-22H-1-W,0,30,185.9,186.2,,rudstone,6,rudstone,unlithified,1,,granule,8,,,,,,,,,,,,,absent,0,,,,Cave-in,,,,359,U1467,B,22,H,1,W,,,,,
359-U1467B-22H-1-W,30,74,186.2,186.64,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grains, well-sorted.",,,,359,U1467,B,22,H,1,W,,,,,
359-U1467B-22H-1-W,74,150,186.64,187.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,,,,,,,,,,,,,absent,0,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,22,H,1,W,,,,,
359-U1467B-22H-2-A,0,34,187.4,187.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,fish debris,,,,,,,,,,,,complete,6,,gradational,horizontal,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,22,H,2,A,,,,,
359-U1467B-22H-2-A,34,125,187.74,188.65,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,aggregate,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grains, well-sorted. Concretion at 114cm",,,,359,U1467,B,22,H,2,A,,,,,
359-U1467B-22H-2-A,125,150,188.65,188.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine- to fine-grained, well-sorted.",,,,359,U1467,B,22,H,2,A,,,,,
359-U1467B-22H-3-A,0,39,188.9,189.29,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,3,A,,,,,
359-U1467B-22H-3-A,39,43,189.29,189.33,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,3,A,,,,,
359-U1467B-22H-3-A,43,78,189.33,189.68,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,3,A,,,,,
359-U1467B-22H-3-A,78,150,189.68,190.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,3,A,,,,,
359-U1467B-22H-4-A,0,140,190.4,191.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,4,A,,,,,
359-U1467B-22H-5-A,0,90,191.9,192.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,5,A,,,,,
359-U1467B-22H-5-A,90,150,192.8,193.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,gradational,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted. Large burrows",,,,359,U1467,B,22,H,5,A,,,,,
359-U1467B-22H-6-A,0,100,193.4,194.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,6,A,,,,,
359-U1467B-22H-7-A,0,91,194.4,195.31,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,sponge spicules,,,,,,,,complete,6,,gradational,horizontal,"Partly lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted.",,,,359,U1467,B,22,H,7,A,,,,,
359-U1467B-22H-CC-A,0,9,195.31,195.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted. Large burrows",,,,359,U1467,B,22,H,CC,A,,,,,
359-U1467B-23H-1-A,0,36,195.4,195.76,,rudstone,6,rudstone,unlithified,1,5Y 7/2 (light gray),granule,8,,,,,,,,,,,,,Absent,0,,,,Cave-in,,,,359,U1467,B,23,H,1,A,,,,,
359-U1467B-23H-1-A,36,59,195.76,195.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,horizontal,"Unlithified planktic foraminifera-rich MUDSTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,1,A,,,,,
359-U1467B-23H-1-A,59,98,195.99,196.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,horizontal,"Partially lithified planktic foraminifera-rich WACKESTONE. Very fine to fine-grained, well-sorted. Large burrows",,,,359,U1467,B,23,H,1,A,,,,,
359-U1467B-23H-1-A,98,150,196.38,196.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,1,A,,,,,
359-U1467B-23H-2-A,0,52,196.9,197.42,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 8/1 (white),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,2,A,,,,,
359-U1467B-23H-2-A,52,60,197.42,197.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,10BG 2.5/1 (grayish black),,,,,,,,,,,,,,,absent,0,,sharp,horizontal,CELESTITE layer from 52 - 60 cm with sharp upper and lower contacts,,,,359,U1467,B,23,H,2,A,,,,,
359-U1467B-23H-2-A,60,150,197.5,198.4,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 8/1 (white),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,sharp,horizontal,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,2,A,,,,,
359-U1467B-23H-3-A,0,150,198.4,199.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted. Celestite nodule at 88 - 90 cm",,,,359,U1467,B,23,H,3,A,,,,,
359-U1467B-23H-4-A,0,140,199.9,201.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,4,A,,,,,
359-U1467B-23H-5-A,0,150,201.4,202.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,5,A,,,,,
359-U1467B-23H-6-A,0,100,202.9,203.9,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,6,A,,,,,
359-U1467B-23H-7-A,0,83,203.9,204.73,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,7,A,,,,,
359-U1467B-23H-CC-A,11,16,204.73,204.89,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,5Y 6/2 (light olive gray),clay,1,foraminifera (planktic),,,,,,,,,,,,complete,6,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,23,H,CC,A,,,,,
359-U1467B-24H-1-A,0,50,204.9,205.4,,rudstone,6,rudstone,unlithified,1,5Y 7/2 (light gray),granule,8,,,,,,,,,,,,,Absent,0,,,,Cave-in,,,,359,U1467,B,24,H,1,A,,,,,
359-U1467B-24H-1-A,50,110,205.4,206.0,planktic foraminifer rich,mudstone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),clay,1,foraminifera (planktic),,,,,,,,,,,,common,4,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,24,H,1,A,,,,,
359-U1467B-24H-1-A,110,115,206.0,206.05,planktic foraminifer rich,mudstone,2,planktic foraminifer rich mudstone,unlithified,1,2.5Y 4/2 (dark grayish brown),clay,1,foraminifera (planktic),,,,,,,,,,,,common,4,,,,"Unlithified planktic foraminifera-rich MUDSTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,24,H,1,A,,,,,
359-U1467B-24H-1-A,115,150,206.05,206.4,planktic foraminifer rich,mudstone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/3 (light yellowish brown),clay,1,foraminifera (planktic),,,,,,,,,,,,common,4,,,,"Unlithified planktic foraminifera-rich WACKESTONE. Very fine-grained, moderately to well-sorted.",,,,359,U1467,B,24,H,1,A,,,,,
