Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334B-26X-CC-A,320,U1334,B,26,26-CC,X,CC,A,0,26,247.62,247.88,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,100,firm,10YR 3/3,,,
320-U1334B-27X-1-A,320,U1334,B,27,27-1,X,1,A,0,150,247.8,249.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-1-A,320,U1334,B,27,27-1,X,1,A,0,150,247.8,249.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-2-A,320,U1334,B,27,27-2,X,2,A,0,150,249.3,250.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-2-A,320,U1334,B,27,27-2,X,2,A,0,150,249.3,250.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-3-A,320,U1334,B,27,27-3,X,3,A,0,150,250.8,252.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-3-A,320,U1334,B,27,27-3,X,3,A,0,150,250.8,252.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-4-A,320,U1334,B,27,27-4,X,4,A,0,150,252.3,253.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-4-A,320,U1334,B,27,27-4,X,4,A,0,150,252.3,253.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-5-A,320,U1334,B,27,27-5,X,5,A,0,41,253.8,254.21,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-5-A,320,U1334,B,27,27-5,X,5,A,0,41,253.8,254.21,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-5-A,320,U1334,B,27,27-5,X,5,A,41,108,254.21,254.88,Claystone [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Claystone,100,firm,10YR 2/2,,,
320-U1334B-27X-5-A,320,U1334,B,27,27-5,X,5,A,108,150,254.88,255.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-5-A,320,U1334,B,27,27-5,X,5,A,108,150,254.88,255.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-6-A,320,U1334,B,27,27-6,X,6,A,0,150,255.3,256.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-6-A,320,U1334,B,27,27-6,X,6,A,0,150,255.3,256.8,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-7-A,320,U1334,B,27,27-7,X,7,A,0,44,256.8,257.24,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-7-A,320,U1334,B,27,27-7,X,7,A,0,44,256.8,257.24,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-27X-CC-A,320,U1334,B,27,27-CC,X,CC,A,0,35,257.24,257.59,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,40,firm,10YR 3/2,,,
320-U1334B-27X-CC-A,320,U1334,B,27,27-CC,X,CC,A,0,35,257.24,257.59,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,60,firm,10YR 5/2,,,
320-U1334B-28X-1-A,320,U1334,B,28,28-1,X,1,A,0,150,257.4,258.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-1-A,320,U1334,B,28,28-1,X,1,A,0,150,257.4,258.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-2-A,320,U1334,B,28,28-2,X,2,A,0,150,258.9,260.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-2-A,320,U1334,B,28,28-2,X,2,A,0,150,258.9,260.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-3-A,320,U1334,B,28,28-3,X,3,A,0,150,260.4,261.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-3-A,320,U1334,B,28,28-3,X,3,A,0,150,260.4,261.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-4-A,320,U1334,B,28,28-4,X,4,A,0,150,261.9,263.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-4-A,320,U1334,B,28,28-4,X,4,A,0,150,261.9,263.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-5-A,320,U1334,B,28,28-5,X,5,A,0,150,263.4,264.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-5-A,320,U1334,B,28,28-5,X,5,A,0,150,263.4,264.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-6-A,320,U1334,B,28,28-6,X,6,A,0,150,264.9,266.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-6-A,320,U1334,B,28,28-6,X,6,A,0,150,264.9,266.4,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-7-A,320,U1334,B,28,28-7,X,7,A,0,43,266.4,266.83,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-7-A,320,U1334,B,28,28-7,X,7,A,0,43,266.4,266.83,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-28X-CC-A,320,U1334,B,28,28-CC,X,CC,A,0,47,266.83,267.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,60,firm,10YR 3/3,,,
320-U1334B-28X-CC-A,320,U1334,B,28,28-CC,X,CC,A,0,47,266.83,267.3,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,40,firm,10YR 4/4,,,
320-U1334B-29X-1-A,320,U1334,B,29,29-1,X,1,A,0,150,267.0,268.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-1-A,320,U1334,B,29,29-1,X,1,A,0,150,267.0,268.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-2-A,320,U1334,B,29,29-2,X,2,A,0,150,268.5,270.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-2-A,320,U1334,B,29,29-2,X,2,A,0,150,268.5,270.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-3-A,320,U1334,B,29,29-3,X,3,A,0,150,270.0,271.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-3-A,320,U1334,B,29,29-3,X,3,A,0,150,270.0,271.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-4-A,320,U1334,B,29,29-4,X,4,A,0,150,271.5,273.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-4-A,320,U1334,B,29,29-4,X,4,A,0,150,271.5,273.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-5-A,320,U1334,B,29,29-5,X,5,A,0,150,273.0,274.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-5-A,320,U1334,B,29,29-5,X,5,A,0,150,273.0,274.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-6-A,320,U1334,B,29,29-6,X,6,A,0,150,274.5,276.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-6-A,320,U1334,B,29,29-6,X,6,A,0,150,274.5,276.0,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-7-A,320,U1334,B,29,29-7,X,7,A,0,50,276.0,276.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-7-A,320,U1334,B,29,29-7,X,7,A,0,50,276.0,276.5,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-29X-CC-A,320,U1334,B,29,29-CC,X,CC,A,0,47,276.5,276.97,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with radiolarians,Clayey nannofossil chalk with radiolarians,30,firm,10YR 4/4,,,
320-U1334B-29X-CC-A,320,U1334,B,29,29-CC,X,CC,A,0,47,276.5,276.97,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 5/4,,,
320-U1334B-30X-1-A,320,U1334,B,30,30-1,X,1,A,0,150,276.6,278.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,30,firm,10YR 5/4,,,
320-U1334B-30X-1-A,320,U1334,B,30,30-1,X,1,A,0,150,276.6,278.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 7/3,,,
320-U1334B-30X-2-A,320,U1334,B,30,30-2,X,2,A,0,150,278.1,279.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,30,firm,10YR 5/4,,,
320-U1334B-30X-2-A,320,U1334,B,30,30-2,X,2,A,0,150,278.1,279.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 7/3,,,
320-U1334B-30X-3-A,320,U1334,B,30,30-3,X,3,A,0,150,279.6,281.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,30,firm,10YR 5/4,,,
320-U1334B-30X-3-A,320,U1334,B,30,30-3,X,3,A,0,150,279.6,281.1,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 7/3,,,
320-U1334B-30X-4-A,320,U1334,B,30,30-4,X,4,A,0,150,281.1,282.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,30,firm,10YR 5/4,,,
320-U1334B-30X-4-A,320,U1334,B,30,30-4,X,4,A,0,150,281.1,282.6,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 7/3,,,
320-U1334B-30X-5-A,320,U1334,B,30,30-5,X,5,A,0,30,282.6,282.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil chalk with clay,30,firm,10YR 5/4,,,
320-U1334B-30X-5-A,320,U1334,B,30,30-5,X,5,A,0,30,282.6,282.9,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil chalk,70,firm,10YR 7/3,,,
320-U1334B-30X-5-A,320,U1334,B,30,30-5,X,5,A,30,79,282.9,283.39,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micrite,,Nannofossil micrite chalk,100,firm,10YR 8/1,,,
320-U1334B-30X-CC-A,320,U1334,B,30,30-CC,X,CC,A,0,42,283.39,283.81,chalk [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil micrite,,Nannofossil micrite chalk,100,firm,10YR 8/1,,,
320-U1334B-31X-CC-A,320,U1334,B,31,31-CC,X,CC,A,0,9,283.9,283.99,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,50,hard,,,,
320-U1334B-31X-CC-A,320,U1334,B,31,31-CC,X,CC,A,0,9,283.9,283.99,limestone [MMK88],"Mazullo, Meyer & Kidd, 1988",,,limestone,50,hard,,,,
320-U1334B-31X-CC-A,320,U1334,B,31,31-CC,X,CC,A,9,11,283.99,284.01,basalt [IUGS-S78&79],"International Union of Geological Sciences-Streckeisen, 1978 & 1979",,,basalt,100,hard,,altered glass?,,
