Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,121,137,20.21,20.37,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-4-A,339,U1387,A,3,3-4,H,4,A,137,150,20.37,20.5,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,0,20,20.5,20.7,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,20,35,20.7,20.85,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,35,54,20.85,21.04,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,very coarse sand [W22_2],7,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,54,75,21.04,21.25,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,moderate_339 [DB91],4,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,75,100,21.25,21.5,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,100,116,21.5,21.66,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,116,135,21.66,21.85,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-5-A,339,U1387,A,3,3-5,H,5,A,135,150,21.85,22,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-3H-6-A,339,U1387,A,3,3-6,H,6,A,0,141,22,23.41,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments. Scatter pyrite grains.,100,100,,
339-U1387A-3H-7-A,339,U1387,A,3,3-7,H,7,A,0,57,23.41,23.98,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments. Scatter pyrite grains.,100,100,,
339-U1387A-3H-CC-A,339,U1387,A,3,3-CC,H,CC,A,0,33,23.98,24.31,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,few [A48],,shell fragments. Scatter pyrite grains.,100,100,,
339-U1387A-4H-1-A,339,U1387,A,4,4-1,H,1,A,0,52,24,24.52,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-1-A,339,U1387,A,4,4-1,H,1,A,52,54,24.52,24.54,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp inclined boundary,normal grading,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
339-U1387A-4H-1-A,339,U1387,A,4,4-1,H,1,A,54,150,24.54,25.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments. A 2 cm sand clast at the top (injection or burrow).,100,100,,
339-U1387A-4H-2-A,339,U1387,A,4,4-2,H,2,A,0,11,25.5,25.61,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-2-A,339,U1387,A,4,4-2,H,2,A,11,17,25.61,25.67,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-2-A,339,U1387,A,4,4-2,H,2,A,17,22,25.67,25.72,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-2-A,339,U1387,A,4,4-2,H,2,A,22,27,25.72,25.77,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-2-A,339,U1387,A,4,4-2,H,2,A,27,150,25.77,27,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and sand filled burrows.,100,100,,
339-U1387A-4H-3-A,339,U1387,A,4,4-3,H,3,A,0,71,27,27.71,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments and sand filled burrows.,100,100,,
339-U1387A-4H-3-A,339,U1387,A,4,4-3,H,3,A,71,80,27.71,27.8,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-3-A,339,U1387,A,4,4-3,H,3,A,80,98,27.8,27.98,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3,coarse sand [W22_2],6,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-3-A,339,U1387,A,4,4-3,H,3,A,98,123,27.98,28.23,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-3-A,339,U1387,A,4,4-3,H,3,A,123,150,28.23,28.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments. 1-3 cm sand clasts at the top (injection or burrow).,100,100,,
339-U1387A-4H-4-A,339,U1387,A,4,4-4,H,4,A,0,150,28.5,30,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,
339-U1387A-4H-5-A,339,U1387,A,4,4-5,H,5,A,0,75,30,30.75,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-5-A,339,U1387,A,4,4-5,H,5,A,75,87,30.75,30.87,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-5-A,339,U1387,A,4,4-5,H,5,A,87,112,30.87,31.12,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,5GY 5/1 (greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-5-A,339,U1387,A,4,4-5,H,5,A,112,150,31.12,31.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,A 1.5 cm sand clast at the top (burrow or injection),100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,0,55,31.5,32.05,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,55,71,32.05,32.21,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,71,83,32.21,32.33,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,83,93,32.33,32.43,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,93,113,32.43,32.63,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-6-A,339,U1387,A,4,4-6,H,6,A,113,120,32.63,32.7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-7-A,339,U1387,A,4,4-7,H,7,A,0,60,32.7,33.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-7-A,339,U1387,A,4,4-7,H,7,A,60,75,33.3,33.45,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-CC-A,339,U1387,A,4,4-CC,H,CC,A,0,11,33.45,33.56,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-4H-CC-A,339,U1387,A,4,4-CC,H,CC,A,11,63,33.56,34.08,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,10,38,33.6,33.88,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,38,53,33.88,34.03,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,53,68,34.03,34.18,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,68,91,34.18,34.41,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,91,121,34.41,34.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,121,127,34.71,34.77,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 4/1 (dark gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-1-A,339,U1387,A,5,5-1,H,1,A,127,150,34.77,35,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-2-A,339,U1387,A,5,5-2,H,2,A,0,3,35,35.03,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-2-A,339,U1387,A,5,5-2,H,2,A,3,20,35.03,35.2,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-2-A,339,U1387,A,5,5-2,H,2,A,20,135,35.2,36.35,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-2-A,339,U1387,A,5,5-2,H,2,A,135,150,36.35,36.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-3-A,339,U1387,A,5,5-3,H,3,A,0,10,36.5,36.6,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-3-A,339,U1387,A,5,5-3,H,3,A,10,81,36.6,37.31,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-3-A,339,U1387,A,5,5-3,H,3,A,81,143,37.31,37.93,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/2 (grayish brown),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-3-A,339,U1387,A,5,5-3,H,3,A,143,150,37.93,38,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/2 (grayish brown),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-5H-4-A,339,U1387,A,5,5-4,H,4,A,0,150,38,39.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, burrow filled pyrite, coral tubes, scatter pyrite grains.",100,100,,
339-U1387A-5H-5-A,339,U1387,A,5,5-5,H,5,A,0,150,39.5,41,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, burrow filled pyrite, coral tubes, scatter pyrite grains.",100,100,,
339-U1387A-5H-6-A,339,U1387,A,5,5-6,H,6,A,0,134,41,42.34,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, burrow filled pyrite, coral tubes, scatter pyrite grains.",100,100,,
339-U1387A-5H-CC-A,339,U1387,A,5,5-CC,H,CC,A,0,35,42.34,42.69,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, burrow filled pyrite, coral tubes, scatter pyrite grains.",100,100,,
339-U1387A-6H-1-A,339,U1387,A,6,6-1,H,1,A,0,26,43,43.26,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, including coral branch fragment at 31 cm.",100,100,,
339-U1387A-6H-1-A,339,U1387,A,6,6-1,H,1,A,26,31,43.26,43.31,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10YR 5/1 (gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-6H-1-A,339,U1387,A,6,6-1,H,1,A,31,61,43.31,43.61,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-6H-1-A,339,U1387,A,6,6-1,H,1,A,61,150,43.61,44.5,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-6H-2-A,339,U1387,A,6,6-2,H,2,A,0,6,44.5,44.56,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,shell fragments,100,100,,
339-U1387A-6H-2-A,339,U1387,A,6,6-2,H,2,A,6,74,44.56,45.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,slight_339 [DB91],3,rare [A48],,Shell fragments.,100,100,,
339-U1387A-6H-2-A,339,U1387,A,6,6-2,H,2,A,74,133,45.24,45.83,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10YR 5/1 (gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,,100,100,,
