Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456A-4H-3-A,41,64,26.91,27.14,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-3-A,64,128,27.14,27.78,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-4H-3-A,128,150,27.78,28,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-4H-4-A,0,92,28,28.92,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,medium sand,5,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-4-A,92,110,28.92,29.1,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-4-A,110,122,29.1,29.22,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-4-A,122,150,29.22,29.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-4H-5-A,0,25,29.5,29.75,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-4H-5-A,25,36,29.75,29.86,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-4H-5-A,36,43,29.86,29.93,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 4/N (dark gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-4H-5-A,43,110,29.93,30.6,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-5-A,110,140,30.6,30.9,,,clay,with nannofossils,clay with nannofossils,,,dark green,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-4H-6-A,0,22,31,31.22,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-6-A,22,72,31.22,31.72,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-6-A,72,91,31.72,31.91,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-4H-7-A,0,18,31.91,32.09,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-7-A,18,62,32.09,32.53,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-7-A,62,68,32.53,32.59,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-CC-A,0,5,32.59,32.64,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-4H-CC-A,5,27,32.64,32.86,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,,horizontal,,,,,,,,,,,,,
355-U1456A-5H,0,930,33,42.3,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-5H-1-A,0,70,33,33.7,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-1-A,70,150,33.7,34.5,,,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-5H-2-A,0,101,34.5,35.51,,,nannofossil ooze,,nannofossil ooze,,burrows,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-5H-2-A,101,137,35.51,35.87,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-5H-2-A,137,150,35.87,36,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-5H-3-A,0,28,36,36.28,,sandy,clay,with nannofossils,sandy clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-3-A,28,100,36.28,37,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-3-A,100,136,37,37.36,,silty,nannofossil ooze,with clay,silty nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-3-A,136,150,37.36,37.5,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-5H-4-A,0,2,37.5,37.52,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,irregular,wavy,sub-horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-4-A,2,34,37.52,37.84,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-4-A,34,43,37.84,37.93,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-4-A,43,108,37.93,38.58,,sandy,nannofossil ooze,with clay,sandy nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-4-A,108,143,38.58,38.93,,sandy,clay,with nannofossils,sandy clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,very fine sand,3,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-4-A,143,150,38.93,39,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,very thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-5-A,0,4,39,39.04,,sandy,clay,with nannofossils,sandy clay with nannofossils,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-5-A,4,19,39.04,39.19,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-5-A,19,49,39.19,39.49,,sandy,nannofossil ooze,,sandy nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-5-A,49,135,39.49,40.35,,,clay,with nannofossils,clay with nannofossils,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,scoured,horizontal,very thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-5-A,135,140,40.35,40.4,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,dark green,GLEY 1 4/5GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-6-A,0,17,40.5,40.67,,,nannofossil ooze,,nannofossil ooze,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally coarse-tail graded,,,,,,,,,,,
355-U1456A-5H-6-A,17,33,40.67,40.83,,sandy,clay,,sandy clay,,,light gray,GLEY 1 5/10Y (greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,normally coarse-tail graded,,,,,,,,,,,
355-U1456A-5H-6-A,33,100,40.83,41.5,,,clay,with nannofossils,clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-7-A,0,53,41.5,42.03,,,nannofossil ooze,with clay,nannofossil ooze with clay,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,bioturbated,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-7-A,53,66,42.03,42.16,,,nannofossil ooze,,nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-5H-CC-A,0,9,42.16,42.25,,,nannofossil ooze,,nannofossil ooze,,,light green,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H,0,877,42.5,51.27,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-1-A,0,8,42.5,42.58,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,inclined,thinly bedded,,,,,,,,,,,,
355-U1456A-6H-1-A,8,38,42.58,42.88,,sandy,nannofossil ooze,,sandy nannofossil ooze,,normal grading,light gray,GLEY 1 7/10Y (light greenish grey),70,fine sand,4,fine sand,4,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),30,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-1-A,38,71,42.88,43.21,,,nannofossil ooze,,nannofossil ooze,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-6H-1-A,71,121,43.21,43.71,,,nannofossil ooze,with clay,nannofossil ooze with clay,,color banding,dark green,GLEY 1 4/10Y (dark greenish gray),50,clay,1,silt,2,,,nannofossil ooze,,nannofossil ooze,nannofossil ooze,nannofossil ooze,light gray,GLEY 1 7/10Y (light greenish grey),50,clay,1,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-6H-1-A,121,142,43.71,43.92,,sandy,nannofossil ooze,,sandy nannofossil ooze,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-1-A,142,150,43.92,44,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light green,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-2-A,0,37,44,44.37,,,nannofossil ooze,,nannofossil ooze,,color banding,light gray,GLEY 1 7/10Y (light greenish grey),70,clay,1,silt,2,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-6H-2-A,37,59,44.37,44.59,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,fine sand,4,fine sand,4,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),30,clay,1,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-2-A,59,105,44.59,45.05,,,sand,,sand,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),85,fine sand,4,medium sand,5,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),15,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-2-A,105,150,45.05,45.5,,,sand,,sand,,normal grading,dark green,GLEY 1 5/5GY (greenish gray),65,fine sand,4,coarse sand,6,,,nannofossil ooze,with clay,nannofossil ooze,nannofossil ooze with clay,nannofossil ooze with clay,dark green,GLEY 1 5/10Y (greenish gray),35,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-3-A,0,20,45.5,45.7,,,clay,with nannofossils,clay with nannofossils,,color banding,dark gray,GLEY 1 5/10Y (greenish gray),90,clay,1,silt,2,,,silt,with nannofossils,silt,silt with nannofossils,silt with nannofossils,,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-6H-3-A,20,47,45.7,45.97,,,clay,with nannofossils,clay with nannofossils,,normal grading,dark gray,GLEY 1 5/10Y (greenish gray),80,clay,1,silt,2,,,sand,with clay,sand,sand with clay,sand with clay,,GLEY 1 5/10Y (greenish gray),20,fine sand,4,fine sand,4,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-3-A,47,85,45.97,46.35,,,clay,with nannofossils,clay with nannofossils,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,pyrite,,,,,
355-U1456A-6H-3-A,85,124,46.35,46.74,,,sand,with nannofossils,sand with nannofossils,,parallel lamination,,GLEY 1 4/10Y (dark greenish gray),50,fine sand,4,medium sand,5,,,silt,with nannofossils,silt,silt with nannofossils,silt with nannofossils,light green,GLEY 1 4/10Y (dark greenish gray),50,silt,2,fine sand,4,,100,erosive,scoured,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-3-A,124,141,46.74,46.91,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,,,pyrite,,,,,
355-U1456A-6H-3-A,141,150,46.91,47,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-4-A,0,29,47,47.29,,,sand,,sand,,color banding,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-4-A,29,50,47.29,47.5,,,clay,with nannofossils,clay with nannofossils,,normal grading,dark gray,GLEY 1 5/10Y (greenish gray),60,clay,1,silt,2,,,sand,,sand,sand,sand,dark gray,GLEY 1 5/10Y (greenish gray),40,fine sand,4,fine sand,4,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-4-A,50,69,47.5,47.69,,,clay,with nannofossils,clay with nannofossils,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,pebble,9,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,pyrite,,,,,
355-U1456A-6H-4-A,69,103,47.69,48.03,,,sand,with silt,sand with silt,,parallel lamination,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-4-A,103,119,48.03,48.19,,,nannofossil ooze,,nannofossil ooze,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,pyrite,,,,,
355-U1456A-6H-4-A,119,150,48.19,48.5,,,sand,with silt,sand with silt,,parallel lamination,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-5-A,0,36,48.5,48.86,,,sand,with silt,sand with silt,,parallel lamination,dark gray,GLEY 1 2.5/10Y (greenish black),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-6H-5-A,36,55,48.86,49.05,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-5-A,55,101,49.05,49.51,,,sand,with silt,sand with silt,,parallel lamination,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-5-A,101,120,49.51,49.7,,,clay,with nannofossils,clay with nannofossils,,mottling,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-5-A,120,141,49.7,49.91,,,sand,with silt,sand with silt,,parallel lamination,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-6H-6-A,0,31,50,50.31,,,sand,with silt,sand with silt,,parallel lamination,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456A-6H-6-A,31,56,50.31,50.56,,nannofossil rich,clay,with clay,nannofossil rich clay with clay,,color banding,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-6-A,56,80,50.56,50.8,,,sand,with silt,sand with silt,,parallel lamination,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-6-A,80,111,50.8,51.11,,,clay,with nannofossils,clay with nannofossils,,color banding,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-6H-CC-A,0,10,51.11,51.21,,,sand,with silt,sand with silt,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H,0,910,52,61.1,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456A-7H-1-A,0,14,52,52.14,,,clay,with nannofossils,clay with nannofossils,,normal grading,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-7H-1-A,14,28,52.14,52.28,,,clay,with nannofossils,clay with nannofossils,,normal grading,light gray,GLEY 1 7/10GY (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-7H-1-A,28,70,52.28,52.7,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-7H-1-A,70,118,52.7,53.18,,,clay,with nannofossils,clay with nannofossils,,normal grading,gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-1-A,118,150,53.18,53.5,,silty,sand,with nannofossils,silty sand with nannofossils,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-2-A,0,17,53.5,53.67,,,silt,with sand,silt with sand,,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-7H-2-A,17,75,53.67,54.25,,,clay,with nannofossils,clay with nannofossils,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-2-A,75,111,54.25,54.61,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-2-A,111,120,54.61,54.7,,,sand,with silt,sand with silt,,,dark gray,GLEY 1 3/N (very dark gray),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-7H-2-A,120,143,54.7,54.93,,,clay,with nannofossils,clay with nannofossils,,,gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-2-A,143,150,54.93,55,,,clay,with nannofossils,clay with nannofossils,,,light gray,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,,,,,,,,,,,,,,,,thinly bedded,normally graded,,,,,,,,,,,
355-U1456A-7H-3-A,0,24,55,55.24,,,clay,with nannofossils,clay with nannofossils,,burrows,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456A-7H-3-A,24,28,55.24,55.28,,,silt,,silt,,,dark green,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456A-7H-3-A,28,67,55.28,55.67,,,clay,with nannofossils,clay with nannofossils,,burrows,dark green,GLEY 1 4/10Y (dark greenish gray),90,clay,1,silt,2,,,silt,,silt,silt,silt,dark green,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,
