Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
363-U1486B-13H-6-A,0,20,118.0,118.2,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,20,54,118.2,118.54,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,54,58,118.54,118.58,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,58,82,118.58,118.82,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,82,87,118.82,118.87,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,87,115,118.87,119.15,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,115,127,119.15,119.27,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-6-A,127,140,119.27,119.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,6,A
363-U1486B-13H-7-A,0,54,119.5,120.04,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,7,A
363-U1486B-13H-CC-A,0,7,120.04,120.11,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,scoria scattered throughout,,,,,,,,,,,,,363,U1486,B,13,H,CC,A
363-U1486B-14H-1-A,0,33,120.0,120.33,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,33,47,120.33,120.47,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,47,70,120.47,120.7,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,70,77,120.7,120.77,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,77,135,120.77,121.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,135,143,121.35,121.43,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-1-A,143,145,121.43,121.45,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,1,A
363-U1486B-14H-2-A,0,45,121.5,121.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,A
363-U1486B-14H-2-A,45,49,121.95,121.99,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,A
363-U1486B-14H-2-A,49,123,121.99,122.73,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,A
363-U1486B-14H-2-A,123,124,122.73,122.74,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,A
363-U1486B-14H-2-A,124,145,122.74,122.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,2,A
363-U1486B-14H-3-A,0,62,123.0,123.62,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,3,A
363-U1486B-14H-3-A,62,64,123.62,123.64,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,3,A
363-U1486B-14H-3-A,64,140,123.64,124.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,3,A
363-U1486B-14H-4-A,0,38,124.5,124.88,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,38,42,124.88,124.92,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,42,90,124.92,125.4,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,90,108,125.4,125.58,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,108,116,125.58,125.66,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,116,142,125.66,125.92,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-4-A,142,145,125.92,125.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,4,A
363-U1486B-14H-5-A,0,86,126.0,126.86,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,5,A
363-U1486B-14H-5-A,86,90,126.86,126.9,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,5,A
363-U1486B-14H-5-A,90,135,126.9,127.35,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,5,A
363-U1486B-14H-5-A,135,145,127.35,127.45,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,5,A
363-U1486B-14H-5-A,145,146,127.45,127.46,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,5,A
363-U1486B-14H-6-A,0,32,127.5,127.82,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-6-A,32,45,127.82,127.95,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-6-A,45,88,127.95,128.38,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,3 ashes stacked (black/gray;black/gray...etc,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-6-A,88,110,128.38,128.6,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-6-A,110,112,128.6,128.62,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-6-A,112,140,128.62,128.9,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,6,A
363-U1486B-14H-7-A,0,16,129.0,129.16,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,7,A
363-U1486B-14H-7-A,16,30,129.16,129.3,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,2 ashes,,,,,,,,,,,,,363,U1486,B,14,H,7,A
363-U1486B-14H-CC-A,0,25,129.68,129.93,foraminifer-bearing [X363],nannofossil ooze [Leg339],foraminifer-bearing nannofossil ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,14,H,CC,A
363-U1486B-15H-1-A,0,18,129.5,129.68,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-1-A,18,34,129.68,129.84,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-1-A,34,46,129.84,129.96,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-1-A,46,53,129.96,130.03,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-1-A,53,56,130.03,130.06,,ash(tuff) [MMK88m],ash(tuff),,7.5yr 4/3 (brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-1-A,56,145,130.06,130.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,1,A
363-U1486B-15H-2-A,0,29,131.0,131.29,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-2-A,29,76,131.29,131.76,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-2-A,76,80,131.76,131.8,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-2-A,80,95,131.8,131.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-2-A,95,98,131.95,131.98,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-2-A,98,145,131.98,132.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,2,A
363-U1486B-15H-3-A,0,132,132.5,133.82,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,3,A
363-U1486B-15H-3-A,132,140,133.82,133.9,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,3,A
363-U1486B-15H-4-A,0,16,134.0,134.16,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,16,23,134.16,134.23,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,23,65,134.23,134.65,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,65,67,134.65,134.67,,ash(tuff) [MMK88m],ash(tuff),,7.5yr 4/3 (brown),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,67,80,134.67,134.8,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,80,100,134.8,135.0,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-4-A,100,145,135.0,135.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,4,A
363-U1486B-15H-5-A,0,63,135.5,136.13,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,5,A
363-U1486B-15H-5-A,63,79,136.13,136.29,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,5,A
363-U1486B-15H-5-A,79,125,136.29,136.75,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,5,A
363-U1486B-15H-5-A,125,131,136.75,136.81,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,5,A
363-U1486B-15H-5-A,131,145,136.81,136.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,5,A
363-U1486B-15H-6-A,0,29,137.0,137.29,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-6-A,29,37,137.29,137.37,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-6-A,37,70,137.37,137.7,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-6-A,70,73,137.7,137.73,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-6-A,73,121,137.73,138.21,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-6-A,121,130,138.21,138.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,6,A
363-U1486B-15H-7-A,0,10,138.4,138.5,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,7,A
363-U1486B-15H-7-A,10,16,138.5,138.56,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,7,A
363-U1486B-15H-7-A,16,29,138.56,138.69,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,7,A
363-U1486B-15H-7-A,29,37,138.69,138.77,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,7,A
363-U1486B-15H-7-A,37,59,138.77,138.99,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,7,A
363-U1486B-15H-CC-A,0,18,138.99,139.17,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,15,H,CC,A
363-U1486B-16H-1-A,0,99,139.0,139.99,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,1,A
363-U1486B-16H-1-A,99,101,139.99,140.01,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,1,A
363-U1486B-16H-1-A,101,106,140.01,140.06,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,1,A
363-U1486B-16H-1-A,106,108,140.06,140.08,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,1,A
363-U1486B-16H-1-A,108,145,140.08,140.45,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,1,A
363-U1486B-16H-2-A,0,9,140.5,140.59,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,9,11,140.59,140.61,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,11,61,140.61,141.11,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,61,72,141.11,141.22,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,72,129,141.22,141.79,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,129,134,141.79,141.84,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-2-A,134,145,141.84,141.95,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,2,A
363-U1486B-16H-3-A,0,12,142.0,142.12,foraminifer-bearing nannofossil-rich [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-rich ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,12,18,142.12,142.18,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,18,44,142.18,142.44,foraminifer-bearing nannofossil-rich [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-rich ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,44,47,142.44,142.47,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,47,58,142.47,142.58,foraminifer-bearing nannofossil-rich [X363],ash(tuff) [MMK88m],foraminifer-bearing nannofossil-rich ash(tuff),,N 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,58,92,142.58,142.92,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,92,95,142.92,142.95,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,95,108,142.95,143.08,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,108,111,143.08,143.11,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,111,117,143.11,143.17,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,117,129,143.17,143.29,,ash(tuff) [MMK88m],ash(tuff),,n 4 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-3-A,129,140,143.29,143.4,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,3,A
363-U1486B-16H-4-A,0,27,143.5,143.77,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,27,32,143.77,143.82,,ash(tuff) [MMK88m],ash(tuff),,N 2.5 (black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,32,58,143.82,144.08,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
363-U1486B-16H-4-A,58,80,144.08,144.3,ash-bearing foraminifer-bearing [X363],nannofossil clay [X363],ash-bearing foraminifer-bearing nannofossil clay,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1486,B,16,H,4,A
