Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links,Extra Sample ID Data
351-U1438E-30R-3-A,351,U1438,E,30,30-3,R,3,A,76,108,1122.6,1122.92,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-3-A,351,U1438,E,30,30-3,R,3,A,76,143,1122.6,1123.27,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,5G 5/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 15 mm,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,0,94,1123.27,1124.21,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5G 5/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 12 mm,irregular,scoured,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,94,104,1124.21,1124.31,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,94,115,1124.21,1124.42,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,10G 4/2 (grayish green),,fine sand [W22_2],4,pebble [W22_2],9,pebbles up to 14 mm,planar,gradational,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,104,115,1124.31,1124.42,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,115,150,1124.42,1124.77,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,10G 4/2 (grayish green),,fine sand [W22_2],4,coarse sand [W22_2],6,,,,,,,reversely graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-4-A,351,U1438,E,30,30-4,R,4,A,145,150,1124.72,1124.77,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-5-A,351,U1438,E,30,30-5,R,5,A,0,90,1124.77,1125.67,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,thin fine sand layers intercalated,planar,sharp,,,moderate [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-5-A,351,U1438,E,30,30-5,R,5,A,18,29,1124.95,1125.06,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-5-A,351,U1438,E,30,30-5,R,5,A,90,110,1125.67,1125.87,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-5-A,351,U1438,E,30,30-5,R,5,A,90,134,1125.67,1126.11,,,,,tuffaceous,sandstone [2014],with gravel [2014b],tuffaceous sandstone,tuffaceous sandstone with gravel,sandstone with gravel,,,10G 4/2 (grayish green),,fine sand [W22_2],4,granule [W22_2],8,,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-5-A,351,U1438,E,30,30-5,R,5,A,110,134,1125.87,1126.11,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-6-A,351,U1438,E,30,30-6,R,6,A,0,123,1126.11,1127.34,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,granule [W22_2],8,granules up to 3 mm,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-6-A,351,U1438,E,30,30-6,R,6,A,26,35,1126.37,1126.46,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-7-A,351,U1438,E,30,30-7,R,7,A,0,84,1127.34,1128.18,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 6/2 (pale green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 8 mm,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-30R-CC-A,351,U1438,E,30,30-CC,R,CC,A,0,14,1128.18,1128.32,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 6/2 (pale green),,medium sand [W22_2],5,granule [W22_2],8,,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-1-A,351,U1438,E,31,31-1,R,1,A,0,44,1129,1129.44,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 6/2 (pale green),,medium sand [W22_2],5,granule [W22_2],8,granules up to 3 mm,planar,sharp,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-1-A,351,U1438,E,31,31-1,R,1,A,44,67,1129.44,1129.67,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,10G 4/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,,,,,moderate [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-1-A,351,U1438,E,31,31-1,R,1,A,67,81,1129.67,1129.81,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-1-A,351,U1438,E,31,31-1,R,1,A,67,87,1129.67,1129.87,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,10G 4/2 (grayish green),,fine sand [W22_2],4,granule [W22_2],8,granules up to 3 mm,planar,gradational,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-1-A,351,U1438,E,31,31-1,R,1,A,87,148,1129.87,1130.48,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 12 mm. Small fracture.,,,,,poor [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-2-A,351,U1438,E,31,31-2,R,2,A,0,100,1130.48,1131.48,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 10 mm. Small fracture.,planar,sharp,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-2-A,351,U1438,E,31,31-2,R,2,A,100,104,1131.48,1131.52,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-2-A,351,U1438,E,31,31-2,R,2,A,100,124,1131.48,1131.72,,,,,tuffaceous,fine sandstone [2014],with gravel [2014b],tuffaceous fine sandstone,tuffaceous fine sandstone with gravel,fine sandstone with gravel,,,5G 3/2 (very dark grayish green),,fine sand [W22_2],4,coarse sand [W22_2],6,,planar,sharp,,,poor [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-2-A,351,U1438,E,31,31-2,R,2,A,124,150,1131.72,1131.98,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10G 4/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,cm- fine sand layers intercalated,,,,,moderate [2014],normally graded,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,0,11,1131.98,1132.09,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,10G 4/2 (grayish green),,fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,moderate [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,11,17,1132.09,1132.15,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,11,28,1132.09,1132.26,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,11,145,1132.09,1133.43,,,,,tuffaceous,siltstone [2014],with sand [2014],tuffaceous siltstone,tuffaceous siltstone with sand,siltstone with sand,,,10G 4/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,altered lapilli layer intercalated (62-65 cm).,,,,,moderate [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,28,57,1132.26,1132.55,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,57,62,1132.55,1132.6,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,100,106,1132.98,1133.04,,,,,,,,,,,,,,,,,,,,,,,,,,convolute bedded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-3-A,351,U1438,E,31,31-3,R,3,A,106,145,1133.04,1133.43,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-4-A,351,U1438,E,31,31-4,R,4,A,0,58,1133.43,1134.01,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,silt [W22_1],2,Small fracuture (dewater structure) (19-58 cm),planar,sharp,,,moderate [2014],,planar lamination,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-4-A,351,U1438,E,31,31-4,R,4,A,58,87,1134.01,1134.3,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,10G 4/2 (grayish green),,fine sand [W22_2],4,fine sand [W22_2],4,,planar,gradational,,,well [2014],,cross-lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-4-A,351,U1438,E,31,31-4,R,4,A,87,150,1134.3,1134.93,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 8 mm.,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-4-A,351,U1438,E,31,31-4,R,4,A,124,128,1134.67,1134.71,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-5-A,351,U1438,E,31,31-5,R,5,A,0,150,1134.93,1136.43,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,coarse sand [W22_2],6,pebble [W22_2],9,pebbles up to 7 mm. Slump or dewater structure? (77-147 cm),,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-6-A,351,U1438,E,31,31-6,R,6,A,0,102,1136.43,1137.45,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,10G 4/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,pebbles up to 10 mm. Slump or dewater structure? (0-80 cm),irregular,sharp,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-6-A,351,U1438,E,31,31-6,R,6,A,102,128,1137.45,1137.71,,,,,tuffaceous,mudstone [2014],with gravel [2014b],tuffaceous mudstone,tuffaceous mudstone with gravel,mudstone with gravel,,,10G 4/2 (grayish green),,silt [W22_1],2,granule [W22_2],8,,,,,,moderate [2014],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-6-A,351,U1438,E,31,31-6,R,6,A,116,119,1137.59,1137.62,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-6-A,351,U1438,E,31,31-6,R,6,A,125,128,1137.68,1137.71,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-CC-A,351,U1438,E,31,31-CC,R,CC,A,0,25,1137.71,1137.96,,,,,tuffaceous,mudstone [2014],with sand [2014],tuffaceous mudstone,tuffaceous mudstone with sand,mudstone with sand,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,,,,,well [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-31R-CC-A,351,U1438,E,31,31-CC,R,CC,A,8,11,1137.79,1137.82,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,0,5,1138.7,1138.75,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,,sharp,,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,5,10,1138.75,1138.8,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,,sharp,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,10,18,1138.8,1138.88,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),,fine sand [W22_2],4,medium sand [W22_2],5,,,scoured,horizontal,,well [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,18,38,1138.88,1139.08,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,,sharp,horizontal,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,38,50,1139.08,1139.2,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),,medium sand [W22_2],5,coarse sand [W22_2],6,,,sharp,inclined,,well [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,50,57,1139.2,1139.27,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,,bioturbated,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,57,68,1139.27,1139.38,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),,coarse sand [W22_2],6,pebble [W22_2],9,,,wavy,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,68,86,1139.38,1139.56,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,very fine sand [W22_2],3,,,gradational,inclined,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,86,92,1139.56,1139.62,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,86,139,1139.56,1140.09,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),,medium sand [W22_2],5,coarse sand [W22_2],6,,irregular,sharp,,,well [2014],normally graded,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,110,139,1139.8,1140.09,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-1-A,351,U1438,E,32,32-1,R,1,A,139,141,1140.09,1140.11,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-2-A,351,U1438,E,32,32-2,R,2,A,0,55,1140.11,1140.66,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,irregular,gradational,inclined,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-2-A,351,U1438,E,32,32-2,R,2,A,12,20,1140.23,1140.31,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-2-A,351,U1438,E,32,32-2,R,2,A,55,94,1140.66,1141.05,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 5/2 (grayish green),,medium sand [W22_2],5,pebble [W22_2],9,,,gradational,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-2-A,351,U1438,E,32,32-2,R,2,A,94,151,1141.05,1141.62,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,5G 5/2 (grayish green),,coarse sand [W22_2],6,pebble [W22_2],9,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-3-A,351,U1438,E,32,32-3,R,3,A,0,30,1141.62,1141.92,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,5G 5/2 (grayish green),,very coarse sand [W22_2],7,pebble [W22_2],9,,,gradational,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-3-A,351,U1438,E,32,32-3,R,3,A,30,105,1141.92,1142.67,,,,,tuffaceous,breccia-conglomerate [2014b],,tuffaceous breccia-conglomerate,tuffaceous breccia-conglomerate,breccia-conglomerate,,,5G 5/2 (grayish green),,granule [W22_2],8,pebble [W22_2],9,,,gradational,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-3-A,351,U1438,E,32,32-3,R,3,A,105,150,1142.67,1143.12,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5G 5/2 (grayish green),,very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-4-A,351,U1438,E,32,32-4,R,4,A,0,33,1143.12,1143.45,,,,,tuffaceous,medium to coarse sandstone [2014],,tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone,medium to coarse sandstone,,,5G 5/2 (grayish green),,very coarse sand [W22_2],7,granule [W22_2],8,,,sharp,inclined,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-4-A,351,U1438,E,32,32-4,R,4,A,33,50,1143.45,1143.62,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,very fine sand [W22_2],3,,,gradational,,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-4-A,351,U1438,E,32,32-4,R,4,A,50,86,1143.62,1143.98,,,,,tuffaceous,fine sandstone [2014],,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,,5G 5/2 (grayish green),,fine sand [W22_2],4,very coarse sand [W22_2],7,,,gradational,,,poor [2014],,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-4-A,351,U1438,E,32,32-4,R,4,A,86,115,1143.98,1144.27,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5G 5/2 (grayish green),,coarse sand [W22_2],6,pebble [W22_2],9,,,,,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-5-A,351,U1438,E,32,32-5,R,5,A,0,38,1144.27,1144.65,,,,,tuffaceous,medium to coarse sandstone [2014],with gravel [2014b],tuffaceous medium to coarse sandstone,tuffaceous medium to coarse sandstone with gravel,medium to coarse sandstone with gravel,,,5G 5/2 (grayish green),,very coarse sand [W22_2],7,pebble [W22_2],9,,,sharp,inclined,,poor [2014],,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-5-A,351,U1438,E,32,32-5,R,5,A,38,44,1144.65,1144.71,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-5-A,351,U1438,E,32,32-5,R,5,A,38,57,1144.65,1144.84,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5G 5/2 (grayish green),,clay [W22_1],1,silt [W22_1],2,,,gradational,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-5-A,351,U1438,E,32,32-5,R,5,A,57,93,1144.84,1145.2,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,,sharp,horizontal,,,,planar lamination,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438E-32R-5-A,351,U1438,E,32,32-5,R,5,A,93,94,1145.2,1145.21,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5G 5/2 (grayish green),,silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,none,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
