Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,REFERENCE,Lithology Prefix,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLAST,GRAVEL SIZE CLAST.1,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
323-U1341A-24H-1-A,323,U1341,A,24,24-1,H,1,A,0,150,212.0,213.5,diatom clay,"Shepard, 1954",,diatom clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-24H-2-A,323,U1341,A,24,24-2,H,2,A,0,150,213.5,215.0,diatom clay,"Shepard, 1954",,diatom clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-24H-3-A,323,U1341,A,24,24-3,H,3,A,0,30,215.0,215.3,diatom clay,"Shepard, 1954",,diatom clay,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-24H-3-A,323,U1341,A,24,24-3,H,3,A,30,150,215.3,216.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-4-A,323,U1341,A,24,24-4,H,4,A,0,32,216.5,216.82,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-4-A,323,U1341,A,24,24-4,H,4,A,32,37,216.82,216.87,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",diatom-bearing,diatom-bearing fine ash,100.0,soft,7/N,,,,,,,,,,,,,,,,
323-U1341A-24H-4-A,323,U1341,A,24,24-4,H,4,A,37,150,216.87,218.0,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-5-A,323,U1341,A,24,24-5,H,5,A,0,150,218.0,219.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-6-A,323,U1341,A,24,24-6,H,6,A,0,89,219.5,220.39,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-7-A,323,U1341,A,24,24-7,H,7,A,0,17,220.4,220.57,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,diatom ooze,100.0,stiff,2.5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-24H-7-A,323,U1341,A,24,24-7,H,7,A,17,76,220.57,221.16,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-24H-CC-A,323,U1341,A,24,24-CC,H,CC,A,0,8,221.16,221.24,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-1-A,323,U1341,A,25,25-1,H,1,A,0,150,221.5,223.0,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-2-A,323,U1341,A,25,25-2,H,2,A,0,150,223.0,224.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-3-A,323,U1341,A,25,25-3,H,3,A,0,150,224.5,226.0,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-4-A,323,U1341,A,25,25-4,H,4,A,0,18,226.0,226.18,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-4-A,323,U1341,A,25,25-4,H,4,A,18,114,226.18,227.14,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-25H-4-A,323,U1341,A,25,25-4,H,4,A,114,150,227.14,227.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-5-A,323,U1341,A,25,25-5,H,5,A,0,150,227.5,229.0,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-6-A,323,U1341,A,25,25-6,H,6,A,0,150,229.0,230.5,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-7-A,323,U1341,A,25,25-7,H,7,A,0,53,230.5,231.03,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-25H-7-A,323,U1341,A,25,25-7,H,7,A,53,69,231.03,231.19,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-25H-CC-A,323,U1341,A,25,25-CC,H,CC,A,0,10,231.22,231.32,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-26H-1-A,323,U1341,A,26,26-1,H,1,A,0,150,231.0,232.5,sponge spicule diatom ooze,Leg 323,,sponge spicule diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-26H-2-A,323,U1341,A,26,26-2,H,2,A,0,56,232.5,233.06,sponge spicule diatom ooze,Leg 323,,sponge spicule diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-26H-CC-A,323,U1341,A,26,26-CC,H,CC,A,0,15,233.06,233.21,sponge spicule diatom ooze,Leg 323,,sponge spicule diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-27H-1-A,323,U1341,A,27,27-1,H,1,A,0,150,233.2,234.7,diatom ooze,United States Geological Survey,sponge spicule-bearing,sponge spicule-bearing diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-27H-2-A,323,U1341,A,27,27-2,H,2,A,0,150,234.7,236.2,diatom ooze,United States Geological Survey,sponge spicule-bearing,sponge spicule-bearing diatom ooze,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-27H-3-A,323,U1341,A,27,27-3,H,3,A,0,150,236.2,237.7,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-27H-4-A,323,U1341,A,27,27-4,H,4,A,0,150,237.7,239.2,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-27H-5-A,323,U1341,A,27,27-5,H,5,A,0,150,239.2,240.7,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-27H-6-A,323,U1341,A,27,27-6,H,6,A,0,56,240.7,241.26,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-27H-CC-A,323,U1341,A,27,27-CC,H,CC,A,0,10,241.26,241.36,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-28H-1-A,323,U1341,A,28,28-1,H,1,A,0,150,242.7,244.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-2-A,323,U1341,A,28,28-2,H,2,A,0,150,244.2,245.7,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-3-A,323,U1341,A,28,28-3,H,3,A,0,150,245.7,247.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-4-A,323,U1341,A,28,28-4,H,4,A,0,150,247.2,248.7,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-5-A,323,U1341,A,28,28-5,H,5,A,0,150,248.7,250.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-6-A,323,U1341,A,28,28-6,H,6,A,0,150,250.2,251.7,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-7-A,323,U1341,A,28,28-7,H,7,A,0,60,251.7,252.3,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-28H-CC-A,323,U1341,A,28,28-CC,H,CC,A,0,11,252.34,252.45,diatom ooze,Leg 323,,diatom ooze,100.0,soft,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-29H-1,323,U1341,A,29,29-1,H,1,,0,150,252.2,253.7,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-2-A,323,U1341,A,29,29-2,H,2,A,0,150,253.7,255.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-3-A,323,U1341,A,29,29-3,H,3,A,0,150,255.2,256.7,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-4-A,323,U1341,A,29,29-4,H,4,A,0,150,256.7,258.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-5-A,323,U1341,A,29,29-5,H,5,A,0,150,258.2,259.7,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-6-A,323,U1341,A,29,29-6,H,6,A,0,150,259.7,261.2,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-7-A,323,U1341,A,29,29-7,H,7,A,0,80,261.2,262.0,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-29H-CC-A,323,U1341,A,29,29-CC,H,CC,A,0,20,262.04,262.24,diatom ooze,Leg 323,,diatom ooze,100.0,soft,10Y 5/1,,,,,,,,,,,,,,,,
323-U1341A-30H-1-A,323,U1341,A,30,30-1,H,1,A,0,6,261.7,261.76,diatom silt,Leg 323,,diatom silt,100.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-30H-1-A,323,U1341,A,30,30-1,H,1,A,6,150,261.76,263.2,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-2-A,323,U1341,A,30,30-2,H,2,A,0,150,263.2,264.7,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-3-A,323,U1341,A,30,30-3,H,3,A,0,150,264.7,266.2,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-4-A,323,U1341,A,30,30-4,H,4,A,0,150,266.2,267.7,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-5-A,323,U1341,A,30,30-5,H,5,A,0,150,267.7,269.2,diatom ooze,United States Geological Survey,,diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-6-A,323,U1341,A,30,30-6,H,6,A,0,150,269.2,270.7,diatom ooze,United States Geological Survey,sponge spicule-bearing,sponge spicule-bearing diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-7-A,323,U1341,A,30,30-7,H,7,A,0,80,270.7,271.5,diatom ooze,United States Geological Survey,sponge spicule-bearing,sponge spicule-bearing diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-30H-CC-A,323,U1341,A,30,30-CC,H,CC,A,0,19,271.54,271.73,diatom ooze,United States Geological Survey,sponge spicule-bearing,sponge spicule-bearing diatom ooze,100.0,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-1-A,323,U1341,A,31,31-1,H,1,A,0,75,271.2,271.95,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-1-A,323,U1341,A,31,31-1,H,1,A,75,150,271.95,272.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-31H-2-A,323,U1341,A,31,31-2,H,2,A,0,150,272.7,274.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-3-A,323,U1341,A,31,31-3,H,3,A,0,150,274.2,275.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-4-A,323,U1341,A,31,31-4,H,4,A,0,20,275.7,275.9,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-4-A,323,U1341,A,31,31-4,H,4,A,20,150,275.9,277.2,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-31H-5-A,323,U1341,A,31,31-5,H,5,A,0,120,277.2,278.4,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-5-A,323,U1341,A,31,31-5,H,5,A,120,150,278.4,278.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-31H-6-A,323,U1341,A,31,31-6,H,6,A,0,5,278.7,278.75,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-31H-6-A,323,U1341,A,31,31-6,H,6,A,5,150,278.75,280.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-7-A,323,U1341,A,31,31-7,H,7,A,0,80,280.2,281.0,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-31H-CC-A,323,U1341,A,31,31-CC,H,CC,A,0,26,281.03,281.29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-32H-1-A,323,U1341,A,32,32-1,H,1,A,0,6,280.7,280.76,diatom ooze,Leg 323,,diatom ooze,,,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-32H-1-A,323,U1341,A,32,32-1,H,1,A,6,112,280.76,281.82,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-32H-1-A,323,U1341,A,32,32-1,H,1,A,112,150,281.82,282.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-32H-2-A,323,U1341,A,32,32-2,H,2,A,0,119,282.2,283.39,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-32H-2-A,323,U1341,A,32,32-2,H,2,A,119,145,283.39,283.65,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-32H-2-A,323,U1341,A,32,32-2,H,2,A,145,148,283.65,283.68,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,4/N,,,,,,,,,,,,,,,,
323-U1341A-32H-2-A,323,U1341,A,32,32-2,H,2,A,148,150,283.68,283.7,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,0,10,283.7,283.8,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,10,28,283.8,283.98,diatom clayey silt,,,diatom clayey silt,70.0,,5Y 6/3,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,10,28,283.8,283.98,diatom ooze,Leg 323,,diatom ooze,30.0,,5Y 4/1 ,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,28,106,283.98,284.76,diatom ooze,Leg 323,,diatom ooze,,,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,106,130,284.76,285.0,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,130,137,285.0,285.07,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,,2.5/N,,,,,,,,,,,,,,,,
323-U1341A-32H-3-A,323,U1341,A,32,32-3,H,3,A,137,150,285.07,285.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-4-A,323,U1341,A,32,32-4,H,4,A,0,79,285.2,285.99,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-4-A,323,U1341,A,32,32-4,H,4,A,79,86,285.99,286.06,diatom clayey silt,,,diatom ooze,30.0,,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-32H-4-A,323,U1341,A,32,32-4,H,4,A,79,86,285.99,286.06,diatom ooze,Leg 323,,diatom ooze,70.0,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-4-A,323,U1341,A,32,32-4,H,4,A,86,150,286.06,286.7,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,0,70,286.7,287.4,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,70,107,287.4,287.77,diatom clayey silt,,,diatom clayey silt,,,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,107,138,287.77,288.08,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,138,140,288.08,288.1,diatom ooze,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom ooze,10.0,,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,138,140,288.08,288.1,diatom ooze,Leg 323,,diatom ooze,90.0,,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-32H-5-A,323,U1341,A,32,32-5,H,5,A,140,150,288.1,288.2,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-32H-6-A,323,U1341,A,32,32-6,H,6,A,0,139,288.2,289.59,diatom ooze,Leg 323,,diatom ooze,,,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-32H-7-A,323,U1341,A,32,32-7,H,7,A,0,60,289.7,290.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-32H-CC-A,323,U1341,A,32,32-CC,H,CC,A,0,28,290.32,290.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-33H-1-A,323,U1341,A,33,33-1,H,1,A,0,150,290.2,291.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-33H-2-A,323,U1341,A,33,33-2,H,2,A,0,110,291.7,292.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 3/2,,,,,,,,,,,,,,,,
323-U1341A-33H-2-A,323,U1341,A,33,33-2,H,2,A,110,144,292.8,293.14,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-2-A,323,U1341,A,33,33-2,H,2,A,144,150,293.14,293.2,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-33H-3-A,323,U1341,A,33,33-3,H,3,A,0,90,293.2,294.1,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-33H-3-A,323,U1341,A,33,33-3,H,3,A,90,120,294.1,294.4,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-3-A,323,U1341,A,33,33-3,H,3,A,120,140,294.4,294.6,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,,,,
323-U1341A-33H-3-A,323,U1341,A,33,33-3,H,3,A,140,150,294.6,294.7,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-4-A,323,U1341,A,33,33-4,H,4,A,0,35,294.7,295.05,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-4-A,323,U1341,A,33,33-4,H,4,A,35,80,295.05,295.5,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,,,,
323-U1341A-33H-4-A,323,U1341,A,33,33-4,H,4,A,80,150,295.5,296.2,diatom ooze,Leg 323,,diatom ooze,10.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-33H-4-A,323,U1341,A,33,33-4,H,4,A,80,150,295.5,296.2,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-33H-4-A,323,U1341,A,33,33-4,H,4,A,80,150,295.5,296.2,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,0,60,296.2,296.8,diatom ooze,Leg 323,,diatom ooze,,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,60,100,296.8,297.2,diatom ooze,Leg 323,,diatom ooze,20.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,60,100,296.8,297.2,diatom ooze,Leg 323,,diatom ooze,20.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,60,100,296.8,297.2,diatom ooze,Leg 323,,diatom ooze,60.0,soft,10Y 3/1,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,100,150,297.2,297.7,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,100,150,297.2,297.7,diatom ooze,Leg 323,,diatom ooze,30.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-5-A,323,U1341,A,33,33-5,H,5,A,100,150,297.2,297.7,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-33H-6-A,323,U1341,A,33,33-6,H,6,A,0,139,297.7,299.09,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-33H-6-A,323,U1341,A,33,33-6,H,6,A,0,139,297.7,299.09,diatom ooze,Leg 323,,diatom ooze,30.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-6-A,323,U1341,A,33,33-6,H,6,A,0,139,297.7,299.09,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-33H-7-A,323,U1341,A,33,33-7,H,7,A,0,69,299.2,299.89,diatom ooze,Leg 323,,diatom ooze,30.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-33H-7-A,323,U1341,A,33,33-7,H,7,A,0,69,299.2,299.89,diatom ooze,Leg 323,,diatom ooze,30.0,soft,10Y 4/1,,,,,,,,,,,,,,,,
323-U1341A-33H-7-A,323,U1341,A,33,33-7,H,7,A,0,69,299.2,299.89,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-33H-CC-A,323,U1341,A,33,33-CC,H,CC,A,0,28,299.91,300.19,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 5/2,,,,,,,,,,,,,,,,
323-U1341A-33H-CC-A,323,U1341,A,33,33-CC,H,CC,A,0,28,299.91,300.19,diatom ooze,Leg 323,,diatom ooze,50.0,soft,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-34H-1-A,323,U1341,A,34,34-1,H,1,A,0,10,299.7,299.8,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-34H-1-A,323,U1341,A,34,34-1,H,1,A,10,150,299.8,301.2,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-1-A,323,U1341,A,34,34-1,H,1,A,10,150,299.8,301.2,diatom ooze,Leg 323,,diatom ooze,60.0,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,0,40,301.2,301.6,diatom ooze,Leg 323,,diatom ooze,40.0,soft,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,0,40,301.2,301.6,diatom ooze,Leg 323,,diatom ooze,60.0,soft,5Y 6/1,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,40,87,301.6,302.07,diatom ooze,Leg 323,,diatom ooze,,soupy,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,87,97,302.07,302.17,dolostone [USGS-LP62],"United States Geological Survey-Leighton & Pendexter, 1962",,dolostone,,,5Y 7/2,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,97,150,302.17,302.7,diatom ooze,Leg 323,,diatom ooze,10.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-2-A,323,U1341,A,34,34-2,H,2,A,97,150,302.17,302.7,diatom ooze,Leg 323,,diatom ooze,90.0,,5Y 4/3,,,,,,,,,,,,,,,,
323-U1341A-34H-3-A,323,U1341,A,34,34-3,H,3,A,0,12,302.7,302.82,diatom ooze,Leg 323,,diatom ooze,10.0,,5Y 6/2,,,,,,,,,,,,,,,,
323-U1341A-34H-3-A,323,U1341,A,34,34-3,H,3,A,0,12,302.7,302.82,diatom ooze,Leg 323,,diatom ooze,90.0,,5Y 4/3,,,,,,,,,,,,,,,,
