Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,16.0,36.0,152.66,152.86,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,36.0,41.0,152.86,152.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,41.0,52.0,152.91,153.02,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,present [A79],2,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,52.0,70.0,153.02,153.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,70.0,108.0,153.2,153.58,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],0,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,108.0,115.0,153.58,153.65,,ash(tuff) [MMK88m],,ash(tuff),ash,4,,5Y 7/1 (light gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,115.0,138.0,153.65,153.88,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,138.0,141.0,153.88,153.91,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-2-A,341,U1417,C,18,18-2,H,2,A,141.0,150.0,153.91,154.0,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),slight [DB86],1,absent [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,0.0,18.0,154.0,154.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,18.0,20.0,154.18,154.2,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,20.0,28.0,154.2,154.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,28.0,31.0,154.28,154.31,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,31.0,39.0,154.31,154.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,39.0,42.0,154.39,154.42,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,42.0,73.0,154.42,154.73,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,73.0,74.0,154.73,154.74,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,74.0,132.0,154.74,155.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],4,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,132.0,135.0,155.32,155.35,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,135.0,138.0,155.35,155.38,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,138.0,139.0,155.38,155.39,,sand [Leg210],,sand ,,,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,139.0,141.0,155.39,155.41,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,,,,,
341-U1417C-18H-3-A,341,U1417,C,18,18-3,H,3,A,141.0,150.0,155.41,155.5,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-18H-4-A,341,U1417,C,18,18-4,H,4,A,0.0,150.0,155.5,157.0,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"sands (N 6), 1-4cm thick, normally graded, slightly bioturbated at top",,,,,,,,,
341-U1417C-18H-5-A,341,U1417,C,18,18-5,H,5,A,0.0,151.0,157.0,158.51,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"sands N 6, 1-5 cm thick, normally graded, slightly bioturbated  at top",,,,,,,,,
341-U1417C-18H-6-A,341,U1417,C,18,18-6,H,6,A,0.0,151.0,158.51,160.02,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],,,,,,,,,,,"sands (N 6), 1-4cm pods",,,,,,,,,
341-U1417C-18H-7-A,341,U1417,C,18,18-7,H,7,A,0.0,68.0,160.02,160.7,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,,,,,
341-U1417C-18H-CC-A,341,U1417,C,18,18-CC,H,CC,A,0.0,26.0,160.7,160.96,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,1 clast 1cm at 3 cm,,,,,,,,,
341-U1417C-18H-CC-A,341,U1417,C,18,18-CC,H,CC,A,26.0,31.0,160.96,161.01,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,
341-U1417C-19H-1-A,341,U1417,C,19,19-1,H,1,A,0.0,36.5,160.5,160.865,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,gradational contact,,,,,,,,
341-U1417C-19H-1-A,341,U1417,C,19,19-1,H,1,A,36.5,137.5,160.865,161.875,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,14,,,,,,,,,,"- some black mottles
- minor colour fluctuations",,,,,,,,,
341-U1417C-19H-1-A,341,U1417,C,19,19-1,H,1,A,137.5,140.0,161.875,161.9,,,,,,,,,,,,,,,,,,,,,,void,,,,,,,,,
341-U1417C-19H-1-A,341,U1417,C,19,19-1,H,1,A,140.0,150.0,161.9,162.0,,,,,,,,,,,,,,,,,,,,,,Sample (IW),,,,,,,,,
341-U1417C-19H-2-A,341,U1417,C,19,19-2,H,2,A,0.0,24.0,162.0,162.24,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,,2,,,,,,,,,,- clast at 22.5: 0.8 cm diameter,gradational contact,,,,,,,,
341-U1417C-19H-2-A,341,U1417,C,19,19-2,H,2,A,24.0,141.0,162.24,163.41,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,2,,,,,,,,,,"- gradational down-core colour change from 10Y 4/1 to N4
- dark brown (5Y 2.5/2) silty lense at 28 cm
- dark mottles and silty lenses between 91 & 95 cm
- few silty lenses between 118-130 cm
- clast at 139 cm; 0.5 cm diameter",,,,,,,,,
341-U1417C-19H-3-A,341,U1417,C,19,19-3,H,3,A,0.0,21.0,163.41,163.62,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,4,,,,,,,,,,- some black mottles,gradational contact,,,,,,,,
341-U1417C-19H-3-A,341,U1417,C,19,19-3,H,3,A,21.0,38.0,163.62,163.79,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,N 4 (dark gray),moderate [DB86],2,,,,,,,,,,,,"- gradational down-core colour change from N4 to 10Y 4/1
- some black mottles
- 29: mud with ash lenses",,,,,,,,,
341-U1417C-19H-3-A,341,U1417,C,19,19-3,H,3,A,38.0,57.0,163.79,163.98,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,- some black mottles,,,,,,,,,
341-U1417C-19H-CC-A,341,U1417,C,19,19-CC,H,CC,A,0.0,7.0,163.98,164.05,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,- some black mottles,,,,,,,,,
341-U1417C-19H-CC-A,341,U1417,C,19,19-CC,H,CC,A,7.0,13.5,164.05,164.115,biosiliceous bearing,mud [Leg210],with volcanic ash [Leg339],biosiliceous bearing mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-19H-CC-A,341,U1417,C,19,19-CC,H,CC,A,13.5,19.0,164.115,164.17,,,,,,,,,,,,,,,,,,,,,,Sample (PAL),,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,0.0,17.0,164.1,164.27,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,17.0,20.0,164.27,164.3,,sand [Leg210],,sand ,,,,5Y 2.5/1 (black),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,20.0,58.0,164.3,164.68,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,58.0,89.0,164.68,164.99,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,89.0,91.0,164.99,165.01,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-1-A,341,U1417,C,20,20-1,H,1,A,91.0,150.0,165.01,165.6,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,"Light colored (N4-N3) 2-3 cm thick clay rich silt layers are found centered at 128, 134, and 142 cm section depth. All exhibit sharp contacts (some are irregular)",,,,,,,,,
341-U1417C-20H-2-A,341,U1417,C,20,20-2,H,2,A,0.0,150.0,165.6,167.1,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,"slight color variations between greenish and brownish grey; black mottling present; multiple well-sorted approx 2 cmthick sand layers (10 y 5/1) are centered at 59, 72, 95, 134, and 142 cm  ",,,,,,,,,
341-U1417C-20H-3-A,341,U1417,C,20,20-3,H,3,A,0.0,140.0,167.1,168.5,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"slight color variations between greenish grey and brownish grey; some black mottling; intervals with greater bioturbation

Scattered discontinuous lenses of well-sorted sand centered at 4, 64, 82, 90 and 99 cm.",,,,,,,,,
341-U1417C-20H-3-A,341,U1417,C,20,20-3,H,3,A,140.0,150.0,168.5,168.6,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,,,,
341-U1417C-20H-4-A,341,U1417,C,20,20-4,H,4,A,0.0,82.0,168.6,169.42,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"some color variations between greenish-grey and brownish-grey; black mottles present; varying amounts of biosiliceous fossil content
",gradational contact,,,,,,,,
341-U1417C-20H-4-A,341,U1417,C,20,20-4,H,4,A,82.0,114.0,169.42,169.74,,diatom ooze [Leg339],,diatom ooze ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-4-A,341,U1417,C,20,20-4,H,4,A,114.0,150.0,169.74,170.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,multiple well-sorted muddy intervals with 10 y 5/1 color and sharp irregular upper and lower boundaries,,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,0.0,14.5,170.1,170.245,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,slightly mottled,,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,14.5,17.0,170.245,170.27,,sand [Leg210],,sand ,,,,5Y 6/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,17.0,56.0,170.27,170.66,,mud [Leg210],,mud ,,,,n 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,"0.5 cm clasts present at 30, 31.5, and 41 cm",,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,56.0,59.0,170.66,170.69,,silt [Leg210],,silt ,,,,2.5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,sharp contact,irregular,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,59.0,91.5,170.69,171.015,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,4 cm subangular metasiltsonte clast observed at 80 cm,,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,91.5,92.5,171.015,171.025,,sand [Leg210],,sand ,,,normal grading,2.5Y 5/1 (gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-20H-5-A,341,U1417,C,20,20-5,H,5,A,92.5,150.0,171.025,171.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,0.5 cm clast observed at 144 cm,,,,,,,,,
341-U1417C-20H-6-A,341,U1417,C,20,20-6,H,6,A,0.0,150.0,171.6,173.1,,mud [Leg210],,mud ,,,,n 4 (dark gray),,,,,,,,,,,,,,extensive suck-in drilling disturbance throughout core,,,,,,,,,
341-U1417C-20H-7-A,341,U1417,C,20,20-7,H,7,A,0.0,51.0,173.1,173.61,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,"0.5 - 1.5 cm clasts observed at 19, 25, and 38.5 cm ",,,,,,,,,
341-U1417C-20H-CC-A,341,U1417,C,20,20-CC,H,CC,A,0.0,32.0,173.61,173.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,black mottles present,,,,,,,,,
341-U1417C-21H-1-A,341,U1417,C,21,21-1,H,1,A,0.0,130.0,173.6,174.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,mud with biosiliceous bearing intervals; some variations to more greenish/greyish colors; few black mottles; slightly higher biosiliceous content between 65 and 105 cm (here 10Y 4/1),,,,,,,,,
341-U1417C-21H-1-A,341,U1417,C,21,21-1,H,1,A,130.0,150.0,174.9,175.1,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-21H-2-A,341,U1417,C,21,21-2,H,2,A,0.0,150.0,175.1,176.6,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],3,,,,,,,,,,mud with biosiliceous bearing intervals; some variations to more greenish/greyish colors; few black mottles; lighter silty lenses between 146 - 148 cm (ash?),,,,,,,,,
341-U1417C-21H-3-A,341,U1417,C,21,21-3,H,3,A,0.0,128.0,176.6,177.88,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],10,,,,,,,,,,mud with biosiliceous bearing intervals; some variations to more greenish/greyish colors; few black mottles,,,,,,,,,
341-U1417C-21H-3-A,341,U1417,C,21,21-3,H,3,A,128.0,140.0,177.88,178.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with biosiliceous bearing intervals; some variations to more greenish/greyish colors; few black mottles,,,,,,,,,
341-U1417C-21H-3-A,341,U1417,C,21,21-3,H,3,A,140.0,150.0,178.0,178.1,,,,,,,,,,,,,,,,,,,,,,IW sample,,,,,,,,,
341-U1417C-21H-4-A,341,U1417,C,21,21-4,H,4,A,0.0,30.0,178.1,178.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-21H-4-A,341,U1417,C,21,21-4,H,4,A,30.0,90.0,178.4,179.0,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,color banding,10Y 4/1 (dark greenish gray),moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,
341-U1417C-21H-4-A,341,U1417,C,21,21-4,H,4,A,90.0,98.0,179.0,179.08,,silt [Leg210],with mud [Leg339],silt  with mud ,,,,10Y 6/1 (greenish gray),moderate [DB86],2,,,,,,,,,,,,irregular shaped lenses of silt; bioturbated/eroded,,,,,,,,,
341-U1417C-21H-4-A,341,U1417,C,21,21-4,H,4,A,98.0,150.0,179.08,179.6,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-21H-5-A,341,U1417,C,21,21-5,H,5,A,0.0,19.0,179.6,179.79,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,mud with biosiliceous bearing intervals; some variations to more greenish/greyish colors; few black mottles,,,,,,,,,
341-U1417C-21H-5-A,341,U1417,C,21,21-5,H,5,A,19.0,150.0,179.79,181.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sub-vertical stratification due to drilling (= totally destroyed),,,,,,,,,
341-U1417C-21H-6-A,341,U1417,C,21,21-6,H,6,A,0.0,150.0,181.1,182.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sub-vertical stratification due to drilling (= totally destroyed),,,,,,,,,
341-U1417C-21H-7-A,341,U1417,C,21,21-7,H,7,A,0.0,56.0,182.6,183.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sub-vertical stratification due to drilling (= totally destroyed),,,,,,,,,
341-U1417C-21H-CC-PAL,341,U1417,C,21,21-CC,H,CC,PAL,0.0,7.0,183.24,183.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,sub-vertical stratification due to drilling (= totally destroyed),,,,,,,,,
341-U1417C-21H-CC-PAL,341,U1417,C,21,21-CC,H,CC,PAL,7.0,13.0,183.31,183.37,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,,,,
341-U1417C-22H-1-A,341,U1417,C,22,22-1,H,1,A,0.0,6.0,183.1,183.16,,mud [Leg210],,mud ,,,,n 4 (dark gray),moderate [DB86],2,present [A79],2,,,,,,,,,,"two sub-angular clasts of biotite-, quartz-, and chlorite-bearing metamorphic rock",,,,,,,,,
341-U1417C-22H-1-A,341,U1417,C,22,22-1,H,1,A,6.0,150.0,183.16,184.6,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),moderate [DB86],2,present [A79],2,,,,,,,,,,biosiliceous and volcaniclastic bearing intervals common; black mottles; some light-colored spots of ash present,,,,,,,,,
341-U1417C-22H-2-A,341,U1417,C,22,22-2,H,2,A,0.0,147.0,184.6,186.07,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud with biosiliceous-bearing intervals; slight color variations to more greyish and greenish; black mottles present; scattered (e.g. 91 - 98 cm) and discontinuous silt layers (e.g. 35.5 - 36) that are dark grey in color (5y 4/1) ,,,,,,,,,
341-U1417C-22H-2-A,341,U1417,C,22,22-2,H,2,A,147.0,150.0,186.07,186.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,color change (see next section for detail),,,,,,,,,
341-U1417C-22H-3-A,341,U1417,C,22,22-3,H,3,A,0.0,93.0,186.1,187.03,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,small black mottles,,,,,,,,,
341-U1417C-22H-3-A,341,U1417,C,22,22-3,H,3,A,93.0,140.0,187.03,187.5,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],5,,,,,,,,,,"biosiliceous bearing intervals present; slight color variations; small black mottles; thin light-colored silty layers present below 107 cm. Color change after 130 (back to N 4), but no change in lithology
",,,,,,,,,
341-U1417C-22H-4-A,341,U1417,C,22,22-4,H,4,A,0.0,150.0,187.6,189.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],11,,,,,,,,,,"biosiliceous intervals vary in thickness and appearence throughout section; black mottles are present; color change at 70 cm to 10 Y 4/1 but lithology remains the same. Texture and surface appearance is similar to an ooze, but biosiliceous content is very low. Clast of metasandstone found at 130 - 134 cm. ",,,,,,,,,
341-U1417C-22H-5-A,341,U1417,C,22,22-5,H,5,A,0.0,150.0,189.1,190.6,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,thin discontinuous sandy units scattered throughout unit and provide evidence for heavy disturbance,,,,,,,,,
341-U1417C-22H-6-A,341,U1417,C,22,22-6,H,6,A,0.0,120.0,190.6,191.8,,mud [Leg210],,mud ,,,,n 4 (dark gray),,,present [A79],6,,,,,,,,,,isolated discontinuous sand layers provide evidence for extensive drilling disturbance. clast size ranges from 0.5 - 3 cm,,,,,,,,,
341-U1417C-22H-7-A,341,U1417,C,22,22-7,H,7,A,0.0,62.0,191.8,192.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,discontinuous and isolated sand lenses provide evidence for extensive suck-in drilling disturbance,,,,,,,,,
341-U1417C-22H-CC-A,341,U1417,C,22,22-CC,H,CC,A,0.0,18.0,192.42,192.6,,mud [Leg210],,mud ,,,,,,,,,,,,,,,,,,"a few isolated and discontinuous sandy units; extensive drilling disturbance
",,,,,,,,,
341-U1417C-23H-1-A,341,U1417,C,23,23-1,H,1,A,0.0,150.0,192.6,194.1,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"extensive suck-in drilling disturbance. Many ""pods"" of discontinuous and isolated sandy beds are randomly scattered throughout the core. Very disturbed!",,,,,,,,,
341-U1417C-23H-2-A,341,U1417,C,23,23-2,H,2,A,0.0,139.0,194.1,195.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"extensive suck-in drilling disturbance. Many ""pods"" of discontinuous and isolated sandy beds are randomly scattered throughout the core. Very disturbed!",,,,,,,,,
341-U1417C-23H-3-A,341,U1417,C,23,23-3,H,3,A,0.0,128.0,195.6,196.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"extensive suck-in drilling disturbance. Many grey (5Y 4/1) ""pods"" of discontinuous and isolated sandy beds are randomly scattered throughout the core. Very disturbed!",,,,,,,,,
341-U1417C-23H-CC-A,341,U1417,C,23,23-CC,H,CC,A,0.0,13.0,196.88,197.01,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"extensive suck-in drilling disturbance. Many grey (5Y 4/1) ""pods"" of discontinuous and isolated sandy beds are randomly scattered throughout the core. Very disturbed!",,,,,,,,,
341-U1417C-24H-1-A,341,U1417,C,24,24-1,H,1,A,0.0,112.0,197.0,198.12,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,thin 1 cm silt layers centered at 26.5 and 54 cm; black mottles present; a bit soupy from 0 - 08  cm.,,,,,,,,,
341-U1417C-24H-1-A,341,U1417,C,24,24-1,H,1,A,112.0,150.0,198.12,198.5,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,biosiliceous mud; very dark greenish grey (5 gy 3/1) interval from 138-140; few black mottles,,,,,,,,,
341-U1417C-24H-2-A,341,U1417,C,24,24-2,H,2,A,0.0,1.0,198.5,198.51,biosiliceous bearing,mud [Leg210],,biosiliceous bearing mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,,,,,,,,,,
341-U1417C-24H-2-A,341,U1417,C,24,24-2,H,2,A,1.0,48.0,198.51,198.98,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- mud with biosiliceous-bearing intervals, e.g. 14-15, 40.5-41.5
- few black mottles",,,,,,,,,
341-U1417C-24H-2-A,341,U1417,C,24,24-2,H,2,A,48.0,50.0,198.98,199.0,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,
341-U1417C-24H-2-A,341,U1417,C,24,24-2,H,2,A,50.0,92.0,199.0,199.42,,mud [Leg210],with biosilica [Leg339],mud  with biosilica ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"- mud with biosiliceous-bearing intervals, e.g. 61.5-62.5, 75.7-77
- few black mottles",,,,,,,,,
